|6.6.6
Archiving\03_Data\frac/QFM_m4/Y98/Y98_1.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1536.34        2500.00        98.9844                 NaN            NaN            NaN  0.964053E-001            NaN  0.919191                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        98.7402                 NaN            NaN            NaN            NaN            NaN            NaN   1.25979                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        98.7285                 NaN            NaN            NaN            NaN            NaN            NaN   1.27153                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.7307                 NaN            NaN            NaN            NaN            NaN            NaN   1.26931                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.7312                 NaN            NaN            NaN  0.121700E-002            NaN            NaN   1.26761                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.7286                 NaN            NaN            NaN            NaN            NaN            NaN   1.27138                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.7275                 NaN            NaN            NaN  0.387220E-004            NaN            NaN   1.27243                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.7236                 NaN            NaN            NaN  0.233884E-005            NaN            NaN   1.27640                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.7191                 NaN            NaN            NaN            NaN            NaN            NaN   1.28094                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.7106                 NaN            NaN            NaN            NaN            NaN            NaN   1.28945                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.6960                 NaN            NaN            NaN            NaN            NaN            NaN   1.30404                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.6827                 NaN            NaN            NaN            NaN            NaN            NaN   1.31732                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.6557                 NaN            NaN            NaN            NaN            NaN            NaN   1.34433                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.6210                 NaN            NaN            NaN            NaN            NaN            NaN   1.37902                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.5722                 NaN            NaN            NaN            NaN            NaN            NaN   1.42781                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.0988                 NaN            NaN            NaN            NaN            NaN            NaN  0.856509        1.04466                 NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        97.9187                 NaN            NaN            NaN            NaN            NaN            NaN  0.570013        1.51128                 NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        97.9476                 NaN            NaN            NaN            NaN            NaN            NaN  0.561332        1.49103                 NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        97.9773                 NaN            NaN            NaN            NaN            NaN            NaN   1.46911       0.553546                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.0067                 NaN            NaN            NaN            NaN            NaN            NaN  0.557747        1.43555                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.0364                 NaN            NaN            NaN            NaN            NaN            NaN   1.41653       0.547051                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.0577                 NaN            NaN            NaN            NaN            NaN            NaN   1.40625       0.536077                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.0815                 NaN            NaN            NaN            NaN            NaN            NaN  0.538806        1.37972                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.1102                 NaN            NaN            NaN            NaN            NaN            NaN   1.35995       0.529852                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.1313                 NaN            NaN            NaN            NaN            NaN            NaN  0.524136        1.34460                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.1529                 NaN            NaN            NaN            NaN            NaN            NaN   1.33047       0.516583                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.1750                 NaN            NaN            NaN            NaN            NaN            NaN   1.31029       0.514665                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.1951                 NaN            NaN            NaN            NaN            NaN            NaN   1.29597       0.508902                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.2147                 NaN            NaN            NaN            NaN            NaN            NaN   1.28156       0.503692                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.2319                 NaN            NaN            NaN            NaN            NaN            NaN   1.26846       0.499636                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.2488                 NaN            NaN            NaN            NaN            NaN            NaN   1.25554       0.495643                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.2669                 NaN            NaN            NaN            NaN            NaN            NaN   1.24498       0.488109                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.2835                 NaN            NaN            NaN  0.244900E-003            NaN            NaN   1.23250       0.483792                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.2974                 NaN            NaN            NaN            NaN            NaN            NaN   1.22396       0.478651                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.3118                 NaN            NaN            NaN            NaN            NaN            NaN   1.21490       0.473275                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.3307                 NaN            NaN            NaN  0.419279E-001            NaN            NaN   1.22598       0.401428                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.3218                 NaN            NaN            NaN  0.121331E-001            NaN            NaN  0.453100        1.20338                 NaN  0.954792E-002            NaN            NaN            NaN
  1443.61        2500.00        95.2086                 NaN            NaN            NaN  0.671909                 NaN            NaN  0.885952        1.78491                 NaN   1.44864                 NaN            NaN            NaN
  1441.10        2500.00        95.3427                 NaN            NaN            NaN  0.696970                 NaN            NaN  0.776751        1.77080                 NaN   1.41279                 NaN            NaN            NaN
  1438.60        2500.00        95.4756                 NaN            NaN            NaN  0.696640                 NaN            NaN   1.74877       0.706076                 NaN   1.37294                 NaN            NaN            NaN
  1436.09        2500.00        95.6078                 NaN            NaN            NaN  0.695477                 NaN            NaN   1.72488       0.638118                 NaN   1.33376                 NaN            NaN            NaN
  1433.58        2500.00        95.7292                 NaN            NaN            NaN  0.695200                 NaN            NaN   1.70594       0.572703                 NaN   1.29692                 NaN            NaN            NaN
  1431.08        2500.00        95.8463                 NaN            NaN            NaN  0.694576                 NaN            NaN   1.68948       0.507931                 NaN   1.26175                 NaN            NaN            NaN
  1428.57        2500.00        95.9577                 NaN            NaN            NaN  0.693820                 NaN            NaN   1.67250       0.447290                 NaN   1.22868                 NaN            NaN            NaN
  1426.07        2500.00        96.0600                 NaN            NaN            NaN  0.694187                 NaN            NaN  0.384973        1.66356                 NaN   1.19726                 NaN            NaN            NaN
  1423.56        2500.00        96.1590                 NaN            NaN            NaN  0.693931                 NaN            NaN  0.326802        1.65256                 NaN   1.16767                 NaN            NaN            NaN
  1421.05        2500.00        96.2476                 NaN            NaN            NaN  0.694094                 NaN            NaN  0.268161        1.65009                 NaN   1.14009                 NaN            NaN            NaN
  1418.55        2500.00        96.3385                 NaN            NaN            NaN  0.693723                 NaN            NaN   1.64359       0.211844                 NaN   1.11237                 NaN            NaN            NaN
  1416.04        2500.00        96.4276                 NaN            NaN            NaN  0.692800                 NaN            NaN  0.155278        1.63896                 NaN   1.08540                 NaN            NaN            NaN
  1413.53        2500.00        96.5109                 NaN            NaN            NaN  0.692147                 NaN            NaN   1.63627       0.100714                 NaN   1.06001                 NaN            NaN            NaN
  1411.03        2500.00        96.5316                 NaN            NaN            NaN  0.701574                 NaN            NaN  0.122331E-001   1.70204                 NaN   1.05254                 NaN            NaN            NaN
  1408.52        2500.00        96.6848                 NaN            NaN            NaN  0.690102                 NaN            NaN   1.61971                 NaN            NaN   1.00544                 NaN            NaN            NaN
  1406.02        2500.00        96.7262                 NaN            NaN            NaN  0.667695                 NaN            NaN   1.61711                 NaN            NaN  0.988983                 NaN            NaN            NaN
  1403.51        2500.00        96.7882                 NaN            NaN            NaN  0.702721                 NaN            NaN   1.53346                 NaN            NaN  0.975575                 NaN            NaN            NaN
  1401.00        2500.00        96.8547                 NaN            NaN            NaN  0.640160                 NaN            NaN   1.56043                 NaN            NaN  0.944751                 NaN            NaN            NaN
  1398.50        2500.00        96.9151                 NaN            NaN            NaN  0.650460                 NaN            NaN   1.50661                 NaN            NaN  0.927815                 NaN            NaN            NaN
  1395.99        2500.00        96.9750                 NaN            NaN            NaN  0.633185                 NaN            NaN   1.48529                 NaN            NaN  0.906497                 NaN            NaN            NaN
  1393.48        2500.00        97.0301                 NaN            NaN            NaN  0.628189                 NaN            NaN   1.45339                 NaN            NaN  0.888325                 NaN            NaN            NaN
  1390.98        2500.00        97.0808                 NaN            NaN            NaN  0.636254                 NaN            NaN   1.40865                 NaN            NaN  0.874347                 NaN            NaN            NaN
  1388.47        2500.00        97.1560                 NaN            NaN            NaN  0.603649                 NaN            NaN   1.39504                 NaN            NaN  0.845261                 NaN            NaN            NaN
  1385.96        2500.00        97.1819                 NaN            NaN            NaN  0.596592                 NaN            NaN   1.38530                 NaN            NaN  0.836258                 NaN            NaN            NaN
  1383.46        2500.00        97.2415                 NaN            NaN            NaN  0.586784                 NaN            NaN   1.35723                 NaN            NaN  0.814462                 NaN            NaN            NaN
  1380.95        2500.00        97.2834                 NaN            NaN            NaN  0.575960                 NaN            NaN   1.34060                 NaN            NaN  0.800037                 NaN            NaN            NaN
  1378.45        2500.00        97.3047                 NaN            NaN            NaN  0.580415                 NaN            NaN   1.32208                 NaN            NaN  0.792786                 NaN            NaN            NaN
  1375.94        2500.00        97.3959                 NaN            NaN            NaN  0.563153                 NaN            NaN   1.27804                 NaN            NaN  0.762949                 NaN            NaN            NaN
  1373.43        2500.00        97.4158                 NaN            NaN            NaN  0.548591                 NaN            NaN   1.28219                 NaN            NaN  0.753410                 NaN            NaN            NaN
  1370.93        2500.00        97.4588                 NaN            NaN            NaN  0.554373                 NaN            NaN   1.24620                 NaN            NaN  0.740584                 NaN            NaN            NaN
  1368.42        2500.00        97.4954                 NaN            NaN            NaN  0.535217                 NaN            NaN   1.24419                 NaN            NaN  0.725190                 NaN            NaN            NaN
  1365.91        2500.00        97.5333                 NaN            NaN            NaN  0.532370                 NaN            NaN   1.22212                 NaN            NaN  0.712242                 NaN            NaN            NaN
  1363.41        2500.00        97.5712                 NaN            NaN            NaN  0.523629                 NaN            NaN   1.20634                 NaN            NaN  0.698871                 NaN            NaN            NaN
  1360.90        2500.00        97.6068                 NaN            NaN            NaN  0.530298                 NaN            NaN   1.17463                 NaN            NaN  0.688298                 NaN            NaN            NaN
  1358.40        2500.00        97.6430                 NaN            NaN            NaN  0.502181                 NaN            NaN   1.18299                 NaN            NaN  0.671832                 NaN            NaN            NaN
  1355.89        2500.00        97.6737                 NaN            NaN            NaN  0.493169                 NaN            NaN   1.17201                 NaN            NaN  0.661105                 NaN            NaN            NaN
  1353.38        2500.00        97.7103                 NaN            NaN            NaN  0.482219                 NaN            NaN   1.15895                 NaN            NaN  0.648573                 NaN            NaN            NaN
  1350.88        2500.00        97.4081                 NaN            NaN            NaN  0.466467                 NaN            NaN   1.28196                 NaN            NaN  0.707820       0.135636                 NaN            NaN
  1348.37        2500.00        97.4053                 NaN            NaN            NaN  0.455602                 NaN            NaN   1.28241                 NaN            NaN  0.704116       0.152554                 NaN            NaN
  1345.86        2500.00        97.4650                 NaN            NaN            NaN  0.448101                 NaN            NaN   1.25232                 NaN            NaN  0.687329       0.147301                 NaN            NaN
  1343.36        2500.00        97.5165                 NaN            NaN            NaN  0.445235                 NaN            NaN   1.22241                 NaN            NaN  0.673125       0.142706                 NaN            NaN
  1340.85        2500.00        97.5682                 NaN            NaN            NaN  0.434376                 NaN            NaN   1.20168                 NaN            NaN  0.657972       0.137803                 NaN            NaN
  1338.35        2500.00        97.6188                 NaN            NaN            NaN  0.426283                 NaN            NaN   1.17827                 NaN            NaN  0.643521       0.133153                 NaN            NaN
  1335.84        2500.00        97.6629                 NaN            NaN            NaN  0.417719                 NaN            NaN   1.16037                 NaN            NaN  0.630297       0.128702                 NaN            NaN
  1333.33        2500.00        97.7150                 NaN            NaN            NaN  0.408281                 NaN            NaN   1.13686                 NaN            NaN  0.615550       0.124284                 NaN            NaN
  1330.83        2500.00        97.7596                 NaN            NaN            NaN  0.397904                 NaN            NaN   1.12007                 NaN            NaN  0.602411       0.119975                 NaN            NaN
  1328.32        2500.00        97.8045                 NaN            NaN            NaN  0.389573                 NaN            NaN   1.10057                 NaN            NaN  0.589407       0.115945                 NaN            NaN
  1325.81        2500.00        97.8489                 NaN            NaN            NaN  0.379174                 NaN            NaN   1.08365                 NaN            NaN  0.576422       0.111821                 NaN            NaN
  1323.31        2500.00        97.8911                 NaN            NaN            NaN  0.368729                 NaN            NaN   1.06819                 NaN            NaN  0.564053       0.107894                 NaN            NaN
  1320.80        2500.00        97.9324                 NaN            NaN            NaN  0.358840                 NaN            NaN   1.05247                 NaN            NaN  0.552166       0.104145                 NaN            NaN
  1318.30        2500.00        97.9769                 NaN            NaN            NaN  0.346763                 NaN            NaN   1.03710                 NaN            NaN  0.539121       0.100154                 NaN            NaN
  1315.79        2500.00        98.0139                 NaN            NaN            NaN  0.339906                 NaN            NaN   1.02111                 NaN            NaN  0.528252       0.968206E-001            NaN            NaN
  1313.28        2500.00        98.0532                 NaN            NaN            NaN  0.327335                 NaN            NaN   1.00959                 NaN            NaN  0.516745       0.931060E-001            NaN            NaN
  1310.78        2500.00        98.0910                 NaN            NaN            NaN  0.317830                 NaN            NaN  0.995666                 NaN            NaN  0.505795       0.897122E-001            NaN            NaN
  1308.27        2500.00        98.1302                 NaN            NaN            NaN  0.306244                 NaN            NaN  0.982590                 NaN            NaN  0.494691       0.862711E-001            NaN            NaN
  1305.76        2500.00        98.1646                 NaN            NaN            NaN  0.296421                 NaN            NaN  0.971693                 NaN            NaN  0.484287       0.829749E-001            NaN            NaN
  1303.26        2500.00        98.2041                 NaN            NaN            NaN  0.292384                 NaN            NaN  0.949354                 NaN            NaN  0.474051       0.801218E-001            NaN            NaN
  1300.75        2500.00        98.2343                 NaN            NaN            NaN  0.275345                 NaN            NaN  0.950050                 NaN            NaN  0.463780       0.765297E-001            NaN            NaN
  1298.25        2500.00        68.5298                 NaN            NaN            NaN   2.08970                 NaN            NaN   8.02319                 NaN            NaN   4.25794       0.979617        16.1197                 NaN
  1295.74        2500.00        67.7131                 NaN            NaN            NaN   2.01706                 NaN            NaN   8.48004                 NaN            NaN   4.33574       0.962393        16.4917                 NaN
  1293.23        2500.00        74.1269                 NaN            NaN            NaN   1.50655                 NaN            NaN   7.10327                 NaN            NaN   3.49425       0.746716        13.0223                 NaN
  1290.73        2500.00        78.6936                 NaN            NaN            NaN   1.11698                 NaN            NaN   6.11996                 NaN            NaN   2.89257       0.596803        10.5801                 NaN
  1288.22        2500.00        81.8775                 NaN            NaN            NaN  0.809042                 NaN            NaN   5.47051                 NaN            NaN   2.47156       0.491641        8.87977                 NaN
  1285.71        2500.00        84.3192                 NaN            NaN            NaN  0.540289                 NaN            NaN   4.99718                 NaN            NaN   2.14611       0.410289        7.58696                 NaN
  1283.21        2500.00        86.2293                 NaN            NaN            NaN  0.473043                 NaN            NaN   4.38643                 NaN            NaN   1.91432       0.350431        6.64643                 NaN
  1280.70        2500.00        87.4879                 NaN            NaN            NaN            NaN            NaN            NaN   4.63275                 NaN            NaN   1.69406       0.302945        5.88239                 NaN
  1278.20        2500.00        80.1711                 NaN            NaN            NaN            NaN            NaN            NaN   3.60337        3.44005                 NaN   2.72127       0.528721        9.53548                 NaN
  1275.69        2500.00        94.9657                 NaN            NaN            NaN  0.935191                 NaN            NaN  0.327232                 NaN            NaN  0.749010       0.142137        2.88070                 NaN
  1273.18        2500.00        75.2061                 NaN            NaN            NaN            NaN            NaN            NaN   8.32378        1.27226                 NaN   3.49292       0.528491        11.1764                 NaN
  1270.68        2500.00        99.9845                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.155255E-001            NaN            NaN            NaN
  1268.17        2500.00        99.9088                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.912441E-001            NaN            NaN            NaN
  1265.66        2500.00        98.2788                 NaN            NaN            NaN            NaN            NaN            NaN  0.833097                 NaN            NaN  0.666280E-001  0.299249E-001  0.791564                 NaN
  1263.16        2500.00        94.1248                 NaN            NaN            NaN            NaN            NaN            NaN   2.35957                 NaN            NaN  0.843031       0.844261E-001   2.58814                 NaN
  1260.65        2500.00        94.0773                 NaN            NaN            NaN            NaN            NaN            NaN   2.20405                 NaN            NaN  0.829910       0.122888        2.76583                 NaN
  1258.15        2500.00        94.6206                 NaN            NaN            NaN            NaN            NaN            NaN   1.97369                 NaN            NaN  0.762749       0.108009        2.53495                 NaN
  1255.64        2500.00        95.1619                 NaN            NaN            NaN            NaN            NaN            NaN   1.71170                 NaN            NaN  0.678128       0.107717        2.34060                 NaN
  1253.13        2500.00        89.0383                 NaN            NaN            NaN  0.147531E-001            NaN            NaN   3.57036                 NaN            NaN   1.62777       0.272129        5.47671                 NaN
  1250.63        2500.00        94.9269                 NaN            NaN            NaN  0.670703       0.145218E-002            NaN   1.45349                 NaN            NaN  0.297237       0.429378E-001   2.60729                 NaN
  1248.12        2500.00        98.6144                 NaN            NaN            NaN  0.278027E-001            NaN            NaN  0.357924       0.597307E-005            NaN  0.168457E-002  0.169865E-001  0.568345       0.412826     
  1245.61        2500.00        98.6334                 NaN            NaN            NaN            NaN            NaN            NaN  0.289727                 NaN            NaN  0.729612       0.425289E-001  0.304730                 NaN
  1243.11        2500.00        81.7003                 NaN            NaN            NaN            NaN            NaN            NaN  0.239984        3.46468                 NaN   1.74643       0.226548        7.23576        5.38632     
  1240.60        2500.00        78.1758                 NaN            NaN            NaN            NaN            NaN            NaN   4.32313                 NaN            NaN   2.09283       0.246663        8.60211        6.55949     
  1238.10        2500.00        75.6161                 NaN            NaN            NaN            NaN            NaN            NaN   1.14335        3.51987                 NaN   2.17327       0.233279        9.95713        7.35703     
  1235.59        2500.00        84.2951                 NaN            NaN            NaN            NaN            NaN            NaN   1.30920                 NaN            NaN   1.43253       0.352439        7.02750        5.58326     
  1233.08        2500.00        81.9876                 NaN            NaN            NaN            NaN            NaN            NaN  0.604591        3.16293                 NaN   1.61008       0.217912        7.13776        5.27918     
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   17.2463                 NaN            NaN   8.77246       0.907396        42.3239        30.7499     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.0064        6.12319       0.173713E-005   8.68982       0.945427        42.5052        30.7299     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.0962        6.03553       0.176782E-005   8.69774       0.943966        42.4964        30.7302     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.1453        5.98925       0.175999E-005   8.70537       0.942450        42.4872        30.7305     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.2280        5.90901       0.175289E-005   8.71285       0.941058        42.4783        30.7308     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.2967        5.84298       0.173639E-005   8.72058       0.939540        42.4691        30.7311     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.3578        5.78452       0.177014E-005   8.72793       0.937988        42.4604        30.7313     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.3845        5.76118       0.177047E-005   8.73555       0.936405        42.4505        30.7318     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.4958        5.65240       0.176460E-005   8.74344       0.934871        42.4414        30.7321     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.6292        5.52125       0.177230E-005   8.75111       0.933353        42.4329        30.7322     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.6914        5.46207       0.178687E-005   8.75872       0.931744        42.4235        30.7326     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.7178        5.43915       0.180351E-005   8.76602       0.930058        42.4140        30.7331     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.8019        5.35806       0.179870E-005   8.77315       0.928391        42.4051        30.7334     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.8051        5.35852       0.182838E-005   8.78096       0.926678        42.3948        30.7339     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.9438        5.22244                 NaN   8.78876       0.924980        42.3858        30.7342     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.0096        5.15981                 NaN   8.79668       0.923301        42.3760        30.7346     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.0568        5.11603                 NaN   8.80433       0.921575        42.3662        30.7351     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.1724        5.00376                 NaN   8.81242       0.919699        42.3563        30.7354     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.1499        5.03044                 NaN   8.81928       0.917876        42.3464        30.7361     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.2838        4.89973                 NaN   8.82776       0.916074        42.3361        30.7365     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.3372        4.85074                 NaN   8.83495       0.914061        42.3259        30.7371     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.4095        4.78153                 NaN   8.84299       0.912242        42.3163        30.7374     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.4306        4.76461                 NaN   8.85039       0.910300        42.3060        30.7381     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.85658        14.2584       0.103306E-004   8.80695       0.931360        42.4219        30.7248     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.84801        14.2705                 NaN   8.81424       0.929600        42.4124        30.7252     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.82658        14.2953                 NaN   8.82234       0.927564        42.4026        30.7255     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.78844        14.3398                 NaN   8.83236       0.924397        42.3890        30.7260     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.76027        14.3725                 NaN   8.84076       0.921993        42.3780        30.7265     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.74558        14.3894       0.925716E-005   8.84810       0.921319        42.3680        30.7275     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.73133        14.4080       0.890254E-005   8.85583       0.918503        42.3589        30.7274     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.70770        14.4364                 NaN   8.86422       0.916258        42.3472        30.7281     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.66669        14.4860                 NaN   8.87461       0.912807        42.3304        30.7295     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.65112        14.5055                 NaN   8.88125       0.911207        42.3208        30.7302     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.59987        14.5632                 NaN   8.89040       0.908788        42.3065        30.7313     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.58427        14.5832                 NaN   8.90197       0.905617        42.2928        30.7321     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.54627        14.6269                 NaN   8.90872       0.903247        42.2822        30.7326     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.51675        14.6612       0.819664E-005   8.91769       0.901002        42.2700        30.7334     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.53544        14.6483       0.766110E-005   8.92486       0.898564        42.2582        30.7346     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.49783        14.6896       0.759967E-005   8.93299       0.896248        42.2487        30.7346     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.48487        14.7078       0.736111E-005   8.94076       0.893891        42.2373        30.7354     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.48871        14.7095       0.702194E-005   8.94750       0.891686        42.2262        30.7364     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.49966        14.7048       0.668526E-005   8.95408       0.889826        42.2148        30.7369     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.49359        14.7163       0.646282E-005   8.96112       0.887436        42.2037        30.7379     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.48248        14.7329                 NaN   8.96896       0.884989        42.1919        30.7388     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.47315        14.7477                 NaN   8.97676       0.882546        42.1800        30.7398     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.46982        14.7564                 NaN   8.98426       0.880125        42.1687        30.7407     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.44394        14.7853       0.561015E-005   8.99377       0.876253        42.1601        30.7406     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.45321        14.7798       0.529693E-005   8.99970       0.874480        42.1516        30.7412     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.44025        14.8006       0.522706E-005   9.00784       0.872510        42.1355        30.7432     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.40209        14.8491       0.522103E-005   9.01603       0.868387        42.1205        30.7439     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.38217        14.8714       0.509628E-005   9.02515       0.866416        42.1101        30.7448     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.38943        14.8686       0.484301E-005   9.03188       0.864270        42.1002        30.7457     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.41156        14.8515                 NaN   9.03788       0.862172        42.0903        30.7466     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.44587        14.8229       0.590802E-005   9.04381       0.860068        42.0801        30.7472     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.7003        3.66223       0.519713E-005   9.09094       0.835121        41.9473        30.7641     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.7279        3.64087       0.518402E-005   9.09845       0.832417        41.9352        30.7652     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.39978        14.8861                 NaN   9.06667       0.851336        42.0467        30.7494     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.40311        14.8883                 NaN   9.07366       0.848921        42.0357        30.7503     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.40552        14.8916                 NaN   9.08067       0.846279        42.0246        30.7513     
