|6.6.6
Archiving\03_Data\DfracLP/QFM_m2.75/WD94/WD94_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1463.66        500.000        98.9718                 NaN            NaN            NaN            NaN   1.02817                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.9684                 NaN            NaN            NaN            NaN   1.03162                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.9695                 NaN            NaN            NaN            NaN   1.03054                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.9644                 NaN            NaN            NaN            NaN   1.03559                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.9625                 NaN            NaN            NaN            NaN   1.03751                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.9532                 NaN            NaN            NaN            NaN   1.04681                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.9424                 NaN            NaN            NaN            NaN   1.05756                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.9366                 NaN  0.137674E-005            NaN            NaN   1.06338                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.9167                 NaN            NaN            NaN            NaN   1.08328                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.8937                 NaN            NaN            NaN            NaN   1.10635                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.8543                 NaN            NaN            NaN            NaN   1.14567                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.4860                 NaN            NaN            NaN            NaN  0.980834       0.533197                 NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.4068                 NaN            NaN            NaN            NaN  0.356942        1.23624                 NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.4287                 NaN            NaN            NaN            NaN  0.349562        1.22173                 NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        98.4484                 NaN            NaN            NaN            NaN   1.20417       0.347467                 NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        98.4670                 NaN            NaN            NaN            NaN  0.340044        1.19297                 NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        98.4866                 NaN            NaN            NaN            NaN  0.334966        1.17846                 NaN            NaN            NaN            NaN            NaN
  1421.05        500.000        98.5030                 NaN            NaN            NaN            NaN   1.16655       0.330489                 NaN            NaN            NaN            NaN            NaN
  1418.55        500.000        97.5435                 NaN            NaN            NaN            NaN  0.806410        1.23721                 NaN  0.412882                 NaN            NaN            NaN
  1416.04        500.000        95.5948                 NaN            NaN            NaN            NaN   1.78043        1.37123                 NaN   1.25357                 NaN            NaN            NaN
  1413.53        500.000        95.7266                 NaN            NaN            NaN            NaN   1.33435        1.72468                 NaN   1.21432                 NaN            NaN            NaN
  1411.03        500.000        95.8548                 NaN            NaN            NaN            NaN   1.67276        1.29605                 NaN   1.17635                 NaN            NaN            NaN
  1408.52        500.000        95.9745                 NaN            NaN            NaN            NaN   1.62642        1.25795                 NaN   1.14116                 NaN            NaN            NaN
  1406.02        500.000        96.1012                 NaN            NaN            NaN            NaN   1.57108        1.22397                 NaN   1.10374                 NaN            NaN            NaN
  1403.51        500.000        96.2015                 NaN            NaN            NaN            NaN   1.19262        1.53234                 NaN   1.07350                 NaN            NaN            NaN
  1401.00        500.000        96.3033                 NaN            NaN            NaN            NaN   1.48902        1.16474                 NaN   1.04297                 NaN            NaN            NaN
  1398.50        500.000        96.4009                 NaN            NaN            NaN            NaN   1.45251        1.13293                 NaN   1.01365                 NaN            NaN            NaN
  1395.99        500.000        96.4907                 NaN            NaN            NaN            NaN   1.10476        1.41818                 NaN  0.986309                 NaN            NaN            NaN
  1393.48        500.000        96.5778                 NaN            NaN            NaN            NaN   1.07761        1.38424                 NaN  0.960343                 NaN            NaN            NaN
  1390.98        500.000        96.6597                 NaN            NaN            NaN            NaN   1.05175        1.35357                 NaN  0.934970                 NaN            NaN            NaN
  1388.47        500.000        96.7364                 NaN            NaN            NaN            NaN   1.32576        1.02657                 NaN  0.911302                 NaN            NaN            NaN
  1385.96        500.000        96.8090                 NaN            NaN            NaN            NaN   1.29786        1.00432                 NaN  0.888826                 NaN            NaN            NaN
  1383.46        500.000        96.8772                 NaN            NaN            NaN            NaN  0.980555        1.27454                 NaN  0.867703                 NaN            NaN            NaN
  1380.95        500.000        96.9424                 NaN            NaN            NaN            NaN  0.962320        1.24824                 NaN  0.847081                 NaN            NaN            NaN
  1378.45        500.000        97.0058                 NaN            NaN            NaN            NaN  0.938107        1.22886                 NaN  0.827227                 NaN            NaN            NaN
  1375.94        500.000        97.0357                 NaN  0.525607                 NaN            NaN   1.55920                 NaN            NaN  0.879530                 NaN            NaN            NaN
  1373.43        500.000        97.0391                 NaN  0.428752                 NaN            NaN  0.409050        1.25417                 NaN  0.868945                 NaN            NaN            NaN
  1370.93        500.000        97.1423                 NaN  0.580441                 NaN            NaN   1.42475                 NaN            NaN  0.852469                 NaN            NaN            NaN
  1368.42        500.000        97.2060                 NaN  0.571409                 NaN            NaN   1.38993                 NaN            NaN  0.832658                 NaN            NaN            NaN
  1365.91        500.000        97.2664                 NaN  0.590131                 NaN            NaN   1.32793                 NaN            NaN  0.815569                 NaN            NaN            NaN
  1363.41        500.000        97.3241                 NaN  0.564202                 NaN            NaN   1.31705                 NaN            NaN  0.794647                 NaN            NaN            NaN
  1360.90        500.000        97.3758                 NaN  0.559992                 NaN            NaN   1.28640                 NaN            NaN  0.777806                 NaN            NaN            NaN
  1358.40        500.000        97.4275                 NaN  0.565440                 NaN            NaN   1.24550                 NaN            NaN  0.761551                 NaN            NaN            NaN
  1355.89        500.000        97.4782                 NaN  0.557352                 NaN            NaN   1.21985                 NaN            NaN  0.744605                 NaN            NaN            NaN
  1353.38        500.000        97.5328                 NaN  0.549168                 NaN            NaN   1.19127                 NaN            NaN  0.726797                 NaN            NaN            NaN
  1350.88        500.000        97.5523                 NaN  0.569387                 NaN            NaN   1.15593                 NaN            NaN  0.722366                 NaN            NaN            NaN
  1348.37        500.000        97.6480                 NaN  0.529715                 NaN            NaN   1.13559                 NaN            NaN  0.686674                 NaN            NaN            NaN
  1345.86        500.000        97.6723                 NaN  0.534915                 NaN            NaN   1.11261                 NaN            NaN  0.680193                 NaN            NaN            NaN
  1343.36        500.000        97.7144                 NaN  0.526444                 NaN            NaN   1.09369                 NaN            NaN  0.665428                 NaN            NaN            NaN
  1340.85        500.000        97.7567                 NaN  0.516491                 NaN            NaN   1.07615                 NaN            NaN  0.650706                 NaN            NaN            NaN
  1338.35        500.000        97.7999                 NaN  0.511940                 NaN            NaN   1.05188                 NaN            NaN  0.636278                 NaN            NaN            NaN
  1335.84        500.000        97.8396                 NaN  0.505272                 NaN            NaN   1.03255                 NaN            NaN  0.622618                 NaN            NaN            NaN
  1333.33        500.000        97.8795                 NaN  0.498170                 NaN            NaN   1.01347                 NaN            NaN  0.608836                 NaN            NaN            NaN
  1330.83        500.000        97.9170                 NaN  0.490587                 NaN            NaN  0.996804                 NaN            NaN  0.595657                 NaN            NaN            NaN
  1328.32        500.000        97.9559                 NaN  0.482020                 NaN            NaN  0.979758                 NaN            NaN  0.582309                 NaN            NaN            NaN
  1325.81        500.000        97.9928                 NaN  0.473255                 NaN            NaN  0.964562                 NaN            NaN  0.569352                 NaN            NaN            NaN
  1323.31        500.000        98.0271                 NaN  0.463385                 NaN            NaN  0.952447                 NaN            NaN  0.557098                 NaN            NaN            NaN
  1320.80        500.000        98.0655                 NaN  0.454907                 NaN            NaN  0.935660                 NaN            NaN  0.543944                 NaN            NaN            NaN
  1318.30        500.000        98.0987                 NaN  0.447081                 NaN            NaN  0.921930                 NaN            NaN  0.532256                 NaN            NaN            NaN
  1315.79        500.000        34.6714        63.1516       0.793156                 NaN            NaN  0.629044                 NaN            NaN  0.754857                 NaN            NaN            NaN
  1313.28        500.000        98.4239                 NaN  0.123387                 NaN            NaN   1.16762                 NaN            NaN  0.285139                 NaN            NaN            NaN
  1310.78        500.000        98.2019                 NaN  0.418775                 NaN            NaN  0.882693                 NaN            NaN  0.496642                 NaN            NaN            NaN
  1308.27        500.000        98.2325                 NaN  0.410365                 NaN            NaN  0.871386                 NaN            NaN  0.485747                 NaN            NaN            NaN
  1305.76        500.000        98.2667                 NaN  0.399547                 NaN            NaN  0.859541                 NaN            NaN  0.474220                 NaN            NaN            NaN
  1303.26        500.000        98.2963                 NaN  0.390436                 NaN            NaN  0.849554                 NaN            NaN  0.463694                 NaN            NaN            NaN
  1300.75        500.000        98.3277                 NaN  0.381796                 NaN            NaN  0.837485                 NaN            NaN  0.453055                 NaN            NaN            NaN
  1298.25        500.000        98.3572                 NaN  0.372651                 NaN            NaN  0.827343                 NaN            NaN  0.442802                 NaN            NaN            NaN
  1295.74        500.000        98.3842                 NaN  0.364028                 NaN            NaN  0.818601                 NaN            NaN  0.433163                 NaN            NaN            NaN
  1293.23        500.000        98.4167                 NaN  0.353546                 NaN            NaN  0.807335                 NaN            NaN  0.422458                 NaN            NaN            NaN
  1290.73        500.000        98.7463                 NaN  0.285496                 NaN            NaN  0.590768                 NaN            NaN  0.377429                 NaN            NaN            NaN
  1288.22        500.000        98.1577                 NaN  0.398467                 NaN            NaN   1.00284                 NaN            NaN  0.440961                 NaN            NaN            NaN
  1285.71        500.000        98.5028                 NaN  0.325067                 NaN            NaN  0.778458                 NaN            NaN  0.393672                 NaN            NaN            NaN
  1283.21        500.000        98.5325                 NaN  0.312603                 NaN            NaN  0.770506                 NaN            NaN  0.384423                 NaN            NaN            NaN
  1280.70        500.000        98.5533                 NaN  0.309625                 NaN            NaN  0.759556                 NaN            NaN  0.377546                 NaN            NaN            NaN
  1278.20        500.000        98.5880                 NaN  0.292803                 NaN            NaN  0.754343                 NaN            NaN  0.364847                 NaN            NaN            NaN
  1275.69        500.000        98.6114                 NaN  0.285415                 NaN            NaN  0.745091                 NaN            NaN  0.358086                 NaN            NaN            NaN
  1273.18        500.000        98.6389                 NaN  0.275500                 NaN            NaN  0.736080                 NaN            NaN  0.349531                 NaN            NaN            NaN
  1270.68        500.000        98.6601                 NaN  0.266055                 NaN            NaN  0.731623                 NaN            NaN  0.342213                 NaN            NaN            NaN
  1268.17        500.000        98.6901                 NaN  0.257080                 NaN            NaN  0.719531                 NaN            NaN  0.333273                 NaN            NaN            NaN
  1265.66        500.000        98.7147                 NaN  0.244988                 NaN            NaN  0.714834                 NaN            NaN  0.325442                 NaN            NaN            NaN
  1263.16        500.000        98.7369                 NaN  0.235230                 NaN            NaN  0.709434                 NaN            NaN  0.318433                 NaN            NaN            NaN
  1260.65        500.000        98.7623                 NaN  0.225553                 NaN            NaN  0.701531                 NaN            NaN  0.310619                 NaN            NaN            NaN
  1258.15        500.000        98.7861                 NaN  0.214016                 NaN            NaN  0.696326                 NaN            NaN  0.303546                 NaN            NaN            NaN
  1255.64        500.000        98.7567                 NaN  0.196848                 NaN            NaN  0.703622                 NaN            NaN  0.309034       0.337639E-001            NaN            NaN
  1253.13        500.000        98.8215                 NaN  0.259005                 NaN            NaN  0.549204                 NaN            NaN  0.317157       0.531222E-001            NaN            NaN
  1250.63        500.000        98.7295                 NaN  0.972469E-001            NaN            NaN  0.839237                 NaN            NaN  0.288530       0.454442E-001            NaN            NaN
  1248.12        500.000        98.8225                 NaN  0.168277                 NaN            NaN  0.672779                 NaN            NaN  0.290191       0.462061E-001            NaN            NaN
  1245.61        500.000        96.7998                 NaN  0.224236                 NaN            NaN   1.07739                 NaN            NaN  0.480767       0.966984E-001   1.32108                 NaN
  1243.11        500.000        94.6248                 NaN  0.276762                 NaN            NaN   1.50641                 NaN            NaN  0.679303       0.148488        2.76424                 NaN
  1240.60        500.000        94.9568                 NaN  0.240786                 NaN            NaN   1.43936                 NaN            NaN  0.634940       0.135737        2.59234                 NaN
  1238.10        500.000        95.2564                 NaN  0.215299                 NaN            NaN   1.36877                 NaN            NaN  0.595043       0.124418        2.44011                 NaN
  1235.59        500.000        95.5244                 NaN  0.188835                 NaN            NaN   1.31067                 NaN            NaN  0.558779       0.114013        2.30330                 NaN
  1233.08        500.000        95.7702                 NaN  0.162869                 NaN            NaN   1.25922                 NaN            NaN  0.525496       0.104361        2.17783                 NaN
  1230.58        500.000        95.9927                 NaN  0.134694                 NaN            NaN   1.21780                 NaN            NaN  0.495312       0.953425E-001   2.06412                 NaN
  1228.07        500.000        96.1960                 NaN  0.105853                 NaN            NaN   1.18423                 NaN            NaN  0.467529       0.868976E-001   1.95950                 NaN
  1225.56        500.000        96.3774                 NaN  0.753496E-001            NaN            NaN   1.16077                 NaN            NaN  0.442681       0.789357E-001   1.86483                 NaN
  1223.06        500.000        96.5407                 NaN  0.270055E-001            NaN            NaN   1.16489                 NaN            NaN  0.420740       0.705878E-001   1.77611                 NaN
  1220.55        500.000        96.6936                 NaN            NaN            NaN            NaN   1.14764                 NaN            NaN  0.401215       0.631295E-001   1.69445                 NaN
  1218.05        500.000        96.8556                 NaN            NaN            NaN            NaN   1.09118                 NaN            NaN  0.380637       0.573794E-001   1.61522                 NaN
  1215.54        500.000        97.0048                 NaN            NaN            NaN            NaN   1.03907                 NaN            NaN  0.358319       0.534541E-001   1.54431                 NaN
  1213.03        500.000        73.1084                 NaN            NaN            NaN            NaN   4.60244                 NaN            NaN   2.31778       0.197606        9.97673        9.79706     
  1210.53        500.000        67.6481                 NaN  0.214235E-005            NaN            NaN   5.37113                 NaN            NaN   2.74890       0.215680        11.8013        12.2149     
  1208.02        500.000        72.7912                 NaN            NaN            NaN            NaN   4.50848                 NaN            NaN   2.30830       0.175554        9.93222        10.2842     
  1205.51        500.000        73.5932                 NaN            NaN            NaN            NaN   2.94557        1.32797                 NaN   2.23346       0.167741        9.62812        10.1040     
  1203.01        500.000        79.7771                 NaN  0.383437E-005            NaN            NaN   2.91574       0.402612                 NaN   1.70084       0.121278        7.47128        7.61110     
  1200.50        500.000        82.8506                 NaN  0.635131                 NaN            NaN   1.94237                 NaN            NaN   1.50903       0.995336E-001   6.37971        6.58361     
  1197.99        500.000        82.5627                 NaN  0.303514E-005            NaN            NaN  0.823010        1.87494                 NaN   1.38728       0.126762        6.56357        6.66176     
  1195.49        500.000        76.4433                 NaN            NaN            NaN            NaN  0.599277        2.65638                 NaN   1.92019       0.172731        9.22135        8.98675     
  1192.98        500.000        85.4962                 NaN            NaN            NaN            NaN  0.444878        2.01345                 NaN   1.11277       0.647566E-001   5.15112        5.71679     
  1190.48        500.000        68.6720                 NaN            NaN            NaN            NaN  0.391058E-001   4.11439                 NaN   2.41971       0.179576        12.4570        12.1182     
  1187.97        500.000                 NaN            NaN            NaN            NaN            NaN  0.191042        11.6679                 NaN   7.39865       0.578158        40.7901        39.3742     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN  0.862873E-001   11.7765                 NaN   7.40322       0.576484        40.7828        39.3747     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN   3.95358        4.54950        3.33108        7.38169       0.586749        40.8251        39.3723     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN   5.45143        6.37199       0.127483E-003   7.37498       0.590369        40.8398        39.3713     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN   5.39901        6.42654       0.191470E-003   7.37852       0.589288        40.8349        39.3715     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN   5.34532        6.48265       0.465518E-004   7.38208       0.588179        40.8300        39.3717     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN   5.28945        6.54091       0.322799E-004   7.38568       0.587031        40.8249        39.3720     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN   5.23172        6.60111       0.239351E-004   7.38931       0.585847        40.8198        39.3722     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN   5.17174        6.66366       0.186766E-004   7.39302       0.584627        40.8145        39.3725     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN   5.10944        6.72864       0.151238E-004   7.39676       0.583365        40.8090        39.3727     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN   5.04434        6.79654       0.125386E-004   7.40055       0.582064        40.8035        39.3730     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN   4.97650        6.86727       0.106744E-004   7.40441       0.580717        40.7978        39.3733     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN   4.90565        6.94116                 NaN   7.40833       0.579320        40.7919        39.3736     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN   2.02692        9.86187                 NaN   7.44392       0.564142        40.7250        39.3782     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN   4.75275        7.10053       0.498183E-005   7.41639       0.576373        40.7796        39.3744     
  1150.38        500.000                 NaN            NaN  0.914342                 NaN            NaN   7.06137        3.42586                 NaN   7.32270       0.644629        41.0151        39.6160     
  1147.87        500.000                 NaN            NaN   1.66567                 NaN            NaN   9.02232       0.339711                 NaN   7.24249       0.701920        41.2136        39.8143     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN   6.99180        4.92269                 NaN   7.46744       0.553352        40.6830        39.3817     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN   11.9202                 NaN            NaN   7.47268       0.550955        40.6736        39.3825     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN   11.9307                 NaN            NaN   7.48063       0.546690        40.6580        39.3840     
  1137.84        500.000                 NaN            NaN   1.74711                 NaN            NaN   9.23938       0.503144E-003            NaN   7.23358       0.708214        41.2354        39.8358     
  1135.34        500.000                 NaN            NaN   1.74716                 NaN            NaN   9.23953       0.275623E-003            NaN   7.23357       0.708218        41.2354        39.8358     
  1132.83        500.000                 NaN            NaN   1.74717                 NaN            NaN   9.23956       0.220435E-003            NaN   7.23357       0.708219        41.2354        39.8358     
  1130.33        500.000                 NaN            NaN   1.74718                 NaN            NaN   9.23958       0.198581E-003            NaN   7.23357       0.708220        41.2354        39.8358     
  1127.82        500.000                 NaN            NaN   1.74722                 NaN            NaN   9.23969       0.225628E-004            NaN   7.23357       0.708223        41.2355        39.8358     
  1125.31        500.000                 NaN            NaN   1.74722                 NaN            NaN   9.23969       0.227620E-004            NaN   7.23357       0.708223        41.2355        39.8358     
  1122.81        500.000                 NaN            NaN   1.74722                 NaN            NaN   9.23969       0.229550E-004            NaN   7.23357       0.708223        41.2355        39.8358     
  1120.30        500.000                 NaN            NaN   1.95677                 NaN            NaN   8.93705       0.231348E-004            NaN   7.22160       0.720113        41.2705        39.8939     
  1117.79        500.000                 NaN            NaN   1.95677                 NaN            NaN   8.93705       0.233091E-004            NaN   7.22160       0.720113        41.2705        39.8939     
  1115.29        500.000                 NaN            NaN   2.14051                 NaN            NaN   8.67199       0.130479E-004            NaN   7.21091       0.730571        41.3008        39.9452     
  1112.78        500.000                 NaN            NaN   2.14051                 NaN            NaN   8.67199       0.131273E-004            NaN   7.21091       0.730571        41.3008        39.9452     
  1110.28        500.000                 NaN            NaN   2.30100                 NaN            NaN   8.44097       0.132022E-004            NaN   7.20167       0.739648        41.3263        39.9904     
  1107.77        500.000                 NaN            NaN   2.30100                 NaN            NaN   8.44097       0.132746E-004            NaN   7.20167       0.739648        41.3263        39.9904     
  1105.26        500.000                 NaN            NaN   2.44305                 NaN            NaN   8.23698       0.240668E-004            NaN   7.19364       0.747623        41.3480        40.0307     
  1102.76        500.000                 NaN            NaN   2.44306                 NaN            NaN   8.23698       0.134117E-004            NaN   7.19364       0.747624        41.3480        40.0307     
  1100.25        500.000                 NaN            NaN   2.44305                 NaN            NaN   8.23698       0.243305E-004            NaN   7.19364       0.747623        41.3480        40.0307     
  1097.74        500.000                 NaN            NaN   2.56778                 NaN            NaN   8.05864       0.135394E-004            NaN   7.18698       0.754468        41.3658        40.0664     
  1095.24        500.000                 NaN            NaN   2.56778                 NaN            NaN   8.05864       0.135998E-004            NaN   7.18698       0.754468        41.3658        40.0664     
  1092.73        500.000                 NaN            NaN   2.56778                 NaN            NaN   8.05863       0.220385E-004            NaN   7.18698       0.754468        41.3658        40.0664     
  1090.23        500.000                 NaN            NaN   2.67866                 NaN            NaN   7.90067                 NaN            NaN   7.18140       0.760432        41.3804        40.0984     
  1087.72        500.000                 NaN            NaN   2.67866                 NaN            NaN   7.90067                 NaN            NaN   7.18140       0.760432        41.3804        40.0984     
  1085.21        500.000                 NaN            NaN   2.77875                 NaN            NaN   7.75886                 NaN            NaN   7.17678       0.765661        41.3923        40.1276     
  1082.71        500.000                 NaN            NaN   2.77875                 NaN            NaN   7.75886                 NaN            NaN   7.17678       0.765661        41.3923        40.1276     
  1080.20        500.000                 NaN            NaN   2.77875                 NaN            NaN   7.75886                 NaN            NaN   7.17678       0.765661        41.3923        40.1276     
  1077.69        500.000                 NaN            NaN   2.86854                 NaN            NaN   7.63248                 NaN            NaN   7.17317       0.770159        41.4014        40.1542     
  1075.19        500.000                 NaN            NaN   2.86854                 NaN            NaN   7.63248                 NaN            NaN   7.17317       0.770159        41.4014        40.1542     
  1072.68        500.000                 NaN            NaN   2.86854                 NaN            NaN   7.63248                 NaN            NaN   7.17317       0.770158        41.4014        40.1542     
  1070.18        500.000                 NaN            NaN   2.86854                 NaN            NaN   7.63248                 NaN            NaN   7.17317       0.770158        41.4014        40.1542     
  1067.67        500.000                 NaN            NaN   2.86854                 NaN            NaN   7.63248                 NaN            NaN   7.17317       0.770159        41.4014        40.1542     
  1065.16        500.000                 NaN            NaN   3.02605                 NaN            NaN   7.41267                 NaN            NaN   7.16827       0.777655        41.4137        40.2016     
  1062.66        500.000                 NaN            NaN   3.02605                 NaN            NaN   7.41266                 NaN            NaN   7.16827       0.777655        41.4137        40.2016     
  1060.15        500.000                 NaN            NaN   3.02605                 NaN            NaN   7.41267                 NaN            NaN   7.16827       0.777655        41.4137        40.2016     
  1057.64        500.000                 NaN            NaN   3.02605                 NaN            NaN   7.41266                 NaN            NaN   7.16827       0.777655        41.4137        40.2016     
  1055.14        500.000                 NaN            NaN   3.02605                 NaN            NaN   7.41266                 NaN            NaN   7.16827       0.777655        41.4137        40.2016     
  1052.63        500.000                 NaN            NaN   3.09418                 NaN            NaN   7.31915                 NaN            NaN   7.16676       0.780549        41.4167        40.2227     
  1050.13        500.000                 NaN            NaN   3.09418                 NaN            NaN   7.31915                 NaN            NaN   7.16676       0.780549        41.4167        40.2227     
  1047.62        500.000                 NaN            NaN   3.09418                 NaN            NaN   7.31915                 NaN            NaN   7.16676       0.780549        41.4167        40.2227     
  1045.11        500.000                 NaN            NaN   3.15739                 NaN            NaN   7.23312                 NaN            NaN   7.16596       0.783054        41.4179        40.2425     
  1042.61        500.000                 NaN            NaN   3.15739                 NaN            NaN   7.23312                 NaN            NaN   7.16596       0.783054        41.4179        40.2425     
  1040.10        500.000                 NaN            NaN   3.15739                 NaN            NaN   7.23312                 NaN            NaN   7.16596       0.783054        41.4179        40.2425     
  1037.59        500.000                 NaN            NaN   3.15739                 NaN            NaN   7.23312                 NaN            NaN   7.16596       0.783054        41.4179        40.2425     
  1035.09        500.000                 NaN            NaN   3.21589                 NaN            NaN   7.15414                 NaN            NaN   7.16586       0.785257        41.4177        40.2611     
  1032.58        500.000                 NaN            NaN   3.21589                 NaN            NaN   7.15414                 NaN            NaN   7.16586       0.785257        41.4177        40.2611     
  1030.08        500.000                 NaN            NaN   3.21589                 NaN            NaN   7.15414                 NaN            NaN   7.16586       0.785257        41.4177        40.2611     
  1027.57        500.000                 NaN            NaN   3.27037                 NaN            NaN   7.08153                 NaN            NaN   7.16627       0.787096        41.4159        40.2788     
  1025.06        500.000                 NaN            NaN   3.27037                 NaN            NaN   7.08153                 NaN            NaN   7.16627       0.787096        41.4159        40.2788     
  1022.56        500.000                 NaN            NaN   3.27037                 NaN            NaN   7.08153                 NaN            NaN   7.16627       0.787096        41.4159        40.2788     
  1020.05        500.000                 NaN            NaN   3.32082                 NaN            NaN   7.01530                 NaN            NaN   7.16729       0.788569        41.4125        40.2955     
  1017.54        500.000                 NaN            NaN   3.32082                 NaN            NaN   7.01529                 NaN            NaN   7.16729       0.788569        41.4125        40.2955     
  1015.04        500.000                 NaN            NaN   3.32082                 NaN            NaN   7.01529                 NaN            NaN   7.16729       0.788569        41.4125        40.2955     
  1012.53        500.000                 NaN            NaN   3.32082                 NaN            NaN   7.01529                 NaN            NaN   7.16729       0.788569        41.4125        40.2955     
  1010.03        500.000                 NaN            NaN   3.36819                 NaN            NaN   6.95398                 NaN            NaN   7.16882       0.789757        41.4077        40.3116     
  1007.52        500.000                 NaN            NaN   3.36819                 NaN            NaN   6.95398                 NaN            NaN   7.16882       0.789757        41.4077        40.3116     
  1005.01        500.000                 NaN            NaN   3.36819                 NaN            NaN   6.95398                 NaN            NaN   7.16882       0.789757        41.4077        40.3116     
  1002.51        500.000                 NaN            NaN   3.36819                 NaN            NaN   6.95398                 NaN            NaN   7.16882       0.789757        41.4077        40.3116     
  1000.00        500.000                 NaN            NaN   3.41264                 NaN            NaN   6.89707                 NaN            NaN   7.17071       0.790735        41.4020        40.3269     
