|6.6.6
Archiving\03_Data\DfracLP/QFM_m2.75/WD94/WD94_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1466.17        500.000        99.1181                 NaN            NaN            NaN            NaN  0.881946                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.1189                 NaN            NaN            NaN            NaN  0.881070                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.1170                 NaN            NaN            NaN            NaN  0.882986                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.1187                 NaN            NaN            NaN            NaN  0.881275                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.1148                 NaN            NaN            NaN            NaN  0.885180                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.1143                 NaN            NaN            NaN            NaN  0.885749                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.1069                 NaN            NaN            NaN            NaN  0.893080                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.0984                 NaN            NaN            NaN            NaN  0.901628                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.0943                 NaN  0.108699E-005            NaN            NaN  0.905676                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.0780                 NaN            NaN            NaN            NaN  0.922025                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        99.0589                 NaN            NaN            NaN            NaN  0.941113                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        99.0260                 NaN            NaN            NaN            NaN  0.973979                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.7027                 NaN            NaN            NaN            NaN  0.844240       0.453058                 NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.6340                 NaN            NaN            NaN            NaN  0.302905        1.06308                 NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.6542                 NaN            NaN            NaN            NaN  0.296287        1.04950                 NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        98.6724                 NaN            NaN            NaN            NaN   1.03345       0.294125                 NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        98.6900                 NaN            NaN            NaN            NaN  0.287469        1.02252                 NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        98.7081                 NaN            NaN            NaN            NaN  0.282805        1.00908                 NaN            NaN            NaN            NaN            NaN
  1421.05        500.000        98.7236                 NaN            NaN            NaN            NaN  0.997704       0.278665                 NaN            NaN            NaN            NaN            NaN
  1418.55        500.000        97.8281                 NaN            NaN            NaN            NaN  0.679378        1.05746                 NaN  0.435094                 NaN            NaN            NaN
  1416.04        500.000        96.0069                 NaN            NaN            NaN            NaN   1.49918        1.17149                 NaN   1.32242                 NaN            NaN            NaN
  1413.53        500.000        96.1327                 NaN            NaN            NaN            NaN   1.13768        1.44914                 NaN   1.28046                 NaN            NaN            NaN
  1411.03        500.000        96.2548                 NaN            NaN            NaN            NaN   1.40257        1.10280                 NaN   1.23983                 NaN            NaN            NaN
  1408.52        500.000        96.3687                 NaN            NaN            NaN            NaN   1.36094        1.06821                 NaN   1.20212                 NaN            NaN            NaN
  1406.02        500.000        96.4888                 NaN            NaN            NaN            NaN   1.31193        1.03718                 NaN   1.16204                 NaN            NaN            NaN
  1403.51        500.000        96.5851                 NaN            NaN            NaN            NaN   1.00852        1.27678                 NaN   1.12956                 NaN            NaN            NaN
  1401.00        500.000        96.6824                 NaN            NaN            NaN            NaN   1.23814       0.982753                 NaN   1.09675                 NaN            NaN            NaN
  1398.50        500.000        96.7757                 NaN            NaN            NaN            NaN   1.20515       0.953889                 NaN   1.06522                 NaN            NaN            NaN
  1395.99        500.000        96.8621                 NaN            NaN            NaN            NaN  0.928062        1.17409                 NaN   1.03577                 NaN            NaN            NaN
  1393.48        500.000        96.9454                 NaN            NaN            NaN            NaN  0.903255        1.14356                 NaN   1.00777                 NaN            NaN            NaN
  1390.98        500.000        97.0243                 NaN            NaN            NaN            NaN  0.879520        1.11575                 NaN  0.980404                 NaN            NaN            NaN
  1388.47        500.000        97.0983                 NaN            NaN            NaN            NaN   1.09036       0.856481                 NaN  0.954830                 NaN            NaN            NaN
  1385.96        500.000        97.1685                 NaN            NaN            NaN            NaN   1.06506       0.835930                 NaN  0.930513                 NaN            NaN            NaN
  1383.46        500.000        97.2346                 NaN            NaN            NaN            NaN  0.814177        1.04361                 NaN  0.907621                 NaN            NaN            NaN
  1380.95        500.000        97.2979                 NaN            NaN            NaN            NaN  0.797123        1.01973                 NaN  0.885261                 NaN            NaN            NaN
  1378.45        500.000        97.3595                 NaN            NaN            NaN            NaN  0.775125        1.00163                 NaN  0.863713                 NaN            NaN            NaN
  1375.94        500.000        97.4162                 NaN  0.381540                 NaN            NaN   1.28512                 NaN            NaN  0.917147                 NaN            NaN            NaN
  1373.43        500.000        97.4232                 NaN  0.309812                 NaN            NaN  0.331577        1.03069                 NaN  0.904733                 NaN            NaN            NaN
  1370.93        500.000        97.5271                 NaN  0.417608                 NaN            NaN   1.16923                 NaN            NaN  0.886044                 NaN            NaN            NaN
  1368.42        500.000        97.5892                 NaN  0.409398                 NaN            NaN   1.13745                 NaN            NaN  0.863908                 NaN            NaN            NaN
  1365.91        500.000        97.6498                 NaN  0.420830                 NaN            NaN   1.08477                 NaN            NaN  0.844628                 NaN            NaN            NaN
  1363.41        500.000        97.7059                 NaN  0.400722                 NaN            NaN   1.07195                 NaN            NaN  0.821423                 NaN            NaN            NaN
  1360.90        500.000        97.7574                 NaN  0.396028                 NaN            NaN   1.04406                 NaN            NaN  0.802492                 NaN            NaN            NaN
  1358.40        500.000        97.8093                 NaN  0.398060                 NaN            NaN   1.00846                 NaN            NaN  0.784198                 NaN            NaN            NaN
  1355.89        500.000        97.8594                 NaN  0.390717                 NaN            NaN  0.984680                 NaN            NaN  0.765230                 NaN            NaN            NaN
  1353.38        500.000        97.9123                 NaN  0.383366                 NaN            NaN  0.958947                 NaN            NaN  0.745424                 NaN            NaN            NaN
  1350.88        500.000        97.9367                 NaN  0.395573                 NaN            NaN  0.928358                 NaN            NaN  0.739376                 NaN            NaN            NaN
  1348.37        500.000        98.0231                 NaN  0.366675                 NaN            NaN  0.908832                 NaN            NaN  0.701344                 NaN            NaN            NaN
  1345.86        500.000        98.0500                 NaN  0.368667                 NaN            NaN  0.888021                 NaN            NaN  0.693291                 NaN            NaN            NaN
  1343.36        500.000        98.0917                 NaN  0.361308                 NaN            NaN  0.870217                 NaN            NaN  0.676802                 NaN            NaN            NaN
  1340.85        500.000        98.1330                 NaN  0.353014                 NaN            NaN  0.853615                 NaN            NaN  0.660407                 NaN            NaN            NaN
  1338.35        500.000        98.1751                 NaN  0.348450                 NaN            NaN  0.832050                 NaN            NaN  0.644361                 NaN            NaN            NaN
  1335.84        500.000        98.2140                 NaN  0.342492                 NaN            NaN  0.814319                 NaN            NaN  0.629146                 NaN            NaN            NaN
  1333.33        500.000        98.2529                 NaN  0.336287                 NaN            NaN  0.796919                 NaN            NaN  0.613858                 NaN            NaN            NaN
  1330.83        500.000        98.2895                 NaN  0.329819                 NaN            NaN  0.781425                 NaN            NaN  0.599230                 NaN            NaN            NaN
  1328.32        500.000        98.3270                 NaN  0.322763                 NaN            NaN  0.765760                 NaN            NaN  0.584484                 NaN            NaN            NaN
  1325.81        500.000        98.3626                 NaN  0.315629                 NaN            NaN  0.751563                 NaN            NaN  0.570187                 NaN            NaN            NaN
  1323.31        500.000        98.3958                 NaN  0.307778                 NaN            NaN  0.739737                 NaN            NaN  0.556647                 NaN            NaN            NaN
  1320.80        500.000        98.4322                 NaN  0.301030                 NaN            NaN  0.724554                 NaN            NaN  0.542260                 NaN            NaN            NaN
  1318.30        500.000        98.4642                 NaN  0.294667                 NaN            NaN  0.711745                 NaN            NaN  0.529391                 NaN            NaN            NaN
  1315.79        500.000        35.3153        62.9302       0.519544                 NaN            NaN  0.485926                 NaN            NaN  0.749004                 NaN            NaN            NaN
  1313.28        500.000        98.7418                 NaN  0.806604E-001            NaN            NaN  0.895388                 NaN            NaN  0.282134                 NaN            NaN            NaN
  1310.78        500.000        98.5615                 NaN  0.272854                 NaN            NaN  0.675125                 NaN            NaN  0.490494                 NaN            NaN            NaN
  1308.27        500.000        98.5906                 NaN  0.266351                 NaN            NaN  0.664449                 NaN            NaN  0.478623                 NaN            NaN            NaN
  1305.76        500.000        98.6221                 NaN  0.258393                 NaN            NaN  0.653364                 NaN            NaN  0.466180                 NaN            NaN            NaN
  1303.26        500.000        98.6499                 NaN  0.251554                 NaN            NaN  0.643780                 NaN            NaN  0.454777                 NaN            NaN            NaN
  1300.75        500.000        98.6788                 NaN  0.245101                 NaN            NaN  0.632747                 NaN            NaN  0.443312                 NaN            NaN            NaN
  1298.25        500.000        98.7062                 NaN  0.238361                 NaN            NaN  0.623144                 NaN            NaN  0.432277                 NaN            NaN            NaN
  1295.74        500.000        98.7314                 NaN  0.231994                 NaN            NaN  0.614687                 NaN            NaN  0.421890                 NaN            NaN            NaN
  1293.23        500.000        98.7605                 NaN  0.224543                 NaN            NaN  0.604435                 NaN            NaN  0.410511                 NaN            NaN            NaN
  1290.73        500.000        99.0128                 NaN  0.180536                 NaN            NaN  0.440859                 NaN            NaN  0.365822                 NaN            NaN            NaN
  1288.22        500.000        98.5747                 NaN  0.251540                 NaN            NaN  0.746901                 NaN            NaN  0.426857                 NaN            NaN            NaN
  1285.71        500.000        98.8382                 NaN  0.204344                 NaN            NaN  0.577554                 NaN            NaN  0.379902                 NaN            NaN            NaN
  1283.21        500.000        98.8641                 NaN  0.195901                 NaN            NaN  0.569894                 NaN            NaN  0.370134                 NaN            NaN            NaN
  1280.70        500.000        98.8838                 NaN  0.193307                 NaN            NaN  0.560212                 NaN            NaN  0.362694                 NaN            NaN            NaN
  1278.20        500.000        98.9133                 NaN  0.182254                 NaN            NaN  0.554707                 NaN            NaN  0.349703                 NaN            NaN            NaN
  1275.69        500.000        98.9342                 NaN  0.177099                 NaN            NaN  0.546273                 NaN            NaN  0.342459                 NaN            NaN            NaN
  1273.18        500.000        98.9579                 NaN  0.170412                 NaN            NaN  0.538121                 NaN            NaN  0.333536                 NaN            NaN            NaN
  1270.68        500.000        98.9769                 NaN  0.164027                 NaN            NaN  0.533274                 NaN            NaN  0.325839                 NaN            NaN            NaN
  1268.17        500.000        99.0023                 NaN  0.158045                 NaN            NaN  0.523026                 NaN            NaN  0.316631                 NaN            NaN            NaN
  1265.66        500.000        99.0233                 NaN  0.150157                 NaN            NaN  0.518042                 NaN            NaN  0.308523                 NaN            NaN            NaN
  1263.16        500.000        99.0424                 NaN  0.143745                 NaN            NaN  0.512663                 NaN            NaN  0.301234                 NaN            NaN            NaN
  1260.65        500.000        99.0638                 NaN  0.137437                 NaN            NaN  0.505544                 NaN            NaN  0.293220                 NaN            NaN            NaN
  1258.15        500.000        99.0837                 NaN  0.130044                 NaN            NaN  0.500345                 NaN            NaN  0.285942                 NaN            NaN            NaN
  1255.64        500.000        99.0674                 NaN  0.119274                 NaN            NaN  0.504276                 NaN            NaN  0.290512       0.185144E-001            NaN            NaN
  1253.13        500.000        99.1245                 NaN  0.156516                 NaN            NaN  0.392422                 NaN            NaN  0.297460       0.290613E-001            NaN            NaN
  1250.63        500.000        99.0483                 NaN  0.585879E-001            NaN            NaN  0.598266                 NaN            NaN  0.270057       0.248092E-001            NaN            NaN
  1248.12        500.000        99.1245                 NaN  0.101091                 NaN            NaN  0.478231                 NaN            NaN  0.270978       0.251654E-001            NaN            NaN
  1245.61        500.000        97.2731                 NaN  0.134492                 NaN            NaN  0.764649                 NaN            NaN  0.448611       0.526254E-001   1.32657                 NaN
  1243.11        500.000        95.2807                 NaN  0.165641                 NaN            NaN   1.06677                 NaN            NaN  0.633228       0.807264E-001   2.77290                 NaN
  1240.60        500.000        95.5867                 NaN  0.143529                 NaN            NaN   1.01437                 NaN            NaN  0.589933       0.735493E-001   2.59191                 NaN
  1238.10        500.000        95.8619                 NaN  0.127813                 NaN            NaN  0.960202                 NaN            NaN  0.551089       0.671979E-001   2.43184                 NaN
  1235.59        500.000        96.1075                 NaN  0.111664                 NaN            NaN  0.915274                 NaN            NaN  0.515883       0.613830E-001   2.28828                 NaN
  1233.08        500.000        96.3320                 NaN  0.959422E-001            NaN            NaN  0.875399                 NaN            NaN  0.483669       0.560125E-001   2.15698                 NaN
  1230.58        500.000        96.5344                 NaN  0.790572E-001            NaN            NaN  0.842740                 NaN            NaN  0.454526       0.510177E-001   2.03823                 NaN
  1228.07        500.000        96.7189                 NaN  0.619145E-001            NaN            NaN  0.815731                 NaN            NaN  0.427783       0.463620E-001   1.92927                 NaN
  1225.56        500.000        96.8835                 NaN  0.439192E-001            NaN            NaN  0.795822                 NaN            NaN  0.403902       0.419937E-001   1.83084                 NaN
  1223.06        500.000        97.0308                 NaN  0.156903E-001            NaN            NaN  0.794343                 NaN            NaN  0.382830       0.374483E-001   1.73893                 NaN
  1220.55        500.000        97.1693                 NaN            NaN            NaN            NaN  0.778691                 NaN            NaN  0.364086       0.334007E-001   1.65451                 NaN
  1218.05        500.000        97.3148                 NaN            NaN            NaN            NaN  0.737523                 NaN            NaN  0.344497       0.302769E-001   1.57294                 NaN
  1215.54        500.000        97.4479                 NaN            NaN            NaN            NaN  0.700543                 NaN            NaN  0.323458       0.281317E-001   1.49998                 NaN
  1213.03        500.000        75.0382                 NaN            NaN            NaN            NaN   3.16592                 NaN            NaN   2.13466       0.106098        9.88830        9.66678     
  1210.53        500.000        69.7872                 NaN  0.126109E-005            NaN            NaN   3.71208                 NaN            NaN   2.54127       0.116236        11.7446        12.0986     
  1208.02        500.000        74.7336                 NaN            NaN            NaN            NaN   3.10071                 NaN            NaN   2.12077       0.940232E-001   9.82704        10.1239     
  1205.51        500.000        75.4855                 NaN            NaN            NaN            NaN   2.03475       0.908912                 NaN   2.04745       0.896366E-001   9.50888        9.92490     
  1203.01        500.000        81.3617                 NaN  0.221956E-005            NaN            NaN   1.99884       0.273450                 NaN   1.54813       0.643461E-001   7.33002        7.42354     
  1200.50        500.000        84.2700                 NaN  0.366102                 NaN            NaN   1.31983                 NaN            NaN   1.36702       0.525566E-001   6.23331        6.39121     
  1197.99        500.000        83.9564                 NaN  0.174635E-005            NaN            NaN  0.558973        1.29467                 NaN   1.25508       0.668444E-001   6.40902        6.45897     
  1195.49        500.000        78.1191                 NaN            NaN            NaN            NaN  0.408007        1.83669                 NaN   1.74445       0.914618E-001   9.05032        8.74998     
  1192.98        500.000        86.7479                 NaN            NaN            NaN            NaN  0.307067        1.37177                 NaN   1.00220       0.339915E-001   5.01874        5.51838     
  1190.48        500.000        70.6557                 NaN            NaN            NaN            NaN  0.273357E-001   2.84263                 NaN   2.20712       0.954630E-001   12.3240        11.8477     
  1187.97        500.000                 NaN            NaN            NaN            NaN            NaN  0.141761        8.57063                 NaN   7.16431       0.326271        42.9284        40.8686     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN  0.640252E-001   8.65160                 NaN   7.16867       0.325313        42.9195        40.8708     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN   2.93334        3.30894        2.44749        7.14762       0.331085        42.9622        40.8694     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN   4.04441        4.63548       0.936820E-004   7.14101       0.333111        42.9761        40.8698     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN   4.00530        4.67622       0.140726E-003   7.14437       0.332487        42.9697        40.8717     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN   3.96525        4.71813       0.342211E-004   7.14774       0.331847        42.9633        40.8737     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN   3.92358        4.76164       0.237343E-004   7.15115       0.331185        42.9568        40.8756     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN   3.88054        4.80660       0.176025E-004   7.15461       0.330503        42.9502        40.8776     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN   3.83585        4.85332       0.137385E-004   7.15812       0.329801        42.9434        40.8795     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN   3.78943        4.90185       0.111279E-004   7.16168       0.329075        42.9364        40.8815     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN   3.74094        4.95256       0.922839E-005   7.16528       0.328328        42.9293        40.8835     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN   3.69043        5.00537       0.785883E-005   7.16894       0.327554        42.9221        40.8856     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN   3.63769        5.06056                 NaN   7.17268       0.326752        42.9147        40.8876     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN   1.47817        7.25869                 NaN   7.20713       0.318181        42.8433        40.8945     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN   3.52392        5.17956       0.367206E-005   7.18034       0.325062        42.8993        40.8918     
  1150.38        500.000                 NaN            NaN  0.562588                 NaN            NaN   5.23317        2.49869                 NaN   7.08661       0.363390        43.1282        41.1274     
  1147.87        500.000                 NaN            NaN   1.02447                 NaN            NaN   6.68378       0.247760                 NaN   7.00653       0.395535        43.3211        41.3208     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN   5.12888        3.62974                 NaN   7.22966       0.312045        42.7945        40.9052     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN   8.76340                 NaN            NaN   7.23468       0.310680        42.7835        40.9078     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN   8.77244                 NaN            NaN   7.24233       0.308263        42.7658        40.9111     
  1137.84        500.000                 NaN            NaN   1.07431                 NaN            NaN   6.84282       0.367410E-003            NaN   6.99738       0.399000        43.3377        41.3484     
  1135.34        500.000                 NaN            NaN   1.07429                 NaN            NaN   6.84255       0.201401E-003            NaN   6.99731       0.398985        43.3365        41.3502     
  1132.83        500.000                 NaN            NaN   1.07424                 NaN            NaN   6.84220       0.161124E-003            NaN   6.99724       0.398969        43.3353        41.3519     
  1130.33        500.000                 NaN            NaN   1.07419                 NaN            NaN   6.84183       0.145170E-003            NaN   6.99717       0.398953        43.3341        41.3536     
  1127.82        500.000                 NaN            NaN   1.07416                 NaN            NaN   6.84155       0.166163E-004            NaN   6.99710       0.398938        43.3329        41.3553     
  1125.31        500.000                 NaN            NaN   1.07411                 NaN            NaN   6.84117       0.167621E-004            NaN   6.99704       0.398921        43.3317        41.3570     
  1122.81        500.000                 NaN            NaN   1.07406                 NaN            NaN   6.84080       0.169033E-004            NaN   6.99697       0.398904        43.3305        41.3588     
  1120.30        500.000                 NaN            NaN   1.20269                 NaN            NaN   6.62886       0.170330E-004            NaN   6.98462       0.405543        43.3617        41.4166     
  1117.79        500.000                 NaN            NaN   1.20263                 NaN            NaN   6.62850       0.171604E-004            NaN   6.98456       0.405526        43.3605        41.4183     
  1115.29        500.000                 NaN            NaN   1.31538                 NaN            NaN   6.44307       0.960462E-005            NaN   6.97353       0.411361        43.3871        41.4696     
  1112.78        500.000                 NaN            NaN   1.31531                 NaN            NaN   6.44272       0.966252E-005            NaN   6.97347       0.411344        43.3859        41.4713     
  1110.28        500.000                 NaN            NaN   1.41375                 NaN            NaN   6.28134       0.971643E-005            NaN   6.96391       0.416405        43.4080        41.5166     
  1107.77        500.000                 NaN            NaN   1.41368                 NaN            NaN   6.28099       0.976912E-005            NaN   6.96385       0.416387        43.4068        41.5183     
  1105.26        500.000                 NaN            NaN   1.50077                 NaN            NaN   6.13869       0.177092E-004            NaN   6.95553       0.420830        43.4253        41.5589     
  1102.76        500.000                 NaN            NaN   1.50070                 NaN            NaN   6.13837       0.986828E-005            NaN   6.95546       0.420813        43.4241        41.5606     
  1100.25        500.000                 NaN            NaN   1.50062                 NaN            NaN   6.13803       0.179013E-004            NaN   6.95540       0.420795        43.4229        41.5623     
  1097.74        500.000                 NaN            NaN   1.57706                 NaN            NaN   6.01390       0.996051E-005            NaN   6.94846       0.424603        43.4375        41.5984     
  1095.24        500.000                 NaN            NaN   1.57698                 NaN            NaN   6.01357       0.100044E-004            NaN   6.94839       0.424586        43.4363        41.6001     
  1092.73        500.000                 NaN            NaN   1.57690                 NaN            NaN   6.01324       0.162113E-004            NaN   6.94833       0.424568        43.4351        41.6018     
  1090.23        500.000                 NaN            NaN   1.64482                 NaN            NaN   5.90342                 NaN            NaN   6.94248       0.427883        43.4469        41.6345     
  1087.72        500.000                 NaN            NaN   1.64474                 NaN            NaN   5.90310                 NaN            NaN   6.94242       0.427865        43.4456        41.6362     
  1085.21        500.000                 NaN            NaN   1.70603                 NaN            NaN   5.80487                 NaN            NaN   6.93754       0.430767        43.4546        41.6662     
  1082.71        500.000                 NaN            NaN   1.70594                 NaN            NaN   5.80456                 NaN            NaN   6.93748       0.430750        43.4534        41.6679     
  1080.20        500.000                 NaN            NaN   1.70586                 NaN            NaN   5.80424                 NaN            NaN   6.93742       0.430732        43.4522        41.6696     
  1077.69        500.000                 NaN            NaN   1.76082                 NaN            NaN   5.71700                 NaN            NaN   6.93354       0.433224        43.4585        41.6969     
  1075.19        500.000                 NaN            NaN   1.76073                 NaN            NaN   5.71669                 NaN            NaN   6.93347       0.433206        43.4573        41.6986     
  1072.68        500.000                 NaN            NaN   1.76064                 NaN            NaN   5.71639                 NaN            NaN   6.93341       0.433188        43.4560        41.7003     
  1070.18        500.000                 NaN            NaN   1.76055                 NaN            NaN   5.71608                 NaN            NaN   6.93334       0.433170        43.4548        41.7020     
  1067.67        500.000                 NaN            NaN   1.76047                 NaN            NaN   5.71577                 NaN            NaN   6.93328       0.433152        43.4536        41.7037     
  1065.16        500.000                 NaN            NaN   1.85689                 NaN            NaN   5.56504                 NaN            NaN   6.92792       0.437315        43.4616        41.7513     
  1062.66        500.000                 NaN            NaN   1.85680                 NaN            NaN   5.56474                 NaN            NaN   6.92785       0.437297        43.4604        41.7529     
  1060.15        500.000                 NaN            NaN   1.85671                 NaN            NaN   5.56445                 NaN            NaN   6.92779       0.437279        43.4592        41.7546     
  1057.64        500.000                 NaN            NaN   1.85661                 NaN            NaN   5.56415                 NaN            NaN   6.92773       0.437261        43.4579        41.7563     
  1055.14        500.000                 NaN            NaN   1.85652                 NaN            NaN   5.56385                 NaN            NaN   6.92766       0.437243        43.4567        41.7580     
  1052.63        500.000                 NaN            NaN   1.89816                 NaN            NaN   5.50007                 NaN            NaN   6.92589       0.438836        43.4570        41.7801     
  1050.13        500.000                 NaN            NaN   1.89806                 NaN            NaN   5.49978                 NaN            NaN   6.92583       0.438818        43.4558        41.7818     
  1047.62        500.000                 NaN            NaN   1.89797                 NaN            NaN   5.49949                 NaN            NaN   6.92576       0.438800        43.4545        41.7834     
  1045.11        500.000                 NaN            NaN   1.93659                 NaN            NaN   5.44107                 NaN            NaN   6.92470       0.440176        43.4531        41.8043     
  1042.61        500.000                 NaN            NaN   1.93649                 NaN            NaN   5.44078                 NaN            NaN   6.92464       0.440158        43.4519        41.8060     
  1040.10        500.000                 NaN            NaN   1.93639                 NaN            NaN   5.44050                 NaN            NaN   6.92457       0.440140        43.4507        41.8077     
  1037.59        500.000                 NaN            NaN   1.93630                 NaN            NaN   5.44021                 NaN            NaN   6.92451       0.440122        43.4495        41.8094     
  1035.09        500.000                 NaN            NaN   1.97202                 NaN            NaN   5.38687                 NaN            NaN   6.92414       0.441328        43.4465        41.8291     
  1032.58        500.000                 NaN            NaN   1.97192                 NaN            NaN   5.38659                 NaN            NaN   6.92408       0.441310        43.4453        41.8308     
  1030.08        500.000                 NaN            NaN   1.97182                 NaN            NaN   5.38631                 NaN            NaN   6.92402       0.441292        43.4441        41.8324     
  1027.57        500.000                 NaN            NaN   2.00507                 NaN            NaN   5.33757                 NaN            NaN   6.92414       0.442294        43.4397        41.8513     
  1025.06        500.000                 NaN            NaN   2.00497                 NaN            NaN   5.33729                 NaN            NaN   6.92408       0.442276        43.4384        41.8529     
  1022.56        500.000                 NaN            NaN   2.00487                 NaN            NaN   5.33701                 NaN            NaN   6.92402       0.442258        43.4372        41.8546     
  1020.05        500.000                 NaN            NaN   2.03564                 NaN            NaN   5.29290                 NaN            NaN   6.92475       0.443056        43.4311        41.8725     
  1017.54        500.000                 NaN            NaN   2.03554                 NaN            NaN   5.29262                 NaN            NaN   6.92469       0.443038        43.4299        41.8742     
  1015.04        500.000                 NaN            NaN   2.03544                 NaN            NaN   5.29235                 NaN            NaN   6.92463       0.443020        43.4287        41.8759     
  1012.53        500.000                 NaN            NaN   2.03534                 NaN            NaN   5.29207                 NaN            NaN   6.92457       0.443002        43.4275        41.8775     
  1010.03        500.000                 NaN            NaN   2.06422                 NaN            NaN   5.25155                 NaN            NaN   6.92580       0.443639        43.4200        41.8948     
  1007.52        500.000                 NaN            NaN   2.06412                 NaN            NaN   5.25128                 NaN            NaN   6.92574       0.443621        43.4188        41.8964     
  1005.01        500.000                 NaN            NaN   2.06402                 NaN            NaN   5.25101                 NaN            NaN   6.92568       0.443603        43.4176        41.8981     
  1002.51        500.000                 NaN            NaN   2.06392                 NaN            NaN   5.25074                 NaN            NaN   6.92562       0.443585        43.4164        41.8998     
  1000.00        500.000                 NaN            NaN   2.09100                 NaN            NaN   5.21325                 NaN            NaN   6.92723       0.444106        43.4081        41.9164     
