|6.6.6
Archiving\03_Data\frac/QFM_m0.75/GRV/GRV_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1508.77        2500.00        97.7417                 NaN  0.631767E-002  0.272358       0.904995E-001   1.88916                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        97.7813                 NaN  0.592632E-002  0.271187       0.876249E-001   1.85398                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        97.8248                 NaN  0.561773E-002  0.269927       0.806282E-001   1.81901                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        97.8581                 NaN  0.545545E-002  0.268998       0.707522E-001   1.79671                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        97.9014                 NaN  0.501753E-002  0.267623       0.698177E-001   1.75613                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        97.9343                 NaN  0.485101E-002  0.266736       0.609663E-001   1.73318                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        97.9705                 NaN  0.450185E-002  0.265579       0.583616E-001   1.70107                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.0012                 NaN  0.439053E-002  0.265127       0.489827E-001   1.68028                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.0310                 NaN  0.435883E-002  0.264481       0.369446E-001   1.66317                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.0660                 NaN  0.407470E-002  0.263635       0.331513E-001   1.63315                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.0955                 NaN  0.394202E-002  0.262653       0.258897E-001   1.61200                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.1223                 NaN  0.382020E-002  0.262130       0.185666E-001   1.59320                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.1515                 NaN  0.374704E-002  0.261553       0.989116E-002   1.57335                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.1762                 NaN  0.368363E-002  0.260967       0.187499E-002   1.55730                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.1975                 NaN  0.314379E-002  0.249914       0.141337E-001   1.53536                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.2245                 NaN  0.322987E-002  0.252864                 NaN   1.51941                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.2370                 NaN  0.227163E-002  0.225862       0.554579E-001   1.47936                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.2620                 NaN  0.145966E-002  0.228147       0.258627E-001   1.48256                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.2913                 NaN  0.292775E-002  0.247560                 NaN   1.45822                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.3113                 NaN  0.190027E-002  0.240067                 NaN   1.44675                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.3276                 NaN  0.211597E-002  0.239216                 NaN   1.43105                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.3463                 NaN  0.191661E-002  0.233543                 NaN   1.41827                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.3624                 NaN  0.174633E-002  0.226986                 NaN   1.40888                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.3745                 NaN  0.157126E-002  0.222478                 NaN   1.40144                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.3946                 NaN  0.141406E-002  0.212282                 NaN  0.244010E-001   1.36727                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.3861                 NaN  0.150521E-002  0.170658                 NaN  0.153777        1.28800                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.4042                 NaN  0.132602E-002  0.165974                 NaN   1.26959       0.158914                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.4179                 NaN  0.115111E-002  0.162328                 NaN   1.25245       0.166215                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.4308                 NaN  0.982446E-003  0.158718                 NaN  0.171630        1.23785                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.4426                 NaN  0.828980E-003  0.155251                 NaN  0.178024        1.22329                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.4549                 NaN  0.673875E-003  0.151710                 NaN   1.20862       0.184066                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.4646                 NaN  0.533971E-003  0.148169                 NaN   1.19560       0.191077                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.4749                 NaN  0.400310E-003  0.144759                 NaN   1.18211       0.197872                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.4848                 NaN  0.265398E-003  0.141373                 NaN   1.16899       0.204562                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.4934                 NaN  0.115098E-003  0.137702                 NaN   1.16088       0.207854                 NaN            NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.5031                 NaN  0.394104E-005  0.134469                 NaN   1.14708       0.215381                 NaN            NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.5097                 NaN  0.221356E-003  0.131042                 NaN  0.223466        1.13556                 NaN            NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.5189                 NaN  0.379618E-002  0.126068                 NaN  0.240986        1.11021                 NaN            NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        98.5298                 NaN            NaN  0.123248                 NaN  0.232682        1.11430                 NaN            NaN            NaN            NaN            NaN            NaN
  1411.03        2500.00        98.5299                 NaN            NaN  0.120543                 NaN  0.239875        1.10971                 NaN            NaN            NaN            NaN            NaN            NaN
  1408.52        2500.00        98.5348                 NaN            NaN  0.117479                 NaN   1.10159       0.246094                 NaN            NaN            NaN            NaN            NaN            NaN
  1406.02        2500.00        98.5407                 NaN            NaN  0.113398                 NaN   1.09395       0.251912                 NaN            NaN            NaN            NaN            NaN            NaN
  1403.51        2500.00        98.5440                 NaN            NaN  0.110113                 NaN   1.08651       0.259407                 NaN            NaN            NaN            NaN            NaN            NaN
  1401.00        2500.00        97.7875                 NaN            NaN  0.392679                 NaN   1.18330       0.239413                 NaN            NaN  0.397114                 NaN            NaN            NaN
  1398.50        2500.00        96.7014                 NaN            NaN  0.820888                 NaN   1.32530       0.176739                 NaN            NaN  0.975705                 NaN            NaN            NaN
  1395.99        2500.00        96.7632                 NaN            NaN  0.824784                 NaN   1.31502       0.139956                 NaN            NaN  0.957003                 NaN            NaN            NaN
  1393.48        2500.00        96.8184                 NaN            NaN  0.828792                 NaN  0.104578        1.30842                 NaN            NaN  0.939807                 NaN            NaN            NaN
  1390.98        2500.00        96.8739                 NaN            NaN  0.832465                 NaN   1.30086       0.701394E-001            NaN            NaN  0.922650                 NaN            NaN            NaN
  1388.47        2500.00        96.9277                 NaN            NaN  0.834246                 NaN  0.384506E-001   1.29387                 NaN            NaN  0.905721                 NaN            NaN            NaN
  1385.96        2500.00        96.9725                 NaN            NaN  0.838792                 NaN   1.28962       0.788385E-002            NaN            NaN  0.891207                 NaN            NaN            NaN
  1383.46        2500.00        97.0156                 NaN            NaN  0.800466                 NaN   1.23446       0.778106E-001            NaN            NaN  0.871663                 NaN            NaN            NaN
  1380.95        2500.00        97.0706                 NaN            NaN  0.825834                 NaN   1.24544                 NaN            NaN            NaN  0.858117                 NaN            NaN            NaN
  1378.45        2500.00        97.1114                 NaN            NaN  0.818032                 NaN   1.22722                 NaN            NaN            NaN  0.843354                 NaN            NaN            NaN
  1375.94        2500.00        97.1552                 NaN            NaN  0.808053                 NaN   1.20918                 NaN            NaN            NaN  0.827532                 NaN            NaN            NaN
  1373.43        2500.00        97.1904                 NaN            NaN  0.801571                 NaN   1.19413                 NaN            NaN            NaN  0.813926                 NaN            NaN            NaN
  1370.93        2500.00        97.2342                 NaN            NaN  0.794025                 NaN   1.17301                 NaN            NaN            NaN  0.798790                 NaN            NaN            NaN
  1368.42        2500.00        97.2699                 NaN            NaN  0.788568                 NaN   1.15508                 NaN            NaN            NaN  0.786436                 NaN            NaN            NaN
  1365.91        2500.00        97.3167                 NaN            NaN  0.776196                 NaN   1.13788                 NaN            NaN            NaN  0.769254                 NaN            NaN            NaN
  1363.41        2500.00        97.3465                 NaN            NaN  0.769383                 NaN   1.12635                 NaN            NaN            NaN  0.757810                 NaN            NaN            NaN
  1360.90        2500.00        97.3906                 NaN            NaN  0.759866                 NaN   1.10602                 NaN            NaN            NaN  0.743524                 NaN            NaN            NaN
  1358.40        2500.00        97.4206                 NaN            NaN  0.756279                 NaN   1.09171                 NaN            NaN            NaN  0.731448                 NaN            NaN            NaN
  1355.89        2500.00        97.4541                 NaN            NaN  0.746717                 NaN   1.08022                 NaN            NaN            NaN  0.718960                 NaN            NaN            NaN
  1353.38        2500.00        97.3079                 NaN  0.114511       0.669180                 NaN   1.17723                 NaN            NaN            NaN  0.731195                 NaN            NaN            NaN
  1350.88        2500.00        97.0164                 NaN  0.317563       0.526478                 NaN   1.37820                 NaN            NaN            NaN  0.761387                 NaN            NaN            NaN
  1348.37        2500.00        97.0190                 NaN  0.341149       0.493443                 NaN   1.39414                 NaN            NaN            NaN  0.752309                 NaN            NaN            NaN
  1345.86        2500.00        97.0502                 NaN  0.349867       0.462540                 NaN   1.39842                 NaN            NaN            NaN  0.738952                 NaN            NaN            NaN
  1343.36        2500.00        97.1028                 NaN  0.348942       0.450931                 NaN   1.37272                 NaN            NaN            NaN  0.724579                 NaN            NaN            NaN
  1340.85        2500.00        97.1457                 NaN  0.352644       0.438891                 NaN   1.35004                 NaN            NaN            NaN  0.712729                 NaN            NaN            NaN
  1338.35        2500.00        97.2231                 NaN  0.338587       0.412302                 NaN   1.33525                 NaN            NaN            NaN  0.690755                 NaN            NaN            NaN
  1335.84        2500.00        97.2752                 NaN  0.333435       0.404474                 NaN   1.30853                 NaN            NaN            NaN  0.678342                 NaN            NaN            NaN
  1333.33        2500.00        97.3362                 NaN  0.323974       0.396638                 NaN   1.27938                 NaN            NaN            NaN  0.663764                 NaN            NaN            NaN
  1330.83        2500.00        97.3989                 NaN  0.316018       0.384451                 NaN   1.25237                 NaN            NaN            NaN  0.648252                 NaN            NaN            NaN
  1328.32        2500.00        97.4607                 NaN  0.307687       0.376237                 NaN   1.22177                 NaN            NaN            NaN  0.633573                 NaN            NaN            NaN
  1325.81        2500.00        97.5195                 NaN  0.299210       0.368195                 NaN   1.19369                 NaN            NaN            NaN  0.619398                 NaN            NaN            NaN
  1323.31        2500.00        97.5784                 NaN  0.290204       0.354885                 NaN   1.17154                 NaN            NaN            NaN  0.604964                 NaN            NaN            NaN
  1320.80        2500.00        97.6328                 NaN  0.281353       0.347177                 NaN   1.14677                 NaN            NaN            NaN  0.591946                 NaN            NaN            NaN
  1318.30        2500.00        97.6907                 NaN  0.273194       0.342107                 NaN   1.11561                 NaN            NaN            NaN  0.578343                 NaN            NaN            NaN
  1315.79        2500.00        97.7450                 NaN  0.264236       0.324756                 NaN   1.10112                 NaN            NaN            NaN  0.564858                 NaN            NaN            NaN
  1313.28        2500.00        97.7987                 NaN  0.257173       0.323439                 NaN   1.06847                 NaN            NaN            NaN  0.552193                 NaN            NaN            NaN
  1310.78        2500.00        97.8509                 NaN  0.248849       0.314701                 NaN   1.04563                 NaN            NaN            NaN  0.539926                 NaN            NaN            NaN
  1308.27        2500.00        97.9029                 NaN  0.241210       0.306328                 NaN   1.02204                 NaN            NaN            NaN  0.527545                 NaN            NaN            NaN
  1305.76        2500.00        97.9520                 NaN  0.233634       0.298992                 NaN  0.999638                 NaN            NaN            NaN  0.515740                 NaN            NaN            NaN
  1303.26        2500.00        98.0005                 NaN  0.226301       0.289695                 NaN  0.979603                 NaN            NaN            NaN  0.503932                 NaN            NaN            NaN
  1300.75        2500.00        98.0476                 NaN  0.218737       0.279022                 NaN  0.962160                 NaN            NaN            NaN  0.492433                 NaN            NaN            NaN
  1298.25        2500.00        98.0954                 NaN  0.211934       0.277492                 NaN  0.933502                 NaN            NaN            NaN  0.481666                 NaN            NaN            NaN
  1295.74        2500.00        98.1394                 NaN  0.204878       0.261834                 NaN  0.923844                 NaN            NaN            NaN  0.470046                 NaN            NaN            NaN
  1293.23        2500.00        98.1820                 NaN  0.197676       0.254652                 NaN  0.905853                 NaN            NaN            NaN  0.459789                 NaN            NaN            NaN
  1290.73        2500.00        98.2269                 NaN  0.191575       0.251088                 NaN  0.881000                 NaN            NaN            NaN  0.449422                 NaN            NaN            NaN
  1288.22        2500.00        93.5119                 NaN  0.484616       0.236553                 NaN   1.52802       0.689439                 NaN            NaN   1.01950        2.52996                 NaN            NaN
  1285.71        2500.00        80.6277                 NaN   1.15300                 NaN            NaN   2.24251        4.05487                 NaN            NaN   2.58651        9.33542                 NaN            NaN
  1283.21        2500.00        83.5862                 NaN  0.928653                 NaN            NaN   1.70675        3.74052                 NaN            NaN   2.21501        7.82292                 NaN            NaN
  1280.70        2500.00        85.7248                 NaN  0.768824       0.104857E-004            NaN   1.30452        3.52226                 NaN            NaN   1.94411        6.73548                 NaN            NaN
  1278.20        2500.00        87.3656                 NaN  0.649594                 NaN            NaN   3.34891       0.992329                 NaN            NaN   1.73414        5.90944                 NaN            NaN
  1275.69        2500.00        88.0377                 NaN  0.567658                 NaN            NaN   3.65292       0.570143                 NaN            NaN   1.65303        5.51857                 NaN            NaN
  1273.18        2500.00        89.7257                 NaN  0.484670                 NaN            NaN  0.710989        2.92318                 NaN            NaN   1.42630        4.72919                 NaN            NaN
  1270.68        2500.00        90.7789                 NaN  0.425464                 NaN            NaN   2.89139       0.393911                 NaN            NaN   1.28672        4.22364                 NaN            NaN
  1268.17        2500.00        91.3905                 NaN  0.382663                 NaN            NaN   2.79361       0.299462                 NaN            NaN   1.20664        3.92713                 NaN            NaN
  1265.66        2500.00        92.0304                 NaN  0.351696                 NaN            NaN  0.249065        2.61703                 NaN            NaN   1.11888        3.63292                 NaN            NaN
  1263.16        2500.00        92.3514                 NaN  0.349671                 NaN            NaN   2.30802       0.488061                 NaN            NaN   1.06419        3.43868                 NaN            NaN
  1260.65        2500.00        93.0861                 NaN  0.264502                 NaN            NaN  0.254054        2.28740                 NaN            NaN  0.977489        3.13042                 NaN            NaN
  1258.15        2500.00        93.3997                 NaN  0.217707                 NaN            NaN   2.43845                 NaN            NaN            NaN  0.918089        2.98831       0.377362E-001            NaN
  1255.64        2500.00        91.0005                 NaN            NaN            NaN            NaN  0.635723E-001   3.16060                 NaN            NaN   1.27337        4.25705       0.244927                 NaN
  1253.13        2500.00        95.6302                 NaN            NaN            NaN            NaN   1.79403                 NaN            NaN            NaN  0.602336        1.90336       0.700734E-001            NaN
  1250.63        2500.00        94.5850                 NaN            NaN            NaN            NaN   1.94127       0.238748                 NaN            NaN  0.747440        2.35871       0.128856                 NaN
  1248.12        2500.00        94.8602                 NaN            NaN            NaN            NaN  0.329636        1.65151                 NaN            NaN  0.695805        2.32913       0.133721                 NaN
  1245.61        2500.00        81.4949                 NaN            NaN            NaN            NaN   1.72744        3.07884                 NaN            NaN   2.02190        7.32152       0.259553        4.09587     
  1243.11        2500.00        59.4662                 NaN            NaN            NaN            NaN   9.47842                 NaN            NaN            NaN   4.16786        15.3508       0.503604        11.0331     
  1240.60        2500.00        67.6259                 NaN            NaN            NaN            NaN   5.55855        1.91386                 NaN            NaN   3.32251        12.3192       0.393432        8.86654     
  1238.10        2500.00        68.1575                 NaN            NaN            NaN            NaN   1.54900        5.67702                 NaN            NaN   3.31772        12.3948       0.392514        8.51148     
  1235.59        2500.00        69.4678                 NaN            NaN            NaN            NaN   6.36382       0.601186                 NaN            NaN   3.06019        11.3170       0.310668        8.87930     
  1233.08        2500.00        90.5270                 NaN            NaN            NaN            NaN  0.165297        2.32562                 NaN            NaN  0.882655        3.58655       0.155964        2.35691     
  1230.58        2500.00        53.8195                 NaN            NaN            NaN            NaN   1.68239        7.26734                 NaN            NaN   4.51946        18.0828       0.618998        14.0095     
  1228.07        2500.00        97.0547                 NaN            NaN            NaN            NaN   1.58118                 NaN            NaN            NaN  0.163946        1.20016                 NaN            NaN
  1225.56        2500.00        80.0541                 NaN            NaN            NaN            NaN   3.80142                 NaN            NaN            NaN   2.01863        8.64056       0.193996        5.29130     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN   18.3436                 NaN            NaN            NaN   8.82274        42.9324        1.03830        28.8629     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN  0.155977        16.0533        2.17946                 NaN   8.74364        42.9085        1.05020        28.9090     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN   1.84789        16.5672                 NaN            NaN   8.78830        42.8685        1.03661        28.8915     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN  0.204916        18.1639       0.146788E-004            NaN   8.96149        42.8014        1.01851        28.8497     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN  0.625016E-001   17.6098       0.764174                 NaN   8.84826        42.8115        1.01327        28.8906     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN  0.582216E-001   17.7392       0.569697                 NaN   8.97479        42.7938        1.01528        28.8490     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN  0.164607        16.5271        1.73252                 NaN   8.88773        42.7751        1.02493        28.8880     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN   8.18668        10.1789                 NaN            NaN   8.86882        42.8566        1.04013        28.8690     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN  0.770171        15.9676        1.61809                 NaN   8.76551        42.9140        1.07015        28.8946     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN  0.551687E-001   16.7127        1.48351                 NaN   8.91280        42.9471        1.05506        28.8337     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN  0.409215        16.0996        1.71575       0.242863E-005   8.92291        42.9572        1.06064        28.8346     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN  0.379186E-002   16.7019        1.65130                 NaN   8.87788        42.8694        1.01206        28.8837     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN   17.8430       0.424891       0.140177E-005            NaN   8.97575        42.9184        1.02264        28.8153     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN  0.234117E-001   15.2099        2.97013       0.195976E-004   8.86791        42.9979        1.07305        28.8576     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN   2.18015        15.9422       0.279465E-005            NaN   8.86244        43.0916        1.08258        28.8410     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN   16.1314       0.749143E-004   2.22351                 NaN   8.87088        42.8623        1.04398        28.8678     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN  0.105188        16.9482        1.19505                 NaN   8.99531        42.8418        1.07485        28.8396     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN   17.8161       0.592007                 NaN            NaN   8.95330        42.7356        1.01995        28.8830     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN   15.2741        2.94331                 NaN            NaN   8.91886        42.9423        1.06418        28.8573     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN   15.1719        3.04954                 NaN            NaN   8.92264        42.9330        1.06311        28.8599     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN   15.3133        2.90077                 NaN            NaN   8.94874        42.9167        1.06076        28.8598     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN   1.31928        16.8912       0.170889E-005            NaN   8.99257        42.8674        1.08761        28.8420     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN   15.0301        3.19110                 NaN            NaN   8.92507        42.9511        1.05852        28.8442     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN   15.1419        3.09004                 NaN            NaN   8.95637        42.8944        1.05652        28.8607     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN  0.235248E-001   15.2091        2.99694                 NaN   8.97449        42.8814        1.05622        28.8583     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN   16.9221        1.44392                 NaN            NaN   9.05801        42.7105        1.00708        28.8584     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN   15.7884        2.39954       0.398057E-002            NaN   8.95518        42.9360        1.06430        28.8526     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2565        4.01459                 NaN            NaN   8.99862        42.8287        1.04621        28.8554     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN   14.6389        3.62191                 NaN            NaN   9.00597        42.8165        1.04883        28.8679     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN   15.4459        2.80553                 NaN            NaN   9.03651        42.8001        1.05097        28.8611     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN   3.96302        14.3073                 NaN            NaN   9.03459        42.8020        1.03895        28.8541     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN   3.77083        14.4972                 NaN            NaN   9.04379        42.7939        1.03881        28.8555     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN   3.50975        14.7596                 NaN            NaN   9.06796        42.7642        1.04227        28.8563     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN   3.71863        14.5535                 NaN            NaN   9.05894        42.7765        1.03617        28.8563     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN   3.68509        14.5881                 NaN            NaN   9.06893        42.7650        1.03550        28.8573     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN   3.63990        14.6356                 NaN            NaN   9.07614        42.7574        1.03356        28.8574     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN   3.39189        14.8834                 NaN            NaN   9.10085        42.7284        1.03712        28.8584     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN   14.6948        3.58467                 NaN            NaN   9.09341        42.7379        1.03078        28.8585     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN   3.54977        14.7322                 NaN            NaN   9.10358        42.7260        1.02921        28.8593     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN   3.33808        14.9440                 NaN            NaN   9.12691        42.6983        1.03264        28.8601     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN   3.52689        14.7593                 NaN            NaN   9.11954        42.7077        1.02632        28.8603     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN   14.7762        3.51245                 NaN            NaN   9.12825        42.6975        1.02478        28.8609     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN   14.7912        3.49985                 NaN            NaN   9.13697        42.6872        1.02324        28.8615     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN   14.8047        3.48891                 NaN            NaN   9.14570        42.6768        1.02167        28.8621     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN   14.8170        3.47926                 NaN            NaN   9.15444        42.6664        1.02006        28.8628     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN   3.45487        14.8482                 NaN            NaN   9.16633        42.6491        1.01740        28.8641     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN   14.8380        3.46378                 NaN            NaN   9.17188        42.6454        1.01682        28.8641     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN   14.8469        3.45768                 NaN            NaN   9.18059        42.6348        1.01517        28.8648     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN   14.8550        3.45239                 NaN            NaN   9.18929        42.6242        1.01352        28.8656     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN   14.8623        3.44805                 NaN            NaN   9.19799        42.6135        1.01186        28.8663     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN   14.8687        3.44456                 NaN            NaN   9.20670        42.6028        1.01018        28.8670     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN   14.8747        3.44162                 NaN            NaN   9.21540        42.5920        1.00848        28.8678     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN   3.42878        14.8956                 NaN            NaN   9.22711        42.5726        1.00620        28.8697     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN   14.8850        3.43750                 NaN            NaN   9.23282        42.5702        1.00501        28.8694     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN   14.8890        3.43671                 NaN            NaN   9.24147        42.5593        1.00327        28.8702     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN   14.8928        3.43618                 NaN            NaN   9.25014        42.5483        1.00152        28.8711     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN   14.8960        3.43620                 NaN            NaN   9.25879        42.5373       0.999745        28.8719     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN   14.8989        3.43668                 NaN            NaN   9.26744        42.5262       0.997963        28.8728     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN   14.9015        3.43752                 NaN            NaN   9.27610        42.5150       0.996164        28.8737     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN   14.8963        3.44689                 NaN            NaN   9.28431        42.5030       0.994448        28.8751     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN   14.9056        3.44030                 NaN            NaN   9.29338        42.4926       0.992530        28.8756     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN   14.9073        3.44220                 NaN            NaN   9.30201        42.4812       0.990692        28.8766     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN   14.9087        3.44442                 NaN            NaN   9.31064        42.4699       0.988841        28.8776     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN   14.9097        3.44704                 NaN            NaN   9.31924        42.4585       0.986980        28.8786     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN   14.9105        3.44993                 NaN            NaN   9.32785        42.4470       0.985110        28.8796     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN   14.9081        3.45629                 NaN            NaN   9.33807        42.4335       0.983501        28.8806     
  1057.64        2500.00                 NaN            NaN            NaN  0.135962E-005            NaN   3.45115        14.9176                 NaN            NaN   9.34698        42.4216       0.980965        28.8817     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN   14.9096        3.46248                 NaN            NaN   9.35493        42.4107       0.979620        28.8827     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN   3.52113        14.8783                 NaN            NaN   9.35099        42.3862       0.972134        28.8912     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN   3.46751        14.9122                 NaN            NaN   9.37084        42.3889       0.975532        28.8850     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN   3.46573        14.9169                 NaN            NaN   9.38204        42.3752       0.973989        28.8861     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN   3.52959        15.0309                 NaN            NaN   9.25441        42.3096       0.923129        28.9524     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN   3.48030        14.9117                 NaN            NaN   9.39659        42.3533       0.969618        28.8885     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN   3.48185        14.9148                 NaN            NaN   9.40974        42.3366       0.967148        28.8898     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN   3.48960        14.9108                 NaN            NaN   9.41374        42.3293       0.965608        28.8910     
