|6.6.6
Archiving\03_Data\eqLP/QFM_m4.75/EETA/EETA_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           Ni             iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1352.56        500.000        8.68277       0.968754       0.129070E-001            NaN   1.00929        14.5937                 NaN   48.7341        18.1770        7.82151                 NaN            NaN
  1349.36        500.000        8.68277       0.968754       0.129070E-001            NaN   1.00929        14.5937                 NaN   48.7341        18.1770        7.82151                 NaN            NaN
  1346.15        500.000        8.68277       0.968754       0.129070E-001            NaN   1.00929        14.5937                 NaN   48.7341        18.1770        7.82151                 NaN            NaN
  1342.95        500.000        8.68277       0.968754       0.129070E-001            NaN   1.00929        14.5937                 NaN   48.7341        18.1770        7.82151                 NaN            NaN
  1339.74        500.000        8.68277       0.968754       0.129070E-001            NaN   1.00929        14.5937                 NaN   48.7341        18.1770        7.82151                 NaN            NaN
  1336.54        500.000        8.68277       0.968754       0.129070E-001            NaN   1.00929        14.5937                 NaN   48.7341        18.1770        7.82151                 NaN            NaN
  1333.33        500.000        5.18497       0.968759       0.128918E-001            NaN   1.01116        14.5244                 NaN   50.5367        18.2703        9.49074                 NaN            NaN
  1330.13        500.000        5.18497       0.968759       0.128918E-001            NaN   1.01116        14.5244                 NaN   50.5367        18.2703        9.49074                 NaN            NaN
  1326.92        500.000        5.18497       0.968759       0.128918E-001            NaN   1.01116        14.5244                 NaN   50.5367        18.2703        9.49074                 NaN            NaN
  1323.72        500.000        5.18497       0.968759       0.128918E-001            NaN   1.01116        14.5244                 NaN   50.5367        18.2703        9.49074                 NaN            NaN
  1320.51        500.000        5.18497       0.968759       0.128918E-001            NaN   1.01116        14.5244                 NaN   50.5367        18.2703        9.49074                 NaN            NaN
  1317.31        500.000        5.18497       0.968759       0.128918E-001            NaN   1.01116        14.5244                 NaN   50.5367        18.2703        9.49074                 NaN            NaN
  1314.10        500.000        5.18497       0.968759       0.128918E-001            NaN   1.01116        14.5244                 NaN   50.5367        18.2703        9.49074                 NaN            NaN
  1310.90        500.000        5.18497       0.968759       0.128918E-001            NaN   1.01116        14.5244                 NaN   50.5367        18.2703        9.49074                 NaN            NaN
  1307.69        500.000        2.70237       0.968761       0.129857E-001            NaN   1.00734        14.3642                 NaN   52.0349        18.0780        10.8315                 NaN            NaN
  1304.49        500.000        2.70237       0.968761       0.129857E-001            NaN   1.00734        14.3642                 NaN   52.0349        18.0780        10.8315                 NaN            NaN
  1301.28        500.000        2.18445       0.968761       0.130200E-001            NaN   1.00524        14.3137                 NaN   52.3686        18.0213        11.1249                 NaN            NaN
  1298.08        500.000                 NaN  0.968764       0.131394E-001            NaN   1.00410        14.2057                 NaN   52.9650        18.1808        11.4235        1.23900                 NaN
  1294.87        500.000                 NaN  0.968764       0.131026E-001            NaN   1.00682        14.2196                 NaN   52.8684        18.2363        11.4456        1.24141                 NaN
  1291.67        500.000                 NaN  0.968764       0.130537E-001            NaN  0.999744        14.2384       0.263950        52.4631        18.3483        11.4541        1.25056                 NaN
  1288.46        500.000                 NaN  0.968763       0.130079E-001            NaN  0.983148        14.2625       0.784342        51.7728        18.4995        11.4494        1.26646                 NaN
  1285.26        500.000                 NaN  0.968763       0.130079E-001            NaN  0.983148        14.2625       0.784342        51.7728        18.4995        11.4494        1.26646                 NaN
  1282.05        500.000                 NaN  0.968762       0.129182E-001            NaN  0.951504        14.3085        1.79307        50.4398        18.7877        11.4410        1.29661                 NaN
  1278.85        500.000                 NaN  0.968762       0.129182E-001            NaN  0.951504        14.3085        1.79307        50.4398        18.7877        11.4410        1.29661                 NaN
  1275.64        500.000                 NaN  0.968762       0.129182E-001            NaN  0.951504        14.3085        1.79307        50.4398        18.7877        11.4410        1.29661                 NaN
  1272.44        500.000                 NaN  0.968762       0.129182E-001            NaN  0.951504        14.3085        1.79307        50.4398        18.7877        11.4410        1.29661                 NaN
  1269.23        500.000                 NaN  0.968762       0.129182E-001            NaN  0.951504        14.3085        1.79307        50.4398        18.7877        11.4410        1.29661                 NaN
  1266.03        500.000                 NaN  0.968762       0.129182E-001            NaN  0.951504        14.3085        1.79307        50.4398        18.7877        11.4410        1.29661                 NaN
  1262.82        500.000                 NaN  0.968762       0.129182E-001            NaN  0.951504        14.3085        1.79307        50.4398        18.7877        11.4410        1.29661                 NaN
  1259.62        500.000                 NaN  0.968762       0.129182E-001            NaN  0.951504        14.3085        1.79307        50.4398        18.7877        11.4410        1.29661                 NaN
  1256.41        500.000                 NaN  0.968759       0.125789E-001            NaN  0.843727        14.4718        5.41303        19.6736        45.7962        11.4200        1.40031                 NaN
  1253.21        500.000                 NaN  0.968759       0.125789E-001            NaN  0.843727        14.4718        5.41303        19.6736        45.7962        11.4200        1.40031                 NaN
  1250.00        500.000                 NaN  0.968759       0.125789E-001            NaN  0.843727        14.4718        5.41303        19.6736        45.7962        11.4200        1.40031                 NaN
  1246.79        500.000                 NaN  0.968759       0.125789E-001            NaN  0.843727        14.4718        5.41303        19.6736        45.7962        11.4200        1.40031                 NaN
  1243.59        500.000                 NaN  0.968759       0.125789E-001            NaN  0.843727        14.4718        5.41303        19.6736        45.7962        11.4200        1.40031                 NaN
  1240.38        500.000                 NaN  0.968759       0.125789E-001            NaN  0.843727        14.4718        5.41303        19.6736        45.7962        11.4200        1.40031                 NaN
  1237.18        500.000                 NaN  0.968759       0.125789E-001            NaN  0.843727        14.4718        5.41303        19.6736        45.7962        11.4200        1.40031                 NaN
  1233.97        500.000                 NaN  0.968759       0.125789E-001            NaN  0.843727        14.4718        5.41303        19.6736        45.7962        11.4200        1.40031                 NaN
  1230.77        500.000                 NaN  0.968756       0.122623E-001            NaN  0.760070        14.6094        8.51693        41.9713        20.2652        11.4142        1.48198                 NaN
  1227.56        500.000                 NaN  0.968756       0.122623E-001            NaN  0.760070        14.6094        8.51693        41.9713        20.2652        11.4142        1.48198                 NaN
  1224.36        500.000                 NaN  0.968756       0.122623E-001            NaN  0.760070        14.6094        8.51693        41.9713        20.2652        11.4142        1.48198                 NaN
  1221.15        500.000                 NaN  0.968756       0.122623E-001            NaN  0.760070        14.6094        8.51693        41.9713        20.2652        11.4142        1.48198                 NaN
  1217.95        500.000                 NaN  0.968756       0.122623E-001            NaN  0.760070        14.6094        8.51693        41.9713        20.2652        11.4142        1.48198                 NaN
  1214.74        500.000                 NaN  0.968756       0.122623E-001            NaN  0.760070        14.6094        8.51693        41.9713        20.2652        11.4142        1.48198                 NaN
  1211.54        500.000                 NaN  0.968756       0.122623E-001            NaN  0.760070        14.6094        8.51693        41.9713        20.2652        11.4142        1.48198                 NaN
  1208.33        500.000                 NaN  0.968756       0.122623E-001            NaN  0.760070        14.6094        8.51693        41.9713        20.2652        11.4142        1.48198                 NaN
  1205.13        500.000                 NaN  0.968754       0.119601E-001            NaN  0.695654        14.7261        11.2219        38.7451        20.6642        11.4207        1.54557                 NaN
  1201.92        500.000                 NaN  0.968754       0.119601E-001            NaN  0.695654        14.7261        11.2219        38.7451        20.6642        11.4207        1.54557                 NaN
  1198.72        500.000                 NaN  0.968754       0.119601E-001            NaN  0.695654        14.7261        11.2219        38.7451        20.6642        11.4207        1.54557                 NaN
  1195.51        500.000                 NaN  0.968754       0.119601E-001            NaN  0.695654        14.7261        11.2219        38.7451        20.6642        11.4207        1.54557                 NaN
  1192.31        500.000                 NaN  0.968754       0.119601E-001            NaN  0.695654        14.7261        11.2219        38.7451        20.6642        11.4207        1.54557                 NaN
  1189.10        500.000                 NaN  0.968754       0.119601E-001            NaN  0.695654        14.7261        11.2219        38.7451        20.6642        11.4207        1.54557                 NaN
  1185.90        500.000                 NaN  0.968754       0.119601E-001            NaN  0.695654        14.7261        11.2219        38.7451        20.6642        11.4207        1.54557                 NaN
  1182.69        500.000                 NaN  0.968754       0.119601E-001            NaN  0.695654        14.7261        11.2219        38.7451        20.6642        11.4207        1.54557                 NaN
  1179.49        500.000                 NaN  0.968752       0.116708E-001            NaN  0.647032        14.8255        13.6110        20.9275        35.9773        11.4373        1.59399                 NaN
  1176.28        500.000                 NaN  0.968752       0.116708E-001            NaN  0.647032        14.8255        13.6110        20.9275        35.9773        11.4373        1.59399                 NaN
  1173.08        500.000                 NaN  0.968752       0.116708E-001            NaN  0.647032        14.8255        13.6110        20.9275        35.9773        11.4373        1.59399                 NaN
  1169.87        500.000                 NaN  0.968752       0.116708E-001            NaN  0.647032        14.8255        13.6110        20.9275        35.9773        11.4373        1.59399                 NaN
  1166.67        500.000                 NaN  0.968752       0.116708E-001            NaN  0.647032        14.8255        13.6110        20.9275        35.9773        11.4373        1.59399                 NaN
  1163.46        500.000                 NaN  0.968752       0.116708E-001            NaN  0.647032        14.8255        13.6110        20.9275        35.9773        11.4373        1.59399                 NaN
  1160.26        500.000                 NaN  0.968752       0.116708E-001            NaN  0.647032        14.8255        13.6110        20.9275        35.9773        11.4373        1.59399                 NaN
  1157.05        500.000                 NaN  0.968752       0.116708E-001            NaN  0.647032        14.8255        13.6110        20.9275        35.9773        11.4373        1.59399                 NaN
  1153.85        500.000                 NaN  0.968750       0.113905E-001            NaN  0.611408        14.9101        15.7549        21.1020        33.5489        11.4639        1.62855                 NaN
  1150.64        500.000                 NaN  0.968750       0.113905E-001            NaN  0.611408        14.9101        15.7549        21.1020        33.5489        11.4639        1.62855                 NaN
  1147.44        500.000                 NaN  0.968750       0.113905E-001            NaN  0.611408        14.9101        15.7549        21.1020        33.5489        11.4639        1.62855                 NaN
  1144.23        500.000                 NaN  0.968750       0.113905E-001            NaN  0.611408        14.9101        15.7549        21.1020        33.5489        11.4639        1.62855                 NaN
  1141.03        500.000                 NaN  0.968750       0.113905E-001            NaN  0.611408        14.9101        15.7549        21.1020        33.5489        11.4639        1.62855                 NaN
  1137.82        500.000                 NaN  0.968750       0.113905E-001            NaN  0.611408        14.9101        15.7549        21.1020        33.5489        11.4639        1.62855                 NaN
  1134.62        500.000                 NaN  0.968750       0.113905E-001            NaN  0.611408        14.9101        15.7549        21.1020        33.5489        11.4639        1.62855                 NaN
  1131.41        500.000                 NaN  0.968750       0.113905E-001            NaN  0.611408        14.9101        15.7549        21.1020        33.5489        11.4639        1.62855                 NaN
  1128.21        500.000                 NaN  0.968749       0.111152E-001            NaN  0.586773        14.9833        17.7033        31.3909        21.2059        11.4989        1.65100                 NaN
  1125.00        500.000                 NaN  0.968749       0.111152E-001            NaN  0.586773        14.9833        17.7033        31.3909        21.2059        11.4989        1.65100                 NaN
  1121.79        500.000                 NaN  0.968749       0.111152E-001            NaN  0.586773        14.9833        17.7033        31.3909        21.2059        11.4989        1.65100                 NaN
  1118.59        500.000                 NaN  0.968749       0.111152E-001            NaN  0.586773        14.9833        17.7033        31.3909        21.2059        11.4989        1.65100                 NaN
  1115.38        500.000                 NaN  0.968749       0.111152E-001            NaN  0.586773        14.9833        17.7033        31.3909        21.2059        11.4989        1.65100                 NaN
  1112.18        500.000                 NaN  0.968749       0.111152E-001            NaN  0.586773        14.9833        17.7033        31.3909        21.2059        11.4989        1.65100                 NaN
  1108.97        500.000                 NaN  0.968749       0.111152E-001            NaN  0.586773        14.9833        17.7033        31.3909        21.2059        11.4989        1.65100                 NaN
  1105.77        500.000                 NaN  0.968749       0.111152E-001            NaN  0.586773        14.9833        17.7033        31.3909        21.2059        11.4989        1.65100                 NaN
  1102.56        500.000                 NaN  0.968748       0.108475E-001            NaN  0.571545        15.0431        19.5036        21.2607        29.4376        11.5423        1.66148                 NaN
  1099.36        500.000                 NaN  0.968748       0.108475E-001            NaN  0.571545        15.0431        19.5036        21.2607        29.4376        11.5423        1.66148                 NaN
  1096.15        500.000                 NaN  0.968748       0.108475E-001            NaN  0.571545        15.0431        19.5036        21.2607        29.4376        11.5423        1.66148                 NaN
  1092.95        500.000                 NaN  0.968748       0.108475E-001            NaN  0.571545        15.0431        19.5036        21.2607        29.4376        11.5423        1.66148                 NaN
  1089.74        500.000                 NaN  0.968747       0.107118E-001            NaN  0.567790        15.0721        20.3336        21.2659        28.5505        11.5679        1.66278                 NaN
  1086.54        500.000                 NaN  0.968747       0.107118E-001            NaN  0.567790        15.0721        20.3336        21.2659        28.5505        11.5679        1.66278                 NaN
  1083.33        500.000                 NaN  0.968747       0.106463E-001            NaN  0.566710        15.0840        20.7402        28.1194        21.2667        11.5817        1.66189                 NaN
  1080.13        500.000                 NaN  0.968747       0.106137E-001            NaN  0.566079        15.0898        20.9413        27.9087        21.2669        11.5914       0.482233E-001   1.60815     
  1076.92        500.000                 NaN  0.968747       0.105793E-001            NaN  0.565768        15.0967        21.1451        21.2665        27.6917        11.5971                 NaN   1.65767     
  1073.72        500.000                 NaN  0.968747       0.105793E-001            NaN  0.565768        15.0967        21.1451        21.2665        27.6917        11.5971                 NaN   1.65767     
  1070.51        500.000                 NaN  0.968747       0.105793E-001            NaN  0.565768        15.0967        21.1451        21.2665        27.6917        11.5971                 NaN   1.65767     
  1067.31        500.000                 NaN  0.968747       0.105793E-001            NaN  0.565768        15.0967        21.1451        21.2665        27.6917        11.5971                 NaN   1.65767     
  1064.10        500.000                 NaN  0.968747       0.105793E-001            NaN  0.565768        15.0967        21.1451        21.2665        27.6917        11.5971                 NaN   1.65767     
  1060.90        500.000                 NaN  0.968747       0.105793E-001            NaN  0.565768        15.0967        21.1451        21.2665        27.6917        11.5971                 NaN   1.65767     
  1057.69        500.000                 NaN  0.968747       0.105793E-001            NaN  0.565768        15.0967        21.1451        21.2665        27.6917        11.5971                 NaN   1.65767     
  1054.49        500.000                 NaN  0.968747       0.105793E-001            NaN  0.565768        15.0967        21.1451        21.2665        27.6917        11.5971                 NaN   1.65767     
  1051.28        500.000                 NaN  0.968746       0.103086E-001            NaN  0.567904        15.1449        22.7058        21.2511        26.0406        11.6448                 NaN   1.66584     
  1048.08        500.000                 NaN  0.968746       0.103086E-001            NaN  0.567904        15.1449        22.7058        21.2511        26.0406        11.6448                 NaN   1.66584     
  1044.87        500.000                 NaN  0.968746       0.103086E-001            NaN  0.567904        15.1449        22.7058        21.2511        26.0406        11.6448                 NaN   1.66584     
  1041.67        500.000                 NaN  0.968746       0.103086E-001            NaN  0.567904        15.1449        22.7058        21.2511        26.0406        11.6448                 NaN   1.66584     
  1038.46        500.000                 NaN  0.968746       0.103086E-001            NaN  0.567904        15.1449        22.7058        21.2511        26.0406        11.6448                 NaN   1.66584     
  1035.26        500.000                 NaN  0.968746       0.103086E-001            NaN  0.567904        15.1449        22.7058        21.2511        26.0406        11.6448                 NaN   1.66584     
  1032.05        500.000                 NaN  0.968746       0.103086E-001            NaN  0.567904        15.1449        22.7058        21.2511        26.0406        11.6448                 NaN   1.66584     
  1028.85        500.000                 NaN  0.968746       0.103086E-001            NaN  0.567904        15.1449        22.7058        21.2511        26.0406        11.6448                 NaN   1.66584     
  1025.64        500.000                 NaN  0.968745       0.100394E-001            NaN  0.577957        15.1872        24.1758        21.2099        24.5036        11.6955                 NaN   1.67129     
  1022.44        500.000                 NaN  0.968745       0.100394E-001            NaN  0.577957        15.1872        24.1758        21.2099        24.5036        11.6955                 NaN   1.67129     
  1019.23        500.000                 NaN  0.968745       0.100394E-001            NaN  0.577957        15.1872        24.1758        21.2099        24.5036        11.6955                 NaN   1.67129     
  1016.03        500.000                 NaN  0.968745       0.100394E-001            NaN  0.577957        15.1872        24.1758        21.2099        24.5036        11.6955                 NaN   1.67129     
  1012.82        500.000                 NaN  0.968745       0.100394E-001            NaN  0.577957        15.1872        24.1758        21.2099        24.5036        11.6955                 NaN   1.67129     
  1009.62        500.000                 NaN  0.968745       0.100394E-001            NaN  0.577957        15.1872        24.1758        21.2099        24.5036        11.6955                 NaN   1.67129     
  1006.41        500.000                 NaN  0.968745       0.100394E-001            NaN  0.577957        15.1872        24.1758        21.2099        24.5036        11.6955                 NaN   1.67129     
  1003.21        500.000                 NaN  0.968745       0.100394E-001            NaN  0.577957        15.1872        24.1758        21.2099        24.5036        11.6955                 NaN   1.67129     
  1000.00        500.000                 NaN  0.968745       0.976516E-002            NaN  0.595311        15.2235        25.5687        21.1471        23.0628        11.7499                 NaN   1.67421     
