|6.6.6
Archiving\03_Data\frac/QFM_m3/ALH/ALH_1.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1503.76        2500.00        98.8635                 NaN            NaN  0.107100E-001            NaN   1.12582                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.8643                 NaN            NaN  0.105235E-001            NaN   1.12517                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.8642                 NaN            NaN  0.103386E-001            NaN   1.12550                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.8649                 NaN            NaN  0.101274E-001            NaN   1.12495                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.8598                 NaN            NaN  0.996505E-002            NaN   1.13024                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.8563                 NaN            NaN  0.977166E-002            NaN   1.13390                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.8513                 NaN            NaN  0.958826E-002            NaN   1.13910                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.8403                 NaN            NaN  0.936406E-002            NaN   1.15037                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.8283                 NaN            NaN  0.915146E-002            NaN   1.16257                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.8131                 NaN            NaN  0.893315E-002            NaN   1.17797                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.7932                 NaN            NaN  0.868095E-002            NaN   1.19816                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.7626                 NaN            NaN  0.838030E-002            NaN   1.22906                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.7231                 NaN            NaN  0.802158E-002            NaN   1.26886                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.4779                 NaN            NaN  0.521019E-002            NaN  0.718457       0.798480                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.3280                 NaN            NaN  0.293323E-002            NaN  0.373406        1.29562                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.3482                 NaN            NaN  0.270043E-002            NaN  0.373610        1.27548                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.3654                 NaN            NaN  0.246728E-002            NaN  0.372381        1.25974                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.3850                 NaN            NaN  0.230278E-002            NaN  0.372805        1.23990                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.4022                 NaN            NaN  0.207814E-002            NaN  0.373270        1.22246                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.4186                 NaN            NaN  0.188551E-002            NaN   1.20742       0.372081                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.4357                 NaN  0.267833E-005  0.169017E-002            NaN  0.371575        1.19101                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.4503                 NaN  0.175749E-005  0.151347E-002            NaN   1.17776       0.370392                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.4659                 NaN            NaN  0.134058E-002            NaN  0.369928        1.16284                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.4801                 NaN            NaN  0.113562E-002            NaN  0.368290        1.15043                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.4935                 NaN            NaN  0.986345E-003            NaN   1.13868       0.366801                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.5073                 NaN            NaN  0.795135E-003            NaN  0.367839        1.12408                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.5185                 NaN            NaN  0.663850E-003            NaN  0.365808        1.11502                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.5314                 NaN  0.434269E-005  0.514268E-003            NaN  0.363776        1.10431                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.5422                 NaN            NaN  0.334100E-003            NaN  0.362515        1.09498                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.5510                 NaN            NaN  0.181273E-003            NaN   1.08810       0.360734                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.5644                 NaN            NaN  0.694425E-004            NaN   1.07575       0.359797                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.5725                 NaN            NaN  0.537689E-003            NaN  0.360620        1.06631                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.5817                 NaN            NaN            NaN            NaN  0.354111        1.06417                 NaN            NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.5906                 NaN            NaN  0.311689E-002            NaN   1.04139       0.364886                 NaN            NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.5971                 NaN            NaN            NaN            NaN   1.04968       0.353169                 NaN            NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.6054                 NaN            NaN            NaN            NaN  0.350421        1.04416                 NaN            NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        98.6127                 NaN            NaN            NaN            NaN  0.350639        1.03661                 NaN            NaN            NaN            NaN            NaN            NaN
  1411.03        2500.00        98.1365                 NaN            NaN            NaN            NaN   1.01969       0.612502                 NaN            NaN  0.231292                 NaN            NaN            NaN
  1408.52        2500.00        96.8090                 NaN  0.273507                 NaN            NaN  0.846224        1.16507                 NaN            NaN  0.906190                 NaN            NaN            NaN
  1406.02        2500.00        96.7531                 NaN  0.688609                 NaN            NaN   1.49011       0.835334E-001            NaN            NaN  0.984632                 NaN            NaN            NaN
  1403.51        2500.00        96.8249                 NaN  0.687282                 NaN            NaN  0.415860E-001   1.48387                 NaN            NaN  0.962361                 NaN            NaN            NaN
  1401.00        2500.00        96.8892                 NaN  0.685555                 NaN            NaN  0.392633E-002   1.47897                 NaN            NaN  0.942332                 NaN            NaN            NaN
  1398.50        2500.00        96.9155                 NaN  0.650719                 NaN            NaN   1.42439       0.818940E-001            NaN            NaN  0.927515                 NaN            NaN            NaN
  1395.99        2500.00        97.0200                 NaN  0.662695                 NaN            NaN   1.41934                 NaN            NaN            NaN  0.897937                 NaN            NaN            NaN
  1393.48        2500.00        97.0606                 NaN  0.654815                 NaN            NaN   1.40058                 NaN            NaN            NaN  0.884012                 NaN            NaN            NaN
  1390.98        2500.00        97.1130                 NaN  0.635704                 NaN            NaN   1.38640                 NaN            NaN            NaN  0.864906                 NaN            NaN            NaN
  1388.47        2500.00        97.1679                 NaN  0.631210                 NaN            NaN   1.35375                 NaN            NaN            NaN  0.847107                 NaN            NaN            NaN
  1385.96        2500.00        97.2144                 NaN  0.619804                 NaN            NaN   1.33565                 NaN            NaN            NaN  0.830098                 NaN            NaN            NaN
  1383.46        2500.00        97.2531                 NaN  0.620166                 NaN            NaN   1.30763                 NaN            NaN            NaN  0.819147                 NaN            NaN            NaN
  1380.95        2500.00        97.3228                 NaN  0.605872                 NaN            NaN   1.27770                 NaN            NaN            NaN  0.793656                 NaN            NaN            NaN
  1378.45        2500.00        97.3596                 NaN  0.603377                 NaN            NaN   1.25545                 NaN            NaN            NaN  0.781608                 NaN            NaN            NaN
  1375.94        2500.00        97.3899                 NaN  0.584549                 NaN            NaN   1.25699                 NaN            NaN            NaN  0.768580                 NaN            NaN            NaN
  1373.43        2500.00        97.4422                 NaN  0.575019                 NaN            NaN   1.23154                 NaN            NaN            NaN  0.751281                 NaN            NaN            NaN
  1370.93        2500.00        97.4992                 NaN  0.571577                 NaN            NaN   1.19678                 NaN            NaN            NaN  0.732430                 NaN            NaN            NaN
  1368.42        2500.00        97.5290                 NaN  0.563908                 NaN            NaN   1.18551                 NaN            NaN            NaN  0.721565                 NaN            NaN            NaN
  1365.91        2500.00        97.5680                 NaN  0.558577                 NaN            NaN   1.16508                 NaN            NaN            NaN  0.708343                 NaN            NaN            NaN
  1363.41        2500.00        97.6026                 NaN  0.548600                 NaN            NaN   1.15336                 NaN            NaN            NaN  0.695393                 NaN            NaN            NaN
  1360.90        2500.00        97.6419                 NaN  0.535230                 NaN            NaN   1.14149                 NaN            NaN            NaN  0.681420                 NaN            NaN            NaN
  1358.40        2500.00        97.6715                 NaN  0.537829                 NaN            NaN   1.11956                 NaN            NaN            NaN  0.671070                 NaN            NaN            NaN
  1355.89        2500.00        97.7136                 NaN  0.517225                 NaN            NaN   1.11393                 NaN            NaN            NaN  0.655264                 NaN            NaN            NaN
  1353.38        2500.00        97.7427                 NaN  0.505023                 NaN            NaN   1.10810                 NaN            NaN            NaN  0.644182                 NaN            NaN            NaN
  1350.88        2500.00        97.7749                 NaN  0.500570                 NaN            NaN   1.09113                 NaN            NaN            NaN  0.633414                 NaN            NaN            NaN
  1348.37        2500.00        97.8066                 NaN  0.485916                 NaN            NaN   1.08644                 NaN            NaN            NaN  0.621033                 NaN            NaN            NaN
  1345.86        2500.00        97.8333                 NaN  0.479612                 NaN            NaN   1.07592                 NaN            NaN            NaN  0.611164                 NaN            NaN            NaN
  1343.36        2500.00        97.8611                 NaN  0.468941                 NaN            NaN   1.06935                 NaN            NaN            NaN  0.600597                 NaN            NaN            NaN
  1340.85        2500.00        97.8924                 NaN  0.458806                 NaN            NaN   1.05911                 NaN            NaN            NaN  0.589694                 NaN            NaN            NaN
  1338.35        2500.00        97.7264                 NaN  0.436444                 NaN            NaN   1.12975                 NaN            NaN            NaN  0.619768       0.876791E-001            NaN            NaN
  1335.84        2500.00        97.6604                 NaN  0.424056                 NaN            NaN   1.15320                 NaN            NaN            NaN  0.629455       0.132927                 NaN            NaN
  1333.33        2500.00        97.7051                 NaN  0.416238                 NaN            NaN   1.13325                 NaN            NaN            NaN  0.616771       0.128682                 NaN            NaN
  1330.83        2500.00        97.7521                 NaN  0.407032                 NaN            NaN   1.11332                 NaN            NaN            NaN  0.603174       0.124329                 NaN            NaN
  1328.32        2500.00        97.7971                 NaN  0.402819                 NaN            NaN   1.08871                 NaN            NaN            NaN  0.590867       0.120522                 NaN            NaN
  1325.81        2500.00        97.8422                 NaN  0.393877                 NaN            NaN   1.06962                 NaN            NaN            NaN  0.577861       0.116414                 NaN            NaN
  1323.31        2500.00        97.8847                 NaN  0.384952                 NaN            NaN   1.05208                 NaN            NaN            NaN  0.565708       0.112570                 NaN            NaN
  1320.80        2500.00        97.9259                 NaN  0.375764                 NaN            NaN   1.03577                 NaN            NaN            NaN  0.553831       0.108764                 NaN            NaN
  1318.30        2500.00        97.9667                 NaN  0.364933                 NaN            NaN   1.02139                 NaN            NaN            NaN  0.541980       0.104947                 NaN            NaN
  1315.79        2500.00        98.0066                 NaN  0.356715                 NaN            NaN   1.00453                 NaN            NaN            NaN  0.530766       0.101370                 NaN            NaN
  1313.28        2500.00        98.0488                 NaN  0.347157                 NaN            NaN  0.987276                 NaN            NaN            NaN  0.518875       0.978938E-001            NaN            NaN
  1310.78        2500.00        98.0835                 NaN  0.335268                 NaN            NaN  0.978650                 NaN            NaN            NaN  0.508325       0.942872E-001            NaN            NaN
  1308.27        2500.00        98.1203                 NaN  0.325889                 NaN            NaN  0.965012                 NaN            NaN            NaN  0.497848       0.909266E-001            NaN            NaN
  1305.76        2500.00        98.1575                 NaN  0.315473                 NaN            NaN  0.952203                 NaN            NaN            NaN  0.487225       0.876387E-001            NaN            NaN
  1303.26        2500.00        98.1930                 NaN  0.306445                 NaN            NaN  0.938889                 NaN            NaN            NaN  0.477353       0.843195E-001            NaN            NaN
  1300.75        2500.00        98.2299                 NaN  0.291783                 NaN            NaN  0.930807                 NaN            NaN            NaN  0.466322       0.811976E-001            NaN            NaN
  1298.25        2500.00        98.2628                 NaN  0.283432                 NaN            NaN  0.918489                 NaN            NaN            NaN  0.457191       0.780410E-001            NaN            NaN
  1295.74        2500.00        68.7645                 NaN   2.21970                 NaN            NaN   7.71468                 NaN            NaN            NaN   4.22298       0.996923        16.0813                 NaN
  1293.23        2500.00        72.2940                 NaN   1.88725                 NaN            NaN   7.08041                 NaN            NaN            NaN   3.74737       0.854443        14.1365                 NaN
  1290.73        2500.00        77.1762                 NaN   1.46510                 NaN            NaN   6.07479                 NaN            NaN            NaN   3.10318       0.684006        11.4967                 NaN
  1288.22        2500.00        80.7500                 NaN   1.12267                 NaN            NaN   5.35799                 NaN            NaN            NaN   2.62954       0.560449        9.57936                 NaN
  1285.71        2500.00        83.3554                 NaN  0.853903                 NaN            NaN   4.85149                 NaN            NaN            NaN   2.28247       0.470301        8.18641                 NaN
  1283.21        2500.00        84.8201                 NaN  0.651917                 NaN            NaN   4.60084                 NaN            NaN            NaN   2.09546       0.416676        7.41498                 NaN
  1280.70        2500.00        84.2915                 NaN  0.826613                 NaN            NaN   4.72698                 NaN            NaN            NaN   2.18961       0.449902        7.51543                 NaN
  1278.20        2500.00        81.9303                 NaN            NaN            NaN            NaN   6.17772                 NaN            NaN            NaN   2.45593       0.488381        8.94762                 NaN
  1275.69        2500.00        98.7706                 NaN            NaN            NaN            NaN  0.916271                 NaN            NaN            NaN  0.151403                 NaN  0.161744                 NaN
  1273.18        2500.00        90.0120                 NaN            NaN            NaN            NaN   3.79748                 NaN            NaN            NaN   1.40275       0.169694        4.61809                 NaN
  1270.68        2500.00        90.6882                 NaN            NaN            NaN            NaN   3.43019                 NaN            NaN            NaN   1.30559       0.208155        4.36787                 NaN
  1268.17        2500.00        91.7879                 NaN            NaN            NaN            NaN   3.06987                 NaN            NaN            NaN   1.14892       0.177815        3.81548                 NaN
  1265.66        2500.00        87.6780                 NaN            NaN            NaN            NaN   4.41477                 NaN            NaN            NaN   1.74909       0.277367        5.88080                 NaN
  1263.16        2500.00        96.1577                 NaN            NaN            NaN            NaN   1.37011                 NaN            NaN            NaN  0.484249       0.868865E-001   1.90104                 NaN
  1260.65        2500.00        95.0965                 NaN            NaN            NaN            NaN   1.15291       0.575006                 NaN            NaN  0.644390       0.145680        2.38550                 NaN
  1258.15        2500.00        93.9179                 NaN            NaN            NaN            NaN   2.15160                 NaN            NaN            NaN   1.00286       0.111172        2.81650                 NaN
  1255.64        2500.00        94.4297                 NaN            NaN            NaN            NaN   2.39735                 NaN            NaN            NaN  0.672066       0.105408        2.39547                 NaN
  1253.13        2500.00        94.2977                 NaN            NaN            NaN            NaN   2.02136                 NaN            NaN            NaN  0.831152       0.159634        2.69014                 NaN
  1250.63        2500.00        94.6473                 NaN            NaN            NaN            NaN  0.723271        1.10865                 NaN            NaN  0.708126       0.114608        2.69803                 NaN
  1248.12        2500.00        96.0996                 NaN            NaN            NaN            NaN   1.30738                 NaN            NaN            NaN  0.473616       0.101112        2.01828                 NaN
  1245.61        2500.00        78.3074                 NaN   1.94237                 NaN            NaN  0.264435                 NaN            NaN            NaN   2.00169       0.536511        11.4302        5.51736     
  1243.11        2500.00        94.3542                 NaN            NaN            NaN            NaN   2.74360        1.69608                 NaN            NaN   1.20613                 NaN            NaN            NaN
  1240.60        2500.00        99.3013                 NaN            NaN            NaN            NaN  0.472587                 NaN            NaN            NaN  0.146025                 NaN  0.800479E-001            NaN
  1238.10        2500.00        97.4248                 NaN            NaN            NaN            NaN   1.05072                 NaN            NaN            NaN  0.270485       0.203621E-001   1.23364                 NaN
  1235.59        2500.00        96.8712                 NaN            NaN            NaN            NaN   1.14644                 NaN            NaN            NaN  0.395513                 NaN   1.58682                 NaN
  1233.08        2500.00        82.3442                 NaN            NaN            NaN            NaN  0.308040        3.09665                 NaN            NaN   1.67520       0.198808        7.28255        5.09451     
  1230.58        2500.00        71.9608                 NaN            NaN            NaN            NaN   1.56193       0.611083E-004   2.64757       0.374315E-004   2.42202       0.391519        11.8219        9.19421     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN   2.90645        13.3482       0.587208E-004            NaN   8.42116        1.06033        43.6586        30.6052     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN  0.507552        10.0810        5.73107       0.205920E-004   8.46804        1.01118        43.5967        30.6044     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN   3.70270        12.7319                 NaN            NaN   8.56362       0.973857        43.4075        30.6204     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN   2.44391        13.9835                 NaN            NaN   8.56496       0.974696        43.4146        30.6184     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN   2.72118        13.5314       0.495128E-005            NaN   8.42881        1.04767        43.6757        30.5952     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN   2.63844        13.6295       0.188013E-004            NaN   8.40742        1.05309        43.6699        30.6016     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN   12.0718        4.28963       0.201709E-005            NaN   8.46081        1.02873        43.5318        30.6173     
  1210.53        2500.00                 NaN            NaN   5.49878                 NaN            NaN   7.91978       0.315192E-002            NaN            NaN   8.11711        1.40411        45.0529        32.0042     
  1208.02        2500.00                 NaN            NaN   5.50076                 NaN            NaN   7.92724       0.275341E-002            NaN            NaN   8.11919        1.40146        45.0422        32.0063     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN   12.1563        4.23012                 NaN            NaN   8.49649        1.01163        43.4865        30.6190     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN   2.65277        13.6419       0.439019E-005            NaN   8.45744        1.03193        43.6127        30.6032     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN   11.2141        5.12504                 NaN            NaN   8.54749       0.998716        43.5091        30.6055     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN   12.2010        4.19358                 NaN            NaN   8.50990        1.00787        43.4668        30.6208     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN  0.710342E-001   12.3838        3.95328                 NaN   8.51827        1.00336        43.4456        30.6247     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN  0.699970E-001   12.4252        3.92182                 NaN   8.52683        1.00448        43.4232        30.6284     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN  0.684829E-001   12.4507        3.90181                 NaN   8.52740       0.998098        43.4273        30.6262     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN  0.671734E-001   12.4674        3.89221                 NaN   8.53175       0.995903        43.4184        30.6271     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN  0.115265E-001   12.3995        4.00935                 NaN   8.54761       0.995036        43.4111        30.6259     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN  0.113793E-001   12.2500        4.16868                 NaN   8.53555       0.989826        43.4166        30.6280     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN  0.112305E-001   12.4043        4.01711                 NaN   8.56610       0.984383        43.3899        30.6269     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN  0.110811E-001   12.4891        3.93349                 NaN   8.55116       0.987577        43.3982        30.6294     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN  0.109308E-001   12.5941        3.83923                 NaN   8.56196       0.980699        43.3830        30.6301     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN  0.107802E-001   12.6535        3.79400                 NaN   8.55713       0.983423        43.3689        30.6323     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN  0.106761E-001   13.3503        3.08331                 NaN   8.64715       0.983461        43.2968        30.6283     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN  0.104761E-001   13.2501        3.18363                 NaN   8.65020       0.982109        43.2959        30.6275     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN  0.103177E-001   13.3646        3.07658                 NaN   8.66084       0.975300        43.2848        30.6275     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN  0.101581E-001   13.6330        2.81211                 NaN   8.64855       0.976776        43.2933        30.6261     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN  0.100020E-001   13.1480        3.29218                 NaN   8.65671       0.975401        43.2927        30.6250     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN  0.984649E-002   13.5061        2.95597                 NaN   8.66687       0.969386        43.2622        30.6297     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN  0.969194E-002   13.6092        2.86471                 NaN   8.67169       0.966367        43.2464        30.6319     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN  0.952871E-002   13.5655        2.90892                 NaN   8.67443       0.964360        43.2465        30.6307     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN  0.937580E-002   13.5088        2.96398                 NaN   8.67565       0.965567        43.2454        30.6312     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN  0.922362E-002   13.6246        2.84618                 NaN   8.68238       0.961658        43.2473        30.6287     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN  0.907231E-002   13.6741        2.80210                 NaN   8.69208       0.959449        43.2325        30.6308     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN  0.892175E-002   13.5649        2.92518                 NaN   8.69543       0.957253        43.2146        30.6337     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN  0.877260E-002   13.5765        2.91648                 NaN   8.70057       0.954572        43.2092        30.6339     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN  0.862462E-002   13.7166        2.78090                 NaN   8.70940       0.950466        43.1992        30.6347     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN  0.847828E-002   13.7134        2.78840                 NaN   8.71109       0.949160        43.1944        30.6351     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN  0.833297E-002   13.7171        2.78967                 NaN   8.71281       0.947804        43.1885        30.6357     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN  0.891308E-003   12.4556        3.99733                 NaN   8.74081       0.945065        43.2389        30.6215     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN   13.5909        2.93840                 NaN            NaN   8.71073       0.949004        43.1712        30.6398     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN  0.566189E-003   12.5258        3.93694                 NaN   8.75800       0.940264        43.2155        30.6229     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN  0.645149E-003   12.5603        3.90642                 NaN   8.76678       0.938283        43.2041        30.6235     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN   13.4121        3.13505       0.165802E-005            NaN   8.72254       0.945018        43.1397        30.6455     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN  0.561252E-003   12.6049        3.87172                 NaN   8.77892       0.934150        43.1847        30.6250     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN  0.553005E-003   12.6115        3.87199                 NaN   8.78527       0.931916        43.1724        30.6264     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN  0.201777E-002   13.7076        2.85798                 NaN   8.73241       0.934240        43.1209        30.6449     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN  0.154558E-003   12.6320        3.86219                 NaN   8.79633       0.927280        43.1540        30.6281     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN  0.312965E-003   12.6468        3.85356                 NaN   8.80270       0.924748        43.1428        30.6291     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN  0.408744E-003   12.6786        3.82547                 NaN   8.81191       0.923045        43.1308        30.6297     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN  0.150874E-002   13.5823        3.01113                 NaN   8.74865       0.928626        43.0742        30.6536     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN  0.343391E-003   12.7063        3.80872                 NaN   8.82487       0.918498        43.1096        30.6316     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN  0.316299E-003   12.6905        3.83123                 NaN   8.82989       0.915472        43.0999        30.6327     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN   12.5434        3.98892                 NaN            NaN   8.83507       0.912323        43.0852        30.6350     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN   12.7050        3.82890                 NaN            NaN   8.84219       0.910932        43.0781        30.6349     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN   12.8012        3.74391                 NaN            NaN   8.85314       0.906158        43.0587        30.6369     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN   12.7970        3.75333                 NaN            NaN   8.85921       0.903941        43.0489        30.6377     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN   12.7960        3.76014                 NaN            NaN   8.86552       0.901532        43.0381        30.6387     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN  0.727846E-003   12.7167        3.83745                 NaN   8.86978       0.902003        43.0347        30.6387     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN   12.6882        3.87278                 NaN            NaN   8.87460       0.899421        43.0251        30.6398     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN   12.7084        3.85855                 NaN            NaN   8.88150       0.896914        43.0138        30.6409     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN   12.7946        3.78429                 NaN            NaN   8.89155       0.892154        42.9945        30.6429     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN   12.7985        3.78641                 NaN            NaN   8.89818       0.889666        42.9833        30.6440     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN   12.7914        3.80006                 NaN            NaN   8.90615       0.886970        42.9702        30.6453     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN   12.7134        3.87683                 NaN            NaN   8.90742       0.887317        42.9699        30.6452     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN  0.106515E-003   12.7099        3.88604                 NaN   8.91374       0.884944        42.9589        30.6463     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN  0.859438E-004   12.7061        3.89571                 NaN   8.91999       0.882589        42.9481        30.6474     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN  0.878440E-004   12.6977        3.90981                 NaN   8.92614       0.880275        42.9374        30.6486     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN  0.803162E-004   12.6906        3.92279                 NaN   8.93252       0.877901        42.9264        30.6497     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN  0.688011E-004   12.6834        3.93599                 NaN   8.93853       0.875558        42.9156        30.6509     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN   12.6750        3.95016                 NaN            NaN   8.94538       0.873136        42.9043        30.6520     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN  0.592145E-004   12.6479        3.98262                 NaN   8.95103       0.871073        42.8941        30.6532     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN   12.6679        3.96911                 NaN            NaN   8.95799       0.868395        42.8822        30.6544     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN   12.6577        3.98536                 NaN            NaN   8.96411       0.865991        42.8712        30.6556     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN   12.6451        4.00405                 NaN            NaN   8.97033       0.863655        42.8600        30.6569     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN   12.6344        4.02080                 NaN            NaN   8.97623       0.861237        42.8493        30.6581     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN   12.6035        4.05732                 NaN            NaN   8.98162       0.859120        42.8391        30.6594     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN   12.5992        4.06744                 NaN            NaN   8.98830       0.856709        42.8278        30.6606     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN  0.898996E-004   12.5769        4.09600                 NaN   8.99366       0.854408        42.8171        30.6619     
