|6.6.6
Archiving\03_Data\DfracLP/QFM_m1.75/WD94/WD94_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1428.57        500.000        98.6287                 NaN  0.500184E-005            NaN            NaN   1.03349       0.337802                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.6451                 NaN  0.567201E-005            NaN            NaN  0.332487        1.02243                 NaN            NaN            NaN            NaN
  1423.56        500.000        98.6631                 NaN            NaN            NaN            NaN  0.330173        1.00671                 NaN            NaN            NaN            NaN
  1421.05        500.000        98.6750                 NaN            NaN            NaN            NaN   1.00268       0.322325                 NaN            NaN            NaN            NaN
  1418.55        500.000        98.6998                 NaN            NaN            NaN            NaN  0.978454       0.321789                 NaN            NaN            NaN            NaN
  1416.04        500.000        98.7107                 NaN            NaN            NaN            NaN  0.317345       0.971979                 NaN            NaN            NaN            NaN
  1413.53        500.000        96.9133                 NaN            NaN            NaN            NaN   1.12260        1.09169       0.872405                 NaN            NaN            NaN
  1411.03        500.000        96.1591                 NaN            NaN            NaN            NaN   1.46808        1.11988        1.25296                 NaN            NaN            NaN
  1408.52        500.000        96.2753                 NaN            NaN            NaN            NaN   1.08667        1.42336        1.21462                 NaN            NaN            NaN
  1406.02        500.000        96.3834                 NaN            NaN            NaN            NaN   1.38246        1.05540        1.17875                 NaN            NaN            NaN
  1403.51        500.000        96.4855                 NaN            NaN            NaN            NaN   1.02712        1.34280        1.14462                 NaN            NaN            NaN
  1401.00        500.000        96.5862                 NaN            NaN            NaN            NaN  0.996539        1.30637        1.11091                 NaN            NaN            NaN
  1398.50        500.000        96.6764                 NaN            NaN            NaN            NaN   1.27131       0.971909        1.08042                 NaN            NaN            NaN
  1395.99        500.000        96.7647                 NaN            NaN            NaN            NaN  0.944249        1.24024        1.05084                 NaN            NaN            NaN
  1393.48        500.000        96.8476                 NaN            NaN            NaN            NaN  0.919891        1.20988        1.02259                 NaN            NaN            NaN
  1390.98        500.000        96.9254                 NaN            NaN            NaN            NaN   1.18242       0.896234       0.995898                 NaN            NaN            NaN
  1388.47        500.000        96.9997                 NaN            NaN            NaN            NaN   1.15671       0.872693       0.970853                 NaN            NaN            NaN
  1385.96        500.000        97.0715                 NaN            NaN            NaN            NaN   1.13216       0.850483       0.945845                 NaN            NaN            NaN
  1383.46        500.000        97.1272                 NaN  0.389975                 NaN            NaN  0.273870        1.20865        1.00028                 NaN            NaN            NaN
  1380.95        500.000        97.2071                 NaN  0.497860                 NaN            NaN  0.434303E-002   1.29733       0.993401                 NaN            NaN            NaN
  1378.45        500.000        97.2695                 NaN  0.490043                 NaN            NaN  0.166511E-002   1.26755       0.971279                 NaN            NaN            NaN
  1375.94        500.000        97.3341                 NaN  0.482087                 NaN            NaN   1.23579                 NaN  0.948070                 NaN            NaN            NaN
  1373.43        500.000        97.3936                 NaN  0.463196                 NaN            NaN   1.19377       0.244442E-001  0.924993                 NaN            NaN            NaN
  1370.93        500.000        97.4226                 NaN  0.460758                 NaN            NaN   1.19703       0.511586E-002  0.914467                 NaN            NaN            NaN
  1368.42        500.000        97.5278                 NaN  0.473552                 NaN            NaN   1.11832                 NaN  0.880366                 NaN            NaN            NaN
  1365.91        500.000        97.5824                 NaN  0.456139                 NaN            NaN   1.10236                 NaN  0.859140                 NaN            NaN            NaN
  1363.41        500.000        97.6245                 NaN  0.460419                 NaN            NaN   1.06857                 NaN  0.846510                 NaN            NaN            NaN
  1360.90        500.000        97.6959                 NaN  0.443913                 NaN            NaN   1.04310                 NaN  0.817060                 NaN            NaN            NaN
  1358.40        500.000        97.7377                 NaN  0.437049                 NaN            NaN   1.02285                 NaN  0.802397                 NaN            NaN            NaN
  1355.89        500.000        97.5807                 NaN  0.517980                 NaN            NaN   1.02513                 NaN  0.876179                 NaN            NaN            NaN
  1353.38        500.000        98.0500                 NaN  0.369437                 NaN            NaN  0.904646                 NaN  0.675893                 NaN            NaN            NaN
  1350.88        500.000        97.8871                 NaN  0.424182                 NaN            NaN  0.941005                 NaN  0.747734                 NaN            NaN            NaN
  1348.37        500.000        97.9271                 NaN  0.421707                 NaN            NaN  0.918477                 NaN  0.732672                 NaN            NaN            NaN
  1345.86        500.000        97.9757                 NaN  0.412584                 NaN            NaN  0.897425                 NaN  0.714319                 NaN            NaN            NaN
  1343.36        500.000        98.0173                 NaN  0.408864                 NaN            NaN  0.875061                 NaN  0.698798                 NaN            NaN            NaN
  1340.85        500.000        7.70835        88.3785       0.982917                 NaN            NaN   1.47953                 NaN   1.45075                 NaN            NaN            NaN
  1338.35        500.000        15.1004        81.4249       0.888702                 NaN            NaN   1.30422                 NaN   1.28188                 NaN            NaN            NaN
  1335.84        500.000        20.9973        76.1910       0.717369                 NaN            NaN   1.06677                 NaN   1.02756                 NaN            NaN            NaN
  1333.33        500.000        25.7625        71.8902       0.596381                 NaN            NaN  0.900641                 NaN  0.850354                 NaN            NaN            NaN
  1330.83        500.000        29.6555        68.3386       0.505956                 NaN            NaN  0.779915                 NaN  0.720033                 NaN            NaN            NaN
  1328.32        500.000        32.8784        65.3718       0.437616                 NaN            NaN  0.689467                 NaN  0.622749                 NaN            NaN            NaN
  1325.81        500.000        35.5684        62.8807       0.383864                 NaN            NaN  0.619475                 NaN  0.547541                 NaN            NaN            NaN
  1323.31        500.000        37.8142        60.7945       0.341445                 NaN            NaN  0.562598                 NaN  0.487289                 NaN            NaN            NaN
  1320.80        500.000        39.6963        59.0363       0.307771                 NaN            NaN  0.519322                 NaN  0.440264                 NaN            NaN            NaN
  1318.30        500.000        41.2686        57.5666       0.279464                 NaN            NaN  0.483775                 NaN  0.401559                 NaN            NaN            NaN
  1315.79        500.000        42.5717        56.3473       0.256584                 NaN            NaN  0.454421                 NaN  0.369951                 NaN            NaN            NaN
  1313.28        500.000        43.6330        55.3539       0.237327                 NaN            NaN  0.431757                 NaN  0.343998                 NaN            NaN            NaN
  1310.78        500.000        99.0455                 NaN  0.220667                 NaN            NaN  0.411968                 NaN  0.321887                 NaN            NaN            NaN
  1308.27        500.000        99.0901                 NaN  0.207379                 NaN            NaN  0.398130                 NaN  0.304385                 NaN            NaN            NaN
  1305.76        500.000        99.1276                 NaN  0.195998                 NaN            NaN  0.386604                 NaN  0.289797                 NaN            NaN            NaN
  1303.26        500.000        99.1563                 NaN  0.186715                 NaN            NaN  0.378826                 NaN  0.278184                 NaN            NaN            NaN
  1300.75        500.000        99.1759                 NaN  0.179438                 NaN            NaN  0.375018                 NaN  0.269689                 NaN            NaN            NaN
  1298.25        500.000        99.1884                 NaN  0.173706                 NaN            NaN  0.374242                 NaN  0.263606                 NaN            NaN            NaN
  1295.74        500.000        99.1172                 NaN  0.191609                 NaN            NaN  0.395426                 NaN  0.295814                 NaN            NaN            NaN
  1293.23        500.000        99.2715                 NaN  0.147065                 NaN            NaN  0.358847                 NaN  0.222596                 NaN            NaN            NaN
  1290.73        500.000        99.1719                 NaN  0.168245                 NaN            NaN  0.395278                 NaN  0.264554                 NaN            NaN            NaN
  1288.22        500.000        99.1614                 NaN  0.164586                 NaN            NaN  0.411359                 NaN  0.262662                 NaN            NaN            NaN
  1285.71        500.000        99.1167                 NaN  0.169722                 NaN            NaN  0.437102                 NaN  0.276428                 NaN            NaN            NaN
  1283.21        500.000        99.0637                 NaN  0.174686                 NaN            NaN  0.470752                 NaN  0.290859                 NaN            NaN            NaN
  1280.70        500.000        98.9866                 NaN  0.182402                 NaN            NaN  0.518661                 NaN  0.312327                 NaN            NaN            NaN
  1278.20        500.000        98.8704                 NaN  0.194376                 NaN            NaN  0.590067                 NaN  0.345204                 NaN            NaN            NaN
  1275.69        500.000        98.7148                 NaN  0.209673                 NaN            NaN  0.685495                 NaN  0.390050                 NaN            NaN            NaN
  1273.18        500.000        98.4252                 NaN  0.233199                 NaN            NaN  0.870286                 NaN  0.471320                 NaN            NaN            NaN
  1270.68        500.000        97.9586                 NaN  0.260156                 NaN            NaN   1.17728                 NaN  0.603918                 NaN            NaN            NaN
  1268.17        500.000        96.5849                 NaN  0.232481                 NaN            NaN   2.13129                 NaN  0.986556       0.647444E-001            NaN            NaN
  1265.66        500.000        98.9286                 NaN  0.135206                 NaN            NaN  0.556296                 NaN  0.342542       0.373557E-001            NaN            NaN
  1263.16        500.000        98.9582                 NaN  0.134961                 NaN            NaN  0.537946                 NaN  0.332774       0.361237E-001            NaN            NaN
  1260.65        500.000        98.9868                 NaN  0.133015                 NaN            NaN  0.521901                 NaN  0.323437       0.348398E-001            NaN            NaN
  1258.15        500.000        99.0140                 NaN  0.129805                 NaN            NaN  0.508997                 NaN  0.313684       0.334946E-001            NaN            NaN
  1255.64        500.000        99.0414                 NaN  0.127197                 NaN            NaN  0.494406                 NaN  0.304683       0.322890E-001            NaN            NaN
  1253.13        500.000        99.0675                 NaN  0.123760                 NaN            NaN  0.481860                 NaN  0.295840       0.310169E-001            NaN            NaN
  1250.63        500.000        99.0934                 NaN  0.119847                 NaN            NaN  0.469808                 NaN  0.287159       0.297799E-001            NaN            NaN
  1248.12        500.000        99.1183                 NaN  0.116606                 NaN            NaN  0.457756                 NaN  0.278724       0.286000E-001            NaN            NaN
  1245.61        500.000        99.1429                 NaN  0.112293                 NaN            NaN  0.447033                 NaN  0.270411       0.273810E-001            NaN            NaN
  1243.11        500.000        95.8472                 NaN  0.197501                 NaN            NaN  0.928807                 NaN  0.595751       0.801663E-001   2.35053                 NaN
  1240.60        500.000        95.3601                 NaN  0.200936                 NaN            NaN  0.987810                 NaN  0.631505       0.855200E-001   2.73409                 NaN
  1238.10        500.000        95.6552                 NaN  0.181983                 NaN            NaN  0.933897                 NaN  0.589265       0.782367E-001   2.56137                 NaN
  1235.59        500.000        95.9255                 NaN  0.162450                 NaN            NaN  0.886670                 NaN  0.550768       0.714639E-001   2.40314                 NaN
  1233.08        500.000        96.1627                 NaN  0.148237                 NaN            NaN  0.842217                 NaN  0.515959       0.655579E-001   2.26533                 NaN
  1230.58        500.000        96.3829                 NaN  0.130814                 NaN            NaN  0.805923                 NaN  0.483966       0.599158E-001   2.13644                 NaN
  1228.07        500.000        96.5823                 NaN  0.109710                 NaN            NaN  0.779910                 NaN  0.454890       0.544521E-001   2.01871                 NaN
  1225.56        500.000        96.7586                 NaN  0.882090E-001            NaN            NaN  0.761969                 NaN  0.428982       0.494151E-001   1.91280                 NaN
  1223.06        500.000        96.9047                 NaN  0.502718E-001            NaN            NaN  0.775387                 NaN  0.407452       0.438372E-001   1.81839                 NaN
  1220.55        500.000        96.6361                 NaN            NaN            NaN            NaN  0.717235       0.165478       0.450219       0.403389E-001   1.99059                 NaN
  1218.05        500.000        97.5366                 NaN            NaN            NaN            NaN  0.572848       0.121521       0.304268       0.357992E-001   1.42899                 NaN
  1215.54        500.000        96.5679                 NaN  0.392012                 NaN            NaN            NaN            NaN  0.508561       0.632695E-001   2.46822                 NaN
  1213.03        500.000        95.2627                 NaN            NaN            NaN            NaN   1.21917                 NaN  0.412186       0.216466E-001   1.75188        1.33241     
  1210.53        500.000        71.8997                 NaN  0.273714E-002            NaN            NaN   1.92949        1.43265        2.34910       0.133336        11.0567        11.1963     
  1208.02        500.000        66.1333                 NaN   1.00059                 NaN            NaN  0.567490        1.77704        2.89916       0.186536        13.6396        13.7962     
  1205.51        500.000        84.1917                 NaN  0.676928E-001            NaN            NaN   2.36950                 NaN   1.22640       0.712287E-001   5.83613        6.23740     
  1203.01        500.000        63.3906                 NaN  0.954367                 NaN            NaN   2.83932                 NaN   3.07791       0.192071        13.9557        15.5900     
  1200.50        500.000        97.7439                 NaN            NaN            NaN            NaN  0.498737                 NaN  0.101736       0.107469E-001   1.64489                 NaN
  1197.99        500.000        86.9690                 NaN            NaN            NaN            NaN   1.67347                 NaN   1.08113       0.463377E-001   5.25216        4.97785     
  1195.49        500.000        76.2916                 NaN  0.593920                 NaN            NaN   1.56583                 NaN   1.90907       0.117823        9.54745        9.97436     
  1192.98        500.000        86.2071                 NaN  0.310170                 NaN            NaN   1.19925                 NaN   1.14804       0.709274E-001   5.92465        5.13987     
  1190.48        500.000        79.8494                 NaN  0.376586                 NaN            NaN   1.50290                 NaN   1.48047       0.909341E-001   8.07654        8.62315     
  1187.97        500.000        57.8155                 NaN  0.750500                 NaN            NaN   2.86135                 NaN   3.03691       0.192234        18.2888        17.0547     
  1185.46        500.000                 NaN            NaN   1.74607                 NaN            NaN   6.17498                 NaN   7.00282       0.445374        43.5501        41.0806     
  1182.96        500.000                 NaN            NaN   1.76944                 NaN            NaN   6.13585       0.926225E-006   7.00134       0.446639        43.5538        41.0929     
  1180.45        500.000                 NaN            NaN   1.73064                 NaN            NaN   6.20828       0.831053E-006   7.01004       0.442860        43.5290        41.0792     
  1177.94        500.000                 NaN            NaN   1.80917                 NaN            NaN   6.05576                 NaN   6.99272       0.451992        43.5781        41.1123     
  1175.44        500.000                 NaN            NaN   1.82830                 NaN            NaN   6.02401                 NaN   6.99175       0.452970        43.5801        41.1229     
  1172.93        500.000                 NaN            NaN   1.84710                 NaN            NaN   5.99275       0.340537E-005   6.99073       0.453946        43.5822        41.1333     
  1170.43        500.000                 NaN            NaN   1.86512                 NaN            NaN   5.96277       0.271978E-005   6.99012       0.454838        43.5839        41.1432     
  1167.92        500.000                 NaN            NaN   1.88254                 NaN            NaN   5.93406       0.207677E-005   6.98900       0.455722        43.5856        41.1531     
  1165.41        500.000                 NaN            NaN   1.89934                 NaN            NaN   5.90601       0.180709E-005   6.98870       0.456819        43.5861        41.1630     
  1162.91        500.000                 NaN            NaN   1.92104                 NaN            NaN   5.87090                 NaN   6.99875       0.456869        43.5794        41.1731     
  1160.40        500.000                 NaN            NaN   1.93164                 NaN            NaN   5.85290                 NaN   6.98679       0.458158        43.5892        41.1813     
  1157.89        500.000                 NaN            NaN   1.95200                 NaN            NaN   5.81982                 NaN   6.99644       0.458328        43.5823        41.1911     
  1155.39        500.000                 NaN            NaN   1.96178                 NaN            NaN   5.80323                 NaN   6.98573       0.459613        43.5908        41.1989     
  1152.88        500.000                 NaN            NaN   1.97657                 NaN            NaN   5.77877       0.648377E-005   6.98498       0.460374        43.5917        41.2077     
  1150.38        500.000                 NaN            NaN   1.99386                 NaN            NaN   5.74464                 NaN   6.99012       0.462096        43.5928        41.2165     
  1147.87        500.000                 NaN            NaN   2.00839                 NaN            NaN   5.72249       0.906038E-005   6.99005       0.462115        43.5920        41.2249     
  1145.36        500.000                 NaN            NaN   2.01862                 NaN            NaN   5.70962                 NaN   6.98379       0.462432        43.5927        41.2329     
  1142.86        500.000                 NaN            NaN   2.03354                 NaN            NaN   5.68510                 NaN   6.98259       0.463131        43.5941        41.2416     
  1140.35        500.000                 NaN            NaN   2.03917                 NaN            NaN   5.67904                 NaN   6.98882       0.462324        43.5856        41.2451     
  1137.84        500.000                 NaN            NaN   2.05871                 NaN            NaN   5.64367                 NaN   6.98189       0.464398        43.5943        41.2570     
  1135.34        500.000                 NaN            NaN   2.06621                 NaN            NaN   5.63277                 NaN   6.98759       0.464090        43.5877        41.2616     
  1132.83        500.000                 NaN            NaN   2.07800                 NaN            NaN   5.61283                 NaN   6.98696       0.464816        43.5882        41.2692     
  1130.33        500.000                 NaN            NaN   2.09125                 NaN            NaN   5.59153                 NaN   6.98630       0.465598        43.5873        41.2780     
  1127.82        500.000                 NaN            NaN   2.10161                 NaN            NaN   5.57744                 NaN   6.98282       0.466009        43.5857        41.2865     
  1125.31        500.000                 NaN            NaN   2.11167                 NaN            NaN   5.55927                 NaN   6.98589       0.466438        43.5848        41.2919     
  1122.81        500.000                 NaN            NaN   2.12415                 NaN            NaN   5.54007                 NaN   6.98708       0.466605        43.5819        41.3002     
  1120.30        500.000                 NaN            NaN   2.13827                 NaN            NaN   5.51103                 NaN   6.98228       0.468176        43.5933        41.3069     
  1117.79        500.000                 NaN            NaN   2.14410                 NaN            NaN   5.50617                 NaN   6.98469       0.467864        43.5841        41.3131     
  1115.29        500.000                 NaN            NaN   2.15431                 NaN            NaN   5.48987                 NaN   6.98439       0.468300        43.5831        41.3200     
  1112.78        500.000                 NaN            NaN   2.16309                 NaN            NaN   5.47622                 NaN   6.98446       0.468576        43.5814        41.3263     
  1110.28        500.000                 NaN            NaN   2.17581                 NaN            NaN   5.45519                 NaN   6.98319       0.469420        43.5819        41.3345     
  1107.77        500.000                 NaN            NaN   2.18536                 NaN            NaN   5.44015                 NaN   6.98330       0.469794        43.5802        41.3412     
  1105.26        500.000                 NaN            NaN   2.19290                 NaN            NaN   5.42927                 NaN   6.98380       0.469909        43.5771        41.3470     
  1102.76        500.000                 NaN            NaN   2.20146                 NaN            NaN   5.41562                 NaN   6.98384       0.470220        43.5756        41.3533     
  1100.25        500.000                 NaN            NaN   2.21010                 NaN            NaN   5.40211                 NaN   6.98390       0.470531        43.5739        41.3595     
  1097.74        500.000                 NaN            NaN   2.21885                 NaN            NaN   5.38870                 NaN   6.98400       0.470846        43.5718        41.3658     
  1095.24        500.000                 NaN            NaN   2.22704                 NaN            NaN   5.37566                 NaN   6.98406       0.471138        43.5703        41.3718     
  1092.73        500.000                 NaN            NaN   2.23564                 NaN            NaN   5.36211                 NaN   6.98407       0.471468        43.5687        41.3781     
  1090.23        500.000                 NaN            NaN   2.24318                 NaN            NaN   5.35099                 NaN   6.98443       0.471673        43.5659        41.3838     
  1087.72        500.000                 NaN            NaN   2.25175                 NaN            NaN   5.33741                 NaN   6.98442       0.472018        43.5644        41.3900     
  1085.21        500.000                 NaN            NaN   2.25923                 NaN            NaN   5.32589                 NaN   6.98416       0.472211        43.5631        41.3954     
  1082.71        500.000                 NaN            NaN   2.26757                 NaN            NaN   5.31279                 NaN   6.98477       0.472585        43.5603        41.4020     
  1080.20        500.000                 NaN            NaN   2.27513                 NaN            NaN   5.30123                 NaN   6.98514       0.472798        43.5579        41.4078     
  1077.69        500.000                 NaN            NaN   2.28258                 NaN            NaN   5.28986                 NaN   6.98548       0.473026        43.5555        41.4136     
  1075.19        500.000                 NaN            NaN   2.28981                 NaN            NaN   5.27887                 NaN   6.98582       0.473264        43.5530        41.4193     
  1072.68        500.000                 NaN            NaN   2.29688                 NaN            NaN   5.26815                 NaN   6.98621       0.473491        43.5503        41.4249     
  1070.18        500.000                 NaN            NaN   2.30391                 NaN            NaN   5.25755                 NaN   6.98658       0.473718        43.5477        41.4306     
  1067.67        500.000                 NaN            NaN   2.33261                 NaN            NaN   5.22301                 NaN   6.99039       0.472395        43.5338        41.4478     
  1065.16        500.000                 NaN            NaN   2.33958                 NaN            NaN   5.21249                 NaN   6.99093       0.472607        43.5309        41.4534     
  1062.66        500.000                 NaN            NaN   2.34647                 NaN            NaN   5.20214                 NaN   6.99148       0.472814        43.5281        41.4590     
  1060.15        500.000                 NaN            NaN   2.28243                 NaN            NaN   5.33608                 NaN   7.01057       0.464511        43.4687        41.4377     
  1057.64        500.000                 NaN            NaN   2.68076                 NaN            NaN   4.42392       0.877027E-006   6.87221       0.519629        43.9512        41.5523     
  1055.14        500.000                 NaN            NaN   2.68322                 NaN            NaN   4.42082                 NaN   6.87258       0.519375        43.9487        41.5553     
  1052.63        500.000                 NaN            NaN   2.68575                 NaN            NaN   4.41749                 NaN   6.87301       0.519125        43.9462        41.5584     
  1050.13        500.000                 NaN            NaN   2.68834                 NaN            NaN   4.41368       0.328371E-003   6.87352       0.518883        43.9437        41.5615     
  1047.62        500.000                 NaN            NaN   2.69093                 NaN            NaN   4.41014       0.447197E-005   6.87401       0.518817        43.9415        41.5647     
  1045.11        500.000                 NaN            NaN   2.69225                 NaN            NaN   4.40948       0.583854E-005   6.87522       0.518960        43.9357        41.5684     
  1042.61        500.000                 NaN            NaN   2.69332                 NaN            NaN   4.40932                 NaN   6.87675       0.518880        43.9299        41.5718     
  1040.10        500.000                 NaN            NaN   2.69448                 NaN            NaN   4.40891                 NaN   6.87825       0.518816        43.9242        41.5753     
  1037.59        500.000                 NaN            NaN   2.69572                 NaN            NaN   4.40826                 NaN   6.87971       0.518768        43.9187        41.5788     
  1035.09        500.000                 NaN            NaN   2.69704                 NaN            NaN   4.40738                 NaN   6.88111       0.518734        43.9134        41.5823     
  1032.58        500.000                 NaN            NaN   2.69843                 NaN            NaN   4.40627                 NaN   6.88245       0.518712        43.9083        41.5858     
  1030.08        500.000                 NaN            NaN   2.69963                 NaN            NaN   4.40589                 NaN   6.88337       0.518612        43.9036        41.5889     
  1027.57        500.000                 NaN            NaN   2.70168                 NaN            NaN   4.40126                 NaN   6.88443       0.517182        43.9072        41.5882     
  1025.06        500.000                 NaN            NaN   2.41312                 NaN            NaN   5.09793                 NaN   6.99910       0.476393        43.4876        41.5258     
  1022.56        500.000                 NaN            NaN   2.41844                 NaN            NaN   5.09058                 NaN   7.00005       0.476468        43.4836        41.5309     
  1020.05        500.000                 NaN            NaN   2.71116                 NaN            NaN   4.37676       0.195082E-005   6.88465       0.519745        43.9103        41.5974     
  1017.54        500.000                 NaN            NaN   2.71264                 NaN            NaN   4.37512       0.223426E-005   6.88563       0.519679        43.9065        41.6005     
  1015.04        500.000                 NaN            NaN   2.71416                 NaN            NaN   4.37335       0.257998E-005   6.88659       0.519599        43.9029        41.6035     
  1012.53        500.000                 NaN            NaN   2.71563                 NaN            NaN   4.37170       0.290637E-005   6.88757       0.519519        43.8991        41.6065     
  1010.03        500.000                 NaN            NaN   2.71709                 NaN            NaN   4.37010       0.323265E-005   6.88856       0.519438        43.8953        41.6095     
  1007.52        500.000                 NaN            NaN   2.71853                 NaN            NaN   4.36853       0.355142E-005   6.88957       0.519357        43.8915        41.6125     
  1005.01        500.000                 NaN            NaN   2.71999                 NaN            NaN   4.36686       0.391445E-005   6.89056       0.519293        43.8878        41.6155     
  1002.51        500.000                 NaN            NaN   2.72140                 NaN            NaN   4.36534       0.417664E-005   6.89165       0.519194        43.8839        41.6186     
  1000.00        500.000                 NaN            NaN   2.72280                 NaN            NaN   4.36390       0.439467E-005   6.89265       0.519114        43.8800        41.6216     
