|6.6.6
Archiving\03_Data\DfracLP/QFM_m1.75/WD94/WD94_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1428.57        500.000        98.4056                 NaN  0.637043E-005            NaN            NaN   1.19756       0.396884                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.4229                 NaN  0.724050E-005            NaN            NaN  0.391169        1.18589                 NaN            NaN            NaN            NaN
  1423.56        500.000        98.4421                 NaN            NaN            NaN            NaN  0.388923        1.16897                 NaN            NaN            NaN            NaN
  1421.05        500.000        98.4541                 NaN            NaN            NaN            NaN   1.16573       0.380207                 NaN            NaN            NaN            NaN
  1418.55        500.000        98.4814                 NaN            NaN            NaN            NaN   1.13854       0.380024                 NaN            NaN            NaN            NaN
  1416.04        500.000        98.4924                 NaN            NaN            NaN            NaN  0.375276        1.13229                 NaN            NaN            NaN            NaN
  1413.53        500.000        96.5767                 NaN            NaN            NaN            NaN   1.32795        1.27186       0.823496                 NaN            NaN            NaN
  1411.03        500.000        95.7727                 NaN            NaN            NaN            NaN   1.73886        1.30619        1.18225                 NaN            NaN            NaN
  1408.52        500.000        95.8949                 NaN            NaN            NaN            NaN   1.26963        1.68904        1.14638                 NaN            NaN            NaN
  1406.02        500.000        96.0081                 NaN            NaN            NaN            NaN   1.64369        1.23533        1.11285                 NaN            NaN            NaN
  1403.51        500.000        96.1150                 NaN            NaN            NaN            NaN   1.20440        1.59960        1.08099                 NaN            NaN            NaN
  1401.00        500.000        96.2205                 NaN            NaN            NaN            NaN   1.17071        1.55923        1.04954                 NaN            NaN            NaN
  1398.50        500.000        96.3145                 NaN            NaN            NaN            NaN   1.52036        1.14395        1.02114                 NaN            NaN            NaN
  1395.99        500.000        96.4068                 NaN            NaN            NaN            NaN   1.11348        1.48610       0.993616                 NaN            NaN            NaN
  1393.48        500.000        96.4932                 NaN            NaN            NaN            NaN   1.08683        1.45260       0.967366                 NaN            NaN            NaN
  1390.98        500.000        96.5739                 NaN            NaN            NaN            NaN   1.42254        1.06101       0.942584                 NaN            NaN            NaN
  1388.47        500.000        96.6510                 NaN            NaN            NaN            NaN   1.39442        1.03518       0.919374                 NaN            NaN            NaN
  1385.96        500.000        96.7253                 NaN            NaN            NaN            NaN   1.36761        1.01091       0.896201                 NaN            NaN            NaN
  1383.46        500.000        96.7553                 NaN  0.524471                 NaN            NaN  0.331612        1.44000       0.948653                 NaN            NaN            NaN
  1380.95        500.000        96.8293                 NaN  0.672481                 NaN            NaN  0.527298E-002   1.54959       0.943400                 NaN            NaN            NaN
  1378.45        500.000        96.8912                 NaN  0.664837                 NaN            NaN  0.202739E-002   1.51816       0.923737                 NaN            NaN            NaN
  1375.94        500.000        96.9559                 NaN  0.656847                 NaN            NaN   1.48418                 NaN  0.903031                 NaN            NaN            NaN
  1373.43        500.000        97.0161                 NaN  0.633861                 NaN            NaN   1.43770       0.299337E-001  0.882420                 NaN            NaN            NaN
  1370.93        500.000        97.0396                 NaN  0.633789                 NaN            NaN   1.44655       0.628702E-002  0.873744                 NaN            NaN            NaN
  1368.42        500.000        97.1506                 NaN  0.653975                 NaN            NaN   1.35280                 NaN  0.842620                 NaN            NaN            NaN
  1365.91        500.000        97.2058                 NaN  0.632330                 NaN            NaN   1.33813                 NaN  0.823708                 NaN            NaN            NaN
  1363.41        500.000        97.2457                 NaN  0.640849                 NaN            NaN   1.30048                 NaN  0.813013                 NaN            NaN            NaN
  1360.90        500.000        97.3201                 NaN  0.620714                 NaN            NaN   1.27303                 NaN  0.786154                 NaN            NaN            NaN
  1358.40        500.000        97.3608                 NaN  0.613758                 NaN            NaN   1.25202                 NaN  0.773448                 NaN            NaN            NaN
  1355.89        500.000        97.1670                 NaN  0.730864                 NaN            NaN   1.25607                 NaN  0.846037                 NaN            NaN            NaN
  1353.38        500.000        97.7086                 NaN  0.523479                 NaN            NaN   1.11369                 NaN  0.654245                 NaN            NaN            NaN
  1350.88        500.000        97.5106                 NaN  0.603358                 NaN            NaN   1.16111                 NaN  0.724929                 NaN            NaN            NaN
  1348.37        500.000        97.5492                 NaN  0.602605                 NaN            NaN   1.13647                 NaN  0.711733                 NaN            NaN            NaN
  1345.86        500.000        97.5991                 NaN  0.591848                 NaN            NaN   1.11369                 NaN  0.695315                 NaN            NaN            NaN
  1343.36        500.000        97.6404                 NaN  0.588885                 NaN            NaN   1.08908                 NaN  0.681602                 NaN            NaN            NaN
  1340.85        500.000        7.29865        88.0216        1.42159                 NaN            NaN   1.84234                 NaN   1.41587                 NaN            NaN            NaN
  1338.35        500.000        14.3713        81.4424        1.29609                 NaN            NaN   1.63276                 NaN   1.25742                 NaN            NaN            NaN
  1335.84        500.000        20.0845        76.5050        1.05450                 NaN            NaN   1.34297                 NaN   1.01299                 NaN            NaN            NaN
  1333.33        500.000        24.7458        72.3905       0.882738                 NaN            NaN   1.13924                 NaN  0.841770                 NaN            NaN            NaN
  1330.83        500.000        28.5872        68.9532       0.753452                 NaN            NaN  0.990880                 NaN  0.715276                 NaN            NaN            NaN
  1328.32        500.000        31.7929        66.0519       0.655285                 NaN            NaN  0.879405                 NaN  0.620532                 NaN            NaN            NaN
  1325.81        500.000        34.4893        63.5930       0.577635                 NaN            NaN  0.792948                 NaN  0.547074                 NaN            NaN            NaN
  1323.31        500.000        36.7586        61.5147       0.516110                 NaN            NaN  0.722545                 NaN  0.488062                 NaN            NaN            NaN
  1320.80        500.000        38.6757        59.7461       0.467192                 NaN            NaN  0.669009                 NaN  0.441939                 NaN            NaN            NaN
  1318.30        500.000        40.2919        58.2533       0.425885                 NaN            NaN  0.625010                 NaN  0.403910                 NaN            NaN            NaN
  1315.79        500.000        41.6453        57.0008       0.392414                 NaN            NaN  0.588712                 NaN  0.372823                 NaN            NaN            NaN
  1313.28        500.000        42.7616        55.9661       0.364252                 NaN            NaN  0.560768                 NaN  0.347284                 NaN            NaN            NaN
  1310.78        500.000        98.7984                 NaN  0.339726                 NaN            NaN  0.536382                 NaN  0.325514                 NaN            NaN            NaN
  1308.27        500.000        98.8515                 NaN  0.320369                 NaN            NaN  0.519773                 NaN  0.308391                 NaN            NaN            NaN
  1305.76        500.000        98.8961                 NaN  0.303697                 NaN            NaN  0.506018                 NaN  0.294141                 NaN            NaN            NaN
  1303.26        500.000        98.9300                 NaN  0.290169                 NaN            NaN  0.497022                 NaN  0.282831                 NaN            NaN            NaN
  1300.75        500.000        98.9530                 NaN  0.279530                 NaN            NaN  0.492951                 NaN  0.274518                 NaN            NaN            NaN
  1298.25        500.000        98.9670                 NaN  0.271281                 NaN            NaN  0.492982                 NaN  0.268721                 NaN            NaN            NaN
  1295.74        500.000        98.8777                 NaN  0.299528                 NaN            NaN  0.521085                 NaN  0.301700                 NaN            NaN            NaN
  1293.23        500.000        99.0673                 NaN  0.230698                 NaN            NaN  0.474501                 NaN  0.227493                 NaN            NaN            NaN
  1290.73        500.000        98.9413                 NaN  0.264568                 NaN            NaN  0.523401                 NaN  0.270752                 NaN            NaN            NaN
  1288.22        500.000        98.9249                 NaN  0.259330                 NaN            NaN  0.546404                 NaN  0.269345                 NaN            NaN            NaN
  1285.71        500.000        98.8657                 NaN  0.268139                 NaN            NaN  0.582119                 NaN  0.284046                 NaN            NaN            NaN
  1283.21        500.000        98.7950                 NaN  0.276725                 NaN            NaN  0.628705                 NaN  0.299547                 NaN            NaN            NaN
  1280.70        500.000        98.6928                 NaN  0.289773                 NaN            NaN  0.694951                 NaN  0.322511                 NaN            NaN            NaN
  1278.20        500.000        98.5456                 NaN  0.308389                 NaN            NaN  0.790005                 NaN  0.355959                 NaN            NaN            NaN
  1275.69        500.000        98.3433                 NaN  0.333320                 NaN            NaN  0.920371                 NaN  0.402991                 NaN            NaN            NaN
  1273.18        500.000        97.9685                 NaN  0.371383                 NaN            NaN   1.17210                 NaN  0.488004                 NaN            NaN            NaN
  1270.68        500.000        97.3658                 NaN  0.415136                 NaN            NaN   1.59217                 NaN  0.626892                 NaN            NaN            NaN
  1268.17        500.000        95.5844                 NaN  0.371657                 NaN            NaN   2.90169                 NaN   1.02673       0.115496                 NaN            NaN
  1265.66        500.000        98.5900                 NaN  0.218414                 NaN            NaN  0.764501                 NaN  0.359844       0.672668E-001            NaN            NaN
  1263.16        500.000        98.6246                 NaN  0.218746                 NaN            NaN  0.740979                 NaN  0.350424       0.652072E-001            NaN            NaN
  1260.65        500.000        98.6585                 NaN  0.216320                 NaN            NaN  0.720703                 NaN  0.341405       0.630418E-001            NaN            NaN
  1258.15        500.000        98.6909                 NaN  0.211773                 NaN            NaN  0.704664                 NaN  0.331890       0.607524E-001            NaN            NaN
  1255.64        500.000        98.7238                 NaN  0.208180                 NaN            NaN  0.686191                 NaN  0.323116       0.587039E-001            NaN            NaN
  1253.13        500.000        98.7553                 NaN  0.203195                 NaN            NaN  0.670555                 NaN  0.314459       0.565223E-001            NaN            NaN
  1250.63        500.000        98.7869                 NaN  0.197368                 NaN            NaN  0.655449                 NaN  0.305921       0.543927E-001            NaN            NaN
  1248.12        500.000        98.8172                 NaN  0.192612                 NaN            NaN  0.640245                 NaN  0.297596       0.523557E-001            NaN            NaN
  1245.61        500.000        98.8475                 NaN  0.186050                 NaN            NaN  0.626879                 NaN  0.289353       0.502356E-001            NaN            NaN
  1243.11        500.000        95.2485                 NaN  0.327459                 NaN            NaN   1.30348                 NaN  0.637217       0.147024        2.33629                 NaN
  1240.60        500.000        94.7152                 NaN  0.334417                 NaN            NaN   1.39161                 NaN  0.677152       0.157241        2.72436                 NaN
  1238.10        500.000        95.0351                 NaN  0.304216                 NaN            NaN   1.32179                 NaN  0.633921       0.144324        2.56061                 NaN
  1235.59        500.000        95.3296                 NaN  0.272711                 NaN            NaN   1.26088                 NaN  0.594403       0.132256        2.41014                 NaN
  1233.08        500.000        95.5879                 NaN  0.249887                 NaN            NaN   1.20290                 NaN  0.558573       0.121709        2.27904                 NaN
  1230.58        500.000        95.8292                 NaN  0.221396                 NaN            NaN   1.15635                 NaN  0.525540       0.111578        2.15597                 NaN
  1228.07        500.000        96.0487                 NaN  0.186382                 NaN            NaN   1.12455                 NaN  0.495437       0.101709        2.04326                 NaN
  1225.56        500.000        96.2425                 NaN  0.150412                 NaN            NaN   1.10423                 NaN  0.468570       0.925697E-001   1.94168                 NaN
  1223.06        500.000        96.4034                 NaN  0.860304E-001            NaN            NaN   1.13093                 NaN  0.446291       0.823520E-001   1.85100                 NaN
  1220.55        500.000        96.0986                 NaN            NaN            NaN            NaN   1.05958       0.240311       0.494317       0.759643E-001   2.03128                 NaN
  1218.05        500.000        97.1141                 NaN            NaN            NaN            NaN  0.838579       0.181254       0.335228       0.676513E-001   1.46316                 NaN
  1215.54        500.000        96.1055                 NaN  0.680147                 NaN            NaN            NaN            NaN  0.561583       0.119839        2.53291                 NaN
  1213.03        500.000        94.5526                 NaN            NaN            NaN            NaN   1.78046                 NaN  0.455103       0.409970E-001   1.79767        1.37318     
  1210.53        500.000        69.9261                 NaN  0.464441E-002            NaN            NaN   2.81262        2.04658        2.54153       0.247458        11.1148        11.3062     
  1208.02        500.000        63.9949                 NaN   1.69391                 NaN            NaN  0.822395        2.50039        3.12335       0.344736        13.6485        13.8718     
  1205.51        500.000        82.6702                 NaN  0.116536                 NaN            NaN   3.42232                 NaN   1.34353       0.133863        5.93647        6.37707     
  1203.01        500.000        61.0935                 NaN   1.61541                 NaN            NaN   4.00112                 NaN   3.31515       0.354906        13.9498        15.6701     
  1200.50        500.000        97.4381                 NaN            NaN            NaN            NaN  0.726393                 NaN  0.113485       0.205669E-001   1.70146                 NaN
  1197.99        500.000        85.7480                 NaN            NaN            NaN            NaN   2.45835                 NaN   1.19448       0.878345E-001   5.37948        5.13184     
  1195.49        500.000        74.5379                 NaN   1.02282                 NaN            NaN   2.23784                 NaN   2.09179       0.221501        9.69064        10.1975     
  1192.98        500.000        84.9446                 NaN  0.539790                 NaN            NaN   1.72950                 NaN   1.27115       0.134745        6.07048        5.30979     
  1190.48        500.000        78.2938                 NaN  0.652556                 NaN            NaN   2.15441                 NaN   1.63210       0.172008        8.22606        8.86910     
  1187.97        500.000        55.6020                 NaN   1.27707                 NaN            NaN   4.01979                 NaN   3.28754       0.357075        18.2328        17.2237     
  1185.46        500.000                 NaN            NaN   2.83292                 NaN            NaN   8.25493                 NaN   7.22777       0.788788        41.3417        39.5539     
  1182.96        500.000                 NaN            NaN   2.87104                 NaN            NaN   8.19948       0.127091E-005   7.22644       0.791077        41.3471        39.5648     
  1180.45        500.000                 NaN            NaN   2.80812                 NaN            NaN   8.30040       0.114016E-005   7.23525       0.784389        41.3233        39.5485     
  1177.94        500.000                 NaN            NaN   2.93593                 NaN            NaN   8.08897                 NaN   7.21804       0.800665        41.3744        39.5820     
  1175.44        500.000                 NaN            NaN   2.96717                 NaN            NaN   8.04391                 NaN   7.21721       0.802444        41.3781        39.5912     
  1172.93        500.000                 NaN            NaN   2.99788                 NaN            NaN   7.99953       0.466574E-005   7.21635       0.804220        41.3819        39.6001     
  1170.43        500.000                 NaN            NaN   3.02732                 NaN            NaN   7.95694       0.372500E-005   7.21590       0.805846        41.3853        39.6087     
  1167.92        500.000                 NaN            NaN   3.05579                 NaN            NaN   7.91614       0.284317E-005   7.21492       0.807459        41.3885        39.6171     
  1165.41        500.000                 NaN            NaN   3.08327                 NaN            NaN   7.87603       0.247293E-005   7.21480       0.809451        41.3908        39.6256     
  1162.91        500.000                 NaN            NaN   3.11871                 NaN            NaN   7.82551                 NaN   7.22538       0.809588        41.3864        39.6344     
  1160.40        500.000                 NaN            NaN   3.13610                 NaN            NaN   7.80075                 NaN   7.21315       0.811912        41.3972        39.6409     
  1157.89        500.000                 NaN            NaN   3.16937                 NaN            NaN   7.75302                 NaN   7.22333       0.812264        41.3925        39.6495     
  1155.39        500.000                 NaN            NaN   3.18543                 NaN            NaN   7.73004                 NaN   7.21238       0.814581        41.4020        39.6556     
  1152.88        500.000                 NaN            NaN   3.20964                 NaN            NaN   7.69527       0.870749E-005   7.21177       0.815975        41.4044        39.6629     
  1150.38        500.000                 NaN            NaN   3.23797                 NaN            NaN   7.64683                 NaN   7.21736       0.819085        41.4079        39.6709     
  1147.87        500.000                 NaN            NaN   3.26173                 NaN            NaN   7.61612       0.121277E-004   7.21736       0.819155        41.4082        39.6774     
  1145.36        500.000                 NaN            NaN   3.27854                 NaN            NaN   7.59665                 NaN   7.21102       0.819757        41.4103        39.6837     
  1142.86        500.000                 NaN            NaN   3.30297                 NaN            NaN   7.56212                 NaN   7.20992       0.821038        41.4132        39.6908     
  1140.35        500.000                 NaN            NaN   3.31230                 NaN            NaN   7.55220                 NaN   7.21648       0.819649        41.4065        39.6929     
  1137.84        500.000                 NaN            NaN   3.34427                 NaN            NaN   7.50281                 NaN   7.20952       0.823375        41.4166        39.7034     
  1135.34        500.000                 NaN            NaN   3.35666                 NaN            NaN   7.48620                 NaN   7.21556       0.822874        41.4120        39.7067     
  1132.83        500.000                 NaN            NaN   3.37601                 NaN            NaN   7.45783                 NaN   7.21506       0.824205        41.4141        39.7128     
  1130.33        500.000                 NaN            NaN   3.39774                 NaN            NaN   7.42741                 NaN   7.21451       0.825633        41.4148        39.7199     
  1127.82        500.000                 NaN            NaN   3.41476                 NaN            NaN   7.40676                 NaN   7.21101       0.826400        41.4145        39.7266     
  1125.31        500.000                 NaN            NaN   3.43133                 NaN            NaN   7.38099                 NaN   7.21435       0.827208        41.4154        39.7308     
  1122.81        500.000                 NaN            NaN   3.45179                 NaN            NaN   7.35347                 NaN   7.21571       0.827545        41.4141        39.7374     
  1120.30        500.000                 NaN            NaN   3.47498                 NaN            NaN   7.31396                 NaN   7.21095       0.830381        41.4268        39.7429     
  1117.79        500.000                 NaN            NaN   3.48464                 NaN            NaN   7.30528                 NaN   7.21353       0.829864        41.4193        39.7474     
  1115.29        500.000                 NaN            NaN   3.50144                 NaN            NaN   7.28189                 NaN   7.21336       0.830681        41.4199        39.7528     
  1112.78        500.000                 NaN            NaN   3.51592                 NaN            NaN   7.26215                 NaN   7.21355       0.831212        41.4197        39.7575     
  1110.28        500.000                 NaN            NaN   3.53678                 NaN            NaN   7.23244                 NaN   7.21236       0.832749        41.4216        39.7641     
  1107.77        500.000                 NaN            NaN   3.55253                 NaN            NaN   7.21061                 NaN   7.21261       0.833457        41.4215        39.7693     
  1105.26        500.000                 NaN            NaN   3.56499                 NaN            NaN   7.19445                 NaN   7.21326       0.833701        41.4201        39.7735     
  1102.76        500.000                 NaN            NaN   3.57909                 NaN            NaN   7.17502                 NaN   7.21341       0.834294        41.4200        39.7782     
  1100.25        500.000                 NaN            NaN   3.59336                 NaN            NaN   7.15549                 NaN   7.21360       0.834887        41.4198        39.7829     
  1097.74        500.000                 NaN            NaN   3.60780                 NaN            NaN   7.13580                 NaN   7.21384       0.835489        41.4194        39.7876     
  1095.24        500.000                 NaN            NaN   3.62132                 NaN            NaN   7.11724                 NaN   7.21401       0.836047        41.4193        39.7921     
  1092.73        500.000                 NaN            NaN   3.63551                 NaN            NaN   7.09769                 NaN   7.21415       0.836674        41.4192        39.7968     
  1090.23        500.000                 NaN            NaN   3.64798                 NaN            NaN   7.08116                 NaN   7.21464       0.837080        41.4181        39.8010     
  1087.72        500.000                 NaN            NaN   3.66213                 NaN            NaN   7.06159                 NaN   7.21476       0.837732        41.4181        39.8057     
  1085.21        500.000                 NaN            NaN   3.67450                 NaN            NaN   7.04500                 NaN   7.21460       0.838116        41.4183        39.8095     
  1082.71        500.000                 NaN            NaN   3.68827                 NaN            NaN   7.02595                 NaN   7.21536       0.838821        41.4171        39.8145     
  1080.20        500.000                 NaN            NaN   3.70078                 NaN            NaN   7.00913                 NaN   7.21586       0.839240        41.4163        39.8187     
  1077.69        500.000                 NaN            NaN   3.71310                 NaN            NaN   6.99258                 NaN   7.21633       0.839686        41.4154        39.8230     
  1075.19        500.000                 NaN            NaN   3.72508                 NaN            NaN   6.97651                 NaN   7.21679       0.840149        41.4144        39.8271     
  1072.68        500.000                 NaN            NaN   3.73679                 NaN            NaN   6.96082                 NaN   7.21732       0.840591        41.4133        39.8312     
  1070.18        500.000                 NaN            NaN   3.74844                 NaN            NaN   6.94530                 NaN   7.21781       0.841036        41.4121        39.8353     
  1067.67        500.000                 NaN            NaN   3.79535                 NaN            NaN   6.89282                 NaN   7.22190       0.838731        41.4005        39.8507     
  1065.16        500.000                 NaN            NaN   3.80692                 NaN            NaN   6.87739                 NaN   7.22257       0.839147        41.3992        39.8547     
  1062.66        500.000                 NaN            NaN   3.81834                 NaN            NaN   6.86218                 NaN   7.22325       0.839554        41.3979        39.8588     
  1060.15        500.000                 NaN            NaN   3.71403                 NaN            NaN   7.04542                 NaN   7.24250       0.824784        41.3395        39.8337     
  1057.64        500.000                 NaN            NaN   4.36489                 NaN            NaN   5.82067       0.115687E-005   7.10364       0.923212        41.8227        39.9648     
  1055.14        500.000                 NaN            NaN   4.36911                 NaN            NaN   5.81633                 NaN   7.10410       0.922798        41.8215        39.9661     
  1052.63        500.000                 NaN            NaN   4.37346                 NaN            NaN   5.81173                 NaN   7.10460       0.922392        41.8203        39.9675     
  1050.13        500.000                 NaN            NaN   4.37788                 NaN            NaN   5.80652       0.432955E-003   7.10520       0.922001        41.8191        39.9689     
  1047.62        500.000                 NaN            NaN   4.38234                 NaN            NaN   5.80132       0.589188E-005   7.10579       0.921925        41.8182        39.9704     
  1045.11        500.000                 NaN            NaN   4.38472                 NaN            NaN   5.79943       0.769309E-005   7.10714       0.922219        41.8140        39.9725     
  1042.61        500.000                 NaN            NaN   4.38669                 NaN            NaN   5.79851                 NaN   7.10879       0.922115        41.8096        39.9743     
  1040.10        500.000                 NaN            NaN   4.38879                 NaN            NaN   5.79726                 NaN   7.11041       0.922040        41.8054        39.9761     
  1037.59        500.000                 NaN            NaN   4.39103                 NaN            NaN   5.79571                 NaN   7.11199       0.921994        41.8014        39.9779     
  1035.09        500.000                 NaN            NaN   4.39340                 NaN            NaN   5.79386                 NaN   7.11351       0.921973        41.7976        39.9797     
  1032.58        500.000                 NaN            NaN   4.39590                 NaN            NaN   5.79171                 NaN   7.11498       0.921974        41.7939        39.9815     
  1030.08        500.000                 NaN            NaN   4.39808                 NaN            NaN   5.79045                 NaN   7.11601       0.921836        41.7907        39.9830     
  1027.57        500.000                 NaN            NaN   4.40169                 NaN            NaN   5.78478                 NaN   7.11726       0.919341        41.7957        39.9812     
  1025.06        500.000                 NaN            NaN   3.93001                 NaN            NaN   6.70890                 NaN   7.23269       0.846499        41.3798        39.9021     
  1022.56        500.000                 NaN            NaN   3.93889                 NaN            NaN   6.69776                 NaN   7.23377       0.846672        41.3773        39.9056     
  1020.05        500.000                 NaN            NaN   4.41795                 NaN            NaN   5.74938       0.256473E-005   7.11796       0.924047        41.8039        39.9868     
  1017.54        500.000                 NaN            NaN   4.42060                 NaN            NaN   5.74665       0.293672E-005   7.11905       0.923971        41.8015        39.9883     
  1015.04        500.000                 NaN            NaN   4.42329                 NaN            NaN   5.74379       0.339037E-005   7.12012       0.923867        41.7993        39.9896     
  1012.53        500.000                 NaN            NaN   4.42592                 NaN            NaN   5.74108       0.381844E-005   7.12121       0.923765        41.7970        39.9911     
  1010.03        500.000                 NaN            NaN   4.42853                 NaN            NaN   5.73841       0.424616E-005   7.12233       0.923661        41.7946        39.9925     
  1007.52        500.000                 NaN            NaN   4.43111                 NaN            NaN   5.73577       0.466382E-005   7.12345       0.923557        41.7922        39.9939     
  1005.01        500.000                 NaN            NaN   4.43371                 NaN            NaN   5.73303       0.513940E-005   7.12455       0.923483        41.7899        39.9953     
  1002.51        500.000                 NaN            NaN   4.43625                 NaN            NaN   5.73048       0.548238E-005   7.12576       0.923347        41.7875        39.9967     
  1000.00        500.000                 NaN            NaN   4.43875                 NaN            NaN   5.72801       0.576727E-005   7.12688       0.923245        41.7850        39.9981     
