|6.6.6
Archiving\03_Data\DfracLP/QFM_m1/T13/T13_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1431.08        500.000        98.5464                 NaN            NaN            NaN            NaN  0.757702       0.695910                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.3550                 NaN            NaN            NaN            NaN  0.439007        1.20603                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.3767                 NaN            NaN            NaN            NaN  0.431686        1.19158                 NaN            NaN            NaN            NaN
  1423.56        500.000        98.3950                 NaN            NaN            NaN            NaN  0.429924        1.17512                 NaN            NaN            NaN            NaN
  1421.05        500.000        98.4106                 NaN            NaN            NaN            NaN   1.16486       0.424567                 NaN            NaN            NaN            NaN
  1418.55        500.000        98.4267                 NaN            NaN            NaN            NaN  0.421589        1.15166                 NaN            NaN            NaN            NaN
  1416.04        500.000        98.4456                 NaN            NaN            NaN            NaN  0.419549        1.13484                 NaN            NaN            NaN            NaN
  1413.53        500.000        98.4592                 NaN            NaN            NaN            NaN  0.414848        1.12594                 NaN            NaN            NaN            NaN
  1411.03        500.000        98.4737                 NaN            NaN            NaN            NaN  0.411881        1.11440                 NaN            NaN            NaN            NaN
  1408.52        500.000        98.4878                 NaN            NaN            NaN            NaN  0.409449        1.10273                 NaN            NaN            NaN            NaN
  1406.02        500.000        98.0632                 NaN            NaN            NaN            NaN  0.626428        1.11995       0.190393                 NaN            NaN            NaN
  1403.51        500.000        96.0229                 NaN            NaN            NaN            NaN   1.67048        1.21948        1.08718                 NaN            NaN            NaN
  1401.00        500.000        96.1277                 NaN            NaN            NaN            NaN   1.62759        1.18865        1.05608                 NaN            NaN            NaN
  1398.50        500.000        96.2246                 NaN            NaN            NaN            NaN   1.15774        1.59050        1.02719                 NaN            NaN            NaN
  1395.99        500.000        96.3129                 NaN  0.202330E-005            NaN            NaN   1.13064        1.55615        1.00026                 NaN            NaN            NaN
  1393.48        500.000        96.4029                 NaN            NaN            NaN            NaN   1.52036        1.10328       0.973483                 NaN            NaN            NaN
  1390.98        500.000        96.4774                 NaN  0.102239E-001            NaN            NaN   1.08682        1.47360       0.951906                 NaN            NaN            NaN
  1388.47        500.000        96.5039                 NaN  0.650145                 NaN            NaN   1.44476       0.381476        1.01971                 NaN            NaN            NaN
  1385.96        500.000        96.5780                 NaN  0.667531                 NaN            NaN   1.44213       0.313033       0.999269                 NaN            NaN            NaN
  1383.46        500.000        96.6565                 NaN  0.682412                 NaN            NaN  0.246493        1.43717       0.977461                 NaN            NaN            NaN
  1380.95        500.000        96.7322                 NaN  0.696688                 NaN            NaN   1.43222       0.182414       0.956433                 NaN            NaN            NaN
  1378.45        500.000        96.8012                 NaN  0.710400                 NaN            NaN  0.122119        1.42940       0.936866                 NaN            NaN            NaN
  1375.94        500.000        96.8756                 NaN  0.724292                 NaN            NaN  0.614436E-001   1.42233       0.916329                 NaN            NaN            NaN
  1373.43        500.000        96.9336                 NaN  0.739593                 NaN            NaN  0.774438E-002   1.41923       0.899792                 NaN            NaN            NaN
  1370.93        500.000        97.0021                 NaN  0.727350                 NaN            NaN   1.39217       0.604669E-003  0.877750                 NaN            NaN            NaN
  1368.42        500.000        97.0442                 NaN  0.735770                 NaN            NaN   1.35512                 NaN  0.864860                 NaN            NaN            NaN
  1365.91        500.000        97.1150                 NaN  0.714942                 NaN            NaN   1.32823                 NaN  0.841808                 NaN            NaN            NaN
  1363.41        500.000        97.1627                 NaN  0.710092                 NaN            NaN   1.30052                 NaN  0.826721                 NaN            NaN            NaN
  1360.90        500.000        97.2181                 NaN  0.700569                 NaN            NaN   1.27325                 NaN  0.808069                 NaN            NaN            NaN
  1358.40        500.000        97.2607                 NaN  0.699079                 NaN            NaN   1.24617                 NaN  0.794014                 NaN            NaN            NaN
  1355.89        500.000        97.3091                 NaN  0.695001                 NaN            NaN   1.21784                 NaN  0.778088                 NaN            NaN            NaN
  1353.38        500.000        97.3684                 NaN  0.710496                 NaN            NaN   1.15506                 NaN  0.766069                 NaN            NaN            NaN
  1350.88        500.000        97.4148                 NaN  0.664899                 NaN            NaN   1.17891                 NaN  0.741396                 NaN            NaN            NaN
  1348.37        500.000        97.4674                 NaN  0.669927                 NaN            NaN   1.13703                 NaN  0.725670                 NaN            NaN            NaN
  1345.86        500.000        97.4924                 NaN  0.665415                 NaN            NaN   1.12542                 NaN  0.716790                 NaN            NaN            NaN
  1343.36        500.000        97.5370                 NaN  0.663866                 NaN            NaN   1.09656                 NaN  0.702587                 NaN            NaN            NaN
  1340.85        500.000        97.5681                 NaN  0.653574                 NaN            NaN   1.08590                 NaN  0.692432                 NaN            NaN            NaN
  1338.35        500.000        97.6326                 NaN  0.643596                 NaN            NaN   1.05413                 NaN  0.669687                 NaN            NaN            NaN
  1335.84        500.000        97.6576                 NaN  0.642348                 NaN            NaN   1.03843                 NaN  0.661611                 NaN            NaN            NaN
  1333.33        500.000        97.6948                 NaN  0.634576                 NaN            NaN   1.02188                 NaN  0.648732                 NaN            NaN            NaN
  1330.83        500.000        97.7338                 NaN  0.626473                 NaN            NaN   1.00434                 NaN  0.635437                 NaN            NaN            NaN
  1328.32        500.000        97.7677                 NaN  0.620241                 NaN            NaN  0.988557                 NaN  0.623454                 NaN            NaN            NaN
  1325.81        500.000        97.8038                 NaN  0.609705                 NaN            NaN  0.975452                 NaN  0.611028                 NaN            NaN            NaN
  1323.31        500.000        97.8374                 NaN  0.604506                 NaN            NaN  0.958786                 NaN  0.599283                 NaN            NaN            NaN
  1320.80        500.000        97.8725                 NaN  0.596419                 NaN            NaN  0.943471                 NaN  0.587573                 NaN            NaN            NaN
  1318.30        500.000        97.9099                 NaN  0.586562                 NaN            NaN  0.928311                 NaN  0.575230                 NaN            NaN            NaN
  1315.79        500.000        97.9359                 NaN  0.579675                 NaN            NaN  0.919023                 NaN  0.565440                 NaN            NaN            NaN
  1313.28        500.000        97.9734                 NaN  0.565035                 NaN            NaN  0.908987                 NaN  0.552584                 NaN            NaN            NaN
  1310.78        500.000        98.0033                 NaN  0.561034                 NaN            NaN  0.893763                 NaN  0.541867                 NaN            NaN            NaN
  1308.27        500.000        98.0333                 NaN  0.551886                 NaN            NaN  0.883070                 NaN  0.531794                 NaN            NaN            NaN
  1305.76        500.000        98.0674                 NaN  0.540976                 NaN            NaN  0.870931                 NaN  0.520724                 NaN            NaN            NaN
  1303.26        500.000        98.0979                 NaN  0.532804                 NaN            NaN  0.858922                 NaN  0.510418                 NaN            NaN            NaN
  1300.75        500.000        98.1293                 NaN  0.522286                 NaN            NaN  0.848354                 NaN  0.500015                 NaN            NaN            NaN
  1298.25        500.000        98.1584                 NaN  0.513086                 NaN            NaN  0.838492                 NaN  0.490060                 NaN            NaN            NaN
  1295.74        500.000        98.1291                 NaN  0.906279                 NaN            NaN  0.243566                 NaN  0.721012                 NaN            NaN            NaN
  1293.23        500.000        98.2069                 NaN  0.114503                 NaN            NaN   1.43678                 NaN  0.241796                 NaN            NaN            NaN
  1290.73        500.000        98.2551                 NaN  0.479733                 NaN            NaN  0.807107                 NaN  0.458052                 NaN            NaN            NaN
  1288.22        500.000        98.4867                 NaN  0.992536                 NaN            NaN            NaN            NaN  0.520808                 NaN            NaN            NaN
  1285.71        500.000        97.9746                 NaN  0.679379E-005            NaN            NaN   1.62601                 NaN  0.399381                 NaN            NaN            NaN
  1283.21        500.000        98.3378                 NaN  0.378424       0.373841E-001            NaN  0.820629                 NaN  0.425720                 NaN            NaN            NaN
  1280.70        500.000        98.1566                 NaN  0.324016       0.173947                 NaN  0.883175                 NaN  0.462257                 NaN            NaN            NaN
  1278.20        500.000        98.2049                 NaN  0.316867       0.167855                 NaN  0.860331                 NaN  0.450057                 NaN            NaN            NaN
  1275.69        500.000        98.2522                 NaN  0.308741       0.162063                 NaN  0.839275                 NaN  0.437679                 NaN            NaN            NaN
  1273.18        500.000        98.2967                 NaN  0.303110       0.156279                 NaN  0.817551                 NaN  0.426354                 NaN            NaN            NaN
  1270.68        500.000        98.3429                 NaN  0.295462       0.150581                 NaN  0.796520                 NaN  0.414532                 NaN            NaN            NaN
  1268.17        500.000        98.3892                 NaN  0.286830       0.144850                 NaN  0.776242                 NaN  0.402880                 NaN            NaN            NaN
  1265.66        500.000        98.4292                 NaN  0.280363       0.139625                 NaN  0.759037                 NaN  0.391754                 NaN            NaN            NaN
  1263.16        500.000        98.4733                 NaN  0.273192       0.134285                 NaN  0.738370                 NaN  0.380898                 NaN            NaN            NaN
  1260.65        500.000        98.5153                 NaN  0.266630       0.129222                 NaN  0.718650                 NaN  0.370233                 NaN            NaN            NaN
  1258.15        500.000        98.5572                 NaN  0.259082       0.124133                 NaN  0.700128                 NaN  0.359445                 NaN            NaN            NaN
  1255.64        500.000        98.5956                 NaN  0.252558       0.119283                 NaN  0.683245                 NaN  0.349341                 NaN            NaN            NaN
  1253.13        500.000        98.6367                 NaN  0.243448       0.114614                 NaN  0.666304                 NaN  0.338932                 NaN            NaN            NaN
  1250.63        500.000        98.6742                 NaN  0.238083       0.110024                 NaN  0.648347                 NaN  0.329348                 NaN            NaN            NaN
  1248.12        500.000        98.6962                 NaN  0.301129                 NaN            NaN  0.618258                 NaN  0.325469       0.588988E-001            NaN            NaN
  1245.61        500.000        98.7232                 NaN  0.291974                 NaN            NaN  0.605883                 NaN  0.318062       0.608570E-001            NaN            NaN
  1243.11        500.000        98.7572                 NaN  0.284205                 NaN            NaN  0.590887                 NaN  0.309084       0.585904E-001            NaN            NaN
  1240.60        500.000        97.8920                 NaN  0.342161                 NaN            NaN  0.720970                 NaN  0.390600       0.828028E-001  0.571494                 NaN
  1238.10        500.000        94.3958                 NaN  0.589850                 NaN            NaN   1.26512                 NaN  0.730036       0.181641        2.83753                 NaN
  1235.59        500.000        94.7501                 NaN  0.550325                 NaN            NaN   1.18848                 NaN  0.681592       0.167375        2.66215                 NaN
  1233.08        500.000        95.0806                 NaN  0.512459                 NaN            NaN   1.11585                 NaN  0.635923       0.154157        2.50105                 NaN
  1230.58        500.000        95.3718                 NaN  0.480611                 NaN            NaN   1.05118                 NaN  0.595197       0.142353        2.35885                 NaN
  1228.07        500.000        95.6462                 NaN  0.448741                 NaN            NaN  0.990411                 NaN  0.556812       0.131313        2.22652                 NaN
  1225.56        500.000        95.8952                 NaN  0.420177                 NaN            NaN  0.935153                 NaN  0.521686       0.121275        2.10651                 NaN
  1223.06        500.000        96.1305                 NaN  0.392114                 NaN            NaN  0.882485                 NaN  0.488447       0.111954        1.99446                 NaN
  1220.55        500.000        96.3428                 NaN  0.368278                 NaN            NaN  0.834231                 NaN  0.458338       0.103447        1.89286                 NaN
  1218.05        500.000        96.5398                 NaN  0.345629                 NaN            NaN  0.789359                 NaN  0.430118       0.957102E-001   1.79934                 NaN
  1215.54        500.000        96.7261                 NaN  0.322480                 NaN            NaN  0.748592                 NaN  0.403733       0.884365E-001   1.71062                 NaN
  1213.03        500.000        96.8963                 NaN  0.303463                 NaN            NaN  0.708777                 NaN  0.379415       0.818038E-001   1.63019                 NaN
  1210.53        500.000        83.6363                 NaN  0.883698                 NaN            NaN   1.97032                 NaN   1.47760       0.203250        6.38165        5.44718     
  1208.02        500.000        66.0095                 NaN   1.68783                 NaN            NaN   3.52931                 NaN   2.92012       0.355624        12.6167        12.8810     
  1205.51        500.000        70.6862                 NaN   1.40211                 NaN            NaN   3.19993                 NaN   2.50831       0.299150        10.8400        11.0644     
  1203.01        500.000        73.6331                 NaN   1.27245                 NaN            NaN   2.76962                 NaN   2.25333       0.264761        9.77310        10.0336     
  1200.50        500.000        80.4726                 NaN  0.938243                 NaN            NaN   2.10337                 NaN   1.66199       0.194202        7.27607        7.35349     
  1197.99        500.000        80.8587                 NaN  0.940729                 NaN            NaN   1.90833                 NaN   1.62155       0.189001        7.17213        7.30960     
  1195.49        500.000        82.3245                 NaN  0.825900                 NaN            NaN   1.81082                 NaN   1.48635       0.170168        6.64779        6.73444     
  1192.98        500.000        82.5962                 NaN  0.753530                 NaN            NaN   1.82053                 NaN   1.44873       0.162546        6.58612        6.63234     
  1190.48        500.000        79.1165                 NaN  0.883099                 NaN            NaN   2.00873                 NaN   1.70629       0.186193        7.99861        8.10056     
  1187.97        500.000        70.1986                 NaN   1.38054                 NaN            NaN   2.20082                 NaN   2.36502       0.276437        11.8723        11.7062     
  1185.46        500.000        27.7123                 NaN   2.83855                 NaN            NaN   5.43390                 NaN   5.34903       0.650393        29.9099        28.1059     
  1182.96        500.000                 NaN            NaN   3.32468                 NaN            NaN   7.96202                 NaN   7.35944       0.832112        41.2751        39.2466     
  1180.45        500.000                 NaN            NaN   3.41677                 NaN            NaN   7.82418                 NaN   7.35508       0.839071        41.2909        39.2740     
  1177.94        500.000                 NaN            NaN   3.89381                 NaN            NaN   7.05806                 NaN   7.31441       0.887757        41.4424        39.4036     
  1175.44        500.000                 NaN            NaN   3.91045                 NaN            NaN   7.05081                 NaN   7.29770       0.883925        41.4431        39.4141     
  1172.93        500.000                 NaN            NaN   3.93408                 NaN            NaN   7.00289                 NaN   7.31767       0.890856        41.4367        39.4178     
  1170.43        500.000                 NaN            NaN   3.92176                 NaN            NaN   7.02477                 NaN   7.31766       0.887893        41.4338        39.4141     
  1167.92        500.000                 NaN            NaN   3.65939                 NaN            NaN   7.46266                 NaN   7.34762       0.856394        41.3291        39.3449     
  1165.41        500.000                 NaN            NaN   3.69678                 NaN            NaN   7.40732                 NaN   7.34689       0.858942        41.3341        39.3560     
  1162.91        500.000                 NaN            NaN   4.01916                 NaN            NaN   6.89571                 NaN   7.32094       0.889428        41.4304        39.4443     
  1160.40        500.000                 NaN            NaN   4.04149                 NaN            NaN   6.86309                 NaN   7.32077       0.890754        41.4327        39.4512     
  1157.89        500.000                 NaN            NaN   4.05719                 NaN            NaN   6.84093                 NaN   7.32149       0.891517        41.4326        39.4563     
  1155.39        500.000                 NaN            NaN   4.07274                 NaN            NaN   6.81900                 NaN   7.32220       0.892275        41.4325        39.4613     
  1152.88        500.000                 NaN            NaN   4.08786                 NaN            NaN   6.79770                 NaN   7.32294       0.893002        41.4322        39.4663     
  1150.38        500.000                 NaN            NaN   4.10261                 NaN            NaN   6.77699                 NaN   7.32370       0.893701        41.4319        39.4711     
  1147.87        500.000                 NaN            NaN   4.11701                 NaN            NaN   6.75681                 NaN   7.32448       0.894376        41.4315        39.4759     
  1145.36        500.000                 NaN            NaN   4.13110                 NaN            NaN   6.73711                 NaN   7.32527       0.895029        41.4310        39.4805     
  1142.86        500.000                 NaN            NaN   4.14497                 NaN            NaN   6.71773                 NaN   7.32607       0.895669        41.4304        39.4852     
  1140.35        500.000                 NaN            NaN   4.15852                 NaN            NaN   6.69886                 NaN   7.32690       0.896285        41.4298        39.4897     
  1137.84        500.000                 NaN            NaN   4.17179                 NaN            NaN   6.68040                 NaN   7.32774       0.896881        41.4290        39.4942     
  1135.34        500.000                 NaN            NaN   4.18479                 NaN            NaN   6.66235                 NaN   7.32859       0.897460        41.4282        39.4986     
  1132.83        500.000                 NaN            NaN   4.19754                 NaN            NaN   6.64470                 NaN   7.32947       0.898020        41.4274        39.5029     
  1130.33        500.000                 NaN            NaN   4.21005                 NaN            NaN   6.62742                 NaN   7.33035       0.898564        41.4264        39.5072     
  1127.82        500.000                 NaN            NaN   4.22231                 NaN            NaN   6.61052                 NaN   7.33126       0.899089        41.4254        39.5114     
  1125.31        500.000                 NaN            NaN   4.23434                 NaN            NaN   6.59397                 NaN   7.33218       0.899599        41.4243        39.5156     
  1122.81        500.000                 NaN            NaN   4.21009                 NaN            NaN   6.61477                 NaN   7.33314       0.902175        41.4318        39.5080     
  1120.30        500.000                 NaN            NaN   4.20098                 NaN            NaN   6.63872                 NaN   7.34277       0.898266        41.4116        39.5077     
  1117.79        500.000                 NaN            NaN   4.26810                 NaN            NaN   6.54810                 NaN   7.33516       0.900918        41.4202        39.5275     
  1115.29        500.000                 NaN            NaN   4.27965                 NaN            NaN   6.53223                 NaN   7.33611       0.901409        41.4190        39.5316     
  1112.78        500.000                 NaN            NaN   4.23863                 NaN            NaN   6.58671                 NaN   7.33790       0.901688        41.4165        39.5186     
  1110.28        500.000                 NaN            NaN   4.30047                 NaN            NaN   6.50423                 NaN   7.33822       0.902163        41.4158        39.5391     
  1107.77        500.000                 NaN            NaN   4.31053                 NaN            NaN   6.49080                 NaN   7.33931       0.902510        41.4140        39.5428     
  1105.26        500.000                 NaN            NaN   4.32043                 NaN            NaN   6.47764                 NaN   7.34043       0.902842        41.4122        39.5465     
  1102.76        500.000                 NaN            NaN   4.33279                 NaN            NaN   6.46037                 NaN   7.34129       0.903456        41.4113        39.5508     
  1100.25        500.000                 NaN            NaN   4.34260                 NaN            NaN   6.44709                 NaN   7.34231       0.903820        41.4098        39.5544     
  1097.74        500.000                 NaN            NaN   4.35285                 NaN            NaN   6.43318                 NaN   7.34335       0.904225        41.4083        39.5581     
  1095.24        500.000                 NaN            NaN   4.36315                 NaN            NaN   6.41959                 NaN   7.34479       0.904534        41.4060        39.5620     
  1092.73        500.000                 NaN            NaN   4.37230                 NaN            NaN   6.40724                 NaN   7.34560       0.904916        41.4045        39.5654     
  1090.23        500.000                 NaN            NaN   4.35363                 NaN            NaN   6.42409                 NaN   7.34085       0.907739        41.4163        39.5574     
  1087.72        500.000                 NaN            NaN   4.39103                 NaN            NaN   6.38247                 NaN   7.34794       0.905546        41.4005        39.5725     
  1085.21        500.000                 NaN            NaN   4.40017                 NaN            NaN   6.37043                 NaN   7.34913       0.905844        41.3984        39.5760     
  1082.71        500.000                 NaN            NaN   4.40919                 NaN            NaN   6.35861                 NaN   7.35035       0.906133        41.3962        39.5795     
  1080.20        500.000                 NaN            NaN   4.41803                 NaN            NaN   6.34705                 NaN   7.35158       0.906408        41.3940        39.5830     
  1077.69        500.000                 NaN            NaN   4.42282                 NaN            NaN   6.34270                 NaN   7.35343       0.906163        41.3894        39.5855     
  1075.19        500.000                 NaN            NaN   4.39099                 NaN            NaN   6.40502                 NaN   7.36160       0.901004        41.3622        39.5792     
  1072.68        500.000                 NaN            NaN   4.40347                 NaN            NaN   6.35947                 NaN   7.35412       0.908858        41.3937        39.5804     
  1070.18        500.000                 NaN            NaN   4.44128                 NaN            NaN   6.29941                 NaN   7.34500       0.911742        41.4157        39.5869     
  1067.67        500.000                 NaN            NaN   4.66725                 NaN            NaN   5.98312                 NaN   7.25945       0.915300        41.5568        39.6180     
  1065.16        500.000                 NaN            NaN   4.67074                 NaN            NaN   5.98008                 NaN   7.26092       0.914949        41.5537        39.6196     
  1062.66        500.000                 NaN            NaN   4.67423                 NaN            NaN   5.97706                 NaN   7.26242       0.914597        41.5504        39.6213     
  1060.15        500.000                 NaN            NaN   4.67771                 NaN            NaN   5.97404                 NaN   7.26392       0.914242        41.5472        39.6229     
  1057.64        500.000                 NaN            NaN   4.47497                 NaN            NaN   6.26031                 NaN   7.35710       0.912162        41.3906        39.6049     
  1055.14        500.000                 NaN            NaN   4.68470                 NaN            NaN   5.96803                 NaN   7.26695       0.913529        41.5407        39.6261     
  1052.63        500.000                 NaN            NaN   4.47734                 NaN            NaN   6.28669                 NaN   7.37204       0.904734        41.3466        39.6126     
  1050.13        500.000                 NaN            NaN   4.69168                 NaN            NaN   5.96206                 NaN   7.27001       0.912808        41.5341        39.6294     
  1047.62        500.000                 NaN            NaN   4.46706                 NaN            NaN   6.29505                 NaN   7.36514       0.906009        41.3608        39.6059     
  1045.11        500.000                 NaN            NaN   4.69869                 NaN            NaN   5.95609                 NaN   7.27309       0.912085        41.5274        39.6327     
  1042.61        500.000                 NaN            NaN   4.70220                 NaN            NaN   5.95310                 NaN   7.27464       0.911724        41.5240        39.6344     
  1040.10        500.000                 NaN            NaN   4.70544                 NaN            NaN   5.95048                 NaN   7.27626       0.911365        41.5205        39.6359     
  1037.59        500.000                 NaN            NaN   4.52693                 NaN            NaN   6.22335                 NaN   7.38010       0.906224        41.3303        39.6331     
  1035.09        500.000                 NaN            NaN   4.53413                 NaN            NaN   6.21471                 NaN   7.38118       0.906341        41.3273        39.6364     
  1032.58        500.000                 NaN            NaN   4.56351                 NaN            NaN   6.16407                 NaN   7.37885       0.909778        41.3396        39.6442     
  1030.08        500.000                 NaN            NaN   4.57013                 NaN            NaN   6.15616                 NaN   7.38050       0.909865        41.3361        39.6473     
  1027.57        500.000                 NaN            NaN   4.57122                 NaN            NaN   6.15866                 NaN   7.38224       0.909211        41.3295        39.6492     
  1025.06        500.000                 NaN            NaN   4.56224                 NaN            NaN   6.18017                 NaN   7.38810       0.906744        41.3138        39.6489     
  1022.56        500.000                 NaN            NaN   4.56921                 NaN            NaN   6.17135                 NaN   7.38947       0.907135        41.3108        39.6520     
  1020.05        500.000                 NaN            NaN   4.57708                 NaN            NaN   6.16133                 NaN   7.39098       0.907347        41.3078        39.6554     
  1017.54        500.000                 NaN            NaN   4.91180                 NaN            NaN   5.42924       0.254770E-004   7.27911       0.969041        41.7251        39.6857     
  1015.04        500.000                 NaN            NaN   4.91383                 NaN            NaN   5.42730       0.249283E-004   7.28038       0.968975        41.7225        39.6870     
  1012.53        500.000                 NaN            NaN   4.91576                 NaN            NaN   5.42552       0.243285E-004   7.28176       0.968884        41.7197        39.6884     
  1010.03        500.000                 NaN            NaN   4.60650                 NaN            NaN   6.12452                 NaN   7.39761       0.907937        41.2948        39.6687     
  1007.52        500.000                 NaN            NaN   4.61347                 NaN            NaN   6.11588                 NaN   7.39925       0.908108        41.2914        39.6719     
  1005.01        500.000                 NaN            NaN   4.62007                 NaN            NaN   6.10773                 NaN   7.40077       0.908395        41.2881        39.6749     
  1002.51        500.000                 NaN            NaN   4.04488                 NaN            NaN   6.41831       0.642011        7.44139       0.827727        41.1409        39.4848     
  1000.00        500.000                 NaN            NaN   4.62748                 NaN            NaN   6.10398                 NaN   7.40512       0.908055        41.2745        39.6809     
