|6.6.6
Archiving\03_Data\Dfrac/QFM_m4.5/WD94/WD94_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1506.27        2500.00        99.0256                 NaN            NaN  0.139676E-003            NaN            NaN  0.974218                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.0220                 NaN            NaN            NaN            NaN            NaN  0.978002                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.0228                 NaN            NaN            NaN            NaN            NaN  0.977228                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.0204                 NaN            NaN            NaN            NaN            NaN  0.979573                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.0199                 NaN            NaN            NaN            NaN            NaN  0.980100                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.0142                 NaN            NaN            NaN            NaN            NaN  0.985847                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.0045                 NaN            NaN            NaN            NaN            NaN  0.995499                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.0006                 NaN            NaN            NaN            NaN            NaN  0.999401                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.9914                 NaN            NaN            NaN            NaN            NaN   1.00863                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.9692                 NaN            NaN            NaN            NaN            NaN   1.03080                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.9386                 NaN            NaN            NaN            NaN            NaN   1.06139                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.9431                 NaN            NaN            NaN            NaN            NaN   1.05688                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.8702                 NaN            NaN            NaN            NaN            NaN   1.12977                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.6627                 NaN            NaN            NaN            NaN            NaN  0.574443       0.762833                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.4680                 NaN            NaN            NaN            NaN            NaN   1.34483       0.187194                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.4864                 NaN            NaN            NaN            NaN            NaN   1.33597       0.177611                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.5043                 NaN            NaN            NaN            NaN            NaN  0.179802        1.31587                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.5215                 NaN            NaN            NaN            NaN            NaN  0.168616        1.30992                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.5375                 NaN            NaN            NaN            NaN            NaN  0.167374        1.29511                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.5531                 NaN            NaN            NaN            NaN            NaN  0.162083        1.28478                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.5694                 NaN            NaN            NaN            NaN            NaN   1.26768       0.162894                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.5832                 NaN            NaN            NaN            NaN            NaN   1.25650       0.160308                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.5975                 NaN            NaN            NaN            NaN            NaN  0.154741        1.24774                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.6093                 NaN            NaN            NaN            NaN            NaN  0.149773        1.24088                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.6219                 NaN            NaN            NaN            NaN            NaN  0.142602        1.23545                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.6337                 NaN            NaN            NaN            NaN            NaN   1.22720       0.139063                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.1899                 NaN            NaN            NaN            NaN            NaN   1.21189       0.374385                 NaN  0.223831                 NaN            NaN            NaN
  1438.60        2500.00        95.8867                 NaN            NaN            NaN            NaN            NaN   1.11348        1.62330                 NaN   1.37651                 NaN            NaN            NaN
  1436.09        2500.00        95.7585                 NaN            NaN  0.562081                 NaN            NaN  0.365413        1.77866                 NaN   1.53536                 NaN            NaN            NaN
  1433.58        2500.00        95.8723                 NaN            NaN  0.589996                 NaN            NaN   1.82838       0.207024                 NaN   1.50230                 NaN            NaN            NaN
  1431.08        2500.00        96.0021                 NaN            NaN  0.592263                 NaN            NaN  0.684087E-001   1.87917                 NaN   1.45802                 NaN            NaN            NaN
  1428.57        2500.00        96.1168                 NaN            NaN  0.582371                 NaN            NaN   1.88314                 NaN            NaN   1.41769                 NaN            NaN            NaN
  1426.07        2500.00        96.2237                 NaN            NaN  0.567775                 NaN            NaN   1.82955                 NaN            NaN   1.37900                 NaN            NaN            NaN
  1423.56        2500.00        96.3282                 NaN            NaN  0.576779                 NaN            NaN   1.75064                 NaN            NaN   1.34439                 NaN            NaN            NaN
  1421.05        2500.00        96.4210                 NaN            NaN  0.550292                 NaN            NaN   1.72007                 NaN            NaN   1.30865                 NaN            NaN            NaN
  1418.55        2500.00        96.5307                 NaN            NaN  0.536305                 NaN            NaN   1.66448                 NaN            NaN   1.26848                 NaN            NaN            NaN
  1416.04        2500.00        96.6223                 NaN            NaN  0.542548                 NaN            NaN   1.59689                 NaN            NaN   1.23824                 NaN            NaN            NaN
  1413.53        2500.00        96.7029                 NaN            NaN  0.524099                 NaN            NaN   1.56598                 NaN            NaN   1.20705                 NaN            NaN            NaN
  1411.03        2500.00        96.7873                 NaN            NaN  0.537539                 NaN            NaN   1.49625                 NaN            NaN   1.17893                 NaN            NaN            NaN
  1408.52        2500.00        96.8856                 NaN            NaN  0.508718                 NaN            NaN   1.46397                 NaN            NaN   1.14172                 NaN            NaN            NaN
  1406.02        2500.00        96.9534                 NaN            NaN  0.502584                 NaN            NaN   1.42766                 NaN            NaN   1.11639                 NaN            NaN            NaN
  1403.51        2500.00        95.4375                 NaN            NaN  0.857546                 NaN            NaN   2.01423                 NaN            NaN   1.69069                 NaN            NaN            NaN
  1401.00        2500.00        98.7302                 NaN            NaN  0.216555                 NaN            NaN  0.595907                 NaN            NaN  0.457382                 NaN            NaN            NaN
  1398.50        2500.00        97.1711                 NaN            NaN  0.495167                 NaN            NaN   1.29631                 NaN            NaN   1.03738                 NaN            NaN            NaN
  1395.99        2500.00        97.2394                 NaN            NaN  0.484959                 NaN            NaN   1.26423                 NaN            NaN   1.01138                 NaN            NaN            NaN
  1393.48        2500.00        97.3023                 NaN            NaN  0.474698                 NaN            NaN   1.23576                 NaN            NaN  0.987239                 NaN            NaN            NaN
  1390.98        2500.00        97.3614                 NaN            NaN  0.475050                 NaN            NaN   1.19767                 NaN            NaN  0.965881                 NaN            NaN            NaN
  1388.47        2500.00        97.4269                 NaN            NaN  0.463254                 NaN            NaN   1.17064                 NaN            NaN  0.939217                 NaN            NaN            NaN
  1385.96        2500.00        97.4791                 NaN            NaN  0.460102                 NaN            NaN   1.14057                 NaN            NaN  0.920242                 NaN            NaN            NaN
  1383.46        2500.00        97.5384                 NaN            NaN  0.454600                 NaN            NaN   1.10898                 NaN            NaN  0.898057                 NaN            NaN            NaN
  1380.95        2500.00        97.5897                 NaN            NaN  0.444317                 NaN            NaN   1.08874                 NaN            NaN  0.877267                 NaN            NaN            NaN
  1378.45        2500.00        97.6413                 NaN            NaN  0.440153                 NaN            NaN   1.06092                 NaN            NaN  0.857578                 NaN            NaN            NaN
  1375.94        2500.00        97.6917                 NaN            NaN  0.428440                 NaN            NaN   1.04288                 NaN            NaN  0.836942                 NaN            NaN            NaN
  1373.43        2500.00        97.7396                 NaN            NaN  0.421468                 NaN            NaN   1.02072                 NaN            NaN  0.818183                 NaN            NaN            NaN
  1370.93        2500.00        97.7808                 NaN            NaN  0.429277                 NaN            NaN  0.985041                 NaN            NaN  0.804916                 NaN            NaN            NaN
  1368.42        2500.00        97.8343                 NaN            NaN  0.404231                 NaN            NaN  0.982503                 NaN            NaN  0.779010                 NaN            NaN            NaN
  1365.91        2500.00        97.8764                 NaN            NaN  0.395664                 NaN            NaN  0.964567                 NaN            NaN  0.763352                 NaN            NaN            NaN
  1363.41        2500.00        97.9190                 NaN            NaN  0.386210                 NaN            NaN  0.949101                 NaN            NaN  0.745679                 NaN            NaN            NaN
  1360.90        2500.00        97.9580                 NaN            NaN  0.378798                 NaN            NaN  0.933553                 NaN            NaN  0.729607                 NaN            NaN            NaN
  1358.40        2500.00        97.9990                 NaN            NaN  0.371162                 NaN            NaN  0.916713                 NaN            NaN  0.713174                 NaN            NaN            NaN
  1355.89        2500.00        98.0372                 NaN            NaN  0.363020                 NaN            NaN  0.902379                 NaN            NaN  0.697424                 NaN            NaN            NaN
  1353.38        2500.00        98.0736                 NaN            NaN  0.353742                 NaN            NaN  0.890559                 NaN            NaN  0.682089                 NaN            NaN            NaN
  1350.88        2500.00        98.1131                 NaN            NaN  0.344289                 NaN            NaN  0.876433                 NaN            NaN  0.666178                 NaN            NaN            NaN
  1348.37        2500.00        98.1474                 NaN            NaN  0.336858                 NaN            NaN  0.863996                 NaN            NaN  0.651757                 NaN            NaN            NaN
  1345.86        2500.00        98.1837                 NaN            NaN  0.327353                 NaN            NaN  0.852051                 NaN            NaN  0.636939                 NaN            NaN            NaN
  1343.36        2500.00        98.2160                 NaN            NaN  0.318524                 NaN            NaN  0.842350                 NaN            NaN  0.623160                 NaN            NaN            NaN
  1340.85        2500.00        98.2514                 NaN            NaN  0.307514                 NaN            NaN  0.832429                 NaN            NaN  0.608660                 NaN            NaN            NaN
  1338.35        2500.00        98.2830                 NaN            NaN  0.300141                 NaN            NaN  0.821409                 NaN            NaN  0.595477                 NaN            NaN            NaN
  1335.84        2500.00        98.3115                 NaN            NaN  0.291838                 NaN            NaN  0.813609                 NaN            NaN  0.583087                 NaN            NaN            NaN
  1333.33        2500.00        98.3435                 NaN            NaN  0.282803                 NaN            NaN  0.803655                 NaN            NaN  0.570079                 NaN            NaN            NaN
  1330.83        2500.00        98.3744                 NaN            NaN  0.273407                 NaN            NaN  0.794902                 NaN            NaN  0.557319                 NaN            NaN            NaN
  1328.32        2500.00        98.4017                 NaN            NaN  0.263178                 NaN            NaN  0.789923                 NaN            NaN  0.545231                 NaN            NaN            NaN
  1325.81        2500.00        98.4314                 NaN            NaN  0.254040                 NaN            NaN  0.781603                 NaN            NaN  0.532990                 NaN            NaN            NaN
  1323.31        2500.00        98.4572                 NaN            NaN  0.245963                 NaN            NaN  0.774516                 NaN            NaN  0.522306                 NaN            NaN            NaN
  1320.80        2500.00        98.4862                 NaN            NaN  0.235615                 NaN            NaN  0.767920                 NaN            NaN  0.510310                 NaN            NaN            NaN
  1318.30        2500.00        98.5110                 NaN            NaN  0.226422                 NaN            NaN  0.762651                 NaN            NaN  0.499951                 NaN            NaN            NaN
  1315.79        2500.00        98.5386                 NaN            NaN  0.217828                 NaN            NaN  0.754979                 NaN            NaN  0.488570                 NaN            NaN            NaN
  1313.28        2500.00        98.5620                 NaN            NaN  0.208214                 NaN            NaN  0.750916                 NaN            NaN  0.478857                 NaN            NaN            NaN
  1310.78        2500.00        98.5877                 NaN            NaN  0.198663                 NaN            NaN  0.745412                 NaN            NaN  0.468182                 NaN            NaN            NaN
  1308.27        2500.00        98.6108                 NaN            NaN  0.188974                 NaN            NaN  0.741577                 NaN            NaN  0.458694                 NaN            NaN            NaN
  1305.76        2500.00        98.6353                 NaN            NaN  0.180233                 NaN            NaN  0.735469                 NaN            NaN  0.449013                 NaN            NaN            NaN
  1303.26        2500.00        98.6560                 NaN            NaN  0.171028                 NaN            NaN  0.732976                 NaN            NaN  0.439997                 NaN            NaN            NaN
  1300.75        2500.00        98.6780                 NaN            NaN  0.159477                 NaN            NaN  0.731350                 NaN            NaN  0.431132                 NaN            NaN            NaN
  1298.25        2500.00        98.6992                 NaN            NaN  0.151618                 NaN            NaN  0.726653                 NaN            NaN  0.422574                 NaN            NaN            NaN
  1295.74        2500.00        97.3639                 NaN            NaN  0.183214                 NaN            NaN   1.00682                 NaN            NaN  0.585010       0.861029                 NaN            NaN
  1293.23        2500.00        86.7642                 NaN            NaN  0.379742                 NaN            NaN   3.40642                 NaN            NaN   1.91491        7.53472                 NaN            NaN
  1290.73        2500.00        86.1114                 NaN            NaN  0.219181                 NaN            NaN   3.75083                 NaN            NaN   2.01598        7.81281       0.898380E-001            NaN
  1288.22        2500.00        84.7482                 NaN            NaN  0.951156E-001            NaN            NaN   4.16354                 NaN            NaN   2.21496        8.53686       0.241345                 NaN
  1285.71        2500.00        86.4519                 NaN            NaN  0.258159E-005            NaN            NaN   3.86912                 NaN            NaN   1.97548        7.49797       0.205537                 NaN
  1283.21        2500.00        87.9445                 NaN            NaN            NaN            NaN            NaN   3.48040                 NaN            NaN   1.77423        6.62346       0.177388                 NaN
  1280.70        2500.00        89.1825                 NaN            NaN            NaN            NaN            NaN   3.14580                 NaN            NaN   1.60361        5.91192       0.156173                 NaN
  1278.20        2500.00        87.2466                 NaN            NaN            NaN            NaN            NaN   3.75795                 NaN            NaN   1.98191        6.83250       0.181026                 NaN
  1275.69        2500.00        90.2517                 NaN            NaN            NaN            NaN            NaN   2.79127                 NaN            NaN   1.43255        5.39645       0.128032                 NaN
  1273.18        2500.00        95.7918                 NaN            NaN            NaN            NaN            NaN   1.34864                 NaN            NaN  0.582711        2.22026       0.565787E-001            NaN
  1270.68        2500.00        92.8318                 NaN            NaN            NaN            NaN            NaN   2.10547                 NaN            NaN   1.06818        3.89229       0.102272                 NaN
  1268.17        2500.00        92.6872                 NaN            NaN            NaN            NaN            NaN   1.99538                 NaN            NaN   1.07531        4.12741       0.114740                 NaN
  1265.66        2500.00        94.1470                 NaN            NaN            NaN            NaN            NaN   1.24453       0.196824                 NaN  0.746539        3.53473       0.130359                 NaN
  1263.16        2500.00        93.8856                 NaN            NaN            NaN            NaN            NaN   2.14176                 NaN            NaN   1.07312        2.87856       0.209342E-001            NaN
  1260.65        2500.00        95.8602                 NaN            NaN            NaN            NaN            NaN   1.25176                 NaN            NaN  0.609181        2.22126       0.575538E-001            NaN
  1258.15        2500.00        94.9547                 NaN            NaN            NaN            NaN            NaN  0.704788       0.672569                 NaN  0.763418        2.83872       0.657928E-001            NaN
  1255.64        2500.00        95.7103                 NaN            NaN            NaN            NaN            NaN   1.11100                 NaN            NaN  0.577714        2.52289       0.780648E-001            NaN
  1253.13        2500.00        88.3301                 NaN            NaN            NaN            NaN            NaN  0.588235        2.43349                 NaN   1.81535        6.65541       0.177468                 NaN
  1250.63        2500.00        99.8083                 NaN            NaN            NaN            NaN            NaN  0.191686                 NaN            NaN            NaN            NaN            NaN            NaN
  1248.12        2500.00        99.6291                 NaN            NaN            NaN            NaN            NaN  0.267087                 NaN            NaN  0.103827                 NaN            NaN            NaN
  1245.61        2500.00        98.4913                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.446835E-001   1.28871       0.374390E-001  0.137882     
  1243.11        2500.00        92.2819                 NaN            NaN            NaN            NaN            NaN   2.09234                 NaN            NaN   1.00572        3.11509       0.273129E-001   1.47759     
  1240.60        2500.00        80.4444                 NaN            NaN            NaN            NaN            NaN   2.87307                 NaN            NaN   1.88207        8.34526       0.127562        6.32766     
  1238.10        2500.00        81.5713                 NaN            NaN            NaN            NaN            NaN   2.63741                 NaN            NaN   1.79037        7.91564       0.108705        5.97653     
  1235.59        2500.00        80.2013                 NaN            NaN            NaN            NaN            NaN   1.34827        1.46742                 NaN   1.84099        8.59227       0.124776        6.42493     
  1233.08        2500.00        75.4648                 NaN            NaN            NaN            NaN            NaN   2.43361       0.794884                 NaN   2.20633        10.9109       0.151730        8.03772     
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.29761        10.1633       0.345612E-005   8.25129        46.2752       0.626939        33.3856     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.70949        1.76078                 NaN   8.26380        46.2516       0.624909        33.3895     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.93983        1.53393                 NaN   8.26983        46.2407       0.623916        33.3918     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.1177        1.36032                 NaN   8.27614        46.2291       0.622641        33.3941     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.505110E-001   10.3066        1.12283        8.28079        46.2210       0.621969        33.3964     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.66418        5.97581       0.852053        8.37969        46.1281       0.609249        33.3909     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.5646       0.922282                 NaN   8.29345        46.1986       0.620025        33.4011     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.28364        8.19396                 NaN   8.28560        46.2176       0.620560        33.3987     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.69358        5.93980       0.860334        8.38477        46.1164       0.608607        33.3965     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.5009                 NaN            NaN   8.31448        46.1599       0.616062        33.4087     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.1863       0.315324                 NaN   8.31918        46.1537       0.615400        33.4101     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.3288       0.176001                 NaN   8.32550        46.1439       0.614088        33.4117     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.4565       0.525129E-001            NaN   8.33168        46.1312       0.613271        33.4148     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.385850        3.04767        8.06544        8.33070        46.1444       0.614144        33.4118     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.840280        3.27044        7.39196        8.34305        46.1283       0.612420        33.4136     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.05519        3.33494        7.11592        8.35148        46.1157       0.611150        33.4156     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.5171                 NaN            NaN   8.35202        46.0978       0.610471        33.4226     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.23304        8.28932                 NaN   8.34761        46.0934       0.610010        33.4267     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.167417        11.3445                 NaN   8.35758        46.0950       0.611152        33.4244     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.94743        8.61365                 NaN   8.36635        46.0302       0.602495        33.4398     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.04033        8.49541                 NaN   8.36401        46.0561       0.607379        33.4368     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.468425        11.0549                 NaN   8.37985        46.0584       0.607444        33.4310     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.62340        8.91888                 NaN   8.37942        46.0349       0.604186        33.4392     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.626746        10.9046                 NaN   8.39248        46.0353       0.605000        33.4359     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.585910        10.9494                 NaN   8.39738        46.0250       0.603944        33.4384     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.647194        10.8921                 NaN   8.40335        46.0138       0.602746        33.4408     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.702312        10.8411                 NaN   8.40919        46.0026       0.601555        33.4433     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.774060        10.7734                 NaN   8.41511        45.9913       0.600349        33.4457     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.869882        10.6817                 NaN   8.42112        45.9800       0.599125        33.4482     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.953354        10.6023                 NaN   8.42693        45.9689       0.597921        33.4506     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.19078        10.3687                 NaN   8.43358        45.9573       0.596640        33.4530     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.22870        10.3348                 NaN   8.43882        45.9467       0.595492        33.4555     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.05779        10.5105                 NaN   8.44304        45.9362       0.594404        33.4581     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.37479        10.1967                 NaN   8.44945        45.9255       0.593184        33.4604     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.43482        10.1406                 NaN   8.45460        45.9150       0.592037        33.4629     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.49810        10.0814                 NaN   8.45969        45.9046       0.590893        33.4654     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.55925        10.0242                 NaN   8.46471        45.8942       0.589754        33.4678     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.62081        9.96668                 NaN   8.46966        45.8839       0.588619        33.4703     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.69605        9.89553                 NaN   8.47457        45.8735       0.587482        33.4728     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.75211        9.84348                 NaN   8.47937        45.8634       0.586356        33.4753     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.80730        9.79231                 NaN   8.48411        45.8532       0.585231        33.4778     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.85778        9.74589                 NaN   8.48880        45.8431       0.584106        33.4804     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.83336        9.77442                 NaN   8.49358        45.8327       0.582918        33.4831     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.72723        9.88585                 NaN   8.49871        45.8208       0.581594        33.4858     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.99507        9.62045                 NaN   8.50257        45.8132       0.580740        33.4880     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.03429        9.58542                 NaN   8.50712        45.8030       0.579603        33.4906     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.06614        9.55784                 NaN   8.51167        45.7928       0.578453        33.4931     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.07022        3.98918        1.50953        8.47772        45.8816       0.588203        33.4836     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.10919        9.52361                 NaN   8.52085        45.7719       0.576102        33.4984     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.15981        9.47715                 NaN   8.52521        45.7619       0.574979        33.5009     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.18376        9.45766                 NaN   8.52974        45.7515       0.573798        33.5035     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.20230        9.44367                 NaN   8.53430        45.7410       0.572598        33.5062     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.21836        9.43223                 NaN   8.53889        45.7303       0.571385        33.5088     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.22840        9.42693                 NaN   8.54354        45.7195       0.570147        33.5115     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.23499        9.42517                 NaN   8.54824        45.7085       0.568889        33.5142     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.23855        9.42653                 NaN   8.55298        45.6974       0.567610        33.5169     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.23295        9.43725                 NaN   8.55786        45.6860       0.566291        33.5196     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.22077        9.45471                 NaN   8.56285        45.6743       0.564934        33.5224     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.19841        9.48265                 NaN   8.56803        45.6622       0.563520        33.5252     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.17687        9.50971                 NaN   8.57324        45.6500       0.562096        33.5281     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.13299        9.55963                 NaN   8.57883        45.6370       0.560563        33.5310     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.07013        9.62903                 NaN   8.58481        45.6232       0.558924        33.5340     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.00764        9.69805                 NaN   8.59086        45.6092       0.557260        33.5370     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.94151        9.77096                 NaN   8.59710        45.5948       0.555545        33.5400     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.82027        9.90015                 NaN   8.60437        45.5784       0.553556        33.5433     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.662512        11.1096                 NaN   8.65379        45.4783       0.541025        33.5548     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.52349        10.2144                 NaN   8.62039        45.5424       0.549179        33.5501     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.30514        10.4432                 NaN   8.62998        45.5213       0.546580        33.5538     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.04590        10.7140                 NaN   8.64060        45.4981       0.543714        33.5577     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.714784        11.0584                 NaN   8.65287        45.4717       0.540422        33.5619     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.329387        11.4586                 NaN   8.66654        45.4424       0.536769        33.5663     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.8104                 NaN            NaN   8.68568        45.4003       0.531127        33.5725     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.8236                 NaN            NaN   8.69462        45.3762       0.528132        33.5775     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.9807       0.853515                 NaN   8.70515        45.3545       0.525055        33.5811     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.61525        10.2027                 NaN   8.69581        45.3788       0.528253        33.5791     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.0316        1.80965                 NaN   8.71194        45.3374       0.523349        33.5860     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.61800        2.22694                 NaN   8.71532        45.3288       0.522491        33.5885     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.25170        2.59708                 NaN   8.71876        45.3198       0.521604        33.5910     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.93200        2.92079                 NaN   8.72230        45.3106       0.520681        33.5936     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.65358        3.20342                 NaN   8.72595        45.3011       0.519718        33.5962     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.41095        3.45041                 NaN   8.72968        45.2914       0.518727        33.5988     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.20022        3.66563                 NaN   8.73349        45.2814       0.517708        33.6015     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.01759        3.85287                 NaN   8.73735        45.2713       0.516669        33.6042     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.85703        4.01815                 NaN   8.74126        45.2610       0.515611        33.6069     
