|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.5/GRV/GRV_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1429.10        500.000       0.974176E-003   99.2679                 NaN            NaN  0.243156       0.487982                 NaN            NaN            NaN            NaN            NaN
  1427.70        500.000       0.930253E-003   99.2746                 NaN            NaN  0.483203       0.241294                 NaN            NaN            NaN            NaN            NaN
  1426.30        500.000       0.882973E-003   99.2794                 NaN            NaN  0.239376       0.480338                 NaN            NaN            NaN            NaN            NaN
  1424.91        500.000       0.846456E-003   99.2858                 NaN            NaN  0.475878       0.237489                 NaN            NaN            NaN            NaN            NaN
  1423.51        500.000       0.806418E-003   99.2910                 NaN            NaN  0.471949       0.236220                 NaN            NaN            NaN            NaN            NaN
  1422.11        500.000       0.767218E-003   99.2964                 NaN            NaN  0.468141       0.234662                 NaN            NaN            NaN            NaN            NaN
  1420.71        500.000       0.733127E-003   99.3017                 NaN            NaN  0.233119       0.464470                 NaN            NaN            NaN            NaN            NaN
  1419.32        500.000       0.691732E-003   99.3069                 NaN            NaN  0.460948       0.231499                 NaN            NaN            NaN            NaN            NaN
  1417.92        500.000       0.661479E-003   99.3115                 NaN            NaN  0.457687       0.230130                 NaN            NaN            NaN            NaN            NaN
  1416.52        500.000       0.622363E-003   99.3212                 NaN            NaN  0.226392       0.451822                 NaN            NaN            NaN            NaN            NaN
  1415.12        500.000       0.590291E-003   99.3181                 NaN            NaN  0.228921       0.452342                 NaN            NaN            NaN            NaN            NaN
  1413.72        500.000       0.547240E-003   99.3270                 NaN            NaN  0.447056       0.225416                 NaN            NaN            NaN            NaN            NaN
  1412.33        500.000       0.525209E-003   99.3292                 NaN            NaN  0.445797       0.224436                 NaN            NaN            NaN            NaN            NaN
  1410.93        500.000       0.486992E-003   99.3373                 NaN            NaN  0.222358       0.439810                 NaN            NaN            NaN            NaN            NaN
  1409.53        500.000       0.450084E-003   99.3410                 NaN            NaN  0.437358       0.221145                 NaN            NaN            NaN            NaN            NaN
  1408.13        500.000       0.417142E-003   99.3452                 NaN  0.115902E-004  0.434638       0.219772                 NaN            NaN            NaN            NaN            NaN
  1406.74        500.000       0.384288E-003   99.3508                 NaN  0.517413E-005  0.430857       0.217984                 NaN            NaN            NaN            NaN            NaN
  1405.34        500.000       0.344085E-003   99.3795                 NaN            NaN  0.412008       0.208173                 NaN            NaN            NaN            NaN            NaN
  1403.94        500.000       0.341645E-003   99.3337                 NaN            NaN  0.441135       0.224789                 NaN            NaN            NaN            NaN            NaN
  1402.54        500.000       0.293728E-003   99.3633                 NaN            NaN  0.422338       0.214088                 NaN            NaN            NaN            NaN            NaN
  1401.15        500.000       0.275749E-003   99.3634                 NaN            NaN  0.214259       0.422078                 NaN            NaN            NaN            NaN            NaN
  1399.75        500.000       0.236608E-003   99.3759                 NaN            NaN  0.413086       0.210755                 NaN            NaN            NaN            NaN            NaN
  1398.35        500.000       0.216453E-003   99.3740                 NaN            NaN  0.415070       0.210747                 NaN            NaN            NaN            NaN            NaN
  1396.95        500.000       0.178368E-003   99.3814                 NaN            NaN  0.409428       0.208960                 NaN            NaN            NaN            NaN            NaN
  1395.55        500.000                 NaN   98.8285                 NaN            NaN  0.438086       0.446737                 NaN  0.286690                 NaN            NaN            NaN
  1394.16        500.000                 NaN   98.4393                 NaN            NaN  0.600611       0.467967                 NaN  0.492119                 NaN            NaN            NaN
  1392.76        500.000       0.245081E-005   98.4596                 NaN            NaN  0.461922       0.593187                 NaN  0.485330                 NaN            NaN            NaN
  1391.36        500.000                 NaN   98.4842                 NaN  0.239552E-005  0.583681       0.454584                 NaN  0.477577                 NaN            NaN            NaN
  1389.96        500.000                 NaN   98.4974                 NaN  0.120516E-004  0.578697       0.450941                 NaN  0.472962                 NaN            NaN            NaN
  1388.57        500.000                 NaN   98.5308                 NaN            NaN  0.566285       0.440502                 NaN  0.462408                 NaN            NaN            NaN
  1387.17        500.000                 NaN   98.5459                 NaN            NaN  0.435779       0.560727                 NaN  0.457545                 NaN            NaN            NaN
  1385.77        500.000                 NaN   98.5667                 NaN            NaN  0.552499       0.429749                 NaN  0.451018                 NaN            NaN            NaN
  1384.37        500.000                 NaN   98.5868                 NaN            NaN  0.423994       0.544757                 NaN  0.444468                 NaN            NaN            NaN
  1382.98        500.000                 NaN   98.6064                 NaN            NaN  0.538390       0.417293                 NaN  0.437887                 NaN            NaN            NaN
  1381.58        500.000                 NaN   98.6231                 NaN            NaN  0.531820       0.412401                 NaN  0.432657                 NaN            NaN            NaN
  1380.18        500.000                 NaN   98.6433                 NaN            NaN  0.406231       0.524698                 NaN  0.425759                 NaN            NaN            NaN
  1378.78        500.000                 NaN   98.6582                 NaN            NaN  0.519238       0.401562                 NaN  0.421039                 NaN            NaN            NaN
  1377.38        500.000                 NaN   98.6754                 NaN            NaN  0.396627       0.512531                 NaN  0.415434                 NaN            NaN            NaN
  1375.99        500.000                 NaN   98.6926                 NaN            NaN  0.506889       0.390862                 NaN  0.409666                 NaN            NaN            NaN
  1374.59        500.000                 NaN   98.7066                 NaN            NaN  0.387300       0.501106                 NaN  0.404987                 NaN            NaN            NaN
  1373.19        500.000                 NaN   98.7241                 NaN            NaN  0.495573       0.380990                 NaN  0.399289                 NaN            NaN            NaN
  1371.79        500.000                 NaN   98.7366                 NaN            NaN  0.377042       0.491417                 NaN  0.394969                 NaN            NaN            NaN
  1370.40        500.000                 NaN   98.7552                 NaN            NaN  0.371789       0.484091                 NaN  0.388947                 NaN            NaN            NaN
  1369.00        500.000                 NaN   98.7642                 NaN            NaN  0.367742       0.481552                 NaN  0.386519                 NaN            NaN            NaN
  1367.60        500.000                 NaN   98.7884                 NaN            NaN  0.360940       0.472945                 NaN  0.377726                 NaN            NaN            NaN
  1366.20        500.000                 NaN   98.7934                 NaN            NaN  0.470558       0.359855                 NaN  0.376221                 NaN            NaN            NaN
  1364.80        500.000                 NaN   98.8117                 NaN            NaN  0.353269       0.464960                 NaN  0.370046                 NaN            NaN            NaN
  1363.41        500.000                 NaN   98.8228                 NaN            NaN  0.349846       0.461068                 NaN  0.366335                 NaN            NaN            NaN
  1362.01        500.000                 NaN   98.8353                 NaN            NaN  0.345561       0.457038                 NaN  0.362146                 NaN            NaN            NaN
  1360.61        500.000                 NaN   98.8474                 NaN            NaN  0.341801       0.452878                 NaN  0.357901                 NaN            NaN            NaN
  1359.21        500.000                 NaN   98.8597                 NaN            NaN  0.337849       0.448606                 NaN  0.353824                 NaN            NaN            NaN
  1357.82        500.000                 NaN   98.8715                 NaN            NaN  0.444769       0.333695                 NaN  0.350032                 NaN            NaN            NaN
  1356.42        500.000                 NaN   98.8832                 NaN            NaN  0.330007       0.440791                 NaN  0.345956                 NaN            NaN            NaN
  1355.02        500.000                 NaN   98.8951                 NaN            NaN  0.326560       0.436477                 NaN  0.341839                 NaN            NaN            NaN
  1353.62        500.000                 NaN   98.9066                 NaN            NaN  0.432636       0.322654                 NaN  0.338087                 NaN            NaN            NaN
  1352.23        500.000                 NaN   98.9166                 NaN            NaN  0.319280       0.429638                 NaN  0.334512                 NaN            NaN            NaN
  1350.83        500.000                 NaN   98.9268                 NaN            NaN  0.315565       0.426623                 NaN  0.331062                 NaN            NaN            NaN
  1349.43        500.000                 NaN   98.9370                 NaN            NaN  0.312121       0.423358                 NaN  0.327476                 NaN            NaN            NaN
  1348.03        500.000                 NaN   98.9532                 NaN  0.166698       0.107431       0.416951                 NaN  0.355742                 NaN            NaN            NaN
  1346.63        500.000                 NaN   98.9714                 NaN  0.215650       0.445636       0.728274E-002            NaN  0.360008                 NaN            NaN            NaN
  1345.24        500.000                 NaN   98.9816                 NaN  0.214693       0.443798       0.343455E-002            NaN  0.356470                 NaN            NaN            NaN
  1343.84        500.000                 NaN   98.9961                 NaN  0.212418       0.113860E-002  0.439462                 NaN  0.350855                 NaN            NaN            NaN
  1342.44        500.000                 NaN   99.0024                 NaN  0.211328       0.437765                 NaN            NaN  0.348479                 NaN            NaN            NaN
  1341.04        500.000                 NaN   99.0166                 NaN  0.207458       0.430391       0.262032E-002            NaN  0.342885                 NaN            NaN            NaN
  1339.65        500.000                 NaN   99.0237                 NaN  0.200761       0.420803       0.153973E-001            NaN  0.339291                 NaN            NaN            NaN
  1338.25        500.000                 NaN   99.0309                 NaN  0.188821       0.406865       0.389277E-001            NaN  0.334446                 NaN            NaN            NaN
  1336.85        500.000                 NaN   99.0450                 NaN  0.206417       0.415301                 NaN            NaN  0.333296                 NaN            NaN            NaN
  1335.45        500.000                 NaN   99.0635                 NaN  0.196692       0.414642                 NaN            NaN  0.325170                 NaN            NaN            NaN
  1334.05        500.000                 NaN   99.0434                 NaN  0.157372       0.364178       0.111231                 NaN  0.323853                 NaN            NaN            NaN
  1332.66        500.000                 NaN   99.0841                 NaN  0.193685       0.404899                 NaN            NaN  0.317325                 NaN            NaN            NaN
  1331.26        500.000                 NaN   99.0809                 NaN  0.184551       0.200736E-001  0.397334                 NaN  0.317133                 NaN            NaN            NaN
  1329.86        500.000                 NaN   99.1022                 NaN  0.189960       0.397433                 NaN            NaN  0.310374                 NaN            NaN            NaN
  1328.46        500.000                 NaN   99.1071                 NaN  0.187455       0.396997                 NaN            NaN  0.308427                 NaN            NaN            NaN
  1327.07        500.000                 NaN   99.1180                 NaN  0.186455       0.390896                 NaN            NaN  0.304669                 NaN            NaN            NaN
  1325.67        500.000                 NaN   99.1265                 NaN  0.183556       0.388691                 NaN            NaN  0.301213                 NaN            NaN            NaN
  1324.27        500.000                 NaN   99.1359                 NaN  0.180673       0.385776                 NaN            NaN  0.297668                 NaN            NaN            NaN
  1322.87        500.000                 NaN   99.1459                 NaN  0.180061       0.380101                 NaN            NaN  0.293967                 NaN            NaN            NaN
  1321.48        500.000                 NaN   99.1535                 NaN  0.177281       0.378455                 NaN            NaN  0.290779                 NaN            NaN            NaN
  1320.08        500.000                 NaN   99.1627                 NaN  0.175067       0.374852                 NaN            NaN  0.287396                 NaN            NaN            NaN
  1318.68        500.000                 NaN   99.1719                 NaN  0.173247       0.371055                 NaN            NaN  0.283758                 NaN            NaN            NaN
  1317.28        500.000                 NaN   99.1789                 NaN  0.170562       0.369627                 NaN            NaN  0.280919                 NaN            NaN            NaN
  1315.88        500.000                 NaN   99.1888                 NaN  0.169348       0.364535                 NaN            NaN  0.277304                 NaN            NaN            NaN
  1314.49        500.000                 NaN   99.1962                 NaN  0.165814       0.363793                 NaN            NaN  0.274212                 NaN            NaN            NaN
  1313.09        500.000                 NaN   99.2046                 NaN  0.164024       0.360431                 NaN            NaN  0.270948                 NaN            NaN            NaN
  1311.69        500.000                 NaN   99.2134                 NaN  0.161805       0.357192                 NaN            NaN  0.267649                 NaN            NaN            NaN
  1310.29        500.000                 NaN   99.2197                 NaN  0.159468       0.355857                 NaN            NaN  0.265014                 NaN            NaN            NaN
  1308.90        500.000                 NaN   99.2281                 NaN  0.156371       0.353994                 NaN            NaN  0.261585                 NaN            NaN            NaN
  1307.50        500.000                 NaN   99.2371                 NaN  0.155388       0.349085                 NaN            NaN  0.258450                 NaN            NaN            NaN
  1306.10        500.000                 NaN   99.2446                 NaN  0.153585       0.346208                 NaN            NaN  0.255628                 NaN            NaN            NaN
  1304.70        500.000                 NaN   99.2518                 NaN  0.150543       0.345108                 NaN            NaN  0.252591                 NaN            NaN            NaN
  1303.31        500.000                 NaN   99.2596                 NaN  0.149973       0.340409                 NaN            NaN  0.249973                 NaN            NaN            NaN
  1301.91        500.000                 NaN   99.2670                 NaN  0.147147       0.338938                 NaN            NaN  0.246923                 NaN            NaN            NaN
  1300.51        500.000                 NaN   99.1764                 NaN  0.139642       0.376627                 NaN            NaN  0.271149       0.362234E-001            NaN            NaN
  1299.11        500.000                 NaN   99.1818                 NaN  0.137984       0.373701                 NaN            NaN  0.269212       0.372795E-001            NaN            NaN
  1297.71        500.000                 NaN   99.1948                 NaN  0.135919       0.368102                 NaN            NaN  0.264673       0.365004E-001            NaN            NaN
  1296.32        500.000                 NaN   99.2052                 NaN  0.134728       0.362859                 NaN            NaN  0.261364       0.358718E-001            NaN            NaN
  1294.92        500.000                 NaN   99.2161                 NaN  0.132612       0.358392                 NaN            NaN  0.257703       0.351915E-001            NaN            NaN
  1293.52        500.000                 NaN   99.2278                 NaN  0.132032       0.351514                 NaN            NaN  0.254035       0.345762E-001            NaN            NaN
  1292.12        500.000                 NaN   99.2375                 NaN  0.130577       0.347320                 NaN            NaN  0.250645       0.339272E-001            NaN            NaN
  1290.73        500.000                 NaN   99.2483                 NaN  0.127998       0.343450                 NaN            NaN  0.246970       0.332751E-001            NaN            NaN
  1289.33        500.000                 NaN   99.2587                 NaN  0.125286       0.339995                 NaN            NaN  0.243413       0.326352E-001            NaN            NaN
  1287.93        500.000                 NaN   99.1981                 NaN  0.154474       0.322563                 NaN            NaN  0.290070       0.348373E-001            NaN            NaN
  1286.53        500.000                 NaN   99.3509                 NaN  0.889845E-001  0.345723                 NaN            NaN  0.185951       0.284468E-001            NaN            NaN
  1285.13        500.000                 NaN   99.2890                 NaN  0.121484       0.325348                 NaN            NaN  0.233292       0.308384E-001            NaN            NaN
  1283.74        500.000                 NaN   99.2988                 NaN  0.119740       0.321219                 NaN            NaN  0.229997       0.302682E-001            NaN            NaN
  1282.34        500.000                 NaN   99.3083                 NaN  0.117655       0.317664                 NaN            NaN  0.226716       0.296779E-001            NaN            NaN
  1280.94        500.000                 NaN   99.3182                 NaN  0.115877       0.313396                 NaN            NaN  0.223379       0.291055E-001            NaN            NaN
  1279.54        500.000                 NaN   99.3278                 NaN  0.114234       0.309178                 NaN            NaN  0.220213       0.285623E-001            NaN            NaN
  1278.15        500.000                 NaN   99.3365                 NaN  0.112943       0.305253                 NaN            NaN  0.217225       0.280307E-001            NaN            NaN
  1276.75        500.000                 NaN   99.3461                 NaN  0.110613       0.301875                 NaN            NaN  0.213955       0.274718E-001            NaN            NaN
  1275.35        500.000                 NaN   99.3540                 NaN  0.108237       0.299638                 NaN            NaN  0.211195       0.269551E-001            NaN            NaN
  1273.95        500.000                 NaN   99.3646                 NaN  0.107346       0.294079                 NaN            NaN  0.207629       0.263896E-001            NaN            NaN
  1272.56        500.000                 NaN   99.3730                 NaN  0.105123       0.291121                 NaN            NaN  0.204857       0.259169E-001            NaN            NaN
  1271.16        500.000                 NaN   99.3810                 NaN  0.104688       0.286699                 NaN            NaN  0.202144       0.254364E-001            NaN            NaN
  1269.76        500.000                 NaN   99.3905                 NaN  0.102144       0.283485                 NaN            NaN  0.198974       0.249184E-001            NaN            NaN
  1268.36        500.000                 NaN   99.3983                 NaN  0.100471       0.280600                 NaN            NaN  0.196159       0.244371E-001            NaN            NaN
  1266.96        500.000                 NaN   99.4073                 NaN  0.990246E-001  0.276228                 NaN            NaN  0.193399       0.240007E-001            NaN            NaN
  1265.57        500.000                 NaN   95.1736                 NaN  0.293099       0.938661                 NaN            NaN  0.680662       0.109671        2.80432                 NaN
  1264.17        500.000                 NaN   93.9557                 NaN  0.339524        1.13003                 NaN            NaN  0.815448       0.132706        3.62663                 NaN
  1262.77        500.000                 NaN   94.3689                 NaN  0.313721        1.06263                 NaN            NaN  0.762506       0.122855        3.36937                 NaN
  1261.37        500.000                 NaN   94.7368                 NaN  0.289636        1.00273                 NaN            NaN  0.714964       0.114074        3.14181                 NaN
  1259.98        500.000                 NaN   95.0578                 NaN  0.267218       0.951311                 NaN            NaN  0.673082       0.106349        2.94420                 NaN
  1258.58        500.000                 NaN   95.3478                 NaN  0.251623       0.900549                 NaN            NaN  0.635256       0.994559E-001   2.76529                 NaN
  1257.18        500.000                 NaN   95.6006                 NaN  0.235852       0.857138                 NaN            NaN  0.602043       0.933863E-001   2.61095                 NaN
  1255.78        500.000                 NaN   95.8332                 NaN  0.220767       0.818099                 NaN            NaN  0.571202       0.877500E-001   2.46896                 NaN
  1254.38        500.000                 NaN   96.0439                 NaN  0.207492       0.781631                 NaN            NaN  0.543100       0.826410E-001   2.34122                 NaN
