|6.6.6
Archiving\03_Data\frac/QFM_m1.75/GRV/GRV_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q              hed           
  1533.83        2500.00        97.5893                 NaN  0.758112E-002  0.254759                 NaN   2.14833                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        97.6430                 NaN  0.721780E-002  0.254189                 NaN   2.09561                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        97.6942                 NaN  0.692725E-002  0.247910                 NaN   2.05096                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        97.7385                 NaN  0.664843E-002  0.238687                 NaN   2.01616                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        97.7987                 NaN  0.625506E-002  0.244567                 NaN   1.95051                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        97.8471                 NaN  0.591442E-002  0.249648                 NaN   1.89737                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        97.8902                 NaN  0.565929E-002  0.239299                 NaN   1.86489                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        97.9336                 NaN  0.537005E-002  0.237627                 NaN   1.82337                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        97.9637                 NaN  0.524777E-002  0.212884                 NaN   1.81816                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.0096                 NaN  0.484690E-002  0.240357                 NaN   1.74515                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.0641                 NaN  0.457128E-002  0.224676                 NaN   1.70668                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.0898                 NaN  0.436164E-002  0.219180                 NaN   1.68663                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.1267                 NaN  0.410250E-002  0.220417                 NaN   1.64882                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.1595                 NaN  0.389106E-002  0.213671                 NaN   1.62299                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.1864                 NaN  0.368811E-002  0.212115                 NaN   1.59783                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.2255                 NaN  0.345594E-002  0.201731                 NaN   1.56933                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.2568                 NaN  0.321923E-002  0.206535                 NaN   1.53342                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.2792                 NaN  0.309577E-002  0.194361                 NaN   1.52331                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.3110                 NaN  0.287749E-002  0.194564                 NaN   1.49152                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.3358                 NaN  0.269118E-002  0.191715                 NaN   1.46980                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.3596                 NaN  0.251046E-002  0.186623                 NaN   1.45131                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.3898                 NaN  0.236937E-002  0.179435                 NaN   1.42835                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.4064                 NaN  0.216325E-002  0.189383                 NaN   1.40201                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.4428                 NaN  0.200034E-002  0.179698                 NaN   1.37546                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.4585                 NaN  0.185388E-002  0.175775                 NaN   1.36387                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.4778                 NaN  0.172155E-002  0.169899                 NaN   1.35062                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.5001                 NaN  0.155113E-002  0.178162                 NaN   1.32020                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.5192                 NaN  0.141765E-002  0.157910                 NaN   1.32142                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.5398                 NaN  0.127951E-002  0.163363                 NaN   1.29552                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.5551                 NaN  0.115357E-002  0.159731                 NaN   1.28403                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.5752                 NaN  0.103218E-002  0.155320                 NaN   1.26846                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.5893                 NaN  0.880959E-003  0.157056                 NaN   1.25273                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.6085                 NaN  0.789148E-003  0.149725                 NaN   1.24101                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.6231                 NaN  0.667115E-003  0.147856                 NaN   1.22839                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.6326                 NaN  0.603698E-003  0.136504                 NaN  0.177552E-001   1.21254                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.6350                 NaN  0.612109E-003  0.110571                 NaN  0.106421        1.14736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.6407                 NaN  0.503229E-003  0.107407                 NaN  0.110822        1.14061                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.6661                 NaN  0.408294E-003  0.103855                 NaN  0.119193        1.11048                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.6723                 NaN  0.302512E-003  0.101300                 NaN  0.124762        1.10130                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.6835                 NaN  0.202274E-003  0.984419E-001            NaN  0.129255        1.08860                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.6946                 NaN  0.112095E-003  0.959274E-001            NaN   1.07379       0.135536                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.7044                 NaN  0.253416E-004  0.933355E-001            NaN  0.135648        1.06663                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.7153                 NaN  0.964259E-003  0.879362E-001            NaN   1.04113       0.154658                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.7246                 NaN            NaN  0.867396E-001            NaN  0.150026        1.03866                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.7330                 NaN            NaN  0.838350E-001            NaN   1.02931       0.153850                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.7415                 NaN  0.390455E-004  0.811155E-001            NaN   1.01594       0.161362                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.7486                 NaN            NaN  0.782757E-001            NaN  0.164517        1.00863                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.7557                 NaN            NaN  0.755688E-001            NaN  0.170376       0.998385                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        98.7618                 NaN            NaN  0.727878E-001            NaN  0.991832       0.173557                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1411.03        2500.00        98.7662                 NaN            NaN  0.697575E-001            NaN  0.178744       0.985332                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1408.52        2500.00        96.9338                 NaN            NaN  0.568908                 NaN   1.27642       0.148388                 NaN            NaN   1.07251                 NaN            NaN            NaN            NaN
  1406.02        2500.00        96.8946                 NaN            NaN  0.597584                 NaN   1.28759       0.107905                 NaN            NaN   1.11237                 NaN            NaN            NaN            NaN
  1403.51        2500.00        96.9655                 NaN            NaN  0.596624                 NaN   1.28015       0.695955E-001            NaN            NaN   1.08817                 NaN            NaN            NaN            NaN
  1401.00        2500.00        96.9419                 NaN            NaN  0.601119                 NaN  0.437619E-001   1.30848                 NaN            NaN   1.10473                 NaN            NaN            NaN            NaN
  1398.50        2500.00        97.1790                 NaN            NaN  0.570910                 NaN  0.201873E-001   1.22343                 NaN            NaN   1.00645                 NaN            NaN            NaN            NaN
  1395.99        2500.00        97.1481                 NaN            NaN  0.576397                 NaN   1.23644       0.179826E-001            NaN            NaN   1.02107                 NaN            NaN            NaN            NaN
  1393.48        2500.00        97.2081                 NaN            NaN  0.564695                 NaN  0.102149E-001   1.21897                 NaN            NaN  0.998068                 NaN            NaN            NaN            NaN
  1390.98        2500.00        97.2665                 NaN            NaN  0.561106                 NaN   1.19540                 NaN            NaN            NaN  0.977025                 NaN            NaN            NaN            NaN
  1388.47        2500.00        97.3222                 NaN            NaN  0.557493                 NaN   1.16333                 NaN            NaN            NaN  0.956974                 NaN            NaN            NaN            NaN
  1385.96        2500.00        97.3742                 NaN            NaN  0.547500                 NaN   1.14157                 NaN            NaN            NaN  0.936737                 NaN            NaN            NaN            NaN
  1383.46        2500.00        97.4204                 NaN            NaN  0.534775                 NaN   1.12702                 NaN            NaN            NaN  0.917853                 NaN            NaN            NaN            NaN
  1380.95        2500.00        97.4696                 NaN            NaN  0.529629                 NaN   1.10146                 NaN            NaN            NaN  0.899275                 NaN            NaN            NaN            NaN
  1378.45        2500.00        97.5205                 NaN            NaN  0.524552                 NaN   1.07481                 NaN            NaN            NaN  0.880096                 NaN            NaN            NaN            NaN
  1375.94        2500.00        97.5672                 NaN            NaN  0.518058                 NaN   1.05239                 NaN            NaN            NaN  0.862312                 NaN            NaN            NaN            NaN
  1373.43        2500.00        97.6126                 NaN            NaN  0.508726                 NaN   1.03412                 NaN            NaN            NaN  0.844547                 NaN            NaN            NaN            NaN
  1370.93        2500.00        97.6547                 NaN            NaN  0.502560                 NaN   1.01484                 NaN            NaN            NaN  0.827894                 NaN            NaN            NaN            NaN
  1368.42        2500.00        97.6950                 NaN            NaN  0.486252                 NaN   1.00816                 NaN            NaN            NaN  0.810582                 NaN            NaN            NaN            NaN
  1365.91        2500.00        97.7378                 NaN            NaN  0.485318                 NaN  0.982369                 NaN            NaN            NaN  0.794516                 NaN            NaN            NaN            NaN
  1363.41        2500.00        97.7753                 NaN            NaN  0.476699                 NaN  0.968908                 NaN            NaN            NaN  0.779127                 NaN            NaN            NaN            NaN
  1360.90        2500.00        97.8128                 NaN            NaN  0.468001                 NaN  0.955303                 NaN            NaN            NaN  0.763930                 NaN            NaN            NaN            NaN
  1358.40        2500.00        97.8469                 NaN            NaN  0.463412                 NaN  0.939566                 NaN            NaN            NaN  0.750078                 NaN            NaN            NaN            NaN
  1355.89        2500.00        97.8863                 NaN            NaN  0.451555                 NaN  0.928289                 NaN            NaN            NaN  0.733827                 NaN            NaN            NaN            NaN
  1353.38        2500.00        97.9202                 NaN            NaN  0.444963                 NaN  0.914307                 NaN            NaN            NaN  0.720526                 NaN            NaN            NaN            NaN
  1350.88        2500.00        97.9553                 NaN            NaN  0.436139                 NaN  0.902983                 NaN            NaN            NaN  0.705560                 NaN            NaN            NaN            NaN
  1348.37        2500.00        97.9857                 NaN            NaN  0.430081                 NaN  0.890878                 NaN            NaN            NaN  0.693292                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.0217                 NaN            NaN  0.418305                 NaN  0.881229                 NaN            NaN            NaN  0.678770                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.0522                 NaN            NaN  0.407948                 NaN  0.874331                 NaN            NaN            NaN  0.665538                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.0817                 NaN            NaN  0.399543                 NaN  0.865470                 NaN            NaN            NaN  0.653238                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.1096                 NaN            NaN  0.393670                 NaN  0.854891                 NaN            NaN            NaN  0.641866                 NaN            NaN            NaN            NaN
  1335.84        2500.00        98.0442                 NaN            NaN  0.382106                 NaN  0.888374                 NaN            NaN            NaN  0.655375       0.299593E-001            NaN            NaN            NaN
  1333.33        2500.00        97.8986                 NaN            NaN  0.374877                 NaN  0.946164                 NaN            NaN            NaN  0.692338       0.880230E-001            NaN            NaN            NaN
  1330.83        2500.00        97.9470                 NaN            NaN  0.367614                 NaN  0.924136                 NaN            NaN            NaN  0.676223       0.850649E-001            NaN            NaN            NaN
  1328.32        2500.00        97.9944                 NaN            NaN  0.362677                 NaN  0.899712                 NaN            NaN            NaN  0.660897       0.822939E-001            NaN            NaN            NaN
  1325.81        2500.00        98.0348                 NaN            NaN  0.352955                 NaN  0.885393                 NaN            NaN            NaN  0.647157       0.797138E-001            NaN            NaN            NaN
  1323.31        2500.00        98.0904                 NaN            NaN  0.341136                 NaN  0.865039                 NaN            NaN            NaN  0.627136       0.762738E-001            NaN            NaN            NaN
  1320.80        2500.00        98.1268                 NaN            NaN  0.335714                 NaN  0.848043                 NaN            NaN            NaN  0.615438       0.740148E-001            NaN            NaN            NaN
  1318.30        2500.00        98.1693                 NaN            NaN  0.326701                 NaN  0.831680                 NaN            NaN            NaN  0.600896       0.713920E-001            NaN            NaN            NaN
  1315.79        2500.00        98.2108                 NaN            NaN  0.318644                 NaN  0.814715                 NaN            NaN            NaN  0.586878       0.689256E-001            NaN            NaN            NaN
  1313.28        2500.00        98.2519                 NaN            NaN  0.308917                 NaN  0.799954                 NaN            NaN            NaN  0.572803       0.664114E-001            NaN            NaN            NaN
  1310.78        2500.00        98.2919                 NaN            NaN  0.300546                 NaN  0.784195                 NaN            NaN            NaN  0.559297       0.640335E-001            NaN            NaN            NaN
  1308.27        2500.00        98.3320                 NaN            NaN  0.290819                 NaN  0.769866                 NaN            NaN            NaN  0.545666       0.616869E-001            NaN            NaN            NaN
  1305.76        2500.00        98.3694                 NaN            NaN  0.283496                 NaN  0.754665                 NaN            NaN            NaN  0.533003       0.594782E-001            NaN            NaN            NaN
  1303.26        2500.00        98.4071                 NaN            NaN  0.274535                 NaN  0.740929                 NaN            NaN            NaN  0.520145       0.572744E-001            NaN            NaN            NaN
  1300.75        2500.00        98.4455                 NaN            NaN  0.265949                 NaN  0.726011                 NaN            NaN            NaN  0.507399       0.551517E-001            NaN            NaN            NaN
  1298.25        2500.00        98.4807                 NaN            NaN  0.255311                 NaN  0.715781                 NaN            NaN            NaN  0.495182       0.529960E-001            NaN            NaN            NaN
  1295.74        2500.00        98.5179                 NaN            NaN  0.246910                 NaN  0.701498                 NaN            NaN            NaN  0.482763       0.509556E-001            NaN            NaN            NaN
  1293.23        2500.00        96.8966                 NaN            NaN  0.342096                 NaN  0.972784                 NaN            NaN            NaN  0.699593       0.831607E-001   1.00575                 NaN            NaN
  1290.73        2500.00        73.5799                 NaN            NaN   1.69778                 NaN   5.12391                 NaN            NaN            NaN   3.88769       0.544565        15.1662                 NaN            NaN
  1288.22        2500.00        79.0479                 NaN            NaN   1.27815                 NaN   4.26135                 NaN            NaN            NaN   3.11019       0.422232        11.8802                 NaN            NaN
  1285.71        2500.00        82.6950                 NaN            NaN  0.964270                 NaN   3.72105                 NaN            NaN            NaN   2.58642       0.339557        9.69375                 NaN            NaN
  1283.21        2500.00        85.1872                 NaN            NaN  0.694331                 NaN   3.42365                 NaN            NaN            NaN   2.22324       0.279674        8.19187                 NaN            NaN
  1280.70        2500.00        86.7976                 NaN            NaN  0.419729                 NaN   3.38463                 NaN            NaN            NaN   1.98128       0.233639        7.18315                 NaN            NaN
  1278.20        2500.00        87.9953                 NaN            NaN  0.346596                 NaN   2.61555       0.557213                 NaN            NaN   1.80481       0.208630        6.47193                 NaN            NaN
  1275.69        2500.00        89.0541                 NaN            NaN  0.127734                 NaN   3.05419                 NaN            NaN            NaN   1.58917       0.187221        5.98759                 NaN            NaN
  1273.18        2500.00        90.0745                 NaN            NaN            NaN            NaN   3.23464                 NaN            NaN            NaN   1.56985       0.124626        4.99634                 NaN            NaN
  1270.68        2500.00        89.1412                 NaN            NaN            NaN            NaN   1.52575        1.72496                 NaN            NaN   1.64387       0.164111        5.80012                 NaN            NaN
  1268.17        2500.00        92.5936                 NaN            NaN            NaN            NaN   1.49522       0.733323                 NaN            NaN   1.09771       0.116053        3.96406                 NaN            NaN
  1265.66        2500.00        91.9487                 NaN            NaN            NaN            NaN   2.49188                 NaN            NaN            NaN   1.16461       0.109301        4.28548                 NaN            NaN
  1263.16        2500.00        95.3892                 NaN            NaN            NaN            NaN   1.61434                 NaN            NaN            NaN  0.755789       0.606350E-001   2.18004                 NaN            NaN
  1260.65        2500.00        92.9324                 NaN            NaN            NaN            NaN   1.53124       0.601185                 NaN            NaN   1.08061       0.959536E-001   3.75859                 NaN            NaN
  1258.15        2500.00        95.1194                 NaN            NaN            NaN            NaN  0.268044        1.25512                 NaN            NaN  0.731791       0.756518E-001   2.54996                 NaN            NaN
  1255.64        2500.00        94.8168                 NaN            NaN            NaN            NaN  0.518804        1.10105                 NaN            NaN  0.780894       0.668076E-001   2.71566                 NaN            NaN
  1253.13        2500.00        95.8127                 NaN            NaN            NaN            NaN  0.950355                 NaN            NaN            NaN  0.607027       0.105720        2.52422                 NaN            NaN
  1250.63        2500.00        94.7960                 NaN            NaN            NaN            NaN   1.67047       0.338700                 NaN            NaN  0.744883       0.299512E-001   2.41995                 NaN            NaN
  1248.12        2500.00        95.4530                 NaN            NaN            NaN            NaN  0.338225E-001   1.07553       0.336860E-004            NaN  0.674702       0.675290E-001   2.69540                 NaN            NaN
  1245.61        2500.00        74.0573                 NaN            NaN            NaN            NaN   1.03748        3.29521                 NaN            NaN   2.71793       0.169773        10.8575        7.86482                 NaN
  1243.11        2500.00        71.2451                 NaN            NaN            NaN            NaN   3.07696        1.90967       0.533172E-005            NaN   2.85104       0.195573        11.7034        9.01828                 NaN
  1240.60        2500.00        79.7400                 NaN            NaN            NaN            NaN  0.285663        2.84130                 NaN            NaN   2.09264       0.127795        8.59089        6.32173                 NaN
  1238.10        2500.00        71.4779                 NaN            NaN            NaN            NaN   4.80222                 NaN            NaN            NaN   2.86275       0.194005        11.9311        8.73205                 NaN
  1235.59        2500.00        84.6261                 NaN            NaN            NaN            NaN   2.26963       0.156701                 NaN            NaN   1.51548       0.896625E-001   6.46523        4.87723                 NaN
  1233.08        2500.00        77.9209                 NaN            NaN            NaN            NaN   3.39281                 NaN            NaN            NaN   2.17763       0.136014        9.43310        6.93958                 NaN
  1230.58        2500.00        79.7122                 NaN            NaN            NaN            NaN   1.77081        1.21493                 NaN            NaN   1.97787       0.120555        8.85267        6.35095                 NaN
  1228.07        2500.00        51.1265                 NaN            NaN            NaN            NaN   6.34902                 NaN            NaN            NaN   4.33549       0.304318        22.2297        15.6550                 NaN
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN   12.0758                 NaN            NaN            NaN   8.50100       0.619415        46.2717        32.5321                 NaN
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN   12.0390                 NaN            NaN            NaN   8.52026       0.623646        46.2970        32.5201                 NaN
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN   12.0727                 NaN            NaN            NaN   8.51311       0.619461        46.2636        32.5311                 NaN
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN   4.66532        7.42664                 NaN            NaN   8.59189       0.615824        46.1636        32.5367                 NaN
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN   4.73128        7.36254                 NaN            NaN   8.59729       0.615148        46.1552        32.5385                 NaN
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN   4.82003        7.27564                 NaN            NaN   8.60245       0.614510        46.1471        32.5403                 NaN
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN   12.1101                 NaN            NaN            NaN   8.57876       0.615310        46.1518        32.5441                 NaN
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN   12.1212                 NaN            NaN            NaN   8.57772       0.613152        46.1413        32.5467                 NaN
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN   12.0945                 NaN            NaN            NaN   8.61819       0.613829        46.1296        32.5439                 NaN
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN   12.0934                 NaN            NaN            NaN   8.60908       0.613001        46.1425        32.5420                 NaN
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN   12.1081                 NaN            NaN            NaN   8.62594       0.610361        46.1074        32.5482                 NaN
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN   12.0813                 NaN            NaN            NaN   8.62168       0.606613        46.1505        32.5399                 NaN
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN   4.65192        7.47777                 NaN            NaN   8.64287       0.604155        46.0658        32.5575                 NaN
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN   4.55368        7.56514                 NaN            NaN   8.64578       0.605736        46.0725        32.5572                 NaN
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN   4.28756        7.81114                 NaN            NaN   8.64881       0.607831        46.0945        32.5502                 NaN
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN   5.42098        6.69723                 NaN            NaN   8.66073       0.605087        46.0585        32.5574                 NaN
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN   6.23852        5.88812                 NaN            NaN   8.65689       0.604555        46.0490        32.5629                 NaN
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN   4.21531        7.88679                 NaN            NaN   8.66729       0.605146        46.0661        32.5593                 NaN
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN   4.42450        7.69649                 NaN            NaN   8.67792       0.601089        46.0331        32.5669                 NaN
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN   4.91962        7.21218                 NaN            NaN   8.67754       0.601354        46.0227        32.5666                 NaN
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN   5.57914        6.57566                 NaN            NaN   8.68849       0.598445        45.9824        32.5758                 NaN
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN   6.26471        5.86085                 NaN            NaN   8.66818       0.605112        46.0305        32.5707                 NaN
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN   4.74012        7.38790                 NaN            NaN   8.68250       0.603630        46.0156        32.5702                 NaN
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN   4.05141        8.08833                 NaN            NaN   8.69150       0.598969        45.9972        32.5726                 NaN
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN   12.1399                 NaN            NaN            NaN   8.69436       0.598157        45.9942        32.5734                 NaN
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN   12.1329                 NaN            NaN            NaN   8.66414       0.597458        46.0367        32.5688                 NaN
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN   6.12169        6.02318                 NaN            NaN   8.68398       0.599817        45.9929        32.5784                 NaN
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN   6.93208        5.22213                 NaN            NaN   8.78868       0.590300        45.8893        32.5775                 NaN
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN   6.82471        5.32912                 NaN            NaN   8.79133       0.589893        45.8864        32.5785                 NaN
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN   7.45280       0.373623E-005   4.70470                 NaN   8.80044       0.588969        45.8709        32.5822                 NaN
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN   1.46057        10.6785       0.171413E-003            NaN   8.80473       0.595310        45.8703        32.5905                 NaN
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN   2.24147        9.90740                 NaN            NaN   8.80106       0.592398        45.8702        32.5874                 NaN
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN   10.6354        1.52096                 NaN            NaN   8.81675       0.591093        45.8421        32.5938                 NaN
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN   10.6349        1.52089                 NaN            NaN   8.81673       0.591072        45.8411        32.5953                 NaN
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN  0.333529E-005   10.6343        1.52082                 NaN   8.81671       0.591052        45.8402        32.5969                 NaN
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN   10.6327        1.52190                 NaN            NaN   8.81666       0.591031        45.8393        32.5984                 NaN
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN   10.6331        1.52091                 NaN            NaN   8.81666       0.591011        45.8383        32.6000                 NaN
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN   10.6328        1.52066                 NaN            NaN   8.81664       0.590990        45.8374        32.6016                 NaN
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN   10.6323        1.52055                 NaN            NaN   8.81662       0.590970        45.8364        32.6031                 NaN
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN   10.6318        1.52047                 NaN            NaN   8.81660       0.590949        45.8355        32.6047                 NaN
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN   10.6313        1.52040                 NaN            NaN   8.81658       0.590929        45.8346        32.6063                 NaN
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN   10.6308        1.52033                 NaN            NaN   8.81656       0.590909        45.8336        32.6078                 NaN
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN   10.6302        1.52026                 NaN            NaN   8.81653       0.590888        45.8327        32.6094                 NaN
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN   10.6297        1.52019                 NaN            NaN   8.81651       0.590868        45.8318        32.6109                 NaN
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN   10.6292        1.52012                 NaN            NaN   8.81649       0.590848        45.8308        32.6125                 NaN
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN   10.6287        1.52005                 NaN            NaN   8.81647       0.590828        45.8299        32.6140                 NaN
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN   10.5246        1.72678                 NaN            NaN   8.92575       0.556601        45.6410        32.6253                 NaN
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN   10.5241        1.72670                 NaN            NaN   8.92573       0.556581        45.6401        32.6269                 NaN
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN   10.5236        1.72662                 NaN            NaN   8.92571       0.556562        45.6391        32.6284                 NaN
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN   10.5231        1.72654                 NaN            NaN   8.92569       0.556543        45.6382        32.6300                 NaN
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN   10.5226        1.72646                 NaN            NaN   8.92567       0.556524        45.6373        32.6315                 NaN
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN   10.5221        1.72638                 NaN            NaN   8.92565       0.556505        45.6363        32.6331                 NaN
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN  0.954847E-001   10.9171        1.21786                 NaN   8.91841       0.559534        45.6585        32.6331                 NaN
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN  0.954817E-001   10.9234        1.21565                 NaN   8.92027       0.558757        45.6510        32.6354                 NaN
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN   1.57432        10.6773                 NaN            NaN   8.92528       0.555860        45.6271        32.6401                 NaN
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN  0.954675E-001   11.2300       0.872980       0.292733E-004   8.91281       0.560213        45.7021        32.6263                 NaN
