|6.6.6
Archiving\03_Data\frac/QFM/Y98/Y98_3.tab                                  
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1416.04        2500.00        96.6730       0.548053                 NaN            NaN            NaN   1.10716       0.555774        1.11600                 NaN            NaN            NaN
  1413.53        2500.00        96.7505       0.549709                 NaN            NaN            NaN   1.08661       0.521079        1.09214                 NaN            NaN            NaN
  1411.03        2500.00        96.8294       0.550855                 NaN            NaN            NaN   1.06815       0.485284        1.06631                 NaN            NaN            NaN
  1408.52        2500.00        96.8853       0.557157                 NaN            NaN            NaN   1.05306       0.454574        1.04988                 NaN            NaN            NaN
  1406.02        2500.00        96.9653       0.555629                 NaN            NaN            NaN  0.420243        1.03566        1.02319                 NaN            NaN            NaN
  1403.51        2500.00        97.0191       0.561817                 NaN            NaN            NaN   1.02050       0.390396        1.00818                 NaN            NaN            NaN
  1401.00        2500.00        97.0339       0.570138                 NaN            NaN            NaN  0.369204        1.02203        1.00474                 NaN            NaN            NaN
  1398.50        2500.00        97.1829       0.561620                 NaN            NaN            NaN  0.980396       0.321295       0.953741                 NaN            NaN            NaN
  1395.99        2500.00        97.2004       0.568240                 NaN            NaN            NaN  0.979166       0.302543       0.949696                 NaN            NaN            NaN
  1393.48        2500.00        97.2494       0.572396                 NaN            NaN            NaN  0.968192       0.275500       0.934528                 NaN            NaN            NaN
  1390.98        2500.00        97.3003       0.575434                 NaN            NaN            NaN  0.956335       0.249725       0.918171                 NaN            NaN            NaN
  1388.47        2500.00        96.4516       0.110243                 NaN  0.289911                 NaN  0.872318        1.27266        1.00323                 NaN            NaN            NaN
  1385.96        2500.00        95.6441                 NaN            NaN  0.540455                 NaN   1.00492        1.63708        1.17344                 NaN            NaN            NaN
  1383.46        2500.00        95.7188                 NaN            NaN  0.546593                 NaN  0.953008        1.62569        1.15593                 NaN            NaN            NaN
  1380.95        2500.00        95.8686                 NaN            NaN  0.534341                 NaN  0.902426        1.57415        1.12051                 NaN            NaN            NaN
  1378.45        2500.00        96.0363                 NaN            NaN  0.516271                 NaN  0.856644        1.51001        1.08080                 NaN            NaN            NaN
  1375.94        2500.00        96.2024                 NaN            NaN  0.496910                 NaN   1.44666       0.812693        1.04131                 NaN            NaN            NaN
  1373.43        2500.00        96.3634                 NaN            NaN  0.477145                 NaN  0.774210        1.38212        1.00309                 NaN            NaN            NaN
  1370.93        2500.00        96.5199                 NaN            NaN  0.457863                 NaN   1.32112       0.735915       0.965160                 NaN            NaN            NaN
  1368.42        2500.00        96.6658                 NaN            NaN  0.439537                 NaN  0.702234        1.26238       0.930071                 NaN            NaN            NaN
  1365.91        2500.00        96.8044                 NaN            NaN  0.421956                 NaN   1.20826       0.669038       0.896360                 NaN            NaN            NaN
  1363.41        2500.00        96.9329                 NaN            NaN  0.405594                 NaN   1.15690       0.639705       0.864860                 NaN            NaN            NaN
  1360.90        2500.00        97.0565                 NaN            NaN  0.389858                 NaN  0.611554        1.10777       0.834329                 NaN            NaN            NaN
  1358.40        2500.00        97.1734                 NaN            NaN  0.374639                 NaN   1.06110       0.585427       0.805440                 NaN            NaN            NaN
  1355.89        2500.00        97.2822                 NaN            NaN  0.360300                 NaN   1.01776       0.561471       0.778301                 NaN            NaN            NaN
  1353.38        2500.00        97.3856                 NaN            NaN  0.346624                 NaN  0.539001       0.976302       0.752433                 NaN            NaN            NaN
  1350.88        2500.00        97.4842                 NaN            NaN  0.333862                 NaN  0.937651       0.516802       0.727523                 NaN            NaN            NaN
  1348.37        2500.00        97.5754                 NaN            NaN  0.321602                 NaN  0.496950       0.901565       0.704457                 NaN            NaN            NaN
  1345.86        2500.00        97.6659                 NaN            NaN  0.309747                 NaN  0.865622       0.477555       0.681129                 NaN            NaN            NaN
  1343.36        2500.00        97.7475                 NaN            NaN  0.298420                 NaN  0.832490       0.461098       0.660455                 NaN            NaN            NaN
  1340.85        2500.00        97.8272                 NaN            NaN  0.287798                 NaN  0.801446       0.443739       0.639794                 NaN            NaN            NaN
  1338.35        2500.00        97.9025                 NaN            NaN  0.277594                 NaN  0.428225       0.771384       0.620309                 NaN            NaN            NaN
  1335.84        2500.00        97.9737                 NaN            NaN  0.267610                 NaN  0.413868       0.743071       0.601771                 NaN            NaN            NaN
  1333.33        2500.00        98.0422                 NaN            NaN  0.258090                 NaN  0.400111       0.715726       0.583873                 NaN            NaN            NaN
  1330.83        2500.00        98.1073                 NaN            NaN  0.249117                 NaN  0.689686       0.387097       0.566806                 NaN            NaN            NaN
  1328.32        2500.00        98.1695                 NaN            NaN  0.240409                 NaN  0.374532       0.665309       0.550266                 NaN            NaN            NaN
  1325.81        2500.00        98.2287                 NaN            NaN  0.232057                 NaN  0.641668       0.363006       0.534525                 NaN            NaN            NaN
  1323.31        2500.00        98.2849                 NaN            NaN  0.223899                 NaN  0.619111       0.352546       0.519552                 NaN            NaN            NaN
  1320.80        2500.00        98.3396                 NaN            NaN  0.216298                 NaN  0.342316       0.596961       0.504866                 NaN            NaN            NaN
  1318.30        2500.00        98.3913                 NaN            NaN  0.208923                 NaN  0.576664       0.332133       0.491023                 NaN            NaN            NaN
  1315.79        2500.00        98.4409                 NaN            NaN  0.201321                 NaN  0.556755       0.323664       0.477381                 NaN            NaN            NaN
  1313.28        2500.00        98.4875                 NaN            NaN  0.194367                 NaN  0.537646       0.315600       0.464851                 NaN            NaN            NaN
  1310.78        2500.00        98.5336                 NaN            NaN  0.187634                 NaN  0.519038       0.307516       0.452219                 NaN            NaN            NaN
  1308.27        2500.00        98.5774                 NaN            NaN  0.181212                 NaN  0.299241       0.501975       0.440125                 NaN            NaN            NaN
  1305.76        2500.00        98.6191                 NaN            NaN  0.174719                 NaN  0.484475       0.293083       0.428618                 NaN            NaN            NaN
  1303.26        2500.00        98.6592                 NaN            NaN  0.168733                 NaN  0.468752       0.285756       0.417556                 NaN            NaN            NaN
  1300.75        2500.00        98.6980                 NaN            NaN  0.162784                 NaN  0.279447       0.453020       0.406740                 NaN            NaN            NaN
  1298.25        2500.00        98.7357                 NaN            NaN  0.156899                 NaN  0.437507       0.273770       0.396133                 NaN            NaN            NaN
  1295.74        2500.00        98.7708                 NaN            NaN  0.151641                 NaN  0.267855       0.423219       0.386448                 NaN            NaN            NaN
  1293.23        2500.00        98.8058                 NaN            NaN  0.145846                 NaN  0.408890       0.263085       0.376346                 NaN            NaN            NaN
  1290.73        2500.00        82.9745                 NaN            NaN  0.671764                 NaN   1.64426        2.43298        2.34162        9.93491                 NaN            NaN
  1288.22        2500.00        85.8943                 NaN            NaN  0.563957                 NaN   1.36519        2.00312        1.95988        8.21351                 NaN            NaN
  1285.71        2500.00        88.1187                 NaN            NaN  0.487096                 NaN   1.16331        1.66234        1.66812        6.90048                 NaN            NaN
  1283.21        2500.00        89.6795                 NaN            NaN  0.435833                 NaN   1.02610        1.41289        1.46212        5.98355                 NaN            NaN
  1280.70        2500.00        90.0836                 NaN            NaN  0.437351                 NaN   1.01021        1.29775        1.42116        5.74994                 NaN            NaN
  1278.20        2500.00        92.8509                 NaN            NaN  0.327262                 NaN  0.910121       0.753286        1.02505        4.13343                 NaN            NaN
  1275.69        2500.00        92.6815                 NaN            NaN  0.343756                 NaN  0.782021       0.897547        1.05903        4.23619                 NaN            NaN
  1273.18        2500.00        93.2276                 NaN            NaN  0.324950                 NaN  0.731133       0.810493       0.984690        3.92112                 NaN            NaN
  1270.68        2500.00        93.8807                 NaN            NaN  0.308422                 NaN  0.697278       0.675197       0.895273        3.54309                 NaN            NaN
  1268.17        2500.00        94.5841                 NaN            NaN  0.284766                 NaN  0.625623       0.569581       0.790035        3.14594                 NaN            NaN
  1265.66        2500.00        94.7644                 NaN            NaN  0.282296                 NaN  0.521884       0.616482       0.766909        3.04802                 NaN            NaN
  1263.16        2500.00        94.8079                 NaN            NaN  0.299817                 NaN  0.403237       0.669489       0.757840        3.06169                 NaN            NaN
  1260.65        2500.00        95.6672                 NaN            NaN  0.233065                 NaN  0.483620       0.465585       0.636876        2.51369                 NaN            NaN
  1258.15        2500.00        95.3068                 NaN            NaN  0.269302                 NaN  0.584637       0.390024       0.691735        2.75751                 NaN            NaN
  1255.64        2500.00        95.2295                 NaN            NaN  0.129342                 NaN  0.522094       0.531034       0.676908        2.82003       0.911329E-001            NaN
  1253.13        2500.00        95.9767                 NaN            NaN  0.103332                 NaN  0.443247       0.444808       0.574752        2.37657       0.806414E-001            NaN
  1250.63        2500.00        97.3923                 NaN            NaN            NaN            NaN  0.626076                 NaN  0.385105        1.53773       0.587654E-001            NaN
  1248.12        2500.00        85.8198                 NaN            NaN  0.635516                 NaN   1.50671                 NaN   1.52556        6.88218       0.627837E-001   3.56741     
  1245.61        2500.00        64.5428                 NaN            NaN   1.55368                 NaN   2.73471                 NaN   3.46998        15.7970       0.121889E-001   11.8897     
  1243.11        2500.00        71.0035                 NaN            NaN   1.20065                 NaN   2.53824                 NaN   2.81539        12.8317       0.381031E-001   9.57233     
  1240.60        2500.00        90.7380                 NaN            NaN  0.376509                 NaN  0.789148                 NaN  0.887131        4.09365       0.143460E-001   3.10117     
  1238.10        2500.00        63.5127                 NaN            NaN   1.54474                 NaN   2.64121                 NaN   3.47565        16.4148       0.276015E-001   12.3833     
  1235.59        2500.00        86.6986                 NaN            NaN  0.450293                 NaN   1.42838                 NaN   1.30782        5.84768       0.456957E-001   4.22152     
  1233.08        2500.00        77.7894                 NaN            NaN  0.837562                 NaN   1.83103                 NaN   2.09556        9.94219       0.558444E-001   7.44838     
  1230.58        2500.00        87.7434                 NaN            NaN  0.448243                 NaN   1.00706                 NaN   1.12994        5.57481       0.274281E-001   4.06916     
  1228.07        2500.00        78.8353                 NaN            NaN  0.752387                 NaN   1.51883                 NaN   1.89592        9.82931       0.469524E-001   7.12126     
  1225.56        2500.00        35.7356                 NaN            NaN   2.07131                 NaN   4.02116                 NaN   5.32055        30.8041       0.167673        21.8796     
  1223.06        2500.00                 NaN            NaN            NaN   3.07960                 NaN   5.88179                 NaN   8.01621        48.3721       0.285261        34.3651     
  1220.55        2500.00                 NaN            NaN            NaN   3.07186                 NaN   5.88267                 NaN   7.99131        48.3844       0.295402        34.3744     
  1218.05        2500.00                 NaN            NaN            NaN   3.05904                 NaN   5.88253                 NaN   8.02199        48.3612       0.305070        34.3702     
  1215.54        2500.00                 NaN            NaN            NaN   3.05104                 NaN   5.88601                 NaN   8.02463        48.3519       0.312866        34.3736     
  1213.03        2500.00                 NaN            NaN            NaN   3.04099                 NaN   5.88290                 NaN   8.02599        48.3486       0.323815        34.3777     
  1210.53        2500.00                 NaN            NaN            NaN   3.02934                 NaN   5.88627                 NaN   8.02922        48.3417       0.334049        34.3794     
  1208.02        2500.00                 NaN            NaN            NaN   3.01915                 NaN   5.88636                 NaN   8.03211        48.3361       0.344007        34.3822     
  1205.51        2500.00                 NaN            NaN            NaN   3.00920                 NaN   5.88717                 NaN   8.03488        48.3300       0.353650        34.3851     
  1203.01        2500.00                 NaN            NaN            NaN   3.02725                 NaN   5.81028                 NaN   8.02722        48.3518       0.364589        34.4189     
  1200.50        2500.00                 NaN            NaN            NaN   2.98817                 NaN   5.88761                 NaN   8.04104        48.3192       0.373810        34.3902     
  1197.99        2500.00                 NaN            NaN            NaN   2.97834                 NaN   5.88647                 NaN   8.04397        48.3142       0.383719        34.3933     
  1195.49        2500.00                 NaN            NaN            NaN   2.96699                 NaN   5.88649                 NaN   8.04745        48.3096       0.394301        34.3952     
  1192.98        2500.00                 NaN            NaN            NaN   2.95650                 NaN   5.88581                 NaN   8.05099        48.3043       0.404488        34.3979     
  1190.48        2500.00                 NaN            NaN            NaN   2.94936                 NaN   5.88479                 NaN   8.05270        48.2979       0.412673        34.4026     
  1187.97        2500.00                 NaN            NaN            NaN   2.93916                 NaN   5.88523                 NaN   8.05583        48.2922       0.422391        34.4052     
  1185.46        2500.00                 NaN            NaN            NaN   2.95796                 NaN   5.85032                 NaN   8.10749        48.1790       0.432358        34.4728     
  1182.96        2500.00                 NaN            NaN            NaN   2.91964                 NaN   5.88416                 NaN   8.06184        48.2815       0.441700        34.4111     
  1180.45        2500.00                 NaN            NaN            NaN   2.90989                 NaN   5.88382                 NaN   8.06490        48.2761       0.451256        34.4140     
  1177.94        2500.00                 NaN            NaN            NaN   2.90022                 NaN   5.88550                 NaN   8.06783        48.2692       0.460378        34.4169     
  1175.44        2500.00                 NaN            NaN            NaN   2.88985                 NaN   5.88542                 NaN   8.07124        48.2641       0.470200        34.4192     
  1172.93        2500.00                 NaN            NaN            NaN   2.88268                 NaN   5.88387                 NaN   8.07343        48.2576       0.478403        34.4240     
  1170.43        2500.00                 NaN            NaN            NaN   2.87595                 NaN   5.87851                 NaN   8.07576        48.2536       0.486990        34.4292     
  1167.92        2500.00                 NaN            NaN            NaN   2.86658                 NaN   5.87820                 NaN   8.07885        48.2479       0.496206        34.4322     
  1165.41        2500.00                 NaN            NaN            NaN   2.85732                 NaN   5.87785                 NaN   8.08191        48.2423       0.505347        34.4353     
  1162.91        2500.00                 NaN            NaN            NaN   2.84645                 NaN   5.88089                 NaN   8.08512        48.2357       0.514789        34.4371     
  1160.40        2500.00                 NaN            NaN            NaN   2.84042                 NaN   5.87541                 NaN   8.08768        48.2310       0.522877        34.4426     
  1157.89        2500.00                 NaN            NaN            NaN   2.83145                 NaN   5.87499                 NaN   8.09073        48.2252       0.531783        34.4458     
  1155.39        2500.00                 NaN            NaN            NaN   2.82241                 NaN   5.87440                 NaN   8.09389        48.2196       0.540737        34.4489     
  1152.88        2500.00                 NaN            NaN            NaN   2.81333                 NaN   5.87447                 NaN   8.09710        48.2136       0.549533        34.4519     
  1150.38        2500.00                 NaN            NaN            NaN   2.80800                 NaN   5.87164                 NaN   8.09874        48.2070       0.556719        34.4579     
  1147.87        2500.00                 NaN            NaN            NaN   2.79722                 NaN   5.87238                 NaN   8.10285        48.2019       0.566276        34.4594     
  1145.36        2500.00                 NaN            NaN            NaN   2.78824                 NaN   5.87223                 NaN   8.10618        48.1961       0.574963        34.4623     
  1142.86        2500.00                 NaN            NaN            NaN   2.81663                 NaN   5.82595                 NaN   8.15048        48.0960       0.577850        34.5331     
  1140.35        2500.00                 NaN            NaN            NaN   2.77734                 NaN   5.86720                 NaN   8.11015        48.1826       0.589045        34.4737     
  1137.84        2500.00                 NaN            NaN            NaN   2.76441                 NaN   5.86928                 NaN   8.11519        48.1783       0.599515        34.4733     
  1135.34        2500.00                 NaN            NaN            NaN   2.75739                 NaN   5.86765                 NaN   8.11791        48.1722       0.607236        34.4777     
  1132.83        2500.00                 NaN            NaN            NaN   2.81695                 NaN   5.82369                 NaN   8.15172        48.0887       0.577512        34.5415     
  1130.33        2500.00                 NaN            NaN            NaN   2.77461                 NaN   5.82538                 NaN   8.15274        48.0933       0.615905        34.5380     
  1127.82        2500.00                 NaN            NaN            NaN   2.76945                 NaN   5.82118                 NaN   8.15398        48.0889       0.622863        34.5436     
  1125.31        2500.00                 NaN            NaN            NaN   2.71131                 NaN   5.74661       0.161232        8.17126        48.0752       0.639516        34.4948     
  1122.81        2500.00                 NaN            NaN            NaN   2.73430                 NaN   5.83411                 NaN   8.14635        48.1193       0.644577        34.5214     
  1120.30        2500.00                 NaN            NaN            NaN   2.71466                 NaN   5.86003                 NaN   8.13565        48.1351       0.652702        34.5019     
  1117.79        2500.00                 NaN            NaN            NaN   2.70688                 NaN   5.85857                 NaN   8.13901        48.1296       0.660583        34.5053     
  1115.29        2500.00                 NaN            NaN            NaN   2.70989                 NaN   5.83312                 NaN   8.14895        48.1149       0.667322        34.5258     
  1112.78        2500.00                 NaN            NaN            NaN   2.70187                 NaN   5.83339                 NaN   8.14991        48.1130       0.674651        34.5272     
  1110.28        2500.00                 NaN            NaN            NaN   2.69048                 NaN   5.85059                 NaN   8.14904        48.1070       0.680927        34.5220     
  1107.77        2500.00                 NaN            NaN            NaN   2.68088                 NaN   5.85121                 NaN   8.15112        48.1052       0.689133        34.5224     
  1105.26        2500.00                 NaN            NaN            NaN   2.67534                 NaN   5.84835                 NaN   8.15385        48.0992       0.695861        34.5274     
  1102.76        2500.00                 NaN            NaN            NaN   2.66868                 NaN   5.84658                 NaN   8.15717        48.0933       0.702932        34.5314     
  1100.25        2500.00                 NaN            NaN            NaN   2.66668                 NaN   5.83477                 NaN   8.16159        48.0859       0.709250        34.5418     
  1097.74        2500.00                 NaN            NaN            NaN   2.65685                 NaN   5.84317                 NaN   8.16318        48.0803       0.716298        34.5402     
  1095.24        2500.00                 NaN            NaN            NaN   2.64265                 NaN   5.82808       0.300247E-001   8.16908        48.0709       0.723500        34.5358     
  1092.73        2500.00                 NaN            NaN            NaN   2.62284                 NaN   5.80346       0.826368E-001   8.17683        48.0585       0.730935        34.5248     
  1090.23        2500.00                 NaN            NaN            NaN   2.60468                 NaN   5.77903       0.131749        8.18401        48.0470       0.738110        34.5155     
  1087.72        2500.00                 NaN            NaN            NaN   2.58310                 NaN   5.75367       0.189899        8.19276        48.0331       0.745335        34.5021     
  1085.21        2500.00                 NaN            NaN            NaN   2.56334                 NaN   5.73029       0.242378        8.20071        48.0203       0.752311        34.4907     
  1082.71        2500.00                 NaN            NaN            NaN   2.54461                 NaN   5.70725       0.292514        8.20840        48.0080       0.759097        34.4801     
  1080.20        2500.00                 NaN            NaN            NaN   2.52503                 NaN   5.68962       0.340751        8.21586        47.9946       0.765726        34.4684     
  1077.69        2500.00                 NaN            NaN            NaN   2.50583                 NaN   5.66264       0.395957        8.22472        47.9815       0.772227        34.4571     
  1075.19        2500.00                 NaN            NaN            NaN   2.48671                 NaN   5.64016       0.447754        8.23287        47.9683       0.778570        34.4456     
  1072.68        2500.00                 NaN            NaN            NaN   2.46652                 NaN   5.61742       0.501993        8.24164        47.9547       0.784774        34.4330     
  1070.18        2500.00                 NaN            NaN            NaN   2.44716                 NaN  0.554558        5.59551        8.25011        47.9410       0.790815        34.4209     
  1067.67        2500.00                 NaN            NaN            NaN   2.42918                 NaN   5.57298       0.603929        8.25827        47.9287       0.796695        34.4103     
  1065.16        2500.00                 NaN            NaN            NaN   2.41138                 NaN   5.55207       0.652084        8.26654        47.9157       0.802468        34.3997     
  1062.66        2500.00                 NaN            NaN            NaN   2.38938                 NaN  0.712298        5.53066        8.27602        47.8996       0.808052        34.3840     
  1060.15        2500.00                 NaN            NaN            NaN   2.37014                 NaN   5.50953       0.765167        8.28484        47.8854       0.813506        34.3714     
  1057.64        2500.00                 NaN            NaN            NaN   2.35505                 NaN   5.48952       0.806741        8.29221        47.8744       0.818785        34.3633     
  1055.14        2500.00                 NaN            NaN            NaN   2.33705                 NaN   5.46975       0.856085        8.30075        47.8606       0.823937        34.3518     
  1052.63        2500.00                 NaN            NaN            NaN   2.32197                 NaN  0.897090        5.45164        8.30855        47.8483       0.828916        34.3435     
  1050.13        2500.00                 NaN            NaN            NaN   2.29332                 NaN  0.977898        5.42717        8.32102        47.8272       0.833891        34.3195     
  1047.62        2500.00                 NaN            NaN            NaN   2.28688                 NaN  0.990645        5.41628        8.32589        47.8204       0.838778        34.3211     
  1045.11        2500.00                 NaN            NaN            NaN   2.26864                 NaN   1.03965        5.39880        8.33478        47.8058       0.843472        34.3088     
  1042.61        2500.00                 NaN            NaN            NaN   2.24770                 NaN   1.09842        5.37805        8.34473        47.7899       0.848056        34.2932     
  1040.10        2500.00                 NaN            NaN            NaN   2.21627                 NaN   1.19419        5.34765        8.35879        47.7663       0.852057        34.2647     
  1037.59        2500.00                 NaN            NaN            NaN   2.19697                 NaN   1.24884        5.32845        8.36848        47.7505       0.856246        34.2505     
  1035.09        2500.00                 NaN            NaN            NaN   2.17758                 NaN   5.30889        1.30391        8.37828        47.7349       0.860321        34.2362     
  1032.58        2500.00                 NaN            NaN            NaN   2.16233                 NaN   5.28812        1.34697        8.38726        47.7240       0.864447        34.2268     
  1030.08        2500.00                 NaN            NaN            NaN   2.14049                 NaN   5.27132        1.40758        8.39731        47.7054       0.868643        34.2092     
  1027.57        2500.00                 NaN            NaN            NaN   2.11772                 NaN   5.24635        1.47863        8.40844        47.6872       0.871871        34.1898     
  1025.06        2500.00                 NaN            NaN            NaN   2.09949                 NaN   5.23224        1.52681        8.41845        47.6708       0.875634        34.1766     
  1022.56        2500.00                 NaN            NaN            NaN   2.07979                 NaN   1.58363        5.21379        8.42886        47.6537       0.879040        34.1611     
  1020.05        2500.00                 NaN            NaN            NaN   2.06016                 NaN   5.19532        1.64109        8.43936        47.6365       0.882158        34.1454     
  1017.54        2500.00                 NaN            NaN            NaN   2.04024                 NaN   5.17683        1.69910        8.45006        47.6190       0.885323        34.1294     
  1015.04        2500.00                 NaN            NaN            NaN   2.02031                 NaN   5.15861        1.75809        8.46095        47.6008       0.888134        34.1131     
  1012.53        2500.00                 NaN            NaN            NaN   2.00023                 NaN   5.14013        1.81667        8.47178        47.5834       0.891139        34.0966     
  1010.03        2500.00                 NaN            NaN            NaN   1.90291                 NaN   5.04913        2.10510        8.52559        47.5043       0.904156        34.0088     
  1007.52        2500.00                 NaN            NaN            NaN   1.90277                 NaN   5.04892        2.10500        8.52556        47.5033       0.904126        34.0103     
  1005.01        2500.00                 NaN            NaN            NaN   1.90264                 NaN   5.04872        2.10490        8.52554        47.5023       0.904094        34.0118     
  1002.51        2500.00                 NaN            NaN            NaN   1.90250                 NaN   5.04852        2.10480        8.52551        47.5012       0.904063        34.0134     
  1000.00        2500.00                 NaN            NaN            NaN   1.90236                 NaN   5.04832        2.10470        8.52548        47.5002       0.904032        34.0149     
