|6.6.6
Archiving\03_Data\frac/QFM/Y98/Y98_1.tab                                  
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1416.04        2500.00        96.4158       0.675590                 NaN            NaN            NaN   1.24917       0.636894        1.02251                 NaN            NaN            NaN
  1413.53        2500.00        96.4948       0.679625                 NaN            NaN            NaN   1.22712       0.597868        1.00059                 NaN            NaN            NaN
  1411.03        2500.00        96.5748       0.683143                 NaN            NaN            NaN   1.20753       0.557582       0.976929                 NaN            NaN            NaN
  1408.52        2500.00        96.6298       0.693205                 NaN            NaN            NaN   1.19195       0.523107       0.961903                 NaN            NaN            NaN
  1406.02        2500.00        96.7114       0.693357                 NaN            NaN            NaN  0.484271        1.17343       0.937550                 NaN            NaN            NaN
  1403.51        2500.00        96.7645       0.703354                 NaN            NaN            NaN   1.15766       0.450554       0.923924                 NaN            NaN            NaN
  1401.00        2500.00        96.7751       0.716636                 NaN            NaN            NaN  0.426834        1.16057       0.920908                 NaN            NaN            NaN
  1398.50        2500.00        96.9313       0.707305                 NaN            NaN            NaN   1.11489       0.372008       0.874449                 NaN            NaN            NaN
  1395.99        2500.00        96.9451       0.718116                 NaN            NaN            NaN   1.11502       0.350800       0.870966                 NaN            NaN            NaN
  1393.48        2500.00        96.9929       0.725772                 NaN            NaN            NaN   1.10398       0.320010       0.857346                 NaN            NaN            NaN
  1390.98        2500.00        97.0428       0.731980                 NaN            NaN            NaN   1.09199       0.290582       0.842669                 NaN            NaN            NaN
  1388.47        2500.00        96.0108       0.140511                 NaN  0.459261                 NaN   1.01555        1.45363       0.920238                 NaN            NaN            NaN
  1385.96        2500.00        95.0205                 NaN            NaN  0.857874                 NaN   1.17185        1.87258        1.07718                 NaN            NaN            NaN
  1383.46        2500.00        95.0831                 NaN            NaN  0.870998                 NaN   1.11553        1.86627        1.06407                 NaN            NaN            NaN
  1380.95        2500.00        95.2361                 NaN            NaN  0.854935                 NaN   1.06048        1.81386        1.03463                 NaN            NaN            NaN
  1378.45        2500.00        95.4120                 NaN            NaN  0.829554                 NaN   1.01075        1.74661        1.00112                 NaN            NaN            NaN
  1375.94        2500.00        95.5879                 NaN            NaN  0.801754                 NaN   1.67990       0.962767       0.967643                 NaN            NaN            NaN
  1373.43        2500.00        95.7596                 NaN            NaN  0.773155                 NaN  0.920907        1.61122       0.935149                 NaN            NaN            NaN
  1370.93        2500.00        95.9274                 NaN            NaN  0.744844                 NaN   1.54610       0.878905       0.902719                 NaN            NaN            NaN
  1368.42        2500.00        96.0842                 NaN            NaN  0.718035                 NaN  0.842050        1.48300       0.872732                 NaN            NaN            NaN
  1365.91        2500.00        96.2338                 NaN            NaN  0.692020                 NaN   1.42493       0.805395       0.843837                 NaN            NaN            NaN
  1363.41        2500.00        96.3726                 NaN            NaN  0.667895                 NaN   1.36953       0.773164       0.816823                 NaN            NaN            NaN
  1360.90        2500.00        96.5065                 NaN            NaN  0.644582                 NaN  0.742030        1.31632       0.790537                 NaN            NaN            NaN
  1358.40        2500.00        96.6339                 NaN            NaN  0.621780                 NaN   1.26558       0.713090       0.765624                 NaN            NaN            NaN
  1355.89        2500.00        96.7525                 NaN            NaN  0.600305                 NaN   1.21841       0.686550       0.742195                 NaN            NaN            NaN
  1353.38        2500.00        96.8658                 NaN            NaN  0.579702                 NaN  0.661602        1.17308       0.719811                 NaN            NaN            NaN
  1350.88        2500.00        96.9740                 NaN            NaN  0.560455                 NaN   1.13069       0.636724       0.698181                 NaN            NaN            NaN
  1348.37        2500.00        97.0745                 NaN            NaN  0.541743                 NaN  0.614543        1.09105       0.678165                 NaN            NaN            NaN
  1345.86        2500.00        97.1744                 NaN            NaN  0.523833                 NaN   1.05128       0.592731       0.657750                 NaN            NaN            NaN
  1343.36        2500.00        97.2647                 NaN            NaN  0.506523                 NaN   1.01461       0.574437       0.639750                 NaN            NaN            NaN
  1340.85        2500.00        97.3532                 NaN            NaN  0.490206                 NaN  0.980170       0.554769       0.621632                 NaN            NaN            NaN
  1338.35        2500.00        97.4371                 NaN            NaN  0.474475                 NaN  0.537270       0.946616       0.604524                 NaN            NaN            NaN
  1335.84        2500.00        97.5167                 NaN            NaN  0.458977                 NaN  0.521101       0.915003       0.588214                 NaN            NaN            NaN
  1333.33        2500.00        97.5936                 NaN            NaN  0.444196                 NaN  0.505520       0.884250       0.572411                 NaN            NaN            NaN
  1330.83        2500.00        97.6669                 NaN            NaN  0.430163                 NaN  0.854874       0.490736       0.557307                 NaN            NaN            NaN
  1328.32        2500.00        97.7371                 NaN            NaN  0.416505                 NaN  0.476416       0.827346       0.542611                 NaN            NaN            NaN
  1325.81        2500.00        97.8043                 NaN            NaN  0.403345                 NaN  0.800471       0.463271       0.528598                 NaN            NaN            NaN
  1323.31        2500.00        97.8681                 NaN            NaN  0.390422                 NaN  0.774802       0.451402       0.515242                 NaN            NaN            NaN
  1320.80        2500.00        97.9305                 NaN            NaN  0.378372                 NaN  0.439712       0.749357       0.502075                 NaN            NaN            NaN
  1318.30        2500.00        97.9897                 NaN            NaN  0.366602                 NaN  0.726098       0.427962       0.489654                 NaN            NaN            NaN
  1315.79        2500.00        98.0467                 NaN            NaN  0.354363                 NaN  0.703209       0.418376       0.477342                 NaN            NaN            NaN
  1313.28        2500.00        98.1005                 NaN            NaN  0.343178                 NaN  0.681070       0.409207       0.466058                 NaN            NaN            NaN
  1310.78        2500.00        98.1537                 NaN            NaN  0.332276                 NaN  0.659445       0.399939       0.454591                 NaN            NaN            NaN
  1308.27        2500.00        98.2047                 NaN            NaN  0.321834                 NaN  0.390314       0.639578       0.443585                 NaN            NaN            NaN
  1305.76        2500.00        98.2533                 NaN            NaN  0.311189                 NaN  0.619055       0.383410       0.433095                 NaN            NaN            NaN
  1303.26        2500.00        98.3001                 NaN            NaN  0.301348                 NaN  0.600644       0.374896       0.422983                 NaN            NaN            NaN
  1300.75        2500.00        98.3456                 NaN            NaN  0.291599                 NaN  0.367660       0.582048       0.413051                 NaN            NaN            NaN
  1298.25        2500.00        98.3901                 NaN            NaN  0.281799                 NaN  0.563666       0.361179       0.403264                 NaN            NaN            NaN
  1295.74        2500.00        98.4316                 NaN            NaN  0.273076                 NaN  0.354321       0.546667       0.394352                 NaN            NaN            NaN
  1293.23        2500.00        98.4731                 NaN            NaN  0.263367                 NaN  0.529586       0.348970       0.384953                 NaN            NaN            NaN
  1290.73        2500.00        81.7350                 NaN            NaN   1.20065                 NaN   2.11433        3.20538        2.37328        9.37135                 NaN            NaN
  1288.22        2500.00        84.7848                 NaN            NaN   1.01162                 NaN   1.76692        2.65717        1.99567        7.78382                 NaN            NaN
  1285.71        2500.00        87.1168                 NaN            NaN  0.876623                 NaN   1.51445        2.21870        1.70589        6.56754                 NaN            NaN
  1283.21        2500.00        88.7560                 NaN            NaN  0.786602                 NaN   1.34298        1.89633        1.50106        5.71702                 NaN            NaN
  1280.70        2500.00        89.1571                 NaN            NaN  0.790403                 NaN   1.32746        1.74994        1.46364        5.51142                 NaN            NaN
  1278.20        2500.00        92.1305                 NaN            NaN  0.594114                 NaN   1.23520       0.996564        1.06116        3.98242                 NaN            NaN
  1275.69        2500.00        91.9227                 NaN            NaN  0.625354                 NaN   1.03835        1.22274        1.09914        4.09176                 NaN            NaN
  1273.18        2500.00        92.4961                 NaN            NaN  0.593168                 NaN  0.975146        1.10979        1.02545        3.80037                 NaN            NaN
  1270.68        2500.00        93.1902                 NaN            NaN  0.564693                 NaN  0.934584       0.928596       0.935654        3.44628                 NaN            NaN
  1268.17        2500.00        93.9504                 NaN            NaN  0.521965                 NaN  0.841496       0.786564       0.828640        3.07098                 NaN            NaN
  1265.66        2500.00        94.1339                 NaN            NaN  0.518612                 NaN  0.723560       0.832428       0.806873        2.98462                 NaN            NaN
  1263.16        2500.00        94.1733                 NaN            NaN  0.550748                 NaN  0.561294       0.907358       0.799844        3.00744                 NaN            NaN
  1260.65        2500.00        95.1070                 NaN            NaN  0.430530                 NaN  0.658263       0.651102       0.674685        2.47839                 NaN            NaN
  1258.15        2500.00        94.6921                 NaN            NaN  0.499012                 NaN  0.799678       0.548184       0.734778        2.72624                 NaN            NaN
  1255.64        2500.00        94.6118                 NaN            NaN  0.240223                 NaN  0.735837       0.728312       0.721257        2.79628       0.166304                 NaN
  1253.13        2500.00        95.4396                 NaN            NaN  0.192757                 NaN  0.627407       0.612398       0.614654        2.36552       0.147703                 NaN
  1250.63        2500.00        97.0508                 NaN            NaN            NaN            NaN  0.891555                 NaN  0.413376        1.53626       0.108040                 NaN
  1248.12        2500.00        84.6324                 NaN            NaN   1.18312                 NaN   2.06556                 NaN   1.62554        6.82485       0.114584        3.55394     
  1245.61        2500.00        62.6721                 NaN            NaN   2.85405                 NaN   3.68598                 NaN   3.64577        15.4414       0.219357E-001   11.6788     
  1243.11        2500.00        69.2155                 NaN            NaN   2.22204                 NaN   3.43993                 NaN   2.97646        12.6164       0.690017E-001   9.46066     
  1240.60        2500.00        90.0056                 NaN            NaN  0.708564                 NaN   1.08765                 NaN  0.954931        4.09629       0.264525E-001   3.12054     
  1238.10        2500.00        61.5956                 NaN            NaN   2.84596                 NaN   3.54819                 NaN   3.66597        16.0853       0.498714E-001   12.2091     
  1235.59        2500.00        85.6098                 NaN            NaN  0.849086                 NaN   1.96217                 NaN   1.40706        5.84234       0.842208E-001   4.24529     
  1233.08        2500.00        76.2725                 NaN            NaN   1.57435                 NaN   2.47585                 NaN   2.24363        9.87764       0.102430        7.45357     
  1230.58        2500.00        86.7887                 NaN            NaN  0.849795                 NaN   1.38734                 NaN   1.22195        5.58865       0.508162E-001   4.11275     
  1228.07        2500.00        77.4350                 NaN            NaN   1.41887                 NaN   2.07665                 NaN   2.03924        9.78534       0.865227E-001   7.15834     
  1225.56        2500.00        34.0147                 NaN            NaN   3.79588                 NaN   5.32178                 NaN   5.55482        29.6659       0.299927        21.3470     
  1223.06        2500.00                 NaN            NaN            NaN   5.51938                 NaN   7.59443                 NaN   8.17621        45.4577       0.498513        32.7538     
  1220.55        2500.00                 NaN            NaN            NaN   5.50607                 NaN   7.59752                 NaN   8.15066        45.4692       0.516243        32.7603     
  1218.05        2500.00                 NaN            NaN            NaN   5.48643                 NaN   7.59453                 NaN   8.18206        45.4487       0.533162        32.7551     
  1215.54        2500.00                 NaN            NaN            NaN   5.47265                 NaN   7.59876                 NaN   8.18471        45.4406       0.546802        32.7564     
  1213.03        2500.00                 NaN            NaN            NaN   5.45698                 NaN   7.59423                 NaN   8.18607        45.4382       0.565955        32.7586     
  1210.53        2500.00                 NaN            NaN            NaN   5.43804                 NaN   7.59827                 NaN   8.18932        45.4322       0.583857        32.7583     
  1208.02        2500.00                 NaN            NaN            NaN   5.42171                 NaN   7.59789                 NaN   8.19225        45.4277       0.601281        32.7592     
  1205.51        2500.00                 NaN            NaN            NaN   5.40562                 NaN   7.59851                 NaN   8.19504        45.4225       0.618153        32.7602     
  1203.01        2500.00                 NaN            NaN            NaN   5.44233                 NaN   7.49378                 NaN   8.18769        45.4464       0.637332        32.7925     
  1200.50        2500.00                 NaN            NaN            NaN   5.37207                 NaN   7.59810                 NaN   8.20128        45.4137       0.653430        32.7614     
  1197.99        2500.00                 NaN            NaN            NaN   5.35651                 NaN   7.59605                 NaN   8.20426        45.4098       0.670773        32.7626     
  1195.49        2500.00                 NaN            NaN            NaN   5.33860                 NaN   7.59553                 NaN   8.20779        45.4061       0.689291        32.7627     
  1192.98        2500.00                 NaN            NaN            NaN   5.32194                 NaN   7.59411                 NaN   8.21139        45.4019       0.707121        32.7635     
  1190.48        2500.00                 NaN            NaN            NaN   5.31032                 NaN   7.59225                 NaN   8.21311        45.3966       0.721452        32.7663     
  1187.97        2500.00                 NaN            NaN            NaN   5.29404                 NaN   7.59231                 NaN   8.21629        45.3919       0.738464        32.7670     
  1185.46        2500.00                 NaN            NaN            NaN   5.32990                 NaN   7.52880                 NaN   8.26902        45.2865       0.755918        32.8299     
  1182.96        2500.00                 NaN            NaN            NaN   5.26305                 NaN   7.58977                 NaN   8.22239        45.3834       0.772270        32.7691     
  1180.45        2500.00                 NaN            NaN            NaN   5.24757                 NaN   7.58879                 NaN   8.22550        45.3790       0.789002        32.7702     
  1177.94        2500.00                 NaN            NaN            NaN   5.23192                 NaN   7.59044                 NaN   8.22846        45.3731       0.804974        32.7711     
  1175.44        2500.00                 NaN            NaN            NaN   5.21554                 NaN   7.58977                 NaN   8.23192        45.3690       0.822172        32.7716     
  1172.93        2500.00                 NaN            NaN            NaN   5.20400                 NaN   7.58713                 NaN   8.23415        45.3637       0.836543        32.7745     
  1170.43        2500.00                 NaN            NaN            NaN   5.19361                 NaN   7.57947                 NaN   8.23655        45.3609       0.851589        32.7779     
  1167.92        2500.00                 NaN            NaN            NaN   5.17877                 NaN   7.57844                 NaN   8.23969        45.3564       0.867731        32.7790     
  1165.41        2500.00                 NaN            NaN            NaN   5.16410                 NaN   7.57735                 NaN   8.24281        45.3518       0.883744        32.7802     
  1162.91        2500.00                 NaN            NaN            NaN   5.14666                 NaN   7.58078                 NaN   8.24604        45.3462       0.900280        32.7801     
  1160.40        2500.00                 NaN            NaN            NaN   5.13738                 NaN   7.57287                 NaN   8.24868        45.3428       0.914459        32.7838     
  1157.89        2500.00                 NaN            NaN            NaN   5.12319                 NaN   7.57168                 NaN   8.25178        45.3381       0.930063        32.7852     
  1155.39        2500.00                 NaN            NaN            NaN   5.10897                 NaN   7.57020                 NaN   8.25500        45.3336       0.945753        32.7864     
  1152.88        2500.00                 NaN            NaN            NaN   5.09460                 NaN   7.56964                 NaN   8.25826        45.3287       0.961166        32.7876     
  1150.38        2500.00                 NaN            NaN            NaN   5.08604                 NaN   7.56523                 NaN   8.25994        45.3234       0.973768        32.7916     
  1147.87        2500.00                 NaN            NaN            NaN   5.06914                 NaN   7.56556                 NaN   8.26413        45.3193       0.990514        32.7914     
  1145.36        2500.00                 NaN            NaN            NaN   5.05502                 NaN   7.56466                 NaN   8.26751        45.3146        1.00574        32.7925     
  1142.86        2500.00                 NaN            NaN            NaN   5.10779                 NaN   7.48886                 NaN   8.31276        45.2214        1.01083        32.8583     
  1140.35        2500.00                 NaN            NaN            NaN   5.03760                 NaN   7.55666                 NaN   8.27159        45.3037        1.03044        32.8000     
  1137.84        2500.00                 NaN            NaN            NaN   5.01754                 NaN   7.55866                 NaN   8.27671        45.3003        1.04879        32.7980     
  1135.34        2500.00                 NaN            NaN            NaN   5.00649                 NaN   7.55580                 NaN   8.27949        45.2954        1.06233        32.8005     
  1132.83        2500.00                 NaN            NaN            NaN   5.10989                 NaN   7.48674                 NaN   8.31417        45.2185        1.01039        32.8603     
  1130.33        2500.00                 NaN            NaN            NaN   5.04050                 NaN   7.48969                 NaN   8.31501        45.2226        1.07757        32.8546     
  1127.82        2500.00                 NaN            NaN            NaN   5.03233                 NaN   7.48407                 NaN   8.31628        45.2193        1.08978        32.8583     
  1125.31        2500.00                 NaN            NaN            NaN   4.93168                 NaN   7.38788       0.216466        8.33330        45.2040        1.11887        32.8078     
  1122.81        2500.00                 NaN            NaN            NaN   4.97443                 NaN   7.50716                 NaN   8.30838        45.2488        1.12782        32.8334     
  1120.30        2500.00                 NaN            NaN            NaN   4.93959                 NaN   7.54121                 NaN   8.29762        45.2657        1.14210        32.8138     
  1117.79        2500.00                 NaN            NaN            NaN   4.92764                 NaN   7.53851                 NaN   8.30106        45.2614        1.15592        32.8154     
  1115.29        2500.00                 NaN            NaN            NaN   4.93530                 NaN   7.50593                 NaN   8.31105        45.2472        1.16773        32.8327     
  1112.78        2500.00                 NaN            NaN            NaN   4.92242                 NaN   7.50609                 NaN   8.31205        45.2464        1.18060        32.8324     
  1110.28        2500.00                 NaN            NaN            NaN   4.90268                 NaN   7.52470                 NaN   8.31136        45.2430        1.19165        32.8266     
  1107.77        2500.00                 NaN            NaN            NaN   4.88749                 NaN   7.52549                 NaN   8.31347        45.2421        1.20605        32.8254     
  1105.26        2500.00                 NaN            NaN            NaN   4.87903                 NaN   7.52079                 NaN   8.31628        45.2375        1.21786        32.8286     
  1102.76        2500.00                 NaN            NaN            NaN   4.86884                 NaN   7.51759                 NaN   8.31969        45.2328        1.23028        32.8308     
  1100.25        2500.00                 NaN            NaN            NaN   4.86685                 NaN   7.50253                 NaN   8.32415        45.2263        1.24137        32.8388     
  1097.74        2500.00                 NaN            NaN            NaN   4.85075                 NaN   7.51053                 NaN   8.32590        45.2228        1.25377        32.8362     
  1095.24        2500.00                 NaN            NaN            NaN   4.82658                 NaN   7.49089       0.405804E-001   8.33177        45.2140        1.26639        32.8298     
  1092.73        2500.00                 NaN            NaN            NaN   4.79212                 NaN   7.45797       0.111703        8.33951        45.2022        1.27942        32.8171     
  1090.23        2500.00                 NaN            NaN            NaN   4.76066                 NaN   7.42505       0.178111        8.34669        45.1914        1.29200        32.8061     
  1087.72        2500.00                 NaN            NaN            NaN   4.72288                 NaN   7.39120       0.256746        8.35542        45.1782        1.30466        32.7909     
  1085.21        2500.00                 NaN            NaN            NaN   4.68842                 NaN   7.35990       0.327739        8.36335        45.1659        1.31688        32.7778     
  1082.71        2500.00                 NaN            NaN            NaN   4.65577                 NaN   7.32902       0.395578        8.37103        45.1544        1.32878        32.7655     
  1080.20        2500.00                 NaN            NaN            NaN   4.62155                 NaN   7.30535       0.460861        8.37843        45.1415        1.34039        32.7519     
  1077.69        2500.00                 NaN            NaN            NaN   4.58801                 NaN   7.26887       0.535607        8.38733        45.1293        1.35179        32.7391     
  1075.19        2500.00                 NaN            NaN            NaN   4.55459                 NaN   7.23844       0.605741        8.39549        45.1169        1.36291        32.7259     
  1072.68        2500.00                 NaN            NaN            NaN   4.51912                 NaN   7.20876       0.679185        8.40419        45.1036        1.37378        32.7114     
  1070.18        2500.00                 NaN            NaN            NaN   4.48516                 NaN  0.750377        7.17921        8.41265        45.0906        1.38437        32.6976     
  1067.67        2500.00                 NaN            NaN            NaN   4.45369                 NaN   7.14961       0.817280        8.42078        45.0788        1.39467        32.6852     
  1065.16        2500.00                 NaN            NaN            NaN   4.42256                 NaN   7.12151       0.882548        8.42906        45.0666        1.40480        32.6729     
  1062.66        2500.00                 NaN            NaN            NaN   4.38364                 NaN  0.964139        7.09233        8.43852        45.0512        1.41458        32.6556     
  1060.15        2500.00                 NaN            NaN            NaN   4.34977                 NaN   7.06394        1.03581        8.44732        45.0377        1.42414        32.6413     
  1057.64        2500.00                 NaN            NaN            NaN   4.32351                 NaN   7.03728        1.09219        8.45471        45.0274        1.43341        32.6315     
  1055.14        2500.00                 NaN            NaN            NaN   4.29187                 NaN   7.01058        1.15913        8.46324        45.0145        1.44244        32.6183     
  1052.63        2500.00                 NaN            NaN            NaN   4.26558                 NaN   1.21470        6.98610        8.47106        45.0030        1.45119        32.6083     
  1050.13        2500.00                 NaN            NaN            NaN   4.21421                 NaN   1.32431        6.95314        8.48345        44.9824        1.45988        32.5827     
  1047.62        2500.00                 NaN            NaN            NaN   4.20383                 NaN   1.34167        6.93824        8.48841        44.9767        1.46849        32.5826     
  1045.11        2500.00                 NaN            NaN            NaN   4.17161                 NaN   1.40819        6.91458        8.49730        44.9629        1.47672        32.5687     
  1042.61        2500.00                 NaN            NaN            NaN   4.13440                 NaN   1.48796        6.88672        8.50722        44.9476        1.48475        32.5514     
  1040.10        2500.00                 NaN            NaN            NaN   4.07771                 NaN   1.61783        6.84598        8.52116        44.9243        1.49174        32.5213     
  1037.59        2500.00                 NaN            NaN            NaN   4.04344                 NaN   1.69199        6.81986        8.53085        44.9093        1.49908        32.5055     
  1035.09        2500.00                 NaN            NaN            NaN   4.00896                 NaN   6.79367        1.76679        8.54063        44.8942        1.50623        32.4895     
  1032.58        2500.00                 NaN            NaN            NaN   3.98215                 NaN   6.76772        1.82556        8.54954        44.8834        1.51346        32.4781     
  1030.08        2500.00                 NaN            NaN            NaN   3.94315                 NaN   6.74314        1.90765        8.55965        44.8663        1.52082        32.4593     
  1027.57        2500.00                 NaN            NaN            NaN   3.90224                 NaN   6.70962        2.00406        8.57073        44.8486        1.52648        32.4383     
  1025.06        2500.00                 NaN            NaN            NaN   3.86985                 NaN   6.69031        2.06958        8.58073        44.8330        1.53308        32.4235     
  1022.56        2500.00                 NaN            NaN            NaN   3.83464                 NaN   2.14677        6.66532        8.59113        44.8167        1.53905        32.4064     
  1020.05        2500.00                 NaN            NaN            NaN   3.79951                 NaN   6.64032        2.22483        8.60161        44.8001        1.54452        32.3891     
  1017.54        2500.00                 NaN            NaN            NaN   3.76384                 NaN   6.61527        2.30365        8.61229        44.7834        1.55007        32.3715     
  1015.04        2500.00                 NaN            NaN            NaN   3.72807                 NaN   6.59050        2.38377        8.62315        44.7659        1.55500        32.3536     
  1012.53        2500.00                 NaN            NaN            NaN   3.69208                 NaN   6.56550        2.46341        8.63396        44.7492        1.56026        32.3356     
  1010.03        2500.00                 NaN            NaN            NaN   3.51610                 NaN   6.44462        2.85591        8.68733        44.6680        1.58284        32.2452     
  1007.52        2500.00                 NaN            NaN            NaN   3.51610                 NaN   6.44462        2.85591        8.68733        44.6680        1.58284        32.2452     
  1005.01        2500.00                 NaN            NaN            NaN   3.51610                 NaN   6.44462        2.85591        8.68733        44.6680        1.58284        32.2452     
  1002.51        2500.00                 NaN            NaN            NaN   3.51610                 NaN   6.44462        2.85591        8.68733        44.6680        1.58284        32.2452     
  1000.00        2500.00                 NaN            NaN            NaN   3.51610                 NaN   6.44462        2.85591        8.68733        44.6680        1.58284        32.2452     
