|6.6.6
Archiving\03_Data\fracLP/QFM_m0.25/GRV/GRV_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         Sp(TH)         Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1496.24        500.000        97.3996                 NaN  0.114226E-002            NaN            NaN            NaN  0.715361        1.88388                 NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        97.4568                 NaN  0.610222E-003            NaN            NaN            NaN  0.699063        1.84353                 NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        97.5165                 NaN  0.299855E-003            NaN            NaN            NaN  0.684269        1.79897                 NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        97.5705                 NaN            NaN            NaN            NaN            NaN  0.668864        1.76064                 NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        97.6241                 NaN            NaN            NaN            NaN            NaN  0.649560        1.72632                 NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        97.6794                 NaN  0.128276E-002            NaN            NaN            NaN  0.629171        1.69015                 NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        97.7252                 NaN            NaN            NaN            NaN            NaN  0.614821        1.65999                 NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        97.7706                 NaN            NaN            NaN            NaN            NaN  0.596381        1.63305                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        97.8186                 NaN            NaN            NaN            NaN            NaN  0.582279        1.59917                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        97.8616                 NaN            NaN            NaN            NaN            NaN  0.563329        1.57512                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        97.9041                 NaN            NaN            NaN            NaN            NaN  0.547828        1.54803                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        97.9437                 NaN            NaN            NaN            NaN            NaN  0.534544        1.52174                 NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        97.9820                 NaN            NaN            NaN            NaN            NaN  0.513706        1.50425                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.0180                 NaN            NaN            NaN            NaN            NaN  0.495689        1.48630                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.0570                 NaN            NaN            NaN            NaN            NaN  0.484560        1.45844                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.0862                 NaN            NaN            NaN            NaN            NaN  0.462275        1.45153                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.1238                 NaN            NaN            NaN            NaN            NaN  0.458355        1.41781                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.1536                 NaN            NaN            NaN            NaN            NaN  0.436063        1.41029                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.1861                 NaN            NaN            NaN            NaN            NaN  0.427149        1.38679                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.2164                 NaN            NaN            NaN            NaN            NaN  0.414993        1.36859                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.2402                 NaN            NaN            NaN            NaN            NaN  0.398902        1.36091                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.2710                 NaN            NaN            NaN            NaN            NaN  0.386533        1.34250                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.2955                 NaN            NaN            NaN            NaN            NaN  0.373154        1.33134                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.3222                 NaN            NaN            NaN            NaN            NaN  0.362308        1.31550                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.3332                 NaN            NaN            NaN            NaN            NaN  0.288153       0.953795E-001   1.28325                 NaN            NaN            NaN            NaN
  1433.58        500.000        98.3127                 NaN            NaN            NaN            NaN            NaN  0.158941E-001   1.16303       0.508331                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.3311                 NaN            NaN            NaN            NaN            NaN            NaN   1.14490       0.523973                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.3491                 NaN            NaN            NaN            NaN            NaN            NaN   1.13090       0.519982                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.3718                 NaN            NaN            NaN            NaN            NaN  0.146258E-001  0.497730        1.11586                 NaN            NaN            NaN            NaN
  1423.56        500.000        98.3869                 NaN            NaN            NaN            NaN            NaN            NaN  0.512709        1.10036                 NaN            NaN            NaN            NaN
  1421.05        500.000        98.4037                 NaN            NaN            NaN            NaN            NaN  0.323935E-002  0.505996        1.08709                 NaN            NaN            NaN            NaN
  1418.55        500.000        98.4217                 NaN            NaN            NaN            NaN            NaN            NaN  0.506832        1.07147                 NaN            NaN            NaN            NaN
  1416.04        500.000        98.4372                 NaN            NaN            NaN            NaN            NaN            NaN  0.504999        1.05784                 NaN            NaN            NaN            NaN
  1413.53        500.000        98.4522                 NaN            NaN            NaN            NaN            NaN            NaN  0.502058        1.04576                 NaN            NaN            NaN            NaN
  1411.03        500.000        98.4680                 NaN            NaN            NaN            NaN            NaN            NaN   1.03380       0.498216                 NaN            NaN            NaN            NaN
  1408.52        500.000        98.4837                 NaN            NaN            NaN            NaN            NaN            NaN   1.01924       0.497103                 NaN            NaN            NaN            NaN
  1406.02        500.000        98.4984                 NaN            NaN            NaN            NaN            NaN            NaN   1.00824       0.493316                 NaN            NaN            NaN            NaN
  1403.51        500.000        98.5104                 NaN            NaN            NaN            NaN            NaN            NaN  0.995929       0.493709                 NaN            NaN            NaN            NaN
  1401.00        500.000        98.5233                 NaN            NaN            NaN            NaN            NaN            NaN  0.489340       0.987333                 NaN            NaN            NaN            NaN
  1398.50        500.000        98.5370                 NaN            NaN            NaN            NaN            NaN            NaN  0.975577       0.487453                 NaN            NaN            NaN            NaN
  1395.99        500.000        98.5494                 NaN            NaN            NaN            NaN            NaN            NaN  0.963110       0.487464                 NaN            NaN            NaN            NaN
  1393.48        500.000        98.5603                 NaN            NaN            NaN            NaN            NaN            NaN  0.954001       0.485654                 NaN            NaN            NaN            NaN
  1390.98        500.000        98.5720                 NaN            NaN            NaN            NaN            NaN            NaN  0.484227       0.943811                 NaN            NaN            NaN            NaN
  1388.47        500.000        98.5816                 NaN            NaN            NaN            NaN            NaN            NaN  0.935369       0.483051                 NaN            NaN            NaN            NaN
  1385.96        500.000        98.5943                 NaN  0.187750E-002            NaN            NaN            NaN            NaN  0.918803       0.485033                 NaN            NaN            NaN            NaN
  1383.46        500.000        98.6033                 NaN            NaN            NaN            NaN            NaN            NaN  0.479913       0.916797                 NaN            NaN            NaN            NaN
  1380.95        500.000        98.6128                 NaN            NaN            NaN            NaN            NaN            NaN  0.907521       0.479707                 NaN            NaN            NaN            NaN
  1378.45        500.000        98.6221                 NaN            NaN            NaN            NaN            NaN            NaN  0.899942       0.477940                 NaN            NaN            NaN            NaN
  1375.94        500.000        98.6303                 NaN            NaN            NaN            NaN            NaN            NaN  0.477444       0.892247                 NaN            NaN            NaN            NaN
  1373.43        500.000        98.6384                 NaN            NaN            NaN            NaN            NaN            NaN  0.477157       0.884402                 NaN            NaN            NaN            NaN
  1370.93        500.000        97.2042                 NaN            NaN            NaN            NaN            NaN            NaN   1.21523       0.890769       0.689839                 NaN            NaN            NaN
  1368.42        500.000        97.1736                 NaN            NaN            NaN            NaN            NaN            NaN  0.874588        1.23862       0.713157                 NaN            NaN            NaN
  1365.91        500.000        97.2210                 NaN            NaN            NaN            NaN            NaN            NaN  0.859481        1.22063       0.698864                 NaN            NaN            NaN
  1363.41        500.000        97.2140                 NaN            NaN            NaN            NaN  0.376922                 NaN  0.999563       0.663633       0.745910                 NaN            NaN            NaN
  1360.90        500.000        97.2250                 NaN            NaN            NaN            NaN  0.732708                 NaN  0.133509        1.12337       0.785378                 NaN            NaN            NaN
  1358.40        500.000        97.2712                 NaN            NaN            NaN            NaN  0.741156                 NaN  0.992206E-001   1.11616       0.772248                 NaN            NaN            NaN
  1355.89        500.000        97.3168                 NaN  0.358757E-003            NaN            NaN  0.749799                 NaN   1.10804       0.655987E-001  0.759385                 NaN            NaN            NaN
  1353.38        500.000        97.3615                 NaN  0.383278E-002            NaN            NaN  0.752619                 NaN  0.401269E-001   1.09569       0.746244                 NaN            NaN            NaN
  1350.88        500.000        97.3979                 NaN  0.122890E-001            NaN            NaN  0.747999                 NaN   1.08178       0.255576E-001  0.734449                 NaN            NaN            NaN
  1348.37        500.000        97.4298                 NaN  0.221122E-001            NaN            NaN  0.740190                 NaN  0.125091E-001   1.07218       0.723173                 NaN            NaN            NaN
  1345.86        500.000        97.4470                 NaN  0.390493E-001            NaN            NaN  0.721745                 NaN  0.121102E-001   1.06638       0.713714                 NaN            NaN            NaN
  1343.36        500.000        97.4404                 NaN  0.712348E-001            NaN            NaN  0.682834                 NaN   1.06814       0.306823E-001  0.706715                 NaN            NaN            NaN
  1340.85        500.000        97.3839                 NaN  0.131712                 NaN            NaN  0.606976                 NaN  0.823180E-001   1.08966       0.705416                 NaN            NaN            NaN
  1338.35        500.000        97.2757                 NaN  0.225701                 NaN            NaN  0.488736                 NaN   1.13505       0.165519       0.709293                 NaN            NaN            NaN
  1335.84        500.000        97.1301                 NaN  0.343050                 NaN            NaN  0.340369                 NaN  0.265871        1.20342       0.717186                 NaN            NaN            NaN
  1333.33        500.000        97.0456                 NaN  0.426468                 NaN            NaN  0.228138                 NaN   1.24941       0.332887       0.717521                 NaN            NaN            NaN
  1330.83        500.000        97.0186                 NaN  0.476967                 NaN            NaN  0.152124                 NaN   1.27103       0.369913       0.711354                 NaN            NaN            NaN
  1328.32        500.000        97.0549                 NaN  0.495183                 NaN            NaN  0.118597                 NaN  0.368219        1.26469       0.698364                 NaN            NaN            NaN
  1325.81        500.000        97.1068                 NaN  0.502190                 NaN            NaN  0.956051E-001            NaN  0.362335        1.24940       0.683687                 NaN            NaN            NaN
  1323.31        500.000        97.1694                 NaN  0.502078                 NaN            NaN  0.808905E-001            NaN   1.22833       0.351289       0.668030                 NaN            NaN            NaN
  1320.80        500.000        97.2433                 NaN  0.495844                 NaN            NaN  0.783344E-001            NaN  0.328008        1.20286       0.651660                 NaN            NaN            NaN
  1318.30        500.000        97.3150                 NaN  0.488412                 NaN            NaN  0.710902E-001            NaN   1.17434       0.315838       0.635272                 NaN            NaN            NaN
  1315.79        500.000        97.3860                 NaN  0.480361                 NaN            NaN  0.686294E-001            NaN   1.14759       0.297669       0.619735                 NaN            NaN            NaN
  1313.28        500.000        97.4625                 NaN  0.470154                 NaN            NaN  0.656669E-001            NaN  0.282246        1.11677       0.602703                 NaN            NaN            NaN
  1310.78        500.000        97.5303                 NaN  0.460824                 NaN            NaN  0.621471E-001            NaN   1.08827       0.270734       0.587683                 NaN            NaN            NaN
  1308.27        500.000        97.6000                 NaN  0.451375                 NaN            NaN  0.610191E-001            NaN   1.06023       0.254821       0.572558                 NaN            NaN            NaN
  1305.76        500.000        97.6687                 NaN  0.440534                 NaN            NaN  0.589008E-001            NaN  0.243756        1.03084       0.557250                 NaN            NaN            NaN
  1303.26        500.000        97.7342                 NaN  0.430777                 NaN            NaN  0.562041E-001            NaN   1.00217       0.233905       0.542781                 NaN            NaN            NaN
  1300.75        500.000        97.7972                 NaN  0.421669                 NaN            NaN  0.516542E-001            NaN  0.226446       0.974537       0.528541                 NaN            NaN            NaN
  1298.25        500.000        97.8598                 NaN  0.411920                 NaN            NaN  0.489376E-001            NaN  0.218126       0.946716       0.514540                 NaN            NaN            NaN
  1295.74        500.000        97.9215                 NaN  0.402543                 NaN            NaN  0.473883E-001            NaN  0.920628       0.207110       0.500816                 NaN            NaN            NaN
  1293.23        500.000        97.9784                 NaN  0.393270                 NaN            NaN  0.421011E-001            NaN  0.893408       0.205018       0.487848                 NaN            NaN            NaN
  1290.73        500.000        98.0367                 NaN  0.383597                 NaN            NaN  0.345341E-001            NaN  0.863928       0.207310       0.473910                 NaN            NaN            NaN
  1288.22        500.000        98.0947                 NaN  0.373856                 NaN            NaN  0.378160E-001            NaN  0.841511       0.190693       0.461432                 NaN            NaN            NaN
  1285.71        500.000        98.1477                 NaN  0.365701                 NaN            NaN  0.295972E-001            NaN  0.813698       0.194316       0.448957                 NaN            NaN            NaN
  1283.21        500.000        98.2010                 NaN  0.356452                 NaN            NaN  0.261675E-001            NaN  0.190920       0.788783       0.436636                 NaN            NaN            NaN
  1280.70        500.000        98.2527                 NaN  0.347689                 NaN            NaN  0.215464E-001            NaN  0.763831       0.189591       0.424625                 NaN            NaN            NaN
  1278.20        500.000        98.3057                 NaN  0.332535                 NaN            NaN  0.433254E-001            NaN  0.746499       0.157252       0.414673                 NaN            NaN            NaN
  1275.69        500.000        98.3497                 NaN  0.333106                 NaN            NaN  0.319986E-005            NaN  0.712482       0.204150       0.400573                 NaN            NaN            NaN
  1273.18        500.000        98.3970                 NaN  0.323496                 NaN            NaN            NaN            NaN  0.199656       0.689763       0.390047                 NaN            NaN            NaN
  1270.68        500.000        98.4446                 NaN  0.313958                 NaN            NaN            NaN            NaN  0.193987       0.668221       0.379188                 NaN            NaN            NaN
  1268.17        500.000        98.4897                 NaN  0.304580                 NaN            NaN            NaN            NaN  0.189640       0.647267       0.368826                 NaN            NaN            NaN
  1265.66        500.000        98.5359                 NaN  0.295070                 NaN            NaN  0.617070E-002            NaN  0.629218       0.174869       0.358723                 NaN            NaN            NaN
  1263.16        500.000        98.5780                 NaN  0.287095                 NaN            NaN  0.139007E-005            NaN  0.606746       0.179633       0.348508                 NaN            NaN            NaN
  1260.65        500.000        98.6199                 NaN  0.278057                 NaN            NaN            NaN            NaN  0.587500       0.175828       0.338736                 NaN            NaN            NaN
  1258.15        500.000        98.6607                 NaN  0.269005                 NaN            NaN            NaN            NaN  0.567793       0.173115       0.329357                 NaN            NaN            NaN
  1255.64        500.000        98.7000                 NaN  0.260581                 NaN            NaN            NaN            NaN  0.549816       0.169558       0.320023                 NaN            NaN            NaN
  1253.13        500.000        98.7390                 NaN  0.251856                 NaN            NaN            NaN            NaN  0.167200       0.530897       0.311048                 NaN            NaN            NaN
  1250.63        500.000        98.7768                 NaN  0.243672                 NaN            NaN            NaN            NaN  0.514146       0.163201       0.302142                 NaN            NaN            NaN
  1248.12        500.000        94.9927                 NaN  0.403417                 NaN            NaN            NaN            NaN  0.844382       0.711846       0.681898        2.36574                 NaN            NaN
  1245.61        500.000        93.9083                 NaN  0.443808                 NaN            NaN            NaN            NaN  0.925107       0.847881       0.779633        3.09524                 NaN            NaN
  1243.11        500.000        94.3392                 NaN  0.421425                 NaN            NaN            NaN            NaN  0.873537       0.758232       0.723862        2.88374                 NaN            NaN
  1240.60        500.000        94.7201                 NaN  0.400962                 NaN            NaN            NaN            NaN  0.826610       0.680773       0.673883        2.69763                 NaN            NaN
  1238.10        500.000        95.0626                 NaN  0.381762                 NaN            NaN            NaN            NaN  0.783879       0.610852       0.628615        2.53228                 NaN            NaN
  1235.59        500.000        95.3658                 NaN  0.362611                 NaN            NaN            NaN            NaN  0.554182       0.742963       0.587874        2.38653                 NaN            NaN
  1233.08        500.000        95.6443                 NaN  0.344823                 NaN            NaN            NaN            NaN  0.705240       0.502268       0.550142        2.25327                 NaN            NaN
  1230.58        500.000        95.8976                 NaN  0.327595                 NaN            NaN            NaN            NaN  0.457697       0.668873       0.515636        2.13259                 NaN            NaN
  1228.07        500.000        95.9910                 NaN  0.315640                 NaN            NaN            NaN            NaN  0.644764       0.443718       0.503262        2.10166                 NaN            NaN
  1225.56        500.000        95.4256                 NaN  0.203618                 NaN            NaN            NaN            NaN   1.03844       0.338139       0.593882        2.40030                 NaN            NaN
  1223.06        500.000        97.4656                 NaN  0.290209                 NaN            NaN            NaN            NaN  0.632530                 NaN  0.292204        1.31944                 NaN            NaN
  1220.55        500.000        96.8797                 NaN  0.346013                 NaN            NaN            NaN            NaN  0.708806                 NaN  0.373091        1.69240                 NaN            NaN
  1218.05        500.000        96.9222                 NaN  0.272724                 NaN            NaN            NaN            NaN  0.207194       0.568543       0.371355        1.65801                 NaN            NaN
  1215.54        500.000        97.1202                 NaN  0.332137                 NaN            NaN            NaN            NaN  0.589852                 NaN  0.345201        1.61264                 NaN            NaN
  1213.03        500.000        42.6345                 NaN   3.31136                 NaN            NaN            NaN            NaN   5.19620                 NaN   4.80614        21.5400        22.5118                 NaN
  1210.53        500.000        52.2355                 NaN   2.68809                 NaN            NaN            NaN            NaN   4.53244                 NaN   3.97027        17.7676        18.8061                 NaN
  1208.02        500.000        64.8360                 NaN   1.99500                 NaN            NaN            NaN            NaN   3.25307                 NaN   2.91602        13.0819        13.9180                 NaN
  1205.51        500.000        71.8674                 NaN   1.58555                 NaN            NaN            NaN            NaN   2.59901                 NaN   2.32840        10.4803        11.1394                 NaN
  1203.01        500.000        75.0452                 NaN   1.38425                 NaN            NaN            NaN            NaN   2.26551                 NaN   2.05827        9.31460        9.93218                 NaN
  1200.50        500.000        79.7195                 NaN   1.12322                 NaN            NaN            NaN            NaN   1.84736                 NaN   1.66595        7.59314        8.05087                 NaN
  1197.99        500.000        80.9573                 NaN   1.03315                 NaN            NaN            NaN            NaN   1.71178                 NaN   1.55359        7.14504        7.59909                 NaN
  1195.49        500.000        80.8672                 NaN   1.03090                 NaN            NaN            NaN            NaN   1.63614                 NaN   1.55424        7.21270        7.69883                 NaN
  1192.98        500.000        85.1162                 NaN  0.807729                 NaN            NaN            NaN            NaN   1.22714                 NaN   1.19955        5.67340        5.97596                 NaN
  1190.48        500.000        82.6854                 NaN  0.893346                 NaN            NaN            NaN            NaN   1.50062                 NaN   1.37028        6.63204        6.91832                 NaN
  1187.97        500.000        79.7301                 NaN   1.01026                 NaN            NaN            NaN            NaN   1.58109                 NaN   1.57106        7.95432        8.15313                 NaN
  1185.46        500.000        38.4585                 NaN   2.76126                 NaN            NaN            NaN            NaN   4.10763                 NaN   4.50149        25.1535        25.0176                 NaN
  1182.96        500.000                 NaN            NaN   4.30172                 NaN            NaN            NaN            NaN   6.26233                 NaN   7.13116        41.4563        40.8485                 NaN
  1180.45        500.000                 NaN            NaN   4.27814                 NaN            NaN            NaN            NaN   6.30047                 NaN   7.12131        41.4706        40.8295                 NaN
  1177.94        500.000                 NaN            NaN   4.27514                 NaN            NaN            NaN            NaN   6.30345                 NaN   7.14508        41.4453        40.8311                 NaN
  1175.44        500.000                 NaN            NaN   4.31339                 NaN            NaN            NaN            NaN   6.24098                 NaN   7.14423        41.4412        40.8602                 NaN
  1172.93        500.000                 NaN            NaN   4.28372                 NaN            NaN            NaN            NaN   6.28841                 NaN   7.14756        41.4403        40.8400                 NaN
  1170.43        500.000                 NaN            NaN   4.32852                 NaN            NaN            NaN            NaN   6.21947                 NaN   7.14685        41.4307        40.8745                 NaN
  1167.92        500.000                 NaN            NaN   4.33709                 NaN            NaN            NaN            NaN   6.18387                 NaN   7.16511        41.4341        40.8798                 NaN
  1165.41        500.000                 NaN            NaN   4.34723                 NaN            NaN            NaN            NaN   6.16422                 NaN   7.16783        41.4328        40.8879                 NaN
  1162.91        500.000                 NaN            NaN   4.33523                 NaN            NaN            NaN            NaN   6.20127                 NaN   7.16000        41.4217        40.8818                 NaN
  1160.40        500.000                 NaN            NaN   4.35801                 NaN            NaN            NaN            NaN   6.14261                 NaN   7.17487        41.4270        40.8975                 NaN
  1157.89        500.000                 NaN            NaN   4.30919                 NaN            NaN            NaN            NaN   6.23030                 NaN   7.17618        41.4218        40.8625                 NaN
  1155.39        500.000                 NaN            NaN   4.36573                 NaN            NaN            NaN            NaN   6.12985                 NaN   7.17870        41.4209        40.9048                 NaN
  1152.88        500.000                 NaN            NaN   4.31831                 NaN            NaN            NaN            NaN   6.21001                 NaN   7.18618        41.4140        40.8715                 NaN
  1150.38        500.000                 NaN            NaN   4.37604                 NaN            NaN            NaN            NaN   6.10836                 NaN   7.18654        41.4149        40.9142                 NaN
  1147.87        500.000                 NaN            NaN   4.38059                 NaN            NaN            NaN            NaN   6.09926                 NaN   7.18992        41.4118        40.9184                 NaN
  1145.36        500.000                 NaN            NaN   4.38565                 NaN            NaN            NaN            NaN   6.08837                 NaN   7.19419        41.4087        40.9231                 NaN
  1142.86        500.000                 NaN            NaN   4.38975                 NaN            NaN            NaN            NaN   6.08023                 NaN   7.19739        41.4056        40.9270                 NaN
  1140.35        500.000                 NaN            NaN   4.39574                 NaN            NaN            NaN            NaN   6.06605                 NaN   7.20328        41.4026        40.9324                 NaN
  1137.84        500.000                 NaN            NaN   4.39951                 NaN            NaN            NaN            NaN   6.05857                 NaN   7.20640        41.3995        40.9361                 NaN
  1135.34        500.000                 NaN            NaN   4.39170                 NaN            NaN            NaN            NaN   6.09078                 NaN   7.19022        41.3971        40.9302                 NaN
  1132.83        500.000                 NaN            NaN   3.95426       0.443670                 NaN            NaN            NaN   6.05316                 NaN   7.21230        41.4027        40.9339                 NaN
  1130.33        500.000                 NaN            NaN   4.04108       0.333923                 NaN            NaN            NaN   6.09487                 NaN   7.22175        41.3875        40.9209                 NaN
  1127.82        500.000                 NaN            NaN   4.09657       0.311496                 NaN            NaN            NaN   6.03581                 NaN   7.21876        41.3934        40.9439                 NaN
  1125.31        500.000                 NaN            NaN   4.19928       0.187641                 NaN            NaN            NaN   6.07020                 NaN   7.22721        41.3854        40.9303                 NaN
  1122.81        500.000                 NaN            NaN   4.37215       0.641102E-003  0.186337E-003            NaN            NaN   6.09910                 NaN   7.23998        41.3601        40.9278                 NaN
  1120.30        500.000                 NaN            NaN   4.40032                 NaN            NaN            NaN            NaN   6.03091                 NaN   7.24381        41.3838        40.9412                 NaN
  1117.79        500.000                 NaN            NaN   4.39208                 NaN            NaN            NaN            NaN   6.09812                 NaN   7.21328        41.3537        40.9428                 NaN
  1115.29        500.000                 NaN            NaN   4.33503       0.675435E-001            NaN            NaN            NaN   6.04160                 NaN   7.23340        41.3790        40.9434                 NaN
  1112.78        500.000                 NaN            NaN   4.38698                 NaN            NaN            NaN            NaN   6.07822                 NaN   7.24286        41.3517        40.9402                 NaN
  1110.28        500.000                 NaN            NaN   4.44536                 NaN            NaN            NaN            NaN   5.96317                 NaN   7.22794        41.3929        40.9706                 NaN
  1107.77        500.000                 NaN            NaN   4.40369                 NaN            NaN            NaN            NaN   6.07731                 NaN   7.22633        41.3361        40.9565                 NaN
  1105.26        500.000                 NaN            NaN   4.40961                 NaN            NaN            NaN            NaN   6.06694                 NaN   7.23351        41.3259        40.9641                 NaN
  1102.76        500.000                 NaN            NaN   4.40904                 NaN            NaN            NaN            NaN   6.06448                 NaN   7.22717        41.3403        40.9590                 NaN
  1100.25        500.000                 NaN            NaN   4.41066                 NaN            NaN            NaN            NaN   6.06470                 NaN   7.23209        41.3287        40.9638                 NaN
  1097.74        500.000                 NaN            NaN   4.41641                 NaN            NaN            NaN            NaN   6.05374                 NaN   7.24199        41.3158        40.9720                 NaN
  1095.24        500.000                 NaN            NaN   4.41871                 NaN            NaN            NaN            NaN   6.02750                 NaN   7.24693        41.3406        40.9663                 NaN
  1092.73        500.000                 NaN            NaN   4.46451                 NaN            NaN            NaN            NaN   5.93819                 NaN   7.24426        41.3568        40.9962                 NaN
  1090.23        500.000                 NaN            NaN   4.46710                 NaN            NaN            NaN            NaN   5.93468                 NaN   7.24709        41.3514        40.9997                 NaN
  1087.72        500.000                 NaN            NaN   4.46983                 NaN            NaN            NaN            NaN   5.93122                 NaN   7.24998        41.3454        41.0035                 NaN
  1085.21        500.000                 NaN            NaN   4.47240                 NaN            NaN            NaN            NaN   5.92782                 NaN   7.25290        41.3398        41.0071                 NaN
  1082.71        500.000                 NaN            NaN   4.47475                 NaN            NaN            NaN            NaN   5.92447                 NaN   7.25591        41.3344        41.0104                 NaN
  1080.20        500.000                 NaN            NaN   4.47616                 NaN            NaN            NaN            NaN   5.94464                 NaN   7.24317        41.3212        41.0148                 NaN
  1077.69        500.000                 NaN            NaN   4.47983                 NaN            NaN            NaN            NaN   5.91666                 NaN   7.26302        41.3228        41.0177                 NaN
  1075.19        500.000                 NaN            NaN   4.48216                 NaN            NaN            NaN            NaN   5.91388                 NaN   7.26615        41.3166        41.0213                 NaN
  1072.68        500.000                 NaN            NaN   4.46931                 NaN            NaN            NaN            NaN   5.95079                 NaN   7.26953        41.2915        41.0188                 NaN
  1070.18        500.000                 NaN            NaN   4.47247                 NaN            NaN            NaN            NaN   5.94476                 NaN   7.27378        41.2862        41.0228                 NaN
  1067.67        500.000                 NaN            NaN   4.44558                 NaN            NaN            NaN            NaN   6.00415                 NaN   7.28056        41.2594        41.0103                 NaN
  1065.16        500.000                 NaN            NaN   4.44785                 NaN            NaN            NaN            NaN   6.00093                 NaN   7.28357        41.2541        41.0136                 NaN
  1062.66        500.000                 NaN            NaN   4.45010                 NaN            NaN            NaN            NaN   5.99702                 NaN   7.28703        41.2491        41.0167                 NaN
  1060.15        500.000                 NaN            NaN   4.45233                 NaN            NaN            NaN            NaN   5.99314                 NaN   7.29045        41.2443        41.0198                 NaN
  1057.64        500.000                 NaN            NaN   3.39728        1.09881                 NaN            NaN            NaN   5.91222                 NaN   7.27157        41.2778        41.0423                 NaN
  1055.14        500.000                 NaN            NaN   4.45790                 NaN            NaN            NaN            NaN   5.98085                 NaN   7.29994        41.2341        41.0272                 NaN
  1052.63        500.000                 NaN            NaN   4.50225                 NaN            NaN            NaN            NaN   5.89452                 NaN   7.28739        41.2644        41.0515                 NaN
  1050.13        500.000                 NaN            NaN   4.46114                 NaN            NaN            NaN            NaN   5.97906                 NaN   7.30701        41.2187        41.0341                 NaN
  1047.62        500.000                 NaN            NaN   4.46324                 NaN            NaN            NaN            NaN   5.97563                 NaN   7.31108        41.2125        41.0375                 NaN
  1045.11        500.000                 NaN            NaN   4.46740                 NaN            NaN            NaN            NaN   5.96495                 NaN   7.31398        41.2131        41.0406                 NaN
  1042.61        500.000                 NaN            NaN   4.46762                 NaN            NaN            NaN            NaN   5.96684                 NaN   7.31597        41.2074        41.0422                 NaN
  1040.10        500.000                 NaN            NaN   4.46970                 NaN            NaN            NaN            NaN   5.96424                 NaN   7.32078        41.1989        41.0464                 NaN
  1037.59        500.000                 NaN            NaN   4.45322                 NaN            NaN            NaN            NaN   5.95432                 NaN   7.31607        41.2093        41.0459       0.211873E-001
  1035.09        500.000                 NaN            NaN   4.47619                 NaN            NaN            NaN            NaN   5.95255                 NaN   7.32838        41.1882        41.0546                 NaN
  1032.58        500.000                 NaN            NaN   4.47417                 NaN            NaN            NaN            NaN   5.95030                 NaN   7.33443        41.1779        41.0592       0.405852E-002
  1030.08        500.000                 NaN            NaN   4.46473                 NaN            NaN            NaN            NaN   5.94727                 NaN   7.33778        41.1725        41.0619       0.157777E-001
  1027.57        500.000                 NaN            NaN   4.45562                 NaN            NaN            NaN            NaN   5.94408                 NaN   7.34115        41.1671        41.0648       0.272516E-001
  1025.06        500.000                 NaN            NaN   4.44478                 NaN            NaN            NaN            NaN   5.94128                 NaN   7.34515        41.1623        41.0667       0.397870E-001
  1022.56        500.000                 NaN            NaN   4.43808                 NaN            NaN            NaN            NaN   5.93775                 NaN   7.34795        41.1561        41.0706       0.494985E-001
  1020.05        500.000                 NaN            NaN   4.42762                 NaN            NaN            NaN            NaN   5.93487                 NaN   7.35198        41.1512        41.0726       0.616992E-001
  1017.54        500.000                 NaN            NaN   4.41932                 NaN            NaN            NaN            NaN   5.93166                 NaN   7.35545        41.1456        41.0756       0.723650E-001
  1015.04        500.000                 NaN            NaN   4.41349                 NaN            NaN            NaN            NaN   5.92812                 NaN   7.35833        41.1393        41.0796       0.812034E-001
  1012.53        500.000                 NaN            NaN   4.40575                 NaN            NaN            NaN            NaN   5.92483                 NaN   7.36183        41.1336        41.0827       0.913686E-001
