|6.6.6
Archiving\03_Data\fracLP/QFM_m0.25/GRV/GRV_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         Sp(TH)         Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1496.24        500.000        97.6997                 NaN  0.714606E-003            NaN            NaN            NaN  0.626823        1.67272                 NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        97.7516                 NaN  0.381762E-003            NaN            NaN            NaN  0.612002        1.63598                 NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        97.8056                 NaN  0.187597E-003            NaN            NaN            NaN  0.598530        1.59568                 NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        97.8547                 NaN            NaN            NaN            NaN            NaN  0.584515        1.56079                 NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        97.9034                 NaN            NaN            NaN            NaN            NaN  0.567150        1.52950                 NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        97.9537                 NaN  0.802683E-003            NaN            NaN            NaN  0.548853        1.49669                 NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        97.9952                 NaN            NaN            NaN            NaN            NaN  0.535810        1.46900                 NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        98.0364                 NaN            NaN            NaN            NaN            NaN  0.519316        1.44432                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.0801                 NaN            NaN            NaN            NaN            NaN  0.506482        1.41338                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.1192                 NaN            NaN            NaN            NaN            NaN  0.489586        1.39126                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.1578                 NaN            NaN            NaN            NaN            NaN  0.475681        1.36652                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.1940                 NaN            NaN            NaN            NaN            NaN  0.463635        1.34240                 NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.2289                 NaN            NaN            NaN            NaN            NaN  0.445136        1.32594                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.2617                 NaN            NaN            NaN            NaN            NaN  0.429150        1.30914                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.2970                 NaN            NaN            NaN            NaN            NaN  0.419119        1.28390                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.3239                 NaN            NaN            NaN            NaN            NaN  0.399531        1.27654                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.3583                 NaN            NaN            NaN            NaN            NaN  0.395576        1.24617                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.3854                 NaN            NaN            NaN            NaN            NaN  0.376063        1.23855                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.4149                 NaN            NaN            NaN            NaN            NaN  0.367949        1.21711                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.4427                 NaN            NaN            NaN            NaN            NaN  0.357091        1.20020                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.4647                 NaN            NaN            NaN            NaN            NaN  0.342943        1.19237                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.4927                 NaN            NaN            NaN            NaN            NaN  0.331925        1.17535                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.5153                 NaN            NaN            NaN            NaN            NaN  0.320099        1.16460                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.5396                 NaN            NaN            NaN            NaN            NaN  0.310471        1.14990                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.5505                 NaN            NaN            NaN            NaN            NaN  0.246635       0.821788E-001   1.12066                 NaN            NaN            NaN            NaN
  1433.58        500.000        98.5340                 NaN            NaN            NaN            NaN            NaN  0.135902E-001   1.01488       0.437510                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.5513                 NaN            NaN            NaN            NaN            NaN            NaN  0.998204       0.450462                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.5683                 NaN            NaN            NaN            NaN            NaN            NaN  0.985184       0.446508                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.5895                 NaN            NaN            NaN            NaN            NaN  0.124598E-001  0.426901       0.971163                 NaN            NaN            NaN            NaN
  1423.56        500.000        98.6040                 NaN            NaN            NaN            NaN            NaN            NaN  0.439218       0.956792                 NaN            NaN            NaN            NaN
  1421.05        500.000        98.6199                 NaN            NaN            NaN            NaN            NaN  0.275311E-002  0.432991       0.944393                 NaN            NaN            NaN            NaN
  1418.55        500.000        98.6369                 NaN            NaN            NaN            NaN            NaN            NaN  0.433146       0.929991                 NaN            NaN            NaN            NaN
  1416.04        500.000        98.6516                 NaN            NaN            NaN            NaN            NaN            NaN  0.431057       0.917365                 NaN            NaN            NaN            NaN
  1413.53        500.000        98.6660                 NaN            NaN            NaN            NaN            NaN            NaN  0.428013       0.906029                 NaN            NaN            NaN            NaN
  1411.03        500.000        98.6810                 NaN            NaN            NaN            NaN            NaN            NaN  0.894774       0.424232                 NaN            NaN            NaN            NaN
  1408.52        500.000        98.6959                 NaN            NaN            NaN            NaN            NaN            NaN  0.881389       0.422748                 NaN            NaN            NaN            NaN
  1406.02        500.000        98.7100                 NaN            NaN            NaN            NaN            NaN            NaN  0.871028       0.419004                 NaN            NaN            NaN            NaN
  1403.51        500.000        98.7218                 NaN            NaN            NaN            NaN            NaN            NaN  0.859456       0.418767                 NaN            NaN            NaN            NaN
  1401.00        500.000        98.7344                 NaN            NaN            NaN            NaN            NaN            NaN  0.414535       0.851114                 NaN            NaN            NaN            NaN
  1398.50        500.000        98.7474                 NaN            NaN            NaN            NaN            NaN            NaN  0.840224       0.412411                 NaN            NaN            NaN            NaN
  1395.99        500.000        98.7596                 NaN            NaN            NaN            NaN            NaN            NaN  0.828577       0.411820                 NaN            NaN            NaN            NaN
  1393.48        500.000        98.7704                 NaN            NaN            NaN            NaN            NaN            NaN  0.819871       0.409742                 NaN            NaN            NaN            NaN
  1390.98        500.000        98.7817                 NaN            NaN            NaN            NaN            NaN            NaN  0.407990       0.810271                 NaN            NaN            NaN            NaN
  1388.47        500.000        98.7915                 NaN            NaN            NaN            NaN            NaN            NaN  0.802112       0.406420                 NaN            NaN            NaN            NaN
  1385.96        500.000        98.8042                 NaN  0.118427E-002            NaN            NaN            NaN            NaN  0.787122       0.407526                 NaN            NaN            NaN            NaN
  1383.46        500.000        98.8129                 NaN            NaN            NaN            NaN            NaN            NaN  0.402637       0.784448                 NaN            NaN            NaN            NaN
  1380.95        500.000        98.8224                 NaN            NaN            NaN            NaN            NaN            NaN  0.775647       0.401921                 NaN            NaN            NaN            NaN
  1378.45        500.000        98.8319                 NaN            NaN            NaN            NaN            NaN            NaN  0.768243       0.399854                 NaN            NaN            NaN            NaN
  1375.94        500.000        98.8403                 NaN            NaN            NaN            NaN            NaN            NaN  0.398870       0.760819                 NaN            NaN            NaN            NaN
  1373.43        500.000        98.8488                 NaN            NaN            NaN            NaN            NaN            NaN  0.398028       0.753182                 NaN            NaN            NaN            NaN
  1370.93        500.000        97.4939                 NaN            NaN            NaN            NaN            NaN            NaN   1.01281       0.758165       0.735145                 NaN            NaN            NaN
  1368.42        500.000        97.4663                 NaN            NaN            NaN            NaN            NaN            NaN  0.743324        1.03052       0.759804                 NaN            NaN            NaN
  1365.91        500.000        97.5125                 NaN            NaN            NaN            NaN            NaN            NaN  0.729400        1.01378       0.744335                 NaN            NaN            NaN
  1363.41        500.000        97.5276                 NaN            NaN            NaN            NaN  0.281692                 NaN  0.846677       0.550035       0.794010                 NaN            NaN            NaN
  1360.90        500.000        97.5593                 NaN            NaN            NaN            NaN  0.545377                 NaN  0.110403       0.949760       0.835179                 NaN            NaN            NaN
  1358.40        500.000        97.6071                 NaN            NaN            NaN            NaN  0.549477                 NaN  0.818288E-001  0.941394       0.820177                 NaN            NaN            NaN
  1355.89        500.000        97.6544                 NaN  0.218132E-003            NaN            NaN  0.553672                 NaN  0.932336       0.539571E-001  0.805445                 NaN            NaN            NaN
  1353.38        500.000        97.7010                 NaN  0.232213E-002            NaN            NaN  0.553603                 NaN  0.329169E-001  0.919725       0.790410                 NaN            NaN            NaN
  1350.88        500.000        97.7410                 NaN  0.743025E-002            NaN            NaN  0.548045                 NaN  0.905816       0.209079E-001  0.776793                 NaN            NaN            NaN
  1348.37        500.000        97.7770                 NaN  0.133528E-001            NaN            NaN  0.540209                 NaN  0.102051E-001  0.895548       0.763710                 NaN            NaN            NaN
  1345.86        500.000        97.8010                 NaN  0.235612E-001            NaN            NaN  0.524641                 NaN  0.985190E-002  0.888428       0.752534                 NaN            NaN            NaN
  1343.36        500.000        97.8062                 NaN  0.429612E-001            NaN            NaN  0.494413                 NaN  0.887607       0.248897E-001  0.743926                 NaN            NaN            NaN
  1340.85        500.000        97.7720                 NaN  0.793888E-001            NaN            NaN  0.437775                 NaN  0.665793E-001  0.903030       0.741270                 NaN            NaN            NaN
  1338.35        500.000        97.6975                 NaN  0.135893                 NaN            NaN  0.351091                 NaN  0.938117       0.133485       0.743931                 NaN            NaN            NaN
  1335.84        500.000        97.5942                 NaN  0.206166                 NaN            NaN  0.243535                 NaN  0.213749       0.991745       0.750591                 NaN            NaN            NaN
  1333.33        500.000        97.5401                 NaN  0.255566                 NaN            NaN  0.162501                 NaN   1.02617       0.266672       0.749034                 NaN            NaN            NaN
  1330.83        500.000        97.5316                 NaN  0.284821                 NaN            NaN  0.107844                 NaN   1.04005       0.295191       0.740483                 NaN            NaN            NaN
  1328.32        500.000        97.5734                 NaN  0.294567                 NaN            NaN  0.836779E-001            NaN  0.292681        1.03098       0.724724                 NaN            NaN            NaN
  1325.81        500.000        97.6268                 NaN  0.297521                 NaN            NaN  0.671317E-001            NaN  0.286826        1.01448       0.707235                 NaN            NaN            NaN
  1323.31        500.000        97.6881                 NaN  0.296228                 NaN            NaN  0.565255E-001            NaN  0.993418       0.276932       0.688792                 NaN            NaN            NaN
  1320.80        500.000        97.7580                 NaN  0.291345                 NaN            NaN  0.544764E-001            NaN  0.257512       0.968995       0.669693                 NaN            NaN            NaN
  1318.30        500.000        97.8252                 NaN  0.285762                 NaN            NaN  0.492021E-001            NaN  0.942207       0.246923       0.650684                 NaN            NaN            NaN
  1315.79        500.000        97.8913                 NaN  0.279886                 NaN            NaN  0.472779E-001            NaN  0.917125       0.231764       0.632655                 NaN            NaN            NaN
  1313.28        500.000        97.9612                 NaN  0.272792                 NaN            NaN  0.450232E-001            NaN  0.218844       0.888949       0.613209                 NaN            NaN            NaN
  1310.78        500.000        98.0235                 NaN  0.266265                 NaN            NaN  0.424101E-001            NaN  0.862844       0.209055       0.595936                 NaN            NaN            NaN
  1308.27        500.000        98.0868                 NaN  0.259745                 NaN            NaN  0.414529E-001            NaN  0.837396       0.195974       0.578665                 NaN            NaN            NaN
  1305.76        500.000        98.1487                 NaN  0.252468                 NaN            NaN  0.398263E-001            NaN  0.186699       0.810983       0.561324                 NaN            NaN            NaN
  1303.26        500.000        98.2075                 NaN  0.245883                 NaN            NaN  0.378307E-001            NaN  0.785413       0.178430       0.544945                 NaN            NaN            NaN
  1300.75        500.000        98.2638                 NaN  0.239713                 NaN            NaN  0.346140E-001            NaN  0.172061       0.760866       0.528906                 NaN            NaN            NaN
  1298.25        500.000        98.3194                 NaN  0.233248                 NaN            NaN  0.326497E-001            NaN  0.165081       0.736386       0.513217                 NaN            NaN            NaN
  1295.74        500.000        98.3739                 NaN  0.227058                 NaN            NaN  0.314799E-001            NaN  0.713482       0.156142       0.497911                 NaN            NaN            NaN
  1293.23        500.000        98.4240                 NaN  0.220956                 NaN            NaN  0.278502E-001            NaN  0.689779       0.153977       0.483463                 NaN            NaN            NaN
  1290.73        500.000        98.4746                 NaN  0.214714                 NaN            NaN  0.227471E-001            NaN  0.664645       0.155087       0.468158                 NaN            NaN            NaN
  1288.22        500.000        98.5251                 NaN  0.208472                 NaN            NaN  0.248049E-001            NaN  0.645127       0.142126       0.454397                 NaN            NaN            NaN
  1285.71        500.000        98.5709                 NaN  0.203160                 NaN            NaN  0.193360E-001            NaN  0.621617       0.144292       0.440739                 NaN            NaN            NaN
  1283.21        500.000        98.6166                 NaN  0.197307                 NaN            NaN  0.170264E-001            NaN  0.141256       0.600522       0.427328                 NaN            NaN            NaN
  1280.70        500.000        98.6606                 NaN  0.191766                 NaN            NaN  0.139642E-001            NaN  0.579549       0.139765       0.414313                 NaN            NaN            NaN
  1278.20        500.000        98.7059                 NaN  0.182758                 NaN            NaN  0.279599E-001            NaN  0.564472       0.115508       0.403389                 NaN            NaN            NaN
  1275.69        500.000        98.7426                 NaN  0.182434                 NaN            NaN  0.205830E-005            NaN  0.537016       0.149446       0.388528                 NaN            NaN            NaN
  1273.18        500.000        98.7823                 NaN  0.176570                 NaN            NaN            NaN            NaN  0.145657       0.518218       0.377222                 NaN            NaN            NaN
  1270.68        500.000        98.8220                 NaN  0.170802                 NaN            NaN            NaN            NaN  0.141049       0.500447       0.365672                 NaN            NaN            NaN
  1268.17        500.000        98.8595                 NaN  0.165161                 NaN            NaN            NaN            NaN  0.137428       0.483239       0.354682                 NaN            NaN            NaN
  1265.66        500.000        98.8979                 NaN  0.159459                 NaN            NaN  0.391126E-002            NaN  0.468361       0.126321       0.344012                 NaN            NaN            NaN
  1263.16        500.000        98.9324                 NaN  0.154651                 NaN            NaN  0.877716E-006            NaN  0.450272       0.129346       0.333308                 NaN            NaN            NaN
  1260.65        500.000        98.9666                 NaN  0.149331                 NaN            NaN            NaN            NaN  0.434710       0.126211       0.323099                 NaN            NaN            NaN
  1258.15        500.000        98.9998                 NaN  0.144023                 NaN            NaN            NaN            NaN  0.418921       0.123885       0.313331                 NaN            NaN            NaN
  1255.64        500.000        99.0318                 NaN  0.139088                 NaN            NaN            NaN            NaN  0.404509       0.120976       0.303670                 NaN            NaN            NaN
  1253.13        500.000        99.0631                 NaN  0.134047                 NaN            NaN            NaN            NaN  0.118941       0.389538       0.294411                 NaN            NaN            NaN
  1250.63        500.000        99.0934                 NaN  0.129320                 NaN            NaN            NaN            NaN  0.376226       0.115764       0.285275                 NaN            NaN            NaN
  1248.12        500.000        95.6158                 NaN  0.214207                 NaN            NaN            NaN            NaN  0.617566       0.504563       0.644057        2.40386                 NaN            NaN
  1245.61        500.000        94.6188                 NaN  0.235178                 NaN            NaN            NaN            NaN  0.674401       0.598814       0.734728        3.13804                 NaN            NaN
  1243.11        500.000        95.0177                 NaN  0.222598                 NaN            NaN            NaN            NaN  0.633914       0.532902       0.679739        2.91312                 NaN            NaN
  1240.60        500.000        95.3694                 NaN  0.211093                 NaN            NaN            NaN            NaN  0.597218       0.476197       0.630597        2.71554                 NaN            NaN
  1238.10        500.000        95.6838                 NaN  0.200351                 NaN            NaN            NaN            NaN  0.563953       0.425353       0.586223        2.54030                 NaN            NaN
  1235.59        500.000        95.9614                 NaN  0.189707                 NaN            NaN            NaN            NaN  0.384152       0.532287       0.546396        2.38602                 NaN            NaN
  1233.08        500.000        96.2152                 NaN  0.179859                 NaN            NaN            NaN            NaN  0.503224       0.346657       0.509655        2.24538                 NaN            NaN
  1230.58        500.000        96.4452                 NaN  0.170351                 NaN            NaN            NaN            NaN  0.314562       0.475411       0.476165        2.11828                 NaN            NaN
  1228.07        500.000        96.5313                 NaN  0.163670                 NaN            NaN            NaN            NaN  0.456661       0.303748       0.463339        2.08123                 NaN            NaN
  1225.56        500.000        96.0309                 NaN  0.105597                 NaN            NaN            NaN            NaN  0.708475       0.238642       0.545428        2.37095                 NaN            NaN
  1223.06        500.000        97.8420                 NaN  0.149431                 NaN            NaN            NaN            NaN  0.444207                 NaN  0.267103        1.29722                 NaN            NaN
  1220.55        500.000        97.3242                 NaN  0.177848                 NaN            NaN            NaN            NaN  0.496853                 NaN  0.340392        1.66068                 NaN            NaN
  1218.05        500.000        97.3629                 NaN  0.139848                 NaN            NaN            NaN            NaN  0.139722       0.396906       0.337928        1.62268                 NaN            NaN
  1215.54        500.000        97.5321                 NaN  0.169531                 NaN            NaN            NaN            NaN  0.411316                 NaN  0.313251        1.57385                 NaN            NaN
  1213.03        500.000        44.9044                 NaN   1.76446                 NaN            NaN            NaN            NaN   3.79943                 NaN   4.56971        22.0304        22.9315                 NaN
  1210.53        500.000        54.5789                 NaN   1.41731                 NaN            NaN            NaN            NaN   3.28259                 NaN   3.73933        18.0050        18.9769                 NaN
  1208.02        500.000        66.9693                 NaN   1.03626                 NaN            NaN            NaN            NaN   2.32954                 NaN   2.71103        13.0897        13.8642                 NaN
  1205.51        500.000        73.7659                 NaN  0.816898                 NaN            NaN            NaN            NaN   1.84939                 NaN   2.14795        10.4089        11.0110                 NaN
  1203.01        500.000        76.8006                 NaN  0.709942                 NaN            NaN            NaN            NaN   1.60843                 NaN   1.89054        9.21479        9.77572                 NaN
  1200.50        500.000        81.2460                 NaN  0.572401                 NaN            NaN            NaN            NaN   1.30614                 NaN   1.52169        7.47330        7.88047                 NaN
  1197.99        500.000        82.4133                 NaN  0.524602                 NaN            NaN            NaN            NaN   1.20864                 NaN   1.41549        7.01809        7.41989                 NaN
  1195.49        500.000        82.3195                 NaN  0.522008                 NaN            NaN            NaN            NaN   1.15762                 NaN   1.41414        7.07933        7.50737                 NaN
  1192.98        500.000        86.3006                 NaN  0.406913                 NaN            NaN            NaN            NaN  0.864542                 NaN   1.08584        5.54419        5.79787                 NaN
  1190.48        500.000        84.0359                 NaN  0.449643                 NaN            NaN            NaN            NaN   1.06093                 NaN   1.24152        6.49342        6.71862                 NaN
  1187.97        500.000        81.2108                 NaN  0.510741                 NaN            NaN            NaN            NaN   1.12134                 NaN   1.42468        7.80726        7.92514                 NaN
  1185.46        500.000        40.5565                 NaN   1.44418                 NaN            NaN            NaN            NaN   3.02225                 NaN   4.22088        25.6101        25.1461                 NaN
  1182.96        500.000                 NaN            NaN   2.32631                 NaN            NaN            NaN            NaN   4.76525                 NaN   6.90253        43.6195        42.3864                 NaN
  1180.45        500.000                 NaN            NaN   2.31335                 NaN            NaN            NaN            NaN   4.79077                 NaN   6.89302        43.6339        42.3689                 NaN
  1177.94        500.000                 NaN            NaN   2.31146                 NaN            NaN            NaN            NaN   4.79411                 NaN   6.91596        43.6061        42.3724                 NaN
  1175.44        500.000                 NaN            NaN   2.33163                 NaN            NaN            NaN            NaN   4.75161                 NaN   6.91482        43.5991        42.4028                 NaN
  1172.93        500.000                 NaN            NaN   2.31536                 NaN            NaN            NaN            NaN   4.78411                 NaN   6.91813        43.5978        42.3846                 NaN
  1170.43        500.000                 NaN            NaN   2.33926                 NaN            NaN            NaN            NaN   4.73806                 NaN   6.91713        43.5849        42.4206                 NaN
  1167.92        500.000                 NaN            NaN   2.34227                 NaN            NaN            NaN            NaN   4.71177                 NaN   6.93443        43.5855        42.4261                 NaN
  1165.41        500.000                 NaN            NaN   2.34726                 NaN            NaN            NaN            NaN   4.69812                 NaN   6.93689        43.5822        42.4356                 NaN
  1162.91        500.000                 NaN            NaN   2.34169                 NaN            NaN            NaN            NaN   4.72563                 NaN   6.92947        43.5708        42.4324                 NaN
  1160.40        500.000                 NaN            NaN   2.35224                 NaN            NaN            NaN            NaN   4.68347                 NaN   6.94342        43.5727        42.4482                 NaN
  1157.89        500.000                 NaN            NaN   2.32661                 NaN            NaN            NaN            NaN   4.74454                 NaN   6.94496        43.5682        42.4157                 NaN
  1155.39        500.000                 NaN            NaN   2.35588                 NaN            NaN            NaN            NaN   4.67516                 NaN   6.94690        43.5633        42.4588                 NaN
  1152.88        500.000                 NaN            NaN   2.33047                 NaN            NaN            NaN            NaN   4.73101                 NaN   6.95435        43.5565        42.4276                 NaN
  1150.38        500.000                 NaN            NaN   2.36054                 NaN            NaN            NaN            NaN   4.66062                 NaN   6.95420        43.5536        42.4711                 NaN
  1147.87        500.000                 NaN            NaN   2.36259                 NaN            NaN            NaN            NaN   4.65451                 NaN   6.95733        43.5487        42.4768                 NaN
  1145.36        500.000                 NaN            NaN   2.36484                 NaN            NaN            NaN            NaN   4.64715                 NaN   6.96132        43.5437        42.4830                 NaN
  1142.86        500.000                 NaN            NaN   2.36668                 NaN            NaN            NaN            NaN   4.64173                 NaN   6.96428        43.5389        42.4884                 NaN
  1140.35        500.000                 NaN            NaN   2.36928                 NaN            NaN            NaN            NaN   4.63201                 NaN   6.96981        43.5338        42.4951                 NaN
  1137.84        500.000                 NaN            NaN   2.37095                 NaN            NaN            NaN            NaN   4.62706                 NaN   6.97271        43.5290        42.5003                 NaN
  1135.34        500.000                 NaN            NaN   2.36814                 NaN            NaN            NaN            NaN   4.65037                 NaN   6.95723        43.5267        42.4975                 NaN
  1132.83        500.000                 NaN            NaN   2.12890       0.240388                 NaN            NaN            NaN   4.62301                 NaN   6.97812        43.5289        42.5007                 NaN
  1130.33        500.000                 NaN            NaN   2.17566       0.181176                 NaN            NaN            NaN   4.65287                 NaN   6.98738        43.5129        42.4900                 NaN
  1127.82        500.000                 NaN            NaN   2.20543       0.168675                 NaN            NaN            NaN   4.61122                 NaN   6.98417        43.5164        42.5141                 NaN
  1125.31        500.000                 NaN            NaN   2.26073       0.101751                 NaN            NaN            NaN   4.63568                 NaN   6.99237        43.5072        42.5023                 NaN
  1122.81        500.000                 NaN            NaN   2.35380       0.349114E-003  0.100846E-003            NaN            NaN   4.65878                 NaN   7.00476        43.4801        42.5021                 NaN
  1120.30        500.000                 NaN            NaN   2.36817                 NaN            NaN            NaN            NaN   4.60763                 NaN   7.00797        43.5011        42.5151                 NaN
  1117.79        500.000                 NaN            NaN   2.36641                 NaN            NaN            NaN            NaN   4.66018                 NaN   6.97898        43.4721        42.5223                 NaN
  1115.29        500.000                 NaN            NaN   2.33365       0.362367E-001            NaN            NaN            NaN   4.61625                 NaN   6.99788        43.4944        42.5216                 NaN
  1112.78        500.000                 NaN            NaN   2.36111                 NaN            NaN            NaN            NaN   4.64513                 NaN   7.00714        43.4655        42.5211                 NaN
  1110.28        500.000                 NaN            NaN   2.39245                 NaN            NaN            NaN            NaN   4.56001                 NaN   6.99210        43.5043        42.5512                 NaN
  1107.77        500.000                 NaN            NaN   2.37131                 NaN            NaN            NaN            NaN   4.64750                 NaN   6.99116        43.4476        42.5424                 NaN
  1105.26        500.000                 NaN            NaN   2.37385                 NaN            NaN            NaN            NaN   4.64149                 NaN   6.99797        43.4351        42.5516                 NaN
  1102.76        500.000                 NaN            NaN   2.37374                 NaN            NaN            NaN            NaN   4.63785                 NaN   6.99172        43.4489        42.5478                 NaN
  1100.25        500.000                 NaN            NaN   2.37441                 NaN            NaN            NaN            NaN   4.63933                 NaN   6.99641        43.4354        42.5545                 NaN
  1097.74        500.000                 NaN            NaN   2.37661                 NaN            NaN            NaN            NaN   4.63324                 NaN   7.00584        43.4201        42.5642                 NaN
  1095.24        500.000                 NaN            NaN   2.37693                 NaN            NaN            NaN            NaN   4.61101                 NaN   7.01030        43.4433        42.5584                 NaN
  1092.73        500.000                 NaN            NaN   2.40078                 NaN            NaN            NaN            NaN   4.54705                 NaN   7.00720        43.4564        42.5886                 NaN
  1090.23        500.000                 NaN            NaN   2.40189                 NaN            NaN            NaN            NaN   4.54525                 NaN   7.00984        43.4493        42.5938                 NaN
  1087.72        500.000                 NaN            NaN   2.40307                 NaN            NaN            NaN            NaN   4.54357                 NaN   7.01253        43.4416        42.5992                 NaN
  1085.21        500.000                 NaN            NaN   2.40416                 NaN            NaN            NaN            NaN   4.54190                 NaN   7.01526        43.4342        42.6045                 NaN
  1082.71        500.000                 NaN            NaN   2.40512                 NaN            NaN            NaN            NaN   4.54019                 NaN   7.01807        43.4272        42.6095                 NaN
  1080.20        500.000                 NaN            NaN   2.40693                 NaN            NaN            NaN            NaN   4.55677                 NaN   7.00589        43.4134        42.6170                 NaN
  1077.69        500.000                 NaN            NaN   2.40718                 NaN            NaN            NaN            NaN   4.53612                 NaN   7.02473        43.4120        42.6200                 NaN
  1075.19        500.000                 NaN            NaN   2.40814                 NaN            NaN            NaN            NaN   4.53495                 NaN   7.02766        43.4040        42.6252                 NaN
  1072.68        500.000                 NaN            NaN   2.40142                 NaN            NaN            NaN            NaN   4.56400                 NaN   7.03108        43.3778        42.6257                 NaN
  1070.18        500.000                 NaN            NaN   2.40270                 NaN            NaN            NaN            NaN   4.56041                 NaN   7.03506        43.3706        42.6312                 NaN
  1067.67        500.000                 NaN            NaN   2.38848                 NaN            NaN            NaN            NaN   4.60502                 NaN   7.04184        43.3430        42.6217                 NaN
  1065.16        500.000                 NaN            NaN   2.38940                 NaN            NaN            NaN            NaN   4.60343                 NaN   7.04465        43.3359        42.6266                 NaN
  1062.66        500.000                 NaN            NaN   2.39028                 NaN            NaN            NaN            NaN   4.60129                 NaN   7.04789        43.3293        42.6313                 NaN
  1060.15        500.000                 NaN            NaN   2.39114                 NaN            NaN            NaN            NaN   4.59916                 NaN   7.05109        43.3227        42.6360                 NaN
  1057.64        500.000                 NaN            NaN   1.82743       0.587448                 NaN            NaN            NaN   4.53927                 NaN   7.03241        43.3545        42.6589                 NaN
  1055.14        500.000                 NaN            NaN   2.39330                 NaN            NaN            NaN            NaN   4.59162                 NaN   7.06001        43.3088        42.6463                 NaN
  1052.63        500.000                 NaN            NaN   2.41679                 NaN            NaN            NaN            NaN   4.52825                 NaN   7.04739        43.3368        42.6707                 NaN
  1050.13        500.000                 NaN            NaN   2.39445                 NaN            NaN            NaN            NaN   4.59241                 NaN   7.06667        43.2898        42.6566                 NaN
  1047.62        500.000                 NaN            NaN   2.39521                 NaN            NaN            NaN            NaN   4.59077                 NaN   7.07050        43.2819        42.6616                 NaN
  1045.11        500.000                 NaN            NaN   2.39711                 NaN            NaN            NaN            NaN   4.58309                 NaN   7.07315        43.2806        42.6660                 NaN
  1042.61        500.000                 NaN            NaN   2.39694                 NaN            NaN            NaN            NaN   4.58531                 NaN   7.07500        43.2734        42.6693                 NaN
  1040.10        500.000                 NaN            NaN   2.39774                 NaN            NaN            NaN            NaN   4.58450                 NaN   7.07955        43.2631        42.6752                 NaN
  1037.59        500.000                 NaN            NaN   2.38793                 NaN            NaN            NaN            NaN   4.57612                 NaN   7.07493        43.2728        42.6763       0.119175E-001
  1035.09        500.000                 NaN            NaN   2.40060                 NaN            NaN            NaN            NaN   4.57756                 NaN   7.08665        43.2487        42.6865                 NaN
  1032.58        500.000                 NaN            NaN   2.39885                 NaN            NaN            NaN            NaN   4.57729                 NaN   7.09242        43.2364        42.6927       0.228262E-002
  1030.08        500.000                 NaN            NaN   2.39283                 NaN            NaN            NaN            NaN   4.57587                 NaN   7.09559        43.2295        42.6973       0.887342E-002
  1027.57        500.000                 NaN            NaN   2.38700                 NaN            NaN            NaN            NaN   4.57434                 NaN   7.09877        43.2226        42.7020       0.153257E-001
  1025.06        500.000                 NaN            NaN   2.37997                 NaN            NaN            NaN            NaN   4.57314                 NaN   7.10257        43.2163        42.7057       0.223745E-001
  1022.56        500.000                 NaN            NaN   2.37574                 NaN            NaN            NaN            NaN   4.57135                 NaN   7.10521        43.2085        42.7114       0.278346E-001
  1020.05        500.000                 NaN            NaN   2.36894                 NaN            NaN            NaN            NaN   4.57011                 NaN   7.10904        43.2021        42.7151       0.346941E-001
  1017.54        500.000                 NaN            NaN   2.36359                 NaN            NaN            NaN            NaN   4.56861                 NaN   7.11232        43.1950        42.7198       0.406898E-001
  1015.04        500.000                 NaN            NaN   2.35988                 NaN            NaN            NaN            NaN   4.56685                 NaN   7.11502        43.1870        42.7256       0.456576E-001
  1012.53        500.000                 NaN            NaN   2.35486                 NaN            NaN            NaN            NaN   4.56530                 NaN   7.11833        43.1797        42.7304       0.513709E-001
