|6.6.6
Archiving\03_Data\frac/QFM_m4.5/GRV/GRV_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           ilm            San(TH)        q             
  1533.83        2500.00        97.6498                 NaN  0.714928E-002  0.200048                 NaN   2.14300                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        97.7094                 NaN  0.673717E-002  0.208909                 NaN   2.07491                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        97.7624                 NaN  0.638090E-002  0.207438                 NaN   2.02380                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        97.4896                 NaN  0.766943E-002  0.162467                 NaN   2.34024                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.1593                 NaN  0.488960E-002  0.185989                 NaN   1.64979                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        97.9105                 NaN  0.537645E-002  0.212569                 NaN   1.87154                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        97.9612                 NaN  0.508642E-002  0.207152                 NaN   1.82657                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.0014                 NaN  0.481220E-002  0.206071                 NaN   1.78774                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.0357                 NaN  0.462130E-002  0.196549                 NaN   1.76318                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.0795                 NaN  0.434589E-002  0.193922                 NaN   1.72219                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.1177                 NaN  0.405459E-002  0.195073                 NaN   1.68312                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.1534                 NaN  0.383140E-002  0.189896                 NaN   1.65287                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.6738                 NaN  0.270490E-002  0.144837                 NaN   1.17869                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        97.7206                 NaN  0.431636E-002  0.221264                 NaN   2.05382                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.2567                 NaN  0.314896E-002  0.184310                 NaN   1.55580                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        97.9872                 NaN  0.347941E-002  0.199296                 NaN   1.80999                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.6133                 NaN  0.237440E-002  0.140489                 NaN   1.24383                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.3438                 NaN  0.259477E-002  0.169607                 NaN   1.48403                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.3686                 NaN  0.242770E-002  0.166136                 NaN   1.46280                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.3948                 NaN  0.223969E-002  0.162375                 NaN   1.44062                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.4248                 NaN  0.207030E-002  0.159169                 NaN   1.41398                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.4447                 NaN  0.192418E-002  0.154267                 NaN   1.39907                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.4674                 NaN  0.176733E-002  0.150816                 NaN   1.38005                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.4913                 NaN  0.160351E-002  0.150090                 NaN   1.35700                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.5109                 NaN  0.146824E-002  0.146476                 NaN   1.34111                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.5290                 NaN  0.137415E-002  0.136677                 NaN   1.33291                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.5561                 NaN  0.116233E-002  0.142131                 NaN   1.30058                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.5701                 NaN  0.106915E-002  0.134664                 NaN   1.29412                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.5897                 NaN  0.937077E-003  0.132304                 NaN   1.27704                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.5963                 NaN  0.683639E-003  0.136037                 NaN   1.26702                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.6440                 NaN  0.723744E-003  0.132228                 NaN   1.22307                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.6385                 NaN  0.594582E-003  0.121907                 NaN   1.23895                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.6502                 NaN  0.508325E-003  0.115793                 NaN   1.23348                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.6685                 NaN  0.403065E-003  0.112961                 NaN   1.21818                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.6799                 NaN  0.295089E-003  0.108827                 NaN   1.21101                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.6927                 NaN  0.190934E-003  0.107624                 NaN   1.19948                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.7062                 NaN  0.208091E-003  0.104841                 NaN   1.18873                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.7184                 NaN            NaN  0.100077                 NaN   1.18152                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.7255                 NaN  0.154653E-002  0.921801E-001            NaN   1.18076                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.7442                 NaN            NaN  0.977696E-001            NaN   1.15804                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.7487                 NaN            NaN  0.890759E-001            NaN   1.16221                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.7575                 NaN            NaN  0.832264E-001            NaN  0.130175E-001   1.14623                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.7681                 NaN            NaN  0.840173E-001            NaN   1.14789                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.7675                 NaN            NaN  0.688443E-001            NaN  0.441993E-001   1.11942                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.7755                 NaN            NaN  0.573244E-001            NaN  0.867755E-001   1.08037                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.7819                 NaN            NaN  0.563430E-001            NaN   1.07569       0.860456E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        97.4764                 NaN            NaN  0.359796                 NaN   1.36276       0.616959E-001            NaN            NaN  0.739388                 NaN            NaN            NaN            NaN
  1416.04        2500.00        96.6908                 NaN            NaN  0.557814                 NaN   1.53032       0.219091E-001            NaN            NaN   1.19917                 NaN            NaN            NaN            NaN
  1413.53        2500.00        96.7752                 NaN            NaN  0.542045                 NaN   1.51563                 NaN            NaN            NaN   1.16717                 NaN            NaN            NaN            NaN
  1411.03        2500.00        96.8501                 NaN            NaN  0.535829                 NaN   1.47303                 NaN            NaN            NaN   1.14104                 NaN            NaN            NaN            NaN
  1408.52        2500.00        96.9198                 NaN            NaN  0.531929                 NaN   1.43129                 NaN            NaN            NaN   1.11700                 NaN            NaN            NaN            NaN
  1406.02        2500.00        96.9944                 NaN            NaN  0.515740                 NaN   1.40347                 NaN            NaN            NaN   1.08636                 NaN            NaN            NaN            NaN
  1403.51        2500.00        97.0667                 NaN            NaN  0.505104                 NaN   1.36761                 NaN            NaN            NaN   1.06057                 NaN            NaN            NaN            NaN
  1401.00        2500.00        97.1283                 NaN            NaN  0.491741                 NaN   1.34361                 NaN            NaN            NaN   1.03637                 NaN            NaN            NaN            NaN
  1398.50        2500.00        97.1975                 NaN            NaN  0.487345                 NaN   1.30343                 NaN            NaN            NaN   1.01170                 NaN            NaN            NaN            NaN
  1395.99        2500.00        97.2577                 NaN            NaN  0.487420                 NaN   1.26422                 NaN            NaN            NaN  0.990652                 NaN            NaN            NaN            NaN
  1393.48        2500.00        97.3220                 NaN            NaN  0.475165                 NaN   1.23758                 NaN            NaN            NaN  0.965219                 NaN            NaN            NaN            NaN
  1390.98        2500.00        97.3718                 NaN            NaN  0.468763                 NaN   1.21327                 NaN            NaN            NaN  0.946212                 NaN            NaN            NaN            NaN
  1388.47        2500.00        97.4312                 NaN            NaN  0.458702                 NaN   1.18665                 NaN            NaN            NaN  0.923395                 NaN            NaN            NaN            NaN
  1385.96        2500.00        97.4857                 NaN            NaN  0.450657                 NaN   1.16102                 NaN            NaN            NaN  0.902654                 NaN            NaN            NaN            NaN
  1383.46        2500.00        97.5219                 NaN            NaN  0.428476                 NaN   1.15804                 NaN            NaN            NaN  0.887344       0.421628E-002            NaN            NaN            NaN
  1380.95        2500.00        97.4750                 NaN            NaN  0.298510                 NaN   1.29834                 NaN            NaN            NaN  0.892630       0.354702E-001            NaN            NaN            NaN
  1378.45        2500.00        97.5392                 NaN            NaN  0.301159                 NaN   1.26009                 NaN            NaN            NaN  0.868865       0.306832E-001            NaN            NaN            NaN
  1375.94        2500.00        97.6089                 NaN            NaN  0.304420                 NaN   1.21867                 NaN            NaN            NaN  0.842188       0.258044E-001            NaN            NaN            NaN
  1373.43        2500.00        97.6707                 NaN            NaN  0.310172                 NaN   1.17861                 NaN            NaN            NaN  0.819515       0.210400E-001            NaN            NaN            NaN
  1370.93        2500.00        97.7345                 NaN            NaN  0.324887                 NaN   1.12862                 NaN            NaN            NaN  0.796943       0.150204E-001            NaN            NaN            NaN
  1368.42        2500.00        97.5415                 NaN            NaN  0.737156E-001            NaN   1.43375                 NaN            NaN            NaN  0.859768       0.912898E-001            NaN            NaN            NaN
  1365.91        2500.00        97.9154                 NaN            NaN  0.331252                 NaN   1.02799                 NaN            NaN            NaN  0.725371                 NaN            NaN            NaN            NaN
  1363.41        2500.00        97.9031                 NaN            NaN  0.340236                 NaN   1.02403                 NaN            NaN            NaN  0.732633                 NaN            NaN            NaN            NaN
  1360.90        2500.00        97.9412                 NaN            NaN  0.333937                 NaN   1.00706                 NaN            NaN            NaN  0.717795                 NaN            NaN            NaN            NaN
  1358.40        2500.00        97.9783                 NaN            NaN  0.332265                 NaN  0.985695                 NaN            NaN            NaN  0.703756                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.0125                 NaN            NaN  0.322632                 NaN  0.975963                 NaN            NaN            NaN  0.688891                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.0467                 NaN            NaN  0.315351                 NaN  0.962870                 NaN            NaN            NaN  0.675039                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.0734                 NaN            NaN  0.303678                 NaN  0.960141                 NaN            NaN            NaN  0.662731                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.1146                 NaN            NaN  0.301511                 NaN  0.936614                 NaN            NaN            NaN  0.647275                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.1422                 NaN            NaN  0.293862                 NaN  0.927960                 NaN            NaN            NaN  0.635998                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.1749                 NaN            NaN  0.289405                 NaN  0.912036                 NaN            NaN            NaN  0.623708                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.1991                 NaN            NaN  0.275878                 NaN  0.913543                 NaN            NaN            NaN  0.611528                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.2268                 NaN            NaN  0.271995                 NaN  0.900557                 NaN            NaN            NaN  0.600646                 NaN            NaN            NaN            NaN
  1335.84        2500.00        98.2341                 NaN            NaN  0.261270                 NaN  0.902927                 NaN            NaN            NaN  0.594730                 NaN  0.701907E-002            NaN            NaN
  1333.33        2500.00        98.0986                 NaN            NaN  0.240974                 NaN  0.958976                 NaN            NaN            NaN  0.630529                 NaN  0.709187E-001            NaN            NaN
  1330.83        2500.00        98.1429                 NaN            NaN  0.236934                 NaN  0.935688                 NaN            NaN            NaN  0.616089                 NaN  0.684278E-001            NaN            NaN
  1328.32        2500.00        98.1817                 NaN            NaN  0.230345                 NaN  0.920684                 NaN            NaN            NaN  0.601294                 NaN  0.659646E-001            NaN            NaN
  1325.81        2500.00        98.2221                 NaN            NaN  0.225494                 NaN  0.901060                 NaN            NaN            NaN  0.587707                 NaN  0.635906E-001            NaN            NaN
  1323.31        2500.00        98.2632                 NaN            NaN  0.219103                 NaN  0.883165                 NaN            NaN            NaN  0.573331                 NaN  0.612117E-001            NaN            NaN
  1320.80        2500.00        98.3019                 NaN            NaN  0.212366                 NaN  0.867090                 NaN            NaN            NaN  0.559789                 NaN  0.588792E-001            NaN            NaN
  1318.30        2500.00        98.3398                 NaN            NaN  0.205258                 NaN  0.852014                 NaN            NaN            NaN  0.546287                 NaN  0.566064E-001            NaN            NaN
  1315.79        2500.00        98.3763                 NaN            NaN  0.196817                 NaN  0.839182                 NaN            NaN            NaN  0.533365                 NaN  0.543461E-001            NaN            NaN
  1313.28        2500.00        98.4117                 NaN            NaN  0.191361                 NaN  0.824058                 NaN            NaN            NaN  0.520642                 NaN  0.522318E-001            NaN            NaN
  1310.78        2500.00        98.4470                 NaN            NaN  0.184005                 NaN  0.810524                 NaN            NaN            NaN  0.508362                 NaN  0.501296E-001            NaN            NaN
  1308.27        2500.00        98.4818                 NaN            NaN  0.177381                 NaN  0.796629                 NaN            NaN            NaN  0.496114                 NaN  0.480833E-001            NaN            NaN
  1305.76        2500.00        98.5152                 NaN            NaN  0.169894                 NaN  0.784501                 NaN            NaN            NaN  0.484367                 NaN  0.460559E-001            NaN            NaN
  1303.26        2500.00        98.5471                 NaN            NaN  0.162777                 NaN  0.772959                 NaN            NaN            NaN  0.473028                 NaN  0.440918E-001            NaN            NaN
  1300.75        2500.00        98.5775                 NaN            NaN  0.154376                 NaN  0.763813                 NaN            NaN            NaN  0.462164                 NaN  0.421408E-001            NaN            NaN
  1298.25        2500.00        79.8943                 NaN            NaN  0.776244                 NaN   4.56848                 NaN            NaN            NaN   2.96333                 NaN  0.379152        11.4185                 NaN
  1295.74        2500.00        73.3082                 NaN            NaN  0.870428                 NaN   6.13216                 NaN            NaN            NaN   3.82243                 NaN  0.476679        15.3902                 NaN
  1293.23        2500.00        78.5152                 NaN            NaN  0.600912                 NaN   5.18635                 NaN            NaN            NaN   3.10231                 NaN  0.371169        12.2241                 NaN
  1290.73        2500.00        82.0901                 NaN            NaN  0.389428                 NaN   4.55979                 NaN            NaN            NaN   2.60417                 NaN  0.298538        10.0579                 NaN
  1288.22        2500.00        84.6201                 NaN            NaN  0.212315                 NaN   4.14878                 NaN            NaN            NaN   2.24808                 NaN  0.245961        8.52478                 NaN
  1285.71        2500.00        86.4763                 NaN            NaN  0.110991                 NaN   3.77725                 NaN            NaN            NaN   1.98820                 NaN  0.211202        7.43604                 NaN
  1283.21        2500.00        82.6870                 NaN            NaN            NaN            NaN   4.55912                 NaN            NaN            NaN   2.59442                 NaN  0.282165        9.87728                 NaN
  1280.70        2500.00        95.2575                 NaN            NaN            NaN            NaN   2.05341                 NaN            NaN            NaN  0.734338                 NaN  0.212732E-001   1.93343                 NaN
  1278.20        2500.00        90.9360                 NaN            NaN            NaN            NaN   2.67048                 NaN            NaN            NaN   1.34874                 NaN  0.133020        4.91173                 NaN
  1275.69        2500.00        91.1148                 NaN            NaN            NaN            NaN   2.74722                 NaN            NaN            NaN   1.32667                 NaN  0.120400        4.69092                 NaN
  1273.18        2500.00        92.3846                 NaN            NaN            NaN            NaN   2.27918                 NaN            NaN            NaN   1.14028                 NaN  0.107889        4.08809                 NaN
  1270.68        2500.00        92.9635                 NaN            NaN            NaN            NaN   2.12287                 NaN            NaN            NaN   1.05974                 NaN  0.958547E-001   3.75803                 NaN
  1268.17        2500.00        94.4680                 NaN            NaN            NaN            NaN   1.43288                 NaN            NaN            NaN  0.767016                 NaN  0.101668        3.23041                 NaN
  1265.66        2500.00        93.1674                 NaN            NaN            NaN            NaN  0.920867        1.05214                 NaN            NaN   1.02990                 NaN  0.911766E-001   3.73848                 NaN
  1263.16        2500.00        94.4768                 NaN            NaN            NaN            NaN  0.940672       0.834809                 NaN            NaN  0.880333                 NaN  0.685010E-001   2.79893                 NaN
  1260.65        2500.00        95.6547                 NaN            NaN            NaN            NaN   1.44480                 NaN            NaN            NaN  0.645978                 NaN  0.441109E-001   2.21041                 NaN
  1258.15        2500.00        94.3439                 NaN            NaN            NaN            NaN  0.904314                 NaN            NaN            NaN  0.787028                 NaN  0.104484        3.86031                 NaN
  1255.64        2500.00        96.8484                 NaN            NaN            NaN            NaN   1.73865                 NaN            NaN            NaN  0.486601                 NaN            NaN  0.926343                 NaN
  1253.13        2500.00        97.2887                 NaN            NaN            NaN            NaN  0.250029                 NaN            NaN            NaN  0.379641                 NaN  0.625971E-001   2.01907                 NaN
  1250.63        2500.00        95.2408                 NaN            NaN            NaN            NaN   1.93007                 NaN            NaN            NaN  0.706363                 NaN  0.381844E-001   2.08453                 NaN
  1248.12        2500.00        78.4777                 NaN            NaN            NaN            NaN   3.01820                 NaN            NaN            NaN   2.09800                 NaN  0.158046        9.31669        6.93134     
  1245.61        2500.00        60.4056                 NaN            NaN            NaN            NaN   3.49957        2.73154                 NaN            NaN   3.87551                 NaN  0.250359        16.4809        12.7565     
  1243.11        2500.00        87.4471                 NaN            NaN            NaN            NaN   2.34409                 NaN            NaN            NaN   1.30016                 NaN  0.601506E-001   5.18557        3.66291     
  1240.60        2500.00        76.9682                 NaN            NaN            NaN            NaN  0.300169        1.89563                 NaN            NaN   1.99553                 NaN  0.209274        10.5069        8.12434     
  1238.10        2500.00        87.0610                 NaN            NaN            NaN            NaN   3.33813                 NaN            NaN            NaN   1.57284                 NaN  0.402126E-004   4.70678        3.32117     
  1235.59        2500.00        81.9182                 NaN            NaN            NaN            NaN  0.115984E-005  0.620468       0.838120                 NaN   1.39058                 NaN  0.185304        8.58979        6.45754     
  1233.08        2500.00        72.4627                 NaN            NaN            NaN            NaN   5.19436                 NaN            NaN            NaN   2.80530                 NaN  0.757947E-001   11.2327        8.22918     
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN   4.77761        6.60147       0.278833E-004            NaN   8.20989                 NaN  0.634396        46.4098        33.3668     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN   4.83254        6.55115                 NaN            NaN   8.21542                 NaN  0.633599        46.3989        33.3684     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN   3.84166        7.62855                 NaN            NaN   8.29999                 NaN  0.614681        46.2245        33.3906     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN   3.41532        7.97680                 NaN            NaN   8.10863                 NaN  0.643302        46.4773        33.3787     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN   5.28086        6.10512                 NaN            NaN   8.22964                 NaN  0.632084        46.3790        33.3733     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN   5.34402        6.04417                 NaN            NaN   8.23498                 NaN  0.631311        46.3702        33.3753     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN   5.40106        5.98909                 NaN            NaN   8.24090                 NaN  0.630561        46.3612        33.3772     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN   5.47311        5.91906                 NaN            NaN   8.24638                 NaN  0.629822        46.3524        33.3792     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN   5.53590        5.85846                 NaN            NaN   8.25190                 NaN  0.629053        46.3435        33.3812     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN   5.57769        5.81919                 NaN            NaN   8.25748                 NaN  0.628236        46.3341        33.3833     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN   5.65587        5.74309       0.859774E-006            NaN   8.26297                 NaN  0.627477        46.3253        33.3852     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN   5.68462        5.71723       0.210603E-005            NaN   8.26800                 NaN  0.626632        46.3160        33.3875     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN   5.75261        5.65136       0.401013E-005            NaN   8.27404                 NaN  0.625824        46.3067        33.3894     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN   5.80513        5.60158       0.726876E-005            NaN   8.27934                 NaN  0.624980        46.2974        33.3916     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN   5.87514        5.53391       0.142641E-004            NaN   8.28521                 NaN  0.624158        46.2880        33.3936     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN   5.91882        5.49316       0.250282E-004            NaN   8.29084                 NaN  0.623242        46.2781        33.3958     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN  0.243438E-005   5.95786        5.45663                 NaN   8.29632                 NaN  0.622425        46.2689        33.3979     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN  0.249028E-005   6.02703        5.39031                 NaN   8.30187                 NaN  0.621533        46.2592        33.4000     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN  0.249743E-005   6.05944        5.36090                 NaN   8.30759                 NaN  0.620599        46.2492        33.4022     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN  0.249349E-005   6.13209        5.29097                 NaN   8.31327                 NaN  0.619699        46.2397        33.4043     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN  0.248050E-005   6.17547        5.25049                 NaN   8.31872                 NaN  0.618787        46.2300        33.4065     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN   6.22255        5.20638       0.401448E-004            NaN   8.32439                 NaN  0.617858        46.2201        33.4087     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN   6.28010        5.15145       0.278005E-003            NaN   8.33005                 NaN  0.616918        46.2104        33.4108     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN   6.32656        5.10799       0.448689E-003            NaN   8.33587                 NaN  0.615963        46.2001        33.4131     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN   6.35727        5.08043       0.675257E-003            NaN   8.34159                 NaN  0.614964        46.1897        33.4154     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN   6.41436        5.02601       0.108133E-002            NaN   8.34723                 NaN  0.614012        46.1798        33.4176     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN   6.46267        4.97955       0.252480E-002            NaN   8.35291                 NaN  0.612999        46.1695        33.4198     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN   1.56315        9.97851                 NaN            NaN   8.44093                 NaN  0.591358        45.9824        33.4436     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN   6.54812        4.89901       0.408232E-002            NaN   8.36468                 NaN  0.610983        46.1488        33.4243     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN   6.59111        4.85781       0.613155E-002            NaN   8.37010                 NaN  0.609921        46.1382        33.4267     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN   1.79267        9.75892                 NaN            NaN   8.45826                 NaN  0.588109        45.9518        33.4502     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN   6.67268        4.78923       0.199447E-003            NaN   8.38190                 NaN  0.607831        46.1168        33.4314     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN   6.71142        4.75411       0.207471E-003            NaN   8.38734                 NaN  0.606758        46.1065        33.4337     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN   6.75296        4.71629       0.214134E-003            NaN   8.39305                 NaN  0.605668        46.0957        33.4361     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN  0.122630E-005   6.79098        4.68224                 NaN   8.39889                 NaN  0.604561        46.0849        33.4384     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN  0.342279E-005   6.82484        4.65205                 NaN   8.40451                 NaN  0.603497        46.0743        33.4408     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN  0.212658E-005   6.86165        4.61906                 NaN   8.41023                 NaN  0.602386        46.0635        33.4432     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN  0.210548E-005   6.89944        4.58519                 NaN   8.41600                 NaN  0.601261        46.0525        33.4456     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN  0.208469E-005   6.92694        4.56177                 NaN   8.42170                 NaN  0.600123        46.0414        33.4481     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN   6.96885        4.52378                 NaN            NaN   8.42747                 NaN  0.598978        46.0305        33.4505     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN   6.97803        4.51883                 NaN            NaN   8.43302                 NaN  0.597832        46.0193        33.4530     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN   11.6122                 NaN            NaN            NaN   8.47763                 NaN  0.582475        45.8393        33.4883     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06334        4.44179                 NaN            NaN   8.44471                 NaN  0.595448        45.9969        33.4579     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN   7.09413        4.41508                 NaN            NaN   8.45038                 NaN  0.594291        45.9858        33.4603     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN   2.81068        8.78035                 NaN            NaN   8.52172                 NaN  0.576159        45.8300        33.4811     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN  0.122567E-005   7.14653        4.37106                 NaN   8.46199                 NaN  0.591864        45.9632        33.4654     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN   3.01795        8.58227                 NaN            NaN   8.53084                 NaN  0.574112        45.8084        33.4865     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN  0.122556E-005   7.18798        4.33835                 NaN   8.47320                 NaN  0.589481        45.9406        33.4704     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN   3.15501        8.45460                 NaN            NaN   8.54203                 NaN  0.571514        45.7853        33.4916     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN   3.25356        8.36053                 NaN            NaN   8.54744                 NaN  0.570221        45.7742        33.4940     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN  0.433915E-002   7.27977        4.25594                 NaN   8.49054                 NaN  0.585689        45.9056        33.4781     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN  0.329503E-002   7.27895        4.26238                 NaN   8.49578                 NaN  0.584545        45.8943        33.4808     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN   3.32295        8.30728                 NaN            NaN   8.56622                 NaN  0.565498        45.7358        33.5023     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN   3.46387        8.17028                 NaN            NaN   8.56987                 NaN  0.564818        45.7265        33.5047     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN   7.34639        4.21242                 NaN            NaN   8.51285                 NaN  0.580649        45.8591        33.4886     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN   3.52847        8.11732                 NaN            NaN   8.58240                 NaN  0.561607        45.6998        33.5104     
