|6.6.6
Archiving\03_Data\frac/QFM_m4.25/LAR/LAR_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1501.25        2500.00        98.8906                 NaN            NaN  0.104066E-001            NaN            NaN   1.09899                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.8885                 NaN            NaN  0.102153E-001            NaN            NaN   1.10131                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.8866                 NaN            NaN  0.100258E-001            NaN            NaN   1.10334                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.8823                 NaN            NaN  0.984814E-002            NaN            NaN   1.10784                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.8793                 NaN            NaN  0.963266E-002            NaN            NaN   1.11105                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.8703                 NaN            NaN  0.942771E-002            NaN            NaN   1.12029                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.8610                 NaN            NaN  0.923194E-002            NaN            NaN   1.12980                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.8479                 NaN            NaN  0.899567E-002            NaN            NaN   1.14315                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.8215                 NaN            NaN  0.876050E-002            NaN            NaN   1.16976                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.7998                 NaN            NaN  0.835115E-002            NaN            NaN   1.19186                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.7541                 NaN            NaN  0.797150E-002            NaN            NaN   1.23793                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.5632                 NaN            NaN  0.549200E-002            NaN            NaN  0.594000       0.837324                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.4020                 NaN            NaN  0.285820E-002            NaN            NaN   1.25442       0.340712                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.4204                 NaN            NaN  0.267842E-002            NaN            NaN   1.23656       0.340355                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.4410                 NaN            NaN  0.244785E-002            NaN            NaN   1.21552       0.341006                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.4593                 NaN            NaN  0.227578E-002            NaN            NaN  0.340778        1.19766                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.4762                 NaN            NaN  0.207907E-002            NaN            NaN  0.340687        1.18100                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.4957                 NaN            NaN  0.190649E-002            NaN            NaN   1.16229       0.340071                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.5107                 NaN            NaN  0.174727E-002            NaN            NaN   1.14704       0.340478                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.5279                 NaN            NaN  0.154600E-002            NaN            NaN   1.13281       0.337702                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.5417                 NaN            NaN  0.140934E-002            NaN            NaN   1.11628       0.340645                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.5595                 NaN            NaN  0.122390E-002            NaN            NaN  0.337177        1.10210                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.5726                 NaN            NaN  0.106439E-002            NaN            NaN  0.336179        1.09020                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.5864                 NaN            NaN  0.914704E-003            NaN            NaN  0.335664        1.07699                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.5974                 NaN            NaN  0.805723E-003            NaN            NaN  0.334647        1.06711                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.6158                 NaN            NaN  0.634719E-003            NaN            NaN  0.333130        1.05043                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.6252                 NaN            NaN  0.505701E-003            NaN            NaN   1.04325       0.331023                 NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.6364                 NaN            NaN  0.362198E-003            NaN            NaN  0.329436        1.03381                 NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.6477                 NaN            NaN  0.246618E-003            NaN            NaN  0.328065        1.02397                 NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.6585                 NaN            NaN  0.128891E-003            NaN            NaN  0.326480        1.01489                 NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.6685                 NaN            NaN  0.164190E-004            NaN            NaN   1.00698       0.324478                 NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.6783                 NaN            NaN  0.493258E-003            NaN            NaN  0.997063       0.324116                 NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.6876                 NaN            NaN            NaN            NaN            NaN  0.992098       0.320274                 NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.6970                 NaN            NaN            NaN            NaN            NaN  0.984156       0.318845                 NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.7056                 NaN            NaN  0.560724E-003            NaN            NaN  0.319164       0.974700                 NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        98.7137                 NaN            NaN            NaN            NaN            NaN  0.313785       0.972537                 NaN            NaN            NaN            NaN            NaN
  1411.03        2500.00        98.7206                 NaN            NaN            NaN            NaN            NaN  0.967746       0.311695                 NaN            NaN            NaN            NaN            NaN
  1408.52        2500.00        97.6930                 NaN            NaN            NaN            NaN            NaN  0.903583       0.900327                 NaN  0.503059                 NaN            NaN            NaN
  1406.02        2500.00        97.0256                 NaN            NaN            NaN  0.329002                 NaN  0.655893        1.11624                 NaN  0.873246                 NaN            NaN            NaN
  1403.51        2500.00        97.0283                 NaN            NaN            NaN  0.618898                 NaN   1.35507       0.817205E-001            NaN  0.916001                 NaN            NaN            NaN
  1401.00        2500.00        97.1017                 NaN            NaN            NaN  0.567221                 NaN   1.31113       0.134403                 NaN  0.885525                 NaN            NaN            NaN
  1398.50        2500.00        97.1595                 NaN            NaN            NaN  0.588333                 NaN   1.33766       0.440338E-001            NaN  0.870517                 NaN            NaN            NaN
  1395.99        2500.00        97.2207                 NaN            NaN            NaN  0.585584                 NaN  0.147217E-001   1.32774                 NaN  0.851286                 NaN            NaN            NaN
  1393.48        2500.00        97.2760                 NaN            NaN            NaN  0.575209                 NaN   1.31605                 NaN            NaN  0.832721                 NaN            NaN            NaN
  1390.98        2500.00        97.3297                 NaN            NaN            NaN  0.565622                 NaN   1.28997                 NaN            NaN  0.814701                 NaN            NaN            NaN
  1388.47        2500.00        97.3827                 NaN            NaN            NaN  0.552925                 NaN   1.26760                 NaN            NaN  0.796727                 NaN            NaN            NaN
  1385.96        2500.00        97.4185                 NaN            NaN            NaN  0.548598                 NaN   1.24756                 NaN            NaN  0.785356                 NaN            NaN            NaN
  1383.46        2500.00        97.4840                 NaN            NaN            NaN  0.524989                 NaN   1.23049                 NaN            NaN  0.760565                 NaN            NaN            NaN
  1380.95        2500.00        97.5281                 NaN            NaN            NaN  0.530036                 NaN   1.19431                 NaN            NaN  0.747560                 NaN            NaN            NaN
  1378.45        2500.00        97.5754                 NaN            NaN            NaN  0.518995                 NaN   1.17447                 NaN            NaN  0.731141                 NaN            NaN            NaN
  1375.94        2500.00        97.6075                 NaN            NaN            NaN  0.493825                 NaN   1.18162                 NaN            NaN  0.717025                 NaN            NaN            NaN
  1373.43        2500.00        97.6603                 NaN            NaN            NaN  0.501891                 NaN   1.13593                 NaN            NaN  0.701900                 NaN            NaN            NaN
  1370.93        2500.00        97.6772                 NaN            NaN            NaN  0.518802                 NaN   1.10178                 NaN            NaN  0.702172                 NaN            NaN            NaN
  1368.42        2500.00        97.7819                 NaN            NaN            NaN  0.468306                 NaN   1.09305                 NaN            NaN  0.656757                 NaN            NaN            NaN
  1365.91        2500.00        97.7818                 NaN            NaN            NaN  0.467741                 NaN   1.09139                 NaN            NaN  0.659053                 NaN            NaN            NaN
  1363.41        2500.00        97.8249                 NaN            NaN            NaN  0.469326                 NaN   1.05758                 NaN            NaN  0.648216                 NaN            NaN            NaN
  1360.90        2500.00        97.8596                 NaN            NaN            NaN  0.451928                 NaN   1.05717                 NaN            NaN  0.631335                 NaN            NaN            NaN
  1358.40        2500.00        97.8899                 NaN            NaN            NaN  0.442037                 NaN   1.04713                 NaN            NaN  0.620957                 NaN            NaN            NaN
  1355.89        2500.00        97.9254                 NaN            NaN            NaN  0.430137                 NaN   1.03525                 NaN            NaN  0.609190                 NaN            NaN            NaN
  1353.38        2500.00        97.9623                 NaN            NaN            NaN  0.422301                 NaN   1.02041                 NaN            NaN  0.594997                 NaN            NaN            NaN
  1350.88        2500.00        97.9894                 NaN            NaN            NaN  0.412432                 NaN   1.01279                 NaN            NaN  0.585407                 NaN            NaN            NaN
  1348.37        2500.00        98.0211                 NaN            NaN            NaN  0.407144                 NaN  0.997318                 NaN            NaN  0.574454                 NaN            NaN            NaN
  1345.86        2500.00        98.0440                 NaN            NaN            NaN  0.402152                 NaN  0.987542                 NaN            NaN  0.566257                 NaN            NaN            NaN
  1343.36        2500.00        98.0756                 NaN            NaN            NaN  0.359074                 NaN   1.01360                 NaN            NaN  0.551758                 NaN            NaN            NaN
  1340.85        2500.00        98.1026                 NaN            NaN            NaN  0.372976                 NaN  0.979278                 NaN            NaN  0.545102                 NaN            NaN            NaN
  1338.35        2500.00        98.1429                 NaN            NaN            NaN  0.359181                 NaN  0.968831                 NaN            NaN  0.529079                 NaN            NaN            NaN
  1335.84        2500.00        98.1649                 NaN            NaN            NaN  0.360225                 NaN  0.952384                 NaN            NaN  0.522449                 NaN            NaN            NaN
  1333.33        2500.00        98.1871                 NaN            NaN            NaN  0.347691                 NaN  0.951010                 NaN            NaN  0.514190                 NaN            NaN            NaN
  1330.83        2500.00        98.2126                 NaN            NaN            NaN  0.339215                 NaN  0.943351                 NaN            NaN  0.504795                 NaN            NaN            NaN
  1328.32        2500.00        98.2377                 NaN            NaN            NaN  0.320947                 NaN  0.945691                 NaN            NaN  0.495698                 NaN            NaN            NaN
  1325.81        2500.00        98.2585                 NaN            NaN            NaN  0.314170                 NaN  0.939986                 NaN            NaN  0.487391                 NaN            NaN            NaN
  1323.31        2500.00        98.2807                 NaN            NaN            NaN  0.303417                 NaN  0.936479                 NaN            NaN  0.479355                 NaN            NaN            NaN
  1320.80        2500.00        98.3003                 NaN            NaN            NaN  0.286736                 NaN  0.941547                 NaN            NaN  0.471431                 NaN            NaN            NaN
  1318.30        2500.00        98.3222                 NaN            NaN            NaN  0.279507                 NaN  0.934552                 NaN            NaN  0.463728                 NaN            NaN            NaN
  1315.79        2500.00        98.3408                 NaN            NaN            NaN  0.266161                 NaN  0.936503                 NaN            NaN  0.456516                 NaN            NaN            NaN
  1313.28        2500.00        98.3595                 NaN            NaN            NaN  0.252257                 NaN  0.938622                 NaN            NaN  0.449599                 NaN            NaN            NaN
  1310.78        2500.00        98.3810                 NaN            NaN            NaN  0.241474                 NaN  0.935394                 NaN            NaN  0.442162                 NaN            NaN            NaN
  1308.27        2500.00        98.3977                 NaN            NaN            NaN  0.227305                 NaN  0.939694                 NaN            NaN  0.435254                 NaN            NaN            NaN
  1305.76        2500.00        98.4122                 NaN            NaN            NaN  0.170738                 NaN  0.983045                 NaN            NaN  0.433981                 NaN            NaN            NaN
  1303.26        2500.00        98.4185                 NaN            NaN            NaN  0.197201                 NaN  0.964110                 NaN            NaN  0.420235                 NaN            NaN            NaN
  1300.75        2500.00        98.4437                 NaN            NaN            NaN  0.189049                 NaN  0.949155                 NaN            NaN  0.418068                 NaN            NaN            NaN
  1298.25        2500.00        84.5038                 NaN            NaN            NaN  0.850975                 NaN   4.19803                 NaN            NaN   2.18181        7.79184       0.473512                 NaN
  1295.74        2500.00        71.0288                 NaN            NaN            NaN   1.52025                 NaN   7.40262                 NaN            NaN   3.85707        15.2940       0.897215                 NaN
  1293.23        2500.00        74.6322                 NaN            NaN            NaN   1.34907                 NaN   6.59104                 NaN            NaN   3.38147        13.2819       0.764341                 NaN
  1290.73        2500.00        77.7473                 NaN            NaN            NaN   1.15047                 NaN   5.92294                 NaN            NaN   2.97064        11.5571       0.651598                 NaN
  1288.22        2500.00        80.2913                 NaN            NaN            NaN  0.962592                 NaN   5.39003                 NaN            NaN   2.63497        10.1599       0.561179                 NaN
  1285.71        2500.00        82.3769                 NaN            NaN            NaN  0.790221                 NaN   4.96204                 NaN            NaN   2.35917        9.02339       0.488244                 NaN
  1283.21        2500.00        84.0419                 NaN            NaN            NaN  0.630972                 NaN   4.64018                 NaN            NaN   2.13811        8.11913       0.429657                 NaN
  1280.70        2500.00        85.3963                 NaN            NaN            NaN  0.482670                 NaN   4.39592                 NaN            NaN   1.95712        7.38636       0.381599                 NaN
  1278.20        2500.00        86.1940                 NaN            NaN            NaN  0.375770                 NaN   4.24335                 NaN            NaN   1.85757        6.97564       0.353673                 NaN
  1275.69        2500.00        83.6493                 NaN            NaN            NaN  0.866707                 NaN   3.84649                 NaN            NaN   2.26932        8.88445       0.483693                 NaN
  1273.18        2500.00        80.7663                 NaN            NaN            NaN   1.03354                 NaN   3.96915                 NaN            NaN   2.72634        10.9247       0.580005                 NaN
  1270.68        2500.00        94.3473                 NaN            NaN            NaN   1.17201                 NaN            NaN            NaN            NaN  0.881730        3.40110       0.197854                 NaN
  1268.17        2500.00        97.5138                 NaN            NaN            NaN  0.978033E-005            NaN  0.887849E-001  0.518287                 NaN  0.335874        1.47155       0.716756E-001            NaN
  1265.66        2500.00        97.9119                 NaN            NaN            NaN            NaN            NaN  0.783248                 NaN            NaN  0.286415       0.972938       0.455479E-001            NaN
  1263.16        2500.00        97.9889                 NaN            NaN            NaN            NaN            NaN  0.476146                 NaN            NaN  0.249386        1.22775       0.578213E-001            NaN
  1260.65        2500.00        97.4492                 NaN            NaN            NaN            NaN            NaN   1.31151                 NaN            NaN  0.359840       0.871650       0.778933E-002            NaN
  1258.15        2500.00        95.6792                 NaN            NaN            NaN            NaN            NaN   1.95916                 NaN            NaN  0.549944        1.73591       0.758261E-001            NaN
  1255.64        2500.00        75.2988                 NaN            NaN            NaN            NaN            NaN   11.4697       0.470221E-001            NaN   2.83643        9.99389       0.354150                 NaN
  1253.13        2500.00        39.6480        51.0989                 NaN            NaN            NaN            NaN  0.126362                 NaN            NaN  0.993306        7.57967       0.553727                 NaN
  1250.63        2500.00        94.8812                 NaN            NaN            NaN            NaN            NaN   4.39352                 NaN            NaN  0.725289                 NaN            NaN            NaN
  1248.12        2500.00        96.1297                 NaN            NaN            NaN            NaN            NaN   1.44329                 NaN            NaN  0.481735        1.94530                 NaN            NaN
  1245.61        2500.00        95.0857                 NaN            NaN            NaN            NaN            NaN   1.23660       0.459352                 NaN  0.614817        2.56150       0.420407E-001            NaN
  1243.11        2500.00        95.3628                 NaN            NaN            NaN            NaN            NaN   1.44890                 NaN            NaN  0.558193        2.50488       0.125231                 NaN
  1240.60        2500.00        95.5586                 NaN            NaN            NaN            NaN            NaN   1.25923                 NaN            NaN  0.573430        2.49533       0.113424                 NaN
  1238.10        2500.00        95.5355                 NaN            NaN            NaN            NaN            NaN   1.59155                 NaN            NaN  0.546584        2.23943       0.869549E-001            NaN
  1235.59        2500.00        96.2662                 NaN            NaN            NaN            NaN            NaN  0.448342       0.889231E-001            NaN  0.456703        2.58233       0.157548                 NaN
  1233.08        2500.00        94.3103                 NaN            NaN            NaN            NaN            NaN   2.60738                 NaN            NaN  0.771133        2.30763       0.350956E-002            NaN
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.95336        10.0791       0.427072E-002   8.16998        44.0578        1.15545        31.5800     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.36409        9.67328       0.309350E-005   8.17657        44.0515        1.15476        31.5798     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.44720        9.59245       0.303895E-005   8.18143        44.0451        1.15367        31.5802     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.52963        9.51236       0.300608E-005   8.18630        44.0386        1.15256        31.5805     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.61133        9.43306       0.303582E-005   8.19120        44.0321        1.15143        31.5809     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.69219        9.35464       0.303480E-005   8.19613        44.0255        1.15029        31.5813     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.77229        9.27704                 NaN   8.20107        44.0188        1.14913        31.5817     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.85167        9.20021       0.302325E-005   8.20603        44.0120        1.14794        31.5821     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.93007        9.12442       0.302969E-005   8.21101        44.0052        1.14675        31.5825     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.00776        9.04941                 NaN   8.21602        43.9983        1.14552        31.5829     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.08452        8.97538                 NaN   8.22104        43.9914        1.14428        31.5834     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.16047        8.90222       0.301994E-005   8.22609        43.9844        1.14302        31.5838     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.23557        8.82995       0.301573E-005   8.23113        43.9773        1.14175        31.5843     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.30980        8.75863       0.271400E-005   8.23621        43.9701        1.14044        31.5848     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.38308        8.68831       0.300630E-005   8.24131        43.9629        1.13913        31.5853     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.45554        8.61887       0.300502E-005   8.24641        43.9556        1.13779        31.5857     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.52718        8.55031       0.299822E-005   8.25155        43.9483        1.13643        31.5863     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.59799        8.48264       0.299885E-005   8.25669        43.9409        1.13505        31.5868     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.66762        8.41624       0.298595E-005   8.26185        43.9333        1.13365        31.5873     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.53384        8.54111       0.177045E-005   8.26255        43.9403        1.13650        31.5857     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.80419        8.28622       0.295357E-005   8.27223        43.9181        1.13079        31.5884     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.03017        9.90639                 NaN   8.18355        44.1447        1.17300        31.5622     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.00351        9.93600       0.622422E-003   8.18980        44.1359        1.17136        31.5628     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.97752        9.96561       0.677067E-003   8.19607        44.1271        1.16967        31.5633     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.95188        9.99488       0.703520E-003   8.20232        44.1183        1.16799        31.5639     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.92737        10.0237       0.110240E-003   8.20849        44.1095        1.16629        31.5645     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.03915        14.1724       0.121338E-002   8.38756        43.7043        1.08735        31.6081     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.06088        8.04291       0.177377E-005   8.30393        43.8774        1.12432        31.5906     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.6975        1.52835                 NaN   8.40173        43.6804        1.08204        31.6100     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.83264        10.1338       0.976766E-004   8.23317        44.0740        1.15932        31.5670     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.42715        7.69987       0.651906E-004   8.32467        43.8383        1.11530        31.5947     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.4472       0.794772                 NaN   8.41963        43.6503        1.07553        31.6126     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.76479        10.2083       0.565569E-002   8.25156        44.0468        1.15392        31.5689     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.368388E-001   15.2155       0.159959E-004   8.44589        43.6138        1.07231        31.6157     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.09174        14.1629                 NaN   8.43284        43.6274        1.07062        31.6145     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.70860        10.2825       0.734454E-004   8.26985        44.0195        1.14842        31.5710     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.138960        15.1075                 NaN   8.43825        43.6319        1.07243        31.6110     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.81942        13.4451       0.112020E-003   8.44629        43.6067        1.06573        31.6167     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.66797        13.6028       0.491161E-003   8.45289        43.5949        1.06313        31.6178     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.21477        14.2443       0.103408E-003   8.52187        43.3432        1.01207        31.6638     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.94423        7.22550                 NaN   8.37776        43.7524        1.09793        31.6022     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.98871        7.18560                 NaN   8.38322        43.7433        1.09610        31.6030     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.433474E-002   15.4120                 NaN   8.32668        43.5876        1.02694        31.6425     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.667468        14.6158                 NaN   8.47397        43.5649        1.05846        31.6194     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.56730        10.4621       0.103223E-002   8.32270        43.9379        1.13134        31.5776     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.55595        10.4782       0.485531E-003   8.32855        43.9290        1.12948        31.5783     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.23798        6.95754       0.309591E-002   8.41060        43.6970        1.08640        31.6074     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.50676        10.5384       0.351013E-003   8.34146        43.9079        1.12496        31.5801     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.31318        6.89494       0.441079E-003   8.42129        43.6786        1.08236        31.6091     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.34853        6.86443       0.461531E-003   8.42665        43.6694        1.08049        31.6100     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.34136        6.86913       0.795556E-002   8.43139        43.6605        1.07863        31.6110     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.93157        7.28960       0.742676E-002   8.43349        43.6583        1.07382        31.6058     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.49217        10.5745       0.114478E-003   8.36830        43.8653        1.11567        31.5839     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.44196        6.79128       0.800700E-003   8.44745        43.6321        1.07255        31.6139     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.48149        10.5951       0.708755E-004   8.37928        43.8467        1.11161        31.5857     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.47553        10.6062       0.601109E-004   8.38490        43.8372        1.10948        31.5866     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.36443        6.87339       0.242888E-005   8.45991        43.6161        1.07121        31.6150     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.39085        6.85229       0.161049E-005   8.46495        43.6073        1.06893        31.6157     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.43166        6.81827       0.119799E-003   8.46869        43.5982        1.06610        31.6170     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.45021        6.80472       0.157190E-005   8.47557        43.5872        1.06440        31.6179     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.47024        6.79044       0.156222E-005   8.48065        43.5772        1.06240        31.6191     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.49251        6.77376       0.153612E-005   8.48539        43.5680        1.06024        31.6201     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.52127        6.75074       0.156703E-005   8.49073        43.5581        1.05802        31.6211     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.26230        7.03275       0.364017E-005   8.49529        43.5452        1.04778        31.6166     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.56103        6.72272       0.151549E-005   8.50093        43.5382        1.05371        31.6234     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.58592        6.70367       0.332723E-005   8.50619        43.5282        1.05149        31.6245     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.94937        6.37383                 NaN   8.48404        43.5121        1.04570        31.6349     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.68507        6.61850       0.215310E-005   8.52036        43.5043        1.04478        31.6269     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.65441        6.64984       0.222170E-005   8.52165        43.5015        1.04513        31.6275     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.27210        6.04420       0.465886E-005   8.57012        43.4459        1.03924        31.6284     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.73929        6.57525       0.127128E-005   8.53213        43.4840        1.04045        31.6289     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.67243        6.64819                 NaN   8.53240        43.4772        1.03939        31.6304     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.74140        6.58279       0.217232E-005   8.54179        43.4657        1.03713        31.6312     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.73159        6.60590       0.235370E-005   8.55101        43.4480        1.03145        31.6320     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.23211       0.854764E-002   10.9330        8.53426        43.6211        1.06835        31.6027     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.41725        12.0675                 NaN   8.64344        43.2337       0.982424        31.6557     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.78847        6.56297       0.303267E-005   8.56350        43.4219        1.02692        31.6363     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.71992        6.63733       0.316365E-005   8.55993        43.4202        1.02646        31.6362     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.72230        6.64141       0.277090E-005   8.56131        43.4129        1.02481        31.6373     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.79348        6.57946       0.254432E-005   8.57765        43.3878        1.02059        31.6411     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.80639        6.57260       0.317410E-005   8.58348        43.3772        1.01817        31.6422     
