|6.6.6
Archiving\03_Data\Dfrac/QFM_m0.5/YM20/YM20_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Sp(TH)         Cpx(TH)        Cpx(TH)        pnt            Opx(TH)        an             San(TH)        ilm            q             
  1468.67        2500.00        98.1824       0.106249                 NaN            NaN   1.39354                 NaN            NaN  0.317854                 NaN            NaN            NaN            NaN
  1466.17        2500.00        98.1640       0.189376E-001            NaN            NaN   1.13076       0.686286                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.3067       0.190920                 NaN            NaN   1.38313                 NaN            NaN  0.119225                 NaN            NaN            NaN            NaN
  1461.15        2500.00        98.2756       0.111617                 NaN            NaN   1.32487                 NaN            NaN  0.287909                 NaN            NaN            NaN            NaN
  1458.65        2500.00        98.1252       0.795466E-005            NaN            NaN   1.06083       0.813994                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.2534                 NaN            NaN            NaN   1.17357       0.573011                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.2761       0.656233E-001            NaN            NaN   1.18432       0.474002                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.2903       0.682601E-001            NaN            NaN   1.17603       0.465456                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.3015       0.647843E-001            NaN            NaN   1.16757       0.466100                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.3151       0.607467E-001            NaN            NaN   1.15802       0.466166                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.3259       0.572296E-001            NaN            NaN   1.15062       0.466258                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.3360       0.536588E-001            NaN            NaN  0.466722        1.14361                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        96.2559       0.493640                 NaN            NaN   1.38531       0.880672                 NaN            NaN  0.984499                 NaN            NaN            NaN
  1436.09        2500.00        95.6834       0.639659                 NaN            NaN   1.43438       0.966371                 NaN            NaN   1.27615                 NaN            NaN            NaN
  1433.58        2500.00        95.8077       0.639759                 NaN            NaN   1.40192       0.911155                 NaN            NaN   1.23951                 NaN            NaN            NaN
  1431.08        2500.00        95.9190       0.641357                 NaN            NaN   1.37532       0.857796                 NaN            NaN   1.20657                 NaN            NaN            NaN
  1428.57        2500.00        96.0271       0.642724                 NaN            NaN   1.34741       0.807831                 NaN            NaN   1.17494                 NaN            NaN            NaN
  1426.07        2500.00        96.1300       0.644372                 NaN            NaN   1.32211       0.758667                 NaN            NaN   1.14483                 NaN            NaN            NaN
  1423.56        2500.00        96.2290       0.646095                 NaN            NaN   1.29691       0.712288                 NaN            NaN   1.11572                 NaN            NaN            NaN
  1421.05        2500.00        96.3198       0.648696                 NaN            NaN  0.667119        1.27557                 NaN            NaN   1.08885                 NaN            NaN            NaN
  1418.55        2500.00        96.4085       0.651016                 NaN            NaN   1.25337       0.624402                 NaN            NaN   1.06267                 NaN            NaN            NaN
  1416.04        2500.00        96.4904       0.654049                 NaN            NaN  0.582822        1.23413                 NaN            NaN   1.03862                 NaN            NaN            NaN
  1413.53        2500.00        96.5706       0.656667                 NaN            NaN   1.21506       0.542775                 NaN            NaN   1.01489                 NaN            NaN            NaN
  1411.03        2500.00        96.6484       0.659382                 NaN            NaN  0.504667        1.19580                 NaN            NaN  0.991755                 NaN            NaN            NaN
  1408.52        2500.00        96.7211       0.662590                 NaN            NaN   1.17875       0.467250                 NaN            NaN  0.970305                 NaN            NaN            NaN
  1406.02        2500.00        96.7915       0.665686                 NaN            NaN   1.16166       0.431723                 NaN            NaN  0.949464                 NaN            NaN            NaN
  1403.51        2500.00        96.8578       0.668689                 NaN            NaN   1.14763       0.396230                 NaN            NaN  0.929670                 NaN            NaN            NaN
  1401.00        2500.00        96.9223       0.671786                 NaN            NaN  0.363939        1.13155                 NaN            NaN  0.910470                 NaN            NaN            NaN
  1398.50        2500.00        96.9829       0.675133                 NaN            NaN   1.11812       0.331545                 NaN            NaN  0.892331                 NaN            NaN            NaN
  1395.99        2500.00        97.0389       0.678507                 NaN            NaN   1.10668       0.300877                 NaN            NaN  0.875060                 NaN            NaN            NaN
  1393.48        2500.00        97.0972       0.681008                 NaN            NaN  0.270701        1.09349                 NaN            NaN  0.857649                 NaN            NaN            NaN
  1390.98        2500.00        97.1527       0.683258                 NaN            NaN   1.08026       0.242864                 NaN            NaN  0.840945                 NaN            NaN            NaN
  1388.47        2500.00        97.2038       0.686246                 NaN            NaN   1.06979       0.214738                 NaN            NaN  0.825421                 NaN            NaN            NaN
  1385.96        2500.00        97.2544       0.688588                 NaN            NaN   1.05886       0.188067                 NaN            NaN  0.810085                 NaN            NaN            NaN
  1383.46        2500.00        97.2799       0.711610                 NaN            NaN   1.03729       0.158534                 NaN            NaN  0.812622                 NaN            NaN            NaN
  1380.95        2500.00        97.3870       0.669736                 NaN            NaN   1.04054       0.141444                 NaN            NaN  0.761286                 NaN            NaN            NaN
  1378.45        2500.00        97.3924       0.693600                 NaN            NaN  0.116534        1.03023                 NaN            NaN  0.767192                 NaN            NaN            NaN
  1375.94        2500.00        97.4369       0.694113                 NaN            NaN   1.02009       0.956120E-001            NaN            NaN  0.753255                 NaN            NaN            NaN
  1373.43        2500.00        97.4780       0.695538                 NaN            NaN   1.01225       0.735977E-001            NaN            NaN  0.740604                 NaN            NaN            NaN
  1370.93        2500.00        97.5132       0.696686                 NaN            NaN  0.561463E-001   1.00475                 NaN            NaN  0.729172                 NaN            NaN            NaN
  1368.42        2500.00        97.5628       0.692110                 NaN            NaN  0.396237E-001  0.992199                 NaN            NaN  0.713281                 NaN            NaN            NaN
  1365.91        2500.00        97.6012       0.690737                 NaN            NaN  0.234483E-001  0.983685                 NaN            NaN  0.700881                 NaN            NaN            NaN
  1363.41        2500.00        97.6340       0.691211                 NaN            NaN  0.975946       0.847488E-002            NaN            NaN  0.690360                 NaN            NaN            NaN
  1360.90        2500.00        97.6637       0.681624                 NaN            NaN  0.962752       0.132567E-001            NaN            NaN  0.678663                 NaN            NaN            NaN
  1358.40        2500.00        97.7026       0.680440                 NaN            NaN  0.950065                 NaN            NaN            NaN  0.666854                 NaN            NaN            NaN
  1355.89        2500.00        97.7343       0.673284                 NaN            NaN  0.936911                 NaN            NaN            NaN  0.655469                 NaN            NaN            NaN
  1353.38        2500.00        97.7540       0.671261                 NaN            NaN  0.926547                 NaN            NaN            NaN  0.648210                 NaN            NaN            NaN
  1350.88        2500.00        97.8043       0.651412                 NaN            NaN  0.914790                 NaN            NaN            NaN  0.629505                 NaN            NaN            NaN
  1348.37        2500.00        97.8269       0.648150                 NaN            NaN  0.902652                 NaN            NaN            NaN  0.622295                 NaN            NaN            NaN
  1345.86        2500.00        97.8561       0.641099                 NaN            NaN  0.891068                 NaN            NaN            NaN  0.611767                 NaN            NaN            NaN
  1343.36        2500.00        97.8855       0.633103                 NaN            NaN  0.880161                 NaN            NaN            NaN  0.601216                 NaN            NaN            NaN
  1340.85        2500.00        97.8872       0.630787                 NaN            NaN  0.883571                 NaN            NaN            NaN  0.598465                 NaN            NaN            NaN
  1338.35        2500.00        97.9577       0.610199                 NaN            NaN  0.856794                 NaN            NaN            NaN  0.575328                 NaN            NaN            NaN
  1335.84        2500.00        97.5785       0.364580       0.298900                 NaN   1.15066                 NaN            NaN            NaN  0.607370                 NaN            NaN            NaN
  1333.33        2500.00        97.4621       0.141133       0.398775                 NaN   1.10486       0.294332                 NaN            NaN  0.598760                 NaN            NaN            NaN
  1330.83        2500.00        97.4908       0.331811E-001  0.407989                 NaN   1.03060       0.455359                 NaN            NaN  0.582054                 NaN            NaN            NaN
  1328.32        2500.00        97.5829       0.130266       0.373610                 NaN   1.02319       0.319071                 NaN            NaN  0.570997                 NaN            NaN            NaN
  1325.81        2500.00        97.6230       0.663586E-001  0.378098                 NaN  0.402941       0.973624                 NaN            NaN  0.555932                 NaN            NaN            NaN
  1323.31        2500.00        97.6801       0.576776E-001  0.369586                 NaN  0.943419       0.406177                 NaN            NaN  0.542992                 NaN            NaN            NaN
  1320.80        2500.00        97.7342       0.460393E-001  0.362283                 NaN  0.413307       0.913870                 NaN            NaN  0.530348                 NaN            NaN            NaN
  1318.30        2500.00        97.7868       0.353094E-001  0.354843                 NaN  0.884787       0.420194                 NaN            NaN  0.518109                 NaN            NaN            NaN
  1315.79        2500.00        97.8401       0.282939E-001  0.346427                 NaN  0.424251       0.854260                 NaN            NaN  0.506685                 NaN            NaN            NaN
  1313.28        2500.00        97.8877       0.126390E-001  0.340897                 NaN  0.828625       0.436047                 NaN            NaN  0.494048                 NaN            NaN            NaN
  1310.78        2500.00        97.9366       0.385284E-002  0.333548                 NaN  0.799975       0.442603                 NaN            NaN  0.483376                 NaN            NaN            NaN
  1308.27        2500.00        97.9854                 NaN  0.325416                 NaN  0.775520       0.440821                 NaN            NaN  0.472828                 NaN            NaN            NaN
  1305.76        2500.00        98.0332                 NaN  0.316459                 NaN  0.435183       0.752148                 NaN            NaN  0.462989                 NaN            NaN            NaN
  1303.26        2500.00        98.0887       0.483854E-001  0.298187                 NaN  0.749449       0.358193                 NaN            NaN  0.457093                 NaN            NaN            NaN
  1300.75        2500.00        98.1251                 NaN  0.298798                 NaN  0.707726       0.424366                 NaN            NaN  0.444049                 NaN            NaN            NaN
  1298.25        2500.00        98.1700                 NaN  0.290824                 NaN  0.686833       0.417414                 NaN            NaN  0.434941                 NaN            NaN            NaN
  1295.74        2500.00        98.2129                 NaN  0.282493                 NaN  0.667280       0.411734                 NaN            NaN  0.425548                 NaN            NaN            NaN
  1293.23        2500.00        98.2540       0.218192E-005  0.274140                 NaN  0.647116       0.407614                 NaN            NaN  0.417107                 NaN            NaN            NaN
  1290.73        2500.00        88.1430                 NaN  0.971154                 NaN   1.89950        1.92299                 NaN            NaN   1.64036        5.42303                 NaN            NaN
  1288.22        2500.00        76.8790                 NaN   1.62459                 NaN   3.05161        3.90668                 NaN            NaN   3.00103        11.5371                 NaN            NaN
  1285.71        2500.00        81.2643                 NaN   1.27104                 NaN   2.37996        3.34378                 NaN            NaN   2.46132        9.27959                 NaN            NaN
  1283.21        2500.00        84.1934                 NaN   1.04820                 NaN   2.17901        2.65644                 NaN            NaN   2.09145        7.83145                 NaN            NaN
  1280.70        2500.00        86.1471                 NaN  0.902817                 NaN   1.40456        2.94156                 NaN            NaN   1.86601        6.73798                 NaN            NaN
  1278.20        2500.00        88.4112                 NaN  0.739013                 NaN   1.33321        2.32247                 NaN            NaN   1.56387        5.63023                 NaN            NaN
  1275.69        2500.00        89.0312                 NaN  0.698628                 NaN   1.36653        2.06832                 NaN            NaN   1.49485        5.34046                 NaN            NaN
  1273.18        2500.00        90.5766                 NaN  0.563442                 NaN   2.03181       0.999360                 NaN            NaN   1.29041        4.53833                 NaN            NaN
  1270.68        2500.00        91.2094                 NaN  0.554767                 NaN   1.76857        1.02237                 NaN            NaN   1.20584        4.23903                 NaN            NaN
  1268.17        2500.00        91.6517                 NaN  0.461572                 NaN  0.795033        1.93973                 NaN            NaN   1.15405        3.99796                 NaN            NaN
  1265.66        2500.00        89.5804                 NaN  0.600352                 NaN  0.105960        2.89952                 NaN            NaN   1.50338        5.31039                 NaN            NaN
  1263.16        2500.00        95.5674                 NaN  0.136341                 NaN  0.408415        1.50841                 NaN            NaN  0.561097        1.81830                 NaN            NaN
  1260.65        2500.00        94.1705                 NaN  0.560124                 NaN  0.560988        1.11501                 NaN            NaN  0.783663        2.80971                 NaN            NaN
  1258.15        2500.00        94.0515                 NaN  0.357948                 NaN  0.680184        1.22673                 NaN            NaN  0.826450        2.85724                 NaN            NaN
  1255.64        2500.00        94.1121                 NaN  0.308553                 NaN  0.459956        1.50605                 NaN            NaN  0.821672        2.79168                 NaN            NaN
  1253.13        2500.00        94.5704                 NaN  0.262314                 NaN   1.51382       0.335362                 NaN            NaN  0.757428        2.56066                 NaN            NaN
  1250.63        2500.00        94.9458                 NaN  0.310366                 NaN  0.966460       0.626442                 NaN            NaN  0.699412        2.45156                 NaN            NaN
  1248.12        2500.00        95.9411                 NaN  0.334336                 NaN  0.315944       0.729754                 NaN            NaN  0.573652        2.10517                 NaN            NaN
  1245.61        2500.00        93.4497                 NaN  0.269508                 NaN   1.93379       0.338719                 NaN            NaN  0.911116        3.09718                 NaN            NaN
  1243.11        2500.00        96.7283                 NaN  0.122586                 NaN   1.05641       0.216864                 NaN            NaN  0.434874        1.44093                 NaN            NaN
  1240.60        2500.00        94.9859                 NaN  0.198600                 NaN   1.64294       0.183062E-002            NaN            NaN  0.705917        2.46485                 NaN            NaN
  1238.10        2500.00        96.3357                 NaN            NaN            NaN   1.45004                 NaN            NaN            NaN  0.501847        1.66046       0.519865E-001            NaN
  1235.59        2500.00        93.0971                 NaN  0.880667E-001            NaN  0.351433        1.59797                 NaN            NaN  0.810384        2.97773       0.882011E-001  0.989122     
  1233.08        2500.00        86.2646                 NaN  0.649393                 NaN   1.05815        1.27025                 NaN            NaN   1.39088        5.55200                 NaN   3.81476     
  1230.58        2500.00        80.9876                 NaN  0.857830                 NaN   1.69461        1.33797                 NaN            NaN   1.85696        7.59159                 NaN   5.67344     
  1228.07        2500.00        80.8141                 NaN  0.846535                 NaN   1.26106        1.71186                 NaN            NaN   1.84848        7.75759                 NaN   5.76036     
  1225.56        2500.00        57.2618                 NaN  0.650749                 NaN   6.40800        1.17876                 NaN            NaN   4.10958        17.1943       0.364132        12.8327     
  1223.06        2500.00        89.4982                 NaN  0.143233                 NaN  0.944585E-001   1.88785                 NaN            NaN  0.838876        5.20837                 NaN   2.32900     
  1220.55        2500.00                 NaN            NaN   3.70926                 NaN   4.91542        8.17727                 NaN            NaN   8.59041        43.3705                 NaN   31.2371     
  1218.05        2500.00                 NaN            NaN   4.83244                 NaN   9.73078        1.42036                 NaN            NaN   8.40996        43.6464                 NaN   31.9601     
  1215.54        2500.00                 NaN            NaN   4.90275                 NaN   9.62338        1.40308                 NaN            NaN   8.40990        43.6529                 NaN   32.0080     
  1213.03        2500.00                 NaN            NaN   2.55080        2.59435        8.33302        2.21315                 NaN            NaN   8.41922        43.7217                 NaN   32.1677     
  1210.53        2500.00                 NaN            NaN   1.06600        4.33178        8.64387        1.48086                 NaN            NaN   8.38602        43.7529                 NaN   32.3386     
  1208.02        2500.00                 NaN            NaN   4.40759                 NaN   7.43997        4.41392                 NaN            NaN   8.51530        43.4915                 NaN   31.7317     
  1205.51        2500.00                 NaN            NaN            NaN            NaN   15.2129        2.43097                 NaN            NaN   8.81019        43.0646        1.08921        29.3922     
  1203.01        2500.00                 NaN            NaN  0.455999        4.87389        8.55351        1.76383                 NaN            NaN   8.40468        43.5955                 NaN   32.3526     
  1200.50        2500.00                 NaN            NaN  0.478070E-001   5.30650        8.53499        1.74443                 NaN            NaN   8.40246        43.5933                 NaN   32.3705     
  1197.99        2500.00                 NaN            NaN   5.45318                 NaN   8.64225        1.39221                 NaN            NaN   8.40377        43.7248                 NaN   32.3838     
  1195.49        2500.00                 NaN            NaN            NaN            NaN   4.37517        13.2818                 NaN            NaN   8.80980        43.0058        1.09341        29.4340     
  1192.98        2500.00                 NaN            NaN            NaN            NaN   4.47558        13.1780                 NaN            NaN   8.81027        43.0066        1.09480        29.4347     
  1190.48        2500.00                 NaN            NaN            NaN            NaN   4.51854        13.1351                 NaN            NaN   8.81482        43.0023        1.09424        29.4349     
  1187.97        2500.00                 NaN  0.504231E-001   5.50628                 NaN   8.50065        1.35865                 NaN            NaN   8.42927        43.7168                 NaN   32.4379     
  1185.46        2500.00                 NaN  0.128309        5.47829                 NaN   8.48631        1.31662                 NaN            NaN   8.44400        43.7041                 NaN   32.4424     
  1182.96        2500.00                 NaN            NaN            NaN            NaN   4.44755        13.2224                 NaN            NaN   8.84201        42.9695        1.08398        29.4345     
  1180.45        2500.00                 NaN  0.372116        5.32812                 NaN   8.39131        1.33430                 NaN            NaN   8.45758        43.7199                 NaN   32.3967     
  1177.94        2500.00                 NaN  0.328149        5.38436                 NaN   8.35503        1.32576                 NaN            NaN   8.46325        43.7175                 NaN   32.4260     
  1175.44        2500.00                 NaN  0.604441        5.19948                 NaN   8.31190        1.31320                 NaN            NaN   8.48042        43.7240                 NaN   32.3666     
  1172.93        2500.00                 NaN  0.670488        5.14944                 NaN   8.09254        1.52803                 NaN            NaN   8.48679        43.7219                 NaN   32.3508     
  1170.43        2500.00                 NaN  0.712382        5.16474                 NaN   8.26114        1.27371                 NaN            NaN   8.50258        43.7103                 NaN   32.3751     
  1167.92        2500.00                 NaN            NaN            NaN            NaN   13.2942        4.42670                 NaN            NaN   8.89401        42.8877        1.06062        29.4367     
  1165.41        2500.00                 NaN            NaN            NaN            NaN   4.22053        13.4888                 NaN            NaN   8.90107        42.9142        1.05280        29.4227     
  1162.91        2500.00                 NaN            NaN            NaN            NaN   4.24277        13.4735                 NaN            NaN   8.92243        42.8747        1.05451        29.4321     
  1160.40        2500.00                 NaN            NaN            NaN            NaN   4.22116        13.5014                 NaN            NaN   8.93215        42.8624        1.05074        29.4321     
  1157.89        2500.00                 NaN            NaN            NaN            NaN   4.19772        13.5308                 NaN            NaN   8.94256        42.8500        1.04698        29.4320     
  1155.39        2500.00                 NaN            NaN            NaN            NaN   4.17727        13.5572                 NaN            NaN   8.95272        42.8377        1.04326        29.4318     
  1152.88        2500.00                 NaN            NaN            NaN            NaN   4.15178        13.5871                 NaN            NaN   8.96279        42.8266        1.04033        29.4314     
  1150.38        2500.00                 NaN            NaN            NaN            NaN   4.12408        13.6169                 NaN            NaN   8.97255        42.8175        1.03844        29.4305     
  1147.87        2500.00                 NaN            NaN            NaN            NaN   4.09598        13.6470                 NaN            NaN   8.98247        42.8083        1.03661        29.4297     
  1145.36        2500.00                 NaN   6.00725                 NaN            NaN   7.53815        1.24305                 NaN            NaN   8.84143        43.9230        1.42765        31.0195     
  1142.86        2500.00                 NaN   5.99933                 NaN            NaN   7.43213        1.37264                 NaN            NaN   8.85853        43.8959        1.41998        31.0215     
  1140.35        2500.00                 NaN   5.86436                 NaN            NaN   7.26203        1.73908                 NaN            NaN   8.82616        43.8997        1.42098        30.9877     
  1137.84        2500.00                 NaN            NaN            NaN            NaN   3.95146        13.7972                 NaN            NaN   9.01549        42.7900        1.02592        29.4199     
  1135.34        2500.00                 NaN   5.84647                 NaN            NaN   7.27198        1.76455                 NaN            NaN   8.86597        43.8624        1.40837        30.9802     
  1132.83        2500.00                 NaN   5.76613                 NaN            NaN   7.25967        1.90447                 NaN            NaN   8.87897        43.8155        1.40650        30.9687     
  1130.33        2500.00                 NaN   5.70468                 NaN            NaN   7.19646        2.06151                 NaN            NaN   8.88294        43.8009        1.40143        30.9521     
  1127.82        2500.00                 NaN   5.64342                 NaN            NaN   7.13480        2.21676                 NaN            NaN   8.88686        43.7861        1.39637        30.9357     
  1125.31        2500.00                 NaN   5.56460                 NaN            NaN   7.05739        2.41608                 NaN            NaN   8.89555        43.7576        1.39086        30.9179     
  1122.81        2500.00                 NaN            NaN            NaN            NaN   3.60130        14.1337                 NaN            NaN   9.08110        42.7363        1.02561        29.4220     
  1120.30        2500.00                 NaN            NaN            NaN            NaN   3.59573        14.1405                 NaN            NaN   9.08628        42.7305        1.02481        29.4221     
  1117.79        2500.00                 NaN   5.36913                 NaN            NaN   6.75340        2.99268                 NaN            NaN   8.89682        43.7462        1.38113        30.8606     
  1115.29        2500.00                 NaN            NaN            NaN            NaN   3.68636        14.0689                 NaN            NaN   9.10295        42.7058        1.01672        29.4192     
  1112.78        2500.00                 NaN            NaN            NaN            NaN   3.57186        14.1720                 NaN            NaN   9.11648        42.6985        1.01953        29.4217     
  1110.28        2500.00                 NaN            NaN            NaN            NaN   3.63962        14.1201                 NaN            NaN   9.12398        42.6836        1.01329        29.4194     
  1107.77        2500.00                 NaN            NaN            NaN            NaN   3.55735        14.1922                 NaN            NaN   9.13577        42.6772        1.01575        29.4217     
  1105.26        2500.00                 NaN            NaN            NaN            NaN   3.55068        14.2014                 NaN            NaN   9.14565        42.6667        1.01401        29.4216     
  1102.76        2500.00                 NaN            NaN            NaN            NaN   14.0280        3.77328                 NaN            NaN   9.16944        42.6026       0.999793        29.4268     
  1100.25        2500.00                 NaN            NaN            NaN            NaN   2.87322        14.9379                 NaN            NaN   9.22185        42.5671       0.985398        29.4145     
  1097.74        2500.00                 NaN            NaN            NaN            NaN   3.61027        14.1561                 NaN            NaN   9.16595        42.6373        1.00858        29.4219     
  1095.24        2500.00                 NaN            NaN            NaN            NaN   2.91562        14.9077                 NaN            NaN   9.23729        42.5448       0.980067        29.4145     
  1092.73        2500.00                 NaN            NaN            NaN            NaN   2.93159        14.8929                 NaN            NaN   9.24525        42.5361       0.979050        29.4151     
  1090.23        2500.00                 NaN            NaN            NaN            NaN   2.95427        14.8714                 NaN            NaN   9.25278        42.5278       0.977855        29.4159     
  1087.72        2500.00                 NaN   5.06528                 NaN            NaN   6.56615        3.68518                 NaN            NaN   8.98083        43.5747        1.34103        30.7868     
  1085.21        2500.00                 NaN   7.53790                 NaN            NaN   2.35240        4.00078                 NaN            NaN   8.78262        44.3745        1.54155        31.4102     
  1082.71        2500.00                 NaN   5.17642                 NaN            NaN   6.52721        3.57378                 NaN            NaN   8.98496        43.5767        1.34250        30.8184     
  1080.20        2500.00                 NaN   5.34441                 NaN            NaN   6.27920        3.52285                 NaN            NaN   8.95880        43.6526        1.37184        30.8703     
  1077.69        2500.00                 NaN   7.54778                 NaN            NaN   2.35240        3.98919                 NaN            NaN   8.78530        44.3692        1.54149        31.4147     
  1075.19        2500.00                 NaN   5.31781                 NaN            NaN   6.60350        3.29469                 NaN            NaN   8.98805        43.5905        1.34833        30.8572     
  1072.68        2500.00                 NaN   5.36595                 NaN            NaN   6.62949        3.19963                 NaN            NaN   8.98883        43.5954        1.35034        30.8704     
  1070.18        2500.00                 NaN   5.41470                 NaN            NaN   6.65582        3.10334                 NaN            NaN   8.98948        43.6005        1.35241        30.8837     
  1067.67        2500.00                 NaN   5.46379                 NaN            NaN   6.68234        3.00636                 NaN            NaN   8.99002        43.6058        1.35450        30.8972     
  1065.16        2500.00                 NaN            NaN            NaN            NaN   14.9970        2.88039                 NaN            NaN   9.36338        42.3848       0.952549        29.4219     
  1062.66        2500.00                 NaN            NaN            NaN            NaN   15.1402        2.71912                 NaN            NaN   9.38246        42.3926       0.953143        29.4125     
  1060.15        2500.00                 NaN            NaN            NaN            NaN   14.8110        3.04671                 NaN            NaN   9.36507        42.3989       0.956614        29.4217     
  1057.64        2500.00                 NaN            NaN            NaN            NaN   3.39443        14.4170                 NaN            NaN   9.32905        42.4534       0.978117        29.4280     
  1055.14        2500.00                 NaN            NaN            NaN            NaN   2.94415        14.9375                 NaN            NaN   9.39345        42.3511       0.948551        29.4253     
  1052.63        2500.00                 NaN            NaN            NaN            NaN   15.3334        2.58654                 NaN            NaN   9.33168        42.3787       0.938872        29.4309     
  1050.13        2500.00                 NaN            NaN            NaN            NaN   15.3186        2.60452                 NaN            NaN   9.33674        42.3707       0.937468        29.4320     
  1047.62        2500.00                 NaN            NaN            NaN            NaN   14.8989        2.99456                 NaN            NaN   9.41907        42.3152       0.943460        29.4288     
  1045.11        2500.00                 NaN            NaN            NaN            NaN   14.8876        3.00784                 NaN            NaN   9.42606        42.3065       0.942319        29.4296     
  1042.61        2500.00                 NaN            NaN            NaN            NaN   15.9873        2.01591                 NaN            NaN   9.28432        42.3589       0.913058        29.4405     
  1040.10        2500.00                 NaN            NaN            NaN            NaN   14.8618        3.03927                 NaN            NaN   9.44287        42.2847       0.939384        29.4320     
  1037.59        2500.00                 NaN            NaN            NaN            NaN   14.8499        3.05410                 NaN            NaN   9.45099        42.2740       0.937929        29.4331     
  1035.09        2500.00                 NaN            NaN            NaN            NaN   3.05835        14.8496                 NaN            NaN   9.46026        42.2618       0.935918        29.4341     
  1032.58        2500.00                 NaN            NaN            NaN            NaN   3.50825        14.3582                 NaN            NaN   9.42402        42.3148       0.956130        29.4386     
  1030.08        2500.00                 NaN            NaN            NaN            NaN   14.8157        3.09623                 NaN            NaN   9.47473        42.2430       0.933769        29.4366     
  1027.57        2500.00                 NaN            NaN            NaN            NaN   14.8246        3.09222                 NaN            NaN   9.48485        42.2290       0.931532        29.4378     
  1025.06        2500.00                 NaN   7.57761                 NaN            NaN   2.35239        3.99605                 NaN            NaN   8.80300        44.2877        1.53990        31.4434     
  1022.56        2500.00                 NaN   7.57920                 NaN            NaN   2.35239        3.99410                 NaN            NaN   8.80356        44.2867        1.53990        31.4441     
  1020.05        2500.00                 NaN   7.58082                 NaN            NaN   2.35239        3.99214                 NaN            NaN   8.80414        44.2857        1.53989        31.4450     
  1017.54        2500.00                 NaN   7.58239                 NaN            NaN   2.35239        3.99044                 NaN            NaN   8.80449        44.2845        1.53988        31.4459     
  1015.04        2500.00                 NaN   7.58377                 NaN            NaN   2.35239        3.98950                 NaN            NaN   8.80500        44.2824        1.53979        31.4471     
  1012.53        2500.00                 NaN   7.58603                 NaN            NaN   2.35239        3.98611                 NaN            NaN   8.80599        44.2814        1.54000        31.4481     
  1010.03        2500.00                 NaN            NaN            NaN            NaN   14.5388        3.37010                 NaN            NaN   9.51708        42.1910       0.934475        29.4485     
  1007.52        2500.00                 NaN   6.81995                 NaN            NaN   6.59643        1.07680                 NaN            NaN   8.97001        43.7633        1.45911        31.3144     
  1005.01        2500.00                 NaN            NaN            NaN            NaN   14.7368        3.20949                 NaN            NaN   9.55647        42.1301       0.917570        29.4495     
  1002.51        2500.00                 NaN            NaN            NaN            NaN   3.21934        14.7308                 NaN            NaN   9.56404        42.1189       0.916058        29.4509     
  1000.00        2500.00                 NaN            NaN            NaN            NaN   14.4129        3.50424                 NaN            NaN   9.54059        42.1559       0.931754        29.4546     
