|6.6.6
Archiving\03_Data\frac/QFM_m4/LAR/LAR_3.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1496.24        2500.00        99.0400                 NaN  0.642387E-002            NaN            NaN  0.953607                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.0379                 NaN  0.632818E-002            NaN            NaN  0.955783                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.0324                 NaN  0.617700E-002            NaN            NaN  0.961454                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.0269                 NaN  0.605137E-002            NaN            NaN  0.967071                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.0187                 NaN  0.591085E-002            NaN            NaN  0.975360                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.0075                 NaN  0.576639E-002            NaN            NaN  0.986733                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.9904                 NaN  0.560141E-002            NaN            NaN   1.00400                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.9708                 NaN  0.539617E-002            NaN            NaN   1.02379                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.9309                 NaN  0.513202E-002            NaN            NaN   1.06395                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.7728                 NaN  0.367014E-002            NaN            NaN  0.757756       0.465814                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.6121                 NaN  0.181260E-002            NaN            NaN   1.08878       0.297274                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.6328                 NaN  0.170977E-002            NaN            NaN  0.296608        1.06885                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.6494                 NaN  0.159517E-002            NaN            NaN   1.05224       0.296749                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.6670                 NaN  0.145659E-002            NaN            NaN   1.03323       0.298311                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.6834                 NaN  0.133612E-002            NaN            NaN  0.296304        1.01892                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.7009                 NaN  0.123708E-002            NaN            NaN  0.294509        1.00337                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.7160                 NaN  0.112224E-002            NaN            NaN  0.989537       0.293384                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.7306                 NaN  0.101020E-002            NaN            NaN  0.974560       0.293854                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.7455                 NaN  0.914966E-003            NaN            NaN  0.292161       0.961474                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.7592                 NaN  0.803719E-003            NaN            NaN  0.948934       0.291104                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.7737                 NaN  0.711287E-003            NaN            NaN  0.935910       0.289721                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.7860                 NaN  0.611724E-003            NaN            NaN  0.289122       0.924283                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.7994                 NaN  0.509439E-003            NaN            NaN  0.287777       0.912296                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.8110                 NaN  0.425552E-003            NaN            NaN  0.285349       0.903204                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.8229                 NaN  0.344167E-003            NaN            NaN  0.892335       0.284432                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.8313                 NaN  0.268492E-003            NaN            NaN  0.283062       0.885386                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.8460                 NaN  0.176232E-003            NaN            NaN  0.872363       0.281416                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.8552                 NaN  0.747634E-004  0.424885E-004            NaN  0.279991       0.864726                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.8659                 NaN  0.635746E-005            NaN            NaN  0.856704       0.277369                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.8751                 NaN  0.276888E-004            NaN            NaN  0.850324       0.274589                 NaN            NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.8852                 NaN  0.197801E-003            NaN            NaN  0.840240       0.274334                 NaN            NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.8940                 NaN  0.233248E-003            NaN            NaN  0.832671       0.273098                 NaN            NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.9012                 NaN            NaN            NaN            NaN  0.830523       0.268261                 NaN            NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        98.9099                 NaN            NaN            NaN            NaN  0.823572       0.266485                 NaN            NaN            NaN            NaN            NaN            NaN
  1411.03        2500.00        98.9173                 NaN            NaN            NaN            NaN  0.817684       0.265002                 NaN            NaN            NaN            NaN            NaN            NaN
  1408.52        2500.00        98.2143                 NaN            NaN            NaN            NaN  0.776309       0.622753                 NaN  0.386654                 NaN            NaN            NaN            NaN
  1406.02        2500.00        97.3381                 NaN            NaN  0.253762                 NaN  0.543137       0.944863                 NaN  0.920120                 NaN            NaN            NaN            NaN
  1403.51        2500.00        97.3586                 NaN            NaN  0.450820                 NaN   1.11939       0.113648                 NaN  0.957529                 NaN            NaN            NaN            NaN
  1401.00        2500.00        97.4206                 NaN            NaN  0.447588                 NaN  0.823744E-001   1.11387                 NaN  0.935597                 NaN            NaN            NaN            NaN
  1398.50        2500.00        97.4848                 NaN            NaN  0.443065                 NaN  0.517162E-001   1.10765                 NaN  0.912796                 NaN            NaN            NaN            NaN
  1395.99        2500.00        97.5431                 NaN            NaN  0.439359                 NaN  0.199573E-001   1.10553                 NaN  0.892040                 NaN            NaN            NaN            NaN
  1393.48        2500.00        97.6008                 NaN            NaN  0.433755                 NaN  0.245066E-002   1.09121                 NaN  0.871759                 NaN            NaN            NaN            NaN
  1390.98        2500.00        97.6467                 NaN            NaN  0.406478                 NaN   1.04161       0.558513E-001            NaN  0.849317                 NaN            NaN            NaN            NaN
  1388.47        2500.00        97.7042                 NaN            NaN  0.417696                 NaN   1.04596                 NaN            NaN  0.832192                 NaN            NaN            NaN            NaN
  1385.96        2500.00        97.7527                 NaN            NaN  0.403440                 NaN   1.03156                 NaN            NaN  0.812308                 NaN            NaN            NaN            NaN
  1383.46        2500.00        97.7987                 NaN            NaN  0.390653                 NaN   1.01682                 NaN            NaN  0.793842                 NaN            NaN            NaN            NaN
  1380.95        2500.00        97.8500                 NaN            NaN  0.386499                 NaN  0.988416                 NaN            NaN  0.775099                 NaN            NaN            NaN            NaN
  1378.45        2500.00        97.8857                 NaN            NaN  0.367524                 NaN  0.988070                 NaN            NaN  0.758739                 NaN            NaN            NaN            NaN
  1375.94        2500.00        97.9128                 NaN            NaN  0.363580                 NaN  0.975160                 NaN            NaN  0.748466                 NaN            NaN            NaN            NaN
  1373.43        2500.00        97.9951                 NaN            NaN  0.362464                 NaN  0.923937                 NaN            NaN  0.718493                 NaN            NaN            NaN            NaN
  1370.93        2500.00        98.0183                 NaN            NaN  0.354819                 NaN  0.917212                 NaN            NaN  0.709646                 NaN            NaN            NaN            NaN
  1368.42        2500.00        98.0553                 NaN            NaN  0.367053                 NaN  0.875393                 NaN            NaN  0.702226                 NaN            NaN            NaN            NaN
  1365.91        2500.00        98.1160                 NaN            NaN  0.341991                 NaN  0.871400                 NaN            NaN  0.670652                 NaN            NaN            NaN            NaN
  1363.41        2500.00        98.1351                 NaN            NaN  0.334747                 NaN  0.865807                 NaN            NaN  0.664341                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.1698                 NaN            NaN  0.324754                 NaN  0.855517                 NaN            NaN  0.649976                 NaN            NaN            NaN            NaN
  1358.40        2500.00        98.2056                 NaN            NaN  0.320524                 NaN  0.837388                 NaN            NaN  0.636519                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.2390                 NaN            NaN  0.313926                 NaN  0.823846                 NaN            NaN  0.623194                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.2677                 NaN            NaN  0.306765                 NaN  0.812812                 NaN            NaN  0.612740                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.2713                 NaN            NaN  0.293356                 NaN  0.826786                 NaN            NaN  0.608566                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.3693                 NaN            NaN  0.284209                 NaN  0.777206                 NaN            NaN  0.569303                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.3580                 NaN            NaN  0.276531                 NaN  0.792162                 NaN            NaN  0.573348                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.3895                 NaN            NaN  0.271759                 NaN  0.777932                 NaN            NaN  0.560834                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.4173                 NaN            NaN  0.267620                 NaN  0.764929                 NaN            NaN  0.550196                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.4425                 NaN            NaN  0.250289                 NaN  0.769251                 NaN            NaN  0.537977                 NaN            NaN            NaN            NaN
  1335.84        2500.00        98.4706                 NaN            NaN  0.247272                 NaN  0.754599                 NaN            NaN  0.527486                 NaN            NaN            NaN            NaN
  1333.33        2500.00        98.4941                 NaN            NaN  0.239386                 NaN  0.749060                 NaN            NaN  0.517417                 NaN            NaN            NaN            NaN
  1330.83        2500.00        98.5188                 NaN            NaN  0.231831                 NaN  0.742102                 NaN            NaN  0.507253                 NaN            NaN            NaN            NaN
  1328.32        2500.00        98.5417                 NaN            NaN  0.224034                 NaN  0.736720                 NaN            NaN  0.497586                 NaN            NaN            NaN            NaN
  1325.81        2500.00        98.5620                 NaN            NaN  0.213401                 NaN  0.736069                 NaN            NaN  0.488536                 NaN            NaN            NaN            NaN
  1323.31        2500.00        98.5853                 NaN            NaN  0.208678                 NaN  0.726947                 NaN            NaN  0.479045                 NaN            NaN            NaN            NaN
  1320.80        2500.00        98.6054                 NaN            NaN  0.198168                 NaN  0.726178                 NaN            NaN  0.470228                 NaN            NaN            NaN            NaN
  1318.30        2500.00        98.6258                 NaN            NaN  0.187786                 NaN  0.724820                 NaN            NaN  0.461624                 NaN            NaN            NaN            NaN
  1315.79        2500.00        98.6436                 NaN            NaN  0.180432                 NaN  0.722464                 NaN            NaN  0.453536                 NaN            NaN            NaN            NaN
  1313.28        2500.00        98.6639                 NaN            NaN  0.175003                 NaN  0.715454                 NaN            NaN  0.445634                 NaN            NaN            NaN            NaN
  1310.78        2500.00        98.6770                 NaN            NaN  0.160777                 NaN  0.723743                 NaN            NaN  0.438522                 NaN            NaN            NaN            NaN
  1308.27        2500.00        98.6947                 NaN            NaN  0.153487                 NaN  0.720660                 NaN            NaN  0.431133                 NaN            NaN            NaN            NaN
  1305.76        2500.00        98.7122                 NaN            NaN  0.148659                 NaN  0.714946                 NaN            NaN  0.424176                 NaN            NaN            NaN            NaN
  1303.26        2500.00        98.7261                 NaN            NaN  0.131187                 NaN  0.725539                 NaN            NaN  0.417193                 NaN            NaN            NaN            NaN
  1300.75        2500.00        98.7396                 NaN            NaN  0.124359                 NaN  0.724574                 NaN            NaN  0.411514                 NaN            NaN            NaN            NaN
  1298.25        2500.00        88.2981                 NaN            NaN  0.455105                 NaN   2.70466                 NaN            NaN   1.79238        6.52273       0.227028                 NaN            NaN
  1295.74        2500.00        72.1679                 NaN            NaN   1.03094                 NaN   5.75789                 NaN            NaN   3.89856        16.6113       0.533509                 NaN            NaN
  1293.23        2500.00        75.8467                 NaN            NaN  0.911813                 NaN   5.07362                 NaN            NaN   3.39294        14.3233       0.451665                 NaN            NaN
  1290.73        2500.00        78.9873                 NaN            NaN  0.765357                 NaN   4.52740                 NaN            NaN   2.96104        12.3767       0.382203                 NaN            NaN
  1288.22        2500.00        81.4830                 NaN            NaN  0.639112                 NaN   4.09487                 NaN            NaN   2.61608        10.8389       0.327995                 NaN            NaN
  1285.71        2500.00        83.5255                 NaN            NaN  0.520536                 NaN   3.74984                 NaN            NaN   2.33276        9.58726       0.284065                 NaN            NaN
  1283.21        2500.00        85.1579                 NaN            NaN  0.417589                 NaN   3.48024                 NaN            NaN   2.10464        8.59063       0.249044                 NaN            NaN
  1280.70        2500.00        86.5045                 NaN            NaN  0.317907                 NaN   3.27289                 NaN            NaN   1.91570        7.76920       0.219771                 NaN            NaN
  1278.20        2500.00        86.2884                 NaN            NaN  0.373656                 NaN   3.23627                 NaN            NaN   1.95125        7.92864       0.221804                 NaN            NaN
  1275.69        2500.00        88.4426                 NaN            NaN  0.397632                 NaN   2.39355                 NaN            NaN   1.65354        6.88816       0.224460                 NaN            NaN
  1273.18        2500.00        90.8185                 NaN            NaN            NaN            NaN   2.88453                 NaN            NaN   1.30405        4.90298       0.899130E-001            NaN            NaN
  1270.68        2500.00        89.6283                 NaN            NaN            NaN            NaN   2.83004                 NaN            NaN   1.47365        5.91847       0.149564                 NaN            NaN
  1268.17        2500.00        88.6605                 NaN            NaN            NaN            NaN   3.01559                 NaN            NaN   1.56519        6.59635       0.162410                 NaN            NaN
  1265.66        2500.00        93.3983                 NaN            NaN            NaN            NaN   2.01647                 NaN            NaN  0.987878        3.51909       0.782272E-001            NaN            NaN
  1263.16        2500.00        92.0110                 NaN            NaN            NaN            NaN   2.17422                 NaN            NaN   1.10884        4.59106       0.114920                 NaN            NaN
  1260.65        2500.00        90.8307                 NaN            NaN            NaN            NaN   2.18683                 NaN            NaN   1.26761        5.55747       0.157404                 NaN            NaN
  1258.15        2500.00        94.0140                 NaN            NaN            NaN            NaN   1.92776                 NaN            NaN  0.874220        3.13938       0.446246E-001            NaN            NaN
  1255.64        2500.00        88.2092                 NaN            NaN            NaN            NaN   2.94364                 NaN            NaN   1.64454        7.01553       0.187138                 NaN            NaN
  1253.13        2500.00        98.9721                 NaN            NaN            NaN            NaN  0.197167                 NaN            NaN  0.467429E-001  0.761680       0.222610E-001            NaN            NaN
  1250.63        2500.00        97.7904                 NaN            NaN            NaN            NaN  0.591251                 NaN            NaN  0.375317        1.22147       0.216013E-001            NaN            NaN
  1248.12        2500.00        92.0467                 NaN            NaN            NaN            NaN   2.24466                 NaN            NaN   1.04928        4.57450       0.849137E-001            NaN            NaN
  1245.61        2500.00        93.2400                 NaN            NaN            NaN            NaN   1.21650                 NaN            NaN  0.837803        4.55973       0.146000                 NaN            NaN
  1243.11        2500.00        98.0136                 NaN            NaN            NaN            NaN  0.989902                 NaN            NaN  0.349623       0.643673       0.318388E-002            NaN            NaN
  1240.60        2500.00        96.3107                 NaN            NaN            NaN            NaN  0.992868                 NaN            NaN  0.483015        2.19079       0.226636E-001            NaN            NaN
  1238.10        2500.00        96.2578                 NaN            NaN            NaN            NaN  0.939596                 NaN            NaN  0.490256        2.25986       0.525007E-001            NaN            NaN
  1235.59        2500.00        96.5218                 NaN            NaN            NaN            NaN  0.860240                 NaN            NaN  0.450901        2.11788       0.491307E-001            NaN            NaN
  1233.08        2500.00        97.2665                 NaN            NaN            NaN            NaN  0.894844                 NaN            NaN  0.496343        1.30234       0.399369E-001            NaN            NaN
  1230.58        2500.00        61.7025                 NaN            NaN            NaN            NaN  0.861128       0.560268        2.01358        2.90865        19.2745       0.308681        12.3707                 NaN
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN   3.98477        8.74496                 NaN   8.34723        45.7472       0.554490        32.6213                 NaN
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN  0.205121        9.55831       0.936519E-006   8.12682        46.6201       0.595602        32.4310        2.46307     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN   3.66771        9.03059                 NaN   8.33186        45.8034       0.556625        32.6098                 NaN
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN  0.205102        9.57517                 NaN   8.14148        46.5988       0.594398        32.4349        2.45011     
  1218.05        2500.00                 NaN            NaN            NaN   3.04099                 NaN   7.36111       0.339504E-004            NaN   8.02522        46.9983       0.748302        33.8261                 NaN
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN  0.205079        9.59803       0.969745E-006   8.16499        46.5648       0.591670        32.4394        2.43604     
  1213.03        2500.00                 NaN            NaN            NaN   3.04072                 NaN   7.36034       0.305596E-004            NaN   8.02515        46.9962       0.748246        33.8293                 NaN
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN   3.67216        8.97423       0.983267E-006   8.37039        45.8348       0.552015        32.5964                 NaN
  1208.02        2500.00                 NaN            NaN            NaN   3.04045                 NaN   7.35958       0.277743E-004            NaN   8.02508        46.9942       0.748191        33.8325                 NaN
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN  0.205037        9.62424       0.130235E-005   8.19375        46.5210       0.588936        32.4477        2.41929     
  1203.01        2500.00                 NaN            NaN            NaN   3.04019                 NaN   7.35881       0.256923E-004            NaN   8.02501        46.9922       0.748136        33.8357                 NaN
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN  0.205015        9.63622       0.139113E-005   8.20743        46.4998       0.587160        32.4518        2.41265     
  1197.99        2500.00                 NaN            NaN            NaN   3.03992                 NaN   7.35805       0.224555E-004            NaN   8.02494        46.9901       0.748080        33.8389                 NaN
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN  0.204996        9.64797                 NaN   8.22114        46.4784       0.585354        32.4558        2.40633     
  1192.98        2500.00                 NaN            NaN            NaN   3.03965                 NaN   7.35729       0.205752E-004            NaN   8.02487        46.9881       0.748025        33.8421                 NaN
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN   3.60928        9.06141                 NaN   8.42934        45.7461       0.542979        32.6109                 NaN
  1187.97        2500.00                 NaN            NaN            NaN   3.03938                 NaN   7.35652       0.181959E-004            NaN   8.02480        46.9861       0.747970        33.8452                 NaN
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN   3.63578        9.06375                 NaN   8.44644        45.6993       0.536358        32.6184                 NaN
  1182.96        2500.00                 NaN            NaN            NaN   3.03911                 NaN   7.35576       0.166848E-004            NaN   8.02473        46.9840       0.747916        33.8484                 NaN
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN   1.67627        11.2586                 NaN   8.63935        45.2407       0.499564        32.6854                 NaN
  1177.94        2500.00                 NaN            NaN            NaN   3.03885                 NaN   7.35500       0.128801E-004            NaN   8.02466        46.9820       0.747861        33.8516                 NaN
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN   7.38299        5.44534                 NaN   8.51687        45.4601       0.526474        32.6682                 NaN
  1172.93        2500.00                 NaN            NaN            NaN   3.03858                 NaN   7.35424       0.123226E-004            NaN   8.02459        46.9800       0.747806        33.8548                 NaN
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN   1.26640        11.6694                 NaN   8.66008        45.2146       0.498402        32.6912                 NaN
  1167.92        2500.00                 NaN            NaN            NaN   3.03831                 NaN   7.35348       0.124922E-004            NaN   8.02453        46.9780       0.747752        33.8580                 NaN
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN   2.16784        10.7876                 NaN   8.67307        45.1791       0.493331        32.6991                 NaN
  1162.91        2500.00                 NaN            NaN            NaN   3.03805                 NaN   7.35272       0.983859E-005            NaN   8.02446        46.9759       0.747697        33.8611                 NaN
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN   7.25172        5.61883                 NaN   8.56589        45.3691       0.513710        32.6807                 NaN
  1157.89        2500.00                 NaN            NaN            NaN   3.03778                 NaN   7.35196       0.105605E-004            NaN   8.02440        46.9739       0.747643        33.8643                 NaN
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN   9.49459        3.48257                 NaN   8.70759        45.1179       0.487543        32.7098                 NaN
  1152.88        2500.00                 NaN            NaN            NaN   3.03751                 NaN   7.35120       0.210033E-005            NaN   8.02433        46.9719       0.747589        33.8675                 NaN
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN   7.37415        5.50617                 NaN   8.58992        45.3303       0.509929        32.6895                 NaN
  1147.87        2500.00                 NaN            NaN            NaN   3.03725                 NaN   7.35044       0.966398E-005            NaN   8.02427        46.9699       0.747535        33.8706                 NaN
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN   7.41319        5.49044       0.202739E-005   8.61557        45.2713       0.506850        32.7027                 NaN
  1142.86        2500.00                 NaN            NaN            NaN   3.03698                 NaN   7.34968       0.820333E-005            NaN   8.02420        46.9678       0.747481        33.8738                 NaN
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN   1.36033        11.6339                 NaN   8.73842        45.0631       0.482032        32.7223                 NaN
  1137.84        2500.00                 NaN            NaN            NaN   3.03671                 NaN   7.34893       0.693834E-005            NaN   8.02414        46.9658       0.747427        33.8770                 NaN
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN   1.95025        11.0475                 NaN   8.74477        45.0505       0.480710        32.7263                 NaN
  1132.83        2500.00                 NaN            NaN            NaN   3.03645                 NaN   7.34817       0.641712E-005            NaN   8.02408        46.9638       0.747374        33.8801                 NaN
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN   9.71090        3.31842                 NaN   8.77493        44.9864       0.472971        32.7364                 NaN
  1127.82        2500.00                 NaN            NaN            NaN   3.03618                 NaN   7.34742       0.586699E-005            NaN   8.02402        46.9618       0.747320        33.8833                 NaN
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN   7.89558        5.07758       0.690765E-005   8.62908        45.1618       0.501958        32.7340                 NaN
  1122.81        2500.00                 NaN            NaN            NaN   3.03592                 NaN   7.34666       0.554522E-005            NaN   8.02396        46.9598       0.747267        33.8864                 NaN
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN   1.95269        11.0793                 NaN   8.78488        44.9687       0.471552        32.7429                 NaN
  1117.79        2500.00                 NaN            NaN            NaN   3.03565                 NaN   7.34590       0.545621E-005            NaN   8.02390        46.9578       0.747213        33.8896                 NaN
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN   3.57340        9.22214                 NaN   8.62766        45.4026       0.503492        32.6707                 NaN
  1112.78        2500.00                 NaN            NaN            NaN   3.03539                 NaN   7.34515       0.508170E-005            NaN   8.02384        46.9558       0.747160        33.8927                 NaN
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN   7.97411        5.04433       0.938477E-005   8.67996        45.0609       0.488081        32.7526                 NaN
  1107.77        2500.00                 NaN            NaN            NaN   3.03512                 NaN   7.34440       0.475207E-005            NaN   8.02378        46.9538       0.747107        33.8958                 NaN
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN   2.23921        10.8253                 NaN   8.82276        44.8907       0.462621        32.7594                 NaN
  1102.76        2500.00                 NaN            NaN            NaN   3.03486                 NaN   7.34364       0.405079E-005            NaN   8.02372        46.9517       0.747054        33.8990                 NaN
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN   7.87669        5.14859                 NaN   8.71125        45.0247       0.479651        32.7591                 NaN
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN   9.38884        3.74945                 NaN   8.74432        44.8580       0.463242        32.7962                 NaN
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN   7.94801        5.11962                 NaN   8.72251        44.9614       0.477752        32.7707                 NaN
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN   9.13432        3.94875                 NaN   8.74679        44.9154       0.469043        32.7857                 NaN
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN   2.67655        10.3129                 NaN   8.69370        45.0739       0.481881        32.7610                 NaN
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN   9.07388        4.06338                 NaN   8.77156        44.8395       0.458650        32.7930                 NaN
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN   2.89750        10.1325                 NaN   8.69868        45.0153       0.481235        32.7748                 NaN
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN   9.08361        4.02729                 NaN   8.75491        44.8687       0.465403        32.8001                 NaN
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN   3.80853        9.03326                 NaN   8.62196        45.2908       0.511492        32.7340                 NaN
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN   8.87958        4.26676                 NaN   8.77996        44.8083       0.457329        32.8080                 NaN
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN   8.86364        4.28544                 NaN   8.78579        44.7997       0.455584        32.8099                 NaN
  1072.68        2500.00                 NaN            NaN            NaN   3.03328                 NaN   7.33914       0.209689E-005            NaN   8.02339        46.9397       0.746738        33.9177                 NaN
  1070.18        2500.00                 NaN            NaN            NaN   3.03315                 NaN   7.33877       0.209682E-005            NaN   8.02336        46.9387       0.746712        33.9193                 NaN
  1067.67        2500.00                 NaN            NaN            NaN   3.03302                 NaN   7.33839       0.209677E-005            NaN   8.02333        46.9377       0.746686        33.9208                 NaN
  1065.16        2500.00                 NaN            NaN            NaN   3.03289                 NaN   7.33802       0.209663E-005            NaN   8.02331        46.9367       0.746660        33.9224                 NaN
  1062.66        2500.00                 NaN            NaN            NaN   3.03276                 NaN   7.33764       0.209651E-005            NaN   8.02328        46.9357       0.746634        33.9239                 NaN
  1060.15        2500.00                 NaN            NaN            NaN   3.03262                 NaN   7.33727       0.209636E-005            NaN   8.02325        46.9347       0.746608        33.9255                 NaN
  1057.64        2500.00                 NaN            NaN            NaN   3.03249                 NaN   7.33690       0.209635E-005            NaN   8.02323        46.9337       0.746582        33.9271                 NaN
  1055.14        2500.00                 NaN            NaN            NaN   3.03236                 NaN   7.33652       0.209627E-005            NaN   8.02320        46.9327       0.746556        33.9286                 NaN
  1052.63        2500.00                 NaN            NaN            NaN   3.03223                 NaN   7.33615       0.209609E-005            NaN   8.02318        46.9317       0.746530        33.9302                 NaN
  1050.13        2500.00                 NaN            NaN            NaN   3.03210                 NaN   7.33578       0.209593E-005            NaN   8.02315        46.9308       0.746504        33.9317                 NaN
  1047.62        2500.00                 NaN            NaN            NaN   3.03197                 NaN   7.33540       0.209586E-005            NaN   8.02313        46.9298       0.746478        33.9333                 NaN
  1045.11        2500.00                 NaN            NaN            NaN   3.03184                 NaN   7.33503       0.209580E-005            NaN   8.02310        46.9288       0.746452        33.9348                 NaN
  1042.61        2500.00                 NaN            NaN            NaN   3.03171                 NaN   7.33466       0.209577E-005            NaN   8.02308        46.9278       0.746426        33.9364                 NaN
  1040.10        2500.00                 NaN            NaN            NaN   3.03158                 NaN   7.33428       0.209556E-005            NaN   8.02305        46.9268       0.746400        33.9379                 NaN
  1037.59        2500.00                 NaN            NaN            NaN   3.03145                 NaN   7.33391       0.209546E-005            NaN   8.02303        46.9258       0.746375        33.9395                 NaN
  1035.09        2500.00                 NaN            NaN            NaN   3.03132                 NaN   7.33354       0.209537E-005            NaN   8.02300        46.9248       0.746349        33.9410                 NaN
  1032.58        2500.00                 NaN            NaN            NaN   3.03119                 NaN   7.33317       0.209537E-005            NaN   8.02298        46.9238       0.746323        33.9426                 NaN
  1030.08        2500.00                 NaN            NaN            NaN   3.03106                 NaN   7.33280       0.209505E-005            NaN   8.02295        46.9228       0.746297        33.9441                 NaN
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN   8.11415        5.00001       0.449820E-003   8.90902        44.7063       0.447010        32.8230                 NaN
  1025.06        2500.00                 NaN            NaN            NaN   3.03080                 NaN   7.33205       0.209504E-005            NaN   8.02290        46.9208       0.746246        33.9472                 NaN
