|6.6.6
Archiving\03_Data\frac/QFM_m4/LAR/LAR_1.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1493.73        2500.00        98.8851                 NaN  0.986446E-002            NaN            NaN   1.10507                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.8780                 NaN  0.963007E-002            NaN            NaN   1.11235                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.8709                 NaN  0.943335E-002            NaN            NaN   1.11967                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.8606                 NaN  0.921424E-002            NaN            NaN   1.13017                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.8471                 NaN  0.898789E-002            NaN            NaN   1.14390                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.8266                 NaN  0.872927E-002            NaN            NaN   1.16471                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.8032                 NaN  0.840830E-002            NaN            NaN   1.18840                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.7566                 NaN  0.799608E-002            NaN            NaN   1.23538                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.5781                 NaN  0.571382E-002            NaN            NaN  0.880232       0.535990                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.3981                 NaN  0.281913E-002            NaN            NaN   1.25351       0.345601                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.4204                 NaN  0.265789E-002            NaN            NaN  0.345224        1.23170                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.4382                 NaN  0.247801E-002            NaN            NaN   1.21357       0.345760                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.4572                 NaN  0.226150E-002            NaN            NaN   1.19256       0.347941                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.4748                 NaN  0.207271E-002            NaN            NaN  0.345987        1.17713                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.4935                 NaN  0.191790E-002            NaN            NaN  0.344296        1.16027                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.5096                 NaN  0.173859E-002            NaN            NaN   1.14529       0.343357                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.5252                 NaN  0.156380E-002            NaN            NaN   1.12897       0.344304                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.5410                 NaN  0.141550E-002            NaN            NaN  0.342722        1.11487                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.5555                 NaN  0.124233E-002            NaN            NaN   1.10136       0.341873                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.5710                 NaN  0.109879E-002            NaN            NaN   1.08728       0.340642                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.5839                 NaN  0.944300E-003            NaN            NaN  0.340324        1.07481                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.5982                 NaN  0.785870E-003            NaN            NaN  0.339147        1.06187                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.6102                 NaN  0.656004E-003            NaN            NaN  0.336712        1.05243                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.6227                 NaN  0.530123E-003            NaN            NaN   1.04075       0.336020                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.6309                 NaN  0.413255E-003            NaN            NaN  0.334859        1.03384                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.6469                 NaN  0.271051E-003            NaN            NaN   1.01957       0.333279                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.6561                 NaN  0.114902E-003  0.549956E-004            NaN  0.332006        1.01174                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.6673                 NaN  0.976067E-005            NaN            NaN   1.00344       0.329286                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.6764                 NaN  0.424898E-004            NaN            NaN  0.997154       0.326427                 NaN            NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.6868                 NaN  0.303273E-003            NaN            NaN  0.986351       0.326517                 NaN            NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.6957                 NaN  0.357316E-003            NaN            NaN  0.978523       0.325454                 NaN            NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.7027                 NaN            NaN            NaN            NaN  0.977156       0.320106                 NaN            NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        98.7115                 NaN            NaN            NaN            NaN  0.970114       0.318393                 NaN            NaN            NaN            NaN            NaN            NaN
  1411.03        2500.00        98.7186                 NaN            NaN            NaN            NaN  0.964315       0.317039                 NaN            NaN            NaN            NaN            NaN            NaN
  1408.52        2500.00        97.9706                 NaN            NaN            NaN            NaN  0.916353       0.745742                 NaN  0.367352                 NaN            NaN            NaN            NaN
  1406.02        2500.00        97.0234                 NaN            NaN  0.334404                 NaN  0.651195        1.11673                 NaN  0.874308                 NaN            NaN            NaN            NaN
  1403.51        2500.00        97.0306                 NaN            NaN  0.596272                 NaN   1.32574       0.136537                 NaN  0.910843                 NaN            NaN            NaN            NaN
  1401.00        2500.00        97.0929                 NaN            NaN  0.594356                 NaN  0.991966E-001   1.32244                 NaN  0.891113                 NaN            NaN            NaN            NaN
  1398.50        2500.00        97.1583                 NaN            NaN  0.590650                 NaN  0.624194E-001   1.31808                 NaN  0.870542                 NaN            NaN            NaN            NaN
  1395.99        2500.00        97.2172                 NaN            NaN  0.587997                 NaN  0.241437E-001   1.31875                 NaN  0.851894                 NaN            NaN            NaN            NaN
  1393.48        2500.00        97.2759                 NaN            NaN  0.582770                 NaN  0.297145E-002   1.30471                 NaN  0.833681                 NaN            NaN            NaN            NaN
  1390.98        2500.00        97.3220                 NaN            NaN  0.548199                 NaN   1.24854       0.678799E-001            NaN  0.813351                 NaN            NaN            NaN            NaN
  1388.47        2500.00        97.3800                 NaN            NaN  0.565670                 NaN   1.25627                 NaN            NaN  0.798103                 NaN            NaN            NaN            NaN
  1385.96        2500.00        97.4294                 NaN            NaN  0.548348                 NaN   1.24211                 NaN            NaN  0.780178                 NaN            NaN            NaN            NaN
  1383.46        2500.00        97.4759                 NaN            NaN  0.532941                 NaN   1.22762                 NaN            NaN  0.763577                 NaN            NaN            NaN            NaN
  1380.95        2500.00        97.5281                 NaN            NaN  0.529353                 NaN   1.19585                 NaN            NaN  0.746683                 NaN            NaN            NaN            NaN
  1378.45        2500.00        97.5635                 NaN            NaN  0.505240                 NaN   1.19920                 NaN            NaN  0.732037                 NaN            NaN            NaN            NaN
  1375.94        2500.00        97.5887                 NaN            NaN  0.501951                 NaN   1.18614                 NaN            NaN  0.723241                 NaN            NaN            NaN            NaN
  1373.43        2500.00        97.6766                 NaN            NaN  0.502206                 NaN   1.12581                 NaN            NaN  0.695412                 NaN            NaN            NaN            NaN
  1370.93        2500.00        97.6981                 NaN            NaN  0.493461                 NaN   1.12046                 NaN            NaN  0.687940                 NaN            NaN            NaN            NaN
  1368.42        2500.00        97.7353                 NaN            NaN  0.512220                 NaN   1.07063                 NaN            NaN  0.681869                 NaN            NaN            NaN            NaN
  1365.91        2500.00        97.7994                 NaN            NaN  0.479192                 NaN   1.06911                 NaN            NaN  0.652298                 NaN            NaN            NaN            NaN
  1363.41        2500.00        97.8168                 NaN            NaN  0.470777                 NaN   1.06522                 NaN            NaN  0.647222                 NaN            NaN            NaN            NaN
  1360.90        2500.00        97.8520                 NaN            NaN  0.458469                 NaN   1.05527                 NaN            NaN  0.634293                 NaN            NaN            NaN            NaN
  1358.40        2500.00        97.8883                 NaN            NaN  0.454150                 NaN   1.03529                 NaN            NaN  0.622217                 NaN            NaN            NaN            NaN
  1355.89        2500.00        97.9223                 NaN            NaN  0.446470                 NaN   1.02097                 NaN            NaN  0.610238                 NaN            NaN            NaN            NaN
  1353.38        2500.00        97.9513                 NaN            NaN  0.437817                 NaN   1.00981                 NaN            NaN  0.601039                 NaN            NaN            NaN            NaN
  1350.88        2500.00        97.9514                 NaN            NaN  0.419901                 NaN   1.03070                 NaN            NaN  0.597969                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.0603                 NaN            NaN  0.408611                 NaN  0.970696                 NaN            NaN  0.560413                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.0434                 NaN            NaN  0.399083                 NaN  0.992165                 NaN            NaN  0.565351                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.0760                 NaN            NaN  0.393513                 NaN  0.976504                 NaN            NaN  0.553993                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.1042                 NaN            NaN  0.389059                 NaN  0.962299                 NaN            NaN  0.544453                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.1308                 NaN            NaN  0.364882                 NaN  0.971000                 NaN            NaN  0.533311                 NaN            NaN            NaN            NaN
  1335.84        2500.00        98.1598                 NaN            NaN  0.361821                 NaN  0.954535                 NaN            NaN  0.523846                 NaN            NaN            NaN            NaN
  1333.33        2500.00        98.1838                 NaN            NaN  0.351458                 NaN  0.950007                 NaN            NaN  0.514768                 NaN            NaN            NaN            NaN
  1330.83        2500.00        98.2093                 NaN            NaN  0.341543                 NaN  0.943554                 NaN            NaN  0.505564                 NaN            NaN            NaN            NaN
  1328.32        2500.00        98.2329                 NaN            NaN  0.331193                 NaN  0.939106                 NaN            NaN  0.496823                 NaN            NaN            NaN            NaN
  1325.81        2500.00        98.2538                 NaN            NaN  0.316583                 NaN  0.940994                 NaN            NaN  0.488666                 NaN            NaN            NaN            NaN
  1323.31        2500.00        98.2779                 NaN            NaN  0.310595                 NaN  0.931455                 NaN            NaN  0.480039                 NaN            NaN            NaN            NaN
  1320.80        2500.00        98.2990                 NaN            NaN  0.295898                 NaN  0.933018                 NaN            NaN  0.472056                 NaN            NaN            NaN            NaN
  1318.30        2500.00        98.3206                 NaN            NaN  0.281295                 NaN  0.933818                 NaN            NaN  0.464255                 NaN            NaN            NaN            NaN
  1315.79        2500.00        98.3387                 NaN            NaN  0.271249                 NaN  0.933132                 NaN            NaN  0.456942                 NaN            NaN            NaN            NaN
  1313.28        2500.00        98.3599                 NaN            NaN  0.263887                 NaN  0.926434                 NaN            NaN  0.449792                 NaN            NaN            NaN            NaN
  1310.78        2500.00        98.3734                 NaN            NaN  0.243211                 NaN  0.940009                 NaN            NaN  0.443409                 NaN            NaN            NaN            NaN
  1308.27        2500.00        98.3919                 NaN            NaN  0.232942                 NaN  0.938417                 NaN            NaN  0.436721                 NaN            NaN            NaN            NaN
  1305.76        2500.00        98.4101                 NaN            NaN  0.226419                 NaN  0.932997                 NaN            NaN  0.430447                 NaN            NaN            NaN            NaN
  1303.26        2500.00        98.4255                 NaN            NaN  0.200334                 NaN  0.950028                 NaN            NaN  0.424118                 NaN            NaN            NaN            NaN
  1300.75        2500.00        98.4393                 NaN            NaN  0.190477                 NaN  0.951176                 NaN            NaN  0.419089                 NaN            NaN            NaN            NaN
  1298.25        2500.00        87.4228                 NaN            NaN  0.695401                 NaN   3.52998                 NaN            NaN   1.81501        6.14332       0.393504                 NaN            NaN
  1295.74        2500.00        70.6818                 NaN            NaN   1.56900                 NaN   7.44487                 NaN            NaN   3.90738        15.4817       0.915295                 NaN            NaN
  1293.23        2500.00        74.4337                 NaN            NaN   1.39899                 NaN   6.59078                 NaN            NaN   3.41131        13.3879       0.777344                 NaN            NaN
  1290.73        2500.00        77.6535                 NaN            NaN   1.18320                 NaN   5.91204                 NaN            NaN   2.98704        11.6042       0.660020                 NaN            NaN
  1288.22        2500.00        80.2206                 NaN            NaN  0.994753                 NaN   5.37509                 NaN            NaN   2.64788        10.1934       0.568320                 NaN            NaN
  1285.71        2500.00        82.3293                 NaN            NaN  0.815329                 NaN   4.94852                 NaN            NaN   2.36909        9.04384       0.493883                 NaN            NaN
  1283.21        2500.00        84.0176                 NaN            NaN  0.657906                 NaN   4.61724                 NaN            NaN   2.14460        8.12816       0.434464                 NaN            NaN
  1280.70        2500.00        85.4137                 NaN            NaN  0.503637                 NaN   4.36615                 NaN            NaN   1.95866        7.37317       0.384702                 NaN            NaN
  1278.20        2500.00        85.1458                 NaN            NaN  0.595135                 NaN   4.32878                 NaN            NaN   2.00009        7.54092       0.389263                 NaN            NaN
  1275.69        2500.00        87.4584                 NaN            NaN  0.635310                 NaN   3.22624                 NaN            NaN   1.70351        6.58061       0.395932                 NaN            NaN
  1273.18        2500.00        89.8728                 NaN            NaN            NaN            NaN   3.91802                 NaN            NaN   1.34874        4.70126       0.159229                 NaN            NaN
  1270.68        2500.00        88.6485                 NaN            NaN            NaN            NaN   3.87113                 NaN            NaN   1.52823        5.68652       0.265584                 NaN            NaN
  1268.17        2500.00        87.6018                 NaN            NaN            NaN            NaN   4.12754                 NaN            NaN   1.62737        6.35409       0.289152                 NaN            NaN
  1265.66        2500.00        92.6214                 NaN            NaN            NaN            NaN   2.79330                 NaN            NaN   1.03427        3.41083       0.140248                 NaN            NaN
  1263.16        2500.00        91.1659                 NaN            NaN            NaN            NaN   3.00533                 NaN            NaN   1.16371        4.45849       0.206537                 NaN            NaN
  1260.65        2500.00        89.9080                 NaN            NaN            NaN            NaN   3.06472                 NaN            NaN   1.33404        5.40959       0.283685                 NaN            NaN
  1258.15        2500.00        93.2323                 NaN            NaN            NaN            NaN   2.69162                 NaN            NaN  0.925194        3.07005       0.808796E-001            NaN            NaN
  1255.64        2500.00        86.9442                 NaN            NaN            NaN            NaN   4.11861                 NaN            NaN   1.74061        6.85737       0.339223                 NaN            NaN
  1253.13        2500.00        98.8718                 NaN            NaN            NaN            NaN  0.280050                 NaN            NaN  0.501545E-001  0.757110       0.409090E-001            NaN            NaN
  1250.63        2500.00        97.5084                 NaN            NaN            NaN            NaN  0.839357                 NaN            NaN  0.402486        1.21012       0.396760E-001            NaN            NaN
  1248.12        2500.00        91.0193                 NaN            NaN            NaN            NaN   3.18534                 NaN            NaN   1.12202        4.51780       0.155524                 NaN            NaN
  1245.61        2500.00        92.5626                 NaN            NaN            NaN            NaN   1.73279                 NaN            NaN  0.902079        4.53328       0.269265                 NaN            NaN
  1243.11        2500.00        97.5545                 NaN            NaN            NaN            NaN   1.41794                 NaN            NaN  0.378541       0.643119       0.590484E-002            NaN            NaN
  1240.60        2500.00        95.8172                 NaN            NaN            NaN            NaN   1.42224                 NaN            NaN  0.524030        2.19436       0.421188E-001            NaN            NaN
  1238.10        2500.00        95.7491                 NaN            NaN            NaN            NaN   1.35062                 NaN            NaN  0.533234        2.26927       0.978197E-001            NaN            NaN
  1235.59        2500.00        96.0436                 NaN            NaN            NaN            NaN   1.24010                 NaN            NaN  0.491853        2.13260       0.918094E-001            NaN            NaN
  1233.08        2500.00        96.7535                 NaN            NaN            NaN            NaN   1.31203                 NaN            NaN  0.543045        1.31660       0.748555E-001            NaN            NaN
  1230.58        2500.00        60.1540                 NaN            NaN            NaN            NaN   1.21665       0.771725        2.87428        3.10554        18.9688       0.564631        12.3443                 NaN
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN   5.19437        11.8437                 NaN   8.45237        42.6771       0.961952        30.8705                 NaN
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN  0.268122        12.9803       0.121575E-005   8.23341        43.5147        1.03384        30.7046        3.26507     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN   4.76756        12.2361                 NaN   8.43744        42.7343       0.965791        30.8588                 NaN
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN  0.268124        13.0016                 NaN   8.24833        43.4967        1.03182        30.7053        3.24808     
  1218.05        2500.00                 NaN            NaN            NaN   4.84801                 NaN   9.64452       0.461923E-004            NaN   8.14836        43.9664        1.30188        32.0908                 NaN
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN  0.268122        13.0293       0.125992E-005   8.27222        43.4668        1.02717        30.7067        3.22963     
  1213.03        2500.00                 NaN            NaN            NaN   4.84801                 NaN   9.64452       0.415998E-004            NaN   8.14836        43.9664        1.30188        32.0908                 NaN
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN   4.77104        12.1783       0.129262E-005   8.47757        42.7729       0.958073        30.8421                 NaN
  1208.02        2500.00                 NaN            NaN            NaN   4.84801                 NaN   9.64452       0.378035E-004            NaN   8.14836        43.9664        1.30188        32.0908                 NaN
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN  0.268122        13.0616       0.169014E-005   8.30150        43.4297        1.02257        30.7087        3.20781     
  1203.01        2500.00                 NaN            NaN            NaN   4.84801                 NaN   9.64452       0.349471E-004            NaN   8.14836        43.9664        1.30188        32.0908                 NaN
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN  0.268122        13.0764       0.180480E-005   8.31542        43.4117        1.01956        30.7096        3.19920     
  1197.99        2500.00                 NaN            NaN            NaN   4.84802                 NaN   9.64453       0.305568E-004            NaN   8.14836        43.9664        1.30188        32.0908                 NaN
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN  0.268125        13.0909                 NaN   8.32938        43.3937        1.01650        30.7105        3.19101     
  1192.98        2500.00                 NaN            NaN            NaN   4.84802                 NaN   9.64453       0.279948E-004            NaN   8.14836        43.9664        1.30188        32.0908                 NaN
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN   4.68643        12.2908                 NaN   8.53765        42.6981       0.942676        30.8444                 NaN
  1187.97        2500.00                 NaN            NaN            NaN   4.84802                 NaN   9.64453       0.246815E-004            NaN   8.14836        43.9664        1.30188        32.0908                 NaN
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN   4.71905        12.2922                 NaN   8.55479        42.6550       0.931223        30.8477                 NaN
  1182.96        2500.00                 NaN            NaN            NaN   4.84802                 NaN   9.64453       0.226962E-004            NaN   8.14836        43.9664        1.30188        32.0908                 NaN
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN   2.27235        14.9988                 NaN   8.74753        42.2156       0.867135        30.8986                 NaN
  1177.94        2500.00                 NaN            NaN            NaN   4.84802                 NaN   9.64453       0.175187E-004            NaN   8.14836        43.9664        1.30188        32.0908                 NaN
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN   10.0081        7.14467                 NaN   8.62442        42.4264       0.914002        30.8824                 NaN
  1172.93        2500.00                 NaN            NaN            NaN   4.84802                 NaN   9.64453       0.167585E-004            NaN   8.14836        43.9664        1.30188        32.0908                 NaN
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN   1.71630        15.5563                 NaN   8.76872        42.1951       0.865250        30.8984                 NaN
  1167.92        2500.00                 NaN            NaN            NaN   4.84802                 NaN   9.64453       0.169874E-004            NaN   8.14836        43.9664        1.30188        32.0908                 NaN
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN   2.93762        14.3582                 NaN   8.78183        42.1633       0.856497        30.9026                 NaN
  1162.91        2500.00                 NaN            NaN            NaN   4.84802                 NaN   9.64453       0.133775E-004            NaN   8.14836        43.9664        1.30188        32.0908                 NaN
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN   9.82674        7.37539                 NaN   8.67416        42.3465       0.892025        30.8851                 NaN
  1157.89        2500.00                 NaN            NaN            NaN   4.84802                 NaN   9.64453       0.143576E-004            NaN   8.14836        43.9664        1.30188        32.0908                 NaN
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN   12.6426        4.67812                 NaN   8.81682        42.1094       0.846562        30.9065                 NaN
  1152.88        2500.00                 NaN            NaN            NaN   4.84803                 NaN   9.64454       0.284601E-005            NaN   8.14836        43.9664        1.30188        32.0908                 NaN
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN   9.99043        7.22416                 NaN   8.69859        42.3137       0.885583        30.8875                 NaN
  1147.87        2500.00                 NaN            NaN            NaN   4.84802                 NaN   9.64453       0.131383E-004            NaN   8.14836        43.9664        1.30188        32.0908                 NaN
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN   10.0419        7.19876       0.269892E-005   8.72431        42.2588       0.880267        30.8959                 NaN
  1142.86        2500.00                 NaN            NaN            NaN   4.84802                 NaN   9.64453       0.111497E-004            NaN   8.14836        43.9664        1.30188        32.0908                 NaN
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN   1.84239        15.4990                 NaN   8.84822        42.0637       0.837170        30.9096                 NaN
  1137.84        2500.00                 NaN            NaN            NaN   4.84803                 NaN   9.64453       0.942948E-005            NaN   8.14836        43.9664        1.30188        32.0908                 NaN
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN   2.64117        14.7049                 NaN   8.85472        42.0538       0.834935        30.9105                 NaN
  1132.83        2500.00                 NaN            NaN            NaN   4.84803                 NaN   9.64453       0.872035E-005            NaN   8.14836        43.9664        1.30188        32.0908                 NaN
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN   12.9256        4.45630                 NaN   8.88514        41.9949       0.821535        30.9165                 NaN
  1127.82        2500.00                 NaN            NaN            NaN   4.84803                 NaN   9.64454       0.797209E-005            NaN   8.14836        43.9664        1.30188        32.0908                 NaN
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN   10.6652        6.65711       0.917924E-005   8.73715        42.1586       0.871909        30.9100                 NaN
  1122.81        2500.00                 NaN            NaN            NaN   4.84803                 NaN   9.64454       0.753426E-005            NaN   8.14836        43.9664        1.30188        32.0908                 NaN
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN   2.64368        14.7422                 NaN   8.89540        41.9824       0.819193        30.9171                 NaN
  1117.79        2500.00                 NaN            NaN            NaN   4.84803                 NaN   9.64454       0.741275E-005            NaN   8.14836        43.9664        1.30188        32.0908                 NaN
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN   4.63980        12.4887                 NaN   8.73892        42.4022       0.875008        30.8554                 NaN
  1112.78        2500.00                 NaN            NaN            NaN   4.84803                 NaN   9.64454       0.690343E-005            NaN   8.14836        43.9664        1.30188        32.0908                 NaN
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN   10.7612        6.61483       0.124612E-004   8.78867        42.0690       0.847968        30.9183                 NaN
  1107.77        2500.00                 NaN            NaN            NaN   4.84803                 NaN   9.64454       0.645517E-005            NaN   8.14836        43.9664        1.30188        32.0908                 NaN
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN   3.03105        14.3931                 NaN   8.93385        41.9145       0.803840        30.9237                 NaN
  1102.76        2500.00                 NaN            NaN            NaN   4.84803                 NaN   9.64454       0.550219E-005            NaN   8.14836        43.9664        1.30188        32.0908                 NaN
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN   10.6204        6.76523                 NaN   8.82077        42.0403       0.833467        30.9198                 NaN
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN   12.6054        4.90993                 NaN   8.85286        41.8786       0.804853        30.9483                 NaN
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN   10.7094        6.71816                 NaN   8.83209        41.9828       0.830214        30.9274                 NaN
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN   12.2820        5.16690                 NaN   8.85657        41.9399       0.815096        30.9396                 NaN
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN   3.47823        13.8688                 NaN   8.80381        42.0933       0.837527        30.9183                 NaN
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN   12.1721        5.33028                 NaN   8.88208        41.8734       0.797123        30.9450                 NaN
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN   3.76434        13.6192                 NaN   8.80908        42.0419       0.836479        30.9290                 NaN
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN   12.2182        5.26600                 NaN   8.86436        41.8971       0.808833        30.9455                 NaN
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN   4.99042        12.1942                 NaN   8.73220        42.3036       0.889211        30.8903                 NaN
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN   11.9378        5.58248                 NaN   8.88999        41.8439       0.794875        30.9509                 NaN
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN   11.9171        5.60699                 NaN   8.89594        41.8368       0.791873        30.9513                 NaN
  1072.68        2500.00                 NaN            NaN            NaN   4.84803                 NaN   9.64454       0.284593E-005            NaN   8.14836        43.9664        1.30188        32.0908                 NaN
  1070.18        2500.00                 NaN            NaN            NaN   4.84803                 NaN   9.64454       0.284598E-005            NaN   8.14836        43.9664        1.30188        32.0908                 NaN
  1067.67        2500.00                 NaN            NaN            NaN   4.84803                 NaN   9.64454       0.284605E-005            NaN   8.14836        43.9664        1.30188        32.0908                 NaN
  1065.16        2500.00                 NaN            NaN            NaN   4.84803                 NaN   9.64454       0.284600E-005            NaN   8.14836        43.9664        1.30188        32.0908                 NaN
  1062.66        2500.00                 NaN            NaN            NaN   4.84803                 NaN   9.64454       0.284598E-005            NaN   8.14836        43.9664        1.30188        32.0908                 NaN
  1060.15        2500.00                 NaN            NaN            NaN   4.84803                 NaN   9.64454       0.284592E-005            NaN   8.14836        43.9664        1.30188        32.0908                 NaN
  1057.64        2500.00                 NaN            NaN            NaN   4.84803                 NaN   9.64454       0.284604E-005            NaN   8.14836        43.9664        1.30188        32.0908                 NaN
  1055.14        2500.00                 NaN            NaN            NaN   4.84803                 NaN   9.64454       0.284608E-005            NaN   8.14836        43.9664        1.30188        32.0908                 NaN
  1052.63        2500.00                 NaN            NaN            NaN   4.84803                 NaN   9.64454       0.284598E-005            NaN   8.14836        43.9664        1.30188        32.0908                 NaN
  1050.13        2500.00                 NaN            NaN            NaN   4.84803                 NaN   9.64454       0.284591E-005            NaN   8.14836        43.9664        1.30188        32.0908                 NaN
  1047.62        2500.00                 NaN            NaN            NaN   4.84803                 NaN   9.64454       0.284595E-005            NaN   8.14836        43.9664        1.30188        32.0908                 NaN
  1045.11        2500.00                 NaN            NaN            NaN   4.84803                 NaN   9.64454       0.284601E-005            NaN   8.14836        43.9664        1.30188        32.0908                 NaN
  1042.61        2500.00                 NaN            NaN            NaN   4.84803                 NaN   9.64454       0.284611E-005            NaN   8.14836        43.9664        1.30188        32.0908                 NaN
  1040.10        2500.00                 NaN            NaN            NaN   4.84803                 NaN   9.64454       0.284597E-005            NaN   8.14836        43.9664        1.30188        32.0908                 NaN
  1037.59        2500.00                 NaN            NaN            NaN   4.84803                 NaN   9.64454       0.284597E-005            NaN   8.14836        43.9664        1.30188        32.0908                 NaN
  1035.09        2500.00                 NaN            NaN            NaN   4.84803                 NaN   9.64454       0.284599E-005            NaN   8.14836        43.9664        1.30188        32.0908                 NaN
  1032.58        2500.00                 NaN            NaN            NaN   4.84803                 NaN   9.64454       0.284613E-005            NaN   8.14836        43.9664        1.30188        32.0908                 NaN
  1030.08        2500.00                 NaN            NaN            NaN   4.84803                 NaN   9.64454       0.284584E-005            NaN   8.14836        43.9664        1.30188        32.0908                 NaN
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN   10.9694        6.51210       0.591525E-003   9.02291        41.7750       0.777624        30.9424                 NaN
  1025.06        2500.00                 NaN            NaN            NaN   4.84803                 NaN   9.64454       0.284611E-005            NaN   8.14836        43.9664        1.30188        32.0908                 NaN
  1022.56        2500.00                 NaN            NaN            NaN   4.84803                 NaN   9.64454       0.284602E-005            NaN   8.14836        43.9664        1.30188        32.0908                 NaN
