|6.6.6
Archiving\03_Data\DfracLP/QFM_m3.5/WD94/WD94_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1528.82        500.000        99.0727                 NaN            NaN  0.276447E-001            NaN            NaN  0.899612                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.1136                 NaN            NaN  0.309967E-001            NaN            NaN  0.855407                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.1089                 NaN            NaN  0.214479E-001            NaN            NaN  0.869662                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.8355                 NaN            NaN  0.965928                 NaN            NaN  0.198561                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.5806                 NaN            NaN            NaN            NaN            NaN  0.419379                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.1412                 NaN            NaN            NaN            NaN            NaN  0.858767                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.1529                 NaN            NaN            NaN            NaN            NaN  0.847075                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.1659                 NaN            NaN            NaN            NaN            NaN  0.834122                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1701                 NaN            NaN            NaN            NaN            NaN  0.829919                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.1846                 NaN            NaN            NaN            NaN            NaN  0.815418                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.1903                 NaN            NaN            NaN            NaN            NaN  0.809726                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.1956                 NaN            NaN            NaN            NaN            NaN  0.804353                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.2112                 NaN            NaN            NaN            NaN            NaN  0.788807                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.2156                 NaN            NaN            NaN            NaN            NaN  0.784385                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.2240                 NaN            NaN            NaN            NaN            NaN  0.775992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.2304                 NaN            NaN            NaN            NaN            NaN  0.743421       0.262260E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.0953                 NaN            NaN            NaN            NaN            NaN            NaN  0.904684                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.0994                 NaN            NaN  0.590924E-004            NaN            NaN            NaN  0.900522                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.1035                 NaN            NaN            NaN            NaN            NaN            NaN  0.896548                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.1103                 NaN            NaN            NaN            NaN            NaN            NaN  0.889664                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.1162                 NaN            NaN  0.388698E-004            NaN            NaN  0.677147E-003  0.883082                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.1194                 NaN            NaN            NaN            NaN            NaN  0.199321E-001  0.860673                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.1232                 NaN            NaN            NaN            NaN            NaN  0.128325E-001  0.863960                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.1256                 NaN            NaN            NaN            NaN            NaN            NaN  0.874434                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.1289                 NaN            NaN            NaN            NaN            NaN            NaN  0.871055                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.1326                 NaN            NaN            NaN            NaN            NaN            NaN  0.867369                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.1321                 NaN            NaN            NaN            NaN            NaN            NaN  0.867908                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.1311                 NaN            NaN            NaN            NaN            NaN            NaN  0.868883                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.1339                 NaN            NaN            NaN            NaN            NaN            NaN  0.866058                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.1289                 NaN            NaN            NaN            NaN            NaN            NaN  0.871105                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.1281                 NaN            NaN            NaN            NaN            NaN            NaN  0.871861                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.1201                 NaN            NaN            NaN            NaN            NaN            NaN  0.879870                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.1127                 NaN            NaN            NaN            NaN            NaN            NaN  0.887316                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.1039                 NaN            NaN            NaN            NaN            NaN            NaN  0.896052                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.0868                 NaN            NaN            NaN            NaN            NaN            NaN  0.913186                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        99.0643                 NaN            NaN            NaN            NaN            NaN            NaN  0.935708                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.9852                 NaN            NaN            NaN            NaN            NaN            NaN  0.120268       0.894497                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.6469                 NaN            NaN            NaN            NaN            NaN            NaN   1.07465       0.278495                 NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.6672                 NaN            NaN            NaN            NaN            NaN            NaN   1.05650       0.276323                 NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.6876                 NaN            NaN            NaN            NaN            NaN            NaN  0.274916        1.03746                 NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        98.7041                 NaN            NaN            NaN            NaN            NaN            NaN   1.02545       0.270474                 NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        98.7236                 NaN            NaN            NaN            NaN            NaN            NaN  0.264520        1.01186                 NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        98.7412                 NaN            NaN            NaN            NaN            NaN            NaN  0.260947       0.997826                 NaN            NaN            NaN            NaN            NaN
  1421.05        500.000        98.1056                 NaN            NaN            NaN            NaN            NaN            NaN  0.543565        1.04004                 NaN  0.310765                 NaN            NaN            NaN
  1418.55        500.000        95.9632                 NaN            NaN            NaN            NaN            NaN            NaN   1.49673        1.19177                 NaN   1.34833                 NaN            NaN            NaN
  1416.04        500.000        96.1024                 NaN            NaN            NaN            NaN            NaN            NaN   1.15276        1.44256                 NaN   1.30227                 NaN            NaN            NaN
  1413.53        500.000        96.2323                 NaN            NaN            NaN            NaN            NaN            NaN   1.11628        1.39215                 NaN   1.25927                 NaN            NaN            NaN
  1411.03        500.000        96.3544                 NaN            NaN            NaN            NaN            NaN            NaN   1.34638        1.08070                 NaN   1.21856                 NaN            NaN            NaN
  1408.52        500.000        96.4711                 NaN            NaN            NaN            NaN            NaN            NaN   1.04997        1.29940                 NaN   1.17955                 NaN            NaN            NaN
  1406.02        500.000        96.5827                 NaN            NaN            NaN            NaN            NaN            NaN   1.02073        1.25442                 NaN   1.14212                 NaN            NaN            NaN
  1403.51        500.000        96.6867                 NaN            NaN            NaN            NaN            NaN            NaN  0.991440        1.21461                 NaN   1.10722                 NaN            NaN            NaN
  1401.00        500.000        96.7837                 NaN            NaN            NaN            NaN            NaN            NaN  0.963835        1.17772                 NaN   1.07472                 NaN            NaN            NaN
  1398.50        500.000        96.8749                 NaN            NaN            NaN            NaN            NaN            NaN  0.938978        1.14268                 NaN   1.04343                 NaN            NaN            NaN
  1395.99        500.000        96.9609                 NaN            NaN            NaN            NaN            NaN            NaN  0.913912        1.11069                 NaN   1.01452                 NaN            NaN            NaN
  1393.48        500.000        97.0478                 NaN            NaN            NaN            NaN            NaN            NaN  0.888271        1.07937                 NaN  0.984571                 NaN            NaN            NaN
  1390.98        500.000        97.1229                 NaN            NaN            NaN            NaN            NaN            NaN   1.05133       0.866857                 NaN  0.958928                 NaN            NaN            NaN
  1388.47        500.000        97.1994                 NaN            NaN            NaN            NaN            NaN            NaN   1.02371       0.844259                 NaN  0.932630                 NaN            NaN            NaN
  1385.96        500.000        97.2673                 NaN            NaN            NaN            NaN            NaN            NaN  0.825000       0.998828                 NaN  0.908915                 NaN            NaN            NaN
  1383.46        500.000        97.3337                 NaN            NaN            NaN            NaN            NaN            NaN  0.805221       0.975299                 NaN  0.885777                 NaN            NaN            NaN
  1380.95        500.000        97.4026                 NaN            NaN            NaN            NaN            NaN            NaN  0.951631       0.783764                 NaN  0.861964                 NaN            NaN            NaN
  1378.45        500.000        97.4577                 NaN            NaN            NaN            NaN            NaN            NaN  0.768377       0.931639                 NaN  0.842291                 NaN            NaN            NaN
  1375.94        500.000        97.5233                 NaN            NaN            NaN            NaN            NaN            NaN  0.911276       0.745661                 NaN  0.819730                 NaN            NaN            NaN
  1373.43        500.000        97.5763                 NaN            NaN            NaN            NaN            NaN            NaN  0.739146       0.884086                 NaN  0.800425                 NaN            NaN            NaN
  1370.93        500.000        97.6235                 NaN            NaN            NaN            NaN            NaN            NaN  0.860188       0.733540                 NaN  0.782785                 NaN            NaN            NaN
  1368.42        500.000        97.6710                 NaN            NaN            NaN            NaN            NaN            NaN  0.860641       0.701215                 NaN  0.767126                 NaN            NaN            NaN
  1365.91        500.000        97.7275                 NaN            NaN  0.285972E-003            NaN            NaN            NaN  0.841947       0.683745                 NaN  0.746539                 NaN            NaN            NaN
  1363.41        500.000        97.7751                 NaN            NaN  0.332382E-001            NaN            NaN            NaN  0.668205       0.787702                 NaN  0.735802                 NaN            NaN            NaN
  1360.90        500.000        97.7973                 NaN            NaN  0.327262                 NaN            NaN            NaN   1.08810                 NaN            NaN  0.787308                 NaN            NaN            NaN
  1358.40        500.000        97.8494                 NaN            NaN  0.336202                 NaN            NaN            NaN   1.04521                 NaN            NaN  0.769234                 NaN            NaN            NaN
  1355.89        500.000        97.9013                 NaN            NaN  0.341720                 NaN            NaN            NaN   1.00559                 NaN            NaN  0.751419                 NaN            NaN            NaN
  1353.38        500.000        97.9525                 NaN            NaN  0.338091                 NaN            NaN            NaN  0.977016                 NaN            NaN  0.732428                 NaN            NaN            NaN
  1350.88        500.000        98.0003                 NaN            NaN  0.338756                 NaN            NaN            NaN  0.945905                 NaN            NaN  0.715071                 NaN            NaN            NaN
  1348.37        500.000        98.0476                 NaN            NaN  0.333423                 NaN            NaN            NaN  0.922370                 NaN            NaN  0.696639                 NaN            NaN            NaN
  1345.86        500.000        98.0855                 NaN            NaN  0.322373                 NaN            NaN            NaN  0.910031                 NaN            NaN  0.682090                 NaN            NaN            NaN
  1343.36        500.000        98.1430                 NaN            NaN  0.324415                 NaN            NaN            NaN  0.872649                 NaN            NaN  0.659952                 NaN            NaN            NaN
  1340.85        500.000        98.1784                 NaN            NaN  0.322894                 NaN            NaN            NaN  0.851820                 NaN            NaN  0.646867                 NaN            NaN            NaN
  1338.35        500.000        98.2127                 NaN            NaN  0.317439                 NaN            NaN            NaN  0.837090                 NaN            NaN  0.632805                 NaN            NaN            NaN
  1335.84        500.000        98.2517                 NaN            NaN  0.312908                 NaN            NaN            NaN  0.818161                 NaN            NaN  0.617231                 NaN            NaN            NaN
  1333.33        500.000        98.2992                 NaN            NaN  0.305553                 NaN            NaN            NaN  0.796076                 NaN            NaN  0.599158                 NaN            NaN            NaN
  1330.83        500.000        97.7657                 NaN            NaN  0.487036                 NaN            NaN            NaN  0.900394                 NaN            NaN  0.846873                 NaN            NaN            NaN
  1328.32        500.000        98.9340                 NaN            NaN  0.150664                 NaN            NaN            NaN  0.600127                 NaN            NaN  0.315255                 NaN            NaN            NaN
  1325.81        500.000        98.4074                 NaN            NaN  0.287979                 NaN            NaN            NaN  0.748391                 NaN            NaN  0.556221                 NaN            NaN            NaN
  1323.31        500.000        98.4405                 NaN            NaN  0.281624                 NaN            NaN            NaN  0.735250                 NaN            NaN  0.542637                 NaN            NaN            NaN
  1320.80        500.000        98.4690                 NaN            NaN  0.277084                 NaN            NaN            NaN  0.723059                 NaN            NaN  0.530889                 NaN            NaN            NaN
  1318.30        500.000        98.5519                 NaN            NaN  0.517318                 NaN            NaN            NaN  0.247914                 NaN            NaN  0.682886                 NaN            NaN            NaN
  1315.79        500.000        98.5758                 NaN            NaN  0.165449                 NaN            NaN            NaN  0.833096                 NaN            NaN  0.425622                 NaN            NaN            NaN
  1313.28        500.000        98.3616                 NaN            NaN  0.157996                 NaN            NaN            NaN   1.04942                 NaN            NaN  0.430951                 NaN            NaN            NaN
  1310.78        500.000        84.5097        12.8892                 NaN  0.544461                 NaN            NaN            NaN   1.03993                 NaN            NaN   1.01673                 NaN            NaN            NaN
  1308.27        500.000        99.6980                 NaN            NaN  0.166927                 NaN            NaN            NaN            NaN            NaN            NaN  0.135045                 NaN            NaN            NaN
  1305.76        500.000        98.9169                 NaN            NaN  0.160891E-001            NaN            NaN            NaN  0.855541                 NaN            NaN  0.211503                 NaN            NaN            NaN
  1303.26        500.000        98.6943                 NaN            NaN  0.228280                 NaN            NaN            NaN  0.637072                 NaN            NaN  0.440369                 NaN            NaN            NaN
  1300.75        500.000        98.5073                 NaN            NaN  0.382982                 NaN            NaN            NaN  0.472556                 NaN            NaN  0.637180                 NaN            NaN            NaN
  1298.25        500.000        99.2681                 NaN            NaN  0.426826E-001            NaN            NaN            NaN  0.535568                 NaN            NaN  0.153608                 NaN            NaN            NaN
  1295.74        500.000        99.4991                 NaN            NaN  0.104563                 NaN            NaN            NaN  0.914077E-001            NaN            NaN  0.304963                 NaN            NaN            NaN
  1293.23        500.000        98.0451                 NaN            NaN  0.413133                 NaN            NaN            NaN  0.925517                 NaN            NaN  0.616298                 NaN            NaN            NaN
  1290.73        500.000        98.7284                 NaN            NaN  0.131128                 NaN            NaN            NaN  0.853487                 NaN            NaN  0.287024                 NaN            NaN            NaN
  1288.22        500.000        99.1936                 NaN            NaN  0.143168                 NaN            NaN            NaN  0.340941                 NaN            NaN  0.322244                 NaN            NaN            NaN
  1285.71        500.000        98.5098                 NaN            NaN  0.235982                 NaN            NaN            NaN  0.827935                 NaN            NaN  0.426246                 NaN            NaN            NaN
  1283.21        500.000        98.8300                 NaN            NaN  0.194857                 NaN            NaN            NaN  0.583998                 NaN            NaN  0.391102                 NaN            NaN            NaN
  1280.70        500.000        98.9847                 NaN            NaN  0.152814                 NaN            NaN            NaN  0.547170                 NaN            NaN  0.315364                 NaN            NaN            NaN
  1278.20        500.000        98.9447                 NaN            NaN  0.165958                 NaN            NaN            NaN  0.550095                 NaN            NaN  0.339273                 NaN            NaN            NaN
  1275.69        500.000        98.9662                 NaN            NaN  0.159014                 NaN            NaN            NaN  0.543871                 NaN            NaN  0.330865                 NaN            NaN            NaN
  1273.18        500.000        98.9893                 NaN            NaN  0.155175                 NaN            NaN            NaN  0.533276                 NaN            NaN  0.322230                 NaN            NaN            NaN
  1270.68        500.000        99.0133                 NaN            NaN  0.144148                 NaN            NaN            NaN  0.530238                 NaN            NaN  0.312363                 NaN            NaN            NaN
  1268.17        500.000        99.0327                 NaN            NaN  0.139929                 NaN            NaN            NaN  0.522146                 NaN            NaN  0.305193                 NaN            NaN            NaN
  1265.66        500.000        99.0530                 NaN            NaN  0.134246                 NaN            NaN            NaN  0.515360                 NaN            NaN  0.297421                 NaN            NaN            NaN
  1263.16        500.000        99.0745                 NaN            NaN  0.127440                 NaN            NaN            NaN  0.508736                 NaN            NaN  0.289326                 NaN            NaN            NaN
  1260.65        500.000        99.0914                 NaN            NaN  0.121587                 NaN            NaN            NaN  0.504534                 NaN            NaN  0.282475                 NaN            NaN            NaN
  1258.15        500.000        99.1125                 NaN            NaN  0.114394                 NaN            NaN            NaN  0.498269                 NaN            NaN  0.274872                 NaN            NaN            NaN
  1255.64        500.000        99.3826                 NaN            NaN  0.377841E-001            NaN            NaN            NaN  0.277804                 NaN            NaN  0.301798                 NaN            NaN            NaN
  1253.13        500.000        98.8961                 NaN            NaN  0.154773                 NaN            NaN            NaN  0.721994                 NaN            NaN  0.227118                 NaN            NaN            NaN
  1250.63        500.000        99.1642                 NaN            NaN  0.966342E-001            NaN            NaN            NaN  0.483339                 NaN            NaN  0.255798                 NaN            NaN            NaN
  1248.12        500.000        99.1813                 NaN            NaN  0.870769E-001            NaN            NaN            NaN  0.482416                 NaN            NaN  0.249232                 NaN            NaN            NaN
  1245.61        500.000        99.1846                 NaN            NaN  0.785361E-001            NaN            NaN            NaN  0.480594                 NaN            NaN  0.247990       0.832573E-002            NaN            NaN
  1243.11        500.000        95.6168                 NaN            NaN  0.102906                 NaN            NaN            NaN   1.06879                 NaN            NaN  0.590086       0.707014E-001   2.55072                 NaN
  1240.60        500.000        95.7305                 NaN            NaN  0.911306E-001            NaN            NaN            NaN   1.03808                 NaN            NaN  0.566811       0.667580E-001   2.50676                 NaN
  1238.10        500.000        95.9746                 NaN            NaN  0.719039E-001            NaN            NaN            NaN   1.00236                 NaN            NaN  0.531692       0.607882E-001   2.35867                 NaN
  1235.59        500.000        96.2128                 NaN            NaN  0.566730E-001            NaN            NaN            NaN  0.957003                 NaN            NaN  0.498268       0.552663E-001   2.21995                 NaN
  1233.08        500.000        96.4177                 NaN            NaN  0.373706E-001            NaN            NaN            NaN  0.928567                 NaN            NaN  0.469115       0.500632E-001   2.09715                 NaN
  1230.58        500.000        96.6102                 NaN            NaN  0.237876E-001            NaN            NaN            NaN  0.895227                 NaN            NaN  0.441499       0.455066E-001   1.98373                 NaN
  1228.07        500.000        96.7815                 NaN            NaN  0.394310E-002            NaN            NaN            NaN  0.876311                 NaN            NaN  0.416935       0.409985E-001   1.88035                 NaN
  1225.56        500.000        96.9475                 NaN            NaN  0.372067E-005            NaN            NaN            NaN  0.836753                 NaN            NaN  0.394240       0.371611E-001   1.78431                 NaN
  1223.06        500.000        97.1112                 NaN            NaN  0.101730E-005            NaN            NaN            NaN  0.791180                 NaN            NaN  0.372576       0.336549E-001   1.69140                 NaN
  1220.55        500.000        97.2593                 NaN            NaN            NaN            NaN            NaN            NaN  0.749847                 NaN            NaN  0.351359       0.307501E-001   1.60869                 NaN
  1218.05        500.000        97.4023                 NaN            NaN            NaN            NaN            NaN            NaN  0.709115                 NaN            NaN  0.330329       0.283581E-001   1.52991                 NaN
  1215.54        500.000        94.3213                 NaN            NaN            NaN            NaN            NaN            NaN   1.02498                 NaN            NaN  0.571846       0.377816E-001   2.67228        1.37181     
  1213.03        500.000        65.1197                 NaN            NaN            NaN            NaN            NaN            NaN   4.20970                 NaN            NaN   2.90657       0.136701        13.5803        14.0470     
  1210.53        500.000        74.8629                 NaN            NaN  0.197172                 NaN            NaN            NaN   2.62641                 NaN            NaN   2.05420       0.104653        9.90158        10.2531     
  1208.02        500.000        73.4251                 NaN            NaN  0.959138E-001            NaN            NaN            NaN   1.04487        2.11980                 NaN   2.20964       0.976501E-001   10.3186        10.6884     
  1205.51        500.000        66.3655                 NaN            NaN            NaN            NaN            NaN            NaN   3.92971                 NaN            NaN   2.82174       0.112331        12.8221        13.9485     
  1203.01        500.000        88.7565                 NaN            NaN            NaN            NaN            NaN            NaN   1.33417                 NaN            NaN  0.902646       0.397091E-001   4.69700        4.26993     
  1200.50        500.000        83.1268                 NaN            NaN            NaN            NaN            NaN            NaN   1.98128                 NaN            NaN   1.34971       0.622703E-001   6.93092        6.54899     
  1197.99        500.000        84.7466                 NaN            NaN            NaN            NaN            NaN            NaN  0.337855        1.44064                 NaN   1.17377       0.548745E-001   5.93206        6.31418     
  1195.49        500.000        89.9922                 NaN            NaN            NaN            NaN            NaN            NaN   1.31597       0.502748E-004            NaN  0.846500       0.249578E-001   3.99794        3.82242     
  1192.98        500.000        63.7000                 NaN            NaN            NaN            NaN            NaN            NaN   2.97235       0.718720                 NaN   2.80807       0.124364        14.3970        15.2795     
  1190.48        500.000        76.0114                 NaN            NaN            NaN            NaN            NaN            NaN  0.370313        1.78997                 NaN   1.69233       0.650781E-001   11.1041        8.96684     
  1187.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.72040        5.72488                 NaN   7.06114       0.325401        43.0619        41.1063     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.65134        5.79591                 NaN   7.06416       0.324755        43.0555        41.1083     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.31768        3.10557                 NaN   7.05511       0.329860        43.0863        41.1055     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.46541                 NaN            NaN   7.08245       0.321305        43.0168        41.1141     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.45096        6.00297                 NaN   7.07339       0.322688        43.0353        41.1147     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.36929        6.08689                 NaN   7.07667       0.321972        43.0284        41.1168     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.75902        2.69931                 NaN   7.08793       0.322797        43.0105        41.1205     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.04645        6.41623                 NaN   7.08426       0.320384        43.0111        41.1216     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.71423        2.75096                 NaN   7.08666       0.321229        42.9999        41.1270     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.68161        2.78279                 NaN   7.08704       0.321937        42.9980        41.1286     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.58549        6.88732                 NaN   7.09588       0.317600        42.9844        41.1293     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.49113                 NaN            NaN   7.11216       0.312832        42.9512        41.1327     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.63207        2.83732                 NaN   7.09984       0.319335        42.9782        41.1332     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.67415        2.79720                 NaN   7.10038       0.318662        42.9736        41.1360     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.53766        2.93059                 NaN   7.09705       0.319711        42.9765        41.1385     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.50017                 NaN            NaN   7.13389       0.309841        42.9156        41.1405     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.56511        2.90168                 NaN   7.10097       0.318943        42.9737        41.1396     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.37813        3.10036                 NaN   7.10515       0.317116        42.9528        41.1465     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.51597                 NaN            NaN   7.14037       0.305649        42.8893        41.1487     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.51480        2.95841                 NaN   7.11098       0.316771        42.9533        41.1458     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.47151        3.00333                 NaN   7.11332       0.316217        42.9478        41.1478     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.408330        8.11594                 NaN   7.14860       0.303583        42.8687        41.1548     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.51157                 NaN            NaN   7.14081       0.306625        42.8874        41.1536     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.51804                 NaN            NaN   7.14634       0.304327        42.8774        41.1539     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.07248        7.44843                 NaN   7.15032       0.303792        42.8668        41.1582     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.74755        2.51700        4.24092        7.14456       0.308416        42.8798        41.1618     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.43823        4.06029                 NaN   7.15639       0.309481        42.8740        41.1616     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.32637        6.21721                 NaN   7.16829       0.297732        42.8229        41.1675     
  1117.79        500.000                 NaN            NaN            NaN  0.535752                 NaN            NaN            NaN   7.53625                 NaN            NaN   7.00801       0.354880        43.1836        41.3815     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.52718        5.00313                 NaN   7.16756       0.298246        42.8368        41.1671     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.01259        4.49948                 NaN   7.16988       0.305974        42.8420        41.1701     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.54473       0.111982E-005            NaN   7.19864       0.298734        42.7787        41.1792     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.07703        2.45068                 NaN   7.16949       0.304863        42.8171        41.1809     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.89937        3.64708                 NaN   7.18589       0.297679        42.7878        41.1822     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.57461                 NaN            NaN   7.20235       0.289288        42.7457        41.1880     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.58050                 NaN            NaN   7.20801       0.287656        42.7331        41.1907     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.56957                 NaN            NaN   7.20183       0.290304        42.7482        41.1901     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.58765                 NaN            NaN   7.21524       0.285648        42.7160        41.1955     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.59326                 NaN            NaN   7.22065       0.284100        42.7038        41.1982     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.59453                 NaN            NaN   7.22194       0.283800        42.6995        41.2003     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.67540        5.91988                 NaN   7.22711       0.282334        42.6965        41.1988     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.59858                 NaN            NaN   7.23467       0.282182        42.6816        41.2030     
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.651065        7.95860                 NaN   7.23734       0.279497        42.6656        41.2079     
  1080.20        500.000                 NaN            NaN            NaN  0.520485                 NaN            NaN            NaN   7.70397       0.256594E-004            NaN   7.13083       0.319475        42.8995        41.4257     
  1077.69        500.000                 NaN            NaN            NaN  0.784878                 NaN            NaN            NaN   7.25661       0.826399E-006            NaN   7.07626       0.336499        43.0056        41.5402     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.75136        6.87129                 NaN   7.24806       0.276023        42.6394        41.2138     
  1072.68        500.000                 NaN            NaN            NaN   1.58808                 NaN            NaN            NaN   5.78618       0.583670E-004            NaN   6.86477       0.411626        43.4833        41.8660     
  1070.18        500.000                 NaN            NaN            NaN   1.08701                 NaN            NaN            NaN   6.72825                 NaN            NaN   7.01121       0.359755        43.1424        41.6713     
  1067.67        500.000                 NaN            NaN            NaN   1.14933                 NaN            NaN            NaN   6.62011                 NaN            NaN   6.99845       0.364402        43.1682        41.6995     
  1065.16        500.000                 NaN            NaN            NaN   1.58634                 NaN            NaN            NaN   5.76258       0.256114E-001            NaN   6.86506       0.411408        43.4785        41.8705     
