|6.6.6
Archiving\03_Data\DfracLP/QFM_m3.5/WD94/WD94_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1526.32        500.000        98.9761                 NaN            NaN  0.376942E-001            NaN            NaN  0.986231                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.9706                 NaN            NaN  0.261037E-001            NaN            NaN   1.00327                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.5843                 NaN            NaN   1.18632                 NaN            NaN  0.229330                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.5145                 NaN            NaN            NaN            NaN            NaN  0.485467                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.0061                 NaN            NaN            NaN            NaN            NaN  0.993942                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.0192                 NaN            NaN            NaN            NaN            NaN  0.980759                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.0335                 NaN            NaN            NaN            NaN            NaN  0.966499                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.0378                 NaN            NaN            NaN            NaN            NaN  0.962198                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.0539                 NaN            NaN            NaN            NaN            NaN  0.946109                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.0598                 NaN            NaN            NaN            NaN            NaN  0.940159                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.0656                 NaN            NaN            NaN            NaN            NaN  0.934443                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.0833                 NaN            NaN            NaN            NaN            NaN  0.916742                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.0877                 NaN            NaN            NaN            NaN            NaN  0.912278                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.0969                 NaN            NaN            NaN            NaN            NaN  0.903144                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.1039                 NaN            NaN            NaN            NaN            NaN  0.865702       0.304391E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        98.9491                 NaN            NaN            NaN            NaN            NaN            NaN   1.05085                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        98.9531                 NaN            NaN  0.732718E-004            NaN            NaN            NaN   1.04688                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        98.9570                 NaN            NaN            NaN            NaN            NaN            NaN   1.04301                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        98.9642                 NaN            NaN            NaN            NaN            NaN            NaN   1.03578                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        98.9702                 NaN            NaN  0.484198E-004            NaN            NaN  0.791660E-003   1.02896                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.9729                 NaN            NaN            NaN            NaN            NaN  0.233164E-001   1.00378                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.9764                 NaN            NaN            NaN            NaN            NaN  0.150299E-001   1.00861                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.9784                 NaN            NaN            NaN            NaN            NaN            NaN   1.02162                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.9814                 NaN            NaN            NaN            NaN            NaN            NaN   1.01864                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.9849                 NaN            NaN            NaN            NaN            NaN            NaN   1.01506                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.9834                 NaN            NaN            NaN            NaN            NaN            NaN   1.01660                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.9814                 NaN            NaN            NaN            NaN            NaN            NaN   1.01865                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.9840                 NaN            NaN            NaN            NaN            NaN            NaN   1.01599                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.9770                 NaN            NaN            NaN            NaN            NaN            NaN   1.02301                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.9752                 NaN            NaN            NaN            NaN            NaN            NaN   1.02482                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.9650                 NaN            NaN            NaN            NaN            NaN            NaN   1.03497                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.9555                 NaN            NaN            NaN            NaN            NaN            NaN   1.04450                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.9443                 NaN            NaN            NaN            NaN            NaN            NaN   1.05566                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.9233                 NaN            NaN            NaN            NaN            NaN            NaN   1.07668                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.8959                 NaN            NaN            NaN            NaN            NaN            NaN   1.10408                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.8039                 NaN            NaN            NaN            NaN            NaN            NaN  0.140197        1.05591                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.4175                 NaN            NaN            NaN            NaN            NaN            NaN   1.25347       0.329002                 NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.4396                 NaN            NaN            NaN            NaN            NaN            NaN   1.23354       0.326858                 NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.4619                 NaN            NaN            NaN            NaN            NaN            NaN  0.325636        1.21248                 NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        98.4793                 NaN            NaN            NaN            NaN            NaN            NaN   1.19991       0.320806                 NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        98.5002                 NaN            NaN            NaN            NaN            NaN            NaN  0.314190        1.18557                 NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        98.5195                 NaN            NaN            NaN            NaN            NaN            NaN  0.310332        1.17022                 NaN            NaN            NaN            NaN            NaN
  1421.05        500.000        97.8360                 NaN            NaN            NaN            NaN            NaN            NaN  0.647087        1.22082                 NaN  0.296137                 NaN            NaN            NaN
  1418.55        500.000        95.5350                 NaN            NaN            NaN            NaN            NaN            NaN   1.78247        1.39933                 NaN   1.28326                 NaN            NaN            NaN
  1416.04        500.000        95.6817                 NaN            NaN            NaN            NaN            NaN            NaN   1.35641        1.72175                 NaN   1.24017                 NaN            NaN            NaN
  1413.53        500.000        95.8185                 NaN            NaN            NaN            NaN            NaN            NaN   1.31626        1.66529                 NaN   1.19998                 NaN            NaN            NaN
  1411.03        500.000        95.9468                 NaN            NaN            NaN            NaN            NaN            NaN   1.61413        1.27708                 NaN   1.16197                 NaN            NaN            NaN
  1408.52        500.000        96.0693                 NaN            NaN            NaN            NaN            NaN            NaN   1.24379        1.56138                 NaN   1.12556                 NaN            NaN            NaN
  1406.02        500.000        96.1868                 NaN            NaN            NaN            NaN            NaN            NaN   1.21185        1.51067                 NaN   1.09067                 NaN            NaN            NaN
  1403.51        500.000        96.2961                 NaN            NaN            NaN            NaN            NaN            NaN   1.17971        1.46602                 NaN   1.05816                 NaN            NaN            NaN
  1401.00        500.000        96.3978                 NaN            NaN            NaN            NaN            NaN            NaN   1.14959        1.42470                 NaN   1.02794                 NaN            NaN            NaN
  1398.50        500.000        96.4930                 NaN            NaN            NaN            NaN            NaN            NaN   1.12259        1.38554                 NaN  0.998850                 NaN            NaN            NaN
  1395.99        500.000        96.5827                 NaN            NaN            NaN            NaN            NaN            NaN   1.09533        1.34991                 NaN  0.972026                 NaN            NaN            NaN
  1393.48        500.000        96.6737                 NaN            NaN            NaN            NaN            NaN            NaN   1.06724        1.31487                 NaN  0.944192                 NaN            NaN            NaN
  1390.98        500.000        96.7517                 NaN            NaN            NaN            NaN            NaN            NaN   1.28372        1.04410                 NaN  0.920464                 NaN            NaN            NaN
  1388.47        500.000        96.8315                 NaN            NaN            NaN            NaN            NaN            NaN   1.25291        1.01947                 NaN  0.896095                 NaN            NaN            NaN
  1385.96        500.000        96.9016                 NaN            NaN            NaN            NaN            NaN            NaN  0.998823        1.22537                 NaN  0.874184                 NaN            NaN            NaN
  1383.46        500.000        96.9704                 NaN            NaN            NaN            NaN            NaN            NaN  0.977442        1.19934                 NaN  0.852815                 NaN            NaN            NaN
  1380.95        500.000        97.0424                 NaN            NaN            NaN            NaN            NaN            NaN   1.17300       0.953775                 NaN  0.830779                 NaN            NaN            NaN
  1378.45        500.000        97.0984                 NaN            NaN            NaN            NaN            NaN            NaN  0.937677        1.15120                 NaN  0.812704                 NaN            NaN            NaN
  1375.94        500.000        97.1673                 NaN            NaN            NaN            NaN            NaN            NaN   1.12857       0.912299                 NaN  0.791838                 NaN            NaN            NaN
  1373.43        500.000        97.2214                 NaN            NaN            NaN            NaN            NaN            NaN  0.906869        1.09768                 NaN  0.774081                 NaN            NaN            NaN
  1370.93        500.000        97.2688                 NaN            NaN            NaN            NaN            NaN            NaN   1.07064       0.902637                 NaN  0.757915                 NaN            NaN            NaN
  1368.42        500.000        97.3172                 NaN            NaN            NaN            NaN            NaN            NaN   1.07384       0.865347                 NaN  0.743662                 NaN            NaN            NaN
  1365.91        500.000        97.3760                 NaN            NaN  0.403716E-003            NaN            NaN            NaN   1.05299       0.845979                 NaN  0.724618                 NaN            NaN            NaN
  1363.41        500.000        97.4222                 NaN            NaN  0.470987E-001            NaN            NaN            NaN  0.837991       0.977544                 NaN  0.715130                 NaN            NaN            NaN
  1360.90        500.000        97.4161                 NaN            NaN  0.465537                 NaN            NaN            NaN   1.35190                 NaN            NaN  0.766419                 NaN            NaN            NaN
  1358.40        500.000        97.4680                 NaN            NaN  0.480367                 NaN            NaN            NaN   1.30139                 NaN            NaN  0.750286                 NaN            NaN            NaN
  1355.89        500.000        97.5203                 NaN            NaN  0.490392                 NaN            NaN            NaN   1.25488                 NaN            NaN  0.734378                 NaN            NaN            NaN
  1353.38        500.000        97.5729                 NaN            NaN  0.487205                 NaN            NaN            NaN   1.22257                 NaN            NaN  0.717279                 NaN            NaN            NaN
  1350.88        500.000        97.6213                 NaN            NaN  0.490302                 NaN            NaN            NaN   1.18668                 NaN            NaN  0.701730                 NaN            NaN            NaN
  1348.37        500.000        97.6698                 NaN            NaN  0.484648                 NaN            NaN            NaN   1.16046                 NaN            NaN  0.685080                 NaN            NaN            NaN
  1345.86        500.000        97.7088                 NaN            NaN  0.470372                 NaN            NaN            NaN   1.14864                 NaN            NaN  0.672191                 NaN            NaN            NaN
  1343.36        500.000        97.7686                 NaN            NaN  0.475506                 NaN            NaN            NaN   1.10413                 NaN            NaN  0.651777                 NaN            NaN            NaN
  1340.85        500.000        97.8038                 NaN            NaN  0.475216                 NaN            NaN            NaN   1.08077                 NaN            NaN  0.640237                 NaN            NaN            NaN
  1338.35        500.000        97.8376                 NaN            NaN  0.469282                 NaN            NaN            NaN   1.06542                 NaN            NaN  0.627691                 NaN            NaN            NaN
  1335.84        500.000        97.8777                 NaN            NaN  0.464504                 NaN            NaN            NaN   1.04418                 NaN            NaN  0.613605                 NaN            NaN            NaN
  1333.33        500.000        97.9286                 NaN            NaN  0.455320                 NaN            NaN            NaN   1.01912                 NaN            NaN  0.596981                 NaN            NaN            NaN
  1330.83        500.000        97.2729                 NaN            NaN  0.729396                 NaN            NaN            NaN   1.15232                 NaN            NaN  0.845341                 NaN            NaN            NaN
  1328.32        500.000        98.6836                 NaN            NaN  0.226634                 NaN            NaN            NaN  0.773834                 NaN            NaN  0.315941                 NaN            NaN            NaN
  1325.81        500.000        98.0408                 NaN            NaN  0.434366                 NaN            NaN            NaN  0.966781                 NaN            NaN  0.558021                 NaN            NaN            NaN
  1323.31        500.000        98.0751                 NaN            NaN  0.426491                 NaN            NaN            NaN  0.952738                 NaN            NaN  0.545637                 NaN            NaN            NaN
  1320.80        500.000        98.1038                 NaN            NaN  0.421368                 NaN            NaN            NaN  0.939749                 NaN            NaN  0.535049                 NaN            NaN            NaN
  1318.30        500.000        98.2011                 NaN            NaN  0.790378                 NaN            NaN            NaN  0.321003                 NaN            NaN  0.687514                 NaN            NaN            NaN
  1315.79        500.000        98.2257                 NaN            NaN  0.254402                 NaN            NaN            NaN   1.08883                 NaN            NaN  0.431059                 NaN            NaN            NaN
  1313.28        500.000        97.9437                 NaN            NaN  0.242875                 NaN            NaN            NaN   1.37619                 NaN            NaN  0.437223                 NaN            NaN            NaN
  1310.78        500.000        83.9498        12.8099                 NaN  0.840704                 NaN            NaN            NaN   1.36600                 NaN            NaN   1.03356                 NaN            NaN            NaN
  1308.27        500.000        99.6035                 NaN            NaN  0.258505                 NaN            NaN            NaN            NaN            NaN            NaN  0.137990                 NaN            NaN            NaN
  1305.76        500.000        98.6253                 NaN            NaN  0.250332E-001            NaN            NaN            NaN   1.13335                 NaN            NaN  0.216315                 NaN            NaN            NaN
  1303.26        500.000        98.3465                 NaN            NaN  0.356315                 NaN            NaN            NaN  0.846048                 NaN            NaN  0.451156                 NaN            NaN            NaN
  1300.75        500.000        98.1207                 NaN            NaN  0.597654                 NaN            NaN            NaN  0.626440                 NaN            NaN  0.655171                 NaN            NaN            NaN
  1298.25        500.000        99.0585                 NaN            NaN  0.672070E-001            NaN            NaN            NaN  0.716106                 NaN            NaN  0.158218                 NaN            NaN            NaN
  1295.74        500.000        99.3976                 NaN            NaN  0.165253                 NaN            NaN            NaN  0.122459                 NaN            NaN  0.314663                 NaN            NaN            NaN
  1293.23        500.000        97.4782                 NaN            NaN  0.650295                 NaN            NaN            NaN   1.23621                 NaN            NaN  0.635276                 NaN            NaN            NaN
  1290.73        500.000        98.3446                 NaN            NaN  0.208218                 NaN            NaN            NaN   1.14995                 NaN            NaN  0.297215                 NaN            NaN            NaN
  1288.22        500.000        98.9756                 NaN            NaN  0.228510                 NaN            NaN            NaN  0.461108                 NaN            NaN  0.334736                 NaN            NaN            NaN
  1285.71        500.000        98.0584                 NaN            NaN  0.377027                 NaN            NaN            NaN   1.12147                 NaN            NaN  0.443076                 NaN            NaN            NaN
  1283.21        500.000        98.4846                 NaN            NaN  0.312807                 NaN            NaN            NaN  0.794599                 NaN            NaN  0.407957                 NaN            NaN            NaN
  1280.70        500.000        98.6776                 NaN            NaN  0.246075                 NaN            NaN            NaN  0.746542                 NaN            NaN  0.329765                 NaN            NaN            NaN
  1278.20        500.000        98.6238                 NaN            NaN  0.268045                 NaN            NaN            NaN  0.752648                 NaN            NaN  0.355496                 NaN            NaN            NaN
  1275.69        500.000        98.6486                 NaN            NaN  0.257653                 NaN            NaN            NaN  0.746294                 NaN            NaN  0.347454                 NaN            NaN            NaN
  1273.18        500.000        98.6748                 NaN            NaN  0.252217                 NaN            NaN            NaN  0.733853                 NaN            NaN  0.339131                 NaN            NaN            NaN
  1270.68        500.000        98.7037                 NaN            NaN  0.235003                 NaN            NaN            NaN  0.731825                 NaN            NaN  0.329465                 NaN            NaN            NaN
  1268.17        500.000        98.7259                 NaN            NaN  0.228810                 NaN            NaN            NaN  0.722735                 NaN            NaN  0.322595                 NaN            NaN            NaN
  1265.66        500.000        98.7494                 NaN            NaN  0.220163                 NaN            NaN            NaN  0.715344                 NaN            NaN  0.315053                 NaN            NaN            NaN
  1263.16        500.000        98.7751                 NaN            NaN  0.209601                 NaN            NaN            NaN  0.708132                 NaN            NaN  0.307128                 NaN            NaN            NaN
  1260.65        500.000        98.7946                 NaN            NaN  0.200558                 NaN            NaN            NaN  0.704393                 NaN            NaN  0.300482                 NaN            NaN            NaN
  1258.15        500.000        98.8202                 NaN            NaN  0.189207                 NaN            NaN            NaN  0.697547                 NaN            NaN  0.293003                 NaN            NaN            NaN
  1255.64        500.000        99.2240                 NaN            NaN  0.625442E-001            NaN            NaN            NaN  0.391072                 NaN            NaN  0.322429                 NaN            NaN            NaN
  1253.13        500.000        98.4851                 NaN            NaN  0.257079                 NaN            NaN            NaN   1.01510                 NaN            NaN  0.242764                 NaN            NaN            NaN
  1250.63        500.000        98.8822                 NaN            NaN  0.161147                 NaN            NaN            NaN  0.682345                 NaN            NaN  0.274319                 NaN            NaN            NaN
  1248.12        500.000        98.9035                 NaN            NaN  0.145573                 NaN            NaN            NaN  0.683077                 NaN            NaN  0.267807                 NaN            NaN            NaN
  1245.61        500.000        98.9037                 NaN            NaN  0.131633                 NaN            NaN            NaN  0.682312                 NaN            NaN  0.266991       0.153689E-001            NaN            NaN
  1243.11        500.000        94.9941                 NaN            NaN  0.172510                 NaN            NaN            NaN   1.51830                 NaN            NaN  0.634791       0.130412        2.54989                 NaN
  1240.60        500.000        95.1169                 NaN            NaN  0.153397                 NaN            NaN            NaN   1.48114                 NaN            NaN  0.611585       0.123512        2.51350                 NaN
  1238.10        500.000        95.3810                 NaN            NaN  0.121481                 NaN            NaN            NaN   1.43692                 NaN            NaN  0.575466       0.112819        2.37236                 NaN
  1235.59        500.000        95.6421                 NaN            NaN  0.961166E-001            NaN            NaN            NaN   1.37828                 NaN            NaN  0.540940       0.102888        2.23970                 NaN
  1233.08        500.000        95.8662                 NaN            NaN  0.636095E-001            NaN            NaN            NaN   1.34381                 NaN            NaN  0.510799       0.934805E-001   2.12211                 NaN
  1230.58        500.000        96.0776                 NaN            NaN  0.406353E-001            NaN            NaN            NaN   1.30126                 NaN            NaN  0.482124       0.852216E-001   2.01320                 NaN
  1228.07        500.000        96.2661                 NaN            NaN  0.675854E-002            NaN            NaN            NaN   1.27990                 NaN            NaN  0.456585       0.769986E-001   1.91368                 NaN
  1225.56        500.000        96.4488                 NaN            NaN  0.639843E-005            NaN            NaN            NaN   1.22722                 NaN            NaN  0.432931       0.699877E-001   1.82101                 NaN
  1223.06        500.000        96.6301                 NaN            NaN  0.175521E-005            NaN            NaN            NaN   1.16514                 NaN            NaN  0.410262       0.635600E-001   1.73095                 NaN
  1220.55        500.000        96.7950                 NaN            NaN            NaN            NaN            NaN            NaN   1.10804                 NaN            NaN  0.387935       0.582316E-001   1.65075                 NaN
  1218.05        500.000        96.9555                 NaN            NaN            NaN            NaN            NaN            NaN   1.05098                 NaN            NaN  0.365673       0.538446E-001   1.57404                 NaN
  1215.54        500.000        93.6129                 NaN            NaN            NaN            NaN            NaN            NaN   1.51879                 NaN            NaN  0.632590       0.716895E-001   2.74744        1.41654     
  1213.03        500.000        62.8460                 NaN            NaN            NaN            NaN            NaN            NaN   6.06270                 NaN            NaN   3.13016       0.252524        13.5885        14.1202     
  1210.53        500.000        72.9937                 NaN            NaN  0.337095                 NaN            NaN            NaN   3.80507                 NaN            NaN   2.23651       0.195454        10.0130        10.4191     
  1208.02        500.000        71.3883                 NaN            NaN  0.163959                 NaN            NaN            NaN   1.52430        3.06328                 NaN   2.40376       0.182229        10.4223        10.8519     
  1205.51        500.000        64.0958                 NaN            NaN            NaN            NaN            NaN            NaN   5.66550                 NaN            NaN   3.05490       0.208626        12.8820        14.0932     
  1203.01        500.000        87.7012                 NaN            NaN            NaN            NaN            NaN            NaN   1.97286                 NaN            NaN   1.00090       0.755383E-001   4.83098        4.41848     
  1200.50        500.000        81.6854                 NaN            NaN            NaN            NaN            NaN            NaN   2.86479                 NaN            NaN   1.49024       0.117954        7.09407        6.74752     
  1197.99        500.000        83.4292                 NaN            NaN            NaN            NaN            NaN            NaN  0.497197        2.06616                 NaN   1.29927       0.104213        6.08216        6.52183     
  1195.49        500.000        88.9828                 NaN            NaN            NaN            NaN            NaN            NaN   1.93512       0.731729E-004            NaN  0.942685       0.476863E-001   4.11982        3.97182     
  1192.98        500.000        61.4534                 NaN            NaN            NaN            NaN            NaN            NaN   4.23633        1.03906                 NaN   3.05565       0.232194        14.4704        15.5129     
  1190.48        500.000        74.3202                 NaN            NaN            NaN            NaN            NaN            NaN  0.535530        2.62742                 NaN   1.86847       0.123286        11.2886        9.23649     
  1187.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.68490        7.81758                 NaN   7.30189       0.577389        40.9620        39.6563     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.59156        7.91344                 NaN   7.30508       0.576269        40.9570        39.6566     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.20392        4.27438                 NaN   7.29588       0.585359        40.9878        39.6526     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.5230                 NaN            NaN   7.32424       0.570204        40.9232        39.6594     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.32068        8.19269                 NaN   7.31486       0.572676        40.9413        39.6578     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.21022        8.30602                 NaN   7.31832       0.571429        40.9358        39.6582     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.80435        3.71248                 NaN   7.33006       0.572919        40.9200        39.6602     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.77310        8.75045                 NaN   7.32634       0.568661        40.9218        39.6597     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.74456        3.78115                 NaN   7.32887       0.570183        40.9122        39.6631     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.70077        3.82413                 NaN   7.32932       0.571463        40.9114        39.6629     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.14882        9.38700                 NaN   7.33856       0.563791        40.8998        39.6620     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.5557                 NaN            NaN   7.35550       0.555352        40.8696        39.6638     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.63491        3.89683                 NaN   7.34279       0.566918        40.8960        39.6625     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.69235        3.84241                 NaN   7.34340       0.565746        40.8927        39.6634     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.50777        4.02360                 NaN   7.34005       0.567634        40.8967        39.6643     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.5652                 NaN            NaN   7.37837       0.550144        40.8409        39.6654     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.54583        3.98524                 NaN   7.34425       0.566318        40.8963        39.6621     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.29261        4.25245                 NaN   7.34854       0.563090        40.8769        39.6664     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.5858                 NaN            NaN   7.38517       0.542761        40.8186        39.6677     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.47886        4.06028                 NaN   7.35483       0.562534        40.8803        39.6632     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.42058        4.12076                 NaN   7.35732       0.561575        40.8763        39.6635     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.559716        11.0360                 NaN   7.39390       0.539161        40.8025        39.6687     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.5815                 NaN            NaN   7.38598       0.544591        40.8217        39.6662     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.5900                 NaN            NaN   7.39172       0.540529        40.8131        39.6647     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.46990        10.1227                 NaN   7.39596       0.539605        40.8045        39.6674     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.35303        3.41503        5.80731        7.39005       0.547839        40.8177        39.6691     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.02135        5.54680                 NaN   7.40229       0.549750        40.8129        39.6669     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.18552        8.43375                 NaN   7.41471       0.528905        40.7659        39.6713     
  1117.79        500.000                 NaN            NaN            NaN  0.872416                 NaN            NaN            NaN   10.2289                 NaN            NaN   7.25174       0.630691        41.1252        39.8910     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.82663        6.77981                 NaN   7.41416       0.529867        40.7817        39.6679     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.44142        6.14090                 NaN   7.41669       0.543623        40.7879        39.6695     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.6176       0.150874E-005            NaN   7.44647       0.530779        40.7288        39.6764     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.24821        3.35351                 NaN   7.41619       0.541678        40.7651        39.6753     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.63414        4.98865                 NaN   7.43336       0.528945        40.7393        39.6756     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.6555                 NaN            NaN   7.45045       0.514054        40.7004        39.6796     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.6623                 NaN            NaN   7.45637       0.511177        40.6896        39.6805     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.6500                 NaN            NaN   7.45010       0.515907        40.7054        39.6786     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.6708                 NaN            NaN   7.46399       0.507651        40.6755        39.6820     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.6774                 NaN            NaN   7.46966       0.504921        40.6651        39.6829     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.6788                 NaN            NaN   7.47108       0.504410        40.6623        39.6834     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.61805        8.06141                 NaN   7.47660       0.501832        40.6612        39.6809     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.6824                 NaN            NaN   7.48450       0.501583        40.6482        39.6834     
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.878995        10.8173                 NaN   7.48725       0.496826        40.6336        39.6860     
  1080.20        500.000                 NaN            NaN            NaN  0.848205                 NaN            NaN            NaN   10.4201       0.349692E-004            NaN   7.38004       0.568137        40.8735        39.9100     
  1077.69        500.000                 NaN            NaN            NaN   1.27936                 NaN            NaN            NaN   9.78871       0.112557E-005            NaN   7.32493       0.598543        40.9828        40.0257     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.35577        9.35576                 NaN   7.49856       0.490712        40.6122        39.6870     
  1072.68        500.000                 NaN            NaN            NaN   2.59048                 NaN            NaN            NaN   7.73842       0.785650E-004            NaN   7.11063       0.732696        41.4658        40.3619     
  1070.18        500.000                 NaN            NaN            NaN   1.77252                 NaN            NaN            NaN   9.04533                 NaN            NaN   7.25948       0.640136        41.1260        40.1565     
  1067.67        500.000                 NaN            NaN            NaN   1.87432                 NaN            NaN            NaN   8.89300                 NaN            NaN   7.24667       0.648462        41.1537        40.1839     
  1065.16        500.000                 NaN            NaN            NaN   2.58803                 NaN            NaN            NaN   7.70810       0.343877E-001            NaN   7.11113       0.732399        41.4647        40.3613     
  1062.66        500.000                 NaN            NaN            NaN   2.02840                 NaN            NaN            NaN   8.66399                 NaN            NaN   7.22836       0.660583        41.1930        40.2257     
