|6.6.6
Archiving\03_Data\frac/QFM_m0.25/KHA22/KHA22_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       O(HP)          mang           Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1501.25        2500.00        99.1672       0.411611E-001            NaN            NaN            NaN  0.791596                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.1751       0.382010E-001            NaN            NaN            NaN  0.786732                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.1828       0.352942E-001            NaN            NaN            NaN  0.781908                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.1895       0.337831E-001            NaN            NaN            NaN  0.776712                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.1990       0.368059E-001            NaN            NaN            NaN  0.764234                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.2050       0.271580E-001            NaN            NaN            NaN  0.767829                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.2111       0.280427E-001            NaN            NaN            NaN  0.760862                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.2148       0.225815E-001            NaN            NaN            NaN  0.762601                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.2193       0.272418E-001            NaN            NaN            NaN  0.753421                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.2363       0.204339E-001            NaN            NaN            NaN  0.743286                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.2309       0.133792E-001            NaN            NaN            NaN  0.755723                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.2364       0.394988E-002            NaN            NaN            NaN  0.759667                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        99.2195       0.902767E-001            NaN            NaN            NaN  0.524368       0.165835                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        99.0718                 NaN            NaN            NaN            NaN            NaN  0.928170                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        99.0105                 NaN            NaN            NaN            NaN            NaN  0.989450                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.6275                 NaN            NaN            NaN            NaN            NaN  0.730069       0.642385                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.5629       0.298137E-005            NaN            NaN            NaN  0.405434E-001  0.515092       0.881427                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.5790                 NaN            NaN            NaN            NaN  0.829634E-001  0.879037       0.458962                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.6024       0.477396E-001            NaN            NaN            NaN  0.181326       0.897913       0.270667                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.6215       0.628465E-001            NaN            NaN            NaN  0.165846       0.260003       0.889778                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.6368       0.595111E-001            NaN            NaN            NaN  0.158541       0.877681       0.267486                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.6487       0.569531E-001            NaN            NaN            NaN  0.152199       0.868623       0.273536                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.6675       0.522453E-001            NaN            NaN            NaN  0.149204       0.277379       0.853695                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.6812       0.499236E-001            NaN            NaN            NaN  0.136383       0.842056       0.290426                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.7205       0.670288E-001            NaN            NaN            NaN  0.330532       0.881922                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.6809       0.180487E-001            NaN            NaN            NaN            NaN  0.781708       0.519344                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.7208       0.434295E-001            NaN            NaN            NaN  0.845995E-001  0.342546       0.808633                 NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.7323       0.368497E-001            NaN            NaN            NaN  0.130102       0.804678       0.296079                 NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.7441       0.333118E-001            NaN            NaN            NaN  0.131932       0.796538       0.294092                 NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.7548       0.301452E-001            NaN            NaN            NaN  0.132567       0.293407       0.789089                 NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.7660       0.270574E-001            NaN            NaN            NaN  0.131102       0.295006       0.780791                 NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.7767       0.238709E-001            NaN            NaN            NaN  0.132533       0.773556       0.293307                 NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.7867       0.206562E-001            NaN            NaN            NaN  0.132530       0.766143       0.293986                 NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.7963       0.174725E-001            NaN            NaN            NaN  0.134947       0.291530       0.759725                 NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.8041       0.144466E-001            NaN            NaN            NaN  0.137069       0.754982       0.289434                 NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        98.8149       0.103746E-001            NaN            NaN            NaN  0.143201       0.747398       0.284136                 NaN            NaN            NaN            NaN            NaN
  1411.03        2500.00        98.7250       0.464965E-001            NaN            NaN            NaN  0.113478       0.748346       0.313342                 NaN  0.533860E-001            NaN            NaN            NaN
  1408.52        2500.00        97.4741       0.330967                 NaN            NaN            NaN            NaN  0.758415       0.691361                 NaN  0.745173                 NaN            NaN            NaN
  1406.02        2500.00        97.5296       0.344061                 NaN            NaN            NaN            NaN  0.649903       0.745347                 NaN  0.731063                 NaN            NaN            NaN
  1403.51        2500.00        97.5875       0.342694                 NaN            NaN            NaN            NaN  0.729258       0.626676                 NaN  0.713872                 NaN            NaN            NaN
  1401.00        2500.00        97.6439       0.340940                 NaN            NaN            NaN            NaN  0.713718       0.604280                 NaN  0.697163                 NaN            NaN            NaN
  1398.50        2500.00        97.6970       0.339608                 NaN            NaN            NaN            NaN  0.699169       0.582705                 NaN  0.681469                 NaN            NaN            NaN
  1395.99        2500.00        97.7485       0.338917                 NaN            NaN            NaN            NaN  0.685083       0.561259                 NaN  0.666271                 NaN            NaN            NaN
  1393.48        2500.00        97.7993       0.336289                 NaN            NaN            NaN            NaN  0.543518       0.670086                 NaN  0.650759                 NaN            NaN            NaN
  1390.98        2500.00        98.0267       0.547790                 NaN            NaN            NaN            NaN  0.804080                 NaN            NaN  0.621401                 NaN            NaN            NaN
  1388.47        2500.00        97.7134       0.116643                 NaN            NaN            NaN            NaN  0.498651        1.03361                 NaN  0.637668                 NaN            NaN            NaN
  1385.96        2500.00        97.9361       0.333228                 NaN            NaN            NaN            NaN  0.487996       0.632677                 NaN  0.609963                 NaN            NaN            NaN
  1383.46        2500.00        97.9778       0.333437                 NaN            NaN            NaN            NaN  0.620387       0.470769                 NaN  0.597597                 NaN            NaN            NaN
  1380.95        2500.00        98.0240       0.328836                 NaN            NaN            NaN            NaN  0.608252       0.455810                 NaN  0.583148                 NaN            NaN            NaN
  1378.45        2500.00        98.0573       0.329543                 NaN            NaN            NaN            NaN  0.600194       0.439383                 NaN  0.573567                 NaN            NaN            NaN
  1375.94        2500.00        98.1002       0.326890                 NaN            NaN            NaN            NaN  0.587553       0.425105                 NaN  0.560280                 NaN            NaN            NaN
  1373.43        2500.00        98.1360       0.326348                 NaN            NaN            NaN            NaN  0.410391       0.577631                 NaN  0.549628                 NaN            NaN            NaN
  1370.93        2500.00        98.1705       0.325406                 NaN            NaN            NaN            NaN  0.568359       0.396720                 NaN  0.539015                 NaN            NaN            NaN
  1368.42        2500.00        98.2062       0.323474                 NaN            NaN            NaN            NaN  0.558362       0.383696                 NaN  0.528297                 NaN            NaN            NaN
  1365.91        2500.00        98.2391       0.322187                 NaN            NaN            NaN            NaN  0.549022       0.371487                 NaN  0.518158                 NaN            NaN            NaN
  1363.41        2500.00        98.2708       0.320772                 NaN            NaN            NaN            NaN  0.540609       0.359499                 NaN  0.508342                 NaN            NaN            NaN
  1360.90        2500.00        98.3023       0.319135                 NaN            NaN            NaN            NaN  0.531702       0.348138                 NaN  0.498686                 NaN            NaN            NaN
  1358.40        2500.00        98.3323       0.317506                 NaN            NaN            NaN            NaN  0.337191       0.523666                 NaN  0.489348                 NaN            NaN            NaN
  1355.89        2500.00        98.3609       0.316030                 NaN            NaN            NaN            NaN  0.515690       0.326873                 NaN  0.480479                 NaN            NaN            NaN
  1353.38        2500.00        98.3905       0.313473                 NaN            NaN            NaN            NaN  0.317548       0.507089                 NaN  0.471360                 NaN            NaN            NaN
  1350.88        2500.00        98.4168       0.311785                 NaN            NaN            NaN            NaN  0.499736       0.308617                 NaN  0.463080                 NaN            NaN            NaN
  1348.37        2500.00        98.4446       0.309531                 NaN            NaN            NaN            NaN  0.299342       0.492149                 NaN  0.454413                 NaN            NaN            NaN
  1345.86        2500.00        98.4697       0.306970                 NaN            NaN            NaN            NaN  0.485322       0.291707                 NaN  0.446347                 NaN            NaN            NaN
  1343.36        2500.00        98.4950       0.304931                 NaN            NaN            NaN            NaN  0.283614       0.477964                 NaN  0.438468                 NaN            NaN            NaN
  1340.85        2500.00        98.5187       0.303023                 NaN            NaN            NaN            NaN  0.471274       0.275971                 NaN  0.431034                 NaN            NaN            NaN
  1338.35        2500.00        98.5409       0.299268                 NaN            NaN            NaN            NaN  0.464877       0.271549                 NaN  0.423449                 NaN            NaN            NaN
  1335.84        2500.00        98.5649       0.296937                 NaN            NaN            NaN            NaN  0.263974       0.458178                 NaN  0.416058                 NaN            NaN            NaN
  1333.33        2500.00        98.5872       0.293678                 NaN            NaN            NaN            NaN  0.451841       0.258439                 NaN  0.408845                 NaN            NaN            NaN
  1330.83        2500.00        98.6049       0.291559                 NaN            NaN            NaN            NaN  0.446102       0.254047                 NaN  0.403408                 NaN            NaN            NaN
  1328.32        2500.00        98.6331       0.286066                 NaN            NaN            NaN            NaN  0.438112       0.248952                 NaN  0.393806                 NaN            NaN            NaN
  1325.81        2500.00        98.6499       0.283755                 NaN            NaN            NaN            NaN  0.433323       0.244497                 NaN  0.388478                 NaN            NaN            NaN
  1323.31        2500.00        98.6698       0.280364                 NaN            NaN            NaN            NaN  0.240505       0.427331                 NaN  0.382023                 NaN            NaN            NaN
  1320.80        2500.00        98.6884       0.276138                 NaN            NaN            NaN            NaN  0.238267       0.421472                 NaN  0.375760                 NaN            NaN            NaN
  1318.30        2500.00        98.7068       0.271889                 NaN            NaN            NaN            NaN  0.415690       0.235951                 NaN  0.369646                 NaN            NaN            NaN
  1315.79        2500.00        98.7251       0.267845                 NaN            NaN            NaN            NaN  0.410288       0.233269                 NaN  0.363510                 NaN            NaN            NaN
  1313.28        2500.00        98.7419       0.263743                 NaN            NaN            NaN            NaN  0.404164       0.232200                 NaN  0.357995                 NaN            NaN            NaN
  1310.78        2500.00        98.7595       0.258522                 NaN            NaN            NaN            NaN  0.399312       0.230840                 NaN  0.351814                 NaN            NaN            NaN
  1308.27        2500.00        98.7719       0.254140                 NaN            NaN            NaN            NaN  0.231709       0.394728                 NaN  0.347559                 NaN            NaN            NaN
  1305.76        2500.00        98.7938       0.247877                 NaN            NaN            NaN            NaN  0.387585       0.230573                 NaN  0.340152                 NaN            NaN            NaN
  1303.26        2500.00        96.3732       0.578190                 NaN            NaN            NaN            NaN  0.685156       0.252848                 NaN  0.637385        1.47322                 NaN            NaN
  1300.75        2500.00        77.7988        3.11824                 NaN            NaN            NaN            NaN   3.01384       0.444512                 NaN   2.93359        12.6911                 NaN            NaN
  1298.25        2500.00        80.5004        2.83692                 NaN            NaN            NaN            NaN   2.76620       0.228649                 NaN   2.60142        11.0664                 NaN            NaN
  1295.74        2500.00        58.4035       0.280024                 NaN   3.10896                 NaN            NaN   5.89203        5.00655                 NaN   4.93489        22.3741                 NaN            NaN
  1293.23        2500.00        50.6482                 NaN            NaN   4.37328                 NaN            NaN   7.20285        5.45957                 NaN   5.82288        26.4932                 NaN            NaN
  1290.73        2500.00        61.3166                 NaN            NaN   3.36576                 NaN            NaN   5.54026        4.35006                 NaN   4.57847        20.8489                 NaN            NaN
  1288.22        2500.00        67.0188                 NaN            NaN   2.82442                 NaN            NaN   3.74439        4.63125                 NaN   3.90483        17.8763                 NaN            NaN
  1285.71        2500.00        70.7731                 NaN            NaN   2.43244                 NaN            NaN   3.41210        3.98131                 NaN   3.46637        15.9347                 NaN            NaN
  1283.21        2500.00        70.5899                 NaN            NaN   2.38616                 NaN            NaN   3.48626        3.85525                 NaN   3.47165        16.2107                 NaN            NaN
  1280.70        2500.00        69.9857                 NaN            NaN   2.29686                 NaN            NaN   3.67068        3.64579                 NaN   3.54032        16.8607                 NaN            NaN
  1278.20        2500.00        54.4170                 NaN            NaN   3.42688                 NaN            NaN   5.82754        5.21408                 NaN   5.25489        25.8596                 NaN            NaN
  1275.69        2500.00        49.6353                 NaN            NaN   3.52882                 NaN            NaN   6.82813        5.08671                 NaN   5.82396        29.0971                 NaN            NaN
  1273.18        2500.00        62.6648                 NaN            NaN   2.05203                 NaN            NaN   3.51230        5.43217                 NaN   4.33929        21.5761       0.423359                 NaN
  1270.68        2500.00        69.1248                 NaN            NaN  0.721880                 NaN            NaN   5.14409        2.56453                 NaN   3.58930        17.7921        1.06331                 NaN
  1268.17        2500.00        77.4690                 NaN            NaN  0.446931                 NaN            NaN   1.74938        3.97747                 NaN   2.64967        12.8969       0.810615                 NaN
  1265.66        2500.00        82.2863                 NaN            NaN  0.361436                 NaN            NaN   1.72464        2.86454                 NaN   2.12595        9.97181       0.665277                 NaN
  1263.16        2500.00        77.1628                 NaN            NaN   2.13536                 NaN            NaN   2.56799                 NaN            NaN   2.67009        14.8411       0.622652                 NaN
  1260.65        2500.00        92.0369                 NaN            NaN            NaN            NaN            NaN   4.85457       0.166703                 NaN   1.14926        1.79252                 NaN            NaN
  1258.15        2500.00        87.6626                 NaN            NaN            NaN            NaN            NaN   2.10170       0.462058       0.587352E-005   1.76846        7.75058       0.254599                 NaN
  1255.64        2500.00        96.4446                 NaN            NaN            NaN            NaN            NaN   1.64999       0.915250E-001            NaN            NaN   1.54914       0.264705                 NaN
  1253.13        2500.00        92.8127                 NaN            NaN            NaN            NaN            NaN  0.549270        1.34464                 NaN  0.846983        4.12621       0.320230                 NaN
  1250.63        2500.00        93.0509                 NaN            NaN            NaN            NaN            NaN  0.791381        1.15039                 NaN  0.912777        3.72664       0.367888                 NaN
  1248.12        2500.00        92.9918                 NaN            NaN            NaN            NaN            NaN   1.11765       0.578433                 NaN  0.767522        4.27562       0.268968                 NaN
  1245.61        2500.00        93.5825                 NaN            NaN            NaN            NaN            NaN  0.193960        1.59730                 NaN  0.814688        3.54965       0.261890                 NaN
  1243.11        2500.00        92.4618                 NaN            NaN            NaN            NaN            NaN  0.650123       0.772813                 NaN  0.909940        4.81324       0.392054                 NaN
  1240.60        2500.00        82.0166                 NaN            NaN  0.900772                 NaN            NaN   4.06523                 NaN            NaN   1.63727        10.6825       0.697617                 NaN
  1238.10        2500.00        98.8996                 NaN            NaN            NaN            NaN            NaN  0.591911                 NaN            NaN  0.708084E-003            NaN            NaN  0.507758     
  1235.59        2500.00        96.5195                 NaN            NaN            NaN            NaN            NaN   1.95821                 NaN            NaN  0.856362       0.665909                 NaN            NaN
  1233.08        2500.00        98.7597                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.24034                 NaN            NaN
  1230.58        2500.00        99.6149                 NaN            NaN            NaN            NaN            NaN  0.215518E-002            NaN            NaN  0.747719E-001  0.308185                 NaN            NaN
  1228.07        2500.00        88.5306                 NaN            NaN            NaN            NaN            NaN   1.71120                 NaN            NaN   1.12924        5.95601       0.266782        2.40617     
  1225.56        2500.00        83.5780                 NaN            NaN  0.376203                 NaN            NaN   1.54161                 NaN            NaN   1.46270        7.80621       0.171138        5.06418     
  1223.06        2500.00                 NaN            NaN            NaN   6.06230                 NaN            NaN   7.49480                 NaN            NaN   8.34565        45.2787                 NaN   32.8185     
  1220.55        2500.00                 NaN            NaN            NaN   5.78321                 NaN            NaN   7.02681       0.995552                 NaN   8.39493        45.1326                 NaN   32.6669     
  1218.05        2500.00                 NaN            NaN            NaN   5.62588                 NaN            NaN   6.63429        1.66550                 NaN   8.41420        45.0935                 NaN   32.5666     
  1215.54        2500.00                 NaN            NaN            NaN   2.11599        4.01733                 NaN   7.21516       0.175895                 NaN   8.32840        45.2715                 NaN   32.8757     
  1213.03        2500.00                 NaN            NaN            NaN   6.24746                 NaN            NaN  0.115179        6.94715                 NaN   8.39115        45.3176       0.172012E-001   32.9643     
  1210.53        2500.00                 NaN            NaN            NaN   6.24348                 NaN            NaN   7.05170       0.230804E-005            NaN   8.38604        45.3128       0.305820E-001   32.9754     
  1208.02        2500.00                 NaN            NaN            NaN   5.75527                 NaN            NaN   1.39219        6.68219                 NaN   8.41935        45.0935                 NaN   32.6575     
  1205.51        2500.00                 NaN            NaN            NaN   5.99488                 NaN            NaN   6.88375       0.742999                 NaN   8.35855        45.2317                 NaN   32.7881     
  1203.01        2500.00                 NaN            NaN            NaN   5.98117                 NaN            NaN   6.80022       0.823607                 NaN   8.36188        45.2220       0.175853E-001   32.7936     
  1200.50        2500.00                 NaN            NaN            NaN   5.93116                 NaN            NaN   6.74860       0.915450                 NaN   8.36763        45.2126       0.454151E-001   32.7791     
  1197.99        2500.00                 NaN            NaN            NaN   5.88138                 NaN            NaN   6.69894        1.00531                 NaN   8.37340        45.2033       0.730219E-001   32.7647     
  1195.49        2500.00                 NaN            NaN            NaN   5.43880                 NaN            NaN   6.45007        1.92555                 NaN   8.45541        45.0355       0.149029        32.5456     
  1192.98        2500.00                 NaN            NaN            NaN   5.35328                 NaN            NaN   6.36000        2.10632                 NaN   8.46496        45.0209       0.183334        32.5112     
  1190.48        2500.00                 NaN            NaN            NaN   5.09822                 NaN            NaN   5.90008        2.89104                 NaN   8.49285        44.9779       0.252736        32.3871     
  1187.97        2500.00                 NaN            NaN            NaN   4.99067                 NaN            NaN   5.78359        3.13134                 NaN   8.50520        44.9590       0.290099        32.3401     
  1185.46        2500.00                 NaN            NaN            NaN   4.89399                 NaN            NaN   5.69305        3.33150                 NaN   8.51646        44.9419       0.324694        32.2984     
  1182.96        2500.00                 NaN            NaN            NaN   4.79495                 NaN            NaN   5.60095        3.53735                 NaN   8.52809        44.9243       0.359235        32.2551     
  1180.45        2500.00                 NaN            NaN            NaN   4.69693                 NaN            NaN   5.51113        3.74033                 NaN   8.53979        44.9068       0.393027        32.2120     
  1177.94        2500.00                 NaN            NaN            NaN   5.10518                 NaN            NaN   6.36408        2.27381                 NaN   8.50999        44.9807       0.327415        32.4389     
  1175.44        2500.00                 NaN            NaN            NaN   4.44406                 NaN            NaN   4.29727        5.26475                 NaN   8.56949        44.8608       0.469610        32.0940     
  1172.93        2500.00                 NaN            NaN            NaN   4.33599                 NaN            NaN   4.52268        5.16992                 NaN   8.58269        44.8411       0.503415        32.0442     
  1170.43        2500.00                 NaN            NaN            NaN   5.40498                 NaN            NaN   2.27666        5.79160                 NaN   8.48216        45.0766       0.331409        32.6365     
  1167.92        2500.00                 NaN            NaN            NaN   5.41698                 NaN            NaN   2.17233        5.85104                 NaN   8.48060        45.0785       0.346059        32.6544     
  1165.41        2500.00                 NaN            NaN            NaN   4.06082                 NaN            NaN   5.00724        5.00238                 NaN   8.61601        44.7998       0.595742        31.9180     
  1162.91        2500.00                 NaN            NaN            NaN   5.13857                 NaN            NaN   5.46240        2.91062                 NaN   8.49435        45.0342       0.431745        32.5281     
  1160.40        2500.00                 NaN            NaN            NaN   5.06885                 NaN            NaN   5.42836        3.01842                 NaN   8.50295        45.0213       0.459812        32.5003     
  1157.89        2500.00                 NaN            NaN            NaN   3.53760                 NaN            NaN   6.23183        4.48693                 NaN   8.68105        44.6920       0.717644        31.6529     
  1155.39        2500.00                 NaN            NaN            NaN   3.60819                 NaN            NaN   4.60545        5.98763                 NaN   8.67588        44.7053       0.717797        31.6997     
  1152.88        2500.00                 NaN            NaN            NaN   3.44026                 NaN            NaN   4.49940        6.31008                 NaN   8.69572        44.6835       0.759790        31.6112     
  1150.38        2500.00                 NaN            NaN            NaN   3.02775                 NaN            NaN   3.92020        7.49357                 NaN   8.75121        44.5924       0.829462        31.3854     
  1147.87        2500.00                 NaN            NaN            NaN   3.18579                 NaN            NaN   4.31674        6.83192                 NaN   8.72664        44.6362       0.820859        31.4819     
  1145.36        2500.00                 NaN            NaN            NaN   3.10550                 NaN            NaN   4.22643        7.03423                 NaN   8.74222        44.6084       0.839114        31.4441     
  1142.86        2500.00                 NaN            NaN            NaN   3.00462                 NaN            NaN   4.15621        7.23726                 NaN   8.75673        44.5884       0.863784        31.3930     
  1140.35        2500.00                 NaN            NaN            NaN   2.54642                 NaN            NaN   3.73924        8.32764                 NaN   8.81129        44.5002       0.938606        31.1366     
  1137.84        2500.00                 NaN            NaN            NaN   2.40063                 NaN            NaN   8.63500        3.63669                 NaN   8.83142        44.4713       0.967078        31.0579     
  1135.34        2500.00                 NaN            NaN            NaN   2.22513                 NaN            NaN   3.50452        9.01856                 NaN   8.85488        44.4367       0.998775        30.9615     
  1132.83        2500.00                 NaN            NaN            NaN   2.15663                 NaN            NaN   3.48131        9.13212                 NaN   8.86576        44.4234        1.01504        30.9258     
  1130.33        2500.00                 NaN            NaN            NaN   1.90680                 NaN            NaN   9.69163        3.28972                 NaN   8.89868        44.3731        1.05464        30.7854     
  1127.82        2500.00                 NaN            NaN            NaN   4.07544                 NaN            NaN   4.92455        4.69982                 NaN   8.67618        44.7990       0.780429        32.0446     
  1125.31        2500.00                 NaN            NaN            NaN   2.47501                 NaN            NaN   3.95587        8.11188                 NaN   8.83597        44.4938        1.00210        31.1253     
  1122.81        2500.00                 NaN            NaN            NaN   1.42083                 NaN            NaN   2.96884        10.7254                 NaN   8.96737        44.2745        1.13187        30.5112     
  1120.30        2500.00                 NaN            NaN            NaN   1.14739                 NaN            NaN   2.76551        11.3424                 NaN   9.00376        44.2199        1.16860        30.3525     
  1117.79        2500.00                 NaN            NaN            NaN  0.943936                 NaN            NaN   2.62872        11.7868                 NaN   9.03231        44.1784        1.19568        30.2341     
  1115.29        2500.00                 NaN            NaN            NaN   1.97956                 NaN            NaN   3.64808        9.13003                 NaN   8.90858        44.3927        1.08955        30.8515     
  1112.78        2500.00                 NaN            NaN            NaN   1.84798                 NaN            NaN   9.40420        3.56675                 NaN   8.92815        44.3655        1.11029        30.7772     
  1110.28        2500.00                 NaN            NaN            NaN   1.71224                 NaN            NaN   3.48160        9.69020                 NaN   8.94853        44.3372        1.13059        30.6997     
  1107.77        2500.00                 NaN            NaN            NaN   1.57182                 NaN            NaN   9.98361        3.39762                 NaN   8.96940        44.3080        1.15065        30.6189     
  1105.26        2500.00                 NaN            NaN            NaN   1.42576                 NaN            NaN   10.2894        3.31176                 NaN   8.99107        44.2775        1.17039        30.5342     
  1102.76        2500.00                 NaN            NaN            NaN   1.25959                 NaN            NaN   3.20463        10.6494                 NaN   9.01581        44.2429        1.19116        30.4365     
  1100.25        2500.00                 NaN            NaN            NaN   1.09833                 NaN            NaN   3.10646        10.9945                 NaN   9.03995        44.2090        1.21049        30.3412     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.6310        2.21913                 NaN   9.18336        43.9810        1.31070        29.6748     
  1095.24        2500.00                 NaN            NaN            NaN  0.787133                 NaN            NaN   2.92737        11.6544                 NaN   9.08722        44.1429        1.24528        30.1557     
  1092.73        2500.00                 NaN            NaN            NaN  0.597365                 NaN            NaN   12.0676        2.81142                 NaN   9.11554        44.1028        1.26422        30.0410     
  1090.23        2500.00                 NaN            NaN            NaN  0.423653                 NaN            NaN   12.4457        2.70672                 NaN   9.14234        44.0655        1.28068        29.9354     
  1087.72        2500.00                 NaN            NaN            NaN  0.231143                 NaN            NaN   2.59136        12.8662                 NaN   9.17156        44.0245        1.29771        29.8175     
  1085.21        2500.00                 NaN            NaN            NaN  0.750699E-001            NaN            NaN   13.1719        2.53375                 NaN   9.19407        43.9917        1.31138        29.7222     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.41011        13.4371                 NaN   9.21712        43.9492        1.30886        29.6776     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.40381        13.4411                 NaN   9.22092        43.9487        1.30882        29.6766     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.4520        2.39055                 NaN   9.22480        43.9486        1.30871        29.6753     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.4587        2.38149                 NaN   9.22854        43.9484        1.30864        29.6742     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.40109        13.4367                 NaN   9.23059        43.9485        1.30914        29.6740     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.38788        13.4477                 NaN   9.23460        43.9481        1.30897        29.6728     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.37107        13.4624                 NaN   9.23874        43.9475        1.30872        29.6716     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.4782        2.35309                 NaN   9.24286        43.9471        1.30845        29.6703     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.4871        2.34240                 NaN   9.24762        43.9456        1.30812        29.6692     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.34161        13.4860                 NaN   9.25194        43.9446        1.30783        29.6681     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.4502        2.37730                 NaN   9.25892        43.9359        1.30812        29.6696     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.4062        2.42197                 NaN   9.26741        43.9239        1.30848        29.6720     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.3630        2.46595                 NaN   9.27569        43.9121        1.30883        29.6745     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.50847        13.3212                 NaN   9.28423        43.9000        1.30916        29.6769     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.2778        2.55278                 NaN   9.29250        43.8879        1.30952        29.6795     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.59330        13.2389                 NaN   9.30242        43.8733        1.30971        29.6824     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.63430        13.1989                 NaN   9.31059        43.8614        1.30998        29.6848     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.68320        13.1507                 NaN   9.31770        43.8504        1.31050        29.6875     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.1224        2.71183                 NaN   9.32545        43.8408        1.31036        29.6891     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.1239        2.71042                 NaN   9.33446        43.8329        1.30916        29.6892     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.1118        2.72239                 NaN   9.34201        43.8258        1.30838        29.6896     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.0869        2.74696                 NaN   9.34819        43.8194        1.30796        29.6905     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.0841        2.75002                 NaN   9.35646        43.8117        1.30691        29.6908     
