|6.6.6
Archiving\03_Data\frac/QFM_m0.25/KHA22/KHA22_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       O(HP)          mang           Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1501.25        2500.00        99.2845       0.341824E-001            NaN            NaN            NaN  0.681270                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.2915       0.316968E-001            NaN            NaN            NaN  0.676801                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.2986       0.292591E-001            NaN            NaN            NaN  0.672181                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.3047       0.279828E-001            NaN            NaN            NaN  0.667323                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.3135       0.304530E-001            NaN            NaN            NaN  0.656054                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.3186       0.224617E-001            NaN            NaN            NaN  0.658974                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.3243       0.231709E-001            NaN            NaN            NaN  0.652570                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.3275       0.186424E-001            NaN            NaN            NaN  0.653821                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.3320       0.224749E-001            NaN            NaN            NaN  0.645475                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.3467       0.168389E-001            NaN            NaN            NaN  0.636412                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.3421       0.110177E-001            NaN            NaN            NaN  0.646837                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.3468       0.325127E-002            NaN            NaN            NaN  0.649920                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        99.3350       0.742063E-001            NaN            NaN            NaN  0.448195       0.142603                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        99.2022                 NaN            NaN            NaN            NaN            NaN  0.797752                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        99.1500                 NaN            NaN            NaN            NaN            NaN  0.850037                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.8173                 NaN            NaN            NaN            NaN            NaN  0.631090       0.551598                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.7620       0.244237E-005            NaN            NaN            NaN  0.345732E-001  0.441938       0.761442                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.7773                 NaN            NaN            NaN            NaN  0.706724E-001  0.758667       0.393357                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.8006       0.389983E-001            NaN            NaN            NaN  0.154293       0.774363       0.231754                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.8187       0.512583E-001            NaN            NaN            NaN  0.140976       0.222381       0.766714                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.8328       0.484689E-001            NaN            NaN            NaN  0.134622       0.755622       0.228533                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.8442       0.462735E-001            NaN            NaN            NaN  0.129062       0.747033       0.233388                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.8610       0.424270E-001            NaN            NaN            NaN  0.126411       0.236479       0.733681                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.8737       0.404857E-001            NaN            NaN            NaN  0.115425       0.723061       0.247347                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.9097       0.542749E-001            NaN            NaN            NaN  0.279409       0.756584                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.8740       0.145913E-001            NaN            NaN            NaN            NaN  0.670031       0.441332                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.9104       0.350615E-001            NaN            NaN            NaN  0.713560E-001  0.290764       0.692460                 NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.9212       0.297048E-001            NaN            NaN            NaN  0.109611       0.688447       0.251045                 NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.9322       0.268134E-001            NaN            NaN            NaN  0.111024       0.680845       0.249079                 NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.9423       0.242255E-001            NaN            NaN            NaN  0.111424       0.248209       0.673829                 NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.9528       0.217125E-001            NaN            NaN            NaN  0.110067       0.249284       0.666125                 NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.9629       0.191212E-001            NaN            NaN            NaN  0.111135       0.659310       0.247558                 NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.9722       0.165242E-001            NaN            NaN            NaN  0.111008       0.652395       0.247861                 NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.9814       0.139552E-001            NaN            NaN            NaN  0.112895       0.245502       0.646297                 NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.9890       0.115183E-001            NaN            NaN            NaN  0.114509       0.641533       0.243460                 NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        98.9989       0.826025E-002            NaN            NaN            NaN  0.119514       0.634575       0.238722                 NaN            NaN            NaN            NaN            NaN
  1411.03        2500.00        98.9160       0.369555E-001            NaN            NaN            NaN  0.945812E-001  0.634683       0.262909                 NaN  0.548724E-001            NaN            NaN            NaN
  1408.52        2500.00        97.7491       0.262550                 NaN            NaN            NaN            NaN  0.642848       0.579612                 NaN  0.765876                 NaN            NaN            NaN
  1406.02        2500.00        97.8027       0.272088                 NaN            NaN            NaN            NaN  0.543810       0.630749                 NaN  0.750626                 NaN            NaN            NaN
  1403.51        2500.00        97.8582       0.270155                 NaN            NaN            NaN            NaN  0.616091       0.523355                 NaN  0.732226                 NaN            NaN            NaN
  1401.00        2500.00        97.9121       0.267984                 NaN            NaN            NaN            NaN  0.601932       0.503648                 NaN  0.714345                 NaN            NaN            NaN
  1398.50        2500.00        97.9630       0.266072                 NaN            NaN            NaN            NaN  0.588668       0.484712                 NaN  0.697528                 NaN            NaN            NaN
  1395.99        2500.00        98.0123       0.264677                 NaN            NaN            NaN            NaN  0.575851       0.465963                 NaN  0.681241                 NaN            NaN            NaN
  1393.48        2500.00        98.0609       0.261839                 NaN            NaN            NaN            NaN  0.450308       0.562251                 NaN  0.664657                 NaN            NaN            NaN
  1390.98        2500.00        98.2678       0.425119                 NaN            NaN            NaN            NaN  0.673246                 NaN            NaN  0.633801                 NaN            NaN            NaN
  1388.47        2500.00        97.9895       0.902773E-001            NaN            NaN            NaN            NaN  0.417038       0.853167                 NaN  0.649971                 NaN            NaN            NaN
  1385.96        2500.00        98.1921       0.256970                 NaN            NaN            NaN            NaN  0.401930       0.528107                 NaN  0.620910                 NaN            NaN            NaN
  1383.46        2500.00        98.2320       0.256459                 NaN            NaN            NaN            NaN  0.517023       0.386911                 NaN  0.607626                 NaN            NaN            NaN
  1380.95        2500.00        98.2759       0.252044                 NaN            NaN            NaN            NaN  0.505915       0.373885                 NaN  0.592248                 NaN            NaN            NaN
  1378.45        2500.00        98.3085       0.251818                 NaN            NaN            NaN            NaN  0.498250       0.359629                 NaN  0.581840                 NaN            NaN            NaN
  1375.94        2500.00        98.3490       0.249024                 NaN            NaN            NaN            NaN  0.486950       0.347304                 NaN  0.567688                 NaN            NaN            NaN
  1373.43        2500.00        98.3835       0.247814                 NaN            NaN            NaN            NaN  0.334610       0.477879                 NaN  0.556233                 NaN            NaN            NaN
  1370.93        2500.00        98.4167       0.246283                 NaN            NaN            NaN            NaN  0.469354       0.322799                 NaN  0.544837                 NaN            NaN            NaN
  1368.42        2500.00        98.4507       0.244090                 NaN            NaN            NaN            NaN  0.460265       0.311581                 NaN  0.533354                 NaN            NaN            NaN
  1365.91        2500.00        98.4824       0.242342                 NaN            NaN            NaN            NaN  0.451756       0.301040                 NaN  0.522479                 NaN            NaN            NaN
  1363.41        2500.00        98.5128       0.240506                 NaN            NaN            NaN            NaN  0.444007       0.290731                 NaN  0.511950                 NaN            NaN            NaN
  1360.90        2500.00        98.5430       0.238551                 NaN            NaN            NaN            NaN  0.435896       0.280974                 NaN  0.501601                 NaN            NaN            NaN
  1358.40        2500.00        98.5717       0.236568                 NaN            NaN            NaN            NaN  0.271581       0.428511                 NaN  0.491593                 NaN            NaN            NaN
  1355.89        2500.00        98.5993       0.234726                 NaN            NaN            NaN            NaN  0.421213       0.262731                 NaN  0.482075                 NaN            NaN            NaN
  1353.38        2500.00        98.6274       0.232139                 NaN            NaN            NaN            NaN  0.254724       0.413433                 NaN  0.472325                 NaN            NaN            NaN
  1350.88        2500.00        98.6527       0.230146                 NaN            NaN            NaN            NaN  0.406694       0.247046                 NaN  0.463439                 NaN            NaN            NaN
  1348.37        2500.00        98.6791       0.227779                 NaN            NaN            NaN            NaN  0.239131       0.399769                 NaN  0.454181                 NaN            NaN            NaN
  1345.86        2500.00        98.7032       0.225200                 NaN            NaN            NaN            NaN  0.393473       0.232558                 NaN  0.445546                 NaN            NaN            NaN
  1343.36        2500.00        98.7274       0.223017                 NaN            NaN            NaN            NaN  0.225648       0.386815                 NaN  0.437115                 NaN            NaN            NaN
  1340.85        2500.00        98.7501       0.220912                 NaN            NaN            NaN            NaN  0.380714       0.219123                 NaN  0.429146                 NaN            NaN            NaN
  1338.35        2500.00        98.7716       0.217441                 NaN            NaN            NaN            NaN  0.374789       0.215161                 NaN  0.421045                 NaN            NaN            NaN
  1335.84        2500.00        98.7942       0.215136                 NaN            NaN            NaN            NaN  0.208748       0.368717                 NaN  0.413153                 NaN            NaN            NaN
  1333.33        2500.00        98.8155       0.212134                 NaN            NaN            NaN            NaN  0.362941       0.203960                 NaN  0.405457                 NaN            NaN            NaN
  1330.83        2500.00        98.8328       0.209918                 NaN            NaN            NaN            NaN  0.357688       0.200084                 NaN  0.399540                 NaN            NaN            NaN
  1328.32        2500.00        98.8588       0.205362                 NaN            NaN            NaN            NaN  0.350601       0.195685                 NaN  0.389512                 NaN            NaN            NaN
  1325.81        2500.00        98.8752       0.203104                 NaN            NaN            NaN            NaN  0.346130       0.191804                 NaN  0.383737                 NaN            NaN            NaN
  1323.31        2500.00        98.8941       0.200073                 NaN            NaN            NaN            NaN  0.188297       0.340704                 NaN  0.376860                 NaN            NaN            NaN
  1320.80        2500.00        98.9118       0.196454                 NaN            NaN            NaN            NaN  0.186170       0.335400                 NaN  0.370191                 NaN            NaN            NaN
  1318.30        2500.00        98.9293       0.192843                 NaN            NaN            NaN            NaN  0.330181       0.183992                 NaN  0.363685                 NaN            NaN            NaN
  1315.79        2500.00        98.9466       0.189430                 NaN            NaN            NaN            NaN  0.325273       0.181536                 NaN  0.357173                 NaN            NaN            NaN
  1313.28        2500.00        98.9626       0.185912                 NaN            NaN            NaN            NaN  0.319836       0.180358                 NaN  0.351288                 NaN            NaN            NaN
  1310.78        2500.00        98.9791       0.181753                 NaN            NaN            NaN            NaN  0.315402       0.178949                 NaN  0.344763                 NaN            NaN            NaN
  1308.27        2500.00        98.9914       0.178097                 NaN            NaN            NaN            NaN  0.179241       0.311108                 NaN  0.340143                 NaN            NaN            NaN
  1305.76        2500.00        99.0113       0.173246                 NaN            NaN            NaN            NaN  0.304999       0.178047                 NaN  0.332451                 NaN            NaN            NaN
  1303.26        2500.00        96.6918       0.403255                 NaN            NaN            NaN            NaN  0.538890       0.195120                 NaN  0.623096        1.54781                 NaN            NaN
  1300.75        2500.00        78.6978        2.18259                 NaN            NaN            NaN            NaN   2.39101       0.345772                 NaN   2.89982        13.4830                 NaN            NaN
  1298.25        2500.00        81.3088        1.97489                 NaN            NaN            NaN            NaN   2.19241       0.177609                 NaN   2.57458        11.7717                 NaN            NaN
  1295.74        2500.00        60.0665       0.197804                 NaN   1.79831                 NaN            NaN   4.75501        3.95842                 NaN   4.97508        24.2489                 NaN            NaN
  1293.23        2500.00        52.4855                 NaN            NaN   2.54615                 NaN            NaN   5.85065        4.34358                 NaN   5.90064        28.8735                 NaN            NaN
  1290.73        2500.00        63.0626                 NaN            NaN   1.94243                 NaN            NaN   4.46125        3.43040                 NaN   4.59400        22.5093                 NaN            NaN
  1288.22        2500.00        68.6475                 NaN            NaN   1.62128                 NaN            NaN   2.93775        3.71150                 NaN   3.89325        19.1888                 NaN            NaN
  1285.71        2500.00        72.2946                 NaN            NaN   1.39069                 NaN            NaN   2.66521        3.17851                 NaN   3.43905        17.0319                 NaN            NaN
  1283.21        2500.00        72.1003                 NaN            NaN   1.36303                 NaN            NaN   2.72104        3.07543                 NaN   3.43635        17.3039                 NaN            NaN
  1280.70        2500.00        71.4518                 NaN            NaN   1.30911                 NaN            NaN   2.85349        2.90461                 NaN   3.49705        17.9839                 NaN            NaN
  1278.20        2500.00        56.1577                 NaN            NaN   1.97809                 NaN            NaN   4.58454        4.19236                 NaN   5.23151        27.8558                 NaN            NaN
  1275.69        2500.00        51.3378                 NaN            NaN   2.04502                 NaN            NaN   5.36332        4.08339                 NaN   5.79575        31.3747                 NaN            NaN
  1273.18        2500.00        64.2847                 NaN            NaN   1.17811                 NaN            NaN   2.78255        4.21042                 NaN   4.27211        23.0287       0.243426                 NaN
  1270.68        2500.00        70.6355                 NaN            NaN  0.411048                 NaN            NaN   3.94565        2.01239                 NaN   3.51197        18.8759       0.607607                 NaN
  1268.17        2500.00        78.7549                 NaN            NaN  0.252155                 NaN            NaN   1.35797        3.01620                 NaN   2.57310        13.5860       0.459711                 NaN
  1265.66        2500.00        83.4481                 NaN            NaN  0.202524                 NaN            NaN   1.32709        2.14740                 NaN   2.05334        10.4463       0.375233                 NaN
  1263.16        2500.00        78.4127                 NaN            NaN   1.19000                 NaN            NaN   1.96707                 NaN            NaN   2.57324        15.5066       0.350409                 NaN
  1260.65        2500.00        93.3241                 NaN            NaN            NaN            NaN            NaN   3.59723       0.126561                 NaN   1.09653        1.85558                 NaN            NaN
  1258.15        2500.00        88.3432                 NaN            NaN            NaN            NaN            NaN   1.52452       0.350087       0.429243E-005   1.67627        7.96499       0.140913                 NaN
  1255.64        2500.00        96.9683                 NaN            NaN            NaN            NaN            NaN   1.23409       0.668486E-001            NaN            NaN   1.58505       0.145759                 NaN
  1253.13        2500.00        93.4215                 NaN            NaN            NaN            NaN            NaN  0.409677       0.978524                 NaN  0.797970        4.21613       0.176154                 NaN
  1250.63        2500.00        93.7213                 NaN            NaN            NaN            NaN            NaN  0.588053       0.831671                 NaN  0.858061        3.79901       0.201917                 NaN
  1248.12        2500.00        93.5536                 NaN            NaN            NaN            NaN            NaN  0.804959       0.427438                 NaN  0.719356        4.34749       0.147178                 NaN
  1245.61        2500.00        94.2042                 NaN            NaN            NaN            NaN            NaN  0.142910        1.14618                 NaN  0.761941        3.60175       0.142997                 NaN
  1243.11        2500.00        93.0380                 NaN            NaN            NaN            NaN            NaN  0.476210       0.550883                 NaN  0.849047        4.87226       0.213563                 NaN
  1240.60        2500.00        83.7109                 NaN            NaN  0.483423                 NaN            NaN   3.03038                 NaN            NaN   1.53436        10.8593       0.381656                 NaN
  1238.10        2500.00        99.0931                 NaN            NaN            NaN            NaN            NaN  0.407010                 NaN            NaN  0.650811E-003            NaN            NaN  0.499264     
  1235.59        2500.00        97.2055                 NaN            NaN            NaN            NaN            NaN   1.34363                 NaN            NaN  0.787291       0.663624                 NaN            NaN
  1233.08        2500.00        98.7719                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.22811                 NaN            NaN
  1230.58        2500.00        99.6249                 NaN            NaN            NaN            NaN            NaN  0.147921E-002            NaN            NaN  0.683040E-001  0.305267                 NaN            NaN
  1228.07        2500.00        89.3198                 NaN            NaN            NaN            NaN            NaN   1.18246                 NaN            NaN   1.03942        5.94507       0.143330        2.36987     
  1225.56        2500.00        84.4778                 NaN            NaN  0.199011                 NaN            NaN   1.06479                 NaN            NaN   1.35010        7.81416       0.921975E-001   5.00190     
  1223.06        2500.00                 NaN            NaN            NaN   3.39335                 NaN            NaN   5.72780                 NaN            NaN   8.18935        48.2270                 NaN   34.4625     
  1220.55        2500.00                 NaN            NaN            NaN   3.24265                 NaN            NaN   5.37645       0.737854                 NaN   8.24040        48.0863                 NaN   34.3163     
  1218.05        2500.00                 NaN            NaN            NaN   3.15689                 NaN            NaN   5.07997        1.23353                 NaN   8.26057        48.0511                 NaN   34.2179     
  1215.54        2500.00                 NaN            NaN            NaN   1.18234        2.25277                 NaN   5.52335       0.129884                 NaN   8.17192        48.2139                 NaN   34.5259     
  1213.03        2500.00                 NaN            NaN            NaN   3.49297                 NaN            NaN  0.888833E-001   5.31922                 NaN   8.23103        48.2477       0.984653E-002   34.6103     
  1210.53        2500.00                 NaN            NaN            NaN   3.48930                 NaN            NaN   5.40162       0.170260E-005            NaN   8.22602        48.2417       0.175056E-001   34.6238     
  1208.02        2500.00                 NaN            NaN            NaN   3.22555                 NaN            NaN   1.03067        5.12371                 NaN   8.26436        48.0404                 NaN   34.3153     
  1205.51        2500.00                 NaN            NaN            NaN   3.35812                 NaN            NaN   5.27411       0.548158                 NaN   8.20232        48.1730                 NaN   34.4443     
  1203.01        2500.00                 NaN            NaN            NaN   3.34913                 NaN            NaN   5.21389       0.607426                 NaN   8.20561        48.1619       0.100691E-001   34.4520     
  1200.50        2500.00                 NaN            NaN            NaN   3.31988                 NaN            NaN   5.17551       0.674983                 NaN   8.21150        48.1525       0.260041E-001   34.4396     
  1197.99        2500.00                 NaN            NaN            NaN   3.29077                 NaN            NaN   5.13858       0.741039                 NaN   8.21740        48.1432       0.418112E-001   34.4272     
  1195.49        2500.00                 NaN            NaN            NaN   3.04271                 NaN            NaN   4.94814        1.42354                 NaN   8.30154        47.9848       0.853667E-001   34.2139     
  1192.98        2500.00                 NaN            NaN            NaN   2.99378                 NaN            NaN   4.88014        1.55678                 NaN   8.31142        47.9713       0.105020        34.1816     
  1190.48        2500.00                 NaN            NaN            NaN   2.85033                 NaN            NaN   4.53175        2.13814                 NaN   8.34052        47.9346       0.144801        34.0599     
  1187.97        2500.00                 NaN            NaN            NaN   2.78921                 NaN            NaN   4.44347        2.31543                 NaN   8.35332        47.9175       0.166216        34.0149     
  1185.46        2500.00                 NaN            NaN            NaN   2.73419                 NaN            NaN   4.37488        2.46281                 NaN   8.36499        47.9018       0.186045        33.9752     
  1182.96        2500.00                 NaN            NaN            NaN   2.67790                 NaN            NaN   4.30511        2.61438                 NaN   8.37703        47.8858       0.205844        33.9340     
  1180.45        2500.00                 NaN            NaN            NaN   2.62221                 NaN            NaN   4.23707        2.76377                 NaN   8.38913        47.8697       0.225217        33.8929     
  1177.94        2500.00                 NaN            NaN            NaN   2.84697                 NaN            NaN   4.88366        1.67660                 NaN   8.35657        47.9288       0.187539        34.1198     
  1175.44        2500.00                 NaN            NaN            NaN   2.47933                 NaN            NaN   3.17421        4.04988                 NaN   8.41999        47.8286       0.269137        33.7788     
  1172.93        2500.00                 NaN            NaN            NaN   2.41818                 NaN            NaN   3.34003        3.97791                 NaN   8.43366        47.8107       0.288526        33.7310     
  1170.43        2500.00                 NaN            NaN            NaN   3.00910                 NaN            NaN   1.67940        4.46683                 NaN   8.32595        48.0096       0.189734        34.3194     
  1167.92        2500.00                 NaN            NaN            NaN   3.01450                 NaN            NaN   1.60177        4.51257                 NaN   8.32423        48.0096       0.198110        34.3392     
  1165.41        2500.00                 NaN            NaN            NaN   2.26220                 NaN            NaN   3.69310        3.85158                 NaN   8.46808        47.7737       0.341477        33.6099     
  1162.91        2500.00                 NaN            NaN            NaN   2.85967                 NaN            NaN   4.22376        2.14035                 NaN   8.33963        47.9717       0.247203        34.2177     
  1160.40        2500.00                 NaN            NaN            NaN   2.81975                 NaN            NaN   4.19798        2.21924                 NaN   8.34848        47.9594       0.263278        34.1918     
  1157.89        2500.00                 NaN            NaN            NaN   1.96891                 NaN            NaN   4.59763        3.45803                 NaN   8.53580        47.6774       0.411494        33.3507     
  1155.39        2500.00                 NaN            NaN            NaN   2.00719                 NaN            NaN   3.54959        4.41564                 NaN   8.53004        47.6869       0.411536        33.3991     
  1152.88        2500.00                 NaN            NaN            NaN   1.91316                 NaN            NaN   3.46889        4.65055                 NaN   8.55067        47.6692       0.435655        33.3119     
  1150.38        2500.00                 NaN            NaN            NaN   1.68352                 NaN            NaN   3.02510        5.53030                 NaN   8.60845        47.5889       0.475766        33.0880     
  1147.87        2500.00                 NaN            NaN            NaN   1.77043                 NaN            NaN   3.32962        5.03359                 NaN   8.58286        47.6269       0.470739        33.1859     
  1145.36        2500.00                 NaN            NaN            NaN   1.72515                 NaN            NaN   3.26098        5.18423                 NaN   8.59878        47.5996       0.481225        33.1500     
  1142.86        2500.00                 NaN            NaN            NaN   1.66850                 NaN            NaN   3.20762        5.33302                 NaN   8.61374        47.5813       0.495397        33.1004     
  1140.35        2500.00                 NaN            NaN            NaN   1.41396                 NaN            NaN   2.88751        6.13767                 NaN   8.67100        47.5060       0.538514        32.8453     
  1137.84        2500.00                 NaN            NaN            NaN   1.33257                 NaN            NaN   6.36339        2.80913                 NaN   8.69188        47.4801       0.554900        32.7680     
  1135.34        2500.00                 NaN            NaN            NaN   1.23479                 NaN            NaN   2.70792        6.64550                 NaN   8.71628        47.4495       0.573156        32.6729     
  1132.83        2500.00                 NaN            NaN            NaN   1.19630                 NaN            NaN   2.69058        6.72774                 NaN   8.72745        47.4369       0.582499        32.6385     
  1130.33        2500.00                 NaN            NaN            NaN   1.05747                 NaN            NaN   7.13970        2.54345                 NaN   8.76181        47.3929       0.605341        32.4993     
  1127.82        2500.00                 NaN            NaN            NaN   2.25466                 NaN            NaN   3.63291        3.63406                 NaN   8.52487        47.7469       0.447000        33.7596     
  1125.31        2500.00                 NaN            NaN            NaN   1.37071                 NaN            NaN   3.05766        5.96590                 NaN   8.69511        47.4931       0.574822        32.8427     
  1122.81        2500.00                 NaN            NaN            NaN  0.787238                 NaN            NaN   2.29751        7.89889                 NaN   8.83317        47.3050       0.649884        32.2283     
  1120.30        2500.00                 NaN            NaN            NaN  0.635607                 NaN            NaN   2.14105        8.35341                 NaN   8.87121        47.2575       0.671116        32.0701     
  1117.79        2500.00                 NaN            NaN            NaN  0.522763                 NaN            NaN   2.03586        8.68027                 NaN   8.90096        47.2209       0.686770        31.9525     
  1115.29        2500.00                 NaN            NaN            NaN   1.09484                 NaN            NaN   2.82290        6.71148                 NaN   8.77022        47.4015       0.625165        32.5739     
  1112.78        2500.00                 NaN            NaN            NaN   1.02173                 NaN            NaN   6.91233        2.76078                 NaN   8.79047        47.3769       0.637119        32.5007     
  1110.28        2500.00                 NaN            NaN            NaN  0.946372                 NaN            NaN   2.69569        7.12193                 NaN   8.81156        47.3513       0.648820        32.4243     
  1107.77        2500.00                 NaN            NaN            NaN  0.868486                 NaN            NaN   7.33685        2.63145                 NaN   8.83319        47.3251       0.660393        32.3445     
  1105.26        2500.00                 NaN            NaN            NaN  0.787540                 NaN            NaN   7.56083        2.56572                 NaN   8.85567        47.2977       0.671786        32.2608     
  1102.76        2500.00                 NaN            NaN            NaN  0.695553                 NaN            NaN   2.48357        7.82505                 NaN   8.88134        47.2668       0.683788        32.1639     
  1100.25        2500.00                 NaN            NaN            NaN  0.606328                 NaN            NaN   2.40827        8.07812                 NaN   8.90640        47.2365       0.694960        32.0694     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.0263        1.72245                 NaN   9.05718        47.0414       0.753256        31.3995     
  1095.24        2500.00                 NaN            NaN            NaN  0.434280                 NaN            NaN   2.27087        8.56175                 NaN   8.95545        47.1772       0.715085        31.8854     
  1092.73        2500.00                 NaN            NaN            NaN  0.329497                 NaN            NaN   8.86505        2.18171                 NaN   8.98491        47.1417       0.726065        31.7711     
  1090.23        2500.00                 NaN            NaN            NaN  0.233617                 NaN            NaN   9.14256        2.10120                 NaN   9.01274        47.1083       0.735608        31.6659     
  1087.72        2500.00                 NaN            NaN            NaN  0.127429                 NaN            NaN   2.01238        9.45134                 NaN   9.04314        47.0719       0.745498        31.5483     
  1085.21        2500.00                 NaN            NaN            NaN  0.413750E-001            NaN            NaN   9.67396        1.96805                 NaN   9.06667        47.0428       0.753437        31.4537     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.87267        9.87444                 NaN   9.09011        47.0002       0.752023        31.4105     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.86812        9.87694                 NaN   9.09378        46.9985       0.751971        31.4107     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.88464        1.85816                 NaN   9.09753        46.9971       0.751879        31.4107     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.88921        1.85145                 NaN   9.10114        46.9956       0.751809        31.4108     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.86694        9.87150                 NaN   9.10310        46.9945       0.752064        31.4119     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.85703        9.87936                 NaN   9.10697        46.9928       0.751941        31.4119     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.84432        9.89011                 NaN   9.11099        46.9909       0.751765        31.4119     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.90164        1.83067                 NaN   9.11498        46.9893       0.751582        31.4118     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.90774        1.82291                 NaN   9.11960        46.9864       0.751362        31.4120     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.82358        9.90532                 NaN   9.12379        46.9841       0.751163        31.4121     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.87740        1.85200                 NaN   9.13062        46.9736       0.751302        31.4150     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.84374        1.88717                 NaN   9.13894        46.9597       0.751483        31.4190     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.81056        1.92183                 NaN   9.14706        46.9459       0.751659        31.4230     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.95533        9.77850                 NaN   9.15544        46.9319       0.751818        31.4270     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.74517        1.99026                 NaN   9.16355        46.9180       0.752001        31.4311     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.02229        9.71564                 NaN   9.17330        46.9012       0.752083        31.4355     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.05468        9.68492                 NaN   9.18130        46.8874       0.752209        31.4395     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.09319        9.64775                 NaN   9.18827        46.8746       0.752483        31.4437     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.62593        2.11595                 NaN   9.19587        46.8631       0.752370        31.4468     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.62692        2.11533                 NaN   9.20466        46.8534       0.751653        31.4481     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.61734        2.12511                 NaN   9.21203        46.8445       0.751172        31.4498     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.59780        2.14462                 NaN   9.21806        46.8365       0.750905        31.4521     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.59548        2.14751                 NaN   9.22613        46.8270       0.750272        31.4536     
