|6.6.6
Archiving\03_Data\fracLP/QFM_m4.5/LAR/LAR_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         iron           O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1488.72        500.000        99.6234                 NaN  0.559875E-002            NaN  0.371042                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.4592                 NaN            NaN            NaN  0.190596       0.350217                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.3437                 NaN            NaN            NaN  0.776077E-001  0.521994       0.566862E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.0543                 NaN            NaN            NaN            NaN  0.111330       0.834395                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.0965                 NaN  0.654581E-002            NaN            NaN            NaN  0.896908                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.0977                 NaN  0.649135E-002            NaN            NaN            NaN  0.895855                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.1002                 NaN  0.639263E-002            NaN            NaN            NaN  0.893414                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.1030                 NaN  0.626237E-002            NaN            NaN            NaN  0.890731                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.1020                 NaN  0.615186E-002            NaN            NaN            NaN  0.891858                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.1012                 NaN  0.604468E-002            NaN            NaN            NaN  0.892749                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.0983                 NaN  0.592611E-002            NaN            NaN            NaN  0.895762                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.0938                 NaN  0.579517E-002            NaN            NaN            NaN  0.900427                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.0896                 NaN  0.567885E-002            NaN            NaN            NaN  0.904747                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.0807                 NaN  0.555567E-002            NaN            NaN            NaN  0.913714                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.0670                 NaN  0.541459E-002            NaN            NaN            NaN  0.927587                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.0425                 NaN  0.521479E-002            NaN            NaN            NaN  0.952259                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.8386                 NaN  0.380732E-002            NaN            NaN            NaN  0.675230       0.482411                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.6672                 NaN  0.235604E-002            NaN            NaN            NaN  0.377491       0.952940                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.6869                 NaN  0.221178E-002            NaN            NaN            NaN  0.938277       0.372626                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.7082                 NaN  0.206394E-002            NaN            NaN            NaN  0.369139       0.920613                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.7298                 NaN  0.193843E-002            NaN            NaN            NaN  0.362408       0.905835                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.7479                 NaN  0.181525E-002            NaN            NaN            NaN  0.892203       0.358076                 NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.7649                 NaN  0.168828E-002            NaN            NaN            NaN  0.880750       0.352671                 NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.7873                 NaN  0.156294E-002            NaN            NaN            NaN  0.349474       0.861656                 NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        98.8042                 NaN  0.143589E-002            NaN            NaN            NaN  0.344474       0.849895                 NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        98.8206                 NaN  0.134060E-002            NaN            NaN            NaN  0.341774       0.836290                 NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        98.8391                 NaN  0.121789E-002            NaN            NaN            NaN  0.335903       0.823790                 NaN            NaN            NaN            NaN            NaN
  1421.05        500.000        98.8554                 NaN  0.111252E-002            NaN            NaN            NaN  0.810182       0.333256                 NaN            NaN            NaN            NaN            NaN
  1418.55        500.000        98.8711                 NaN  0.100086E-002            NaN            NaN            NaN  0.328500       0.799429                 NaN            NaN            NaN            NaN            NaN
  1416.04        500.000        98.8862                 NaN  0.894206E-003            NaN            NaN            NaN  0.788644       0.324276                 NaN            NaN            NaN            NaN            NaN
  1413.53        500.000        98.9010                 NaN  0.807054E-003            NaN            NaN            NaN  0.777093       0.321083                 NaN            NaN            NaN            NaN            NaN
  1411.03        500.000        98.9167                 NaN  0.702545E-003            NaN            NaN            NaN  0.318132       0.764461                 NaN            NaN            NaN            NaN            NaN
  1408.52        500.000        98.9118                 NaN  0.590064E-003            NaN            NaN            NaN  0.770056       0.317601                 NaN            NaN            NaN            NaN            NaN
  1406.02        500.000        98.9624                 NaN  0.531470E-003            NaN            NaN            NaN  0.727866       0.309213                 NaN            NaN            NaN            NaN            NaN
  1403.51        500.000        98.9575                 NaN  0.441697E-003            NaN            NaN            NaN  0.735217       0.306835                 NaN            NaN            NaN            NaN            NaN
  1401.00        500.000        98.9700                 NaN  0.353645E-003            NaN            NaN            NaN  0.726370       0.303300                 NaN            NaN            NaN            NaN            NaN
  1398.50        500.000        98.9836                 NaN  0.264680E-003            NaN            NaN            NaN  0.716459       0.299648                 NaN            NaN            NaN            NaN            NaN
  1395.99        500.000        98.8277                 NaN            NaN            NaN            NaN            NaN  0.719664       0.365809                 NaN  0.868157E-001            NaN            NaN            NaN
  1393.48        500.000        97.3611                 NaN            NaN            NaN            NaN            NaN  0.803381       0.976067                 NaN  0.859403                 NaN            NaN            NaN
  1390.98        500.000        97.4312                 NaN            NaN            NaN            NaN            NaN  0.950346       0.782178                 NaN  0.836238                 NaN            NaN            NaN
  1388.47        500.000        97.5000                 NaN            NaN            NaN            NaN            NaN  0.925227       0.761131                 NaN  0.813597                 NaN            NaN            NaN
  1385.96        500.000        97.5626                 NaN            NaN            NaN            NaN            NaN  0.902356       0.742295                 NaN  0.792780                 NaN            NaN            NaN
  1383.46        500.000        97.6247                 NaN            NaN            NaN            NaN            NaN  0.723688       0.879298                 NaN  0.772328                 NaN            NaN            NaN
  1380.95        500.000        97.6829                 NaN            NaN            NaN            NaN            NaN  0.858028       0.706069                 NaN  0.752955                 NaN            NaN            NaN
  1378.45        500.000        97.7369                 NaN            NaN            NaN            NaN            NaN  0.836724       0.691223                 NaN  0.735179                 NaN            NaN            NaN
  1375.94        500.000        97.7935                 NaN            NaN            NaN            NaN            NaN  0.819039       0.671467                 NaN  0.716024                 NaN            NaN            NaN
  1373.43        500.000        97.8431                 NaN            NaN            NaN            NaN            NaN  0.801080       0.656187                 NaN  0.699625                 NaN            NaN            NaN
  1370.93        500.000        97.8931                 NaN            NaN            NaN            NaN            NaN  0.640529       0.783451                 NaN  0.682933                 NaN            NaN            NaN
  1368.42        500.000        97.9401                 NaN            NaN            NaN            NaN            NaN  0.625904       0.766969                 NaN  0.667004                 NaN            NaN            NaN
  1365.91        500.000        97.9831                 NaN            NaN            NaN            NaN            NaN  0.612127       0.752341                 NaN  0.652443                 NaN            NaN            NaN
  1363.41        500.000        98.0254                 NaN            NaN            NaN            NaN            NaN  0.598453       0.738085                 NaN  0.638031                 NaN            NaN            NaN
  1360.90        500.000        98.0672                 NaN            NaN            NaN            NaN            NaN  0.585387       0.723377                 NaN  0.623992                 NaN            NaN            NaN
  1358.40        500.000        98.1069                 NaN            NaN            NaN            NaN            NaN  0.711449       0.571269                 NaN  0.610416                 NaN            NaN            NaN
  1355.89        500.000        98.1433                 NaN            NaN            NaN            NaN            NaN  0.559629       0.699116                 NaN  0.597908                 NaN            NaN            NaN
  1353.38        500.000        98.1791                 NaN            NaN            NaN            NaN            NaN  0.548277       0.687056                 NaN  0.585591                 NaN            NaN            NaN
  1350.88        500.000        98.2132                 NaN            NaN            NaN            NaN            NaN  0.673790       0.538700                 NaN  0.574266                 NaN            NaN            NaN
  1348.37        500.000        98.2518                 NaN            NaN            NaN            NaN            NaN  0.663973       0.523328                 NaN  0.560897                 NaN            NaN            NaN
  1345.86        500.000        98.2792                 NaN            NaN            NaN            NaN            NaN  0.512692       0.656727                 NaN  0.551347                 NaN            NaN            NaN
  1343.36        500.000        98.3094                 NaN            NaN            NaN            NaN            NaN  0.502149       0.647636                 NaN  0.540822                 NaN            NaN            NaN
  1340.85        500.000        98.3392                 NaN            NaN            NaN            NaN            NaN  0.491612       0.638595                 NaN  0.530545                 NaN            NaN            NaN
  1338.35        500.000        98.3702                 NaN            NaN            NaN  0.196480E-001            NaN  0.506212       0.580052                 NaN  0.523896                 NaN            NaN            NaN
  1335.84        500.000        98.4366                 NaN            NaN            NaN  0.231566                 NaN  0.152942E-001  0.773842                 NaN  0.542743                 NaN            NaN            NaN
  1333.33        500.000        98.4621                 NaN            NaN            NaN  0.236761                 NaN  0.765962                 NaN            NaN  0.535183                 NaN            NaN            NaN
  1330.83        500.000        98.4948                 NaN            NaN            NaN  0.235535                 NaN  0.746282                 NaN            NaN  0.523423                 NaN            NaN            NaN
  1328.32        500.000        98.5252                 NaN            NaN            NaN  0.226191                 NaN  0.737358                 NaN            NaN  0.511239                 NaN            NaN            NaN
  1325.81        500.000        98.5505                 NaN            NaN            NaN  0.219090                 NaN  0.729445                 NaN            NaN  0.500990                 NaN            NaN            NaN
  1323.31        500.000        98.5884                 NaN            NaN            NaN  0.218936                 NaN  0.704953                 NaN            NaN  0.487695                 NaN            NaN            NaN
  1320.80        500.000        98.6107                 NaN            NaN            NaN  0.204442                 NaN  0.707132                 NaN            NaN  0.477736                 NaN            NaN            NaN
  1318.30        500.000        98.6355                 NaN            NaN            NaN  0.193596                 NaN  0.704202                 NaN            NaN  0.466724                 NaN            NaN            NaN
  1315.79        500.000        98.6655                 NaN            NaN            NaN  0.193878                 NaN  0.684265                 NaN            NaN  0.456373                 NaN            NaN            NaN
  1313.28        500.000        98.6921                 NaN            NaN            NaN  0.191459                 NaN  0.669827                 NaN            NaN  0.446573                 NaN            NaN            NaN
  1310.78        500.000        98.7164                 NaN            NaN            NaN  0.182029                 NaN  0.664959                 NaN            NaN  0.436648                 NaN            NaN            NaN
  1308.27        500.000        98.7376                 NaN            NaN            NaN  0.171780                 NaN  0.663195                 NaN            NaN  0.427376                 NaN            NaN            NaN
  1305.76        500.000        98.7846                 NaN            NaN            NaN  0.300546                 NaN  0.421137                 NaN            NaN  0.493749                 NaN            NaN            NaN
  1303.26        500.000        98.6305                 NaN            NaN            NaN  0.174242                 NaN  0.736880                 NaN            NaN  0.458357                 NaN            NaN            NaN
  1300.75        500.000        99.2477                 NaN            NaN            NaN  0.413638                 NaN            NaN            NaN            NaN  0.338619                 NaN            NaN            NaN
  1298.25        500.000        98.5366                 NaN            NaN            NaN            NaN            NaN   1.09626                 NaN            NaN  0.367126                 NaN            NaN            NaN
  1295.74        500.000        98.8847                 NaN            NaN            NaN  0.672726E-002            NaN  0.764623                 NaN            NaN  0.343904                 NaN            NaN            NaN
  1293.23        500.000        98.8567                 NaN            NaN            NaN  0.116619                 NaN  0.649695                 NaN            NaN  0.376999                 NaN            NaN            NaN
  1290.73        500.000        98.8745                 NaN            NaN            NaN  0.106044                 NaN  0.650238                 NaN            NaN  0.369170                 NaN            NaN            NaN
  1288.22        500.000        98.8910                 NaN            NaN            NaN  0.101253                 NaN  0.644679                 NaN            NaN  0.363038                 NaN            NaN            NaN
  1285.71        500.000        98.9073                 NaN            NaN            NaN  0.950057E-001            NaN  0.641195                 NaN            NaN  0.356455                 NaN            NaN            NaN
  1283.21        500.000        98.8921                 NaN            NaN            NaN  0.826216E-001            NaN  0.646364                 NaN            NaN  0.360033       0.189125E-001            NaN            NaN
  1280.70        500.000        98.8819                 NaN            NaN            NaN  0.693492E-001            NaN  0.648934                 NaN            NaN  0.361543       0.382609E-001            NaN            NaN
  1278.20        500.000        98.9100                 NaN            NaN            NaN  0.832672E-001            NaN  0.615170                 NaN            NaN  0.354753       0.368581E-001            NaN            NaN
  1275.69        500.000        98.9352                 NaN            NaN            NaN  0.757753E-001            NaN  0.608559                 NaN            NaN  0.344864       0.356293E-001            NaN            NaN
  1273.18        500.000        98.9595                 NaN            NaN            NaN  0.731133E-001            NaN  0.596585                 NaN            NaN  0.336492       0.342637E-001            NaN            NaN
  1270.68        500.000        98.9834                 NaN            NaN            NaN  0.694974E-001            NaN  0.585881                 NaN            NaN  0.328345       0.328881E-001            NaN            NaN
  1268.17        500.000        92.5603                 NaN            NaN            NaN  0.859091E-001            NaN   1.88037                 NaN            NaN   1.03884       0.139354        4.29526                 NaN
  1265.66        500.000        90.5078                 NaN            NaN            NaN  0.568726E-001            NaN   2.31366                 NaN            NaN   1.25221       0.168130        5.70133                 NaN
  1263.16        500.000        91.4584                 NaN            NaN            NaN  0.337465E-001            NaN   2.11951                 NaN            NaN   1.13246       0.148304        5.10756                 NaN
  1260.65        500.000        92.2471                 NaN            NaN            NaN  0.151754E-001            NaN   1.95700                 NaN            NaN   1.03189       0.131847        4.61697                 NaN
  1258.15        500.000        92.9131                 NaN            NaN            NaN  0.223015E-002            NaN   1.81337                 NaN            NaN  0.946106       0.118129        4.20711                 NaN
  1255.64        500.000        93.4883                 NaN            NaN            NaN  0.173583E-002            NaN   1.67475                 NaN            NaN  0.871673       0.106620        3.85694                 NaN
  1253.13        500.000        93.9831                 NaN            NaN            NaN  0.445151E-005            NaN   1.55549                 NaN            NaN  0.804374       0.973799E-001   3.55965                 NaN
  1250.63        500.000        94.4092                 NaN            NaN            NaN  0.616973E-005            NaN   1.45346                 NaN            NaN  0.751323       0.876004E-001   3.29843                 NaN
  1248.12        500.000        94.7881                 NaN            NaN            NaN  0.140419E-001            NaN   1.34315                 NaN            NaN  0.703350       0.796718E-001   3.07171                 NaN
  1245.61        500.000        95.1490                 NaN            NaN            NaN  0.191933E-003            NaN   1.26678                 NaN            NaN  0.647740       0.740849E-001   2.86225                 NaN
  1243.11        500.000        95.4558                 NaN            NaN            NaN            NaN            NaN   1.18957                 NaN            NaN  0.606172       0.678096E-001   2.68061                 NaN
  1240.60        500.000        95.7281                 NaN            NaN            NaN            NaN            NaN   1.12168                 NaN            NaN  0.567345       0.625169E-001   2.52039                 NaN
  1238.10        500.000        95.9833                 NaN            NaN            NaN            NaN            NaN   1.05647                 NaN            NaN  0.532332       0.572799E-001   2.37061                 NaN
  1235.59        500.000        96.2123                 NaN            NaN            NaN            NaN            NaN  0.998008                 NaN            NaN  0.499445       0.528273E-001   2.23741                 NaN
  1233.08        500.000        96.4269                 NaN            NaN            NaN            NaN            NaN  0.942170                 NaN            NaN  0.468708       0.487153E-001   2.11349                 NaN
  1230.58        500.000        96.6149                 NaN            NaN            NaN            NaN            NaN  0.894716                 NaN            NaN  0.441925       0.448337E-001   2.00362                 NaN
  1228.07        500.000        96.7980                 NaN            NaN            NaN            NaN            NaN  0.846459                 NaN            NaN  0.416426       0.411189E-001   1.89798                 NaN
  1225.56        500.000        96.9632                 NaN            NaN            NaN            NaN            NaN  0.803694                 NaN            NaN  0.393635       0.376526E-001   1.80185                 NaN
  1223.06        500.000        97.1209                 NaN            NaN            NaN            NaN            NaN  0.761431                 NaN            NaN  0.370070       0.349043E-001   1.71270                 NaN
  1220.55        500.000        97.2708                 NaN            NaN            NaN            NaN            NaN  0.720385                 NaN            NaN  0.348455       0.321954E-001   1.62812                 NaN
  1218.05        500.000        97.4065                 NaN            NaN            NaN            NaN            NaN  0.683967                 NaN            NaN  0.328689       0.297652E-001   1.55113                 NaN
  1215.54        500.000        97.5338                 NaN            NaN            NaN            NaN            NaN  0.648887                 NaN            NaN  0.310052       0.275347E-001   1.47970                 NaN
  1213.03        500.000        97.6610                 NaN            NaN            NaN            NaN            NaN  0.612205                 NaN            NaN  0.292229       0.253841E-001   1.40914                 NaN
  1210.53        500.000        97.7636                 NaN            NaN            NaN            NaN            NaN  0.586419                 NaN            NaN  0.277721       0.233122E-001   1.34894                 NaN
  1208.02        500.000        97.8745                 NaN            NaN            NaN            NaN            NaN  0.554070                 NaN            NaN  0.260152       0.219675E-001   1.28931                 NaN
  1205.51        500.000        81.7502                 NaN            NaN            NaN            NaN            NaN   2.08135                 NaN            NaN   1.49043       0.686901E-001   7.20148        7.40788     
  1203.01        500.000        82.9301                 NaN            NaN            NaN            NaN            NaN   1.93892                 NaN            NaN   1.38488       0.620489E-001   6.74462        6.93946     
  1200.50        500.000        83.7960                 NaN            NaN            NaN            NaN            NaN   1.82526                 NaN            NaN   1.30935       0.559365E-001   6.42365        6.58981     
  1197.99        500.000        83.8402                 NaN            NaN            NaN            NaN            NaN   1.75736                 NaN            NaN   1.28090       0.572669E-001   6.46781        6.59647     
  1195.49        500.000        80.8302                 NaN            NaN            NaN            NaN            NaN   1.79494                 NaN            NaN   1.52285       0.761611E-001   8.04496        7.73088     
  1192.98        500.000        82.5131                 NaN            NaN            NaN            NaN            NaN   2.05527                 NaN            NaN   1.31159       0.409175E-001   6.85998        7.21911     
  1190.48        500.000        72.6329                 NaN            NaN            NaN  0.302147                 NaN  0.588223       0.889924                 NaN   1.90831       0.128061        11.9604        11.5901     
  1187.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.70231       0.335512                 NaN   7.01834       0.311899        42.7842        40.8477     
  1185.46        500.000                 NaN            NaN            NaN            NaN   1.97336                 NaN   5.48859       0.142119E-004            NaN   6.60995       0.461477        43.8494        41.6172     
  1182.96        500.000                 NaN            NaN            NaN            NaN   1.94068                 NaN   5.53542                 NaN            NaN   6.61018       0.461492        43.8487        41.6036     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.179120        8.86587       0.105991E-003   7.02809       0.309601        42.7627        40.8545     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.729507E-001   8.97831       0.949616E-004   7.03373       0.308101        42.7493        40.8575     
  1175.44        500.000                 NaN            NaN            NaN            NaN   1.95348                 NaN   5.51595       0.373209E-004            NaN   6.61046       0.461495        43.8434        41.6151     
  1172.93        500.000                 NaN            NaN            NaN            NaN   1.95770                 NaN   5.50957       0.371833E-004            NaN   6.61056       0.461493        43.8417        41.6190     
  1170.43        500.000                 NaN            NaN            NaN            NaN   1.96189                 NaN   5.50324       0.369336E-004            NaN   6.61067       0.461490        43.8399        41.6228     
  1167.92        500.000                 NaN            NaN            NaN            NaN   1.96605                 NaN   5.49696       0.365819E-004            NaN   6.61078       0.461485        43.8381        41.6266     
  1165.41        500.000                 NaN            NaN            NaN            NaN   1.97018                 NaN   5.49073       0.361310E-004            NaN   6.61089       0.461479        43.8362        41.6304     
  1162.91        500.000                 NaN            NaN            NaN            NaN   1.97429                 NaN   5.48455       0.355933E-004            NaN   6.61101       0.461471        43.8344        41.6342     
  1160.40        500.000                 NaN            NaN            NaN            NaN   1.97837                 NaN   5.47841       0.349708E-004            NaN   6.61114       0.461461        43.8326        41.6380     
  1157.89        500.000                 NaN            NaN            NaN            NaN   1.98243                 NaN   5.47233       0.342815E-004            NaN   6.61126       0.461450        43.8307        41.6418     
  1155.39        500.000                 NaN            NaN            NaN            NaN   1.98645                 NaN   5.46630       0.335284E-004            NaN   6.61140       0.461436        43.8288        41.6456     
  1152.88        500.000                 NaN            NaN            NaN            NaN   1.99045                 NaN   5.46031       0.327212E-004            NaN   6.61153       0.461422        43.8269        41.6493     
  1150.38        500.000                 NaN            NaN            NaN            NaN   1.99433                 NaN   5.45402       0.567579E-003            NaN   6.61170       0.461397        43.8250        41.6530     
  1147.87        500.000                 NaN            NaN            NaN            NaN   1.99829                 NaN   5.44817       0.517516E-003            NaN   6.61185       0.461380        43.8230        41.6568     
  1145.36        500.000                 NaN            NaN            NaN            NaN   2.00222                 NaN   5.44235       0.472701E-003            NaN   6.61200       0.461362        43.8211        41.6605     
  1142.86        500.000                 NaN            NaN            NaN            NaN   2.00613                 NaN   5.43659       0.430572E-003            NaN   6.61215       0.461341        43.8192        41.6642     
  1140.35        500.000                 NaN            NaN            NaN            NaN   2.01001                 NaN   5.43087       0.392849E-003            NaN   6.61231       0.461319        43.8172        41.6679     
  1137.84        500.000                 NaN            NaN            NaN            NaN   2.01386                 NaN   5.42519       0.358696E-003            NaN   6.61248       0.461295        43.8152        41.6716     
  1135.34        500.000                 NaN            NaN            NaN            NaN   2.01769                 NaN   5.41957       0.326999E-003            NaN   6.61265       0.461270        43.8132        41.6753     
  1132.83        500.000                 NaN            NaN            NaN            NaN   2.02149                 NaN   5.41398       0.298311E-003            NaN   6.61283       0.461242        43.8112        41.6790     
  1130.33        500.000                 NaN            NaN            NaN            NaN   2.02527                 NaN   5.40844       0.272195E-003            NaN   6.61301       0.461213        43.8091        41.6826     
  1127.82        500.000                 NaN            NaN            NaN            NaN   2.02902                 NaN   5.40295       0.248421E-003            NaN   6.61320       0.461182        43.8071        41.6863     
  1125.31        500.000                 NaN            NaN            NaN            NaN   2.03275                 NaN   5.39750       0.226684E-003            NaN   6.61339       0.461150        43.8050        41.6900     
  1122.81        500.000                 NaN            NaN            NaN            NaN   2.03645                 NaN   5.39210       0.206983E-003            NaN   6.61359       0.461116        43.8029        41.6936     
  1120.30        500.000                 NaN            NaN            NaN            NaN   2.04013                 NaN   5.38674       0.188925E-003            NaN   6.61380       0.461080        43.8008        41.6972     
  1117.79        500.000                 NaN            NaN            NaN            NaN   2.04378                 NaN   5.38143       0.172386E-003            NaN   6.61401       0.461042        43.7987        41.7009     
  1115.29        500.000                 NaN            NaN            NaN            NaN   2.04743                 NaN   5.37626       0.245950E-004            NaN   6.61422       0.461005        43.7966        41.7045     
  1112.78        500.000                 NaN            NaN            NaN            NaN   2.05103                 NaN   5.37103       0.222962E-004            NaN   6.61445       0.460963        43.7944        41.7081     
  1110.28        500.000                 NaN            NaN            NaN            NaN   2.05461                 NaN   5.36585       0.201865E-004            NaN   6.61468       0.460920        43.7922        41.7117     
  1107.77        500.000                 NaN            NaN            NaN            NaN   2.05817                 NaN   5.36071       0.186899E-004            NaN   6.61491       0.460875        43.7900        41.7153     
  1105.26        500.000                 NaN            NaN            NaN            NaN   2.06170                 NaN   5.35562       0.173170E-004            NaN   6.61516       0.460828        43.7878        41.7189     
  1102.76        500.000                 NaN            NaN            NaN            NaN   2.06521                 NaN   5.35057       0.161090E-004            NaN   6.61541       0.460780        43.7856        41.7224     
  1100.25        500.000                 NaN            NaN            NaN            NaN   2.06870                 NaN   5.34557       0.150256E-004            NaN   6.61566       0.460730        43.7833        41.7260     
  1097.74        500.000                 NaN            NaN            NaN            NaN   2.07216                 NaN   5.34061       0.140444E-004            NaN   6.61592       0.460678        43.7811        41.7296     
  1095.24        500.000                 NaN            NaN            NaN            NaN   2.07560                 NaN   5.33570       0.131342E-004            NaN   6.61619       0.460624        43.7788        41.7331     
  1092.73        500.000                 NaN            NaN            NaN            NaN   2.07902                 NaN   5.33083       0.123053E-004            NaN   6.61647       0.460568        43.7765        41.7366     
  1090.23        500.000                 NaN            NaN            NaN            NaN   2.08242                 NaN   5.32600       0.115212E-004            NaN   6.61675       0.460511        43.7741        41.7402     
  1087.72        500.000                 NaN            NaN            NaN            NaN   2.08579                 NaN   5.32123       0.103300E-004            NaN   6.61704       0.460451        43.7718        41.7437     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.20387        6.01888                 NaN   7.18981       0.264179        42.3648        40.9584     
  1082.71        500.000                 NaN            NaN            NaN            NaN   2.09247                 NaN   5.31180       0.105525E-004            NaN   6.61763       0.460327        43.7670        41.7507     
  1080.20        500.000                 NaN            NaN            NaN            NaN   2.09578                 NaN   5.30715       0.106471E-004            NaN   6.61794       0.460262        43.7646        41.7542     
  1077.69        500.000                 NaN            NaN            NaN            NaN   2.09907                 NaN   5.30255       0.107312E-004            NaN   6.61826       0.460195        43.7622        41.7577     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.60472        4.63836                 NaN   7.20904       0.258705        42.3202        40.9690     
  1072.68        500.000                 NaN            NaN            NaN            NaN   2.10557                 NaN   5.29347       0.108664E-004            NaN   6.61892       0.460056        43.7573        41.7647     
  1070.18        500.000                 NaN            NaN            NaN            NaN   2.10880                 NaN   5.28900       0.109172E-004            NaN   6.61925       0.459983        43.7548        41.7682     
  1067.67        500.000                 NaN            NaN            NaN            NaN   2.11200                 NaN   5.28457       0.109569E-004            NaN   6.61960       0.459908        43.7523        41.7716     
  1065.16        500.000                 NaN            NaN            NaN            NaN   2.11518                 NaN   5.28019       0.109856E-004            NaN   6.61995       0.459832        43.7498        41.7751     
  1062.66        500.000                 NaN            NaN            NaN            NaN   2.11834                 NaN   5.27584       0.110032E-004            NaN   6.62031       0.459753        43.7472        41.7785     
  1060.15        500.000                 NaN            NaN            NaN            NaN   2.12148                 NaN   5.27154       0.110101E-004            NaN   6.62068       0.459673        43.7446        41.7820     
  1057.64        500.000                 NaN            NaN            NaN            NaN   2.12459                 NaN   5.26726       0.473337E-004            NaN   6.62106       0.459590        43.7420        41.7854     
  1055.14        500.000                 NaN            NaN            NaN            NaN   1.39503                 NaN   6.78318       0.690681E-004            NaN   6.88185       0.370021        43.0176        41.5522     
  1052.63        500.000                 NaN            NaN            NaN            NaN   1.40697                 NaN   6.76492       0.124233E-004            NaN   6.88060       0.370501        43.0173        41.5597     
  1050.13        500.000                 NaN            NaN            NaN            NaN   2.13382                 NaN   5.25476       0.436831E-004            NaN   6.62224       0.459330        43.7341        41.7957     
  1047.62        500.000                 NaN            NaN            NaN            NaN   1.45432                 NaN   6.68617       0.748338E-003            NaN   6.87458       0.372767        43.0277        41.5837     
  1045.11        500.000                 NaN            NaN            NaN            NaN  0.789668                 NaN   7.92052       0.634972E-003            NaN   7.07432       0.305557        42.5827        41.3266     
  1042.61        500.000                 NaN            NaN            NaN            NaN   2.14288                 NaN   5.24263       0.410095E-004            NaN   6.62348       0.459051        43.7260        41.8059     
  1040.10        500.000                 NaN            NaN            NaN            NaN   2.14565                 NaN   5.24034       0.381630E-004            NaN   6.62490       0.458456        43.7212        41.8094     
  1037.59        500.000                 NaN            NaN            NaN            NaN   2.14703                 NaN   5.23955       0.376497E-004            NaN   6.62555       0.458469        43.7171        41.8122     
  1035.09        500.000                 NaN            NaN            NaN            NaN   2.15154                 NaN   5.23086       0.399741E-004            NaN   6.62440       0.458894        43.7183        41.8159     
  1032.58        500.000                 NaN            NaN            NaN            NaN   2.15444                 NaN   5.22702       0.377208E-004            NaN   6.62480       0.458807        43.7156        41.8193     
  1030.08        500.000                 NaN            NaN            NaN            NaN   2.15733                 NaN   5.22323       0.359411E-004            NaN   6.62523       0.458714        43.7128        41.8227     
  1027.57        500.000                 NaN            NaN            NaN            NaN   2.16046                 NaN   5.21938       0.252185E-004            NaN   6.62612       0.458460        43.7094        41.8261     
  1025.06        500.000                 NaN            NaN            NaN            NaN   1.55001                 NaN   6.54801                 NaN            NaN   6.87249       0.373937        43.0093        41.6462     
  1022.56        500.000                 NaN            NaN            NaN            NaN   1.56540                 NaN   6.52247                 NaN            NaN   6.87059       0.374970        43.0118        41.6547     
  1020.05        500.000                 NaN            NaN            NaN            NaN   1.57671                 NaN   6.50557                 NaN            NaN   6.87002       0.375228        43.0106        41.6619     
  1017.54        500.000                 NaN            NaN            NaN            NaN   2.20574                 NaN   5.15607       0.160681E-005            NaN   6.62816       0.457967        43.6966        41.8555     
  1015.04        500.000                 NaN            NaN            NaN            NaN   2.20846                 NaN   5.15263       0.160688E-005            NaN   6.62868       0.457847        43.6936        41.8588     
