|6.6.6
Archiving\03_Data\fracLP/QFM_m4.5/LAR/LAR_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         iron           O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1488.72        500.000        99.5284                 NaN  0.892720E-002            NaN  0.462636                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.3492                 NaN            NaN            NaN  0.237979       0.412781                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.2211                 NaN            NaN            NaN  0.969534E-001  0.615521       0.664609E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        98.8896                 NaN            NaN            NaN            NaN  0.131383       0.978999                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        98.9364                 NaN  0.104446E-001            NaN            NaN            NaN   1.05319                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.9368                 NaN  0.103596E-001            NaN            NaN            NaN   1.05283                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.9389                 NaN  0.102029E-001            NaN            NaN            NaN   1.05091                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.9413                 NaN  0.999821E-002            NaN            NaN            NaN   1.04871                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.9391                 NaN  0.982539E-002            NaN            NaN            NaN   1.05107                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.9374                 NaN  0.965361E-002            NaN            NaN            NaN   1.05299                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.9331                 NaN  0.946763E-002            NaN            NaN            NaN   1.05739                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.9269                 NaN  0.926177E-002            NaN            NaN            NaN   1.06388                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.9210                 NaN  0.907519E-002            NaN            NaN            NaN   1.06997                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.9095                 NaN  0.888035E-002            NaN            NaN            NaN   1.08165                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.8926                 NaN  0.865607E-002            NaN            NaN            NaN   1.09879                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.8629                 NaN  0.834042E-002            NaN            NaN            NaN   1.12873                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.6277                 NaN  0.608602E-002            NaN            NaN            NaN  0.800955       0.565294                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.4305                 NaN  0.376402E-002            NaN            NaN            NaN  0.448233        1.11750                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.4518                 NaN  0.353300E-002            NaN            NaN            NaN   1.10155       0.443091                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.4752                 NaN  0.329655E-002            NaN            NaN            NaN  0.439594        1.08194                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.4989                 NaN  0.309494E-002            NaN            NaN            NaN  0.432133        1.06584                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.5186                 NaN  0.289767E-002            NaN            NaN            NaN   1.05096       0.427558                 NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.5367                 NaN  0.269465E-002            NaN            NaN            NaN   1.03884       0.421719                 NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.5618                 NaN  0.249393E-002            NaN            NaN            NaN  0.418464        1.01727                 NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        98.5801                 NaN  0.229105E-002            NaN            NaN            NaN  0.413075        1.00458                 NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        98.5979                 NaN  0.213831E-002            NaN            NaN            NaN  0.410406       0.989555                 NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        98.6182                 NaN  0.194220E-002            NaN            NaN            NaN  0.403934       0.975948                 NaN            NaN            NaN            NaN            NaN
  1421.05        500.000        98.6360                 NaN  0.177392E-002            NaN            NaN            NaN  0.960871       0.401320                 NaN            NaN            NaN            NaN            NaN
  1418.55        500.000        98.6530                 NaN  0.159537E-002            NaN            NaN            NaN  0.396161       0.949288                 NaN            NaN            NaN            NaN            NaN
  1416.04        500.000        98.6692                 NaN  0.142530E-002            NaN            NaN            NaN  0.937689       0.391684                 NaN            NaN            NaN            NaN            NaN
  1413.53        500.000        98.6853                 NaN  0.128601E-002            NaN            NaN            NaN  0.925007       0.388379                 NaN            NaN            NaN            NaN            NaN
  1411.03        500.000        98.7026                 NaN  0.111925E-002            NaN            NaN            NaN  0.385341       0.910976                 NaN            NaN            NaN            NaN            NaN
  1408.52        500.000        98.6951                 NaN  0.939475E-003            NaN            NaN            NaN  0.918724       0.385278                 NaN            NaN            NaN            NaN            NaN
  1406.02        500.000        98.7538                 NaN  0.846402E-003            NaN            NaN            NaN  0.869636       0.375707                 NaN            NaN            NaN            NaN            NaN
  1403.51        500.000        98.7464                 NaN  0.703306E-003            NaN            NaN            NaN  0.879500       0.373374                 NaN            NaN            NaN            NaN            NaN
  1401.00        500.000        98.7598                 NaN  0.563013E-003            NaN            NaN            NaN  0.870036       0.369633                 NaN            NaN            NaN            NaN            NaN
  1398.50        500.000        98.7746                 NaN  0.421304E-003            NaN            NaN            NaN  0.859256       0.365736                 NaN            NaN            NaN            NaN            NaN
  1395.99        500.000        98.6044                 NaN            NaN            NaN            NaN            NaN  0.864085       0.447121                 NaN  0.844192E-001            NaN            NaN            NaN
  1393.48        500.000        97.0054                 NaN            NaN            NaN            NaN            NaN  0.965268        1.19403                 NaN  0.835343                 NaN            NaN            NaN
  1390.98        500.000        97.0791                 NaN            NaN            NaN            NaN            NaN   1.16533       0.941910                 NaN  0.813691                 NaN            NaN            NaN
  1388.47        500.000        97.1518                 NaN            NaN            NaN            NaN            NaN   1.13716       0.918527                 NaN  0.792521                 NaN            NaN            NaN
  1385.96        500.000        97.2173                 NaN            NaN            NaN            NaN            NaN   1.11173       0.897865                 NaN  0.773095                 NaN            NaN            NaN
  1383.46        500.000        97.2829                 NaN            NaN            NaN            NaN            NaN  0.877264        1.08580                 NaN  0.754001                 NaN            NaN            NaN
  1380.95        500.000        97.3442                 NaN            NaN            NaN            NaN            NaN   1.06203       0.857850                 NaN  0.735929                 NaN            NaN            NaN
  1378.45        500.000        97.4008                 NaN            NaN            NaN            NaN            NaN   1.03806       0.841708                 NaN  0.719389                 NaN            NaN            NaN
  1375.94        500.000        97.4603                 NaN            NaN            NaN            NaN            NaN   1.01861       0.819611                 NaN  0.701476                 NaN            NaN            NaN
  1373.43        500.000        97.5124                 NaN            NaN            NaN            NaN            NaN  0.998574       0.802779                 NaN  0.686232                 NaN            NaN            NaN
  1370.93        500.000        97.5650                 NaN            NaN            NaN            NaN            NaN  0.785475       0.978862                 NaN  0.670677                 NaN            NaN            NaN
  1368.42        500.000        97.6143                 NaN            NaN            NaN            NaN            NaN  0.769314       0.960550                 NaN  0.655842                 NaN            NaN            NaN
  1365.91        500.000        97.6589                 NaN            NaN            NaN            NaN            NaN  0.754230       0.944511                 NaN  0.642327                 NaN            NaN            NaN
  1363.41        500.000        97.7031                 NaN            NaN            NaN            NaN            NaN  0.739168       0.928823                 NaN  0.628936                 NaN            NaN            NaN
  1360.90        500.000        97.7469                 NaN            NaN            NaN            NaN            NaN  0.724798       0.912413                 NaN  0.615890                 NaN            NaN            NaN
  1358.40        500.000        97.7882                 NaN            NaN            NaN            NaN            NaN  0.899533       0.708957                 NaN  0.603275                 NaN            NaN            NaN
  1355.89        500.000        97.8259                 NaN            NaN            NaN            NaN            NaN  0.696322       0.886044                 NaN  0.591692                 NaN            NaN            NaN
  1353.38        500.000        97.8630                 NaN            NaN            NaN            NaN            NaN  0.683901       0.872816                 NaN  0.580278                 NaN            NaN            NaN
  1350.88        500.000        97.8987                 NaN            NaN            NaN            NaN            NaN  0.857904       0.673602                 NaN  0.569826                 NaN            NaN            NaN
  1348.37        500.000        97.9392                 NaN            NaN            NaN            NaN            NaN  0.847388       0.656074                 NaN  0.557324                 NaN            NaN            NaN
  1345.86        500.000        97.9668                 NaN            NaN            NaN            NaN            NaN  0.644427       0.840225                 NaN  0.548589                 NaN            NaN            NaN
  1343.36        500.000        97.9978                 NaN            NaN            NaN            NaN            NaN  0.632819       0.830527                 NaN  0.538871                 NaN            NaN            NaN
  1340.85        500.000        98.0287                 NaN            NaN            NaN            NaN            NaN  0.621131       0.820831                 NaN  0.529380                 NaN            NaN            NaN
  1338.35        500.000        98.0593                 NaN            NaN            NaN  0.285924E-001            NaN  0.641267       0.747311                 NaN  0.523506                 NaN            NaN            NaN
  1335.84        500.000        98.1158                 NaN            NaN            NaN  0.338181                 NaN  0.197531E-001  0.982995                 NaN  0.543260                 NaN            NaN            NaN
  1333.33        500.000        98.1404                 NaN            NaN            NaN  0.347079                 NaN  0.975810                 NaN            NaN  0.536672                 NaN            NaN            NaN
  1330.83        500.000        98.1746                 NaN            NaN            NaN  0.346636                 NaN  0.952949                 NaN            NaN  0.525859                 NaN            NaN            NaN
  1328.32        500.000        98.2071                 NaN            NaN            NaN  0.334081                 NaN  0.944281                 NaN            NaN  0.514579                 NaN            NaN            NaN
  1325.81        500.000        98.2331                 NaN            NaN            NaN  0.324845                 NaN  0.936833                 NaN            NaN  0.505205                 NaN            NaN            NaN
  1323.31        500.000        98.2743                 NaN            NaN            NaN  0.325728                 NaN  0.907210                 NaN            NaN  0.492729                 NaN            NaN            NaN
  1320.80        500.000        98.2979                 NaN            NaN            NaN  0.305231                 NaN  0.913269                 NaN            NaN  0.483569                 NaN            NaN            NaN
  1318.30        500.000        98.3245                 NaN            NaN            NaN  0.290091                 NaN  0.912132                 NaN            NaN  0.473306                 NaN            NaN            NaN
  1315.79        500.000        98.3565                 NaN            NaN            NaN  0.291555                 NaN  0.888291                 NaN            NaN  0.463677                 NaN            NaN            NaN
  1313.28        500.000        98.3848                 NaN            NaN            NaN  0.288959                 NaN  0.871659                 NaN            NaN  0.454573                 NaN            NaN            NaN
  1310.78        500.000        98.4112                 NaN            NaN            NaN  0.275656                 NaN  0.867802                 NaN            NaN  0.445304                 NaN            NaN            NaN
  1308.27        500.000        98.4341                 NaN            NaN            NaN  0.261017                 NaN  0.868207                 NaN            NaN  0.436661                 NaN            NaN            NaN
  1305.76        500.000        98.4852                 NaN            NaN            NaN  0.458178                 NaN  0.551091                 NaN            NaN  0.505543                 NaN            NaN            NaN
  1303.26        500.000        98.3002                 NaN            NaN            NaN  0.267321                 NaN  0.962399                 NaN            NaN  0.470090                 NaN            NaN            NaN
  1300.75        500.000        99.0168                 NaN            NaN            NaN  0.634943                 NaN            NaN            NaN            NaN  0.348296                 NaN            NaN            NaN
  1298.25        500.000        98.1739                 NaN            NaN            NaN            NaN            NaN   1.44822                 NaN            NaN  0.377846                 NaN            NaN            NaN
  1295.74        500.000        98.6188                 NaN            NaN            NaN  0.104005E-001            NaN   1.01602                 NaN            NaN  0.354802                 NaN            NaN            NaN
  1293.23        500.000        98.5639                 NaN            NaN            NaN  0.180798                 NaN  0.865775                 NaN            NaN  0.389540                 NaN            NaN            NaN
  1290.73        500.000        98.5839                 NaN            NaN            NaN  0.164935                 NaN  0.868995                 NaN            NaN  0.382140                 NaN            NaN            NaN
  1288.22        500.000        98.6015                 NaN            NaN            NaN  0.157989                 NaN  0.864010                 NaN            NaN  0.376467                 NaN            NaN            NaN
  1285.71        500.000        98.6193                 NaN            NaN            NaN  0.148726                 NaN  0.861690                 NaN            NaN  0.370304                 NaN            NaN            NaN
  1283.21        500.000        98.5910                 NaN            NaN            NaN  0.129736                 NaN  0.870853                 NaN            NaN  0.374686       0.337299E-001            NaN            NaN
  1280.70        500.000        98.5692                 NaN            NaN            NaN  0.109224                 NaN  0.876268                 NaN            NaN  0.376979       0.683704E-001            NaN            NaN
  1278.20        500.000        98.5994                 NaN            NaN            NaN  0.131578                 NaN  0.832351                 NaN            NaN  0.370667       0.660027E-001            NaN            NaN
  1275.69        500.000        98.6294                 NaN            NaN            NaN  0.120143                 NaN  0.825462                 NaN            NaN  0.361079       0.639362E-001            NaN            NaN
  1273.18        500.000        98.6578                 NaN            NaN            NaN  0.116289                 NaN  0.811267                 NaN            NaN  0.353032       0.616132E-001            NaN            NaN
  1270.68        500.000        98.6859                 NaN            NaN            NaN  0.110870                 NaN  0.798754                 NaN            NaN  0.345179       0.592609E-001            NaN            NaN
  1268.17        500.000        91.7831                 NaN            NaN            NaN  0.136992                 NaN   2.56046                 NaN            NaN   1.08863       0.250312        4.18047                 NaN
  1265.66        500.000        89.5812                 NaN            NaN            NaN  0.910129E-001            NaN   3.16052                 NaN            NaN   1.31299       0.302186        5.55203                 NaN
  1263.16        500.000        90.5863                 NaN            NaN            NaN  0.543312E-001            NaN   2.91108                 NaN            NaN   1.19125       0.267418        4.98966                 NaN
  1260.65        500.000        91.4216                 NaN            NaN            NaN  0.245699E-001            NaN   2.70209                 NaN            NaN   1.08887       0.238499        4.52442                 NaN
  1258.15        500.000        92.1288                 NaN            NaN            NaN  0.363016E-002            NaN   2.51635                 NaN            NaN   1.00144       0.214352        4.13540                 NaN
  1255.64        500.000        92.7402                 NaN            NaN            NaN  0.284038E-002            NaN   2.33469                 NaN            NaN  0.925470       0.194065        3.80271                 NaN
  1253.13        500.000        93.2680                 NaN            NaN            NaN  0.731974E-005            NaN   2.17748                 NaN            NaN  0.856599       0.177789        3.52009                 NaN
  1250.63        500.000        93.7211                 NaN            NaN            NaN  0.101920E-004            NaN   2.04457                 NaN            NaN  0.802495       0.160418        3.27145                 NaN
  1248.12        500.000        94.1236                 NaN            NaN            NaN  0.233059E-001            NaN   1.89763                 NaN            NaN  0.753509       0.146341        3.05565                 NaN
  1245.61        500.000        94.5159                 NaN            NaN            NaN  0.319954E-003            NaN   1.79549                 NaN            NaN  0.696018       0.136492        2.85577                 NaN
  1243.11        500.000        94.8461                 NaN            NaN            NaN            NaN            NaN   1.69307                 NaN            NaN  0.653242       0.125298        2.68225                 NaN
  1240.60        500.000        95.1398                 NaN            NaN            NaN            NaN            NaN   1.60211                 NaN            NaN  0.613150       0.115852        2.52909                 NaN
  1238.10        500.000        95.4163                 NaN            NaN            NaN            NaN            NaN   1.51478                 NaN            NaN  0.576941       0.106452        2.38549                 NaN
  1235.59        500.000        95.6651                 NaN            NaN            NaN            NaN            NaN   1.43595                 NaN            NaN  0.542807       0.984539E-001   2.25768                 NaN
  1233.08        500.000        95.8995                 NaN            NaN            NaN            NaN            NaN   1.36016                 NaN            NaN  0.510801       0.910429E-001   2.13847                 NaN
  1230.58        500.000        96.1042                 NaN            NaN            NaN            NaN            NaN   1.29620                 NaN            NaN  0.482906       0.840166E-001   2.03269                 NaN
  1228.07        500.000        96.3053                 NaN            NaN            NaN            NaN            NaN   1.23062                 NaN            NaN  0.456254       0.772627E-001   1.93061                 NaN
  1225.56        500.000        96.4866                 NaN            NaN            NaN            NaN            NaN   1.17253                 NaN            NaN  0.432406       0.709361E-001   1.83757                 NaN
  1223.06        500.000        96.6614                 NaN            NaN            NaN            NaN            NaN   1.11401                 NaN            NaN  0.407561       0.659291E-001   1.75110                 NaN
  1220.55        500.000        96.8284                 NaN            NaN            NaN            NaN            NaN   1.05711                 NaN            NaN  0.384718       0.609667E-001   1.66876                 NaN
  1218.05        500.000        96.9795                 NaN            NaN            NaN            NaN            NaN   1.00651                 NaN            NaN  0.363778       0.565040E-001   1.59371                 NaN
  1215.54        500.000        97.1223                 NaN            NaN            NaN            NaN            NaN  0.957482                 NaN            NaN  0.343968       0.523957E-001   1.52389                 NaN
  1213.03        500.000        97.2661                 NaN            NaN            NaN            NaN            NaN  0.905947                 NaN            NaN  0.324949       0.484173E-001   1.45458                 NaN
  1210.53        500.000        97.3802                 NaN            NaN            NaN            NaN            NaN  0.870151                 NaN            NaN  0.309507       0.445663E-001   1.39553                 NaN
  1208.02        500.000        97.5070                 NaN            NaN            NaN            NaN            NaN  0.823589                 NaN            NaN  0.290567       0.420896E-001   1.33677                 NaN
  1205.51        500.000        80.2114                 NaN            NaN            NaN            NaN            NaN   3.04561                 NaN            NaN   1.64131       0.129766        7.35857        7.61330     
  1203.01        500.000        81.4624                 NaN            NaN            NaN            NaN            NaN   2.83959                 NaN            NaN   1.52858       0.117493        6.90400        7.14792     
  1200.50        500.000        82.3826                 NaN            NaN            NaN            NaN            NaN   2.67668                 NaN            NaN   1.44820       0.106142        6.58487        6.80146     
  1197.99        500.000        82.4479                 NaN            NaN            NaN            NaN            NaN   2.57349                 NaN            NaN   1.41868       0.108819        6.63384        6.81733     
  1195.49        500.000        79.3381                 NaN            NaN            NaN            NaN            NaN   2.62363                 NaN            NaN   1.68434       0.144528        8.23109        7.97833     
  1192.98        500.000        80.9785                 NaN            NaN            NaN            NaN            NaN   3.00876                 NaN            NaN   1.45332       0.777921E-001   7.01819        7.46341     
  1190.48        500.000        70.9563                 NaN            NaN            NaN  0.523074                 NaN  0.835691        1.29337                 NaN   2.10177       0.242009        12.1384        11.9094     
  1187.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.8045       0.447886                 NaN   7.24323       0.552335        40.6233        39.3287     
  1185.46        500.000                 NaN            NaN            NaN            NaN   3.20687                 NaN   7.30025       0.193166E-004            NaN   6.83333       0.818632        41.7054        40.1355     
  1182.96        500.000                 NaN            NaN            NaN            NaN   3.15386                 NaN   7.36888                 NaN            NaN   6.83352       0.818679        41.7051        40.1199     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.237669        12.0238       0.141493E-003   7.25350       0.548335        40.6063        39.3303     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.967879E-001   12.1720       0.126744E-003   7.25938       0.545701        40.5947        39.3314     
  1175.44        500.000                 NaN            NaN            NaN            NaN   3.17519                 NaN   7.34123       0.507007E-004            NaN   6.83409       0.818799        41.7041        40.1265     
  1172.93        500.000                 NaN            NaN            NaN            NaN   3.18221                 NaN   7.33216       0.504959E-004            NaN   6.83429       0.818834        41.7038        40.1287     
  1170.43        500.000                 NaN            NaN            NaN            NaN   3.18919                 NaN   7.32316       0.501390E-004            NaN   6.83449       0.818866        41.7034        40.1308     
  1167.92        500.000                 NaN            NaN            NaN            NaN   3.19613                 NaN   7.31423       0.496438E-004            NaN   6.83469       0.818895        41.7030        40.1330     
  1165.41        500.000                 NaN            NaN            NaN            NaN   3.20302                 NaN   7.30536       0.490140E-004            NaN   6.83491       0.818921        41.7026        40.1351     
  1162.91        500.000                 NaN            NaN            NaN            NaN   3.20987                 NaN   7.29656       0.482670E-004            NaN   6.83512       0.818945        41.7022        40.1373     
  1160.40        500.000                 NaN            NaN            NaN            NaN   3.21668                 NaN   7.28782       0.474063E-004            NaN   6.83534       0.818966        41.7018        40.1394     
  1157.89        500.000                 NaN            NaN            NaN            NaN   3.22344                 NaN   7.27916       0.464546E-004            NaN   6.83556       0.818983        41.7013        40.1415     
  1155.39        500.000                 NaN            NaN            NaN            NaN   3.23017                 NaN   7.27056       0.454171E-004            NaN   6.83579       0.818998        41.7008        40.1436     
  1152.88        500.000                 NaN            NaN            NaN            NaN   3.23684                 NaN   7.26202       0.443071E-004            NaN   6.83603       0.819010        41.7004        40.1457     
  1150.38        500.000                 NaN            NaN            NaN            NaN   3.24332                 NaN   7.25308       0.767080E-003            NaN   6.83629       0.819003        41.6998        40.1478     
  1147.87        500.000                 NaN            NaN            NaN            NaN   3.24993                 NaN   7.24471       0.699137E-003            NaN   6.83653       0.819011        41.6993        40.1498     
  1145.36        500.000                 NaN            NaN            NaN            NaN   3.25650                 NaN   7.23641       0.638336E-003            NaN   6.83677       0.819015        41.6988        40.1519     
  1142.86        500.000                 NaN            NaN            NaN            NaN   3.26303                 NaN   7.22817       0.581213E-003            NaN   6.83703       0.819016        41.6982        40.1540     
  1140.35        500.000                 NaN            NaN            NaN            NaN   3.26952                 NaN   7.21998       0.530079E-003            NaN   6.83728       0.819014        41.6977        40.1560     
  1137.84        500.000                 NaN            NaN            NaN            NaN   3.27596                 NaN   7.21186       0.483803E-003            NaN   6.83754       0.819009        41.6971        40.1581     
  1135.34        500.000                 NaN            NaN            NaN            NaN   3.28236                 NaN   7.20380       0.440876E-003            NaN   6.83781       0.819001        41.6965        40.1601     
  1132.83        500.000                 NaN            NaN            NaN            NaN   3.28872                 NaN   7.19580       0.402040E-003            NaN   6.83808       0.818990        41.6959        40.1621     
  1130.33        500.000                 NaN            NaN            NaN            NaN   3.29504                 NaN   7.18787       0.366701E-003            NaN   6.83836       0.818976        41.6953        40.1641     
  1127.82        500.000                 NaN            NaN            NaN            NaN   3.30132                 NaN   7.17999       0.334543E-003            NaN   6.83864       0.818959        41.6946        40.1661     
  1125.31        500.000                 NaN            NaN            NaN            NaN   3.30756                 NaN   7.17217       0.305155E-003            NaN   6.83893       0.818938        41.6940        40.1681     
  1122.81        500.000                 NaN            NaN            NaN            NaN   3.31376                 NaN   7.16442       0.278502E-003            NaN   6.83923       0.818915        41.6933        40.1701     
  1120.30        500.000                 NaN            NaN            NaN            NaN   3.31992                 NaN   7.15672       0.254114E-003            NaN   6.83953       0.818888        41.6926        40.1721     
  1117.79        500.000                 NaN            NaN            NaN            NaN   3.32604                 NaN   7.14908       0.231801E-003            NaN   6.83983       0.818858        41.6919        40.1741     
  1115.29        500.000                 NaN            NaN            NaN            NaN   3.33215                 NaN   7.14164       0.331131E-004            NaN   6.84014       0.818828        41.6912        40.1760     
  1112.78        500.000                 NaN            NaN            NaN            NaN   3.33819                 NaN   7.13411       0.300086E-004            NaN   6.84046       0.818792        41.6904        40.1780     
  1110.28        500.000                 NaN            NaN            NaN            NaN   3.34420                 NaN   7.12664       0.271388E-004            NaN   6.84079       0.818752        41.6897        40.1799     
  1107.77        500.000                 NaN            NaN            NaN            NaN   3.35016                 NaN   7.11924       0.251390E-004            NaN   6.84112       0.818709        41.6889        40.1819     
  1105.26        500.000                 NaN            NaN            NaN            NaN   3.35609                 NaN   7.11189       0.232849E-004            NaN   6.84145       0.818663        41.6881        40.1838     
  1102.76        500.000                 NaN            NaN            NaN            NaN   3.36198                 NaN   7.10461       0.216536E-004            NaN   6.84180       0.818614        41.6872        40.1857     
  1100.25        500.000                 NaN            NaN            NaN            NaN   3.36783                 NaN   7.09738       0.201909E-004            NaN   6.84215       0.818561        41.6864        40.1877     
  1097.74        500.000                 NaN            NaN            NaN            NaN   3.37365                 NaN   7.09022       0.188664E-004            NaN   6.84251       0.818505        41.6855        40.1896     
  1095.24        500.000                 NaN            NaN            NaN            NaN   3.37943                 NaN   7.08311       0.176382E-004            NaN   6.84287       0.818446        41.6847        40.1915     
  1092.73        500.000                 NaN            NaN            NaN            NaN   3.38517                 NaN   7.07606       0.165210E-004            NaN   6.84324       0.818384        41.6838        40.1934     
  1090.23        500.000                 NaN            NaN            NaN            NaN   3.39088                 NaN   7.06907       0.154634E-004            NaN   6.84362       0.818318        41.6829        40.1952     
  1087.72        500.000                 NaN            NaN            NaN            NaN   3.39655                 NaN   7.06214       0.138605E-004            NaN   6.84400       0.818249        41.6819        40.1971     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.36524        8.10622                 NaN   7.42279       0.468616        40.2704        39.3667     
  1082.71        500.000                 NaN            NaN            NaN            NaN   3.40779                 NaN   7.04845       0.141504E-004            NaN   6.84479       0.818101        41.6800        40.2009     
  1080.20        500.000                 NaN            NaN            NaN            NaN   3.41336                 NaN   7.04169       0.142730E-004            NaN   6.84519       0.818023        41.6790        40.2027     
  1077.69        500.000                 NaN            NaN            NaN            NaN   3.41889                 NaN   7.03499       0.143814E-004            NaN   6.84560       0.817940        41.6780        40.2046     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.26062        6.23417                 NaN   7.44294       0.458983        40.2327        39.3705     
  1072.68        500.000                 NaN            NaN            NaN            NaN   3.42985                 NaN   7.02176       0.145541E-004            NaN   6.84645       0.817765        41.6759        40.2083     
  1070.18        500.000                 NaN            NaN            NaN            NaN   3.43528                 NaN   7.01523       0.146179E-004            NaN   6.84688       0.817672        41.6748        40.2101     
  1067.67        500.000                 NaN            NaN            NaN            NaN   3.44067                 NaN   7.00876       0.146669E-004            NaN   6.84732       0.817575        41.6737        40.2119     
  1065.16        500.000                 NaN            NaN            NaN            NaN   3.44603                 NaN   7.00235       0.147011E-004            NaN   6.84777       0.817476        41.6726        40.2137     
  1062.66        500.000                 NaN            NaN            NaN            NaN   3.45136                 NaN   6.99599       0.147206E-004            NaN   6.84823       0.817372        41.6715        40.2155     
  1060.15        500.000                 NaN            NaN            NaN            NaN   3.45666                 NaN   6.98969       0.147256E-004            NaN   6.84869       0.817265        41.6703        40.2173     
  1057.64        500.000                 NaN            NaN            NaN            NaN   3.46191                 NaN   6.98341       0.631599E-004            NaN   6.84917       0.817153        41.6692        40.2191     
  1055.14        500.000                 NaN            NaN            NaN            NaN   2.27141                 NaN   9.04887       0.932209E-004            NaN   7.11327       0.657396        40.9481        39.9609     
  1052.63        500.000                 NaN            NaN            NaN            NaN   2.29099                 NaN   9.02258       0.167215E-004            NaN   7.11211       0.658282        40.9493        39.9667     
  1050.13        500.000                 NaN            NaN            NaN            NaN   3.47750                 NaN   6.96501       0.582403E-004            NaN   6.85063       0.816799        41.6655        40.2245     
  1047.62        500.000                 NaN            NaN            NaN            NaN   2.36840                 NaN   8.91076       0.100539E-002            NaN   7.10628       0.662387        40.9630        39.9882     
  1045.11        500.000                 NaN            NaN            NaN            NaN   1.28537                 NaN   10.6254       0.859450E-003            NaN   7.30885       0.542686        40.5191        39.7178     
  1042.61        500.000                 NaN            NaN            NaN            NaN   3.49280                 NaN   6.94711       0.546304E-004            NaN   6.85217       0.816411        41.6616        40.2298     
  1040.10        500.000                 NaN            NaN            NaN            NaN   3.49749                 NaN   6.94378       0.508258E-004            NaN   6.85368       0.815385        41.6581        40.2315     
  1037.59        500.000                 NaN            NaN            NaN            NaN   3.49993                 NaN   6.94143       0.501279E-004            NaN   6.85447       0.815447        41.6558        40.2329     
  1035.09        500.000                 NaN            NaN            NaN            NaN   3.50748                 NaN   6.92975       0.532059E-004            NaN   6.85335       0.816237        41.6582        40.2350     
  1032.58        500.000                 NaN            NaN            NaN            NaN   3.51238                 NaN   6.92405       0.501946E-004            NaN   6.85385       0.816119        41.6568        40.2367     
  1030.08        500.000                 NaN            NaN            NaN            NaN   3.51727                 NaN   6.91842       0.478145E-004            NaN   6.85438       0.815989        41.6555        40.2384     
  1027.57        500.000                 NaN            NaN            NaN            NaN   3.52256                 NaN   6.91264       0.335452E-004            NaN   6.85538       0.815572        41.6535        40.2403     
  1025.06        500.000                 NaN            NaN            NaN            NaN   2.52553                 NaN   8.70900                 NaN            NaN   7.10520       0.664758        40.9589        40.0366     
  1022.56        500.000                 NaN            NaN            NaN            NaN   2.55077                 NaN   8.67251                 NaN            NaN   7.10339       0.666630        40.9630        40.0437     
  1020.05        500.000                 NaN            NaN            NaN            NaN   2.56935                 NaN   8.64794                 NaN            NaN   7.10292       0.667122        40.9633        40.0494     
  1017.54        500.000                 NaN            NaN            NaN            NaN   3.59723                 NaN   6.81909       0.213910E-005            NaN   6.85797       0.814857        41.6474        40.2634     
  1015.04        500.000                 NaN            NaN            NaN            NaN   3.60185                 NaN   6.81391       0.213867E-005            NaN   6.85858       0.814677        41.6459        40.2651     
  1012.53        500.000                 NaN            NaN            NaN            NaN   3.60796                 NaN   6.80755       0.217829E-005            NaN   6.85847       0.815035        41.6432        40.2678     
