|6.6.6
Archiving\03_Data\DeqLP/QFM/WD94/WD94_3.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1147.44        500.000                 NaN  0.852987        55.4230        27.8273        4.34282        7.41104        3.78356       0.359292                 NaN
  1144.23        500.000                 NaN  0.853005        55.4228        27.8273        4.34284        7.41103        3.78377       0.359298                 NaN
  1141.03        500.000                 NaN  0.853022        55.4225        27.8273        4.34286        7.41102        3.78398       0.359304                 NaN
  1137.82        500.000                 NaN  0.853040        55.4222        27.8273        4.34289        7.41100        3.78420       0.359310                 NaN
  1134.62        500.000                 NaN  0.853058        55.4219        27.8274        4.34291        7.41099        3.78441       0.359316                 NaN
  1131.41        500.000                 NaN  0.853076        55.4217        27.8274        4.34293        7.41098        3.78463       0.359322                 NaN
  1128.21        500.000                 NaN  0.882766        55.4606        27.7616        7.40362        4.24073        3.88554       0.365082                 NaN
  1125.00        500.000                 NaN  0.882784        55.4604        27.7616        7.40360        4.24076        3.88576       0.365088                 NaN
  1121.79        500.000                 NaN  0.882802        55.4601        27.7617        7.40359        4.24078        3.88598       0.365094                 NaN
  1118.59        500.000                 NaN  0.882821        55.4598        27.7617        7.40358        4.24080        3.88620       0.365100                 NaN
  1115.38        500.000                 NaN  0.882839        55.4595        27.7617        7.40356        4.24083        3.88642       0.365106                 NaN
  1112.18        500.000                 NaN  0.882857        55.4592        27.7618        7.40355        4.24085        3.88664       0.365112                 NaN
  1108.97        500.000                 NaN  0.882875        55.4589        27.7618        7.40354        4.24088        3.88686       0.365118                 NaN
  1105.77        500.000                 NaN  0.882893        55.4587        27.7618        7.40352        4.24090        3.88708       0.365124                 NaN
  1102.56        500.000                 NaN  0.913509        55.4907        27.7112        7.39803        4.13729        3.98213       0.367117                 NaN
  1099.36        500.000                 NaN  0.913527        55.4904        27.7112        7.39801        4.13732        3.98236       0.367123                 NaN
  1096.15        500.000                 NaN  0.913546        55.4901        27.7113        7.39800        4.13734        3.98258       0.367128                 NaN
  1092.95        500.000                 NaN  0.913565        55.4898        27.7113        7.39798        4.13737        3.98280       0.367134                 NaN
  1089.74        500.000                 NaN  0.913584        55.4895        27.7113        7.39797        4.13739        3.98303       0.367140                 NaN
  1086.54        500.000                 NaN  0.913602        55.4893        27.7114        7.39795        4.13742        3.98325       0.367146                 NaN
  1083.33        500.000                 NaN  0.913621        55.4890        27.7114        7.39794        4.13744        3.98348       0.367152                 NaN
  1080.13        500.000                 NaN  0.913640        55.4887        27.7114        7.39792        4.13747        3.98370       0.367158                 NaN
  1076.92        500.000                 NaN  0.945744        55.5160        27.6734        4.03417        7.38955        4.07050       0.370651                 NaN
  1073.72        500.000                 NaN  0.945763        55.5157        27.6735        4.03420        7.38953        4.07073       0.370657                 NaN
  1070.51        500.000                 NaN  0.953919        55.5217        27.6669        7.38696        4.00735        4.09170       0.371551                 NaN
  1067.31        500.000                 NaN  0.958120        55.5237        27.6634        7.38678        3.99469        4.10229       0.371003                 NaN
  1064.10        500.000                 NaN  0.962321        55.5259        27.6603        3.98227        7.38612        4.11277       0.222107       0.148263     
  1060.90        500.000                 NaN  0.966537        55.5277        27.6575        7.38618        3.96933        4.12301                 NaN  0.369706     
  1057.69        500.000                 NaN  0.970828        55.5304        27.6543        7.38465        3.95610        4.13273                 NaN  0.371014     
  1054.49        500.000                 NaN  0.970848        55.5301        27.6544        7.38463        3.95613        4.13296                 NaN  0.371008     
  1051.28        500.000                 NaN  0.979383        55.5352        27.6491        7.38235        3.92866        4.15187                 NaN  0.373416     
  1048.08        500.000                 NaN  0.979403        55.5349        27.6492        7.38234        3.92868        4.15211                 NaN  0.373409     
  1044.87        500.000                 NaN  0.979423        55.5346        27.6492        7.38232        3.92871        4.15234                 NaN  0.373403     
  1041.67        500.000                 NaN  0.979443        55.5343        27.6492        7.38231        3.92873        4.15257                 NaN  0.373396     
  1038.46        500.000                 NaN  0.979463        55.5340        27.6493        7.38229        3.92876        4.15281                 NaN  0.373389     
  1035.26        500.000                 NaN  0.979483        55.5337        27.6493        7.38228        3.92879        4.15304                 NaN  0.373382     
  1032.05        500.000                 NaN  0.979503        55.5334        27.6494        7.38226        3.92881        4.15327                 NaN  0.373375     
  1028.85        500.000                 NaN  0.979522        55.5331        27.6494        7.38225        3.92884        4.15351                 NaN  0.373368     
  1025.64        500.000                 NaN   1.01472        55.5518        27.6360        7.37296        3.81698        4.22240                 NaN  0.385201     
  1022.44        500.000                 NaN   1.01474        55.5515        27.6360        7.37294        3.81701        4.22264                 NaN  0.385194     
  1019.23        500.000                 NaN   1.01476        55.5511        27.6361        7.37293        3.81704        4.22287                 NaN  0.385186     
  1016.03        500.000                 NaN   1.01478        55.5508        27.6361        7.37291        3.81706        4.22311                 NaN  0.385179     
  1012.82        500.000                 NaN   1.01480        55.5505        27.6362        7.37289        3.81709        4.22335                 NaN  0.385172     
  1009.62        500.000                 NaN   1.01482        55.5502        27.6362        7.37288        3.81712        4.22358                 NaN  0.385165     
  1006.41        500.000                 NaN   1.01484        55.5499        27.6363        7.37286        3.81714        4.22382                 NaN  0.385159     
  1003.21        500.000                 NaN   1.01486        55.5496        27.6363        7.37285        3.81717        4.22405                 NaN  0.385152     
  1000.00        500.000                 NaN   1.05212        55.5629        27.6333        7.36375        3.70445        4.28467                 NaN  0.398829     
