|6.6.6
Archiving\03_Data\frac/QFM_m1/KHA22/KHA22_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       mang           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              Gt(TH)         ab            
  1556.39        2500.00        99.1086                 NaN            NaN  0.812091E-001            NaN  0.810203                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.1167                 NaN            NaN  0.761036E-001            NaN  0.807163                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.1286                 NaN            NaN  0.763215E-001            NaN  0.795099                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.1380                 NaN            NaN  0.730949E-001            NaN  0.788868                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.0314                 NaN            NaN  0.832086E-001            NaN  0.885371                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.2776                 NaN            NaN  0.579567E-001            NaN  0.664473                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.1736                 NaN            NaN  0.663622E-001            NaN  0.760070                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.1836                 NaN            NaN  0.672362E-001            NaN  0.749199                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.1929                 NaN            NaN  0.631656E-001            NaN  0.743972                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.2004                 NaN            NaN  0.591643E-001            NaN  0.740421                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.2109                 NaN            NaN  0.579267E-001            NaN  0.731200                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.2192                 NaN            NaN  0.552746E-001            NaN  0.725525                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.2286                 NaN            NaN  0.530770E-001            NaN  0.718287                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.2388                 NaN            NaN  0.522826E-001            NaN  0.708905                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.2462                 NaN            NaN  0.486384E-001            NaN  0.705154                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.2516                 NaN            NaN  0.311441E-001            NaN  0.717286                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.2630                 NaN            NaN  0.607830E-001            NaN  0.676240                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.2715                 NaN            NaN  0.422547E-001            NaN  0.686228                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.2776                 NaN            NaN  0.406560E-001            NaN  0.681740                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.2845                 NaN            NaN  0.377735E-001            NaN  0.677749                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.2898                 NaN            NaN  0.338862E-001            NaN  0.676358                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.4932                 NaN            NaN  0.271367E-001            NaN  0.479659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.1102                 NaN            NaN  0.390455E-001            NaN  0.850721                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.2432                 NaN            NaN  0.300377E-001            NaN  0.726774                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.3947                 NaN            NaN  0.288666E-001            NaN  0.576386                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.3250                 NaN            NaN  0.257610E-001            NaN  0.649261                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.3293                 NaN            NaN  0.221804E-001            NaN  0.648514                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.3369                 NaN            NaN  0.213414E-001            NaN  0.641766                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.2536                 NaN            NaN  0.478407E-002            NaN  0.238813       0.502835                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.1816                 NaN            NaN  0.106988E-005            NaN            NaN  0.818380                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.1834                 NaN            NaN            NaN            NaN            NaN  0.816613                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.1837                 NaN            NaN            NaN            NaN            NaN  0.816281                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.1830                 NaN            NaN            NaN            NaN            NaN  0.817044                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.1809                 NaN            NaN            NaN            NaN            NaN  0.819108                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        99.1748                 NaN            NaN            NaN            NaN            NaN  0.825173                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        99.1704                 NaN            NaN            NaN            NaN            NaN  0.829571                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        99.1565                 NaN            NaN            NaN            NaN            NaN  0.843458                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.8467                 NaN            NaN            NaN            NaN            NaN  0.627120       0.526191                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.7921                 NaN            NaN            NaN            NaN            NaN  0.757058       0.450865                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.8081                 NaN            NaN            NaN            NaN            NaN  0.746983       0.444957                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.8235                 NaN            NaN            NaN            NaN            NaN  0.439117       0.737397                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.8387                 NaN            NaN            NaN            NaN            NaN  0.728195       0.433146                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.8514                 NaN            NaN  0.104992E-005            NaN            NaN  0.722399       0.426165                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.8698                 NaN            NaN            NaN            NaN            NaN  0.421468       0.708763                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.8809                 NaN            NaN            NaN            NaN            NaN  0.702759       0.416375                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.8948                 NaN            NaN            NaN            NaN            NaN  0.411332       0.693838                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.9078                 NaN            NaN            NaN            NaN            NaN  0.686143       0.406061                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.9203                 NaN            NaN            NaN            NaN            NaN  0.400678       0.679036                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.9325                 NaN            NaN            NaN            NaN            NaN  0.671800       0.395684                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.9448                 NaN            NaN  0.582498E-005            NaN            NaN  0.664272       0.390955                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.9562                 NaN            NaN            NaN            NaN            NaN  0.385995       0.657831                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.9687                 NaN            NaN  0.583128E-002            NaN            NaN  0.653022       0.372401                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.9838                 NaN            NaN  0.214620E-001            NaN            NaN  0.651752       0.343027                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.9959                 NaN            NaN  0.208922E-001            NaN  0.572821E-001  0.274474       0.651451                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        99.0065                 NaN            NaN  0.230180E-001            NaN            NaN  0.331035       0.639468                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        99.0152                 NaN            NaN  0.215606E-001            NaN            NaN  0.330357       0.632916                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        97.6717                 NaN            NaN  0.263314                 NaN            NaN  0.588036       0.684625                 NaN  0.792374                 NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        97.6670                 NaN            NaN  0.272750                 NaN            NaN  0.671000       0.577500                 NaN  0.811785                 NaN            NaN            NaN            NaN            NaN
  1411.03        2500.00        97.7255                 NaN            NaN  0.271703                 NaN            NaN  0.555101       0.655112                 NaN  0.792628                 NaN            NaN            NaN            NaN            NaN
  1408.52        2500.00        97.8006                 NaN            NaN  0.265693                 NaN            NaN  0.532284       0.635634                 NaN  0.765759                 NaN            NaN            NaN            NaN            NaN
  1406.02        2500.00        97.8529                 NaN            NaN  0.264861                 NaN            NaN  0.511729       0.621510                 NaN  0.748955                 NaN            NaN            NaN            NaN            NaN
  1403.51        2500.00        97.9100                 NaN            NaN  0.262157                 NaN            NaN  0.606804       0.491291                 NaN  0.729749                 NaN            NaN            NaN            NaN            NaN
  1401.00        2500.00        97.9505                 NaN            NaN  0.261786                 NaN            NaN  0.473862       0.595401                 NaN  0.718456                 NaN            NaN            NaN            NaN            NaN
  1398.50        2500.00        98.0328                 NaN            NaN  0.254947                 NaN            NaN  0.574885       0.450878                 NaN  0.686453                 NaN            NaN            NaN            NaN            NaN
  1395.99        2500.00        98.0642                 NaN            NaN  0.255343                 NaN            NaN  0.566913       0.436122                 NaN  0.677466                 NaN            NaN            NaN            NaN            NaN
  1393.48        2500.00        98.1116                 NaN            NaN  0.253230                 NaN            NaN  0.418886       0.555035                 NaN  0.661249                 NaN            NaN            NaN            NaN            NaN
  1390.98        2500.00        98.1595                 NaN            NaN  0.250765                 NaN            NaN  0.541187       0.403579                 NaN  0.644972                 NaN            NaN            NaN            NaN            NaN
  1388.47        2500.00        98.2029                 NaN            NaN  0.248597                 NaN            NaN  0.387837       0.530607                 NaN  0.630029                 NaN            NaN            NaN            NaN            NaN
  1385.96        2500.00        98.2433                 NaN            NaN  0.247107                 NaN            NaN  0.372969       0.520286                 NaN  0.616329                 NaN            NaN            NaN            NaN            NaN
  1383.46        2500.00        98.2875                 NaN            NaN  0.243439                 NaN            NaN  0.359869       0.508321                 NaN  0.600898                 NaN            NaN            NaN            NaN            NaN
  1380.95        2500.00        98.3260                 NaN            NaN  0.241897                 NaN            NaN  0.498509       0.345832                 NaN  0.587728                 NaN            NaN            NaN            NaN            NaN
  1378.45        2500.00        98.3643                 NaN            NaN  0.239687                 NaN            NaN  0.488687       0.332822                 NaN  0.574551                 NaN            NaN            NaN            NaN            NaN
  1375.94        2500.00        98.4013                 NaN            NaN  0.237417                 NaN            NaN  0.320723       0.478915                 NaN  0.561679                 NaN            NaN            NaN            NaN            NaN
  1373.43        2500.00        98.4358                 NaN            NaN  0.235103                 NaN            NaN  0.309424       0.470030                 NaN  0.549643                 NaN            NaN            NaN            NaN            NaN
  1370.93        2500.00        98.4708                 NaN            NaN  0.233039                 NaN            NaN  0.460743       0.297860                 NaN  0.537603                 NaN            NaN            NaN            NaN            NaN
  1368.42        2500.00        98.5042                 NaN            NaN  0.230147                 NaN            NaN  0.287846       0.452188                 NaN  0.525612                 NaN            NaN            NaN            NaN            NaN
  1365.91        2500.00        98.5362                 NaN            NaN  0.228149                 NaN            NaN  0.444103       0.277034                 NaN  0.514549                 NaN            NaN            NaN            NaN            NaN
  1363.41        2500.00        98.5669                 NaN            NaN  0.225588                 NaN            NaN  0.435887       0.267956                 NaN  0.503628                 NaN            NaN            NaN            NaN            NaN
  1360.90        2500.00        98.5974                 NaN            NaN  0.223031                 NaN            NaN  0.427622       0.259140                 NaN  0.492856                 NaN            NaN            NaN            NaN            NaN
  1358.40        2500.00        98.6255                 NaN            NaN  0.220494                 NaN            NaN  0.420058       0.250990                 NaN  0.482930                 NaN            NaN            NaN            NaN            NaN
  1355.89        2500.00        98.6545                 NaN            NaN  0.217788                 NaN            NaN  0.412148       0.243050                 NaN  0.472473                 NaN            NaN            NaN            NaN            NaN
  1353.38        2500.00        98.6813                 NaN            NaN  0.215116                 NaN            NaN  0.405032       0.235497                 NaN  0.463064                 NaN            NaN            NaN            NaN            NaN
  1350.88        2500.00        98.7084                 NaN            NaN  0.212318                 NaN            NaN  0.397525       0.228598                 NaN  0.453181                 NaN            NaN            NaN            NaN            NaN
  1348.37        2500.00        98.7339                 NaN            NaN  0.209515                 NaN            NaN  0.390604       0.221944                 NaN  0.444063                 NaN            NaN            NaN            NaN            NaN
  1345.86        2500.00        98.7585                 NaN            NaN  0.206719                 NaN            NaN  0.215741       0.383848                 NaN  0.435152                 NaN            NaN            NaN            NaN            NaN
  1343.36        2500.00        98.7832                 NaN            NaN  0.203564                 NaN            NaN  0.376789       0.210292                 NaN  0.426202                 NaN            NaN            NaN            NaN            NaN
  1340.85        2500.00        98.8058                 NaN            NaN  0.200494                 NaN            NaN  0.370558       0.205250                 NaN  0.417849                 NaN            NaN            NaN            NaN            NaN
  1338.35        2500.00        98.8288                 NaN            NaN  0.197648                 NaN            NaN  0.200342       0.363619                 NaN  0.409582                 NaN            NaN            NaN            NaN            NaN
  1335.84        2500.00        98.8473                 NaN            NaN  0.197296                 NaN            NaN  0.359537       0.192613                 NaN  0.403277                 NaN            NaN            NaN            NaN            NaN
  1333.33        2500.00        98.8753                 NaN            NaN  0.187879                 NaN            NaN  0.350056       0.195418                 NaN  0.391354                 NaN            NaN            NaN            NaN            NaN
  1330.83        2500.00        98.8918                 NaN            NaN  0.187138                 NaN            NaN  0.346082       0.188951                 NaN  0.385992                 NaN            NaN            NaN            NaN            NaN
  1328.32        2500.00        98.9124                 NaN            NaN  0.185199                 NaN            NaN  0.183065       0.340439                 NaN  0.378887                 NaN            NaN            NaN            NaN            NaN
  1325.81        2500.00        98.9305                 NaN            NaN  0.179795                 NaN            NaN  0.334989       0.183308                 NaN  0.371453                 NaN            NaN            NaN            NaN            NaN
  1323.31        2500.00        98.9544                 NaN            NaN  0.175238                 NaN            NaN  0.326217       0.181568                 NaN  0.362603                 NaN            NaN            NaN            NaN            NaN
  1320.80        2500.00        98.9678                 NaN            NaN  0.172012                 NaN            NaN  0.322048       0.180835                 NaN  0.357258                 NaN            NaN            NaN            NaN            NaN
  1318.30        2500.00        98.9868                 NaN            NaN  0.168265                 NaN            NaN  0.316172       0.178585                 NaN  0.350178                 NaN            NaN            NaN            NaN            NaN
  1315.79        2500.00        99.0040                 NaN            NaN  0.164752                 NaN            NaN  0.310783       0.176827                 NaN  0.343646                 NaN            NaN            NaN            NaN            NaN
  1313.28        2500.00        99.0206                 NaN            NaN  0.160557                 NaN            NaN  0.176329       0.305248                 NaN  0.337222                 NaN            NaN            NaN            NaN            NaN
  1310.78        2500.00        99.0369                 NaN            NaN  0.156637                 NaN            NaN  0.299808       0.175630                 NaN  0.330984                 NaN            NaN            NaN            NaN            NaN
  1308.27        2500.00        87.4121                 NaN            NaN   1.11186                 NaN            NaN   1.56036       0.421701                 NaN   1.78722        7.70680                 NaN            NaN            NaN            NaN
  1305.76        2500.00        75.3728                 NaN            NaN   2.09685                 NaN            NaN   2.94073       0.614862                 NaN   3.29678        15.6780                 NaN            NaN            NaN            NaN
  1303.26        2500.00        78.7411                 NaN            NaN   1.85545                 NaN            NaN  0.389384        2.67610                 NaN   2.87652        13.4614                 NaN            NaN            NaN            NaN
  1300.75        2500.00        81.3704                 NaN            NaN   1.66933                 NaN            NaN   2.47665       0.197079                 NaN   2.54569        11.7408                 NaN            NaN            NaN            NaN
  1298.25        2500.00        83.4484                 NaN            NaN   1.51982                 NaN            NaN   2.32480       0.413642E-001            NaN   2.28305        10.3825                 NaN            NaN            NaN            NaN
  1295.74        2500.00        85.1014                 NaN            NaN   1.36884                 NaN            NaN   2.16920                 NaN            NaN   2.07186        9.28872                 NaN            NaN            NaN            NaN
  1293.23        2500.00        83.9134                 NaN            NaN   1.27220       0.173283                 NaN   2.45926                 NaN            NaN   2.21686        9.96505                 NaN            NaN            NaN            NaN
  1290.73        2500.00        61.6167                 NaN            NaN   1.37000        1.86938                 NaN   6.40545                 NaN            NaN   4.98056        23.7579                 NaN            NaN            NaN            NaN
  1288.22        2500.00        67.8491                 NaN            NaN   1.15279        1.54337                 NaN   5.34850                 NaN            NaN   4.16417        19.9421                 NaN            NaN            NaN            NaN
  1285.71        2500.00        69.5428                 NaN            NaN  0.929659        1.44299                 NaN   5.20964                 NaN            NaN   3.92049        18.9544                 NaN            NaN            NaN            NaN
  1283.21        2500.00        73.9681                 NaN            NaN  0.977742        1.22406                 NaN   4.18583                 NaN            NaN   3.31940        16.3248                 NaN            NaN            NaN            NaN
  1280.70        2500.00        68.0857                 NaN            NaN   1.10769        1.45520                 NaN   5.08838                 NaN            NaN   4.00422        20.2589                 NaN            NaN            NaN            NaN
  1278.20        2500.00        31.3604                 NaN            NaN   2.13714        2.94816                 NaN   10.7546                 NaN            NaN   8.34904        44.4507                 NaN            NaN            NaN            NaN
  1275.69        2500.00        4.30632                 NaN            NaN   1.70383        3.42345                 NaN   7.94362        8.97847                 NaN   11.8665        61.7778                 NaN            NaN            NaN            NaN
  1273.18        2500.00        97.4198                 NaN            NaN            NaN            NaN            NaN   2.43277                 NaN            NaN  0.147409                 NaN            NaN            NaN            NaN            NaN
  1270.68        2500.00        92.9970                 NaN            NaN            NaN            NaN            NaN   1.50103       0.402796                 NaN  0.985682        4.11353                 NaN            NaN            NaN            NaN
  1268.17        2500.00        91.1984                 NaN            NaN            NaN            NaN            NaN   1.88338                 NaN            NaN   1.11050        5.71163       0.961102E-001            NaN            NaN            NaN
  1265.66        2500.00        88.5537                 NaN            NaN            NaN            NaN            NaN   2.60541                 NaN            NaN   1.43856        7.16713       0.235197                 NaN            NaN            NaN
  1263.16        2500.00        86.7237                 NaN            NaN            NaN            NaN            NaN  0.787867        1.92479                 NaN   1.51744        8.71155       0.334692                 NaN            NaN            NaN
  1260.65        2500.00        91.3240                 NaN            NaN            NaN            NaN            NaN  0.772989E-002   2.04387                 NaN   1.23525        5.25312       0.136034                 NaN            NaN            NaN
  1258.15        2500.00        92.8463                 NaN            NaN            NaN            NaN            NaN   1.16015       0.481675                 NaN   1.13802        4.21234       0.161529                 NaN            NaN            NaN
  1255.64        2500.00        91.1470                 NaN            NaN            NaN            NaN            NaN   2.39647                 NaN            NaN   1.02856        5.24759       0.180424                 NaN            NaN            NaN
  1253.13        2500.00        93.3239                 NaN            NaN            NaN            NaN            NaN   1.49064                 NaN            NaN  0.864850        4.17018       0.150471                 NaN            NaN            NaN
  1250.63        2500.00        95.0237                 NaN            NaN            NaN            NaN            NaN  0.517991       0.257776                 NaN  0.603866        3.45217       0.144484                 NaN            NaN            NaN
  1248.12        2500.00        93.0393                 NaN            NaN            NaN            NaN            NaN  0.317551        1.40038                 NaN  0.915873        4.19483       0.132082                 NaN            NaN            NaN
  1245.61        2500.00        86.5658                 NaN            NaN            NaN            NaN            NaN   1.43924       0.455790                 NaN   1.26879        9.85682       0.413574                 NaN            NaN            NaN
  1243.11        2500.00        97.1134                 NaN            NaN            NaN            NaN            NaN  0.796161       0.955782                 NaN  0.781407       0.316359       0.369270E-001            NaN            NaN            NaN
  1240.60        2500.00        99.9778                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.208473E-001            NaN  0.130668E-002            NaN            NaN            NaN
  1238.10        2500.00        97.5389                 NaN            NaN            NaN            NaN            NaN  0.590012                 NaN            NaN  0.993554E-001   1.75286       0.188459E-001            NaN            NaN            NaN
  1235.59        2500.00        97.0613                 NaN            NaN            NaN            NaN            NaN  0.906163                 NaN            NaN  0.528157        1.50437                 NaN            NaN            NaN            NaN
  1233.08        2500.00        96.4940                 NaN            NaN            NaN            NaN            NaN  0.776757                 NaN            NaN  0.465484        2.21069       0.531039E-001            NaN            NaN            NaN
  1230.58        2500.00        95.0811                 NaN            NaN            NaN            NaN            NaN  0.102882E-001            NaN            NaN  0.925829        3.87630       0.106530                 NaN            NaN            NaN
  1228.07        2500.00        98.1861                 NaN            NaN            NaN            NaN            NaN  0.979583       0.464775                 NaN  0.260167E-001  0.322357       0.211953E-001            NaN            NaN            NaN
  1225.56        2500.00        3.60446                 NaN            NaN            NaN            NaN            NaN  0.711655        10.8587       0.138324E-005   8.16513        45.3307       0.679455        30.6499                 NaN            NaN
  1223.06        2500.00                 NaN            NaN            NaN   3.36128                 NaN            NaN            NaN            NaN            NaN   13.9683        29.0034                 NaN   47.8533        5.81365                 NaN
  1220.55        2500.00                 NaN            NaN            NaN   3.36110                 NaN            NaN            NaN            NaN            NaN   13.9682        29.0021                 NaN   47.8551        5.81348                 NaN
  1218.05        2500.00                 NaN            NaN            NaN   3.36092                 NaN            NaN            NaN            NaN            NaN   13.9680        29.0009                 NaN   47.8570        5.81330                 NaN
  1215.54        2500.00                 NaN            NaN            NaN   3.36074                 NaN            NaN            NaN            NaN            NaN   13.9678        28.9996                 NaN   47.8588        5.81313                 NaN
  1213.03        2500.00                 NaN            NaN            NaN   3.36055                 NaN            NaN            NaN            NaN            NaN   13.9676        28.9983                 NaN   47.8606        5.81296                 NaN
  1210.53        2500.00                 NaN            NaN            NaN   3.36037                 NaN            NaN            NaN            NaN            NaN   13.9674        28.9970                 NaN   47.8624        5.81278                 NaN
  1208.02        2500.00                 NaN            NaN            NaN   3.36019                 NaN            NaN            NaN            NaN            NaN   13.9672        28.9958                 NaN   47.8642        5.81261                 NaN
  1205.51        2500.00                 NaN            NaN            NaN   3.36002                 NaN            NaN            NaN            NaN            NaN   13.9670        28.9945                 NaN   47.8661        5.81243                 NaN
  1203.01        2500.00                 NaN            NaN            NaN   3.35984                 NaN            NaN            NaN            NaN            NaN   13.9668        28.9932                 NaN   47.8679        5.81226                 NaN
  1200.50        2500.00                 NaN            NaN            NaN   3.35966                 NaN            NaN            NaN            NaN            NaN   13.9666        28.9919                 NaN   47.8697        5.81209                 NaN
  1197.99        2500.00                 NaN            NaN            NaN   3.35948                 NaN            NaN            NaN            NaN            NaN   13.9664        28.9907                 NaN   47.8715        5.81191                 NaN
  1195.49        2500.00                 NaN            NaN            NaN   3.35930                 NaN            NaN            NaN            NaN            NaN   13.9662        28.9894                 NaN   47.8733        5.81174                 NaN
  1192.98        2500.00                 NaN            NaN            NaN   3.35912                 NaN            NaN            NaN            NaN            NaN   13.9660        28.9881                 NaN   47.8751        5.81156                 NaN
  1190.48        2500.00                 NaN            NaN            NaN   3.35894                 NaN            NaN            NaN            NaN            NaN   13.9659        28.9869                 NaN   47.8770        5.81139                 NaN
  1187.97        2500.00                 NaN            NaN            NaN   3.35876                 NaN            NaN            NaN            NaN            NaN   13.9657        28.9856                 NaN   47.8788        5.81122                 NaN
  1185.46        2500.00                 NaN            NaN            NaN   3.35858                 NaN            NaN            NaN            NaN            NaN   13.9655        28.9843                 NaN   47.8806        5.81104                 NaN
  1182.96        2500.00                 NaN            NaN            NaN   3.35840                 NaN            NaN            NaN            NaN            NaN   13.9653        28.9831                 NaN   47.8824        5.81087                 NaN
  1180.45        2500.00                 NaN            NaN            NaN   3.35822                 NaN            NaN            NaN            NaN            NaN   13.9651        28.9818                 NaN   47.8842        5.81069                 NaN
  1177.94        2500.00                 NaN            NaN            NaN   3.35804                 NaN            NaN            NaN            NaN            NaN   13.9649        28.9805                 NaN   47.8860        5.81052                 NaN
  1175.44        2500.00                 NaN            NaN            NaN   3.35786                 NaN            NaN            NaN            NaN            NaN   13.9647        28.9793                 NaN   47.8878        5.81035                 NaN
  1172.93        2500.00                 NaN            NaN            NaN   3.35768                 NaN            NaN            NaN            NaN            NaN   13.9645        28.9780                 NaN   47.8896        5.81017                 NaN
  1170.43        2500.00                 NaN            NaN            NaN   3.35750                 NaN            NaN            NaN            NaN            NaN   13.9644        28.9767                 NaN   47.8914        5.81000                 NaN
  1167.92        2500.00                 NaN            NaN            NaN   3.35733                 NaN            NaN            NaN            NaN            NaN   13.9642        28.9755                 NaN   47.8932        5.80982                 NaN
  1165.41        2500.00                 NaN            NaN            NaN   3.35715                 NaN            NaN            NaN            NaN            NaN   13.9640        28.9742                 NaN   47.8950        5.80965                 NaN
  1162.91        2500.00                 NaN            NaN            NaN   3.35697                 NaN            NaN            NaN            NaN            NaN   13.9638        28.9729                 NaN   47.8968        5.80948                 NaN
  1160.40        2500.00                 NaN            NaN            NaN   3.35679                 NaN            NaN            NaN            NaN            NaN   13.9636        28.9717                 NaN   47.8986        5.80930                 NaN
  1157.89        2500.00                 NaN            NaN            NaN   3.35661                 NaN            NaN            NaN            NaN            NaN   13.9634        28.9704                 NaN   47.9004        5.80913                 NaN
  1155.39        2500.00                 NaN            NaN            NaN   3.35643                 NaN            NaN            NaN            NaN            NaN   13.9632        28.9692                 NaN   47.9022        5.80895                 NaN
  1152.88        2500.00                 NaN            NaN            NaN   3.35626                 NaN            NaN            NaN            NaN            NaN   13.9631        28.9679                 NaN   47.9040        5.80878                 NaN
  1150.38        2500.00                 NaN            NaN            NaN   3.35608                 NaN            NaN            NaN            NaN            NaN   13.9629        28.9666                 NaN   47.9058        5.80860                 NaN
  1147.87        2500.00                 NaN            NaN            NaN   3.35590                 NaN            NaN            NaN            NaN            NaN   13.9627        28.9654                 NaN   47.9076        5.80843                 NaN
  1145.36        2500.00                 NaN            NaN            NaN   3.35572                 NaN            NaN            NaN            NaN            NaN   13.9625        28.9641                 NaN   47.9094        5.80825                 NaN
  1142.86        2500.00                 NaN            NaN            NaN   3.35554                 NaN            NaN            NaN            NaN            NaN   13.9623        28.9629                 NaN   47.9112        5.80808                 NaN
  1140.35        2500.00                 NaN            NaN            NaN   3.35533                 NaN            NaN            NaN            NaN            NaN   13.9620                 NaN            NaN   47.9124        5.80784        28.9624     
  1137.84        2500.00                 NaN            NaN            NaN   3.35515                 NaN            NaN            NaN            NaN            NaN   13.9618                 NaN            NaN   47.9143        5.80767        28.9611     
  1135.34        2500.00                 NaN            NaN            NaN   3.35498                 NaN            NaN            NaN            NaN            NaN   13.9617                 NaN            NaN   47.9162        5.80751        28.9597     
  1132.83        2500.00                 NaN            NaN            NaN   3.35481                 NaN            NaN            NaN            NaN            NaN   13.9615                 NaN            NaN   47.9180        5.80734        28.9583     
  1130.33        2500.00                 NaN            NaN            NaN   3.35464                 NaN            NaN            NaN            NaN            NaN   13.9613                 NaN            NaN   47.9199        5.80718        28.9569     
  1127.82        2500.00                 NaN            NaN            NaN   3.35447                 NaN            NaN            NaN            NaN            NaN   13.9612                 NaN            NaN   47.9218        5.80701        28.9556     
  1125.31        2500.00                 NaN            NaN            NaN   3.35430                 NaN            NaN            NaN            NaN            NaN   13.9610                 NaN            NaN   47.9237        5.80685        28.9542     
