|6.6.6
Archiving\03_Data\Dfrac/QFM_m0.5/T13/T13_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1468.67        2500.00        99.0511       0.607903E-001            NaN            NaN  0.425075       0.463073                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.7226                 NaN            NaN            NaN            NaN   1.27741                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.3487       0.171034E-001            NaN            NaN            NaN   1.02733       0.606855                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.2372       0.196983                 NaN            NaN            NaN  0.595086E-001   1.50632                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.2602       0.189797                 NaN            NaN            NaN   1.48254       0.674574E-001            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.2749       0.186668                 NaN            NaN            NaN  0.732616E-001   1.46519                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.2889       0.182888                 NaN            NaN            NaN   1.44691       0.813488E-001            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.3056       0.177790                 NaN            NaN            NaN   1.42714       0.894528E-001            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.3205       0.173711                 NaN            NaN            NaN   1.41200       0.937815E-001            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.3338       0.167585                 NaN            NaN            NaN  0.109998        1.38861                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.3469       0.167615                 NaN            NaN            NaN   1.37758       0.107863                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.3558       0.162804                 NaN            NaN            NaN  0.111991        1.36944                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.3891       0.202943                 NaN            NaN            NaN   1.40792                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.3995       0.192165                 NaN            NaN            NaN   1.40835                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.3517       0.606990E-001            NaN            NaN            NaN  0.406177        1.18141                 NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.3994       0.144788                 NaN            NaN            NaN   1.31606       0.139707                 NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.4074       0.140954                 NaN            NaN            NaN  0.154993        1.29661                 NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.4134       0.137552                 NaN            NaN            NaN   1.29002       0.159079                 NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.4239       0.132391                 NaN            NaN            NaN  0.167400        1.27627                 NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.4272       0.128919                 NaN            NaN            NaN   1.27026       0.173602                 NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.4331       0.124926                 NaN            NaN            NaN  0.180617        1.26131                 NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.0908       0.227212                 NaN            NaN            NaN   1.29513       0.216322                 NaN  0.170543                 NaN            NaN            NaN
  1413.53        2500.00        96.0848       0.861757                 NaN            NaN            NaN  0.371741        1.51551                 NaN   1.16623                 NaN            NaN            NaN
  1411.03        2500.00        96.1519       0.874519                 NaN            NaN            NaN   1.50763       0.319734                 NaN   1.14626                 NaN            NaN            NaN
  1408.52        2500.00        96.2490       0.873526                 NaN            NaN            NaN   1.49105       0.270717                 NaN   1.11574                 NaN            NaN            NaN
  1406.02        2500.00        96.3152       0.885102                 NaN            NaN            NaN   1.48404       0.219084                 NaN   1.09653                 NaN            NaN            NaN
  1403.51        2500.00        96.3812       0.893248                 NaN            NaN            NaN   1.47815       0.171223                 NaN   1.07616                 NaN            NaN            NaN
  1401.00        2500.00        96.4455       0.901434                 NaN            NaN            NaN  0.125206        1.47157                 NaN   1.05631                 NaN            NaN            NaN
  1398.50        2500.00        96.5149       0.906980                 NaN            NaN            NaN   1.46288       0.800649E-001            NaN   1.03516                 NaN            NaN            NaN
  1395.99        2500.00        96.5748       0.914373                 NaN            NaN            NaN  0.365240E-001   1.45760                 NaN   1.01673                 NaN            NaN            NaN
  1393.48        2500.00        96.6322       0.921144                 NaN            NaN            NaN   1.44798                 NaN            NaN  0.998707                 NaN            NaN            NaN
  1390.98        2500.00        96.6758       0.886813                 NaN            NaN            NaN  0.721115E-001   1.38539                 NaN  0.979837                 NaN            NaN            NaN
  1388.47        2500.00        96.7397       0.909861                 NaN            NaN            NaN   1.38846                 NaN            NaN  0.961938                 NaN            NaN            NaN
  1385.96        2500.00        96.7886       0.900200                 NaN            NaN            NaN   1.36658                 NaN            NaN  0.944633                 NaN            NaN            NaN
  1383.46        2500.00        96.8347       0.897736                 NaN            NaN            NaN   1.33866                 NaN            NaN  0.928917                 NaN            NaN            NaN
  1380.95        2500.00        96.8837       0.892273                 NaN            NaN            NaN   1.31228                 NaN            NaN  0.911759                 NaN            NaN            NaN
  1378.45        2500.00        96.9281       0.895797                 NaN            NaN            NaN   1.27975                 NaN            NaN  0.896385                 NaN            NaN            NaN
  1375.94        2500.00        96.9801       0.880188                 NaN            NaN            NaN   1.26213                 NaN            NaN  0.877563                 NaN            NaN            NaN
  1373.43        2500.00        97.0157       0.884616                 NaN            NaN            NaN   1.23427                 NaN            NaN  0.865421                 NaN            NaN            NaN
  1370.93        2500.00        97.0651       0.870479                 NaN            NaN            NaN   1.21691                 NaN            NaN  0.847530                 NaN            NaN            NaN
  1368.42        2500.00        97.1029       0.867221                 NaN            NaN            NaN   1.19595                 NaN            NaN  0.833933                 NaN            NaN            NaN
  1365.91        2500.00        97.1429       0.859805                 NaN            NaN            NaN   1.17797                 NaN            NaN  0.819292                 NaN            NaN            NaN
  1363.41        2500.00        97.1765       0.855683                 NaN            NaN            NaN   1.16168                 NaN            NaN  0.806110                 NaN            NaN            NaN
  1360.90        2500.00        97.2189       0.847463                 NaN            NaN            NaN   1.14240                 NaN            NaN  0.791222                 NaN            NaN            NaN
  1358.40        2500.00        97.2520       0.841518                 NaN            NaN            NaN   1.12803                 NaN            NaN  0.778408                 NaN            NaN            NaN
  1355.89        2500.00        97.2874       0.830461                 NaN            NaN            NaN   1.11424                 NaN            NaN  0.767867                 NaN            NaN            NaN
  1353.38        2500.00        97.3380       0.820416                 NaN            NaN            NaN   1.09567                 NaN            NaN  0.745953                 NaN            NaN            NaN
  1350.88        2500.00        97.3583       0.822990                 NaN            NaN            NaN   1.07904                 NaN            NaN  0.739646                 NaN            NaN            NaN
  1348.37        2500.00        97.3912       0.812894                 NaN            NaN            NaN   1.06907                 NaN            NaN  0.726868                 NaN            NaN            NaN
  1345.86        2500.00        96.9515       0.509166       0.356187                 NaN            NaN   1.42425                 NaN            NaN  0.758920                 NaN            NaN            NaN
  1343.36        2500.00        96.8440       0.374751       0.481853                 NaN            NaN   1.54341                 NaN            NaN  0.755958                 NaN            NaN            NaN
  1340.85        2500.00        96.9242       0.355676       0.470725                 NaN            NaN   1.51228                 NaN            NaN  0.737150                 NaN            NaN            NaN
  1338.35        2500.00        97.0039       0.346098       0.458349                 NaN            NaN   1.47229                 NaN            NaN  0.719329                 NaN            NaN            NaN
  1335.84        2500.00        97.0851       0.328382       0.447582                 NaN            NaN   1.43856                 NaN            NaN  0.700351                 NaN            NaN            NaN
  1333.33        2500.00        97.1622       0.312884       0.435219                 NaN            NaN   1.40717                 NaN            NaN  0.682518                 NaN            NaN            NaN
  1330.83        2500.00        97.2365       0.298757       0.423721                 NaN            NaN   1.37572                 NaN            NaN  0.665326                 NaN            NaN            NaN
  1328.32        2500.00        97.3101       0.291682       0.411737                 NaN            NaN   1.33733                 NaN            NaN  0.649106                 NaN            NaN            NaN
  1325.81        2500.00        97.3805       0.273851       0.401253                 NaN            NaN   1.31210                 NaN            NaN  0.632316                 NaN            NaN            NaN
  1323.31        2500.00        97.4477       0.256450       0.390255                 NaN            NaN   1.28934                 NaN            NaN  0.616292                 NaN            NaN            NaN
  1320.80        2500.00        97.5152       0.243733       0.380062                 NaN            NaN   1.26034                 NaN            NaN  0.600638                 NaN            NaN            NaN
  1318.30        2500.00        97.5829       0.241069       0.369004                 NaN            NaN   1.22092                 NaN            NaN  0.586082                 NaN            NaN            NaN
  1315.79        2500.00        97.6242       0.162358       0.366662                 NaN            NaN   1.11477       0.162806                 NaN  0.569155                 NaN            NaN            NaN
  1313.28        2500.00        97.6628       0.902407E-001  0.363367                 NaN            NaN  0.322016        1.00788                 NaN  0.553675                 NaN            NaN            NaN
  1310.78        2500.00        97.7243       0.838063E-001  0.353811                 NaN            NaN  0.972089       0.325835                 NaN  0.540175                 NaN            NaN            NaN
  1308.27        2500.00        97.7759       0.540942E-001  0.348465                 NaN            NaN  0.377733       0.916913                 NaN  0.526846                 NaN            NaN            NaN
  1305.76        2500.00        97.8414       0.770317E-001  0.332938                 NaN            NaN  0.915043       0.319965                 NaN  0.513647                 NaN            NaN            NaN
  1303.26        2500.00        97.8894       0.504668E-001  0.327610                 NaN            NaN  0.865604       0.365368                 NaN  0.501544                 NaN            NaN            NaN
  1300.75        2500.00        97.9430       0.413804E-001  0.319045                 NaN            NaN  0.831441       0.375791                 NaN  0.489388                 NaN            NaN            NaN
  1298.25        2500.00        97.9927       0.312020E-001  0.310637                 NaN            NaN  0.388901       0.798811                 NaN  0.477761                 NaN            NaN            NaN
  1295.74        2500.00        98.0414       0.200572E-001  0.302820                 NaN            NaN  0.404135       0.765315                 NaN  0.466238                 NaN            NaN            NaN
  1293.23        2500.00        98.0920       0.119526E-001  0.293628                 NaN            NaN  0.733231       0.414694                 NaN  0.454448                 NaN            NaN            NaN
  1290.73        2500.00        98.1372       0.150242E-002  0.286320                 NaN            NaN  0.702184       0.428943                 NaN  0.443810                 NaN            NaN            NaN
  1288.22        2500.00        98.1842                 NaN  0.276489                 NaN            NaN  0.675403       0.430310                 NaN  0.433574                 NaN            NaN            NaN
  1285.71        2500.00        98.2309                 NaN  0.266602                 NaN            NaN  0.427869       0.650860                 NaN  0.423795                 NaN            NaN            NaN
  1283.21        2500.00        98.2750                 NaN  0.256882                 NaN            NaN  0.627789       0.426535                 NaN  0.413837                 NaN            NaN            NaN
  1280.70        2500.00        94.3648                 NaN  0.429478                 NaN            NaN   1.27755       0.889812                 NaN  0.879135        2.15926                 NaN            NaN
  1278.20        2500.00        88.0471                 NaN  0.653054                 NaN            NaN   2.81731        1.19141                 NaN   1.62658        5.66459                 NaN            NaN
  1275.69        2500.00        88.7712                 NaN  0.580601                 NaN            NaN   1.03754        2.77523                 NaN   1.53984        5.29557                 NaN            NaN
  1273.18        2500.00        90.2166                 NaN  0.491011                 NaN            NaN   2.48213       0.876991                 NaN   1.34610        4.58720                 NaN            NaN
  1270.68        2500.00        91.4137                 NaN  0.397686                 NaN            NaN   2.34410       0.676761                 NaN   1.18445        3.98333                 NaN            NaN
  1268.17        2500.00        84.8262        2.22248                 NaN            NaN            NaN   3.05753                 NaN            NaN   2.39854        7.49528                 NaN            NaN
  1265.66        2500.00        95.0233                 NaN  0.119474                 NaN            NaN   2.19341                 NaN            NaN  0.533129        2.13065                 NaN            NaN
  1263.16        2500.00        96.4208                 NaN  0.436738                 NaN            NaN  0.594075       0.828040                 NaN  0.493359        1.22695                 NaN            NaN
  1260.65        2500.00        92.3804                 NaN  0.382890                 NaN            NaN   2.39596                 NaN            NaN   1.10652        3.73420                 NaN            NaN
  1258.15        2500.00        93.9076                 NaN  0.340932                 NaN            NaN   1.34052       0.691075                 NaN  0.854247        2.86559                 NaN            NaN
  1255.64        2500.00        95.7055                 NaN  0.119695                 NaN            NaN   1.54069       0.264466                 NaN  0.580332        1.78929                 NaN            NaN
  1253.13        2500.00        94.7660                 NaN  0.197993                 NaN            NaN  0.947835E-001   1.78464                 NaN  0.737638        2.41899                 NaN            NaN
  1250.63        2500.00        94.8700                 NaN  0.244382                 NaN            NaN  0.292265        1.47282                 NaN  0.715240        2.40534                 NaN            NaN
  1248.12        2500.00        95.0885                 NaN  0.169146                 NaN            NaN  0.115330        1.68506                 NaN  0.687931        2.25407                 NaN            NaN
  1245.61        2500.00        95.8916                 NaN  0.377795                 NaN            NaN  0.976675       0.149192                 NaN  0.555050        2.04971                 NaN            NaN
  1243.11        2500.00        95.2746                 NaN  0.378744                 NaN            NaN  0.295052        1.19632                 NaN  0.641487        2.21383                 NaN            NaN
  1240.60        2500.00        80.8676                 NaN  0.549084                 NaN            NaN  0.511377        3.47354                 NaN   2.00258        7.48934        5.10645                 NaN
  1238.10        2500.00        73.9813                 NaN   1.08880                 NaN            NaN   2.05326        2.55740                 NaN   2.62077        10.1122        7.58623                 NaN
  1235.59        2500.00        76.5925                 NaN  0.247570        1.23567                 NaN   2.55505       0.335829                 NaN   2.28731        9.39343        7.35267                 NaN
  1233.08        2500.00        81.0844                 NaN  0.664061                 NaN            NaN   1.79620        2.04766                 NaN   1.85874        7.27447        5.27449                 NaN
  1230.58        2500.00        79.1811                 NaN  0.638290                 NaN            NaN  0.996630        3.01657                 NaN   2.07683        8.08869        6.00186                 NaN
  1228.07        2500.00        76.0320                 NaN  0.905713                 NaN            NaN   2.41639        1.60581                 NaN   2.32387        9.54069        7.17556                 NaN
  1225.56        2500.00        70.5500                 NaN   1.46608                 NaN            NaN   2.78422        1.04758                 NaN   2.77266        12.0078        9.37163                 NaN
  1223.06        2500.00        57.6866                 NaN  0.846477                 NaN            NaN  0.716414        6.99417                 NaN   3.77934        18.0420        11.9350                 NaN
  1220.55        2500.00                 NaN            NaN   3.93262                 NaN            NaN   7.15490        5.49897       0.574346E-003   8.56089        43.5212        31.3308                 NaN
  1218.05        2500.00                 NaN            NaN   3.59861                 NaN            NaN   8.11595        5.14616                 NaN   8.57385        43.4588        31.1066                 NaN
  1215.54        2500.00                 NaN            NaN   3.61165                 NaN            NaN   8.08629        5.15270                 NaN   8.57973        43.4527        31.1169                 NaN
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN   1.63201        16.0031                 NaN   8.77637        43.1279        29.3604        1.10018     
  1210.53        2500.00                 NaN            NaN   3.59735                 NaN            NaN   4.56252        8.77066                 NaN   8.64087        43.2798        31.1488                 NaN
  1208.02        2500.00                 NaN            NaN   3.59677                 NaN            NaN   8.21488        5.11767                 NaN   8.64111        43.2810        31.1486                 NaN
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN   17.7782       0.131088                 NaN   8.91766        42.7951        29.3799       0.998158     
  1203.01        2500.00                 NaN            NaN  0.115729                 NaN            NaN   17.8149                 NaN            NaN   8.84916        42.7604        29.4713       0.988468     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN   17.5028       0.408667                 NaN   8.93604        42.7765        29.3804       0.995646     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN   2.67515        15.1724                 NaN   8.84653        42.8741        29.3934        1.03852     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN  0.615867        17.2929                 NaN   8.95241        42.7649        29.3795       0.994476     
  1192.98        2500.00                 NaN  0.354767        5.33579                 NaN            NaN   9.79295                 NaN            NaN   8.45720        43.6961        32.3632                 NaN
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN   5.19378        12.5267                 NaN   8.77442        43.0218        29.3945        1.08873     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN   5.12101        12.6041                 NaN   8.78472        43.0101        29.3948        1.08529     
  1185.46        2500.00                 NaN  0.123055E-005            NaN            NaN            NaN   5.02220        12.7118                 NaN   8.79761        42.9904        29.3965        1.08150     
  1182.96        2500.00                 NaN  0.662645        5.34270                 NaN            NaN   9.35060                 NaN            NaN   8.46538        43.7294        32.4492                 NaN
  1180.45        2500.00                 NaN  0.903313        5.29150                 NaN            NaN   9.11254                 NaN            NaN   8.47365        43.7456        32.4734                 NaN
  1177.94        2500.00                 NaN  0.979147        5.27178                 NaN            NaN   9.04257                 NaN            NaN   8.47859        43.7481        32.4798                 NaN
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN   4.70760        13.0392                 NaN   8.84383        42.9456        29.3958        1.06805     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN   13.2062        4.56803                 NaN   8.86306        42.9045        29.4007        1.05753     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN   1.94159        15.9507                 NaN   9.01948        42.7120        29.3823       0.993998     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN   4.55410        13.2083                 NaN   8.87870        42.9052        29.3965        1.05718     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN   4.50911        13.2588                 NaN   8.88981        42.8916        29.3971        1.05349     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN   2.03684        15.8559                 NaN   9.04560        42.6881        29.3822       0.991297     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN   4.42060        13.3583                 NaN   8.91419        42.8636        29.3974        1.04582     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN   2.08968        15.8037                 NaN   9.06323        42.6716        29.3824       0.989435     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN   4.34393        13.4462                 NaN   8.93754        42.8359        29.3981        1.03834     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN   2.15266        15.7414                 NaN   9.08015        42.6557        29.3824       0.987561     
  1150.38        2500.00                 NaN   6.61159                 NaN            NaN            NaN   7.95197                 NaN            NaN   8.82945        43.9897        31.1577        1.45954     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN   4.17823        13.6160                 NaN   8.97164        42.8031        29.3978        1.03330     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN   4.11645        13.6762                 NaN   8.98436        42.7956        29.3960        1.03139     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN   2.81126        14.9876                 NaN   9.15197        42.6312        29.3764        1.04154     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN   2.81802        15.0416                 NaN   9.15056        42.5766        29.3933        1.01990     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN   2.85305        14.9495                 NaN   9.14366        42.6369        29.3784        1.03858     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN   2.51514        15.3458                 NaN   9.17491        42.5529        29.3909        1.02043     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN   2.85026        14.9981                 NaN   9.14943        42.5899        29.3857        1.02665     
  1130.33        2500.00                 NaN   6.83058                 NaN            NaN            NaN   7.63128                 NaN            NaN   8.83946        43.9987        31.2269        1.47313     
  1127.82        2500.00                 NaN   6.85293                 NaN            NaN            NaN   7.59894       0.143706E-005            NaN   8.84084        43.9987        31.2342        1.47444     
  1125.31        2500.00                 NaN   6.87448                 NaN            NaN            NaN   7.56782       0.166841E-005            NaN   8.84224        43.9985        31.2412        1.47570     
  1122.81        2500.00                 NaN   6.83277                 NaN            NaN            NaN   7.61879       0.583274E-005            NaN   8.84362        43.9981        31.2298        1.47697     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN   15.3997        2.50293                 NaN   9.18901        42.5476        29.3859       0.974911     
  1117.79        2500.00                 NaN   6.93465                 NaN            NaN            NaN   7.48157       0.122312E-005            NaN   8.84666        43.9967        31.2613        1.47909     
  1115.29        2500.00                 NaN   6.95159                 NaN            NaN            NaN   7.45785                 NaN            NaN   8.84829        43.9951        31.2672        1.47994     
  1112.78        2500.00                 NaN   6.97161                 NaN            NaN            NaN   7.42896                 NaN            NaN   8.84969        43.9947        31.2739        1.48112     
  1110.28        2500.00                 NaN   6.98921                 NaN            NaN            NaN   7.40405                 NaN            NaN   8.85124        43.9935        31.2800        1.48205     
  1107.77        2500.00                 NaN   7.00634                 NaN            NaN            NaN   7.37985                 NaN            NaN   8.85281        43.9921        31.2859        1.48297     
  1105.26        2500.00                 NaN   7.02305                 NaN            NaN            NaN   7.35632                 NaN            NaN   8.85439        43.9906        31.2918        1.48384     
  1102.76        2500.00                 NaN   7.03921                 NaN            NaN            NaN   7.33365                 NaN            NaN   8.85599        43.9890        31.2975        1.48467     
  1100.25        2500.00                 NaN   7.05494                 NaN            NaN            NaN   7.31163                 NaN            NaN   8.85763        43.9872        31.3031        1.48548     
  1097.74        2500.00                 NaN   7.07030                 NaN            NaN            NaN   7.29024                 NaN            NaN   8.85927        43.9853        31.3086        1.48625     
  1095.24        2500.00                 NaN   7.08525                 NaN            NaN            NaN   7.26948                 NaN            NaN   8.86093        43.9833        31.3140        1.48699     
  1092.73        2500.00                 NaN   7.09983                 NaN            NaN            NaN   7.24932                 NaN            NaN   8.86260        43.9812        31.3193        1.48769     
  1090.23        2500.00                 NaN   7.11405                 NaN            NaN            NaN   7.22970                 NaN            NaN   8.86431        43.9790        31.3246        1.48838     
  1087.72        2500.00                 NaN   7.12793                 NaN            NaN            NaN   7.21065                 NaN            NaN   8.86603        43.9766        31.3298        1.48903     
  1085.21        2500.00                 NaN   7.14149                 NaN            NaN            NaN   7.19209                 NaN            NaN   8.86777        43.9742        31.3348        1.48966     
  1082.71        2500.00                 NaN   7.15467                 NaN            NaN            NaN   7.17410                 NaN            NaN   8.86953        43.9716        31.3398        1.49026     
  1080.20        2500.00                 NaN   7.16765                 NaN            NaN            NaN   7.15648                 NaN            NaN   8.87131        43.9689        31.3448        1.49085     
  1077.69        2500.00                 NaN   7.17450                 NaN            NaN            NaN   7.14951                 NaN            NaN   8.87367        43.9634        31.3482        1.49074     
  1075.19        2500.00                 NaN   7.18798                 NaN            NaN            NaN   7.13092                 NaN            NaN   8.87538        43.9610        31.3533        1.49141     
  1072.68        2500.00                 NaN   7.20038                 NaN            NaN            NaN   7.11419                 NaN            NaN   8.87720        43.9581        31.3581        1.49196     
  1070.18        2500.00                 NaN   7.21667                 NaN            NaN            NaN   7.09053                 NaN            NaN   8.87862        43.9573        31.3639        1.49297     
  1067.67        2500.00                 NaN   7.22826                 NaN            NaN            NaN   7.07514                 NaN            NaN   8.88050        43.9541        31.3686        1.49345     
  1065.16        2500.00                 NaN   7.23964                 NaN            NaN            NaN   7.06006                 NaN            NaN   8.88240        43.9508        31.3731        1.49391     
  1062.66        2500.00                 NaN   7.19173                 NaN            NaN            NaN   7.12210                 NaN            NaN   8.88418        43.9475        31.3602        1.49430     
  1060.15        2500.00                 NaN   7.14091                 NaN            NaN            NaN   7.24531                 NaN            NaN   8.89984        43.8805        31.3531        1.48033     
  1057.64        2500.00                 NaN   6.62763                 NaN            NaN            NaN   8.01569                 NaN            NaN   8.82662        43.8648        31.1869        1.47844     
  1055.14        2500.00                 NaN   6.63553                 NaN            NaN            NaN   8.03374                 NaN            NaN   8.79423        43.8704        31.1987        1.46739     
  1052.63        2500.00                 NaN   6.63548                 NaN            NaN            NaN   8.03360                 NaN            NaN   8.79445        43.8704        31.1986        1.46747     
  1050.13        2500.00                 NaN   6.63543                 NaN            NaN            NaN   8.03346                 NaN            NaN   8.79467        43.8703        31.1986        1.46755     
  1047.62        2500.00                 NaN   7.26422                 NaN            NaN            NaN   7.02280                 NaN            NaN   8.89592        43.9255        31.3916        1.49997     
  1045.11        2500.00                 NaN   7.25647                 NaN            NaN            NaN   7.04147                 NaN            NaN   8.89976        43.9161        31.3898        1.49638     
  1042.61        2500.00                 NaN   7.27599                 NaN            NaN            NaN   7.01172                 NaN            NaN   8.90250        43.9163        31.3956        1.49789     
  1040.10        2500.00                 NaN   7.27949                 NaN            NaN            NaN   7.01142                 NaN            NaN   8.90318        43.9103        31.3986        1.49700     
  1037.59        2500.00                 NaN   7.29030                 NaN            NaN            NaN   6.99704                 NaN            NaN   8.90514        43.9069        31.4032        1.49747     
  1035.09        2500.00                 NaN   7.30273                 NaN            NaN            NaN   6.97961                 NaN            NaN   8.90690        43.9045        31.4081        1.49817     
  1032.58        2500.00                 NaN   7.35681                 NaN            NaN            NaN   6.91363                 NaN            NaN   8.91513        43.8904        31.4267        1.49735     
  1030.08        2500.00                 NaN   7.31939                 NaN            NaN            NaN   6.95950                 NaN            NaN   8.91029        43.8952        31.4163        1.49927     
  1027.57        2500.00                 NaN   7.32926                 NaN            NaN            NaN   6.94699                 NaN            NaN   8.91356        43.8909        31.4204        1.49891     
  1025.06        2500.00                 NaN   7.30145                 NaN            NaN            NaN   7.03650                 NaN            NaN   8.92815        43.8269        31.4203        1.48666     
  1022.56        2500.00                 NaN   7.31403                 NaN            NaN            NaN   7.01930                 NaN            NaN   8.92985        43.8235        31.4257        1.48757     
  1020.05        2500.00                 NaN   7.32401                 NaN            NaN            NaN   7.00745                 NaN            NaN   8.93265        43.8181        31.4303        1.48754     
  1017.54        2500.00                 NaN   7.33445                 NaN            NaN            NaN   6.99409                 NaN            NaN   8.93487        43.8137        31.4349        1.48796     
  1015.04        2500.00                 NaN   7.36891                 NaN            NaN            NaN   6.90469                 NaN            NaN   8.93260        43.8536        31.4421        1.49814     
  1012.53        2500.00                 NaN   7.43417                 NaN            NaN            NaN   6.81736                 NaN            NaN   8.93077        43.8562        31.4616        1.49986     
  1010.03        2500.00                 NaN   7.44286                 NaN            NaN            NaN   6.80568                 NaN            NaN   8.93210        43.8541        31.4651        1.50013     
  1007.52        2500.00                 NaN   7.84885                 NaN            NaN            NaN   5.88460                 NaN            NaN   8.79345        44.4242        31.4808        1.56807     
  1005.01        2500.00                 NaN   7.85073                 NaN            NaN            NaN   5.88308                 NaN            NaN   8.79513        44.4206        31.4824        1.56799     
  1002.51        2500.00                 NaN   7.41473                 NaN            NaN            NaN   6.85157                 NaN            NaN   8.94667        43.8234        31.4651        1.49846     
  1000.00        2500.00                 NaN   7.46686                 NaN            NaN            NaN   6.78005                 NaN            NaN   8.94084        43.8320        31.4793        1.50095     
