|6.6.6
Archiving\03_Data\fracLP/QFM_m4.5/WD94/WD94_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1498.75        500.000        99.2785                 NaN            NaN            NaN            NaN  0.721464                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.2863                 NaN            NaN            NaN            NaN  0.713657                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.2938                 NaN            NaN            NaN            NaN  0.706244                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.3033                 NaN            NaN  0.247641E-003            NaN  0.696424                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.3129                 NaN            NaN            NaN            NaN  0.687139                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.3170                 NaN            NaN            NaN            NaN  0.683011                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.2445                 NaN            NaN            NaN            NaN  0.231303       0.524177                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.2157                 NaN            NaN            NaN            NaN  0.432241E-001  0.741076                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.2220                 NaN            NaN            NaN            NaN  0.341743E-001  0.743801                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.2289                 NaN            NaN            NaN            NaN  0.273007E-001  0.743800                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.2342                 NaN            NaN            NaN            NaN  0.208568E-001  0.744981                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.2400                 NaN            NaN            NaN            NaN  0.134162E-001  0.746593                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.2440                 NaN            NaN            NaN            NaN  0.589689E-002  0.750099                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.2506                 NaN            NaN            NaN            NaN  0.133552E-001  0.736006                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.2546                 NaN            NaN            NaN            NaN            NaN  0.745398                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.2604                 NaN            NaN            NaN            NaN  0.409076E-001  0.698727                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.2623                 NaN            NaN            NaN            NaN            NaN  0.737688                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.2687                 NaN            NaN            NaN            NaN            NaN  0.731273                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.2695                 NaN            NaN            NaN            NaN            NaN  0.730458                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.2714                 NaN            NaN            NaN            NaN            NaN  0.728593                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.2721                 NaN            NaN            NaN            NaN            NaN  0.727940                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.2785                 NaN            NaN            NaN            NaN  0.308104E-001  0.690656                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.2757                 NaN            NaN            NaN            NaN            NaN  0.724250                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        99.2744                 NaN            NaN            NaN            NaN            NaN  0.725576                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        99.2734                 NaN            NaN            NaN            NaN            NaN  0.726561                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        99.2720                 NaN            NaN            NaN            NaN            NaN  0.727988                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        99.2658                 NaN            NaN            NaN            NaN            NaN  0.734151                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        99.2593                 NaN            NaN            NaN            NaN            NaN  0.740684                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        99.2498                 NaN            NaN            NaN            NaN            NaN  0.750157                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        99.2310                 NaN            NaN            NaN            NaN            NaN  0.765603       0.342534E-002            NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        98.9580                 NaN            NaN            NaN            NaN            NaN  0.677362       0.364637                 NaN            NaN            NaN            NaN            NaN
  1421.05        500.000        98.9280                 NaN            NaN            NaN            NaN            NaN  0.294294       0.777706                 NaN            NaN            NaN            NaN            NaN
  1418.55        500.000        98.9440                 NaN            NaN            NaN            NaN            NaN  0.766630       0.289417                 NaN            NaN            NaN            NaN            NaN
  1416.04        500.000        98.9582                 NaN            NaN            NaN            NaN            NaN  0.756671       0.285098                 NaN            NaN            NaN            NaN            NaN
  1413.53        500.000        98.9728                 NaN            NaN            NaN            NaN            NaN  0.281560       0.745673                 NaN            NaN            NaN            NaN            NaN
  1411.03        500.000        98.9880                 NaN            NaN            NaN            NaN            NaN  0.734920       0.277057                 NaN            NaN            NaN            NaN            NaN
  1408.52        500.000        97.8170                 NaN            NaN            NaN            NaN            NaN  0.791634       0.792227                 NaN  0.599111                 NaN            NaN            NaN
  1406.02        500.000        97.1188                 NaN            NaN            NaN            NaN            NaN  0.809021        1.10353                 NaN  0.968680                 NaN            NaN            NaN
  1403.51        500.000        97.3259                 NaN            NaN            NaN            NaN            NaN   1.02102       0.752698                 NaN  0.900378                 NaN            NaN            NaN
  1401.00        500.000        97.1724                 NaN            NaN            NaN            NaN            NaN   1.08154       0.796438                 NaN  0.949630                 NaN            NaN            NaN
  1398.50        500.000        97.3825                 NaN            NaN            NaN            NaN            NaN   1.00103       0.735326                 NaN  0.881132                 NaN            NaN            NaN
  1395.99        500.000        97.4630                 NaN            NaN            NaN            NaN            NaN  0.970399       0.712240                 NaN  0.854347                 NaN            NaN            NaN
  1393.48        500.000        97.5367                 NaN            NaN            NaN            NaN            NaN  0.691584       0.942003                 NaN  0.829702                 NaN            NaN            NaN
  1390.98        500.000        97.6102                 NaN            NaN            NaN            NaN            NaN  0.670464       0.914252                 NaN  0.805125                 NaN            NaN            NaN
  1388.47        500.000        97.6791                 NaN            NaN            NaN            NaN            NaN  0.650478       0.888192                 NaN  0.782187                 NaN            NaN            NaN
  1385.96        500.000        97.7454                 NaN            NaN            NaN            NaN            NaN  0.863295       0.631569                 NaN  0.759777                 NaN            NaN            NaN
  1383.46        500.000        97.8064                 NaN            NaN            NaN            NaN            NaN  0.839476       0.615108                 NaN  0.738998                 NaN            NaN            NaN
  1380.95        500.000        97.8674                 NaN            NaN            NaN            NaN            NaN  0.596981       0.817147                 NaN  0.718425                 NaN            NaN            NaN
  1378.45        500.000        97.9243                 NaN            NaN            NaN            NaN            NaN  0.580019       0.796515                 NaN  0.699170                 NaN            NaN            NaN
  1375.94        500.000        97.9769                 NaN            NaN            NaN            NaN            NaN  0.777735       0.564132                 NaN  0.681277                 NaN            NaN            NaN
  1373.43        500.000        98.0304                 NaN            NaN            NaN            NaN            NaN  0.548852       0.757837                 NaN  0.662935                 NaN            NaN            NaN
  1370.93        500.000        98.0831                 NaN            NaN            NaN            NaN            NaN  0.738790       0.532915                 NaN  0.645210                 NaN            NaN            NaN
  1368.42        500.000        98.1298                 NaN            NaN            NaN            NaN            NaN  0.519942       0.721500                 NaN  0.628801                 NaN            NaN            NaN
  1365.91        500.000        98.1760                 NaN            NaN            NaN            NaN            NaN  0.705371       0.505544                 NaN  0.613123                 NaN            NaN            NaN
  1363.41        500.000        98.2205                 NaN            NaN            NaN            NaN            NaN  0.688861       0.492838                 NaN  0.597843                 NaN            NaN            NaN
  1360.90        500.000        98.2634                 NaN            NaN            NaN            NaN            NaN  0.480420       0.673219                 NaN  0.582999                 NaN            NaN            NaN
  1358.40        500.000        98.3036                 NaN            NaN            NaN            NaN            NaN  0.469293       0.658112                 NaN  0.568977                 NaN            NaN            NaN
  1355.89        500.000        98.3438                 NaN            NaN            NaN            NaN            NaN  0.456919       0.644196                 NaN  0.555112                 NaN            NaN            NaN
  1353.38        500.000        98.3824                 NaN            NaN            NaN            NaN            NaN  0.631596       0.444410                 NaN  0.541634                 NaN            NaN            NaN
  1350.88        500.000        98.4190                 NaN            NaN            NaN            NaN            NaN  0.618761       0.433152                 NaN  0.529055                 NaN            NaN            NaN
  1348.37        500.000        98.4549                 NaN            NaN            NaN            NaN            NaN  0.606999       0.421716                 NaN  0.516390                 NaN            NaN            NaN
  1345.86        500.000        98.4879                 NaN            NaN            NaN            NaN            NaN  0.595531       0.411764                 NaN  0.504831                 NaN            NaN            NaN
  1343.36        500.000        98.5215                 NaN            NaN            NaN            NaN            NaN  0.401532       0.583899                 NaN  0.493071                 NaN            NaN            NaN
  1340.85        500.000        98.5539                 NaN            NaN            NaN            NaN            NaN  0.571910       0.392369                 NaN  0.481773                 NaN            NaN            NaN
  1338.35        500.000        98.6205                 NaN            NaN  0.190915                 NaN            NaN  0.603609       0.939339E-001            NaN  0.491090                 NaN            NaN            NaN
  1335.84        500.000        98.6489                 NaN            NaN  0.234674                 NaN            NaN  0.627382                 NaN            NaN  0.489054                 NaN            NaN            NaN
  1333.33        500.000        98.6839                 NaN            NaN  0.230317                 NaN            NaN  0.609957                 NaN            NaN  0.475801                 NaN            NaN            NaN
  1330.83        500.000        98.7152                 NaN            NaN  0.226311                 NaN            NaN  0.594306                 NaN            NaN  0.464154                 NaN            NaN            NaN
  1328.32        500.000        98.7474                 NaN            NaN  0.223810                 NaN            NaN  0.576474                 NaN            NaN  0.452321                 NaN            NaN            NaN
  1325.81        500.000        98.7728                 NaN            NaN  0.225819                 NaN            NaN  0.558170                 NaN            NaN  0.443249                 NaN            NaN            NaN
  1323.31        500.000        98.8079                 NaN            NaN  0.208907                 NaN            NaN  0.554909                 NaN            NaN  0.428315                 NaN            NaN            NaN
  1320.80        500.000        98.8329                 NaN            NaN  0.204977                 NaN            NaN  0.543589                 NaN            NaN  0.418498                 NaN            NaN            NaN
  1318.30        500.000        98.8597                 NaN            NaN  0.202965                 NaN            NaN  0.528832                 NaN            NaN  0.408525                 NaN            NaN            NaN
  1315.79        500.000        98.8878                 NaN            NaN  0.197163                 NaN            NaN  0.517397                 NaN            NaN  0.397673                 NaN            NaN            NaN
  1313.28        500.000        98.9138                 NaN            NaN  0.193627                 NaN            NaN  0.504829                 NaN            NaN  0.387774                 NaN            NaN            NaN
  1310.78        500.000        98.9392                 NaN            NaN  0.189319                 NaN            NaN  0.493526                 NaN            NaN  0.377936                 NaN            NaN            NaN
  1308.27        500.000        98.9638                 NaN            NaN  0.184867                 NaN            NaN  0.482927                 NaN            NaN  0.368362                 NaN            NaN            NaN
  1305.76        500.000        98.9872                 NaN            NaN  0.179021                 NaN            NaN  0.474740                 NaN            NaN  0.359003                 NaN            NaN            NaN
  1303.26        500.000        99.0106                 NaN            NaN  0.175887                 NaN            NaN  0.463603                 NaN            NaN  0.349881                 NaN            NaN            NaN
  1300.75        500.000        99.0328                 NaN            NaN  0.176028                 NaN            NaN  0.449067                 NaN            NaN  0.342084                 NaN            NaN            NaN
  1298.25        500.000        99.0567                 NaN            NaN  0.166880                 NaN            NaN  0.444831                 NaN            NaN  0.331582                 NaN            NaN            NaN
  1295.74        500.000        99.0764                 NaN            NaN  0.161682                 NaN            NaN  0.438159                 NaN            NaN  0.323779                 NaN            NaN            NaN
  1293.23        500.000        99.0971                 NaN            NaN  0.156875                 NaN            NaN  0.430327                 NaN            NaN  0.315724                 NaN            NaN            NaN
  1290.73        500.000        99.1176                 NaN            NaN  0.153261                 NaN            NaN  0.421247                 NaN            NaN  0.307874                 NaN            NaN            NaN
  1288.22        500.000        99.1364                 NaN            NaN  0.148003                 NaN            NaN  0.415359                 NaN            NaN  0.300209                 NaN            NaN            NaN
  1285.71        500.000        99.1565                 NaN            NaN  0.145067                 NaN            NaN  0.405689                 NaN            NaN  0.292695                 NaN            NaN            NaN
  1283.21        500.000        99.1755                 NaN            NaN  0.138923                 NaN            NaN  0.400842                 NaN            NaN  0.284697                 NaN            NaN            NaN
  1280.70        500.000        99.1912                 NaN            NaN  0.135053                 NaN            NaN  0.395062                 NaN            NaN  0.278733                 NaN            NaN            NaN
  1278.20        500.000        98.8221                 NaN            NaN  0.143918                 NaN            NaN  0.451982                 NaN            NaN  0.311402       0.270628                 NaN            NaN
  1275.69        500.000        91.7022                 NaN            NaN  0.283202                 NaN            NaN   1.74141                 NaN            NaN   1.04035        5.23280                 NaN            NaN
  1273.18        500.000        92.0255                 NaN            NaN  0.278175E-002            NaN            NaN   1.29616       0.734943                 NaN   1.00683        4.93382                 NaN            NaN
  1270.68        500.000        92.6572                 NaN            NaN  0.391881E-003            NaN            NaN   1.88137                 NaN            NaN  0.942292        4.51879                 NaN            NaN
  1268.17        500.000        93.3349                 NaN            NaN            NaN            NaN            NaN   1.71634                 NaN            NaN  0.857456        4.09133                 NaN            NaN
  1265.66        500.000        93.8559                 NaN            NaN            NaN            NaN            NaN   1.58633                 NaN            NaN  0.794663        3.76309                 NaN            NaN
  1263.16        500.000        94.3169                 NaN            NaN            NaN            NaN            NaN   1.47255                 NaN            NaN  0.737025        3.47348                 NaN            NaN
  1260.65        500.000        94.7231                 NaN            NaN            NaN            NaN            NaN   1.37199                 NaN            NaN  0.685056        3.21988                 NaN            NaN
  1258.15        500.000        95.0877                 NaN            NaN            NaN            NaN            NaN   1.28023                 NaN            NaN  0.637802        2.99431                 NaN            NaN
  1255.64        500.000        95.3903                 NaN            NaN            NaN            NaN            NaN   1.20508                 NaN            NaN  0.601255        2.80341                 NaN            NaN
  1253.13        500.000        95.6710                 NaN            NaN            NaN            NaN            NaN   1.13521                 NaN            NaN  0.563838        2.62993                 NaN            NaN
  1250.63        500.000        95.9188                 NaN            NaN            NaN            NaN            NaN   1.07405                 NaN            NaN  0.530464        2.47669                 NaN            NaN
  1248.12        500.000        96.1414                 NaN            NaN            NaN            NaN            NaN   1.01813                 NaN            NaN  0.502892        2.33753                 NaN            NaN
  1245.61        500.000        96.3436                 NaN            NaN            NaN            NaN            NaN  0.967239                 NaN            NaN  0.476996        2.21219                 NaN            NaN
  1243.11        500.000        96.5333                 NaN            NaN            NaN            NaN            NaN  0.919611                 NaN            NaN  0.450132        2.09696                 NaN            NaN
  1240.60        500.000        96.6984                 NaN            NaN            NaN            NaN            NaN  0.879161                 NaN            NaN  0.428522        1.99389                 NaN            NaN
  1238.10        500.000        96.8544                 NaN            NaN            NaN            NaN            NaN  0.840594                 NaN            NaN  0.405922        1.89913                 NaN            NaN
  1235.59        500.000        97.0014                 NaN            NaN            NaN            NaN            NaN  0.802634                 NaN            NaN  0.386587        1.80935                 NaN            NaN
  1233.08        500.000        97.1353                 NaN            NaN            NaN            NaN            NaN  0.768468                 NaN            NaN  0.368706        1.72754                 NaN            NaN
  1230.58        500.000        97.2586                 NaN            NaN            NaN            NaN            NaN  0.737624                 NaN            NaN  0.351471        1.65233                 NaN            NaN
  1228.07        500.000        97.3768                 NaN            NaN            NaN            NaN            NaN  0.706866                 NaN            NaN  0.335126        1.58121                 NaN            NaN
  1225.56        500.000        97.4884                 NaN            NaN            NaN            NaN            NaN  0.677468                 NaN            NaN  0.319436        1.51467                 NaN            NaN
  1223.06        500.000        97.5874                 NaN            NaN            NaN            NaN            NaN  0.652872                 NaN            NaN  0.305838        1.45392                 NaN            NaN
  1220.55        500.000        97.6665                 NaN            NaN            NaN            NaN            NaN  0.626114                 NaN            NaN  0.295178        1.40880       0.339972E-002            NaN
  1218.05        500.000        97.6194                 NaN            NaN            NaN            NaN            NaN  0.595840                 NaN            NaN  0.298928        1.45663       0.291916E-001            NaN
  1215.54        500.000        97.7273                 NaN            NaN            NaN            NaN            NaN  0.568860                 NaN            NaN  0.281793        1.39475       0.273272E-001            NaN
  1213.03        500.000        94.4211                 NaN            NaN            NaN            NaN            NaN  0.867783                 NaN            NaN  0.531056        2.61854       0.383848E-001   1.52311     
  1210.53        500.000        77.9241                 NaN            NaN            NaN            NaN            NaN   2.46528                 NaN            NaN   1.79686        8.73936       0.945331E-001   8.97983     
  1208.02        500.000        79.7212                 NaN            NaN            NaN            NaN            NaN   2.30293                 NaN            NaN   1.65134        8.00091       0.813946E-001   8.24224     
  1205.51        500.000        81.4178                 NaN            NaN            NaN            NaN            NaN   2.12189                 NaN            NaN   1.51382        7.32525       0.700353E-001   7.55126     
  1203.01        500.000        77.6007                 NaN            NaN  0.301181                 NaN            NaN  0.142777        1.93209       0.724026E-005   1.87007        8.96142       0.929513E-001   9.09884     
  1200.50        500.000        83.0751                 NaN            NaN            NaN            NaN            NaN   1.52698       0.369008                 NaN   1.35251        6.78316       0.529659E-001   6.84026     
  1197.99        500.000        91.7144                 NaN            NaN            NaN            NaN            NaN  0.904025                 NaN            NaN  0.569497        3.14540       0.333537E-001   3.63334     
  1195.49        500.000        83.2256                 NaN            NaN            NaN            NaN            NaN   1.80290                 NaN            NaN   1.29140        6.78648       0.600033E-001   6.83365     
  1192.98        500.000        74.2080                 NaN            NaN            NaN            NaN            NaN   1.00312        1.57105                 NaN   2.01242        10.6057       0.673294E-001   10.5324     
  1190.48        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.08779        2.35001       0.168857E-004   6.90681        43.0965       0.368784        41.1901     
  1187.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.79549        1.63729       0.909475E-004   6.93684        43.0740       0.368091        41.1882     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.48176                 NaN            NaN   6.93197        43.0213       0.359959        41.2050     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.00492        1.44708                 NaN   6.91942        43.0657       0.364722        41.1981     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.16329        1.29203                 NaN   6.92306        43.0573       0.363820        41.2005     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.32613        1.13261                 NaN   6.92672        43.0487       0.362902        41.2030     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.49361       0.968619                 NaN   6.93038        43.0400       0.361974        41.2054     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.66583       0.799948                 NaN   6.93404        43.0313       0.361036        41.2078     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.85869       0.610680                 NaN   6.93772        43.0226       0.360089        41.2103     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.04226       0.430774                 NaN   6.94139        43.0137       0.359131        41.2127     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.22739       0.249786                 NaN   6.94535        43.0041       0.358091        41.2153     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.42002       0.610139E-001            NaN   6.94907        42.9950       0.357104        41.2178     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.47689                 NaN            NaN   6.94740        42.9991       0.358032        41.2186     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.40703       0.650465E-001            NaN   6.94517        43.0044       0.359171        41.2192     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.26279       0.211910       0.117520E-004   6.94713        42.9980       0.358512        41.2216     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.08609       0.390313       0.126887E-002   6.94942        42.9910       0.357774        41.2241     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.91444       0.564989       0.125410E-002   6.95182        42.9839       0.357020        41.2266     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.39860        1.08912                 NaN   6.95797        42.9691       0.355285        41.2299     
  1145.36        500.000                 NaN            NaN            NaN  0.177972                 NaN            NaN   8.15226       0.299611E-001            NaN   6.92679        43.0411       0.366988        41.3049     
  1142.86        500.000                 NaN            NaN            NaN  0.212273                 NaN            NaN   8.09850       0.279100E-001            NaN   6.92313        43.0481       0.368499        41.3215     
  1140.35        500.000                 NaN            NaN            NaN  0.250813                 NaN            NaN   8.06299       0.233174E-003            NaN   6.91861        43.0571       0.370320        41.3399     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.44014        2.06423                 NaN   6.97213        42.9316       0.351108        41.2407     
  1135.34        500.000                 NaN            NaN            NaN  0.315048                 NaN            NaN   7.95867       0.305850E-005            NaN   6.91152        43.0703       0.373181        41.3713     
  1132.83        500.000                 NaN            NaN            NaN  0.346130                 NaN            NaN   7.90786       0.226865E-003            NaN   6.90804        43.0766       0.374570        41.3865     
  1130.33        500.000                 NaN            NaN            NaN  0.376724                 NaN            NaN  0.185523E-005   7.85829       0.271390E-005   6.90457        43.0829       0.375944        41.4016     
  1127.82        500.000                 NaN            NaN            NaN  0.406675                 NaN            NaN  0.185495E-005   7.80955       0.254655E-005   6.90114        43.0890       0.377291        41.4164     
  1125.31        500.000                 NaN            NaN            NaN  0.436121                 NaN            NaN   7.76142       0.206313E-003            NaN   6.89774        43.0949       0.378626        41.4310     
  1122.81        500.000                 NaN            NaN            NaN  0.464284                 NaN            NaN  0.185245E-005   7.71588       0.973109E-005   6.89454        43.1004       0.379875        41.4450     
  1120.30        500.000                 NaN            NaN            NaN  0.491928                 NaN            NaN   7.67100       0.771351E-005            NaN   6.89137        43.1058       0.381107        41.4588     
  1117.79        500.000                 NaN            NaN            NaN  0.518107                 NaN            NaN   7.62355       0.504300E-002            NaN   6.88842        43.1106       0.382253        41.4720     
  1115.29        500.000                 NaN            NaN            NaN  0.545594                 NaN            NaN  0.183560E-005   7.58387       0.110741E-004   6.88516        43.1161       0.383504        41.4858     
  1112.78        500.000                 NaN            NaN            NaN  0.572472                 NaN            NaN  0.184989E-005   7.53957                 NaN   6.88179        43.1221       0.384784        41.4993     
  1110.28        500.000                 NaN            NaN            NaN  0.597401                 NaN            NaN  0.243755E-004   7.49921       0.660803E-005   6.87894        43.1265       0.385878        41.5120     
  1107.77        500.000                 NaN            NaN            NaN  0.621952                 NaN            NaN  0.237388E-004   7.45948       0.602458E-005   6.87611        43.1309       0.386960        41.5245     
  1105.26        500.000                 NaN            NaN            NaN  0.645686                 NaN            NaN  0.228851E-004   7.42115       0.546420E-005   6.87341        43.1350       0.387991        41.5368     
  1102.76        500.000                 NaN            NaN            NaN  0.669281                 NaN            NaN   7.38302       0.144705E-004            NaN   6.87069        43.1391       0.389029        41.5489     
  1100.25        500.000                 NaN            NaN            NaN  0.692052                 NaN            NaN   7.34627       0.314071E-004            NaN   6.86809        43.1428       0.390015        41.5607     
  1097.74        500.000                 NaN            NaN            NaN  0.714307                 NaN            NaN   7.31037       0.783292E-004            NaN   6.86557        43.1464       0.390974        41.5723     
  1095.24        500.000                 NaN            NaN            NaN  0.735252                 NaN            NaN   7.27690       0.263981E-005            NaN   6.86333        43.1493       0.391834        41.5833     
  1092.73        500.000                 NaN            NaN            NaN  0.756757                 NaN            NaN   7.24227       0.360871E-005            NaN   6.86088        43.1527       0.392761        41.5946     
  1090.23        500.000                 NaN            NaN            NaN  0.778067                 NaN            NaN   7.20793       0.418565E-005            NaN   6.85842        43.1561       0.393688        41.6058     
  1087.72        500.000                 NaN            NaN            NaN  0.798589                 NaN            NaN   7.17497       0.479719E-005            NaN   6.85611        43.1591       0.394561        41.6167     
  1085.21        500.000                 NaN            NaN            NaN  0.818440                 NaN            NaN   7.14317       0.544060E-005            NaN   6.85392        43.1618       0.395389        41.6273     
  1082.71        500.000                 NaN            NaN            NaN  0.836543                 NaN            NaN   7.11453       0.515262E-005            NaN   6.85216        43.1635       0.396071        41.6372     
  1080.20        500.000                 NaN            NaN            NaN  0.855234                 NaN            NaN   7.08476                 NaN            NaN   6.85019        43.1657       0.396820        41.6473     
  1077.69        500.000                 NaN            NaN            NaN  0.873781                 NaN            NaN   7.05519                 NaN            NaN   6.84822        43.1679       0.397571        41.6574     
  1075.19        500.000                 NaN            NaN            NaN  0.891757                 NaN            NaN   7.02663                 NaN            NaN   6.84635        43.1698       0.398283        41.6672     
  1072.68        500.000                 NaN            NaN            NaN  0.910139                 NaN            NaN   6.99726                 NaN            NaN   6.84432        43.1721       0.399049        41.6772     
  1070.18        500.000                 NaN            NaN            NaN  0.925979                 NaN            NaN   6.97246       0.775533E-004            NaN   6.84294        43.1728       0.399588        41.6862     
  1067.67        500.000                 NaN            NaN            NaN  0.941867                 NaN            NaN   6.94761       0.752818E-004            NaN   6.84153        43.1736       0.400142        41.6952     
  1065.16        500.000                 NaN            NaN            NaN  0.960090                 NaN            NaN   6.91838       0.685447E-004            NaN   6.83942        43.1760       0.400934        41.7051     
  1062.66        500.000                 NaN            NaN            NaN  0.976202                 NaN            NaN   6.89315       0.564378E-004            NaN   6.83793        43.1770       0.401502        41.7142     
  1060.15        500.000                 NaN            NaN            NaN  0.991836                 NaN            NaN   6.86860                 NaN            NaN   6.83641        43.1780       0.402095        41.7230     
  1057.64        500.000                 NaN            NaN            NaN   1.00231                 NaN            NaN   6.87376       0.831128E-006            NaN   6.85002        43.1423       0.397454        41.7342     
  1055.14        500.000                 NaN            NaN            NaN   1.02042                 NaN            NaN   6.84468                 NaN            NaN   6.84784        43.1448       0.398266        41.7440     
  1052.63        500.000                 NaN            NaN            NaN   1.03947                 NaN            NaN   6.81383                 NaN            NaN   6.84533        43.1480       0.399187        41.7542     
  1050.13        500.000                 NaN            NaN            NaN   1.05817                 NaN            NaN   6.78342                 NaN            NaN   6.84284        43.1512       0.400102        41.7643     
  1047.62        500.000                 NaN            NaN            NaN   1.07533                 NaN            NaN   6.75592                 NaN            NaN   6.84079        43.1534       0.400868        41.7737     
  1045.11        500.000                 NaN            NaN            NaN   1.07966                 NaN            NaN   6.73198       0.877678E-005            NaN   6.82845        43.1809       0.405101        41.7739     
  1042.61        500.000                 NaN            NaN            NaN   1.10639                 NaN            NaN   6.70698                 NaN            NaN   6.83758        43.1556       0.402093        41.7914     
  1040.10        500.000                 NaN            NaN            NaN   1.11778                 NaN            NaN   6.66768                 NaN            NaN   6.82063        43.1926       0.407618        41.7937     
  1037.59        500.000                 NaN            NaN            NaN   1.13551                 NaN            NaN   6.66141                 NaN            NaN   6.83480        43.1569       0.403174        41.8082     
  1035.09        500.000                 NaN            NaN            NaN   1.10990                 NaN            NaN   6.69439       0.667098E-005            NaN   6.83210        43.1622       0.404232        41.7972     
  1032.58        500.000                 NaN            NaN            NaN   1.12521                 NaN            NaN   6.67006       0.663543E-005            NaN   6.83035        43.1637       0.404871        41.8058     
  1030.08        500.000                 NaN            NaN            NaN   1.17795                 NaN            NaN   6.59518       0.905963E-005            NaN   6.83078        43.1583       0.404745        41.8330     
  1027.57        500.000                 NaN            NaN            NaN   1.23458                 NaN            NaN   6.49977                 NaN            NaN   6.80239        43.1966       0.410090        41.8566     
  1025.06        500.000                 NaN            NaN            NaN   1.17452                 NaN            NaN   6.59103                 NaN            NaN   6.82241        43.1715       0.407306        41.8333     
  1022.56        500.000                 NaN            NaN            NaN   1.21436                 NaN            NaN   6.54029                 NaN            NaN   6.82853        43.1555       0.405717        41.8555     
  1020.05        500.000                 NaN            NaN            NaN   1.22628                 NaN            NaN   6.52224                 NaN            NaN   6.82765        43.1548       0.406082        41.8629     
  1017.54        500.000                 NaN            NaN            NaN   1.23710                 NaN            NaN   6.50646                 NaN            NaN   6.82731        43.1529       0.406258        41.8699     
  1015.04        500.000                 NaN            NaN            NaN   1.24863                 NaN            NaN   6.48917                 NaN            NaN   6.82662        43.1518       0.406564        41.8772     
