|6.6.6
Archiving\03_Data\frac/QFM_m0.75/KHA22/KHA22_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          18
T(K)           P(bar)         melt(TH)       melt(TH)       mang           Ni             O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1581.45        2500.00        98.9568                 NaN            NaN            NaN  0.108866                 NaN            NaN  0.934377                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.9713                 NaN            NaN            NaN  0.105141                 NaN            NaN  0.923590                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.9856                 NaN            NaN            NaN  0.101910                 NaN            NaN  0.912452                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        99.0018                 NaN            NaN            NaN  0.100229                 NaN            NaN  0.897932                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        99.0158                 NaN            NaN            NaN  0.960539E-001            NaN            NaN  0.888160                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        99.0290                 NaN            NaN            NaN  0.937080E-001            NaN            NaN  0.877272                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        99.0442                 NaN            NaN            NaN  0.926213E-001            NaN            NaN  0.863140                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        99.0588                 NaN            NaN            NaN  0.889480E-001            NaN            NaN  0.852266                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        99.0690                 NaN            NaN            NaN  0.865436E-001            NaN            NaN  0.844446                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        99.0844                 NaN            NaN            NaN  0.850074E-001            NaN            NaN  0.830642                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.0968                 NaN            NaN            NaN  0.836650E-001            NaN            NaN  0.819536                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.1071                 NaN            NaN            NaN  0.782097E-001            NaN            NaN  0.814730                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.1199                 NaN            NaN            NaN  0.774507E-001            NaN            NaN  0.802639                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.1316                 NaN            NaN            NaN  0.750877E-001            NaN            NaN  0.793347                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.1428                 NaN            NaN            NaN  0.727309E-001            NaN            NaN  0.784475                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.1542                 NaN            NaN            NaN  0.710483E-001            NaN            NaN  0.774787                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.1634                 NaN            NaN            NaN  0.680463E-001            NaN            NaN  0.768513                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.1755                 NaN            NaN            NaN  0.689556E-001            NaN            NaN  0.755529                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.1842                 NaN            NaN            NaN  0.604723E-001            NaN            NaN  0.755345                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.1940                 NaN            NaN            NaN  0.603347E-001            NaN            NaN  0.745666                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.1924                 NaN            NaN            NaN  0.613218E-001            NaN            NaN  0.746245                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.2249                 NaN            NaN            NaN  0.556690E-001            NaN            NaN  0.719467                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.2213                 NaN            NaN            NaN  0.541315E-001            NaN            NaN  0.724570                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.2311                 NaN            NaN            NaN  0.532465E-001            NaN            NaN  0.715621                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.2407                 NaN            NaN            NaN  0.508333E-001            NaN            NaN  0.708428                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.2478                 NaN            NaN            NaN  0.476338E-001            NaN            NaN  0.704609                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.2543                 NaN            NaN            NaN  0.445000E-001            NaN            NaN  0.701176                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.2651                 NaN            NaN            NaN  0.450113E-001            NaN            NaN  0.689880                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.2693                 NaN            NaN            NaN  0.406323E-001            NaN            NaN  0.690085                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.2807                 NaN            NaN            NaN  0.394061E-001            NaN            NaN  0.679903                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.2834                 NaN            NaN            NaN  0.359876E-001            NaN            NaN  0.680638                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.2944                 NaN            NaN            NaN  0.344645E-001            NaN            NaN  0.671112                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.3001                 NaN            NaN            NaN  0.333272E-001            NaN            NaN  0.666620                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.3032                 NaN            NaN            NaN  0.286649E-001            NaN            NaN  0.668141                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.3142                 NaN            NaN            NaN  0.279543E-001            NaN            NaN  0.657812                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.3199                 NaN            NaN            NaN  0.273078E-001            NaN            NaN  0.652776                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.3251                 NaN            NaN            NaN  0.245577E-001            NaN            NaN  0.650294                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.3324                 NaN            NaN            NaN  0.219335E-001            NaN            NaN  0.645666                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.3370                 NaN            NaN            NaN  0.204133E-001            NaN            NaN  0.642572                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.3431                 NaN            NaN            NaN  0.192497E-001            NaN            NaN  0.637682                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.2743                 NaN            NaN            NaN  0.479760E-003            NaN            NaN  0.321255       0.403922                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.1786                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.821416                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.1786                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.821406                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.1758                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.824221                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        99.1727                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.827283                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        99.1661                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.833877                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        99.1593                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.840712                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.8544                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.598700       0.546862                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.7793                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.461625       0.759046                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.8014                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.745100       0.453481                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.8142                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.737734       0.448090                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.8294                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.441924       0.728665                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.8434                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.720225       0.436395                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.8579                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.432030       0.710106                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.8721                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.425430       0.702517                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.8849                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.420045       0.695101                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.9039                 NaN            NaN            NaN  0.256136E-001            NaN            NaN            NaN  0.696069       0.374400                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.9191                 NaN            NaN            NaN  0.398723E-001            NaN            NaN            NaN  0.346790       0.694209                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.9330                 NaN            NaN            NaN  0.371180E-001            NaN            NaN            NaN  0.683667       0.346206                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.9408                 NaN            NaN            NaN  0.335915E-001            NaN            NaN  0.124762E-001  0.334396       0.678761                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.9553                 NaN            NaN            NaN  0.189073E-001            NaN            NaN  0.196790       0.141432       0.687525                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.9661                 NaN            NaN            NaN  0.303126E-001            NaN            NaN            NaN  0.342602       0.661018                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.9761                 NaN            NaN            NaN  0.288053E-001            NaN            NaN            NaN  0.654346       0.340714                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.9869                 NaN            NaN            NaN  0.266017E-001            NaN            NaN            NaN  0.646882       0.339650                 NaN            NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.9939                 NaN            NaN            NaN  0.207042E-001            NaN            NaN  0.397951E-001  0.300539       0.645051                 NaN            NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        99.0088                 NaN            NaN            NaN  0.226656E-001            NaN            NaN            NaN  0.336404       0.632154                 NaN            NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.8497                 NaN            NaN            NaN  0.495042E-001            NaN            NaN  0.135960E-001  0.354120       0.636182                 NaN  0.968573E-001            NaN            NaN            NaN            NaN
  1413.53        2500.00        97.6515                 NaN            NaN            NaN  0.275835                 NaN            NaN            NaN  0.672716       0.587366                 NaN  0.812583                 NaN            NaN            NaN            NaN
  1411.03        2500.00        97.7151                 NaN            NaN            NaN  0.273114                 NaN            NaN            NaN  0.655888       0.564744                 NaN  0.791180                 NaN            NaN            NaN            NaN
  1408.52        2500.00        97.7758                 NaN            NaN            NaN  0.271024                 NaN            NaN            NaN  0.542081       0.639974                 NaN  0.771095                 NaN            NaN            NaN            NaN
  1406.02        2500.00        97.8372                 NaN            NaN            NaN  0.267802                 NaN            NaN            NaN  0.624321       0.520407                 NaN  0.750270                 NaN            NaN            NaN            NaN
  1403.51        2500.00        97.8915                 NaN            NaN            NaN  0.266026                 NaN            NaN            NaN  0.610095       0.500250                 NaN  0.732106                 NaN            NaN            NaN            NaN
  1401.00        2500.00        97.9458                 NaN            NaN            NaN  0.263447                 NaN            NaN            NaN  0.595735       0.481147                 NaN  0.713833                 NaN            NaN            NaN            NaN
  1398.50        2500.00        97.9977                 NaN            NaN            NaN  0.261435                 NaN            NaN            NaN  0.462815       0.581643                 NaN  0.696387                 NaN            NaN            NaN            NaN
  1395.99        2500.00        98.0453                 NaN            NaN            NaN  0.259993                 NaN            NaN            NaN  0.569875       0.444443                 NaN  0.680372                 NaN            NaN            NaN            NaN
  1393.48        2500.00        98.0969                 NaN            NaN            NaN  0.256472                 NaN            NaN            NaN  0.556664       0.427459                 NaN  0.662535                 NaN            NaN            NaN            NaN
  1390.98        2500.00        98.1411                 NaN            NaN            NaN  0.255026                 NaN            NaN            NaN  0.544795       0.411348                 NaN  0.647688                 NaN            NaN            NaN            NaN
  1388.47        2500.00        98.1856                 NaN            NaN            NaN  0.252680                 NaN            NaN            NaN  0.533381       0.395840                 NaN  0.632503                 NaN            NaN            NaN            NaN
  1385.96        2500.00        98.2273                 NaN            NaN            NaN  0.250697                 NaN            NaN            NaN  0.380725       0.522807                 NaN  0.618431                 NaN            NaN            NaN            NaN
  1383.46        2500.00        98.2687                 NaN            NaN            NaN  0.248610                 NaN            NaN            NaN  0.511669       0.366787                 NaN  0.604192                 NaN            NaN            NaN            NaN
  1380.95        2500.00        98.3085                 NaN            NaN            NaN  0.246454                 NaN            NaN            NaN  0.501272       0.353162                 NaN  0.590573                 NaN            NaN            NaN            NaN
  1378.45        2500.00        98.3468                 NaN            NaN            NaN  0.244490                 NaN            NaN            NaN  0.491480       0.339784                 NaN  0.577465                 NaN            NaN            NaN            NaN
  1375.94        2500.00        98.3837                 NaN            NaN            NaN  0.242335                 NaN            NaN            NaN  0.327842       0.481453                 NaN  0.564704                 NaN            NaN            NaN            NaN
  1373.43        2500.00        98.4196                 NaN            NaN            NaN  0.240073                 NaN            NaN            NaN  0.472524       0.315477                 NaN  0.552341                 NaN            NaN            NaN            NaN
  1370.93        2500.00        98.4523                 NaN            NaN            NaN  0.238356                 NaN            NaN            NaN  0.463930       0.304571                 NaN  0.540806                 NaN            NaN            NaN            NaN
  1368.42        2500.00        98.4869                 NaN            NaN            NaN  0.235646                 NaN            NaN            NaN  0.454847       0.293722                 NaN  0.528874                 NaN            NaN            NaN            NaN
  1365.91        2500.00        98.5187                 NaN            NaN            NaN  0.233227                 NaN            NaN            NaN  0.446718       0.283533                 NaN  0.517840                 NaN            NaN            NaN            NaN
  1363.41        2500.00        98.5492                 NaN            NaN            NaN  0.232672                 NaN            NaN            NaN  0.435590       0.273764                 NaN  0.508768                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.5868                 NaN            NaN            NaN  0.227417                 NaN            NaN            NaN  0.428820       0.263650                 NaN  0.493328                 NaN            NaN            NaN            NaN
  1358.40        2500.00        98.6089                 NaN            NaN            NaN  0.226514                 NaN            NaN            NaN  0.422774       0.255650                 NaN  0.486129                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.6369                 NaN            NaN            NaN  0.223941                 NaN            NaN            NaN  0.247764       0.415072                 NaN  0.476286                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.6644                 NaN            NaN            NaN  0.221476                 NaN            NaN            NaN  0.407873       0.239688                 NaN  0.466548                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.6904                 NaN            NaN            NaN  0.218757                 NaN            NaN            NaN  0.400985       0.232689                 NaN  0.457206                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.7170                 NaN            NaN            NaN  0.207159                 NaN            NaN            NaN  0.387005       0.241506                 NaN  0.447289                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.7517                 NaN            NaN            NaN  0.224177                 NaN            NaN            NaN  0.389016       0.198195                 NaN  0.436949                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.7651                 NaN            NaN            NaN  0.210627                 NaN            NaN            NaN  0.213365       0.380536                 NaN  0.430363                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.7886                 NaN            NaN            NaN  0.207677                 NaN            NaN            NaN  0.374062       0.207780                 NaN  0.421905                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.8101                 NaN            NaN            NaN  0.204486                 NaN            NaN            NaN  0.368175       0.203301                 NaN  0.413957                 NaN            NaN            NaN            NaN
  1335.84        2500.00        98.8330                 NaN            NaN            NaN  0.201396                 NaN            NaN            NaN  0.198341       0.361620                 NaN  0.405660                 NaN            NaN            NaN            NaN
  1333.33        2500.00        98.8532                 NaN            NaN            NaN  0.198331                 NaN            NaN            NaN  0.194606       0.355725                 NaN  0.398162                 NaN            NaN            NaN            NaN
  1330.83        2500.00        98.8746                 NaN            NaN            NaN  0.194699                 NaN            NaN            NaN  0.349498       0.190962                 NaN  0.390282                 NaN            NaN            NaN            NaN
  1328.32        2500.00        98.8950                 NaN            NaN            NaN  0.191390                 NaN            NaN            NaN  0.187347       0.343560                 NaN  0.382741                 NaN            NaN            NaN            NaN
  1325.81        2500.00        98.9139                 NaN            NaN            NaN  0.187931                 NaN            NaN            NaN  0.338018       0.184540                 NaN  0.375634                 NaN            NaN            NaN            NaN
  1323.31        2500.00        98.9331                 NaN            NaN            NaN  0.184237                 NaN            NaN            NaN  0.332297       0.181950                 NaN  0.368457                 NaN            NaN            NaN            NaN
  1320.80        2500.00        98.9509                 NaN            NaN            NaN  0.180902                 NaN            NaN            NaN  0.326794       0.179589                 NaN  0.361802                 NaN            NaN            NaN            NaN
  1318.30        2500.00        98.9679                 NaN            NaN            NaN  0.176730                 NaN            NaN            NaN  0.321573       0.178590                 NaN  0.355252                 NaN            NaN            NaN            NaN
  1315.79        2500.00        98.9878                 NaN            NaN            NaN  0.172599                 NaN            NaN            NaN  0.176959       0.314981                 NaN  0.347664                 NaN            NaN            NaN            NaN
  1313.28        2500.00        99.0031                 NaN            NaN            NaN  0.168947                 NaN            NaN            NaN  0.310078       0.175965                 NaN  0.341881                 NaN            NaN            NaN            NaN
  1310.78        2500.00        99.0193                 NaN            NaN            NaN  0.164898                 NaN            NaN            NaN  0.304625       0.175478                 NaN  0.335685                 NaN            NaN            NaN            NaN
  1308.27        2500.00        99.0333                 NaN            NaN            NaN  0.161851                 NaN            NaN            NaN  0.174029       0.300512                 NaN  0.330331                 NaN            NaN            NaN            NaN
  1305.76        2500.00        80.2420                 NaN            NaN            NaN   1.78286                 NaN            NaN            NaN   2.30641       0.529577                 NaN   2.69201        12.4471                 NaN            NaN            NaN
  1303.26        2500.00        77.7781                 NaN            NaN            NaN   2.02156                 NaN            NaN            NaN   2.65295       0.457100                 NaN   3.00472        14.0856                 NaN            NaN            NaN
  1300.75        2500.00        80.5858                 NaN            NaN            NaN   1.81267                 NaN            NaN            NaN   2.43605       0.269429                 NaN   2.65297        12.2430                 NaN            NaN            NaN
  1298.25        2500.00        82.8066                 NaN            NaN            NaN   1.64626                 NaN            NaN            NaN   2.26679       0.117509                 NaN   2.37307        10.7898                 NaN            NaN            NaN
  1295.74        2500.00        84.5788                 NaN            NaN            NaN   1.50859                 NaN            NaN            NaN   2.13480                 NaN            NaN   2.14865        9.62913                 NaN            NaN            NaN
  1293.23        2500.00        76.4305                 NaN            NaN            NaN   1.44047                 NaN  0.673889                 NaN   3.62599       0.835985E-001            NaN   3.15336        14.5922                 NaN            NaN            NaN
  1290.73        2500.00        60.1552                 NaN            NaN            NaN   1.01766                 NaN   2.03788                 NaN   6.26543       0.907400                 NaN   5.11261        24.5038                 NaN            NaN            NaN
  1288.22        2500.00        67.1833                 NaN            NaN            NaN  0.721785                 NaN   1.65565                 NaN   5.02093        1.04949                 NaN   4.20007        20.1688                 NaN            NaN            NaN
  1285.71        2500.00        66.7796                 NaN            NaN            NaN  0.908600                 NaN   1.74988                 NaN  0.626003        4.95404                 NaN   4.27935        20.7025                 NaN            NaN            NaN
  1283.21        2500.00        74.6272                 NaN            NaN            NaN  0.403318E-001            NaN   1.12636                 NaN   2.80481        2.77167                 NaN   3.15758        15.4721                 NaN            NaN            NaN
  1280.70        2500.00        74.6825                 NaN            NaN            NaN  0.447688                 NaN   1.18105                 NaN   3.62927        1.18170                 NaN   3.16935        15.7084                 NaN            NaN            NaN
  1278.20        2500.00        56.1881                 NaN            NaN            NaN  0.409957E-001            NaN   1.99498                 NaN   3.96379        4.98552                 NaN   5.33236        27.4943                 NaN            NaN            NaN
  1275.69        2500.00        35.1716                 NaN            NaN            NaN            NaN            NaN   2.60222                 NaN   5.95242        7.54092                 NaN   7.88311        40.8497                 NaN            NaN            NaN
  1273.18        2500.00        57.5929                 NaN            NaN            NaN            NaN            NaN   1.56210                 NaN   5.55236        3.49273                 NaN   5.24398        26.5559                 NaN            NaN            NaN
  1270.68        2500.00        73.5346                 NaN            NaN            NaN            NaN            NaN  0.927249                 NaN   1.66751        4.11999                 NaN   3.34788        16.4028                 NaN            NaN            NaN
  1268.17        2500.00        78.9173                 NaN            NaN            NaN            NaN            NaN  0.695980                 NaN   3.74162        1.01929                 NaN   2.71782        12.9080                 NaN            NaN            NaN
  1265.66        2500.00        84.2276                 NaN            NaN            NaN            NaN            NaN  0.503747                 NaN   2.62591       0.903299                 NaN   2.04758        9.69191                 NaN            NaN            NaN
  1263.16        2500.00        86.2573                 NaN            NaN            NaN            NaN            NaN  0.500700                 NaN   1.16876        1.97526                 NaN   1.78543        8.31255                 NaN            NaN            NaN
  1260.65        2500.00        88.6767                 NaN            NaN            NaN            NaN            NaN  0.378070                 NaN  0.335213        2.24849                 NaN   1.50380        6.85768                 NaN            NaN            NaN
  1258.15        2500.00        90.7524                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.621813       0.942057                 NaN   1.12213        6.50692       0.546739E-001            NaN            NaN
  1255.64        2500.00        90.8282                 NaN            NaN            NaN            NaN            NaN  0.597100                 NaN  0.301352E-001   2.60817                 NaN   1.33183        4.60458                 NaN            NaN            NaN
  1253.13        2500.00        92.3929                 NaN            NaN            NaN            NaN            NaN  0.137227                 NaN   1.46707                 NaN            NaN   1.03339        4.88214       0.872793E-001            NaN            NaN
  1250.63        2500.00        91.8271                 NaN            NaN            NaN            NaN            NaN  0.361509                 NaN  0.662714        1.12110       0.224536E-005   1.09545        4.93210                 NaN            NaN            NaN
  1248.12        2500.00        93.3253                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.52045       0.406393                 NaN  0.831244        3.78716       0.129445                 NaN            NaN
  1245.61        2500.00        94.4306                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.715715       0.657401                 NaN  0.775033        3.29133       0.129914                 NaN            NaN
  1243.11        2500.00        93.2654                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.67893                 NaN            NaN  0.857629        4.10272       0.953162E-001            NaN            NaN
  1240.60        2500.00        94.1395                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.55426                 NaN            NaN  0.784738        3.42430       0.971719E-001            NaN            NaN
  1238.10        2500.00        94.3898                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.601616                 NaN            NaN  0.565977        4.26029       0.182322                 NaN            NaN
  1235.59        2500.00        96.3741                 NaN            NaN            NaN  0.488741E-001            NaN  0.111601                 NaN  0.599277       0.378700       0.196993E-005  0.638692        1.84873                 NaN            NaN            NaN
  1233.08        2500.00        94.4624                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.05150                 NaN            NaN  0.726200        2.72876       0.311536E-001            NaN            NaN
  1230.58        2500.00        96.6723                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.301793       0.319230                 NaN  0.405905        2.21867       0.821162E-001            NaN            NaN
  1228.07        2500.00        94.8865                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.51024                 NaN            NaN  0.728907        2.82672       0.476038E-001            NaN            NaN
  1225.56        2500.00        92.9347                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.719990                 NaN            NaN  0.721508        3.88848       0.101060        1.63426                 NaN
  1223.06        2500.00        70.1784                 NaN            NaN            NaN  0.138366                 NaN            NaN            NaN   3.30738                 NaN            NaN   2.65386        14.0132       0.221814        9.48700                 NaN
  1220.55        2500.00                 NaN            NaN            NaN            NaN   4.43868                 NaN            NaN            NaN   5.93236       0.218023E-005            NaN   8.33214        48.0612       0.917439        32.3182                 NaN
  1218.05        2500.00                 NaN            NaN            NaN            NaN   4.44170                 NaN            NaN            NaN   5.92774                 NaN            NaN   8.33330        48.0581       0.917434        32.3217                 NaN
  1215.54        2500.00                 NaN            NaN            NaN            NaN   4.30338                 NaN            NaN            NaN   6.22743                 NaN            NaN   8.35326        47.9196       0.904757        32.2916                 NaN
  1213.03        2500.00                 NaN            NaN            NaN            NaN   4.36844                 NaN            NaN            NaN   6.04972                 NaN            NaN   8.34494        48.0222       0.916296        32.2984                 NaN
  1210.53        2500.00                 NaN            NaN            NaN            NaN   4.40510                 NaN            NaN            NaN   5.98906                 NaN            NaN   8.34459        48.0277       0.917042        32.3165                 NaN
  1208.02        2500.00                 NaN            NaN            NaN            NaN   4.40793                 NaN            NaN            NaN   5.98455                 NaN            NaN   8.34607        48.0244       0.917037        32.3200                 NaN
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.1198        2.76291                 NaN   8.59435        46.3631       0.625542        30.5343                 NaN
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.311068        2.45996        11.1296        8.70986        46.2337       0.601292        30.5544                 NaN
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.58033        11.1518       0.118173E-001   8.56713        46.5497       0.629896        30.5094                 NaN
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.1358        2.58420                 NaN   8.56515        46.5797       0.630551        30.5046                 NaN
  1195.49        2500.00                 NaN            NaN            NaN            NaN   4.46513                 NaN            NaN            NaN   5.89272       0.523574E-005            NaN   8.34400        48.0264       0.918219        32.3535                 NaN
  1192.98        2500.00                 NaN            NaN            NaN            NaN   4.46779                 NaN            NaN            NaN   5.88974       0.505323E-005            NaN   8.34601        48.0210       0.918034        32.3574                 NaN
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.47623        11.2285       0.111280E-005   8.61855        46.5400       0.635988        30.5008                 NaN
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.51488        12.3986                 NaN   8.81373        46.1434       0.603850        30.5255                 NaN
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.35735        4.50509                 NaN   8.70106        46.2860       0.616116        30.5343                 NaN
  1182.96        2500.00                 NaN            NaN            NaN            NaN   4.37951                 NaN            NaN            NaN   6.12703                 NaN            NaN   8.24008        47.9953       0.897842        32.3602                 NaN
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.52897        9.40619                 NaN   8.68982        46.2041       0.614241        30.5567                 NaN
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.4252        3.41472                 NaN   8.69099        46.3028       0.620983        30.5453                 NaN
  1175.44        2500.00                 NaN            NaN            NaN            NaN   4.44588                 NaN            NaN            NaN   5.92510                 NaN            NaN   8.36280        47.9849       0.916755        32.3646                 NaN
  1172.93        2500.00                 NaN            NaN            NaN            NaN   4.44921                 NaN            NaN            NaN   5.92076                 NaN            NaN   8.36402        47.9814       0.916451        32.3682                 NaN
