|6.6.6
Archiving\03_Data\frac/QFM/KHA22/KHA22_1.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       O(HP)          mang           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm           
  1471.18        2500.00        99.2365       0.343571E-001            NaN            NaN  0.729118                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        99.2378       0.105705E-001            NaN            NaN  0.751636                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        99.2411                 NaN            NaN            NaN  0.758937                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.6553       0.266887E-001            NaN            NaN  0.494039       0.823942                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.5676       0.357729E-001            NaN            NaN  0.436850       0.959737                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.5893       0.795210E-001            NaN            NaN  0.377699       0.953466                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.6067       0.773291E-001            NaN            NaN  0.373613       0.942380                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.6154       0.670711E-001            NaN            NaN  0.296025       0.110239       0.911283                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.6228       0.596315E-001            NaN            NaN  0.208054       0.227933       0.881594                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.6419       0.547922E-001            NaN            NaN  0.209839       0.225137       0.868381                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.6538       0.516115E-001            NaN            NaN  0.205894       0.859691       0.229013                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.6670       0.479879E-001            NaN            NaN  0.203126       0.232416       0.849428                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.6808       0.447779E-001            NaN            NaN  0.194951       0.838248       0.241231                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.6942       0.416633E-001            NaN            NaN  0.186355       0.827151       0.250595                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.7066       0.378479E-001            NaN            NaN  0.187126       0.818183       0.250219                 NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.7186       0.345788E-001            NaN            NaN  0.184019       0.253604       0.809187                 NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.7295       0.317662E-001            NaN            NaN  0.177900       0.260258       0.800584                 NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.7406       0.272598E-001            NaN            NaN  0.185865       0.252874       0.793371                 NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.7518       0.241134E-001            NaN            NaN  0.185639       0.785337       0.253109                 NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.7688       0.754464E-001            NaN            NaN  0.134856       0.787141       0.233719                 NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.7716                 NaN            NaN            NaN  0.196103       0.266063       0.766277                 NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.7786                 NaN            NaN            NaN  0.197259       0.261996       0.762105                 NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.7883       0.121777E-004            NaN            NaN  0.199591       0.255327       0.756769                 NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        98.7969       0.612664E-003            NaN            NaN  0.195566       0.751068       0.255871                 NaN            NaN            NaN            NaN            NaN
  1411.03        2500.00        98.8055                 NaN            NaN            NaN  0.205296       0.241659       0.747506                 NaN            NaN            NaN            NaN            NaN
  1408.52        2500.00        98.8147                 NaN            NaN            NaN  0.208755       0.742722       0.233815                 NaN            NaN            NaN            NaN            NaN
  1406.02        2500.00        97.9684       0.224466                 NaN            NaN            NaN  0.735056       0.595100                 NaN            NaN  0.476957                 NaN            NaN
  1403.51        2500.00        97.5744       0.341931                 NaN            NaN            NaN  0.731588       0.641595                 NaN            NaN  0.710467                 NaN            NaN
  1401.00        2500.00        97.6301       0.340520                 NaN            NaN            NaN  0.619190       0.716290                 NaN            NaN  0.693905                 NaN            NaN
  1398.50        2500.00        97.6835       0.339414                 NaN            NaN            NaN  0.597539       0.701222                 NaN            NaN  0.678338                 NaN            NaN
  1395.99        2500.00        97.7348       0.338220                 NaN            NaN            NaN  0.686964       0.576985                 NaN            NaN  0.663018                 NaN            NaN
  1393.48        2500.00        97.7843       0.336947                 NaN            NaN            NaN  0.557642       0.672600                 NaN            NaN  0.648512                 NaN            NaN
  1390.98        2500.00        97.8325       0.335756                 NaN            NaN            NaN  0.659769       0.537847                 NaN            NaN  0.634144                 NaN            NaN
  1388.47        2500.00        97.8780       0.334902                 NaN            NaN            NaN  0.519150       0.647338                 NaN            NaN  0.620631                 NaN            NaN
  1385.96        2500.00        97.9223       0.333497                 NaN            NaN            NaN  0.502150       0.634527                 NaN            NaN  0.607510                 NaN            NaN
  1383.46        2500.00        97.9643       0.332600                 NaN            NaN            NaN  0.485199       0.623032                 NaN            NaN  0.594908                 NaN            NaN
  1380.95        2500.00        98.0061       0.331840                 NaN            NaN            NaN  0.611236       0.467992                 NaN            NaN  0.582828                 NaN            NaN
  1378.45        2500.00        98.0439       0.330283                 NaN            NaN            NaN  0.601109       0.453781                 NaN            NaN  0.570913                 NaN            NaN
  1375.94        2500.00        98.0826       0.329537                 NaN            NaN            NaN  0.590088       0.438260                 NaN            NaN  0.559481                 NaN            NaN
  1373.43        2500.00        98.1183       0.328720                 NaN            NaN            NaN  0.580093       0.424005                 NaN            NaN  0.548842                 NaN            NaN
  1370.93        2500.00        98.1537       0.327428                 NaN            NaN            NaN  0.570431       0.410405                 NaN            NaN  0.538074                 NaN            NaN
  1368.42        2500.00        98.1882       0.326448                 NaN            NaN            NaN  0.396798       0.560977                 NaN            NaN  0.527589                 NaN            NaN
  1365.91        2500.00        98.2206       0.325093                 NaN            NaN            NaN  0.551753       0.384741                 NaN            NaN  0.517802                 NaN            NaN
  1363.41        2500.00        98.2538       0.324104                 NaN            NaN            NaN  0.371552       0.542773                 NaN            NaN  0.507768                 NaN            NaN
  1360.90        2500.00        98.2836       0.323115                 NaN            NaN            NaN  0.360196       0.534435                 NaN            NaN  0.498676                 NaN            NaN
  1358.40        2500.00        98.3125       0.321924                 NaN            NaN            NaN  0.526296       0.349409                 NaN            NaN  0.489901                 NaN            NaN
  1355.89        2500.00        98.3418       0.319742                 NaN            NaN            NaN  0.339673       0.518407                 NaN            NaN  0.480369                 NaN            NaN
  1353.38        2500.00        98.3703       0.318199                 NaN            NaN            NaN  0.510319       0.329290                 NaN            NaN  0.471934                 NaN            NaN
  1350.88        2500.00        98.3983       0.316894                 NaN            NaN            NaN  0.502770       0.318678                 NaN            NaN  0.463372                 NaN            NaN
  1348.37        2500.00        98.4240       0.314771                 NaN            NaN            NaN  0.495544       0.310397                 NaN            NaN  0.455242                 NaN            NaN
  1345.86        2500.00        98.4488       0.313364                 NaN            NaN            NaN  0.301637       0.488630                 NaN            NaN  0.447610                 NaN            NaN
  1343.36        2500.00        98.4738       0.310855                 NaN            NaN            NaN  0.481748       0.293974                 NaN            NaN  0.439628                 NaN            NaN
  1340.85        2500.00        98.5735       0.441750                 NaN            NaN            NaN  0.552987                 NaN            NaN            NaN  0.431812                 NaN            NaN
  1338.35        2500.00        98.4454       0.171885                 NaN            NaN            NaN  0.391483       0.566258                 NaN            NaN  0.424963                 NaN            NaN
  1335.84        2500.00        98.5428       0.304241                 NaN            NaN            NaN  0.272765       0.462380                 NaN            NaN  0.417794                 NaN            NaN
  1333.33        2500.00        98.5648       0.301673                 NaN            NaN            NaN  0.266721       0.456058                 NaN            NaN  0.410795                 NaN            NaN
  1330.83        2500.00        98.5852       0.299115                 NaN            NaN            NaN  0.261415       0.450175                 NaN            NaN  0.404134                 NaN            NaN
  1328.32        2500.00        98.6064       0.295841                 NaN            NaN            NaN  0.444072       0.256318                 NaN            NaN  0.397409                 NaN            NaN
  1325.81        2500.00        98.6255       0.293302                 NaN            NaN            NaN  0.438586       0.251364                 NaN            NaN  0.391282                 NaN            NaN
  1323.31        2500.00        98.6468       0.289156                 NaN            NaN            NaN  0.432398       0.247516                 NaN            NaN  0.384155                 NaN            NaN
  1320.80        2500.00        98.6643       0.286058                 NaN            NaN            NaN  0.427004       0.244174                 NaN            NaN  0.378448                 NaN            NaN
  1318.30        2500.00        98.6834       0.283045                 NaN            NaN            NaN  0.421414       0.239711                 NaN            NaN  0.372405                 NaN            NaN
  1315.79        2500.00        98.7008       0.278053                 NaN            NaN            NaN  0.415815       0.238980                 NaN            NaN  0.366340                 NaN            NaN
  1313.28        2500.00        98.7176       0.274542                 NaN            NaN            NaN  0.411078       0.235998                 NaN            NaN  0.360769                 NaN            NaN
  1310.78        2500.00        98.7333       0.273072                 NaN            NaN            NaN  0.405603       0.231576                 NaN            NaN  0.356488                 NaN            NaN
  1308.27        2500.00        98.7536       0.263263                 NaN            NaN            NaN  0.234865       0.400157                 NaN            NaN  0.348123                 NaN            NaN
  1305.76        2500.00        98.7664       0.261646                 NaN            NaN            NaN  0.395551       0.232023                 NaN            NaN  0.344427                 NaN            NaN
  1303.26        2500.00        98.7815       0.256645                 NaN            NaN            NaN  0.231734       0.390738                 NaN            NaN  0.339340                 NaN            NaN
  1300.75        2500.00        98.5435       0.285933                 NaN            NaN            NaN  0.414122       0.237284                 NaN            NaN  0.365709       0.153435                 NaN
  1298.25        2500.00        49.7890                 NaN            NaN   3.63360                 NaN   7.18914        6.41322                 NaN            NaN   5.87886        27.0961                 NaN
  1295.74        2500.00        46.4330                 NaN            NaN   4.42982                 NaN   7.08339        6.86519                 NaN            NaN   6.26941        28.9192                 NaN
  1293.23        2500.00        58.7553                 NaN            NaN   3.41454                 NaN   5.42485        5.19965                 NaN            NaN   4.82837        22.3773                 NaN
  1290.73        2500.00        65.6539                 NaN            NaN   2.83377                 NaN   4.47097        4.28489                 NaN            NaN   4.01830        18.7382                 NaN
  1288.22        2500.00        70.3361                 NaN            NaN   2.44050                 NaN   3.64691        3.81754                 NaN            NaN   3.46396        16.2950                 NaN
  1285.71        2500.00        70.8005                 NaN            NaN   2.31223                 NaN   3.43528        3.81302                 NaN            NaN   3.38084        16.2581                 NaN
  1283.21        2500.00        74.0831                 NaN            NaN   2.19538                 NaN   3.18235        3.13562                 NaN            NaN   2.99806        14.4055                 NaN
  1280.70        2500.00        69.0511                 NaN            NaN   2.47584                 NaN   3.69468        3.59861                 NaN            NaN   3.52795        17.6518                 NaN
  1278.20        2500.00        53.5993                 NaN            NaN   3.69888                 NaN   5.21277        5.18126                 NaN            NaN   5.14222        27.1656                 NaN
  1275.69        2500.00                 NaN            NaN            NaN   7.39685                 NaN   10.9294        9.75509                 NaN            NaN   10.6331        60.2579        1.02756     
  1273.18        2500.00                 NaN            NaN            NaN   7.40656                 NaN   9.69274        10.8966                 NaN            NaN   10.6389        60.3099        1.05537     
  1270.68        2500.00                 NaN            NaN            NaN   7.35371                 NaN   10.9556        9.72644                 NaN            NaN   10.6583        60.2333        1.07267     
  1268.17        2500.00                 NaN            NaN            NaN   7.96970                 NaN   11.6567       0.101437        7.52400                 NaN   10.3851        61.4434       0.919693     
  1265.66        2500.00                 NaN            NaN            NaN   7.34130                 NaN   10.9423        9.58495                 NaN            NaN   10.6902        60.2928        1.14850     
  1263.16        2500.00                 NaN            NaN            NaN   7.28542                 NaN   9.79760        10.8875                 NaN            NaN   10.7078        60.1821        1.13954     
  1260.65        2500.00                 NaN            NaN            NaN   7.30768                 NaN   10.8139        9.70579                 NaN            NaN   10.7249        60.2640        1.18372     
  1258.15        2500.00                 NaN            NaN            NaN   7.21156                 NaN   9.64866        11.0144                 NaN            NaN   10.7311        60.1708        1.22350     
  1255.64        2500.00                 NaN            NaN            NaN   7.26876                 NaN   10.7731        9.74552                 NaN            NaN   10.7573        60.2319        1.22347     
  1253.13        2500.00                 NaN            NaN            NaN   7.18953                 NaN   10.7046        9.98240                 NaN            NaN   10.7916        60.1001        1.23180     
  1250.63        2500.00                 NaN            NaN            NaN   7.15360                 NaN   9.69750        10.9546                 NaN            NaN   10.7806        60.1308        1.28283     
  1248.12        2500.00                 NaN            NaN            NaN   7.33927                 NaN   2.02329        10.6782        7.41462                 NaN   10.6450        60.6174        1.28224     
  1245.61        2500.00                 NaN            NaN            NaN   7.31437                 NaN   2.02582        10.6549        7.44337                 NaN   10.6615        60.5958        1.30425     
  1243.11        2500.00                 NaN            NaN            NaN   7.28942                 NaN   2.02541        10.6315        7.47550                 NaN   10.6782        60.5739        1.32618     
  1240.60        2500.00                 NaN            NaN            NaN   7.13837                 NaN   9.89394        10.6326                 NaN            NaN   10.8580        60.1273        1.34986     
  1238.10        2500.00                 NaN            NaN            NaN   7.10504                 NaN   9.93143        10.6050                 NaN            NaN   10.8778        60.1033        1.37743     
  1235.59        2500.00                 NaN            NaN            NaN   7.01977                 NaN   10.5266        10.1707                 NaN            NaN   10.9226        59.9653        1.39496     
  1233.08        2500.00                 NaN            NaN            NaN   6.99899                 NaN   10.1707        10.5300                 NaN            NaN   10.9370        59.9488        1.41457     
  1230.58        2500.00                 NaN            NaN            NaN   6.88503                 NaN   10.0308        4.99601        5.51129                 NaN   10.9167        60.0764        1.58373     
  1228.07        2500.00                 NaN            NaN            NaN   7.09945                 NaN   11.7157        8.47337                 NaN            NaN   10.7699        60.4299        1.51169     
  1225.56        2500.00                 NaN            NaN            NaN   6.90676                 NaN   9.97242        10.6812                 NaN            NaN   10.9763        59.9318        1.53157     
  1223.06        2500.00                 NaN            NaN            NaN   6.90090                 NaN   10.2851        10.4182                 NaN            NaN   11.0182        59.8684        1.50925     
  1220.55        2500.00                 NaN            NaN            NaN   6.87626                 NaN   10.3134        10.3930                 NaN            NaN   11.0380        59.8472        1.53217     
  1218.05        2500.00                 NaN            NaN            NaN   6.85164                 NaN   10.3416        10.3682                 NaN            NaN   11.0578        59.8257        1.55501     
  1215.54        2500.00                 NaN            NaN            NaN   6.82707                 NaN   10.3696        10.3436                 NaN            NaN   11.0778        59.8042        1.57774     
  1213.03        2500.00                 NaN            NaN            NaN   6.80255                 NaN   10.3975        10.3192                 NaN            NaN   11.0980        59.7824        1.60036     
  1210.53        2500.00                 NaN            NaN            NaN   6.77383                 NaN   10.4932        10.1840                 NaN            NaN   11.0971        59.8023        1.64963     
  1208.02        2500.00                 NaN            NaN            NaN   6.84969                 NaN   1.29619        8.57709        10.6691                 NaN   10.9556        60.0155        1.63688     
  1205.51        2500.00                 NaN            NaN            NaN   6.93067                 NaN   4.77064        4.20243        11.3074                 NaN   10.9069        60.2416        1.64029     
  1203.01        2500.00                 NaN            NaN            NaN   6.79993                 NaN   1.56181        8.21981        10.7778                 NaN   10.9873        59.9694        1.68394     
  1200.50        2500.00                 NaN            NaN            NaN   6.77511                 NaN   1.65029        8.15163        10.7565                 NaN   11.0068        59.9512        1.70849     
  1197.99        2500.00                 NaN            NaN            NaN   6.85275                 NaN   4.95242        4.12525        11.2140                 NaN   10.9670        60.1768        1.71182     
  1195.49        2500.00                 NaN            NaN            NaN   6.82665                 NaN   4.98384        4.13821        11.1756                 NaN   10.9875        60.1534        1.73487     
  1192.98        2500.00                 NaN            NaN            NaN   6.80055                 NaN   5.00679        4.16194        11.1355                 NaN   11.0081        60.1295        1.75765     
  1190.48        2500.00                 NaN            NaN            NaN   6.66698                 NaN   2.23152        7.70811        10.6346                 NaN   11.1007        59.8534        1.80467     
  1187.97        2500.00                 NaN            NaN            NaN   6.64193                 NaN   2.23188        7.74616        10.6028                 NaN   11.1216        59.8292        1.82647     
  1185.46        2500.00                 NaN            NaN            NaN   6.62373                 NaN   2.35312        7.72712        10.4800                 NaN   11.1444        59.8225        1.84908     
  1182.96        2500.00                 NaN            NaN            NaN   6.59873                 NaN   2.34821        7.76884        10.4505                 NaN   11.1655        59.7976        1.87053     
  1180.45        2500.00                 NaN            NaN            NaN   6.57376                 NaN   2.34039        7.81366        10.4211                 NaN   11.1867        59.7725        1.89184     
  1177.94        2500.00                 NaN            NaN            NaN   6.54987                 NaN  0.332175        10.5190        9.81843                 NaN   11.1225        59.7972        1.86096     
  1175.44        2500.00                 NaN            NaN            NaN   6.45722                 NaN   10.8104        9.94973                 NaN            NaN   11.4096        59.4543        1.91870     
  1172.93        2500.00                 NaN            NaN            NaN   6.41398                 NaN   9.93433        10.8617                 NaN            NaN   11.4425        59.4014        1.94611     
  1170.43        2500.00                 NaN            NaN            NaN   6.40922                 NaN   9.88854        10.9057                 NaN            NaN   11.4594        59.3836        1.95358     
  1167.92        2500.00                 NaN            NaN            NaN   6.36913                 NaN   9.89135        10.9168                 NaN            NaN   11.4873        59.3510        1.98437     
  1165.41        2500.00                 NaN            NaN            NaN   6.36091                 NaN   10.9500        9.84222                 NaN            NaN   11.5032        59.3446        1.99910     
  1162.91        2500.00                 NaN            NaN            NaN   6.20135                 NaN   10.4091        10.4969                 NaN            NaN   11.4324        59.3261        2.13404     
  1160.40        2500.00                 NaN            NaN            NaN   6.21728                 NaN   10.6364        10.1404                 NaN            NaN   11.4673        59.3762        2.16250     
  1157.89        2500.00                 NaN            NaN            NaN   6.25413                 NaN   11.0038        9.83645                 NaN            NaN   11.5750        59.2478        2.08287     
  1155.39        2500.00                 NaN            NaN            NaN   6.23066                 NaN   9.81416        11.0350                 NaN            NaN   11.5983        59.2199        2.10193     
  1152.88        2500.00                 NaN            NaN            NaN   6.20783                 NaN   9.79141        11.0657                 NaN            NaN   11.6222        59.1923        2.12055     
  1150.38        2500.00                 NaN            NaN            NaN   6.12859                 NaN   10.7612        10.0443                 NaN            NaN   11.5552        59.2750        2.23565     
  1147.87        2500.00                 NaN            NaN            NaN   6.10666                 NaN   10.7928        10.0204                 NaN            NaN   11.5775        59.2492        2.25347     
  1145.36        2500.00                 NaN            NaN            NaN   6.08481                 NaN   10.8245        9.99662                 NaN            NaN   11.5999        59.2231        2.27110     
  1142.86        2500.00                 NaN            NaN            NaN   6.11874                 NaN   9.69850        11.1894                 NaN            NaN   11.7201        59.0808        2.19253     
  1140.35        2500.00                 NaN            NaN            NaN   6.09678                 NaN   9.67492        11.2211                 NaN            NaN   11.7451        59.0522        2.20995     
  1137.84        2500.00                 NaN            NaN            NaN   6.13606                 NaN  0.126082        9.88253        10.4670                 NaN   11.4995        59.5209        2.36789     
  1135.34        2500.00                 NaN            NaN            NaN   6.11280                 NaN  0.787954E-001   9.85375        10.5559                 NaN   11.5225        59.4914        2.38493     
  1132.83        2500.00                 NaN            NaN            NaN   5.97701                 NaN   10.9843        9.87882                 NaN            NaN   11.7130        59.0904        2.35648     
  1130.33        2500.00                 NaN            NaN            NaN   5.95613                 NaN   11.0454        9.82836                 NaN            NaN   11.7471        59.0523        2.37067     
  1127.82        2500.00                 NaN            NaN            NaN   5.93488                 NaN   11.0774        9.80583                 NaN            NaN   11.7701        59.0248        2.38695     
  1125.31        2500.00                 NaN            NaN            NaN   5.91373                 NaN   11.1097        9.78335                 NaN            NaN   11.7932        58.9970        2.40301     
  1122.81        2500.00                 NaN            NaN            NaN   5.90972                 NaN   11.1382        9.77877                 NaN            NaN   11.7883        58.9855        2.39950     
  1120.30        2500.00                 NaN            NaN            NaN   5.88846                 NaN   11.1710        9.75697                 NaN            NaN   11.8108        58.9574        2.41527     
  1117.79        2500.00                 NaN            NaN            NaN   5.86730                 NaN   11.2041        9.73522                 NaN            NaN   11.8334        58.9291        2.43083     
  1115.29        2500.00                 NaN            NaN            NaN   5.84631                 NaN   11.2372        9.71365                 NaN            NaN   11.8559        58.9009        2.44614     
  1112.78        2500.00                 NaN            NaN            NaN   5.87311                 NaN   7.61671        9.34722        3.71513                 NaN   11.9868        58.9471        2.51398     
  1110.28        2500.00                 NaN            NaN            NaN   5.82331                 NaN   9.33777        11.6997                 NaN            NaN   12.0723        58.6572        2.40978     
  1107.77        2500.00                 NaN            NaN            NaN   5.85085                 NaN   9.28393        11.5963                 NaN            NaN   12.0740        58.7493        2.44565     
  1105.26        2500.00                 NaN            NaN            NaN   5.75623                 NaN   9.34981        11.6177                 NaN            NaN   12.0760        58.6805        2.51975     
  1102.76        2500.00                 NaN            NaN            NaN   5.73636                 NaN   9.30672        11.6786                 NaN            NaN   12.1053        58.6421        2.53089     
  1100.25        2500.00                 NaN            NaN            NaN   5.74545                 NaN   9.18626        11.8842                 NaN            NaN   12.1984        58.5199        2.46585     
  1097.74        2500.00                 NaN            NaN            NaN   5.71569                 NaN   9.17457        11.9131                 NaN            NaN   12.2247        58.4849        2.48705     
  1095.24        2500.00                 NaN            NaN            NaN   5.70446                 NaN   11.9806        9.12720                 NaN            NaN   12.2581        58.4410        2.48857     
  1092.73        2500.00                 NaN            NaN            NaN   5.68403                 NaN   12.0196        9.10351                 NaN            NaN   12.2861        58.4050        2.50180     
  1090.23        2500.00                 NaN            NaN            NaN   5.69785                 NaN   10.8783        9.91271                 NaN            NaN   11.9025        58.9499        2.65872     
  1087.72        2500.00                 NaN            NaN            NaN   5.64844                 NaN   9.06989        12.0506                 NaN            NaN   12.3397        58.3583        2.53319     
  1085.21        2500.00                 NaN            NaN            NaN   5.61822                 NaN   12.1631        9.00785                 NaN            NaN   12.3831        58.2862        2.54147     
  1082.71        2500.00                 NaN            NaN            NaN   5.60120                 NaN   8.98386        12.2014                 NaN            NaN   12.4100        58.2521        2.55133     
  1080.20        2500.00                 NaN            NaN            NaN   5.58097                 NaN   8.95401        12.2478                 NaN            NaN   12.4419        58.2126        2.56270     
  1077.69        2500.00                 NaN            NaN            NaN   5.55967                 NaN   8.92126        12.3010                 NaN            NaN   12.4752        58.1690        2.57382     
  1075.19        2500.00                 NaN            NaN            NaN   5.54040                 NaN   12.3488        8.89323                 NaN            NaN   12.5064        58.1276        2.58366     
  1072.68        2500.00                 NaN            NaN            NaN   5.51694                 NaN   12.3188        8.92275                 NaN            NaN   12.5264        58.1110        2.60413     
  1070.18        2500.00                 NaN            NaN            NaN   5.49746                 NaN   12.3902        8.86920                 NaN            NaN   12.5631        58.0671        2.61295     
  1067.67        2500.00                 NaN            NaN            NaN   5.46771                 NaN   12.4987        8.82610                 NaN            NaN   12.5764        58.0129        2.61823     
  1065.16        2500.00                 NaN            NaN            NaN   5.44768                 NaN   12.5420        8.78013                 NaN            NaN   12.6454        57.9494        2.63545     
  1062.66        2500.00                 NaN            NaN            NaN   5.51497                 NaN  0.700380        11.6421        8.62444       0.134210E-005   12.2769        58.4857        2.75553     
  1060.15        2500.00                 NaN   8.64095                 NaN   1.83477                 NaN   11.7071                 NaN            NaN            NaN   11.8623        61.5564        4.39850     
  1057.64        2500.00                 NaN   8.72202                 NaN   1.81886                 NaN   11.5849                 NaN            NaN            NaN   11.8697        61.5986        4.40588     
  1055.14        2500.00                 NaN   8.75169                 NaN   1.79614                 NaN   11.5667                 NaN            NaN            NaN   11.8768        61.5928        4.41576     
  1052.63        2500.00                 NaN   8.78242                 NaN   1.75818                 NaN   11.5928                 NaN            NaN            NaN   11.9012        61.5429        4.42250     
  1050.13        2500.00                 NaN   8.86408                 NaN   1.67721                 NaN   11.6302                 NaN            NaN            NaN   11.8981        61.4754        4.45495     
  1047.62        2500.00                 NaN   8.89544                 NaN   1.65403                 NaN   11.6150                 NaN            NaN            NaN   11.9072        61.4653        4.46303     
  1045.11        2500.00                 NaN   8.92646                 NaN   1.63107                 NaN   11.6002                 NaN            NaN            NaN   11.9163        61.4550        4.47090     
  1042.61        2500.00                 NaN            NaN            NaN   5.31080                 NaN   12.5459        8.80496                 NaN            NaN   12.8266        57.7545        2.75714     
  1040.10        2500.00                 NaN            NaN            NaN   5.26467                 NaN   13.0785        8.48001                 NaN            NaN   12.9837        57.4943        2.69881     
  1037.59        2500.00                 NaN            NaN            NaN   5.28505                 NaN   12.6311        8.69060                 NaN            NaN   12.8652        57.7330        2.79498     
  1035.09        2500.00                 NaN            NaN            NaN   5.25826                 NaN   12.6911        8.70469                 NaN            NaN   12.8945        57.6585        2.79290     
  1032.58        2500.00                 NaN            NaN            NaN   5.23585                 NaN   12.8959        8.56195                 NaN            NaN   12.9628        57.5639        2.77963     
  1030.08        2500.00                 NaN            NaN            NaN   5.22084                 NaN   12.8827        8.54839                 NaN            NaN   13.0271        57.5301        2.79093     
  1027.57        2500.00                 NaN            NaN            NaN   5.16891                 NaN   13.4269        8.26257                 NaN            NaN   13.1913        57.2242        2.72610     
  1025.06        2500.00                 NaN            NaN            NaN   5.14586                 NaN   13.0394        8.59601                 NaN            NaN   13.0947        57.3314        2.79256     
  1022.56        2500.00                 NaN            NaN            NaN   5.11425                 NaN   13.3105        8.43942                 NaN            NaN   13.1902        57.1526        2.79297     
  1020.05        2500.00                 NaN            NaN            NaN   5.11166                 NaN   13.6181        8.16446                 NaN            NaN   13.3098        57.0606        2.73539     
  1017.54        2500.00                 NaN            NaN            NaN   5.13416                 NaN   13.2797        8.32211                 NaN            NaN   13.1941        57.2576        2.81239     
  1015.04        2500.00                 NaN            NaN            NaN   5.08089                 NaN   8.09775        13.7191                 NaN            NaN   13.3832        56.9763        2.74276     
  1012.53        2500.00                 NaN            NaN            NaN   5.06310                 NaN   13.7867        8.06276                 NaN            NaN   13.4229        56.9196        2.74492     
  1010.03        2500.00                 NaN            NaN            NaN   5.04534                 NaN   13.8549        8.02774                 NaN            NaN   13.4630        56.8622        2.74673     
  1007.52        2500.00                 NaN            NaN            NaN   5.02772                 NaN   7.99273        13.9235                 NaN            NaN   13.5033        56.8045        2.74825     
  1005.01        2500.00                 NaN            NaN            NaN   5.01003                 NaN   13.9928        7.95790                 NaN            NaN   13.5440        56.7459        2.74940     
  1002.51        2500.00                 NaN            NaN            NaN   4.99233                 NaN   7.92283        14.0634                 NaN            NaN   13.5851        56.6862        2.75014     
  1000.00        2500.00                 NaN            NaN            NaN   4.97465                 NaN   14.1347        7.88779                 NaN            NaN   13.6266        56.6257        2.75053     
