|6.6.6
Archiving\03_Data\frac/QFM/KHA22/KHA22_3.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       O(HP)          mang           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm           
  1471.18        2500.00        99.3474       0.283109E-001            NaN            NaN  0.624303                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        99.3481       0.870453E-002            NaN            NaN  0.643227                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        99.3509                 NaN            NaN            NaN  0.649083                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.8420       0.219433E-001            NaN            NaN  0.422489       0.713598                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.7666       0.293794E-001            NaN            NaN  0.373268       0.830706                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.7878       0.652156E-001            NaN            NaN  0.322385       0.824558                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.8039       0.633171E-001            NaN            NaN  0.318543       0.814242                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.8118       0.548447E-001            NaN            NaN  0.252134       0.944969E-001  0.786759                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.8185       0.487074E-001            NaN            NaN  0.177032       0.195188       0.760598                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.8359       0.446779E-001            NaN            NaN  0.178358       0.192591       0.748457                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.8472       0.420233E-001            NaN            NaN  0.174799       0.740251       0.195681                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.8596       0.390161E-001            NaN            NaN  0.172258       0.198371       0.730784                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.8723       0.363551E-001            NaN            NaN  0.165139       0.720535       0.205676                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.8847       0.337817E-001            NaN            NaN  0.157689       0.710389       0.213440                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.8962       0.306367E-001            NaN            NaN  0.158167       0.702081       0.212897                 NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.9075       0.279478E-001            NaN            NaN  0.155360       0.215531       0.693709                 NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.9178       0.256367E-001            NaN            NaN  0.150011       0.220926       0.685669                 NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.9281       0.219697E-001            NaN            NaN  0.156568       0.214430       0.678889                 NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.9386       0.194039E-001            NaN            NaN  0.156209       0.671388       0.214395                 NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.9562       0.606267E-001            NaN            NaN  0.113293       0.672158       0.197755                 NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.9567                 NaN            NaN            NaN  0.164604       0.224856       0.653865                 NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.9638                 NaN            NaN            NaN  0.165377       0.221168       0.649691                 NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.9730       0.973986E-005            NaN            NaN  0.167142       0.215297       0.644536                 NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        98.9814       0.489270E-003            NaN            NaN  0.163565       0.639074       0.215514                 NaN            NaN            NaN            NaN            NaN
  1411.03        2500.00        98.9898                 NaN            NaN            NaN  0.171506       0.203297       0.635400                 NaN            NaN            NaN            NaN            NaN
  1408.52        2500.00        98.9986                 NaN            NaN            NaN  0.174189       0.630731       0.196475                 NaN            NaN            NaN            NaN            NaN
  1406.02        2500.00        98.2075       0.178331                 NaN            NaN            NaN  0.623688       0.499550                 NaN            NaN  0.490917                 NaN            NaN
  1403.51        2500.00        97.8405       0.270955                 NaN            NaN            NaN  0.619981       0.537738                 NaN            NaN  0.730795                 NaN            NaN
  1401.00        2500.00        97.8939       0.269000                 NaN            NaN            NaN  0.517975       0.606018                 NaN            NaN  0.713067                 NaN            NaN
  1398.50        2500.00        97.9451       0.267301                 NaN            NaN            NaN  0.498912       0.592319                 NaN            NaN  0.696382                 NaN            NaN
  1395.99        2500.00        97.9943       0.265537                 NaN            NaN            NaN  0.579319       0.480825                 NaN            NaN  0.679972                 NaN            NaN
  1393.48        2500.00        98.0418       0.263745                 NaN            NaN            NaN  0.463805       0.566264                 NaN            NaN  0.664416                 NaN            NaN
  1390.98        2500.00        98.0879       0.262026                 NaN            NaN            NaN  0.554534       0.446487                 NaN            NaN  0.649023                 NaN            NaN
  1388.47        2500.00        98.1316       0.260560                 NaN            NaN            NaN  0.430140       0.543192                 NaN            NaN  0.634526                 NaN            NaN
  1385.96        2500.00        98.1741       0.258663                 NaN            NaN            NaN  0.415232       0.531520                 NaN            NaN  0.620450                 NaN            NaN
  1383.46        2500.00        98.2145       0.257171                 NaN            NaN            NaN  0.400417       0.521006                 NaN            NaN  0.606924                 NaN            NaN
  1380.95        2500.00        98.2544       0.255815                 NaN            NaN            NaN  0.510328       0.385527                 NaN            NaN  0.593949                 NaN            NaN
  1378.45        2500.00        98.2911       0.253779                 NaN            NaN            NaN  0.500913       0.373017                 NaN            NaN  0.581166                 NaN            NaN
  1375.94        2500.00        98.3282       0.252448                 NaN            NaN            NaN  0.490915       0.359557                 NaN            NaN  0.568890                 NaN            NaN
  1373.43        2500.00        98.3626       0.251021                 NaN            NaN            NaN  0.481744       0.347162                 NaN            NaN  0.557441                 NaN            NaN
  1370.93        2500.00        98.3966       0.249282                 NaN            NaN            NaN  0.472856       0.335338                 NaN            NaN  0.545878                 NaN            NaN
  1368.42        2500.00        98.4298       0.247745                 NaN            NaN            NaN  0.323605       0.464223                 NaN            NaN  0.534621                 NaN            NaN
  1365.91        2500.00        98.4610       0.245937                 NaN            NaN            NaN  0.455790       0.313133                 NaN            NaN  0.524091                 NaN            NaN
  1363.41        2500.00        98.4928       0.244451                 NaN            NaN            NaN  0.301814       0.447590                 NaN            NaN  0.513328                 NaN            NaN
  1360.90        2500.00        98.5216       0.242924                 NaN            NaN            NaN  0.291995       0.439928                 NaN            NaN  0.503538                 NaN            NaN
  1358.40        2500.00        98.5496       0.241231                 NaN            NaN            NaN  0.432429       0.282673                 NaN            NaN  0.494084                 NaN            NaN
  1355.89        2500.00        98.5778       0.238884                 NaN            NaN            NaN  0.274214       0.425188                 NaN            NaN  0.483884                 NaN            NaN
  1353.38        2500.00        98.6051       0.237022                 NaN            NaN            NaN  0.417784       0.265321                 NaN            NaN  0.474807                 NaN            NaN
  1350.88        2500.00        98.6319       0.235333                 NaN            NaN            NaN  0.410895       0.256283                 NaN            NaN  0.465620                 NaN            NaN
  1348.37        2500.00        98.6568       0.233018                 NaN            NaN            NaN  0.404235       0.249102                 NaN            NaN  0.456886                 NaN            NaN
  1345.86        2500.00        98.6806       0.231276                 NaN            NaN            NaN  0.241582       0.397838                 NaN            NaN  0.448669                 NaN            NaN
  1343.36        2500.00        98.7047       0.228692                 NaN            NaN            NaN  0.391536       0.234969                 NaN            NaN  0.440116                 NaN            NaN
  1340.85        2500.00        98.7958       0.323994                 NaN            NaN            NaN  0.448534                 NaN            NaN            NaN  0.431687                 NaN            NaN
  1338.35        2500.00        98.6821       0.125689                 NaN            NaN            NaN  0.317026       0.450821                 NaN            NaN  0.424396                 NaN            NaN
  1335.84        2500.00        98.7711       0.221768                 NaN            NaN            NaN  0.216695       0.373731                 NaN            NaN  0.416674                 NaN            NaN
  1333.33        2500.00        98.7922       0.219217                 NaN            NaN            NaN  0.211478       0.367947                 NaN            NaN  0.409170                 NaN            NaN
  1330.83        2500.00        98.8119       0.216661                 NaN            NaN            NaN  0.206851       0.362541                 NaN            NaN  0.402019                 NaN            NaN
  1328.32        2500.00        98.8321       0.213665                 NaN            NaN            NaN  0.356953       0.202418                 NaN            NaN  0.394821                 NaN            NaN
  1325.81        2500.00        98.8506       0.211188                 NaN            NaN            NaN  0.351892       0.198111                 NaN            NaN  0.388232                 NaN            NaN
  1323.31        2500.00        98.8707       0.207597                 NaN            NaN            NaN  0.346294       0.194699                 NaN            NaN  0.380666                 NaN            NaN
  1320.80        2500.00        98.8877       0.204732                 NaN            NaN            NaN  0.341331       0.191680                 NaN            NaN  0.374525                 NaN            NaN
  1318.30        2500.00        98.9059       0.201978                 NaN            NaN            NaN  0.336269       0.187820                 NaN            NaN  0.368064                 NaN            NaN
  1315.79        2500.00        98.9225       0.197832                 NaN            NaN            NaN  0.331178       0.186864                 NaN            NaN  0.361599                 NaN            NaN
  1313.28        2500.00        98.9387       0.194755                 NaN            NaN            NaN  0.326782       0.184169                 NaN            NaN  0.355635                 NaN            NaN
  1310.78        2500.00        98.9536       0.193201                 NaN            NaN            NaN  0.321899       0.180367                 NaN            NaN  0.350956                 NaN            NaN
  1308.27        2500.00        98.9726       0.185641                 NaN            NaN            NaN  0.182575       0.316923                 NaN            NaN  0.342272                 NaN            NaN
  1305.76        2500.00        98.9851       0.183960                 NaN            NaN            NaN  0.312709       0.180021                 NaN            NaN  0.338197                 NaN            NaN
  1303.26        2500.00        98.9995       0.179931                 NaN            NaN            NaN  0.179447       0.308339                 NaN            NaN  0.332766                 NaN            NaN
  1300.75        2500.00        98.7707       0.199944                 NaN            NaN            NaN  0.326237       0.183414                 NaN            NaN  0.358214       0.161514                 NaN
  1298.25        2500.00        51.5308                 NaN            NaN   2.09206                 NaN   5.73862        5.21873                 NaN            NaN   5.94872        29.4711                 NaN
  1295.74        2500.00        48.2624                 NaN            NaN   2.56267                 NaN   5.78566        5.50062                 NaN            NaN   6.35736        31.5313                 NaN
  1293.23        2500.00        60.5366                 NaN            NaN   1.95854                 NaN   4.39039        4.12814                 NaN            NaN   4.84300        24.1434                 NaN
  1290.73        2500.00        67.3121                 NaN            NaN   1.61747                 NaN   3.59930        3.38409                 NaN            NaN   4.00223        20.0848                 NaN
  1288.22        2500.00        71.8670                 NaN            NaN   1.38850                 NaN   2.87048        3.06224                 NaN            NaN   3.43134        17.3805                 NaN
  1285.71        2500.00        72.2809                 NaN            NaN   1.31389                 NaN   2.69989        3.05385                 NaN            NaN   3.34072        17.3107                 NaN
  1283.21        2500.00        75.4999                 NaN            NaN   1.24760                 NaN   2.54784        2.46668                 NaN            NaN   2.95015        15.2878                 NaN
  1280.70        2500.00        70.5466                 NaN            NaN   1.40980                 NaN   2.96457        2.83674                 NaN            NaN   3.47343        18.7689                 NaN
  1278.20        2500.00        55.2544                 NaN            NaN   2.13693                 NaN   4.15659        4.20305                 NaN            NaN   5.09912        29.1499                 NaN
  1275.69        2500.00                 NaN            NaN            NaN   4.45845                 NaN   9.19793        8.09563                 NaN            NaN   10.8688        66.7658       0.613442     
  1273.18        2500.00                 NaN            NaN            NaN   4.46157                 NaN   8.04327        9.17294                 NaN            NaN   10.8740        66.8182       0.629989     
  1270.68        2500.00                 NaN            NaN            NaN   4.43057                 NaN   9.22469        8.06991                 NaN            NaN   10.8951        66.7394       0.640365     
  1268.17        2500.00                 NaN            NaN            NaN   4.85176                 NaN   9.65424       0.875219E-001   6.29768                 NaN   10.5977        67.9630       0.548089     
  1265.66        2500.00                 NaN            NaN            NaN   4.41559                 NaN   9.21667        7.95671                 NaN            NaN   10.9271        66.7984       0.685550     
  1263.16        2500.00                 NaN            NaN            NaN   4.38552                 NaN   8.13042        9.17282                 NaN            NaN   10.9466        66.6843       0.680280     
  1260.65        2500.00                 NaN            NaN            NaN   4.39440                 NaN   9.10828        8.06147                 NaN            NaN   10.9630        66.7663       0.706552     
  1258.15        2500.00                 NaN            NaN            NaN   4.33237                 NaN   8.00805        9.28504                 NaN            NaN   10.9711        66.6730       0.730398     
  1255.64        2500.00                 NaN            NaN            NaN   4.36946                 NaN   9.07615        8.09613                 NaN            NaN   10.9966        66.7314       0.730268     
  1253.13        2500.00                 NaN            NaN            NaN   4.32036                 NaN   9.02166        8.29432                 NaN            NaN   11.0335        66.5948       0.735340     
  1250.63        2500.00                 NaN            NaN            NaN   4.29555                 NaN   8.04908        9.23855                 NaN            NaN   11.0225        66.6286       0.765788     
  1248.12        2500.00                 NaN            NaN            NaN   4.42236                 NaN   1.69525        9.03295        6.07704                 NaN   10.8778        67.1296       0.764987     
  1245.61        2500.00                 NaN            NaN            NaN   4.40597                 NaN   1.69771        9.01478        6.10171                 NaN   10.8951        67.1066       0.778119     
  1243.11        2500.00                 NaN            NaN            NaN   4.38957                 NaN   1.69771        8.99648        6.12919                 NaN   10.9125        67.0834       0.791211     
  1240.60        2500.00                 NaN            NaN            NaN   4.28508                 NaN   8.22461        8.96518                 NaN            NaN   11.1014        66.6180       0.805688     
  1238.10        2500.00                 NaN            NaN            NaN   4.26229                 NaN   8.25774        8.94346                 NaN            NaN   11.1221        66.5923       0.822140     
  1235.59        2500.00                 NaN            NaN            NaN   4.20675                 NaN   8.88306        8.45903                 NaN            NaN   11.1697        66.4487       0.832717     
  1233.08        2500.00                 NaN            NaN            NaN   4.19379                 NaN   8.45915        8.88705                 NaN            NaN   11.1847        66.4308       0.844418     
  1230.58        2500.00                 NaN            NaN            NaN   4.10329                 NaN   8.49854        4.20476        4.52723                 NaN   11.1621        66.5589       0.945208     
  1228.07        2500.00                 NaN            NaN            NaN   4.25329                 NaN   9.80871        7.09520                 NaN            NaN   11.0090        66.9318       0.901938     
  1225.56        2500.00                 NaN            NaN            NaN   4.12818                 NaN   8.29955        9.01925                 NaN            NaN   11.2258        66.4130       0.914240     
  1223.06        2500.00                 NaN            NaN            NaN   4.12771                 NaN   8.56128        8.79801                 NaN            NaN   11.2690        66.3431       0.900915     
  1220.55        2500.00                 NaN            NaN            NaN   4.11131                 NaN   8.58613        8.77842                 NaN            NaN   11.2895        66.3200       0.914592     
  1218.05        2500.00                 NaN            NaN            NaN   4.09493                 NaN   8.61092        8.75900                 NaN            NaN   11.3102        66.2968       0.928223     
  1215.54        2500.00                 NaN            NaN            NaN   4.07860                 NaN   8.63554        8.73978                 NaN            NaN   11.3309        66.2733       0.941788     
  1213.03        2500.00                 NaN            NaN            NaN   4.06230                 NaN   8.66018        8.72071                 NaN            NaN   11.3519        66.2496       0.955286     
  1210.53        2500.00                 NaN            NaN            NaN   4.04003                 NaN   8.87535        8.47694                 NaN            NaN   11.3512        66.2718       0.984684     
  1208.02        2500.00                 NaN            NaN            NaN   4.09990                 NaN   1.09047        7.08766        9.03820                 NaN   11.2056        66.5012       0.976959     
  1205.51        2500.00                 NaN            NaN            NaN   4.14531                 NaN   4.01330        3.47148        9.50701                 NaN   11.1526        66.7316       0.978686     
  1203.01        2500.00                 NaN            NaN            NaN   4.06641                 NaN   1.31466        6.79261        9.12974                 NaN   11.2388        66.4527        1.00506     
  1200.50        2500.00                 NaN            NaN            NaN   4.04961                 NaN   1.38951        6.73675        9.11266                 NaN   11.2591        66.4326        1.01971     
  1197.99        2500.00                 NaN            NaN            NaN   4.09274                 NaN   4.16963        3.40845        9.43170                 NaN   11.2150        66.6612        1.02135     
  1195.49        2500.00                 NaN            NaN            NaN   4.07525                 NaN   4.19727        3.41958        9.40072                 NaN   11.2362        66.6358        1.03511     
  1192.98        2500.00                 NaN            NaN            NaN   4.05781                 NaN   4.21782        3.43966        9.36841                 NaN   11.2577        66.6099        1.04869     
  1190.48        2500.00                 NaN            NaN            NaN   3.97594                 NaN   1.88290        6.37105        9.01125                 NaN   11.3563        66.3254        1.07709     
  1187.97        2500.00                 NaN            NaN            NaN   3.95935                 NaN   1.88378        6.40382        8.98587                 NaN   11.3781        66.2990        1.09010     
  1185.46        2500.00                 NaN            NaN            NaN   3.94672                 NaN   1.98666        6.38919        8.88267                 NaN   11.4013        66.2899        1.10355     
  1182.96        2500.00                 NaN            NaN            NaN   3.93018                 NaN   1.98314        6.42509        8.85912                 NaN   11.4233        66.2628        1.11635     
  1180.45        2500.00                 NaN            NaN            NaN   3.91369                 NaN   1.97716        6.46358        8.83565                 NaN   11.4454        66.2355        1.12906     
  1177.94        2500.00                 NaN            NaN            NaN   3.89728                 NaN  0.283075        8.86010        8.20751                 NaN   11.3797        66.2617        1.11061     
  1175.44        2500.00                 NaN            NaN            NaN   3.83842                 NaN   9.02808        8.42345                 NaN            NaN   11.6752        65.8897        1.14520     
  1172.93        2500.00                 NaN            NaN            NaN   3.80482                 NaN   8.41618        9.07447                 NaN            NaN   11.7095        65.8334        1.16159     
  1170.43        2500.00                 NaN            NaN            NaN   3.80423                 NaN   8.37920        9.11000                 NaN            NaN   11.7270        65.8135        1.16603     
  1167.92        2500.00                 NaN            NaN            NaN   3.77554                 NaN   8.38086        9.12507                 NaN            NaN   11.7560        65.7781        1.18441     
  1165.41        2500.00                 NaN            NaN            NaN   3.77451                 NaN   9.15164        8.33869                 NaN            NaN   11.7723        65.7697        1.19317     
  1162.91        2500.00                 NaN            NaN            NaN   3.66429                 NaN   8.69608        8.90186                 NaN            NaN   11.7024        65.7614        1.27394     
  1160.40        2500.00                 NaN            NaN            NaN   3.67185                 NaN   8.89087        8.59868                 NaN            NaN   11.7371        65.8107        1.29078     
  1157.89        2500.00                 NaN            NaN            NaN   3.70019                 NaN   9.20011        8.34355                 NaN            NaN   11.8472        65.6658        1.24319     
  1155.39        2500.00                 NaN            NaN            NaN   3.68478                 NaN   8.32618        9.22781                 NaN            NaN   11.8714        65.6353        1.25456     
  1152.88        2500.00                 NaN            NaN            NaN   3.66975                 NaN   8.30787        9.25567                 NaN            NaN   11.8961        65.6049        1.26567     
  1150.38        2500.00                 NaN            NaN            NaN   3.61371                 NaN   9.00069        8.52352                 NaN            NaN   11.8283        65.6994        1.33441     
  1147.87        2500.00                 NaN            NaN            NaN   3.59934                 NaN   9.02843        8.50481                 NaN            NaN   11.8514        65.6710        1.34504     
  1145.36        2500.00                 NaN            NaN            NaN   3.58502                 NaN   9.05630        8.48617                 NaN            NaN   11.8747        65.6423        1.35555     
  1142.86        2500.00                 NaN            NaN            NaN   3.61105                 NaN   8.23155        9.36939                 NaN            NaN   11.9976        65.4819        1.30860     
  1140.35        2500.00                 NaN            NaN            NaN   3.59658                 NaN   8.21208        9.39867                 NaN            NaN   12.0234        65.4503        1.31898     
  1137.84        2500.00                 NaN            NaN            NaN   3.60998                 NaN  0.107137        8.44828        8.69503                 NaN   11.7699        65.9568        1.41295     
  1135.34        2500.00                 NaN            NaN            NaN   3.59488                 NaN  0.669811E-001   8.42543        8.77136                 NaN   11.7937        65.9245        1.42311     
  1132.83        2500.00                 NaN            NaN            NaN   3.51449                 NaN   9.19670        8.39393                 NaN            NaN   11.9921        65.4963        1.40647     
  1130.33        2500.00                 NaN            NaN            NaN   3.50080                 NaN   9.25225        8.35087                 NaN            NaN   12.0273        65.4539        1.41493     
  1127.82        2500.00                 NaN            NaN            NaN   3.48692                 NaN   9.28041        8.33339                 NaN            NaN   12.0511        65.4236        1.42463     
  1125.31        2500.00                 NaN            NaN            NaN   3.47310                 NaN   9.30876        8.31595                 NaN            NaN   12.0750        65.3930        1.43421     
  1122.81        2500.00                 NaN            NaN            NaN   3.47258                 NaN   9.32609        8.31727                 NaN            NaN   12.0706        65.3814        1.43213     
  1120.30        2500.00                 NaN            NaN            NaN   3.45877                 NaN   9.35472        8.30053                 NaN            NaN   12.0939        65.3505        1.44154     
  1117.79        2500.00                 NaN            NaN            NaN   3.44503                 NaN   9.38356        8.28385                 NaN            NaN   12.1174        65.3194        1.45081     
  1115.29        2500.00                 NaN            NaN            NaN   3.43142                 NaN   9.41231        8.26727                 NaN            NaN   12.1407        65.2883        1.45995     
  1112.78        2500.00                 NaN            NaN            NaN   3.43557                 NaN   6.42836        7.95714        3.08560                 NaN   12.2717        65.3216        1.50001     
  1110.28        2500.00                 NaN            NaN            NaN   3.41608                 NaN   7.94219        9.82651                 NaN            NaN   12.3623        65.0147        1.43815     
  1107.77        2500.00                 NaN            NaN            NaN   3.42888                 NaN   7.89472        9.74560                 NaN            NaN   12.3627        65.1087        1.45936     
  1105.26        2500.00                 NaN            NaN            NaN   3.37075                 NaN   7.96611        9.75077                 NaN            NaN   12.3669        65.0417        1.50378     
  1102.76        2500.00                 NaN            NaN            NaN   3.35776                 NaN   7.93144        9.80484                 NaN            NaN   12.3971        64.9984        1.51040     
  1100.25        2500.00                 NaN            NaN            NaN   3.36240                 NaN   7.81681        9.99558                 NaN            NaN   12.4924        64.8612        1.47154     
  1097.74        2500.00                 NaN            NaN            NaN   3.34373                 NaN   7.80886        10.0205                 NaN            NaN   12.5198        64.8229        1.48419     
  1095.24        2500.00                 NaN            NaN            NaN   3.33627                 NaN   10.0829        7.76729                 NaN            NaN   12.5543        64.7742        1.48509     
  1092.73        2500.00                 NaN            NaN            NaN   3.32309                 NaN   10.1172        7.74908                 NaN            NaN   12.5833        64.7344        1.49297     
  1090.23        2500.00                 NaN            NaN            NaN   3.32857                 NaN   9.09128        8.46901                 NaN            NaN   12.1898        65.3349        1.58649     
  1087.72        2500.00                 NaN            NaN            NaN   3.29915                 NaN   7.72030        10.1499                 NaN            NaN   12.6383        64.6807        1.51164     
  1085.21        2500.00                 NaN            NaN            NaN   3.27930                 NaN   10.2465        7.67135                 NaN            NaN   12.6835        64.6027        1.51661     
  1082.71        2500.00                 NaN            NaN            NaN   3.26871                 NaN   7.65067        10.2813                 NaN            NaN   12.7115        64.5654        1.52249     
  1080.20        2500.00                 NaN            NaN            NaN   3.25545                 NaN   7.62609        10.3234                 NaN            NaN   12.7444        64.5214        1.52926     
  1077.69        2500.00                 NaN            NaN            NaN   3.24143                 NaN   7.59990        10.3715                 NaN            NaN   12.7787        64.4726        1.53588     
  1075.19        2500.00                 NaN            NaN            NaN   3.22920                 NaN   10.4139        7.57748                 NaN            NaN   12.8110        64.4267        1.54174     
  1072.68        2500.00                 NaN            NaN            NaN   3.21308                 NaN   10.3919        7.60219                 NaN            NaN   12.8316        64.4073        1.55392     
  1070.18        2500.00                 NaN            NaN            NaN   3.19991                 NaN   10.4555        7.55759                 NaN            NaN   12.8695        64.3584        1.55917     
  1067.67        2500.00                 NaN            NaN            NaN   3.18165                 NaN   10.5487        7.52213                 NaN            NaN   12.8840        64.3011        1.56237     
  1065.16        2500.00                 NaN            NaN            NaN   3.16788                 NaN   10.5881        7.48791                 NaN            NaN   12.9547        64.2289        1.57260     
  1062.66        2500.00                 NaN            NaN            NaN   3.21112                 NaN  0.604391        9.79527        7.34542       0.114609E-005   12.5769        64.8227        1.64417     
  1060.15        2500.00                 NaN   6.27445                 NaN   1.05887                 NaN   9.89897                 NaN            NaN            NaN   12.1169        68.0340        2.61680     
  1057.64        2500.00                 NaN   6.33263                 NaN   1.05130                 NaN   9.79670                 NaN            NaN            NaN   12.1238        68.0747        2.62094     
  1055.14        2500.00                 NaN   6.35401                 NaN   1.03773                 NaN   9.78227                 NaN            NaN            NaN   12.1312        68.0680        2.62678     
  1052.63        2500.00                 NaN   6.37639                 NaN   1.01487                 NaN   9.80618                 NaN            NaN            NaN   12.1568        68.0149        2.63085     
  1050.13        2500.00                 NaN   6.43673                 NaN  0.968112                 NaN   9.83456                 NaN            NaN            NaN   12.1562        67.9538        2.65063     
  1047.62        2500.00                 NaN   6.45936                 NaN  0.954390                 NaN   9.82250                 NaN            NaN            NaN   12.1657        67.9426        2.65541     
  1045.11        2500.00                 NaN   6.48175                 NaN  0.940808                 NaN   9.81090                 NaN            NaN            NaN   12.1753        67.9312        2.66006     
  1042.61        2500.00                 NaN            NaN            NaN   3.07663                 NaN   10.6166        7.50542                 NaN            NaN   13.1431        64.0132        1.64509     
  1040.10        2500.00                 NaN            NaN            NaN   3.05021                 NaN   11.0722        7.23951                 NaN            NaN   13.3044        63.7234        1.61029     
  1037.59        2500.00                 NaN            NaN            NaN   3.06319                 NaN   10.6857        7.41725                 NaN            NaN   13.1823        63.9840        1.66752     
  1035.09        2500.00                 NaN            NaN            NaN   3.04663                 NaN   10.7416        7.43009                 NaN            NaN   13.2130        63.9024        1.66631     
  1032.58        2500.00                 NaN            NaN            NaN   3.03245                 NaN   10.9199        7.31142                 NaN            NaN   13.2829        63.7950        1.65833     
  1030.08        2500.00                 NaN            NaN            NaN   3.01884                 NaN   10.9145        7.29804                 NaN            NaN   13.3485        63.7552        1.66499     
  1027.57        2500.00                 NaN            NaN            NaN   2.98669                 NaN   11.3838        7.06220                 NaN            NaN   13.5186        63.4222        1.62648     
  1025.06        2500.00                 NaN            NaN            NaN   2.97326                 NaN   11.0472        7.34309                 NaN            NaN   13.4213        63.5489        1.66629     
  1022.56        2500.00                 NaN            NaN            NaN   2.95863                 NaN   11.2823        7.21269                 NaN            NaN   13.5212        63.3585        1.66673     
  1020.05        2500.00                 NaN            NaN            NaN   2.94941                 NaN   11.5572        6.98061                 NaN            NaN   13.6409        63.2399        1.63198     
  1017.54        2500.00                 NaN            NaN            NaN   2.96680                 NaN   11.2654        7.11348                 NaN            NaN   13.5218        63.4547        1.67781     
  1015.04        2500.00                 NaN            NaN            NaN   2.92797                 NaN   6.92205        11.6535                 NaN            NaN   13.7163        63.1439        1.63630     
  1012.53        2500.00                 NaN            NaN            NaN   2.91669                 NaN   11.7136        6.89393                 NaN            NaN   13.7574        63.0808        1.63758     
  1010.03        2500.00                 NaN            NaN            NaN   2.90544                 NaN   11.7744        6.86579                 NaN            NaN   13.7988        63.0169        1.63865     
  1007.52        2500.00                 NaN            NaN            NaN   2.89429                 NaN   6.83757        11.8354                 NaN            NaN   13.8404        62.9528        1.63954     
  1005.01        2500.00                 NaN            NaN            NaN   2.88311                 NaN   11.8970        6.80960                 NaN            NaN   13.8825        62.8875        1.64022     
  1002.51        2500.00                 NaN            NaN            NaN   2.87195                 NaN   6.78143        11.9599                 NaN            NaN   13.9250        62.8211        1.64065     
  1000.00        2500.00                 NaN            NaN            NaN   2.86080                 NaN   12.0234        6.75329                 NaN            NaN   13.9679        62.7538        1.64087     
