|6.6.6
Archiving\03_Data\frac/QFM_m1.75/WD94/WD94_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       mang           O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1533.83        2500.00        99.1919                 NaN  0.927337E-001            NaN            NaN  0.715326                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.2003                 NaN  0.885574E-001            NaN            NaN  0.711121                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.2118                 NaN  0.887650E-001            NaN            NaN  0.699409                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.2193                 NaN  0.845843E-001            NaN            NaN  0.696152                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.2284                 NaN  0.837940E-001            NaN            NaN  0.687761                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.2376                 NaN  0.808257E-001            NaN            NaN  0.681548                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.2466                 NaN  0.807452E-001            NaN            NaN  0.672694                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.2541                 NaN  0.763052E-001            NaN            NaN  0.669591                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.2613                 NaN  0.747124E-001            NaN            NaN  0.663973                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.2698                 NaN  0.734116E-001            NaN            NaN  0.656773                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.2772                 NaN  0.707861E-001            NaN            NaN  0.651977                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.2836                 NaN  0.695993E-001            NaN            NaN  0.646794                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.2933                 NaN  0.659720E-001            NaN            NaN  0.640680                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.2986                 NaN  0.639534E-001            NaN            NaN  0.637408                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.3047                 NaN  0.614918E-001            NaN            NaN  0.633819                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.3126                 NaN  0.609037E-001            NaN            NaN  0.626478                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.3189                 NaN  0.582752E-001            NaN            NaN  0.622846                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.3254                 NaN  0.569620E-001            NaN            NaN  0.617652                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.2813                 NaN  0.298181E-001            NaN            NaN  0.409271       0.279620                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.1790                 NaN  0.844821E-002            NaN            NaN  0.503882E-001  0.762203                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.1773                 NaN  0.100362E-001            NaN            NaN            NaN  0.812708                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.1757                 NaN  0.159610E-005            NaN            NaN            NaN  0.824266                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.1770                 NaN            NaN            NaN            NaN            NaN  0.823035                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.1759                 NaN            NaN            NaN            NaN            NaN  0.824071                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.1755                 NaN            NaN            NaN            NaN            NaN  0.824451                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        99.1740                 NaN            NaN            NaN            NaN            NaN  0.825985                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        99.1712                 NaN            NaN            NaN            NaN            NaN  0.828845                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        99.1670                 NaN            NaN            NaN            NaN            NaN  0.832970                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        99.1614                 NaN  0.971570E-004            NaN            NaN            NaN  0.838455                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        99.1513                 NaN  0.216292E-005            NaN            NaN            NaN  0.848709                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        99.1440                 NaN            NaN            NaN            NaN            NaN  0.856004                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        99.1251                 NaN            NaN            NaN            NaN            NaN  0.874899                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        99.1016                 NaN            NaN            NaN            NaN            NaN  0.898362                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.9561                 NaN            NaN            NaN            NaN            NaN  0.669941       0.373966                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.7818                 NaN            NaN            NaN            NaN            NaN  0.916988       0.301222                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.7951                 NaN            NaN            NaN            NaN            NaN  0.298161       0.906757                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.8070                 NaN            NaN            NaN            NaN            NaN  0.898279       0.294674                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.8204                 NaN            NaN            NaN            NaN            NaN  0.294291       0.885306                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.8334                 NaN            NaN            NaN            NaN            NaN  0.290175       0.876468                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.8455                 NaN  0.224851E-004            NaN            NaN            NaN  0.289633       0.864813                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.8562                 NaN            NaN            NaN            NaN            NaN  0.285463       0.858340                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.8679                 NaN            NaN            NaN            NaN            NaN  0.847503       0.284614                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.8778                 NaN            NaN            NaN            NaN            NaN  0.841914       0.280278                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.8875                 NaN            NaN            NaN            NaN            NaN  0.279968       0.832527                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.8972                 NaN            NaN            NaN            NaN            NaN  0.824557       0.278263                 NaN            NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.9058                 NaN            NaN            NaN            NaN            NaN  0.819565       0.274590                 NaN            NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.9157                 NaN            NaN            NaN            NaN            NaN  0.812356       0.271972                 NaN            NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.9226                 NaN            NaN            NaN            NaN            NaN  0.269399       0.807961                 NaN            NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        98.1438                 NaN  0.160645                 NaN            NaN            NaN  0.856686       0.386115                 NaN            NaN  0.452753                 NaN            NaN            NaN
  1411.03        2500.00        97.2537                 NaN  0.430185                 NaN            NaN            NaN  0.367300       0.957774                 NaN            NaN  0.991091                 NaN            NaN            NaN
  1408.52        2500.00        97.3272                 NaN  0.428294                 NaN            NaN            NaN  0.335845       0.942694                 NaN            NaN  0.965969                 NaN            NaN            NaN
  1406.02        2500.00        97.3964                 NaN  0.426427                 NaN            NaN            NaN  0.928789       0.306329                 NaN            NaN  0.942067                 NaN            NaN            NaN
  1403.51        2500.00        97.4627                 NaN  0.424799                 NaN            NaN            NaN  0.917490       0.275944                 NaN            NaN  0.919024                 NaN            NaN            NaN
  1401.00        2500.00        97.5299                 NaN  0.421919                 NaN            NaN            NaN  0.250272       0.902045                 NaN            NaN  0.895861                 NaN            NaN            NaN
  1398.50        2500.00        97.5892                 NaN  0.421555                 NaN            NaN            NaN  0.890982       0.222435                 NaN            NaN  0.875850                 NaN            NaN            NaN
  1395.99        2500.00        97.6563                 NaN  0.416682                 NaN            NaN            NaN  0.197875       0.877580                 NaN            NaN  0.851535                 NaN            NaN            NaN
  1393.48        2500.00        97.7091                 NaN  0.415685                 NaN            NaN            NaN  0.867809       0.173754                 NaN            NaN  0.833617                 NaN            NaN            NaN
  1390.98        2500.00        97.7651                 NaN  0.414088                 NaN            NaN            NaN  0.856551       0.149899                 NaN            NaN  0.814375                 NaN            NaN            NaN
  1388.47        2500.00        97.8193                 NaN  0.410038                 NaN            NaN            NaN  0.845872       0.130138                 NaN            NaN  0.794651                 NaN            NaN            NaN
  1385.96        2500.00        97.8681                 NaN  0.408064                 NaN            NaN            NaN  0.838522       0.107807                 NaN            NaN  0.777480                 NaN            NaN            NaN
  1383.46        2500.00        97.9225                 NaN  0.405163                 NaN            NaN            NaN  0.826247       0.874970E-001            NaN            NaN  0.758600                 NaN            NaN            NaN
  1380.95        2500.00        97.9671                 NaN  0.402278                 NaN            NaN            NaN  0.818883       0.694298E-001            NaN            NaN  0.742315                 NaN            NaN            NaN
  1378.45        2500.00        98.0167                 NaN  0.399119                 NaN            NaN            NaN  0.536720E-001  0.805623                 NaN            NaN  0.724868                 NaN            NaN            NaN
  1375.94        2500.00        98.0584                 NaN  0.395441                 NaN            NaN            NaN  0.361211E-001  0.800575                 NaN            NaN  0.709475                 NaN            NaN            NaN
  1373.43        2500.00        98.1041                 NaN  0.391869                 NaN            NaN            NaN  0.228238E-001  0.788229                 NaN            NaN  0.692997                 NaN            NaN            NaN
  1370.93        2500.00        98.1463                 NaN  0.388154                 NaN            NaN            NaN  0.778547       0.941478E-002            NaN            NaN  0.677632                 NaN            NaN            NaN
  1368.42        2500.00        98.1841                 NaN  0.378864                 NaN            NaN            NaN  0.121495E-001  0.762216                 NaN            NaN  0.662711                 NaN            NaN            NaN
  1365.91        2500.00        98.2253                 NaN  0.376253                 NaN            NaN            NaN  0.750088                 NaN            NaN            NaN  0.648341                 NaN            NaN            NaN
  1363.41        2500.00        98.2587                 NaN  0.359986                 NaN            NaN            NaN  0.724270       0.236475E-001            NaN            NaN  0.633404                 NaN            NaN            NaN
  1360.90        2500.00        98.2991                 NaN  0.365390                 NaN            NaN            NaN  0.715164                 NaN            NaN            NaN  0.620319                 NaN            NaN            NaN
  1358.40        2500.00        98.3321                 NaN  0.353951                 NaN            NaN            NaN  0.707428                 NaN            NaN            NaN  0.606487                 NaN            NaN            NaN
  1355.89        2500.00        98.3668                 NaN  0.351295                 NaN            NaN            NaN  0.435791E-002  0.683424                 NaN            NaN  0.594088                 NaN            NaN            NaN
  1353.38        2500.00        98.3727                 NaN  0.286496                 NaN            NaN            NaN  0.170883       0.589545                 NaN            NaN  0.580382                 NaN            NaN            NaN
  1350.88        2500.00        98.4379                 NaN  0.338142                 NaN            NaN            NaN  0.657672                 NaN            NaN            NaN  0.566299                 NaN            NaN            NaN
  1348.37        2500.00        98.4624                 NaN  0.328815                 NaN            NaN            NaN  0.652849                 NaN            NaN            NaN  0.555919                 NaN            NaN            NaN
  1345.86        2500.00        98.4940                 NaN  0.321771                 NaN            NaN            NaN  0.640591                 NaN            NaN            NaN  0.543591                 NaN            NaN            NaN
  1343.36        2500.00        98.5228                 NaN  0.315647                 NaN            NaN            NaN  0.629248                 NaN            NaN            NaN  0.532340                 NaN            NaN            NaN
  1340.85        2500.00        98.5514                 NaN  0.308795                 NaN            NaN            NaN  0.618936                 NaN            NaN            NaN  0.520895                 NaN            NaN            NaN
  1338.35        2500.00        98.5810                 NaN  0.301302                 NaN            NaN            NaN  0.608342                 NaN            NaN            NaN  0.509309                 NaN            NaN            NaN
  1335.84        2500.00        98.6124                 NaN  0.297719                 NaN            NaN            NaN  0.591511                 NaN            NaN            NaN  0.498347                 NaN            NaN            NaN
  1333.33        2500.00        98.6342                 NaN  0.288406                 NaN            NaN            NaN  0.589630                 NaN            NaN            NaN  0.487727                 NaN            NaN            NaN
  1330.83        2500.00        98.6613                 NaN  0.283356                 NaN            NaN            NaN  0.577764                 NaN            NaN            NaN  0.477606                 NaN            NaN            NaN
  1328.32        2500.00        98.6854                 NaN  0.277406                 NaN            NaN            NaN  0.569119                 NaN            NaN            NaN  0.468027                 NaN            NaN            NaN
  1325.81        2500.00        98.7122                 NaN  0.270087                 NaN            NaN            NaN  0.560475                 NaN            NaN            NaN  0.457215                 NaN            NaN            NaN
  1323.31        2500.00        98.7170                 NaN  0.253000                 NaN            NaN            NaN  0.534739                 NaN            NaN            NaN  0.495237                 NaN            NaN            NaN
  1320.80        2500.00        98.7697                 NaN  0.259392                 NaN            NaN            NaN  0.579009                 NaN            NaN            NaN  0.391877                 NaN            NaN            NaN
  1318.30        2500.00        98.7822                 NaN  0.250924                 NaN            NaN            NaN  0.537636                 NaN            NaN            NaN  0.429195                 NaN            NaN            NaN
  1315.79        2500.00        98.8045                 NaN  0.243840                 NaN            NaN            NaN  0.531385                 NaN            NaN            NaN  0.420256                 NaN            NaN            NaN
  1313.28        2500.00        98.8269                 NaN  0.236510                 NaN            NaN            NaN  0.525349                 NaN            NaN            NaN  0.411202                 NaN            NaN            NaN
  1310.78        2500.00        98.8481                 NaN  0.229487                 NaN            NaN            NaN  0.519877                 NaN            NaN            NaN  0.402545                 NaN            NaN            NaN
  1308.27        2500.00        98.8686                 NaN  0.224265                 NaN            NaN            NaN  0.512743                 NaN            NaN            NaN  0.394394                 NaN            NaN            NaN
  1305.76        2500.00        98.8861                 NaN  0.215524                 NaN            NaN            NaN  0.511318                 NaN            NaN            NaN  0.387051                 NaN            NaN            NaN
  1303.26        2500.00        98.9089                 NaN  0.210091                 NaN            NaN            NaN  0.503227                 NaN            NaN            NaN  0.377739                 NaN            NaN            NaN
  1300.75        2500.00        85.4028                 NaN  0.898895                 NaN            NaN            NaN  0.311558        2.60504                 NaN            NaN   2.09811        8.68364                 NaN            NaN
  1298.25        2500.00        82.3536                 NaN  0.671487                 NaN            NaN            NaN   2.11249        1.90272                 NaN            NaN   2.47634        10.4833                 NaN            NaN
  1295.74        2500.00        83.8720                 NaN  0.528668                 NaN            NaN            NaN   3.85530                 NaN            NaN            NaN   2.28353        9.46050                 NaN            NaN
  1293.23        2500.00        85.1870                 NaN  0.436422                 NaN            NaN            NaN   3.67075                 NaN            NaN            NaN   2.11355        8.59225                 NaN            NaN
  1290.73        2500.00        86.2971                 NaN  0.325385                 NaN            NaN            NaN   3.55815                 NaN            NaN            NaN   1.96747        7.85189                 NaN            NaN
  1288.22        2500.00        87.2171                 NaN  0.252610                 NaN            NaN            NaN   3.44532                 NaN            NaN            NaN   1.84652        7.23842                 NaN            NaN
  1285.71        2500.00        87.7761                 NaN  0.158235                 NaN            NaN            NaN   3.43944                 NaN            NaN            NaN   1.77296        6.83977       0.135398E-001            NaN
  1283.21        2500.00        84.5138                 NaN  0.336380                 NaN            NaN            NaN   3.88484                 NaN            NaN            NaN   2.25967        8.73118       0.274112                 NaN
  1280.70        2500.00        86.0344                 NaN  0.299157                 NaN            NaN            NaN   3.56212                 NaN            NaN            NaN   2.04575        7.81529       0.243295                 NaN
  1278.20        2500.00        87.3434                 NaN  0.229892                 NaN            NaN            NaN   3.32685                 NaN            NaN            NaN   1.85882        7.02632       0.214728                 NaN
  1275.69        2500.00        88.2679                 NaN  0.281461                 NaN            NaN            NaN   2.92952                 NaN            NaN            NaN   1.74657        6.57196       0.202615                 NaN
  1273.18        2500.00        89.4595                 NaN  0.598188                 NaN            NaN            NaN   2.24853                 NaN            NaN            NaN   1.58390        5.90213       0.207768                 NaN
  1270.68        2500.00        87.3609                 NaN  0.113640                 NaN            NaN            NaN   3.34529                 NaN            NaN            NaN   1.83384        7.13532       0.211039                 NaN
  1268.17        2500.00        91.5710                 NaN            NaN            NaN            NaN            NaN   2.58179                 NaN            NaN            NaN   1.27440        4.46871       0.104064                 NaN
  1265.66        2500.00        92.8405                 NaN            NaN            NaN            NaN            NaN   1.60283       0.751125                 NaN            NaN   1.08788        3.61854       0.991428E-001            NaN
  1263.16        2500.00        94.1712                 NaN            NaN            NaN            NaN            NaN   1.66789                 NaN            NaN            NaN  0.823746        3.21755       0.119644                 NaN
  1260.65        2500.00        91.3496                 NaN            NaN            NaN            NaN            NaN   1.66053       0.665029                 NaN            NaN   1.14901        5.03099       0.144836                 NaN
  1258.15        2500.00        94.6843                 NaN            NaN            NaN            NaN            NaN   1.83965                 NaN            NaN            NaN  0.950412        2.48589       0.397825E-001            NaN
  1255.64        2500.00        91.8076                 NaN            NaN            NaN            NaN            NaN   1.57966       0.778861                 NaN            NaN   1.07704        4.60717       0.149656                 NaN
  1253.13        2500.00        95.7473                 NaN            NaN            NaN            NaN            NaN   1.35111                 NaN            NaN            NaN  0.722955        2.15685       0.217778E-001            NaN
  1250.63        2500.00        94.4419                 NaN            NaN            NaN            NaN            NaN   1.32120       0.886428E-004            NaN            NaN  0.791712        3.37705       0.680521E-001            NaN
  1248.12        2500.00        86.3273                 NaN  0.581242                 NaN            NaN            NaN   2.58750       0.545623                 NaN            NaN   2.19070        7.56963       0.197987                 NaN
  1245.61        2500.00        99.3710                 NaN            NaN            NaN            NaN            NaN  0.532628E-001  0.187236                 NaN            NaN            NaN  0.358692       0.298300E-001            NaN
  1243.11        2500.00        99.1281                 NaN  0.924759E-001  0.607193E-002            NaN            NaN  0.985990E-001            NaN            NaN            NaN  0.207054       0.467682                 NaN            NaN
  1240.60        2500.00        98.9324                 NaN            NaN            NaN            NaN            NaN  0.508588       0.910382E-001            NaN            NaN  0.121918       0.333502       0.125230E-001            NaN
  1238.10        2500.00        96.5743                 NaN            NaN            NaN            NaN            NaN  0.915434                 NaN            NaN            NaN  0.462395        1.99566       0.521599E-001            NaN
  1235.59        2500.00        94.0336                 NaN  0.254977                 NaN            NaN            NaN  0.244078        1.02228       0.203295E-005            NaN  0.896953        3.43958       0.108577                 NaN
  1233.08        2500.00        99.6999                 NaN            NaN            NaN            NaN            NaN  0.818089E-001  0.169997E-001            NaN            NaN  0.623088E-002  0.195084                 NaN            NaN
  1230.58        2500.00        96.9261                 NaN            NaN            NaN            NaN            NaN  0.433925       0.348694       0.679578E-004            NaN  0.390057        1.78869       0.405094E-001  0.719980E-001
  1228.07        2500.00        43.4719                 NaN            NaN            NaN            NaN            NaN   7.23724                 NaN            NaN            NaN   4.99499        25.7685       0.354031        18.1733     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.50504        6.46674                 NaN            NaN   8.52550        46.3403       0.617611        32.5448     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.56388        6.40938                 NaN            NaN   8.53644        46.3279       0.616623        32.5458     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.64274        6.33224                 NaN            NaN   8.54814        46.3147       0.615507        32.5467     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.73256        6.24423                 NaN            NaN   8.55886        46.3020       0.614502        32.5478     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.82905        6.14903                 NaN            NaN   8.56908        46.2905       0.613544        32.5488     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.93669        6.04289                 NaN            NaN   8.57865        46.2792       0.612623        32.5499     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.05705        5.92396                 NaN            NaN   8.58795        46.2683       0.611719        32.5511     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.19155        5.79090                 NaN            NaN   8.59692        46.2576       0.610835        32.5522     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.33689        5.64699                 NaN            NaN   8.60554        46.2472       0.609973        32.5534     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.25823        4.71825                 NaN            NaN   8.63697        46.2276       0.608963        32.5500     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.39718        6.59999                 NaN            NaN   8.59037        46.2422       0.608482        32.5618     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.86801        5.12006                 NaN            NaN   8.63046        46.2170       0.607421        32.5571     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.48439        4.49931                 NaN            NaN   8.64857        46.2053       0.606643        32.5558     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.26302        4.72822                 NaN            NaN   8.64504        46.1982       0.605760        32.5598     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.47798        4.51493                 NaN            NaN   8.65204        46.1890       0.604924        32.5612     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.70416        4.29050                 NaN            NaN   8.65886        46.1798       0.604084        32.5626     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.93906        4.05745                 NaN            NaN   8.66557        46.1707       0.603228        32.5640     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.18311        3.81535                 NaN            NaN   8.67216        46.1615       0.602359        32.5655     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.43354        3.56701                 NaN            NaN   8.67868        46.1523       0.601464        32.5671     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.62571        3.37713                 NaN            NaN   8.68455        46.1433       0.600587        32.5687     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.01142        7.72059       0.284446                 NaN   8.69514        46.1177       0.596987        32.5737     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.70116        3.61533       0.687960                 NaN   8.69281        46.1309       0.599645        32.5722     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.33480        3.66478        1.00644                 NaN   8.69718        46.1238       0.599012        32.5740     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.39868        6.62250                 NaN            NaN   8.70453        46.1002       0.595861        32.5782     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.77653        1.01810        6.22252       0.179013E-005   8.70982        46.0959       0.595853        32.5812     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2074        1.80840                 NaN            NaN   8.71408        46.0948       0.595828        32.5795     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.0449                 NaN            NaN            NaN   8.72825        46.0500       0.589765        32.5871     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.0224                 NaN            NaN            NaN   8.72381        46.0758       0.593879        32.5840     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6666        1.35360       0.976083E-006            NaN   8.72218        46.0748       0.594233        32.5886     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.5898        1.43099       0.879201E-006            NaN   8.72494        46.0701       0.593877        32.5904     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.5156        1.50569                 NaN            NaN   8.72757        46.0655       0.593538        32.5922     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.4440        1.57766                 NaN            NaN   8.73010        46.0610       0.593217        32.5940     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.3752        1.64691                 NaN            NaN   8.73252        46.0568       0.592910        32.5957     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.3172        1.70548                 NaN            NaN   8.73507        46.0522       0.592550        32.5975     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.89915        10.1505                 NaN            NaN   8.79315        45.9719       0.584096        32.6012     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.95434        10.0956                 NaN            NaN   8.79577        45.9676       0.583777        32.6029     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.00503        10.0452                 NaN            NaN   8.79825        45.9634       0.583465        32.6046     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.0896                 NaN            NaN            NaN   8.81112        45.9150       0.574846        32.6094     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.0914                 NaN            NaN            NaN   8.82397        45.8996       0.573964        32.6111     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.0877                 NaN            NaN            NaN   8.82534        45.9016       0.574547        32.6107     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.0925                 NaN            NaN            NaN   8.83329        45.8883       0.573027        32.6129     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.0975                 NaN            NaN            NaN   8.84131        45.8747       0.571474        32.6151     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.1025                 NaN            NaN            NaN   8.84939        45.8609       0.569889        32.6173     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.110022        12.0175                 NaN            NaN   8.86532        45.8192       0.563645        32.6243     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.31014        9.74228                 NaN            NaN   8.81508        45.9332       0.581127        32.6181     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.33535        9.71755                 NaN            NaN   8.81709        45.9294       0.580796        32.6198     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.36025        9.69313                 NaN            NaN   8.81907        45.9255       0.580469        32.6215     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.38479        9.66903                 NaN            NaN   8.82101        45.9218       0.580146        32.6233     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.40902        9.64524                 NaN            NaN   8.82293        45.9180       0.579827        32.6250     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.43286        9.62183                 NaN            NaN   8.82481        45.9143       0.579512        32.6267     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.1245        1.01649                 NaN            NaN   8.90026        45.7598       0.558943        32.6400     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.0359        1.10756                 NaN            NaN   8.90550        45.7505       0.558176        32.6424     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.9444        1.20106                 NaN            NaN   8.91052        45.7417       0.557479        32.6448     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.66011        9.44541                 NaN            NaN   8.90321        45.7823       0.566342        32.6426     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.62807        9.47744                 NaN            NaN   8.90516        45.7785       0.566201        32.6446     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.62835        9.47218                 NaN            NaN   8.90422        45.7822       0.567324        32.6457     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.59048        9.51064                 NaN            NaN   8.90630        45.7778       0.567050        32.6478     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.77490        2.33600                 NaN            NaN   8.91574        45.7574       0.564575        32.6514     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.75022        2.36158                 NaN            NaN   8.91806        45.7527       0.564169        32.6532     
