|6.6.6
Archiving\03_Data\frac/QFM_m1.75/WD94/WD94_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       mang           O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1533.83        2500.00        99.0644                 NaN  0.112214                 NaN            NaN  0.823420                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.0738                 NaN  0.107244                 NaN            NaN  0.818997                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.0862                 NaN  0.107638                 NaN            NaN  0.806204                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.0944                 NaN  0.102655                 NaN            NaN  0.802950                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.1043                 NaN  0.101830                 NaN            NaN  0.793869                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.1146                 NaN  0.983210E-001            NaN            NaN  0.787073                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.1241                 NaN  0.983590E-001            NaN            NaN  0.777515                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.1327                 NaN  0.930124E-001            NaN            NaN  0.774331                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.1404                 NaN  0.911661E-001            NaN            NaN  0.768387                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.1497                 NaN  0.896963E-001            NaN            NaN  0.760615                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.1578                 NaN  0.865844E-001            NaN            NaN  0.755577                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.1647                 NaN  0.852390E-001            NaN            NaN  0.750063                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.1756                 NaN  0.808589E-001            NaN            NaN  0.743493                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.1814                 NaN  0.784705E-001            NaN            NaN  0.740098                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.1881                 NaN  0.755327E-001            NaN            NaN  0.736415                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.1966                 NaN  0.749014E-001            NaN            NaN  0.728494                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.2036                 NaN  0.717429E-001            NaN            NaN  0.724703                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.2107                 NaN  0.701877E-001            NaN            NaN  0.719115                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.1622                 NaN  0.367896E-001            NaN            NaN  0.476804       0.324197                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.0465                 NaN  0.104350E-001            NaN            NaN  0.587423E-001  0.884332                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.0440                 NaN  0.124082E-001            NaN            NaN            NaN  0.943556                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.0422                 NaN  0.197622E-005            NaN            NaN            NaN  0.957836                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.0430                 NaN            NaN            NaN            NaN            NaN  0.957049                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.0409                 NaN            NaN            NaN            NaN            NaN  0.959051                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.0398                 NaN            NaN            NaN            NaN            NaN  0.960208                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        99.0374                 NaN            NaN            NaN            NaN            NaN  0.962575                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        99.0333                 NaN            NaN            NaN            NaN            NaN  0.966731                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        99.0277                 NaN            NaN            NaN            NaN            NaN  0.972259                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        99.0205                 NaN  0.121431E-003            NaN            NaN            NaN  0.979332                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        99.0080                 NaN  0.270731E-005            NaN            NaN            NaN  0.992044                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.9986                 NaN            NaN            NaN            NaN            NaN   1.00137                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.9762                 NaN            NaN            NaN            NaN            NaN   1.02385                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.9479                 NaN            NaN            NaN            NaN            NaN   1.05213                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.7817                 NaN            NaN            NaN            NaN            NaN  0.784893       0.433441                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.5831                 NaN            NaN            NaN            NaN            NaN   1.06364       0.353255                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.5973                 NaN            NaN            NaN            NaN            NaN  0.350050        1.05267                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.6097                 NaN            NaN            NaN            NaN            NaN   1.04398       0.346362                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.6241                 NaN            NaN            NaN            NaN            NaN  0.346252        1.02960                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.6376                 NaN            NaN            NaN            NaN            NaN  0.341860        1.02051                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.6507                 NaN  0.285699E-004            NaN            NaN            NaN  0.341552        1.00772                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.6617                 NaN            NaN            NaN            NaN            NaN  0.337067        1.00125                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.6741                 NaN            NaN            NaN            NaN            NaN  0.989505       0.336439                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.6843                 NaN            NaN            NaN            NaN            NaN  0.984004       0.331728                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.6943                 NaN            NaN            NaN            NaN            NaN  0.331746       0.973996                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.7043                 NaN            NaN            NaN            NaN            NaN  0.965630       0.330104                 NaN            NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.7129                 NaN            NaN            NaN            NaN            NaN  0.960883       0.326185                 NaN            NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.7231                 NaN            NaN            NaN            NaN            NaN  0.953445       0.323463                 NaN            NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.7298                 NaN            NaN            NaN            NaN            NaN  0.320823       0.949389                 NaN            NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        97.8930                 NaN  0.207365                 NaN            NaN            NaN   1.00743       0.460265                 NaN            NaN  0.431982                 NaN            NaN            NaN
  1411.03        2500.00        96.9309                 NaN  0.556954                 NaN            NaN            NaN  0.438460        1.12773                 NaN            NaN  0.945941                 NaN            NaN            NaN
  1408.52        2500.00        97.0062                 NaN  0.556637                 NaN            NaN            NaN  0.401826        1.11231                 NaN            NaN  0.923033                 NaN            NaN            NaN
  1406.02        2500.00        97.0767                 NaN  0.556365                 NaN            NaN            NaN   1.09831       0.367368                 NaN            NaN  0.901272                 NaN            NaN            NaN
  1403.51        2500.00        97.1443                 NaN  0.556378                 NaN            NaN            NaN   1.08728       0.331715                 NaN            NaN  0.880316                 NaN            NaN            NaN
  1401.00        2500.00        97.2132                 NaN  0.554724                 NaN            NaN            NaN  0.301553        1.07133                 NaN            NaN  0.859224                 NaN            NaN            NaN
  1398.50        2500.00        97.2735                 NaN  0.556204                 NaN            NaN            NaN   1.06055       0.268654                 NaN            NaN  0.841132                 NaN            NaN            NaN
  1395.99        2500.00        97.3426                 NaN  0.552020                 NaN            NaN            NaN  0.239561        1.04698                 NaN            NaN  0.818884                 NaN            NaN            NaN
  1393.48        2500.00        97.3958                 NaN  0.552874                 NaN            NaN            NaN   1.03770       0.210867                 NaN            NaN  0.802753                 NaN            NaN            NaN
  1390.98        2500.00        97.4530                 NaN  0.552754                 NaN            NaN            NaN   1.02658       0.182358                 NaN            NaN  0.785331                 NaN            NaN            NaN
  1388.47        2500.00        97.5081                 NaN  0.549601                 NaN            NaN            NaN   1.01615       0.158707                 NaN            NaN  0.767414                 NaN            NaN            NaN
  1385.96        2500.00        97.5574                 NaN  0.549032                 NaN            NaN            NaN   1.00979       0.131801                 NaN            NaN  0.751935                 NaN            NaN            NaN
  1383.46        2500.00        97.6137                 NaN  0.547071                 NaN            NaN            NaN  0.997196       0.107238                 NaN            NaN  0.734781                 NaN            NaN            NaN
  1380.95        2500.00        97.6585                 NaN  0.545395                 NaN            NaN            NaN  0.990724       0.853009E-001            NaN            NaN  0.720102                 NaN            NaN            NaN
  1378.45        2500.00        97.7096                 NaN  0.543054                 NaN            NaN            NaN  0.661062E-001  0.976978                 NaN            NaN  0.704273                 NaN            NaN            NaN
  1375.94        2500.00        97.7514                 NaN  0.540235                 NaN            NaN            NaN  0.445999E-001  0.973360                 NaN            NaN  0.690401                 NaN            NaN            NaN
  1373.43        2500.00        97.7983                 NaN  0.537369                 NaN            NaN            NaN  0.282555E-001  0.960598                 NaN            NaN  0.675450                 NaN            NaN            NaN
  1370.93        2500.00        97.8415                 NaN  0.534214                 NaN            NaN            NaN  0.951043       0.116845E-001            NaN            NaN  0.661548                 NaN            NaN            NaN
  1368.42        2500.00        97.8799                 NaN  0.523488                 NaN            NaN            NaN  0.151178E-001  0.933488                 NaN            NaN  0.648041                 NaN            NaN            NaN
  1365.91        2500.00        97.9225                 NaN  0.521796                 NaN            NaN            NaN  0.920693                 NaN            NaN            NaN  0.635046                 NaN            NaN            NaN
  1363.41        2500.00        97.9567                 NaN  0.501075                 NaN            NaN            NaN  0.891213       0.295736E-001            NaN            NaN  0.621450                 NaN            NaN            NaN
  1360.90        2500.00        97.9979                 NaN  0.510520                 NaN            NaN            NaN  0.881954                 NaN            NaN            NaN  0.609644                 NaN            NaN            NaN
  1358.40        2500.00        98.0318                 NaN  0.496388                 NaN            NaN            NaN  0.874775                 NaN            NaN            NaN  0.597066                 NaN            NaN            NaN
  1355.89        2500.00        98.0673                 NaN  0.494402                 NaN            NaN            NaN  0.549030E-002  0.846939                 NaN            NaN  0.585868                 NaN            NaN            NaN
  1353.38        2500.00        98.0734                 NaN  0.404862                 NaN            NaN            NaN  0.215837       0.732625                 NaN            NaN  0.573307                 NaN            NaN            NaN
  1350.88        2500.00        98.1417                 NaN  0.479231                 NaN            NaN            NaN  0.818716                 NaN            NaN            NaN  0.560382                 NaN            NaN            NaN
  1348.37        2500.00        98.1659                 NaN  0.467980                 NaN            NaN            NaN  0.815066                 NaN            NaN            NaN  0.551067                 NaN            NaN            NaN
  1345.86        2500.00        98.1990                 NaN  0.459526                 NaN            NaN            NaN  0.801670                 NaN            NaN            NaN  0.539797                 NaN            NaN            NaN
  1343.36        2500.00        98.2286                 NaN  0.452451                 NaN            NaN            NaN  0.789383                 NaN            NaN            NaN  0.529560                 NaN            NaN            NaN
  1340.85        2500.00        98.2583                 NaN  0.444256                 NaN            NaN            NaN  0.778301                 NaN            NaN            NaN  0.519094                 NaN            NaN            NaN
  1338.35        2500.00        98.2897                 NaN  0.434911                 NaN            NaN            NaN  0.766902                 NaN            NaN            NaN  0.508453                 NaN            NaN            NaN
  1335.84        2500.00        98.3232                 NaN  0.431099                 NaN            NaN            NaN  0.747273                 NaN            NaN            NaN  0.498401                 NaN            NaN            NaN
  1333.33        2500.00        98.3452                 NaN  0.419215                 NaN            NaN            NaN  0.746979                 NaN            NaN            NaN  0.488646                 NaN            NaN            NaN
  1330.83        2500.00        98.3738                 NaN  0.413292                 NaN            NaN            NaN  0.733592                 NaN            NaN            NaN  0.479365                 NaN            NaN            NaN
  1328.32        2500.00        98.3989                 NaN  0.406000                 NaN            NaN            NaN  0.724469                 NaN            NaN            NaN  0.470593                 NaN            NaN            NaN
  1325.81        2500.00        98.4277                 NaN  0.396616                 NaN            NaN            NaN  0.715105                 NaN            NaN            NaN  0.460549                 NaN            NaN            NaN
  1323.31        2500.00        98.4419                 NaN  0.373779                 NaN            NaN            NaN  0.684538                 NaN            NaN            NaN  0.499770                 NaN            NaN            NaN
  1320.80        2500.00        98.4783                 NaN  0.383434                 NaN            NaN            NaN  0.742157                 NaN            NaN            NaN  0.396111                 NaN            NaN            NaN
  1318.30        2500.00        98.5022                 NaN  0.372202                 NaN            NaN            NaN  0.690965                 NaN            NaN            NaN  0.434653                 NaN            NaN            NaN
  1315.79        2500.00        98.5262                 NaN  0.362815                 NaN            NaN            NaN  0.684617                 NaN            NaN            NaN  0.426361                 NaN            NaN            NaN
  1313.28        2500.00        98.5505                 NaN  0.353005                 NaN            NaN            NaN  0.678565                 NaN            NaN            NaN  0.417919                 NaN            NaN            NaN
  1310.78        2500.00        98.5734                 NaN  0.343530                 NaN            NaN            NaN  0.673192                 NaN            NaN            NaN  0.409847                 NaN            NaN            NaN
  1308.27        2500.00        98.5954                 NaN  0.336916                 NaN            NaN            NaN  0.665433                 NaN            NaN            NaN  0.402259                 NaN            NaN            NaN
  1305.76        2500.00        98.6145                 NaN  0.324793                 NaN            NaN            NaN  0.665288                 NaN            NaN            NaN  0.395465                 NaN            NaN            NaN
  1303.26        2500.00        98.6395                 NaN  0.317572                 NaN            NaN            NaN  0.656278                 NaN            NaN            NaN  0.386630                 NaN            NaN            NaN
  1300.75        2500.00        84.5150                 NaN   1.35528                 NaN            NaN            NaN  0.410177        3.38684                 NaN            NaN   2.13028        8.20237                 NaN            NaN
  1298.25        2500.00        81.3483                 NaN   1.01605                 NaN            NaN            NaN   2.77736        2.47829                 NaN            NaN   2.50701        9.87296                 NaN            NaN
  1295.74        2500.00        82.9102                 NaN  0.804602                 NaN            NaN            NaN   5.06529                 NaN            NaN            NaN   2.31160        8.90827                 NaN            NaN
  1293.23        2500.00        84.2644                 NaN  0.667737                 NaN            NaN            NaN   4.83779                 NaN            NaN            NaN   2.13962        8.09043                 NaN            NaN
  1290.73        2500.00        85.4082                 NaN  0.500258                 NaN            NaN            NaN   4.70588                 NaN            NaN            NaN   1.99198        7.39369                 NaN            NaN
  1288.22        2500.00        86.3530                 NaN  0.390141                 NaN            NaN            NaN   4.57005                 NaN            NaN            NaN   1.86992        6.81686                 NaN            NaN
  1285.71        2500.00        86.9163                 NaN  0.245374                 NaN            NaN            NaN   4.57722                 NaN            NaN            NaN   1.79571        6.44188       0.234771E-001            NaN
  1283.21        2500.00        83.3588                 NaN  0.522508                 NaN            NaN            NaN   5.15486                 NaN            NaN            NaN   2.28405        8.20541       0.474348                 NaN
  1280.70        2500.00        84.9226                 NaN  0.467572                 NaN            NaN            NaN   4.74787                 NaN            NaN            NaN   2.07405        7.36563       0.422303                 NaN
  1278.20        2500.00        86.2742                 NaN  0.361460                 NaN            NaN            NaN   4.45766                 NaN            NaN            NaN   1.89057        6.64216       0.373924                 NaN
  1275.69        2500.00        87.2419                 NaN  0.445206                 NaN            NaN            NaN   3.94336                 NaN            NaN            NaN   1.78245        6.23308       0.354041                 NaN
  1273.18        2500.00        88.4357                 NaN  0.951718                 NaN            NaN            NaN   3.00836                 NaN            NaN            NaN   1.62271        5.61703       0.364468                 NaN
  1270.68        2500.00        86.2137                 NaN  0.181170                 NaN            NaN            NaN   4.54900                 NaN            NaN            NaN   1.88241        6.80280       0.370934                 NaN
  1268.17        2500.00        90.6810                 NaN            NaN            NaN            NaN            NaN   3.52952                 NaN            NaN            NaN   1.31665        4.28870       0.184103                 NaN
  1265.66        2500.00        91.9427                 NaN            NaN            NaN            NaN            NaN   2.21813        1.04857                 NaN            NaN   1.12836        3.48612       0.176091                 NaN
  1263.16        2500.00        93.5337                 NaN            NaN            NaN            NaN            NaN   2.28024                 NaN            NaN            NaN  0.858742        3.11372       0.213592                 NaN
  1260.65        2500.00        90.4132                 NaN            NaN            NaN            NaN            NaN   2.34041       0.918601                 NaN            NaN   1.19812        4.87103       0.258638                 NaN
  1258.15        2500.00        93.9415                 NaN            NaN            NaN            NaN            NaN   2.56994                 NaN            NaN            NaN  0.996998        2.42007       0.714706E-001            NaN
  1255.64        2500.00        90.8357                 NaN            NaN            NaN            NaN            NaN   2.16942        1.10485                 NaN            NaN   1.13153        4.48920       0.269275                 NaN
  1253.13        2500.00        95.1475                 NaN            NaN            NaN            NaN            NaN   1.93028                 NaN            NaN            NaN  0.765192        2.11758       0.394778E-001            NaN
  1250.63        2500.00        93.8346                 NaN            NaN            NaN            NaN            NaN   1.87859       0.127742E-003            NaN            NaN  0.839951        3.32307       0.123658                 NaN
  1248.12        2500.00        84.5172                 NaN  0.964749                 NaN            NaN            NaN   3.65491       0.757324                 NaN            NaN   2.31693        7.43022       0.358653                 NaN
  1245.61        2500.00        99.2488                 NaN            NaN            NaN            NaN            NaN  0.755817E-001  0.261773                 NaN            NaN            NaN  0.358735       0.551600E-001            NaN
  1243.11        2500.00        99.0010                 NaN  0.156805       0.100586E-001            NaN            NaN  0.140043                 NaN            NaN            NaN  0.223693       0.468433                 NaN            NaN
  1240.60        2500.00        98.6632                 NaN            NaN            NaN            NaN            NaN  0.717965       0.130063                 NaN            NaN  0.131737       0.333847       0.231793E-001            NaN
  1238.10        2500.00        96.0952                 NaN            NaN            NaN            NaN            NaN   1.31069                 NaN            NaN            NaN  0.499737        1.99781       0.965675E-001            NaN
  1235.59        2500.00        93.1400                 NaN  0.432906                 NaN            NaN            NaN  0.350119        1.45741       0.299100E-005            NaN  0.970169        3.44818       0.201185                 NaN
  1233.08        2500.00        99.6540                 NaN            NaN            NaN            NaN            NaN  0.117350       0.245824E-001            NaN            NaN  0.680263E-002  0.197237                 NaN            NaN
  1230.58        2500.00        96.4973                 NaN            NaN            NaN            NaN            NaN  0.619133       0.505073       0.977495E-004            NaN  0.425066        1.80440       0.756298E-001  0.733293E-001
  1228.07        2500.00        41.4625                 NaN            NaN            NaN            NaN            NaN   10.0500                 NaN            NaN            NaN   5.22394        24.8667       0.634350        17.7625     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.37061        8.75807                 NaN            NaN   8.64682        43.3051        1.07322        30.8462     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.44992        8.68029                 NaN            NaN   8.65796        43.2946        1.07155        30.8457     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.55612        8.57586                 NaN            NaN   8.66990        43.2833        1.06965        30.8452     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.67707        8.45678                 NaN            NaN   8.68082        43.2725        1.06794        30.8449     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.80705        8.32818                 NaN            NaN   8.69125        43.2628        1.06632        30.8444     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.95206        8.18480                 NaN            NaN   8.70101        43.2533        1.06476        30.8441     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.11424        8.02422                 NaN            NaN   8.71049        43.2441        1.06323        30.8437     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.29549        7.84460                 NaN            NaN   8.71965        43.2351        1.06174        30.8434     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.49140        7.65034                 NaN            NaN   8.72844        43.2264        1.06028        30.8432     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.73515        6.39705                 NaN            NaN   8.76051        43.2098        1.05858        30.8390     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.23428        8.92520                 NaN            NaN   8.71290        43.2225        1.05774        30.8474     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.20758        6.93906                 NaN            NaN   8.75386        43.2012        1.05596        30.8423     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.0405        6.10110                 NaN            NaN   8.77233        43.1916        1.05466        30.8399     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.74087        6.40964                 NaN            NaN   8.76873        43.1856        1.05315        30.8420     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.0313        6.12131                 NaN            NaN   8.77587        43.1779        1.05174        30.8419     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.3370        5.81780                 NaN            NaN   8.78283        43.1703        1.05032        30.8418     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6546        5.50245                 NaN            NaN   8.78968        43.1627        1.04887        30.8417     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.9848        5.17471                 NaN            NaN   8.79639        43.1551        1.04739        30.8417     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.3238        4.83830                 NaN            NaN   8.80304        43.1474        1.04588        30.8416     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.5839        4.58100                 NaN            NaN   8.80902        43.1399        1.04439        30.8418     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.44163        10.3650       0.374173                 NaN   8.81972        43.1166        1.03816        30.8448     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.3486        4.90462       0.913953                 NaN   8.81749        43.1303        1.04283        30.8422     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.85899        4.97196        1.33826                 NaN   8.82196        43.1246        1.04176        30.8424     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.28342        8.90343                 NaN            NaN   8.82933        43.1029        1.03631        30.8446     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.48087        1.33951        8.36203       0.238055E-005   8.83480        43.1002        1.03634        30.8462     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.7676        2.41375                 NaN            NaN   8.83916        43.1001        1.03633        30.8431     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.2143                 NaN            NaN            NaN   8.85338        43.0583        1.02580        30.8482     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.1893                 NaN            NaN            NaN   8.84907        43.0842        1.03302        30.8444     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.4060        1.78127       0.129901E-005            NaN   8.84747        43.0842        1.03367        30.8474     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.3051        1.88321       0.117056E-005            NaN   8.85030        43.0807        1.03309        30.8476     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.2076        1.98160                 NaN            NaN   8.85301        43.0773        1.03254        30.8479     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.1137        2.07643                 NaN            NaN   8.85560        43.0741        1.03201        30.8481     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.0233        2.16767                 NaN            NaN   8.85809        43.0711        1.03152        30.8484     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.9472        2.24487                 NaN            NaN   8.86072        43.0677        1.03093        30.8486     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.49994        13.7186                 NaN            NaN   8.91978        42.9943        1.01627        30.8511     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.57273        13.6465                 NaN            NaN   8.92247        42.9912        1.01575        30.8513     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.63957        13.5804                 NaN            NaN   8.92503        42.9883        1.01525        30.8514     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.2665                 NaN            NaN            NaN   8.93775        42.9423        1.00024        30.8532     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.2684                 NaN            NaN            NaN   8.95081        42.9287       0.998744        30.8534     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.2638                 NaN            NaN            NaN   8.95233        42.9321       0.999805        30.8519     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.2694                 NaN            NaN            NaN   8.96041        42.9205       0.997195        30.8525     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.2751                 NaN            NaN            NaN   8.96857        42.9087       0.994527        30.8531     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.2809                 NaN            NaN            NaN   8.97680        42.8968       0.991803        30.8537     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.144963        16.1649                 NaN            NaN   8.99283        42.8579       0.980954        30.8584     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.04241        13.1836                 NaN            NaN   8.94235        42.9675        1.01147        30.8527     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.07575        13.1513                 NaN            NaN   8.94441        42.9648        1.01092        30.8528     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.10869        13.1194                 NaN            NaN   8.94645        42.9621        1.01039        30.8530     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.14116        13.0879                 NaN            NaN   8.94845        42.9595        1.00986        30.8532     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.17322        13.0568                 NaN            NaN   8.95042        42.9569        1.00934        30.8534     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.20478        13.0262                 NaN            NaN   8.95236        42.9543        1.00883        30.8535     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.9916        1.33350                 NaN            NaN   9.02862        42.8096       0.973025        30.8637     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.8754        1.45238                 NaN            NaN   9.03399        42.8019       0.971726        30.8646     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.7558        1.57440                 NaN            NaN   9.03912        42.7947       0.970549        30.8654     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.48962        12.7927                 NaN            NaN   9.03220        42.8359       0.986063        30.8635     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.44532        12.8373                 NaN            NaN   9.03422        42.8333       0.985855        30.8640     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.44364        12.8335                 NaN            NaN   9.03334        42.8379       0.987849        30.8638     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.39206        12.8861                 NaN            NaN   9.03549        42.8347       0.987407        30.8643     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.2337        3.05555                 NaN            NaN   9.04505        42.8164       0.983126        30.8662     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.2015        3.08915                 NaN            NaN   9.04743        42.8129       0.982454        30.8665     
