|6.6.6
Archiving\03_Data\fracLP/QFM_m0.25/ALH/ALH_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       mang           O(HP)          Sp(TH)         Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1526.32        500.000        99.5033                 NaN            NaN  0.490541       0.619888E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.5070                 NaN            NaN  0.486852       0.614665E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.2770                 NaN            NaN  0.254326       0.183324E-004            NaN            NaN  0.468627                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.0622                 NaN            NaN  0.416113E-001            NaN            NaN            NaN  0.896205                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.0718                 NaN            NaN  0.397962E-001            NaN            NaN            NaN  0.888415                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.0839                 NaN            NaN  0.360681E-001            NaN            NaN            NaN  0.880009                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.0979                 NaN            NaN  0.370824E-001            NaN            NaN            NaN  0.864977                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1070                 NaN            NaN  0.353305E-001            NaN            NaN            NaN  0.857642                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.1155                 NaN            NaN  0.305375E-001            NaN            NaN            NaN  0.853946                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.1290                 NaN            NaN  0.343774E-001            NaN            NaN            NaN  0.836667                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        97.9276                 NaN            NaN  0.561944E-001            NaN            NaN            NaN   2.01619                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000       100.0000                 NaN            NaN  0.250460E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.5241                 NaN            NaN  0.121418E-001            NaN            NaN            NaN  0.463712                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.1652                 NaN            NaN  0.256761E-001            NaN            NaN            NaN  0.809108                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.1714                 NaN            NaN  0.201320E-001            NaN            NaN            NaN  0.808483                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.1829                 NaN            NaN  0.224726E-001            NaN            NaN            NaN  0.794620                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.1939                 NaN            NaN  0.392580E-001            NaN            NaN            NaN  0.766851                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.1965                 NaN            NaN  0.454026E-002            NaN            NaN            NaN  0.798946                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.2072                 NaN            NaN  0.205963E-001            NaN            NaN            NaN  0.772179                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.2122                 NaN            NaN  0.879341E-002            NaN            NaN            NaN  0.778957                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.2206                 NaN            NaN  0.128347E-001            NaN            NaN            NaN  0.766565                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.2280                 NaN            NaN  0.126617E-001            NaN            NaN            NaN  0.759359                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.2345                 NaN            NaN  0.101770E-001            NaN            NaN            NaN  0.755310                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.2412                 NaN            NaN  0.852594E-002            NaN            NaN            NaN  0.750320                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.2479                 NaN            NaN  0.833576E-002            NaN            NaN            NaN  0.743772                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.2546                 NaN            NaN  0.795901E-002            NaN            NaN            NaN  0.737459                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.2597                 NaN            NaN  0.335878E-002            NaN            NaN            NaN  0.736954                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.1345                 NaN            NaN            NaN            NaN            NaN            NaN  0.137311       0.728177                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.0771                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.922858                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.0757                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.924332                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.0737                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.926337                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.0695                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.930491                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.0664                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.933599                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.0572                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.942797                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        99.0483                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.951746                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        99.0338                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.966183                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        99.0094                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.982053       0.856931E-002            NaN            NaN            NaN            NaN
  1433.58        500.000        98.6252                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.583109       0.791733                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.5598                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.494938       0.945215                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.5820                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.488102       0.929938                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.5994                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.916517       0.484069                 NaN            NaN            NaN            NaN
  1423.56        500.000        98.6155                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.479205       0.905329                 NaN            NaN            NaN            NaN
  1421.05        500.000        98.6330                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.474556       0.892419                 NaN            NaN            NaN            NaN
  1418.55        500.000        98.6485                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.470807       0.880703                 NaN            NaN            NaN            NaN
  1416.04        500.000        98.6639                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.466111       0.869969                 NaN            NaN            NaN            NaN
  1413.53        500.000        98.6791                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.462085       0.858853                 NaN            NaN            NaN            NaN
  1411.03        500.000        98.6928                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.848148       0.459028                 NaN            NaN            NaN            NaN
  1408.52        500.000        98.7078                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.838249       0.453991                 NaN            NaN            NaN            NaN
  1406.02        500.000        98.7209                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.828006       0.451067                 NaN            NaN            NaN            NaN
  1403.51        500.000        98.7348                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.447418       0.817774                 NaN            NaN            NaN            NaN
  1401.00        500.000        98.7482                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.444142       0.807661                 NaN            NaN            NaN            NaN
  1398.50        500.000        98.7603                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.440219       0.799455                 NaN            NaN            NaN            NaN
  1395.99        500.000        98.7721                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.438154       0.789717                 NaN            NaN            NaN            NaN
  1393.48        500.000        98.7836                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.434705       0.781722                 NaN            NaN            NaN            NaN
  1390.98        500.000        98.7956                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.773114       0.431324                 NaN            NaN            NaN            NaN
  1388.47        500.000        98.8066                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.764481       0.428966                 NaN            NaN            NaN            NaN
  1385.96        500.000        98.8168                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.756586       0.426619                 NaN            NaN            NaN            NaN
  1383.46        500.000        98.8274                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.748700       0.423912                 NaN            NaN            NaN            NaN
  1380.95        500.000        98.8374                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.741652       0.420927                 NaN            NaN            NaN            NaN
  1378.45        500.000        98.7073                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.739329       0.478742       0.746348E-001            NaN            NaN            NaN
  1375.94        500.000        97.4219                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.03446       0.770911       0.772734                 NaN            NaN            NaN
  1373.43        500.000        97.4736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.01485       0.756168       0.755408                 NaN            NaN            NaN
  1370.93        500.000        97.5263                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.739049       0.996325       0.738338                 NaN            NaN            NaN
  1368.42        500.000        97.5729                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.979958       0.724367       0.722739                 NaN            NaN            NaN
  1365.91        500.000        97.6190                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.710402       0.963355       0.707219                 NaN            NaN            NaN
  1363.41        500.000        97.6620                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.948268       0.696913       0.692796                 NaN            NaN            NaN
  1360.90        500.000        97.6910                 NaN            NaN  0.171408                 NaN            NaN            NaN            NaN  0.750881       0.668716       0.717970                 NaN            NaN            NaN
  1358.40        500.000        97.7117                 NaN            NaN  0.481854                 NaN            NaN            NaN            NaN  0.861754       0.170291       0.774392                 NaN            NaN            NaN
  1355.89        500.000        97.7648                 NaN            NaN  0.480940                 NaN            NaN            NaN            NaN  0.848926       0.148714       0.756640                 NaN            NaN            NaN
  1353.38        500.000        97.8044                 NaN            NaN  0.485904                 NaN            NaN            NaN            NaN  0.842503       0.122439       0.744707                 NaN            NaN            NaN
  1350.88        500.000        97.8479                 NaN            NaN  0.488474                 NaN            NaN            NaN            NaN  0.833297       0.993461E-001  0.731010                 NaN            NaN            NaN
  1348.37        500.000        97.8892                 NaN            NaN  0.490397                 NaN            NaN            NaN            NaN  0.779610E-001  0.824662       0.717776                 NaN            NaN            NaN
  1345.86        500.000        97.8512                 NaN            NaN  0.427067       0.439025E-001            NaN            NaN            NaN  0.817323       0.142737       0.717797                 NaN            NaN            NaN
  1343.36        500.000        97.8108                 NaN            NaN  0.373893       0.814058E-001            NaN            NaN            NaN  0.836067       0.180500       0.717309                 NaN            NaN            NaN
  1340.85        500.000        97.7172                 NaN            NaN  0.288777       0.140080                 NaN            NaN            NaN  0.879858       0.249317       0.724735                 NaN            NaN            NaN
  1338.35        500.000        97.6276                 NaN            NaN  0.200936       0.200966                 NaN            NaN            NaN  0.310958       0.928996       0.730513                 NaN            NaN            NaN
  1335.84        500.000        97.5643                 NaN            NaN  0.125139       0.250413                 NaN            NaN            NaN  0.968778       0.359545       0.731831                 NaN            NaN            NaN
  1333.33        500.000        97.5618                 NaN            NaN  0.812509E-001  0.275513                 NaN            NaN            NaN  0.980917       0.377081       0.723414                 NaN            NaN            NaN
  1330.83        500.000        97.5949                 NaN            NaN  0.562959E-001  0.285809                 NaN            NaN            NaN  0.378354       0.975116       0.709497                 NaN            NaN            NaN
  1328.32        500.000        97.6482                 NaN            NaN  0.425154E-001  0.287910                 NaN            NaN            NaN  0.958529       0.370213       0.692656                 NaN            NaN            NaN
  1325.81        500.000        97.7089                 NaN            NaN  0.335647E-001  0.286019                 NaN            NaN            NaN  0.937173       0.359577       0.674749                 NaN            NaN            NaN
  1323.31        500.000        97.7743                 NaN            NaN  0.298340E-001  0.281154                 NaN            NaN            NaN  0.345039       0.913040       0.656604                 NaN            NaN            NaN
  1320.80        500.000        97.8353                 NaN            NaN  0.226281E-001  0.277062                 NaN            NaN            NaN  0.335952       0.890096       0.638927                 NaN            NaN            NaN
  1318.30        500.000        97.9038                 NaN            NaN  0.217643E-001  0.269957                 NaN            NaN            NaN  0.861911       0.321912       0.620610                 NaN            NaN            NaN
  1315.79        500.000        97.9664                 NaN            NaN  0.181150E-001  0.263912                 NaN            NaN            NaN  0.836153       0.312203       0.603204                 NaN            NaN            NaN
  1313.28        500.000        98.0279                 NaN            NaN  0.150123E-001  0.257567                 NaN            NaN            NaN  0.809274       0.303772       0.586457                 NaN            NaN            NaN
  1310.78        500.000        98.0900                 NaN            NaN  0.132334E-001  0.251122                 NaN            NaN            NaN  0.291068       0.785541       0.569036                 NaN            NaN            NaN
  1308.27        500.000        98.1463                 NaN            NaN  0.947430E-002  0.245334                 NaN            NaN            NaN  0.760937       0.284593       0.553395                 NaN            NaN            NaN
  1305.76        500.000        98.2034                 NaN            NaN  0.672031E-002  0.239236                 NaN            NaN            NaN  0.276683       0.736431       0.537512                 NaN            NaN            NaN
  1303.26        500.000        98.2583                 NaN            NaN  0.431569E-002  0.233202                 NaN            NaN            NaN  0.712847       0.269102       0.522273                 NaN            NaN            NaN
  1300.75        500.000        98.3150                 NaN            NaN  0.179155E-001  0.224809                 NaN            NaN            NaN  0.695886       0.237467       0.508934                 NaN            NaN            NaN
  1298.25        500.000        98.3627                 NaN            NaN            NaN  0.221334                 NaN            NaN            NaN  0.667805       0.255131       0.493034                 NaN            NaN            NaN
  1295.74        500.000        98.4130                 NaN            NaN  0.181461E-005  0.215254                 NaN            NaN            NaN  0.646816       0.245653       0.479283                 NaN            NaN            NaN
  1293.23        500.000        98.4622                 NaN            NaN            NaN  0.209331                 NaN            NaN            NaN  0.626397       0.236361       0.465727                 NaN            NaN            NaN
  1290.73        500.000        98.5094                 NaN            NaN  0.101366E-004  0.203073                 NaN            NaN            NaN  0.229040       0.605830       0.452652                 NaN            NaN            NaN
  1288.22        500.000        98.5553                 NaN            NaN            NaN  0.197265                 NaN            NaN            NaN  0.220704       0.586960       0.439806                 NaN            NaN            NaN
  1285.71        500.000        98.5991                 NaN            NaN            NaN  0.191643                 NaN            NaN            NaN  0.213271       0.568343       0.427595                 NaN            NaN            NaN
  1283.21        500.000        98.6417                 NaN            NaN            NaN  0.185978                 NaN            NaN            NaN  0.206614       0.550093       0.415586                 NaN            NaN            NaN
  1280.70        500.000        98.6833                 NaN            NaN            NaN  0.180551                 NaN            NaN            NaN  0.532439       0.199891       0.403835                 NaN            NaN            NaN
  1278.20        500.000        98.7238                 NaN            NaN  0.198877E-005  0.174973                 NaN            NaN            NaN  0.514972       0.193816       0.392440                 NaN            NaN            NaN
  1275.69        500.000        98.7629                 NaN            NaN            NaN  0.169719                 NaN            NaN            NaN  0.498421       0.187691       0.381313                 NaN            NaN            NaN
  1273.18        500.000        98.7999                 NaN            NaN            NaN  0.164246                 NaN            NaN            NaN  0.482086       0.183082       0.370639                 NaN            NaN            NaN
  1270.68        500.000        98.8375                 NaN            NaN            NaN  0.158972                 NaN            NaN            NaN  0.177880       0.465879       0.359793                 NaN            NaN            NaN
  1268.17        500.000        98.8724                 NaN            NaN            NaN  0.153788                 NaN            NaN            NaN  0.450418       0.173626       0.349802                 NaN            NaN            NaN
  1265.66        500.000        98.9069                 NaN            NaN            NaN  0.148777                 NaN            NaN            NaN  0.169150       0.435399       0.339744                 NaN            NaN            NaN
  1263.16        500.000        98.9401                 NaN            NaN            NaN  0.143959                 NaN            NaN            NaN  0.421021       0.164829       0.330135                 NaN            NaN            NaN
  1260.65        500.000        98.9725                 NaN            NaN            NaN  0.139238                 NaN            NaN            NaN  0.406793       0.160779       0.320654                 NaN            NaN            NaN
  1258.15        500.000        99.0035                 NaN            NaN            NaN  0.134398                 NaN            NaN            NaN  0.393015       0.157477       0.311576                 NaN            NaN            NaN
  1255.64        500.000        93.9342                 NaN            NaN            NaN  0.274357                 NaN            NaN            NaN  0.746667       0.790302       0.863023        3.39145                 NaN            NaN
  1253.13        500.000        92.8387                 NaN            NaN            NaN  0.300290                 NaN            NaN            NaN  0.859506       0.851634       0.967912        4.18196                 NaN            NaN
  1250.63        500.000        93.4907                 NaN            NaN            NaN  0.280124                 NaN            NaN            NaN  0.794804       0.746688       0.882414        3.80526                 NaN            NaN
  1248.12        500.000        94.0375                 NaN            NaN            NaN  0.262519                 NaN            NaN            NaN  0.659495       0.740441       0.809528        3.49050                 NaN            NaN
  1245.61        500.000        94.5123                 NaN            NaN            NaN  0.247792                 NaN            NaN            NaN  0.581832       0.693047       0.745489        3.21952                 NaN            NaN
  1243.11        500.000        94.9190                 NaN            NaN            NaN  0.233676                 NaN            NaN            NaN  0.650186       0.518498       0.689902        2.98870                 NaN            NaN
  1240.60        500.000        95.2774                 NaN            NaN            NaN  0.221189                 NaN            NaN            NaN  0.462059       0.612802       0.640167        2.78642                 NaN            NaN
  1238.10        500.000        95.6025                 NaN            NaN            NaN  0.209251                 NaN            NaN            NaN  0.413042       0.577028       0.594864        2.60328                 NaN            NaN
  1235.59        500.000        95.8857                 NaN            NaN            NaN  0.198220                 NaN            NaN            NaN  0.371263       0.545068       0.554526        2.44521                 NaN            NaN
  1233.08        500.000        96.1469                 NaN            NaN            NaN  0.187703                 NaN            NaN            NaN  0.333553       0.514822       0.516944        2.30011                 NaN            NaN
  1230.58        500.000        96.3796                 NaN            NaN            NaN  0.177417                 NaN            NaN            NaN  0.302947       0.486287       0.483485        2.17022                 NaN            NaN
  1228.07        500.000        96.5958                 NaN            NaN            NaN  0.167622                 NaN            NaN            NaN  0.275530       0.458962       0.452036        2.05005                 NaN            NaN
  1225.56        500.000        96.7784                 NaN            NaN            NaN  0.157593                 NaN            NaN            NaN  0.256866       0.433411       0.425171        1.94860                 NaN            NaN
  1223.06        500.000        96.9793                 NaN            NaN            NaN  0.148070                 NaN            NaN            NaN  0.234931       0.406911       0.395689        1.83505                 NaN            NaN
  1220.55        500.000        96.8059                 NaN            NaN            NaN  0.840308E-001  0.125055                 NaN            NaN  0.511774       0.892430E-001  0.431797        1.95218                 NaN            NaN
  1218.05        500.000        54.1411                 NaN            NaN  0.490233        1.41136                 NaN            NaN            NaN   3.34159                 NaN   4.09826        20.0716        16.4458                 NaN
  1215.54        500.000        99.0127                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.310833E-001  0.806869       0.149367                 NaN            NaN            NaN
  1213.03        500.000        99.0393                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.136470       0.553947       0.270301                 NaN
  1210.53        500.000        98.5354                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.326014       0.139580       0.192361       0.806661                 NaN            NaN
  1208.02        500.000        85.8963                 NaN            NaN            NaN  0.384790                 NaN            NaN            NaN   1.00523       0.346653        1.17441        5.64252        5.55014                 NaN
  1205.51        500.000        75.8586                 NaN            NaN            NaN  0.567466                 NaN            NaN            NaN   1.73749                 NaN   1.94138        9.88940        9.97353       0.321319E-001
  1203.01        500.000        82.2128                 NaN            NaN            NaN  0.514250                 NaN            NaN            NaN   1.21108       0.966451E-001   1.46372        7.25796        7.24359                 NaN
  1200.50        500.000        81.7414                 NaN            NaN            NaN  0.512079                 NaN            NaN            NaN   1.24901       0.487874E-001   1.48644        7.40761        7.55468                 NaN
  1197.99        500.000        98.5287                 NaN            NaN  0.969400E-001            NaN            NaN            NaN            NaN  0.308914E-001            NaN  0.138667       0.638353       0.566494                 NaN
  1195.49        500.000        67.9420                 NaN            NaN            NaN  0.850832       0.489393E-001  0.288949E-004            NaN   2.14971                 NaN   2.55898        12.9951        13.4544                 NaN
  1192.98        500.000        86.6599                 NaN            NaN            NaN  0.377610                 NaN            NaN            NaN  0.909202                 NaN   1.06049        5.48997        5.50279                 NaN
  1190.48        500.000        90.4364                 NaN            NaN            NaN  0.244317                 NaN            NaN            NaN  0.632706E-001  0.538999       0.749653        3.97912        3.98823                 NaN
  1187.97        500.000        73.3204                 NaN            NaN            NaN  0.701327                 NaN            NaN            NaN   1.58418                 NaN   2.01966        11.2114        11.1630                 NaN
  1185.46        500.000        22.8962                 NaN            NaN            NaN   1.85042                 NaN            NaN            NaN   3.75676                 NaN   5.44491        33.5630        32.4887                 NaN
  1182.96        500.000                 NaN            NaN            NaN            NaN   2.33286                 NaN            NaN            NaN   4.62534                 NaN   6.90239        43.8290        42.3104                 NaN
  1180.45        500.000                 NaN            NaN            NaN            NaN   2.33295                 NaN            NaN            NaN   4.62384                 NaN   6.90418        43.8264        42.3126                 NaN
  1177.94        500.000                 NaN            NaN            NaN            NaN   2.33528                 NaN            NaN            NaN   4.61873                 NaN   6.90650        43.8205        42.3190                 NaN
  1175.44        500.000                 NaN            NaN            NaN            NaN   2.33758                 NaN            NaN            NaN   4.61281                 NaN   6.90901        43.8155        42.3251                 NaN
  1172.93        500.000                 NaN            NaN            NaN            NaN   2.34014                 NaN            NaN            NaN   4.60533                 NaN   6.91223        43.8109        42.3314                 NaN
  1170.43        500.000                 NaN            NaN            NaN            NaN   2.34158                 NaN            NaN            NaN   4.60604                 NaN   6.90941        43.8075        42.3354                 NaN
  1167.92        500.000                 NaN            NaN            NaN            NaN   2.34425                 NaN            NaN            NaN   4.59543                 NaN   6.91675        43.8007        42.3429                 NaN
  1165.41        500.000                 NaN            NaN            NaN            NaN   2.34534                 NaN            NaN            NaN   4.59630                 NaN   6.91418        43.7979        42.3463                 NaN
  1162.91        500.000                 NaN            NaN            NaN            NaN   2.34587                 NaN            NaN            NaN   4.58990                 NaN   6.92122        43.7928        42.3502                 NaN
  1160.40        500.000                 NaN            NaN            NaN            NaN   2.34773                 NaN            NaN            NaN   4.58415                 NaN   6.92401        43.7887        42.3554                 NaN
  1157.89        500.000                 NaN            NaN            NaN            NaN   2.35805                 NaN            NaN            NaN   4.55826                 NaN   6.92801        43.7827        42.3729                 NaN
  1155.39        500.000                 NaN            NaN            NaN            NaN   2.13151       0.219527                 NaN            NaN   4.57490                 NaN   6.92820        43.7808        42.3651                 NaN
  1152.88        500.000                 NaN            NaN            NaN            NaN   2.35243                 NaN            NaN            NaN   4.57229                 NaN   6.93083        43.7739        42.3706                 NaN
  1150.38        500.000                 NaN            NaN            NaN            NaN   2.35417                 NaN            NaN            NaN   4.56765                 NaN   6.93340        43.7689        42.3759                 NaN
  1147.87        500.000                 NaN            NaN            NaN            NaN   2.35627                 NaN            NaN            NaN   4.56171                 NaN   6.93588        43.7647        42.3815                 NaN
  1145.36        500.000                 NaN            NaN            NaN            NaN   2.35766                 NaN            NaN            NaN   4.55819                 NaN   6.93843        43.7593        42.3864                 NaN
  1142.86        500.000                 NaN            NaN            NaN            NaN   2.35909                 NaN            NaN            NaN   4.55340                 NaN   6.94118        43.7552        42.3911                 NaN
  1140.35        500.000                 NaN            NaN            NaN            NaN   2.37147                 NaN            NaN            NaN   4.52882                 NaN   6.94646        43.7441        42.4092                 NaN
  1137.84        500.000                 NaN            NaN            NaN            NaN   2.37368                 NaN            NaN            NaN   4.52318                 NaN   6.94887        43.7391        42.4152                 NaN
  1135.34        500.000                 NaN            NaN            NaN            NaN   2.37582                 NaN            NaN            NaN   4.51771                 NaN   6.95116        43.7343        42.4210                 NaN
  1132.83        500.000                 NaN            NaN            NaN            NaN   2.36607                 NaN            NaN            NaN   4.53637                 NaN   6.95160        43.7327        42.4133                 NaN
  1130.33        500.000                 NaN            NaN            NaN            NaN   2.37217                 NaN            NaN            NaN   4.52752                 NaN   6.97744        43.6843        42.4386                 NaN
  1127.82        500.000                 NaN            NaN            NaN            NaN   2.36910                 NaN            NaN            NaN   4.52553                 NaN   6.95927        43.7226        42.4235                 NaN
  1125.31        500.000                 NaN            NaN            NaN            NaN   2.37476                 NaN            NaN            NaN   4.50239                 NaN   6.97395        43.7124        42.4365                 NaN
  1122.81        500.000                 NaN            NaN            NaN            NaN   2.35870                 NaN            NaN            NaN   4.53740                 NaN   6.98089        43.7043        42.4187                 NaN
  1120.30        500.000                 NaN            NaN            NaN            NaN   2.37625                 NaN            NaN            NaN   4.49984                 NaN   6.97668        43.7031        42.4442                 NaN
  1117.79        500.000                 NaN            NaN            NaN            NaN   2.37774                 NaN            NaN            NaN   4.49728                 NaN   6.97780        43.6982        42.4490                 NaN
  1115.29        500.000                 NaN            NaN            NaN            NaN   2.37794                 NaN            NaN            NaN   4.50599                 NaN   6.97179        43.6921        42.4522                 NaN
  1112.78        500.000                 NaN            NaN            NaN            NaN   2.37830                 NaN            NaN            NaN   4.49664                 NaN   6.98598        43.6796        42.4595                 NaN
  1110.28        500.000                 NaN            NaN            NaN            NaN   2.37914                 NaN            NaN            NaN   4.49491                 NaN   6.98729        43.6752        42.4635                 NaN
  1107.77        500.000                 NaN            NaN            NaN  0.112151E-001   2.37149       0.640202E-005            NaN            NaN   4.49469                 NaN   6.99419        43.6638        42.4646                 NaN
  1105.26        500.000                 NaN            NaN            NaN            NaN   2.36998                 NaN            NaN            NaN   4.51485                 NaN   6.99422        43.6627        42.4583                 NaN
  1102.76        500.000                 NaN            NaN            NaN            NaN   2.37001                 NaN            NaN            NaN   4.51505                 NaN   6.99488        43.6597        42.4604                 NaN
  1100.25        500.000                 NaN            NaN            NaN            NaN   2.38466                 NaN            NaN            NaN   4.48722                 NaN   6.98639        43.6627        42.4790                 NaN
  1097.74        500.000                 NaN            NaN            NaN            NaN   2.38612                 NaN            NaN            NaN   4.48382                 NaN   6.99044        43.6545        42.4852                 NaN
  1095.24        500.000                 NaN            NaN            NaN            NaN   2.37843                 NaN            NaN            NaN   4.49486                 NaN   6.99348        43.6540        42.4792                 NaN
  1092.73        500.000                 NaN            NaN            NaN            NaN   2.37917                 NaN            NaN            NaN   4.49330                 NaN   6.99418        43.6507        42.4827                 NaN
  1090.23        500.000                 NaN            NaN            NaN            NaN   2.38010                 NaN            NaN            NaN   4.49144                 NaN   6.99504        43.6470        42.4864                 NaN
  1087.72        500.000                 NaN            NaN            NaN            NaN   2.39098                 NaN            NaN            NaN   4.46821                 NaN   7.00368        43.6326        42.5045                 NaN
  1085.21        500.000                 NaN            NaN            NaN            NaN   2.39229                 NaN            NaN            NaN   4.46789                 NaN   7.00437        43.6257        42.5097                 NaN
  1082.71        500.000                 NaN            NaN            NaN            NaN   2.41936                 NaN            NaN            NaN   4.40568                 NaN   7.01148        43.6083        42.5551                 NaN
  1080.20        500.000                 NaN            NaN            NaN            NaN   2.39450                 NaN            NaN            NaN   4.46229                 NaN   7.01060        43.6131        42.5196                 NaN
  1077.69        500.000                 NaN            NaN            NaN            NaN   2.39646                 NaN            NaN            NaN   4.45787                 NaN   7.01236        43.6082        42.5251                 NaN
  1075.19        500.000                 NaN            NaN            NaN            NaN   2.39763                 NaN            NaN            NaN   4.45514                 NaN   7.01526        43.6019        42.5300                 NaN
  1072.68        500.000                 NaN            NaN            NaN            NaN   2.39867                 NaN            NaN            NaN   4.45234                 NaN   7.01854        43.5956        42.5349                 NaN
  1070.18        500.000                 NaN            NaN            NaN            NaN   2.39989                 NaN            NaN            NaN   4.44846                 NaN   7.02096        43.5909        42.5398                 NaN
  1067.67        500.000                 NaN            NaN            NaN            NaN   2.40089                 NaN            NaN            NaN   4.44557                 NaN   7.02451        43.5844        42.5447                 NaN
  1065.16        500.000                 NaN            NaN            NaN            NaN   2.40161                 NaN            NaN            NaN   4.44265                 NaN   7.02904        43.5773        42.5494                 NaN
