|6.6.6
Archiving\03_Data\frac/QFM_m0.5/GRV/GRV_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1508.77        2500.00        97.6999                 NaN  0.607725E-002            NaN  0.278622       0.133252        1.88217                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        97.7807                 NaN  0.549301E-002            NaN  0.278525       0.126630        1.80870                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        97.8040                 NaN  0.498014E-002            NaN  0.276427       0.131705        1.78287                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        97.8441                 NaN  0.467224E-002            NaN  0.274860       0.124502        1.75191                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        97.8817                 NaN  0.439828E-002            NaN  0.273810       0.117230        1.72291                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        97.9120                 NaN  0.435214E-002            NaN  0.272602       0.103694        1.70738                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        97.9541                 NaN  0.386971E-002            NaN  0.271986       0.103612        1.66641                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        97.9862                 NaN  0.367856E-002            NaN  0.270633       0.956077E-001   1.64390                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.0177                 NaN  0.341022E-002            NaN  0.269941       0.907912E-001   1.61814                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.0484                 NaN  0.325654E-002            NaN  0.269217       0.824924E-001   1.59661                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.0782                 NaN  0.301726E-002            NaN  0.268406       0.774288E-001   1.57291                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.1065                 NaN  0.286432E-002            NaN  0.267446       0.703414E-001   1.55283                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.1364                 NaN  0.279802E-002            NaN  0.267181       0.600444E-001   1.53362                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.1570                 NaN  0.275760E-002            NaN  0.266962       0.514591E-001   1.52187                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.1904                 NaN  0.262534E-002            NaN  0.265963       0.437556E-001   1.49721                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.2105                 NaN  0.250954E-002            NaN  0.265643       0.375826E-001   1.48374                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.2354                 NaN  0.250650E-002            NaN  0.265049       0.277104E-001   1.46929                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.2578                 NaN  0.241003E-002            NaN  0.264279       0.214170E-001   1.45406                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.2697                 NaN  0.190066E-001            NaN  0.285644                 NaN   1.42562                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.3253                 NaN            NaN            NaN  0.265080                 NaN   1.40966                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.3185                 NaN            NaN            NaN  0.257595                 NaN   1.42394                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.3381                 NaN            NaN            NaN  0.255149                 NaN   1.40679                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.3529                 NaN            NaN            NaN  0.248211                 NaN   1.39894                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.3646                 NaN            NaN            NaN  0.230700       0.284694E-001   1.37622                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.3900                 NaN            NaN            NaN  0.243399                 NaN   1.36657                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.4022                 NaN            NaN            NaN  0.240696                 NaN   1.35708                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.4179                 NaN  0.694057E-004            NaN  0.242102                 NaN   1.33991                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.4338                 NaN  0.832484E-003            NaN  0.239574                 NaN   1.32577                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.4350                 NaN  0.103330E-002            NaN  0.207823                 NaN  0.679509E-001   1.28821                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.4290                 NaN  0.108395E-002            NaN  0.167702                 NaN  0.178631        1.22356                 NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.4424                 NaN  0.922163E-003            NaN  0.163802                 NaN   1.20834       0.184550                 NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.4511                 NaN  0.773769E-003            NaN  0.160801                 NaN  0.190725        1.19661                 NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.4634                 NaN  0.648613E-003            NaN  0.156844                 NaN  0.199662        1.17946                 NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.4742                 NaN  0.507331E-003            NaN  0.153524                 NaN  0.204984        1.16676                 NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.4825                 NaN  0.370859E-003            NaN  0.150162                 NaN   1.15690       0.210023                 NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.4914                 NaN  0.253541E-003            NaN  0.146728                 NaN   1.14463       0.217017                 NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.4992                 NaN  0.127771E-003            NaN  0.143337                 NaN   1.13537       0.221976                 NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.5060                 NaN  0.174850E-004            NaN  0.139915                 NaN   1.12527       0.228838                 NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        98.5135                 NaN  0.532351E-003            NaN  0.136261                 NaN   1.11280       0.236876                 NaN            NaN            NaN            NaN            NaN
  1411.03        2500.00        98.5193                 NaN  0.308978E-003            NaN  0.132850                 NaN   1.10503       0.242506                 NaN            NaN            NaN            NaN            NaN
  1408.52        2500.00        98.5229                 NaN  0.652795E-003            NaN  0.129308                 NaN  0.250341        1.09681                 NaN            NaN            NaN            NaN            NaN
  1406.02        2500.00        98.5300                 NaN            NaN            NaN  0.126281                 NaN  0.253865        1.08984                 NaN            NaN            NaN            NaN            NaN
  1403.51        2500.00        98.5334                 NaN            NaN            NaN  0.122495                 NaN   1.08313       0.261024                 NaN            NaN            NaN            NaN            NaN
  1401.00        2500.00        98.5298                 NaN            NaN            NaN  0.119269                 NaN   1.08260       0.268377                 NaN            NaN            NaN            NaN            NaN
  1398.50        2500.00        98.5448                 NaN            NaN            NaN  0.114735                 NaN  0.274359        1.06611                 NaN            NaN            NaN            NaN            NaN
  1395.99        2500.00        96.7652                 NaN            NaN            NaN  0.826392                 NaN  0.185073        1.27987                 NaN  0.943481                 NaN            NaN            NaN
  1393.48        2500.00        96.7955                 NaN            NaN            NaN  0.842939                 NaN   1.27194       0.148029                 NaN  0.941588                 NaN            NaN            NaN
  1390.98        2500.00        96.8509                 NaN            NaN            NaN  0.847291                 NaN   1.26441       0.112451                 NaN  0.924988                 NaN            NaN            NaN
  1388.47        2500.00        96.8995                 NaN            NaN            NaN  0.853658                 NaN  0.806917E-001   1.25611                 NaN  0.909987                 NaN            NaN            NaN
  1385.96        2500.00        96.9516                 NaN            NaN            NaN  0.854859                 NaN   1.24871       0.522247E-001            NaN  0.892564                 NaN            NaN            NaN
  1383.46        2500.00        96.9964                 NaN            NaN            NaN  0.859725                 NaN   1.24463       0.205474E-001            NaN  0.878743                 NaN            NaN            NaN
  1380.95        2500.00        97.0430                 NaN            NaN            NaN  0.859613                 NaN   1.23395                 NaN            NaN  0.863475                 NaN            NaN            NaN
  1378.45        2500.00        97.0636                 NaN            NaN            NaN  0.782955                 NaN   1.13287       0.175624                 NaN  0.844956                 NaN            NaN            NaN
  1375.94        2500.00        97.0350                 NaN            NaN            NaN  0.565402                 NaN  0.881387       0.700538                 NaN  0.817673                 NaN            NaN            NaN
  1373.43        2500.00        97.1734                 NaN            NaN            NaN  0.850135                 NaN   1.15827                 NaN            NaN  0.818186                 NaN            NaN            NaN
  1370.93        2500.00        97.1949                 NaN            NaN            NaN  0.840555                 NaN   1.15644                 NaN            NaN  0.808063                 NaN            NaN            NaN
  1368.42        2500.00        97.2432                 NaN            NaN            NaN  0.834441                 NaN   1.13046                 NaN            NaN  0.791873                 NaN            NaN            NaN
  1365.91        2500.00        97.2521                 NaN  0.185346E-001            NaN  0.818279                 NaN   1.12798                 NaN            NaN  0.783075                 NaN            NaN            NaN
  1363.41        2500.00        97.0162                 NaN  0.203133                 NaN  0.689947                 NaN   1.28791                 NaN            NaN  0.802781                 NaN            NaN            NaN
  1360.90        2500.00        96.8697                 NaN  0.312351                 NaN  0.593098                 NaN   1.41639                 NaN            NaN  0.808433                 NaN            NaN            NaN
  1358.40        2500.00        96.7587                 NaN  0.401759                 NaN  0.506348                 NaN   1.52306                 NaN            NaN  0.810155                 NaN            NaN            NaN
  1355.89        2500.00        96.7206                 NaN  0.452381                 NaN  0.438970                 NaN   1.58593                 NaN            NaN  0.802096                 NaN            NaN            NaN
  1353.38        2500.00        96.7347                 NaN  0.472232                 NaN  0.388962                 NaN   1.61540                 NaN            NaN  0.788735                 NaN            NaN            NaN
  1350.88        2500.00        96.7737                 NaN  0.480550                 NaN  0.289273                 NaN  0.181099        1.50877                 NaN  0.766611                 NaN            NaN            NaN
  1348.37        2500.00        96.8127                 NaN  0.485869                 NaN  0.208645                 NaN   1.42581       0.319935                 NaN  0.747022                 NaN            NaN            NaN
  1345.86        2500.00        96.8940                 NaN  0.476174                 NaN  0.196707                 NaN  0.317149        1.38780                 NaN  0.728211                 NaN            NaN            NaN
  1343.36        2500.00        96.9670                 NaN  0.468420                 NaN  0.183731                 NaN   1.35468       0.315295                 NaN  0.710926                 NaN            NaN            NaN
  1340.85        2500.00        97.0417                 NaN  0.458763                 NaN  0.172717                 NaN   1.31905       0.314136                 NaN  0.693667                 NaN            NaN            NaN
  1338.35        2500.00        97.1146                 NaN  0.449385                 NaN  0.161514                 NaN   1.28288       0.314702                 NaN  0.676956                 NaN            NaN            NaN
  1335.84        2500.00        97.1869                 NaN  0.439383                 NaN  0.151255                 NaN   1.24650       0.315413                 NaN  0.660509                 NaN            NaN            NaN
  1333.33        2500.00        97.2589                 NaN  0.429192                 NaN  0.141528                 NaN   1.20923       0.316936                 NaN  0.644251                 NaN            NaN            NaN
  1330.83        2500.00        97.3263                 NaN  0.419983                 NaN  0.129321                 NaN   1.17227       0.323421                 NaN  0.628733                 NaN            NaN            NaN
  1328.32        2500.00        97.3937                 NaN  0.410314                 NaN  0.119737                 NaN   1.13700       0.325815                 NaN  0.613410                 NaN            NaN            NaN
  1325.81        2500.00        97.4587                 NaN  0.400811                 NaN  0.109068                 NaN   1.10084       0.331973                 NaN  0.598644                 NaN            NaN            NaN
  1323.31        2500.00        97.5218                 NaN  0.391307                 NaN  0.991764E-001            NaN   1.06542       0.337932                 NaN  0.584351                 NaN            NaN            NaN
  1320.80        2500.00        97.5838                 NaN  0.382390                 NaN  0.888084E-001            NaN   1.03053       0.344168                 NaN  0.570292                 NaN            NaN            NaN
  1318.30        2500.00        97.6427                 NaN  0.373703                 NaN  0.781220E-001            NaN  0.997025       0.351856                 NaN  0.556634                 NaN            NaN            NaN
  1315.79        2500.00        97.7005                 NaN  0.365048                 NaN  0.674106E-001            NaN  0.361133       0.962488                 NaN  0.543442                 NaN            NaN            NaN
  1313.28        2500.00        97.7564                 NaN  0.356748                 NaN  0.575577E-001            NaN  0.929603       0.368881                 NaN  0.530786                 NaN            NaN            NaN
  1310.78        2500.00        97.8116                 NaN  0.348122                 NaN  0.462807E-001            NaN  0.897141       0.379193                 NaN  0.517641                 NaN            NaN            NaN
  1308.27        2500.00        97.8637                 NaN  0.340510                 NaN  0.355337E-001            NaN  0.389105       0.865444                 NaN  0.505740                 NaN            NaN            NaN
  1305.76        2500.00        97.9156                 NaN  0.332737                 NaN  0.255298E-001            NaN  0.834287       0.397975                 NaN  0.493836                 NaN            NaN            NaN
  1303.26        2500.00        97.9649                 NaN  0.324996                 NaN  0.138178E-001            NaN  0.802016       0.412184                 NaN  0.482134                 NaN            NaN            NaN
  1300.75        2500.00        98.0150                 NaN  0.317575                 NaN  0.519152E-002            NaN  0.773263       0.418128                 NaN  0.470822                 NaN            NaN            NaN
  1298.25        2500.00        98.0634                 NaN  0.309188                 NaN            NaN            NaN  0.746563       0.420728                 NaN  0.460164                 NaN            NaN            NaN
  1295.74        2500.00        98.1103                 NaN  0.299541                 NaN            NaN            NaN  0.722656       0.417430                 NaN  0.450071                 NaN            NaN            NaN
  1293.23        2500.00        98.1568                 NaN  0.290008                 NaN            NaN            NaN  0.698286       0.414559                 NaN  0.440384                 NaN            NaN            NaN
  1290.73        2500.00        98.2026                 NaN  0.280793                 NaN            NaN            NaN  0.675266       0.410716                 NaN  0.430640                 NaN            NaN            NaN
  1288.22        2500.00        94.9688                 NaN  0.466887                 NaN            NaN            NaN  0.999898       0.995992                 NaN  0.821945        1.74650                 NaN            NaN
  1285.71        2500.00        82.4841                 NaN   1.09800                 NaN            NaN            NaN   3.54564        2.06617                 NaN   2.33690        8.46917                 NaN            NaN
  1283.21        2500.00        85.1482                 NaN  0.898651                 NaN            NaN            NaN   3.15051        1.67750                 NaN   2.00110        7.12404                 NaN            NaN
  1280.70        2500.00        87.0615                 NaN  0.755849                 NaN            NaN            NaN   1.39673        2.86623                 NaN   1.75822        6.16149                 NaN            NaN
  1278.20        2500.00        88.4983                 NaN  0.651174                 NaN            NaN            NaN   1.19015        2.63922                 NaN   1.57384        5.44733                 NaN            NaN
  1275.69        2500.00        89.5354                 NaN  0.566063                 NaN            NaN            NaN   1.00313        2.54236                 NaN   1.44110        4.91191                 NaN            NaN
  1273.18        2500.00        90.0033                 NaN  0.570589                 NaN            NaN            NaN   2.25116        1.04465                 NaN   1.38965        4.74070                 NaN            NaN
  1270.68        2500.00        90.4657                 NaN  0.452869                 NaN            NaN            NaN   2.33895       0.799789                 NaN   1.35006        4.59265                 NaN            NaN
  1268.17        2500.00        93.8401                 NaN  0.333948                 NaN            NaN            NaN  0.578982        1.77972                 NaN  0.818985        2.64825                 NaN            NaN
  1265.66        2500.00        90.2152                 NaN  0.519302                 NaN            NaN            NaN  0.868279        2.40512                 NaN   1.37225        4.61985                 NaN            NaN
  1263.16        2500.00        95.3622                 NaN  0.210019                 NaN            NaN            NaN   1.29600       0.468600                 NaN  0.634900        2.02832                 NaN            NaN
  1260.65        2500.00        91.6014                 NaN  0.834717                 NaN            NaN            NaN  0.732949        1.58993                 NaN   1.02981        4.21120                 NaN            NaN
  1258.15        2500.00        95.7786                 NaN            NaN            NaN            NaN            NaN   1.87100                 NaN            NaN  0.747802        1.60258                 NaN            NaN
  1255.64        2500.00        91.0467                 NaN            NaN            NaN            NaN            NaN  0.170392        3.32122                 NaN   1.21811        4.24358                 NaN            NaN
  1253.13        2500.00        98.2027                 NaN  0.237709                 NaN            NaN            NaN  0.645491                 NaN            NaN  0.271199       0.642918                 NaN            NaN
  1250.63        2500.00        94.9532                 NaN  0.149749                 NaN            NaN            NaN   1.84961                 NaN            NaN  0.717401        2.33002                 NaN            NaN
  1248.12        2500.00        93.9615                 NaN  0.309042                 NaN            NaN            NaN  0.299412        1.57969                 NaN  0.854218        2.99611                 NaN            NaN
  1245.61        2500.00        92.1763                 NaN  0.717665                 NaN            NaN            NaN  0.432693                 NaN            NaN  0.824852        3.44936        2.39910                 NaN
  1243.11        2500.00        54.4648                 NaN   1.90283                 NaN            NaN            NaN   5.75784        3.18117                 NaN   4.52875        17.3047        12.8598                 NaN
  1240.60        2500.00        64.8401                 NaN   1.51310                 NaN            NaN            NaN   3.19338        3.37996                 NaN   3.51752        13.4144        10.1415                 NaN
  1238.10        2500.00        71.7455                 NaN  0.676093                 NaN            NaN            NaN  0.343856        5.75207                 NaN   2.89676        10.7111        7.87470                 NaN
  1235.59        2500.00        74.1889                 NaN  0.746175                 NaN            NaN            NaN   1.19121        4.15934                 NaN   2.61915        9.80107        7.29419                 NaN
  1233.08        2500.00        78.1064                 NaN   1.03505                 NaN            NaN            NaN   2.19511        1.39884                 NaN   2.13580        8.58518        6.54358                 NaN
  1230.58        2500.00        78.9130                 NaN  0.409056                 NaN            NaN            NaN   4.44222       0.117721                 NaN   2.14359        8.08141        5.89297                 NaN
  1228.07        2500.00        75.6381                 NaN  0.874078                 NaN            NaN            NaN   1.76621        2.43197                 NaN   2.37609        9.65805        7.25553                 NaN
  1225.56        2500.00        79.8573                 NaN  0.619252                 NaN            NaN            NaN   2.56612        1.03626                 NaN   1.93675        8.10210        5.88220                 NaN
  1223.06        2500.00        29.3845                 NaN   2.62725                 NaN            NaN            NaN   3.95498        5.89821                 NaN   6.22273        30.2240        21.6883                 NaN
  1220.55        2500.00                 NaN            NaN   4.76480       0.161003E-005   3.27493                 NaN  0.191988E-005   6.43768                 NaN   8.43659        44.5058        32.5802                 NaN
  1218.05        2500.00                 NaN            NaN   4.74890       0.160941E-005   3.29974                 NaN  0.191989E-005   6.43079                 NaN   8.44010        44.5045        32.5760                 NaN
  1215.54        2500.00                 NaN            NaN   3.63780                 NaN            NaN            NaN   8.07234        5.09515                 NaN   8.57281        43.4743        31.1476                 NaN
  1213.03        2500.00                 NaN            NaN   3.65170                 NaN            NaN            NaN   8.04328        5.09957                 NaN   8.57855        43.4685        31.1584                 NaN
  1210.53        2500.00                 NaN            NaN   3.69430                 NaN            NaN            NaN   8.00625        5.15000                 NaN   8.57284        43.3469        31.2297                 NaN
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.219388       0.899891E-001   17.3676        8.91263        42.9274        29.3666        1.11640     
  1205.51        2500.00                 NaN            NaN   4.01465                 NaN            NaN            NaN   4.67488        7.87535                 NaN   8.53134        43.4991        31.4047                 NaN
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.30554        14.3598                 NaN   8.83489        43.0290        29.3818        1.08889     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.09039        14.5752                 NaN   8.84266        43.0217        29.3821        1.08793     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.504557        17.3572                 NaN   8.93838        42.7978        29.3965        1.00565     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.9283       0.927318                 NaN   8.93969        42.7990        29.3979        1.00775     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.09429        16.7605                 NaN   8.94514        42.7942        29.3982        1.00767     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   16.0621        1.77871                 NaN   8.94605        42.8020        29.3993        1.01181     
  1187.97        2500.00                 NaN            NaN   5.40799                 NaN  0.480494                 NaN   9.46020                 NaN            NaN   8.45180        43.7440        32.4556                 NaN
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.81438        16.0291                 NaN   8.95878        42.7870        29.4003        1.01046     
  1182.96        2500.00                 NaN            NaN   5.34045                 NaN  0.501900                 NaN   9.56467       0.357775E-005            NaN   8.47575        43.6877        32.4296                 NaN
  1180.45        2500.00                 NaN            NaN   5.27973                 NaN  0.663389                 NaN   9.45289       0.486829E-005            NaN   8.47531        43.7012        32.4275                 NaN
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.89125        15.9522                 NaN   8.98586        42.7633        29.3997        1.00774     
  1175.44        2500.00                 NaN            NaN   5.22167                 NaN  0.763991                 NaN   9.40365                 NaN            NaN   8.48078        43.7218        32.4081                 NaN
  1172.93        2500.00                 NaN            NaN   5.25591                 NaN  0.850209                 NaN   9.22323       0.180105E-005            NaN   8.49188        43.7197        32.4591                 NaN
  1170.43        2500.00                 NaN            NaN   5.16174                 NaN  0.914109                 NaN   9.30306                 NaN            NaN   8.49416        43.7188        32.4082                 NaN
  1167.92        2500.00                 NaN            NaN   5.14381                 NaN  0.993960                 NaN   9.22483                 NaN            NaN   8.49877        43.7213        32.4174                 NaN
  1165.41        2500.00                 NaN            NaN   5.09933                 NaN   1.02058                 NaN   9.26564                 NaN            NaN   8.50829        43.7104        32.3957                 NaN
  1162.91        2500.00                 NaN            NaN            NaN            NaN  0.119458E-005            NaN   15.8356        2.01021                 NaN   9.04055        42.7132        29.3989        1.00152     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.20185        15.6424                 NaN   9.04807        42.7054        29.4010        1.00140     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.90400        14.7757                 NaN   9.06007        42.8053        29.3748        1.08011     
  1155.39        2500.00                 NaN            NaN   5.03842                 NaN   1.29990                 NaN   8.97780       0.112082E-005            NaN   8.53326        43.7220        32.4286                 NaN
  1152.88        2500.00                 NaN            NaN            NaN            NaN   6.30841                 NaN   8.37037                 NaN            NaN   8.81819        43.9569        31.0962        1.44998     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.56409        14.1989                 NaN   9.01382        42.7887        29.4031        1.03136     
  1147.87        2500.00                 NaN            NaN            NaN            NaN   6.46013                 NaN   8.13987       0.364442E-004            NaN   8.81618        43.9812        31.1419        1.46075     
  1145.36        2500.00                 NaN            NaN            NaN            NaN   6.49366                 NaN   8.09034       0.388127E-004            NaN   8.81640        43.9846        31.1522        1.46278     
  1142.86        2500.00                 NaN            NaN            NaN            NaN   6.52373                 NaN   8.04626       0.410098E-004            NaN   8.81685        43.9871        31.1615        1.46454     
  1140.35        2500.00                 NaN            NaN            NaN            NaN   6.65170                 NaN   7.83988                 NaN            NaN   8.81494        44.0265        31.1920        1.47504     
  1137.84        2500.00                 NaN            NaN            NaN            NaN   6.31124                 NaN   7.49430       0.860041                 NaN   8.84095        43.9422        31.1010        1.45022     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.33404        15.5175                 NaN   9.13484        42.6211        29.4006       0.991935     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.94564        13.8081                 NaN   9.02795        42.7690        29.4139        1.03533     
  1130.33        2500.00                 NaN            NaN            NaN            NaN   6.80427                 NaN   7.62296                 NaN            NaN   8.83394        44.0201        31.2367        1.48199     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.88014        13.8760                 NaN   9.04953        42.7481        29.4137        1.03264     
  1125.31        2500.00                 NaN            NaN            NaN            NaN   6.84621                 NaN   7.56280                 NaN            NaN   8.83686        44.0192        31.2506        1.48434     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.82296        13.9369                 NaN   9.06947        42.7274        29.4139        1.02939     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.81144        13.9512                 NaN   9.08018        42.7156        29.4139        1.02758     
  1117.79        2500.00                 NaN            NaN            NaN            NaN   6.81153                 NaN   7.63153                 NaN            NaN   8.82474        44.0011        31.2498        1.48132     
  1115.29        2500.00                 NaN            NaN            NaN            NaN   6.84166                 NaN   7.58285                 NaN            NaN   8.83183        44.0001        31.2608        1.48282     
  1112.78        2500.00                 NaN            NaN            NaN            NaN   6.85362                 NaN   7.55849                 NaN            NaN   8.82523        44.0099        31.2652        1.48759     
  1110.28        2500.00                 NaN            NaN            NaN            NaN   6.87139                 NaN   7.53494                 NaN            NaN   8.82808        44.0061        31.2717        1.48780     
  1107.77        2500.00                 NaN            NaN            NaN            NaN   6.54265                 NaN   8.09019                 NaN            NaN   8.87903        43.8653        31.1763        1.44654     
  1105.26        2500.00                 NaN            NaN            NaN            NaN   6.59820                 NaN   8.00556                 NaN            NaN   8.87825        43.8736        31.1933        1.45111     
  1102.76        2500.00                 NaN            NaN            NaN            NaN   6.64633                 NaN   7.93258                 NaN            NaN   8.87799        43.8800        31.2081        1.45494     
  1100.25        2500.00                 NaN            NaN            NaN            NaN   6.94168                 NaN   7.44251                 NaN            NaN   8.83857        43.9924        31.2966        1.48815     
  1097.74        2500.00                 NaN            NaN            NaN            NaN   6.92927                 NaN   7.45749                 NaN            NaN   8.87097        43.9622        31.2903        1.48977     
  1095.24        2500.00                 NaN            NaN            NaN            NaN   6.99989                 NaN   7.35577                 NaN            NaN   8.83843        44.0005        31.3141        1.49123     
  1092.73        2500.00                 NaN            NaN            NaN            NaN   7.01430                 NaN   7.33618                 NaN            NaN   8.83973        43.9987        31.3193        1.49177     
  1090.23        2500.00                 NaN            NaN            NaN            NaN   7.01001                 NaN   7.33410                 NaN            NaN   8.83821        44.0026        31.3194        1.49567     
  1087.72        2500.00                 NaN            NaN            NaN            NaN   7.01901                 NaN   7.32266                 NaN            NaN   8.84232        43.9966        31.3237        1.49570     
  1085.21        2500.00                 NaN            NaN            NaN            NaN   7.02462                 NaN   7.31872                 NaN            NaN   8.84887        43.9863        31.3272        1.49437     
  1082.71        2500.00                 NaN            NaN            NaN            NaN   7.07819                 NaN   7.22224                 NaN            NaN   8.86551        44.0044        31.3297        1.49992     
  1080.20        2500.00                 NaN            NaN            NaN            NaN   7.06156                 NaN   7.25283                 NaN            NaN   8.86386        43.9886        31.3323        1.50081     
  1077.69        2500.00                 NaN            NaN            NaN            NaN   7.09328                 NaN   7.20037                 NaN            NaN   8.87825        43.9871        31.3402        1.50076     
  1075.19        2500.00                 NaN            NaN            NaN            NaN   7.11887                 NaN   7.17030                 NaN            NaN   8.87329        43.9893        31.3471        1.50117     
  1072.68        2500.00                 NaN            NaN            NaN            NaN   7.13121                 NaN   7.15449                 NaN            NaN   8.87564        43.9843        31.3526        1.50177     
  1070.18        2500.00                 NaN            NaN            NaN            NaN   7.14302                 NaN   7.13954                 NaN            NaN   8.87774        43.9796        31.3578        1.50228     
  1067.67        2500.00                 NaN            NaN            NaN            NaN   7.15987                 NaN   7.11626                 NaN            NaN   8.87522        43.9819        31.3644        1.50237     
  1065.16        2500.00                 NaN            NaN            NaN            NaN   7.20641                 NaN   7.05821                 NaN            NaN   8.88555        43.9665        31.3809        1.50244     
  1062.66        2500.00                 NaN            NaN            NaN            NaN   7.16624                 NaN   7.11246                 NaN            NaN   8.87874        43.9690        31.3704        1.50322     
  1060.15        2500.00                 NaN            NaN            NaN            NaN   7.19130                 NaN   7.07523                 NaN            NaN   8.87890        43.9728        31.3777        1.50410     
  1057.64        2500.00                 NaN            NaN            NaN            NaN   7.24350                 NaN   7.01357                 NaN            NaN   8.88243        43.9609        31.3959        1.50372     
  1055.14        2500.00                 NaN            NaN            NaN            NaN   7.12006                 NaN   7.23757                 NaN            NaN   8.89917        43.8880        31.3675        1.48777     
  1052.63        2500.00                 NaN            NaN            NaN            NaN   7.26518                 NaN   6.98334                 NaN            NaN   8.89410        43.9493        31.4043        1.50381     
  1050.13        2500.00                 NaN            NaN            NaN            NaN   7.27785                 NaN   6.96731                 NaN            NaN   8.88881        43.9516        31.4095        1.50498     
  1047.62        2500.00                 NaN            NaN            NaN            NaN   7.22464                 NaN   7.04698                 NaN            NaN   8.89983        43.9277        31.3983        1.50256     
  1045.11        2500.00                 NaN            NaN            NaN            NaN   7.29287                 NaN   6.95107                 NaN            NaN   8.89322        43.9384        31.4184        1.50604     
  1042.61        2500.00                 NaN            NaN            NaN            NaN   7.30473                 NaN   6.93347                 NaN            NaN   8.89454        43.9393        31.4218        1.50615     
  1040.10        2500.00                 NaN            NaN            NaN            NaN   7.26745                 NaN   6.97486                 NaN            NaN   8.89948        43.9382        31.4118        1.50816     
