|6.6.6
Archiving\03_Data\frac/QFM_m3.5/GRV/GRV_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        hed            q             
  1536.34        2500.00        97.2858                 NaN            NaN  0.117342E-001  0.248156                 NaN   2.45432                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        97.3374                 NaN            NaN  0.112441E-001  0.241833                 NaN   2.40955                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        97.3934                 NaN            NaN  0.106654E-001  0.253542                 NaN   2.34236                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        97.4832                 NaN            NaN  0.993543E-002  0.256706                 NaN   2.25014                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        97.5207                 NaN            NaN  0.947686E-002  0.258759                 NaN   2.21107                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        97.5734                 NaN            NaN  0.900968E-002  0.255984                 NaN   2.16160                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        97.6216                 NaN            NaN  0.860430E-002  0.247268                 NaN   2.12251                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        97.6753                 NaN            NaN  0.804738E-002  0.254660                 NaN   2.06202                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        97.7190                 NaN            NaN  0.764254E-002  0.249145                 NaN   2.02426                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        97.7670                 NaN            NaN  0.719045E-002  0.251131                 NaN   1.97465                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        97.8149                 NaN            NaN  0.675397E-002  0.252699                 NaN   1.92569                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        97.8528                 NaN            NaN  0.643039E-002  0.240439                 NaN   1.90036                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        97.8863                 NaN            NaN  0.608343E-002  0.236156                 NaN   1.87150                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        97.9258                 NaN            NaN  0.572006E-002  0.231611                 NaN   1.83688                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        97.9627                 NaN            NaN  0.539812E-002  0.226291                 NaN   1.80561                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        97.9937                 NaN            NaN  0.510311E-002  0.218884                 NaN   1.78228                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.0310                 NaN            NaN  0.473583E-002  0.221528                 NaN   1.74277                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.0623                 NaN            NaN  0.444567E-002  0.216387                 NaN   1.71687                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.0944                 NaN            NaN  0.407852E-002  0.217544                 NaN   1.68397                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.1267                 NaN            NaN  0.381980E-002  0.213240                 NaN   1.65620                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.1537                 NaN            NaN  0.355526E-002  0.207449                 NaN   1.63532                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.1783                 NaN            NaN  0.333660E-002  0.199970                 NaN   1.61841                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.2070                 NaN            NaN  0.301973E-002  0.202794                 NaN   1.58716                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.2308                 NaN            NaN  0.275471E-002  0.200669                 NaN   1.56578                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.2611                 NaN            NaN  0.250720E-002  0.197702                 NaN   1.53870                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.2807                 NaN            NaN  0.230694E-002  0.192077                 NaN   1.52490                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.3051                 NaN            NaN  0.205906E-002  0.191388                 NaN   1.50144                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.3248                 NaN            NaN  0.186326E-002  0.186830                 NaN   1.48653                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.3409                 NaN            NaN  0.170587E-002  0.176316                 NaN   1.48105                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.3657                 NaN            NaN  0.145925E-002  0.180169                 NaN   1.45271                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.3836                 NaN            NaN  0.125586E-002  0.177077                 NaN   1.43803                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.4020                 NaN            NaN  0.105269E-002  0.176635                 NaN   1.42036                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.4193                 NaN            NaN  0.884553E-003  0.171285                 NaN   1.40853                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.4298                 NaN            NaN  0.767213E-003  0.178806                 NaN   1.39067                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.4424                 NaN            NaN  0.235577E-003  0.172758                 NaN   1.38465                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.4911                 NaN            NaN  0.465167E-003  0.163910                 NaN   1.34453                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.4771                 NaN            NaN  0.268089E-003  0.150149                 NaN   1.37245                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.4942                 NaN            NaN  0.835787E-004  0.147259                 NaN   1.35851                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.5027                 NaN            NaN  0.156199E-004  0.142983                 NaN   1.35430                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.5194                 NaN            NaN  0.112918E-002  0.149818                 NaN   1.32969                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.5268                 NaN            NaN            NaN  0.136832                 NaN   1.33640                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.5371                 NaN            NaN            NaN  0.134979                 NaN   1.32795                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.5488                 NaN            NaN  0.599509E-003  0.139936                 NaN   1.31062                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.5566                 NaN            NaN            NaN  0.122994                 NaN   1.32040                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.5629                 NaN            NaN            NaN  0.119920                 NaN   1.31718                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.5690                 NaN            NaN            NaN  0.111634                 NaN   1.31932                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.5654                 NaN            NaN            NaN  0.838242E-001            NaN   1.26231       0.884572E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.4518                 NaN            NaN            NaN  0.667575E-001            NaN   1.37310       0.108319                 NaN            NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        97.6423                 NaN            NaN            NaN  0.403320                 NaN   1.39303       0.379662E-001            NaN  0.523333                 NaN            NaN            NaN            NaN
  1413.53        2500.00        96.3598                 NaN            NaN            NaN  0.713612                 NaN  0.138106        1.68186                 NaN   1.10659                 NaN            NaN            NaN            NaN
  1411.03        2500.00        96.4533                 NaN            NaN            NaN  0.737202                 NaN   1.72799                 NaN            NaN   1.08155                 NaN            NaN            NaN            NaN
  1408.52        2500.00        96.5293                 NaN            NaN            NaN  0.731826                 NaN   1.68198                 NaN            NaN   1.05690                 NaN            NaN            NaN            NaN
  1406.02        2500.00        96.5982                 NaN            NaN            NaN  0.721083                 NaN   1.64685                 NaN            NaN   1.03390                 NaN            NaN            NaN            NaN
  1403.51        2500.00        96.6682                 NaN            NaN            NaN  0.704398                 NaN   1.61777                 NaN            NaN   1.00962                 NaN            NaN            NaN            NaN
  1401.00        2500.00        96.7277                 NaN            NaN            NaN  0.716986                 NaN   1.55918                 NaN            NaN  0.996183                 NaN            NaN            NaN            NaN
  1398.50        2500.00        96.8193                 NaN            NaN            NaN  0.682480                 NaN   1.53997                 NaN            NaN  0.958217                 NaN            NaN            NaN            NaN
  1395.99        2500.00        96.8569                 NaN            NaN            NaN  0.676372                 NaN   1.52084                 NaN            NaN  0.945912                 NaN            NaN            NaN            NaN
  1393.48        2500.00        96.9159                 NaN            NaN            NaN  0.675770                 NaN   1.48147                 NaN            NaN  0.926854                 NaN            NaN            NaN            NaN
  1390.98        2500.00        96.9761                 NaN            NaN            NaN  0.666196                 NaN   1.45114                 NaN            NaN  0.906596                 NaN            NaN            NaN            NaN
  1388.47        2500.00        97.0334                 NaN            NaN            NaN  0.659987                 NaN   1.41919                 NaN            NaN  0.887388                 NaN            NaN            NaN            NaN
  1385.96        2500.00        97.0842                 NaN            NaN            NaN  0.650912                 NaN   1.39519                 NaN            NaN  0.869742                 NaN            NaN            NaN            NaN
  1383.46        2500.00        97.1396                 NaN            NaN            NaN  0.643321                 NaN   1.36625                 NaN            NaN  0.850868                 NaN            NaN            NaN            NaN
  1380.95        2500.00        97.1861                 NaN            NaN            NaN  0.633904                 NaN   1.34547                 NaN            NaN  0.834552                 NaN            NaN            NaN            NaN
  1378.45        2500.00        97.2391                 NaN            NaN            NaN  0.637209                 NaN   1.30557                 NaN            NaN  0.818074                 NaN            NaN            NaN            NaN
  1375.94        2500.00        97.2793                 NaN            NaN            NaN  0.618675                 NaN   1.30065                 NaN            NaN  0.801349                 NaN            NaN            NaN            NaN
  1373.43        2500.00        97.3230                 NaN            NaN            NaN  0.611609                 NaN   1.27926                 NaN            NaN  0.786105                 NaN            NaN            NaN            NaN
  1370.93        2500.00        97.3702                 NaN            NaN            NaN  0.601497                 NaN   1.25828                 NaN            NaN  0.770018                 NaN            NaN            NaN            NaN
  1368.42        2500.00        97.4087                 NaN            NaN            NaN  0.590125                 NaN   1.24592                 NaN            NaN  0.755230                 NaN            NaN            NaN            NaN
  1365.91        2500.00        97.4625                 NaN            NaN            NaN  0.597671                 NaN   1.19820                 NaN            NaN  0.741644                 NaN            NaN            NaN            NaN
  1363.41        2500.00        97.4904                 NaN            NaN            NaN  0.567903                 NaN   1.21686                 NaN            NaN  0.724837                 NaN            NaN            NaN            NaN
  1360.90        2500.00        97.5246                 NaN            NaN            NaN  0.561194                 NaN   1.20100                 NaN            NaN  0.713180                 NaN            NaN            NaN            NaN
  1358.40        2500.00        97.5611                 NaN            NaN            NaN  0.553788                 NaN   1.18506                 NaN            NaN  0.700044                 NaN            NaN            NaN            NaN
  1355.89        2500.00        97.5952                 NaN            NaN            NaN  0.537866                 NaN   1.17993                 NaN            NaN  0.687020                 NaN            NaN            NaN            NaN
  1353.38        2500.00        97.6347                 NaN            NaN            NaN  0.534377                 NaN   1.15714                 NaN            NaN  0.673754                 NaN            NaN            NaN            NaN
  1350.88        2500.00        97.6514                 NaN            NaN            NaN  0.533400                 NaN   1.14988                 NaN            NaN  0.665266                 NaN            NaN            NaN            NaN
  1348.37        2500.00        97.7003                 NaN            NaN            NaN  0.506097                 NaN   1.14567                 NaN            NaN  0.647900                 NaN            NaN            NaN            NaN
  1345.86        2500.00        97.7274                 NaN            NaN            NaN  0.494659                 NaN   1.14007                 NaN            NaN  0.637826                 NaN            NaN            NaN            NaN
  1343.36        2500.00        97.7563                 NaN            NaN            NaN  0.483272                 NaN   1.13367                 NaN            NaN  0.626716                 NaN            NaN            NaN            NaN
  1340.85        2500.00        97.7836                 NaN            NaN            NaN  0.468178                 NaN   1.13232                 NaN            NaN  0.615889                 NaN            NaN            NaN            NaN
  1338.35        2500.00        97.8139                 NaN            NaN            NaN  0.458333                 NaN   1.12314                 NaN            NaN  0.604623                 NaN            NaN            NaN            NaN
  1335.84        2500.00        97.6231                 NaN            NaN            NaN  0.436131                 NaN   1.20251                 NaN            NaN  0.640748       0.975541E-001            NaN            NaN            NaN
  1333.33        2500.00        97.6017                 NaN            NaN            NaN  0.442941                 NaN   1.18411                 NaN            NaN  0.643983       0.127274                 NaN            NaN            NaN
  1330.83        2500.00        97.6481                 NaN            NaN            NaN  0.409052                 NaN   1.19401                 NaN            NaN  0.627050       0.121775                 NaN            NaN            NaN
  1328.32        2500.00        97.6923                 NaN            NaN            NaN  0.401494                 NaN   1.17376                 NaN            NaN  0.614591       0.117816                 NaN            NaN            NaN
  1325.81        2500.00        97.7408                 NaN            NaN            NaN  0.392483                 NaN   1.15211                 NaN            NaN  0.600789       0.113773                 NaN            NaN            NaN
  1323.31        2500.00        97.7856                 NaN            NaN            NaN  0.383903                 NaN   1.13253                 NaN            NaN  0.588096       0.109894                 NaN            NaN            NaN
  1320.80        2500.00        97.8303                 NaN            NaN            NaN  0.376323                 NaN   1.11183                 NaN            NaN  0.575389       0.106128                 NaN            NaN            NaN
  1318.30        2500.00        97.8729                 NaN            NaN            NaN  0.363745                 NaN   1.09831                 NaN            NaN  0.562838       0.102256                 NaN            NaN            NaN
  1315.79        2500.00        97.9173                 NaN            NaN            NaN  0.351925                 NaN   1.08196                 NaN            NaN  0.550309       0.985096E-001            NaN            NaN            NaN
  1313.28        2500.00        97.9577                 NaN            NaN            NaN  0.341930                 NaN   1.06713                 NaN            NaN  0.538338       0.949155E-001            NaN            NaN            NaN
  1310.78        2500.00        97.9983                 NaN            NaN            NaN  0.331517                 NaN   1.05204                 NaN            NaN  0.526755       0.914280E-001            NaN            NaN            NaN
  1308.27        2500.00        98.0363                 NaN            NaN            NaN  0.320306                 NaN   1.03984                 NaN            NaN  0.515575       0.879325E-001            NaN            NaN            NaN
  1305.76        2500.00        98.0774                 NaN            NaN            NaN  0.308617                 NaN   1.02547                 NaN            NaN  0.503951       0.845575E-001            NaN            NaN            NaN
  1303.26        2500.00        98.1166                 NaN            NaN            NaN  0.298053                 NaN   1.01119                 NaN            NaN  0.492897       0.812832E-001            NaN            NaN            NaN
  1300.75        2500.00        98.1545                 NaN            NaN            NaN  0.287197                 NaN  0.998114                 NaN            NaN  0.482124       0.780520E-001            NaN            NaN            NaN
  1298.25        2500.00        98.1933                 NaN            NaN            NaN  0.281196                 NaN  0.978197                 NaN            NaN  0.472124       0.752239E-001            NaN            NaN            NaN
  1295.74        2500.00        74.1758                 NaN            NaN            NaN   1.59756                 NaN   6.95915                 NaN            NaN   3.53295       0.782785        12.9517                 NaN            NaN
  1293.23        2500.00        75.0670                 NaN            NaN            NaN   1.37468                 NaN   6.97919                 NaN            NaN   3.39255       0.727204        12.4594                 NaN            NaN
  1290.73        2500.00        79.3826                 NaN            NaN            NaN  0.974335                 NaN   6.09958                 NaN            NaN   2.82042       0.580549        10.1425                 NaN            NaN
  1288.22        2500.00        82.4994                 NaN            NaN            NaN  0.638219                 NaN   5.50092                 NaN            NaN   2.40445       0.474050        8.48294                 NaN            NaN
  1285.71        2500.00        62.3307                 NaN            NaN            NaN            NaN            NaN   7.32662        5.54745                 NaN   5.41617        1.00324        18.3758                 NaN            NaN
  1283.21        2500.00        97.3658                 NaN            NaN            NaN  0.698555                 NaN   1.78606                 NaN            NaN  0.366146E-001  0.113010                 NaN            NaN            NaN
  1280.70        2500.00        95.0522                 NaN            NaN            NaN            NaN            NaN  0.340336        1.61167                 NaN  0.720340       0.247261E-001   2.25077                 NaN            NaN
  1278.20        2500.00        93.9282                 NaN            NaN            NaN            NaN            NaN  0.253230        1.80714                 NaN  0.856817       0.338081E-001   3.12080                 NaN            NaN
  1275.69        2500.00        89.6783                 NaN            NaN            NaN            NaN            NaN   1.02402        3.07372                 NaN   1.46113       0.209468        4.55334                 NaN            NaN
  1273.18        2500.00        68.4744                 NaN            NaN            NaN  0.230039E-001            NaN   11.2845       0.310129                 NaN   4.44862       0.716321        14.7430                 NaN            NaN
  1270.68        2500.00        97.6441        2.34547                 NaN            NaN  0.208407E-002            NaN            NaN            NaN            NaN            NaN  0.920054E-003  0.745529E-002            NaN            NaN
  1268.17        2500.00        99.8822                 NaN            NaN            NaN            NaN            NaN  0.353420E-001            NaN            NaN  0.167918E-001  0.299679E-002  0.626273E-001            NaN            NaN
  1265.66        2500.00        99.7371                 NaN            NaN            NaN  0.186230E-001            NaN  0.157776E-001  0.659496E-001            NaN  0.389345E-001  0.471118E-002  0.118880                 NaN            NaN
  1263.16        2500.00        99.9338                 NaN            NaN            NaN            NaN            NaN  0.143504E-001            NaN            NaN  0.718862E-002  0.205822E-002  0.345509E-001  0.805852E-002            NaN
  1260.65        2500.00        95.7907                 NaN            NaN            NaN            NaN            NaN   1.52458                 NaN            NaN  0.593261       0.961545E-001   1.99527                 NaN            NaN
  1258.15        2500.00        94.0461                 NaN            NaN            NaN            NaN            NaN   2.04011                 NaN            NaN  0.789143       0.170406        2.95425                 NaN            NaN
  1255.64        2500.00        94.0489                 NaN            NaN            NaN            NaN            NaN   1.37901       0.696102       0.376519E-004  0.890189       0.135708        2.85004                 NaN            NaN
  1253.13        2500.00        97.6796                 NaN            NaN            NaN            NaN            NaN  0.835764                 NaN            NaN  0.241745       0.560701E-001   1.18687                 NaN            NaN
  1250.63        2500.00        92.2558                 NaN            NaN            NaN  0.597215E-001            NaN   1.76509                 NaN            NaN  0.931729       0.137175        3.02498                 NaN   1.82550     
  1248.12        2500.00        70.5018                 NaN            NaN            NaN            NaN            NaN   6.37899                 NaN            NaN   2.92619       0.321579        11.7821                 NaN   8.08932     
  1245.61        2500.00        71.4749                 NaN            NaN            NaN            NaN            NaN   5.83691                 NaN            NaN   2.79876       0.325531        11.0913                 NaN   8.47258     
  1243.11        2500.00        72.0579                 NaN            NaN            NaN            NaN            NaN   1.72669        3.82007                 NaN   2.70457       0.326663        10.9909                 NaN   8.37315     
  1240.60        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1238.10        2500.00        63.9922                 NaN            NaN            NaN            NaN            NaN   4.74151        2.45683                 NaN   3.51872       0.359286        14.1830                 NaN   10.7484     
  1235.59        2500.00        61.3242                 NaN            NaN            NaN            NaN            NaN   4.61944        2.55467                 NaN   3.65084       0.419206        15.6821                 NaN   11.7496     
  1233.08        2500.00        99.9997                 NaN            NaN            NaN            NaN            NaN  0.556635E-004            NaN            NaN  0.271382E-004  0.461551E-005  0.122099E-003            NaN  0.108470E-003
  1230.58        2500.00        21.4495                 NaN            NaN            NaN            NaN            NaN   12.6351                 NaN            NaN   6.65678       0.861054        33.7795                 NaN   24.6181     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.71237        9.46615       0.285561E-003   8.41067        1.07268        43.5833                 NaN   31.7546     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.71546        9.46541       0.255507E-003   8.41407        1.07172        43.5782                 NaN   31.7549     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.71799        9.46549                 NaN   8.41746        1.07076        43.5730                 NaN   31.7553     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.40759        9.76432       0.980046E-004   8.41498        1.07480        43.5850                 NaN   31.7532     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.40854        9.76594                 NaN   8.41844        1.07379        43.5797                 NaN   31.7536     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.40856        9.76844                 NaN   8.42190        1.07277        43.5743                 NaN   31.7540     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.35882        8.78492                 NaN   8.39464        1.09298        43.6188                 NaN   31.7498     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.98731        10.2058                 NaN   8.43190        1.06993        43.5487                 NaN   31.7564     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.70701        10.5167                 NaN   8.44335        1.05740        43.5178                 NaN   31.7577     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.50567        9.68695       0.466921E-004   8.44758        1.06566        43.5380                 NaN   31.7562     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.55942        10.6287                 NaN   8.43133        1.07304        43.5530                 NaN   31.7545     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.50753        9.69052       0.230426E-005   8.45444        1.06350        43.5270                 NaN   31.7570     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.50709        9.69371                 NaN   8.45788        1.06240        43.5215                 NaN   31.7574     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.50301        9.69607       0.454529E-002   8.46132        1.06128        43.5159                 NaN   31.7579     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.50300        9.70341       0.352148E-004   8.46477        1.06016        43.5103                 NaN   31.7583     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.49935        9.70998                 NaN   8.46822        1.05902        43.5046                 NaN   31.7588     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.02281        8.17054                 NaN   8.46549        1.06313        43.5219                 NaN   31.7561     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.20138        10.0364                 NaN   8.49735        1.04735        43.4535                 NaN   31.7640     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.46488        9.77409                 NaN   8.49586        1.04649        43.4552                 NaN   31.7634     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.48206        9.75741                 NaN   8.49906        1.04528        43.4530                 NaN   31.7632     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.44289        9.80094                 NaN   8.50156        1.04402        43.4466                 NaN   31.7640     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.29610        9.95615                 NaN   8.50738        1.04213        43.4315                 NaN   31.7668     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.45047        9.79939                 NaN   8.50754        1.04124        43.4363                 NaN   31.7651     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.95672        9.30050                 NaN   8.52500        1.03883        43.4129                 NaN   31.7661     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.95866        9.30081                 NaN   8.52722        1.03804        43.4089                 NaN   31.7664     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.96876        9.29578                 NaN   8.53161        1.03606        43.4005                 NaN   31.7673     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.97567        9.29184                 NaN   8.53576        1.03471        43.3942                 NaN   31.7678     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.97628        9.29485                 NaN   8.53855        1.03348        43.3884                 NaN   31.7684     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.97926        9.29550                 NaN   8.54210        1.03209        43.3820                 NaN   31.7690     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.97535        9.30275                 NaN   8.54552        1.03080        43.3760                 NaN   31.7696     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.04144        8.32511                 NaN   8.62853       0.999481        43.2157                 NaN   31.7898     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.08697        8.28286                 NaN   8.63188       0.998229        43.2097                 NaN   31.7904     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.13196        8.24113                 NaN   8.63514       0.996987        43.2038                 NaN   31.7910     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.17752        8.19877                 NaN   8.63834       0.995768        43.1981                 NaN   31.7915     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.22398        8.15557                 NaN   8.64155       0.994528        43.1922                 NaN   31.7921     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.27082        8.11201                 NaN   8.64468       0.993303        43.1864                 NaN   31.7927     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.31819        8.06792                 NaN   8.64780       0.992075        43.1807                 NaN   31.7933     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.36630        8.02307                 NaN   8.65087       0.990852        43.1749                 NaN   31.7940     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.41514        7.97751                 NaN   8.65391       0.989633        43.1692                 NaN   31.7946     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.46485        7.93108                 NaN   8.65691       0.988419        43.1636                 NaN   31.7952     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.51550        7.88370                 NaN   8.65987       0.987211        43.1579                 NaN   31.7958     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.56733        7.83514                 NaN   8.66279       0.986009        43.1523                 NaN   31.7964     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.3892                 NaN            NaN   8.64373       0.989456        43.1896                 NaN   31.7880     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.55983        12.8384                 NaN   8.65043       0.986276        43.1735                 NaN   31.7916     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   15.4000                 NaN            NaN   8.65777       0.984512        43.1685                 NaN   31.7892     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.24705        12.1590                 NaN   8.66438       0.981967        43.1575                 NaN   31.7902     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.13965        12.2726                 NaN   8.67111       0.979359        43.1462                 NaN   31.7911     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.04788        12.3707                 NaN   8.67783       0.976730        43.1347                 NaN   31.7922     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.97116        7.45383                 NaN   8.68192       0.977882        43.1144                 NaN   31.8008     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.03619        7.39192                 NaN   8.68442       0.976782        43.1092                 NaN   31.8014     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.10443        7.32678                 NaN   8.68686       0.975703        43.1041                 NaN   31.8021     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.17500        7.25924                 NaN   8.68923       0.974650        43.0992                 NaN   31.8027     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.24926        7.18798                 NaN   8.69151       0.973624        43.0943                 NaN   31.8033     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.32653        7.11365                 NaN   8.69371       0.972628        43.0895                 NaN   31.8040     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.40724        7.03578                 NaN   8.69582       0.971672        43.0849                 NaN   31.8046     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.49198        6.95382                 NaN   8.69781       0.970759        43.0804                 NaN   31.8052     
