|6.6.6
Archiving\03_Data\fracLP/QFM_m2.25/GRV/GRV_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q              hed           
  1553.88        500.000        98.7215                 NaN            NaN            NaN            NaN            NaN   1.27845                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.7345                 NaN            NaN            NaN            NaN            NaN   1.26546                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.7509                 NaN            NaN            NaN            NaN            NaN   1.24913                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.7636                 NaN            NaN            NaN            NaN  0.123511E-005   1.23644                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.7758                 NaN            NaN            NaN            NaN            NaN   1.22416                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.7872                 NaN            NaN            NaN            NaN            NaN   1.21278                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.7975                 NaN            NaN            NaN            NaN            NaN   1.20255                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.8090                 NaN            NaN            NaN            NaN            NaN   1.19096                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.7528                 NaN            NaN            NaN            NaN            NaN  0.975946       0.271295                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.6198                 NaN            NaN            NaN            NaN            NaN  0.113440        1.26673                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.4822                 NaN            NaN            NaN  0.522742E-002            NaN            NaN   1.51257                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.4211                 NaN            NaN            NaN  0.107960E-001            NaN            NaN   1.56815                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.3493                 NaN            NaN            NaN  0.107328E-001            NaN            NaN   1.64000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.2212                 NaN            NaN            NaN  0.107161E-001            NaN            NaN   1.76806                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        97.4367                 NaN            NaN            NaN  0.103202E-001            NaN            NaN  0.669382        1.88363                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        97.4587                 NaN            NaN            NaN  0.992587E-002            NaN            NaN  0.578277        1.95309                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        97.5280                 NaN            NaN            NaN  0.954416E-002            NaN            NaN   1.89984       0.562569                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        97.5898                 NaN            NaN            NaN  0.915877E-002            NaN            NaN  0.538340        1.86274                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        97.6542                 NaN            NaN            NaN  0.877843E-002            NaN            NaN  0.523017        1.81402                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        97.7120                 NaN            NaN            NaN  0.842562E-002            NaN            NaN   1.77123       0.508300                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        97.7664                 NaN            NaN            NaN  0.809203E-002            NaN            NaN   1.73316       0.492396                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        97.8232                 NaN            NaN            NaN  0.772589E-002            NaN            NaN   1.69044       0.478659                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        97.8749                 NaN            NaN            NaN  0.740922E-002            NaN            NaN  0.466941        1.65078                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        97.9234                 NaN            NaN            NaN  0.710253E-002            NaN            NaN   1.61238       0.457168                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        97.9725                 NaN            NaN            NaN  0.678482E-002            NaN            NaN   1.57929       0.441454                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        98.0176                 NaN            NaN            NaN  0.648977E-002            NaN            NaN   1.54289       0.432982                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        98.0626                 NaN            NaN            NaN  0.619727E-002            NaN            NaN   1.50791       0.423331                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        98.0985                 NaN            NaN            NaN  0.594138E-002            NaN  0.857832E-004  0.414344        1.48111                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        98.1523                 NaN            NaN            NaN  0.564841E-002            NaN            NaN   1.43673       0.405331                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        98.1852                 NaN            NaN            NaN  0.540648E-002            NaN            NaN   1.40983       0.399583                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        98.2220                 NaN            NaN            NaN  0.516401E-002            NaN            NaN  0.390831        1.38202                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.2597                 NaN            NaN            NaN  0.491304E-002            NaN            NaN  0.383521        1.35185                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.2805                 NaN            NaN            NaN  0.472915E-002            NaN            NaN  0.388225        1.32655                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.3415                 NaN            NaN            NaN  0.442137E-002            NaN            NaN   1.29375       0.360349                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.3613                 NaN            NaN            NaN  0.423148E-002            NaN            NaN   1.27087       0.363598                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.3934                 NaN            NaN            NaN  0.402655E-002            NaN            NaN   1.24422       0.358306                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.4236                 NaN            NaN            NaN  0.382634E-002            NaN            NaN  0.353081        1.21948                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.4531                 NaN            NaN            NaN  0.362759E-002            NaN            NaN  0.347504        1.19574                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.4800                 NaN            NaN            NaN  0.344623E-002            NaN            NaN  0.345791        1.17078                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.5094                 NaN            NaN            NaN  0.325808E-002            NaN            NaN  0.337187        1.15012                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.5361                 NaN            NaN            NaN  0.307576E-002            NaN            NaN  0.333002        1.12780                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.5606                 NaN            NaN            NaN  0.291104E-002            NaN            NaN   1.10739       0.329122                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.5866                 NaN            NaN            NaN  0.273567E-002            NaN            NaN   1.08741       0.323251                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.6105                 NaN            NaN            NaN  0.257743E-002            NaN            NaN  0.319872        1.06705                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.6327                 NaN            NaN            NaN  0.242318E-002            NaN            NaN   1.04904       0.315866                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.6558                 NaN            NaN            NaN  0.227515E-002            NaN            NaN   1.02756       0.314330                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.6776                 NaN            NaN            NaN  0.212534E-002            NaN            NaN   1.01169       0.308614                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.6981                 NaN            NaN            NaN  0.198668E-002            NaN            NaN  0.994487       0.305441                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.7181                 NaN            NaN            NaN  0.184703E-002            NaN            NaN  0.979596       0.300420                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.7388                 NaN            NaN            NaN  0.171317E-002            NaN            NaN  0.297608       0.961913                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        98.7579                 NaN            NaN            NaN  0.158092E-002            NaN            NaN  0.294646       0.945848                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        98.7756                 NaN            NaN            NaN  0.145706E-002            NaN            NaN  0.291989       0.930961                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        98.7946                 NaN            NaN            NaN  0.133684E-002            NaN            NaN  0.288428       0.915588                 NaN            NaN            NaN            NaN            NaN            NaN
  1421.05        500.000        98.8119                 NaN            NaN            NaN  0.121587E-002            NaN            NaN  0.900645       0.286254                 NaN            NaN            NaN            NaN            NaN            NaN
  1418.55        500.000        98.8281                 NaN            NaN            NaN  0.110316E-002            NaN            NaN  0.282789       0.888027                 NaN            NaN            NaN            NaN            NaN            NaN
  1416.04        500.000        98.8450                 NaN            NaN            NaN  0.996035E-003            NaN            NaN  0.280530       0.873427                 NaN            NaN            NaN            NaN            NaN            NaN
  1413.53        500.000        98.8607                 NaN            NaN            NaN  0.883433E-003            NaN            NaN  0.860655       0.277785                 NaN            NaN            NaN            NaN            NaN            NaN
  1411.03        500.000        98.8759                 NaN            NaN            NaN  0.782081E-003            NaN            NaN  0.275323       0.847970                 NaN            NaN            NaN            NaN            NaN            NaN
  1408.52        500.000        98.8915                 NaN            NaN            NaN  0.677746E-003            NaN            NaN  0.835441       0.272354                 NaN            NaN            NaN            NaN            NaN            NaN
  1406.02        500.000        98.9052                 NaN            NaN            NaN  0.576913E-003            NaN            NaN  0.824412       0.269833                 NaN            NaN            NaN            NaN            NaN            NaN
  1403.51        500.000        98.9195                 NaN            NaN            NaN  0.474706E-003            NaN            NaN  0.812898       0.267153                 NaN            NaN            NaN            NaN            NaN            NaN
  1401.00        500.000        98.9326                 NaN            NaN            NaN  0.392931E-003            NaN            NaN  0.801210       0.265805                 NaN            NaN            NaN            NaN            NaN            NaN
  1398.50        500.000        98.9462                 NaN            NaN            NaN  0.303585E-003            NaN            NaN  0.790781       0.262677                 NaN            NaN            NaN            NaN            NaN            NaN
  1395.99        500.000        98.9588                 NaN            NaN            NaN  0.209048E-003            NaN            NaN  0.780515       0.260433                 NaN            NaN            NaN            NaN            NaN            NaN
  1393.48        500.000        98.9714                 NaN            NaN            NaN  0.122989E-003            NaN            NaN  0.258354       0.770109                 NaN            NaN            NaN            NaN            NaN            NaN
  1390.98        500.000        97.5239                 NaN            NaN            NaN            NaN            NaN            NaN  0.820719       0.890679                 NaN  0.764672                 NaN            NaN            NaN            NaN
  1388.47        500.000        97.3561                 NaN            NaN            NaN            NaN            NaN            NaN  0.967175       0.811744                 NaN  0.864993                 NaN            NaN            NaN            NaN
  1385.96        500.000        97.4327                 NaN            NaN            NaN            NaN            NaN            NaN  0.788880       0.938880                 NaN  0.839492                 NaN            NaN            NaN            NaN
  1383.46        500.000        97.4959                 NaN            NaN            NaN            NaN            NaN            NaN  0.770747       0.915150                 NaN  0.818192                 NaN            NaN            NaN            NaN
  1380.95        500.000        97.5582                 NaN            NaN            NaN            NaN            NaN            NaN  0.892106       0.752602                 NaN  0.797102                 NaN            NaN            NaN            NaN
  1378.45        500.000        97.6197                 NaN            NaN            NaN            NaN            NaN            NaN  0.735036       0.868711                 NaN  0.776525                 NaN            NaN            NaN            NaN
  1375.94        500.000        97.6756                 NaN            NaN            NaN            NaN            NaN            NaN  0.848060       0.718728                 NaN  0.757604                 NaN            NaN            NaN            NaN
  1373.43        500.000        97.7304                 NaN            NaN            NaN            NaN            NaN            NaN  0.701388       0.829227                 NaN  0.738946                 NaN            NaN            NaN            NaN
  1370.93        500.000        97.7804                 NaN            NaN            NaN            NaN            NaN            NaN  0.687646       0.810367                 NaN  0.721620                 NaN            NaN            NaN            NaN
  1368.42        500.000        97.8303                 NaN            NaN            NaN            NaN            NaN            NaN  0.672317       0.792904                 NaN  0.704443                 NaN            NaN            NaN            NaN
  1365.91        500.000        97.8768                 NaN            NaN            NaN            NaN            NaN            NaN  0.775094       0.659611                 NaN  0.688451                 NaN            NaN            NaN            NaN
  1363.41        500.000        97.9190                 NaN            NaN            NaN            NaN            NaN            NaN  0.646502       0.760923                 NaN  0.673579                 NaN            NaN            NaN            NaN
  1360.90        500.000        97.9642                 NaN            NaN            NaN            NaN            NaN            NaN  0.632489       0.745566                 NaN  0.657718                 NaN            NaN            NaN            NaN
  1358.40        500.000        98.0054                 NaN            NaN            NaN            NaN            NaN            NaN  0.732096       0.619232                 NaN  0.643306                 NaN            NaN            NaN            NaN
  1355.89        500.000        98.0440                 NaN            NaN            NaN            NaN            NaN            NaN  0.718579       0.607396                 NaN  0.629980                 NaN            NaN            NaN            NaN
  1353.38        500.000        98.0859                 NaN            NaN            NaN            NaN            NaN            NaN  0.594878       0.704113                 NaN  0.615079                 NaN            NaN            NaN            NaN
  1350.88        500.000        9.65159        86.1132                 NaN            NaN            NaN            NaN            NaN   1.17538        1.66776                 NaN   1.39205                 NaN            NaN            NaN            NaN
  1348.37        500.000        17.5892        79.0259                 NaN            NaN            NaN            NaN            NaN  0.957093        1.32114                 NaN   1.10669                 NaN            NaN            NaN            NaN
  1345.86        500.000        23.5479        73.8092                 NaN            NaN            NaN            NaN            NaN   1.00750       0.777148                 NaN  0.858248                 NaN            NaN            NaN            NaN
  1343.36        500.000        40.2939        55.1594                 NaN            NaN            NaN  0.682103                 NaN   2.25156                 NaN            NaN   1.61306                 NaN            NaN            NaN            NaN
  1340.85        500.000        47.6482        50.0441                 NaN            NaN            NaN  0.520682                 NaN  0.946021                 NaN            NaN  0.840922                 NaN            NaN            NaN            NaN
  1338.35        500.000        52.6821        45.5361                 NaN            NaN            NaN  0.404930                 NaN  0.733968                 NaN            NaN  0.642884                 NaN            NaN            NaN            NaN
  1335.84        500.000        56.5247        42.0477                 NaN            NaN            NaN  0.324662                 NaN  0.592554                 NaN            NaN  0.510448                 NaN            NaN            NaN            NaN
  1333.33        500.000        59.5244        39.2924                 NaN            NaN            NaN  0.268146                 NaN  0.495883                 NaN            NaN  0.419255                 NaN            NaN            NaN            NaN
  1330.83        500.000        61.9024        37.0911                 NaN            NaN            NaN  0.226545                 NaN  0.426518                 NaN            NaN  0.353390                 NaN            NaN            NaN            NaN
  1328.32        500.000        63.8121        35.3114                 NaN            NaN            NaN  0.195522                 NaN  0.375973                 NaN            NaN  0.304994                 NaN            NaN            NaN            NaN
  1325.81        500.000        65.3484        33.8764                 NaN            NaN            NaN  0.171042                 NaN  0.336700                 NaN            NaN  0.267462                 NaN            NaN            NaN            NaN
  1323.31        500.000        75.2207        19.2902                 NaN            NaN            NaN   1.66603                 NaN   1.96702                 NaN            NaN   1.85607                 NaN            NaN            NaN            NaN
  1320.80        500.000        80.6313        18.7798                 NaN            NaN            NaN  0.154785                 NaN  0.229664                 NaN            NaN  0.204483                 NaN            NaN            NaN            NaN
  1318.30        500.000        81.9085        17.5827                 NaN            NaN            NaN  0.132385                 NaN  0.201455                 NaN            NaN  0.174983                 NaN            NaN            NaN            NaN
  1315.79        500.000        33.7499        49.7048        15.9203                 NaN            NaN  0.166454                 NaN  0.218321                 NaN            NaN  0.223553       0.167745E-001            NaN            NaN            NaN
  1313.28        500.000        32.6049        53.4008        13.1133                 NaN            NaN  0.264189                 NaN  0.238911                 NaN            NaN  0.341065       0.367747E-001            NaN            NaN            NaN
  1310.78        500.000        32.0324        55.8705        11.5250                 NaN            NaN  0.163197                 NaN  0.170787                 NaN            NaN  0.215105       0.229710E-001            NaN            NaN            NaN
  1308.27        500.000        31.6092        57.4637        10.5138                 NaN            NaN  0.111524                 NaN  0.134769                 NaN            NaN  0.151025       0.160157E-001            NaN            NaN            NaN
  1305.76        500.000        31.2773        58.5163        9.88728                 NaN            NaN  0.801394E-001            NaN  0.114253                 NaN            NaN  0.112792       0.119229E-001            NaN            NaN            NaN
  1303.26        500.000        40.5474        59.1935                 NaN            NaN            NaN  0.598089E-001            NaN  0.101140                 NaN            NaN  0.887782E-001  0.943584E-002            NaN            NaN            NaN
  1300.75        500.000        40.1960        59.5832                 NaN            NaN            NaN  0.458708E-001            NaN  0.940607E-001            NaN            NaN  0.729884E-001  0.785199E-002            NaN            NaN            NaN
  1298.25        500.000        39.9974        59.8012                 NaN            NaN            NaN  0.380487E-001            NaN  0.914166E-001            NaN            NaN  0.648669E-001  0.706996E-002            NaN            NaN            NaN
  1295.74        500.000        39.8487        59.9529                 NaN            NaN            NaN  0.351971E-001            NaN  0.942163E-001            NaN            NaN  0.622414E-001  0.676309E-002            NaN            NaN            NaN
  1293.23        500.000        39.7044        60.0896                 NaN            NaN            NaN  0.360765E-001            NaN  0.989793E-001            NaN            NaN  0.639984E-001  0.688943E-002            NaN            NaN            NaN
  1290.73        500.000        39.5503        60.2286                 NaN            NaN            NaN  0.373023E-001            NaN  0.108938                 NaN            NaN  0.676267E-001  0.722835E-002            NaN            NaN            NaN
  1288.22        500.000        28.6747        71.0763                 NaN            NaN            NaN  0.403818E-001            NaN  0.125349                 NaN            NaN  0.752080E-001  0.799055E-002            NaN            NaN            NaN
  1285.71        500.000        27.2343        71.5329                 NaN            NaN            NaN  0.678208                 NaN            NaN            NaN            NaN  0.544841       0.968905E-002            NaN            NaN            NaN
  1283.21        500.000        22.9370        76.3436                 NaN            NaN            NaN            NaN            NaN  0.586780                 NaN            NaN  0.964534E-001  0.361307E-001            NaN            NaN            NaN
  1280.70        500.000        37.5782        61.8600                 NaN            NaN            NaN            NaN            NaN  0.389702                 NaN            NaN  0.147927       0.241308E-001            NaN            NaN            NaN
  1278.20        500.000        36.3955        62.2916                 NaN            NaN            NaN            NaN            NaN  0.926195                 NaN            NaN  0.341186       0.454892E-001            NaN            NaN            NaN
  1275.69        500.000        98.5516                 NaN            NaN            NaN            NaN  0.393699E-001            NaN  0.972606                 NaN            NaN  0.394769       0.416580E-001            NaN            NaN            NaN
  1273.18        500.000        99.5060                 NaN            NaN            NaN            NaN  0.392304E-001            NaN  0.288162                 NaN            NaN  0.150521       0.160650E-001            NaN            NaN            NaN
  1270.68        500.000        99.3943                 NaN            NaN            NaN            NaN  0.234903E-001            NaN  0.385108                 NaN            NaN  0.177918       0.191600E-001            NaN            NaN            NaN
  1268.17        500.000        99.2406                 NaN            NaN            NaN            NaN            NaN            NaN  0.518582                 NaN            NaN  0.218740       0.221125E-001            NaN            NaN            NaN
  1265.66        500.000        99.0560                 NaN            NaN            NaN            NaN            NaN            NaN  0.643380                 NaN            NaN  0.274073       0.265700E-001            NaN            NaN            NaN
  1263.16        500.000        98.7513                 NaN            NaN            NaN            NaN            NaN            NaN  0.847955                 NaN            NaN  0.365623       0.351265E-001            NaN            NaN            NaN
  1260.65        500.000        98.0766                 NaN            NaN            NaN            NaN            NaN            NaN  0.211521E-001   1.27795                 NaN  0.568992       0.552682E-001            NaN            NaN            NaN
  1258.15        500.000        92.6670                 NaN            NaN            NaN            NaN            NaN            NaN  0.352815        4.54058                 NaN   2.21287       0.226719                 NaN            NaN            NaN
  1255.64        500.000        99.1724                 NaN            NaN            NaN            NaN            NaN            NaN  0.238356       0.303577                 NaN  0.258216       0.274037E-001            NaN            NaN            NaN
  1253.13        500.000        99.1895                 NaN            NaN            NaN            NaN            NaN            NaN  0.199543       0.331715                 NaN  0.252919       0.262897E-001            NaN            NaN            NaN
  1250.63        500.000        99.2070                 NaN            NaN            NaN            NaN            NaN            NaN  0.235298       0.285045                 NaN  0.247822       0.248730E-001            NaN            NaN            NaN
  1248.12        500.000        99.2229                 NaN            NaN            NaN            NaN            NaN            NaN  0.510983                 NaN            NaN  0.242376       0.237422E-001            NaN            NaN            NaN
  1245.61        500.000        98.4519                 NaN            NaN            NaN            NaN            NaN            NaN  0.633367                 NaN            NaN  0.313442       0.348453E-001  0.566406                 NaN            NaN
  1243.11        500.000        95.7407                 NaN            NaN            NaN            NaN            NaN            NaN   1.07281                 NaN            NaN  0.566796       0.748525E-001   2.54479                 NaN            NaN
  1240.60        500.000        95.9933                 NaN            NaN            NaN            NaN            NaN            NaN   1.01225                 NaN            NaN  0.531833       0.685447E-001   2.39405                 NaN            NaN
  1238.10        500.000        96.2239                 NaN            NaN            NaN            NaN            NaN            NaN  0.956599                 NaN            NaN  0.499084       0.629828E-001   2.25744                 NaN            NaN
  1235.59        500.000        96.4301                 NaN            NaN            NaN            NaN            NaN            NaN  0.907565                 NaN            NaN  0.470104       0.577624E-001   2.13449                 NaN            NaN
  1233.08        500.000        96.6250                 NaN            NaN            NaN            NaN            NaN            NaN  0.859632                 NaN            NaN  0.442644       0.529591E-001   2.01976                 NaN            NaN
  1230.58        500.000        96.8005                 NaN            NaN            NaN            NaN            NaN            NaN  0.817317                 NaN            NaN  0.416803       0.488448E-001   1.91657                 NaN            NaN
  1228.07        500.000        96.9593                 NaN            NaN            NaN            NaN            NaN            NaN  0.779360                 NaN            NaN  0.393979       0.448579E-001   1.82251                 NaN            NaN
  1225.56        500.000        97.1152                 NaN            NaN            NaN            NaN            NaN            NaN  0.740138                 NaN            NaN  0.372368       0.409948E-001   1.73134                 NaN            NaN
  1223.06        500.000        97.2522                 NaN            NaN            NaN            NaN            NaN            NaN  0.707194                 NaN            NaN  0.351700       0.378854E-001   1.65105                 NaN            NaN
  1220.55        500.000        97.3830                 NaN            NaN            NaN            NaN            NaN            NaN  0.674691                 NaN            NaN  0.332649       0.348319E-001   1.57480                 NaN            NaN
  1218.05        500.000        71.2790                 NaN            NaN            NaN            NaN            NaN            NaN   3.56056                 NaN            NaN   2.46172       0.149722        11.5962        10.9528                 NaN
  1215.54        500.000        44.2292                 NaN            NaN            NaN            NaN  0.624807                 NaN   5.86053                 NaN            NaN   4.67693       0.270998        21.8571        22.4804                 NaN
  1213.03        500.000        56.6353                 NaN            NaN            NaN            NaN  0.616590                 NaN   4.43226                 NaN            NaN   3.63344       0.207239        16.9638        17.5114                 NaN
  1210.53        500.000        66.6232                 NaN            NaN            NaN            NaN  0.421057                 NaN   3.50392                 NaN            NaN   2.79499       0.152940        13.0432        13.4607                 NaN
  1208.02        500.000        73.0238                 NaN            NaN            NaN            NaN  0.243989                 NaN   2.97594                 NaN            NaN   2.26151       0.115717        10.5308        10.8482                 NaN
  1205.51        500.000        68.3197                 NaN            NaN            NaN            NaN  0.735114                 NaN   2.48413                 NaN            NaN   2.62211       0.159198        12.6158        13.0639                 NaN
  1203.01        500.000        77.1717                 NaN            NaN            NaN            NaN  0.785546                 NaN  0.926037                 NaN            NaN   1.50704       0.125509        9.35947        10.1247                 NaN
  1200.50        500.000        90.7652                 NaN            NaN            NaN            NaN  0.303274                 NaN  0.923350                 NaN            NaN  0.848589       0.594627E-001   3.75283        3.34731                 NaN
  1197.99        500.000        84.2353                 NaN            NaN            NaN            NaN  0.562054                 NaN            NaN            NaN            NaN  0.688584       0.782291E-001   6.62567        7.81019                 NaN
  1195.49        500.000        80.9690                 NaN            NaN            NaN            NaN            NaN            NaN   1.10579        2.87994                 NaN   2.51470       0.879643E-001   6.90969        5.53288                 NaN
  1192.98        500.000        86.7909                 NaN            NaN            NaN            NaN  0.209494                 NaN   1.18783       0.576762E-005            NaN   1.03379       0.590018E-001   5.44302        5.27599                 NaN
  1190.48        500.000        56.6595                 NaN            NaN            NaN            NaN   1.19602                 NaN  0.260436E-003   1.27879                 NaN   2.52873       0.218477        19.1751        18.9432                 NaN
  1187.97        500.000                 NaN            NaN            NaN            NaN            NaN  0.733464                 NaN   9.75677       0.202748E-003            NaN   8.15545       0.389391        42.3697        38.5950                 NaN
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.85580        3.16147       0.720665E-002   8.25725       0.342407        42.0895        38.2864                 NaN
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN   2.34626                 NaN   6.73179       0.192657E-004            NaN   7.83776       0.529477        43.3323        39.2224                 NaN
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.24235        6.82208                 NaN   8.28876       0.332609        42.0193        38.2949                 NaN
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN  0.867142                 NaN   9.40105       0.150153                 NaN   8.14916       0.395049        42.3768        38.6606                 NaN
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.61581        8.46312                 NaN   8.30080       0.329403        41.9898        38.3011                 NaN
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.76081        8.32225                 NaN   8.30645       0.327978        41.9792        38.3033                 NaN
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN  0.865130                 NaN   9.51905       0.117109E-001            NaN   8.15791       0.404097        42.3812        38.6609                 NaN
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN   2.28563                 NaN   6.27417       0.583622                 NaN   7.85972       0.522455        43.2593        39.2151                 NaN
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN  0.939337                 NaN   9.37296       0.348899E-001            NaN   8.14941       0.407728        42.3978        38.6979                 NaN
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.33825        4.71633       0.473003E-003   8.29475       0.333887        42.0067        38.3096                 NaN
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN   1.02149                 NaN   9.27076       0.389372E-005            NaN   8.14007       0.411967        42.4176        38.7381                 NaN
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN   1.05649                 NaN   9.21265       0.289427E-004            NaN   8.13620       0.413715        42.4253        38.7557                 NaN
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN   2.30546                 NaN   6.19775       0.631105                 NaN   7.86132       0.522139        43.2480        39.2343                 NaN
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN   2.33845                 NaN   6.35567       0.412371                 NaN   7.85702       0.524508        43.2621        39.2499                 NaN
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN   2.39893                 NaN   6.65369       0.123556E-004            NaN   7.84453       0.529333        43.2985        39.2750                 NaN
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN   2.40267                 NaN   6.64819       0.126209E-004            NaN   7.84515       0.529330        43.2958        39.2789                 NaN
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN   1.29285                 NaN   8.83023       0.372727E-005            NaN   8.11768       0.421190        42.4651        38.8730                 NaN
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN   2.36113                 NaN   6.18296       0.557932                 NaN   7.86035       0.524601        43.2410        39.2720                 NaN
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN   1.36285                 NaN   8.70907       0.281681E-003            NaN   8.10677       0.425762        42.4893        38.9059                 NaN
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN   1.42178                 NaN   8.62346       0.294984E-003            NaN   8.10275       0.427089        42.4873        38.9374                 NaN
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN   2.33382                 NaN   6.07533       0.718129                 NaN   7.86925       0.521191        43.2154        39.2669                 NaN
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.50759        4.62726                 NaN   8.37057       0.314070        41.8384        38.3421                 NaN
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN   1.49683                 NaN   8.50416       0.271700E-003            NaN   8.10090       0.429068        42.4910        38.9778                 NaN
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN   2.39048                 NaN   6.33702       0.350288                 NaN   7.86101       0.525178        43.2411        39.2949                 NaN
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN  0.140331E-005            NaN   7.29595        3.87395                 NaN   8.39546       0.305539        41.7758        38.3533                 NaN
