|6.6.6
Archiving\03_Data\fracLP/QFM_m4.5/GRV/GRV_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           ilm            San(TH)        q             
  1526.32        500.000        98.3753                 NaN            NaN  0.109496E-001            NaN            NaN   1.61375                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.2424                 NaN            NaN  0.109322E-001            NaN            NaN   1.74670                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        97.5369                 NaN            NaN  0.103589E-001            NaN            NaN  0.713096        1.73969                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        97.4795                 NaN            NaN  0.990141E-002            NaN            NaN   2.02906       0.481486                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        97.5508                 NaN            NaN  0.948149E-002            NaN            NaN   1.97828       0.461432                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        97.6153                 NaN            NaN  0.911794E-002            NaN            NaN   1.93058       0.444974                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        97.6833                 NaN            NaN  0.872534E-002            NaN            NaN  0.430575        1.87743                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        97.7414                 NaN            NaN  0.840183E-002            NaN            NaN   1.83237       0.417817                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        97.8013                 NaN            NaN  0.804444E-002            NaN            NaN   1.78544       0.405259                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        97.8561                 NaN            NaN  0.770373E-002            NaN            NaN   1.74454       0.391662                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        97.9094                 NaN            NaN  0.738857E-002            NaN            NaN  0.381436        1.70176                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        97.9616                 NaN            NaN  0.707335E-002            NaN            NaN   1.65915       0.372172                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        98.0105                 NaN            NaN  0.676145E-002            NaN            NaN   1.62209       0.360598                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        98.0572                 NaN            NaN  0.646829E-002            NaN            NaN   1.58479       0.351546                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        98.1009                 NaN            NaN  0.617737E-002            NaN            NaN   1.55430       0.338574                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        98.1491                 NaN            NaN  0.591048E-002            NaN            NaN   1.50343       0.341528                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        98.1891                 NaN            NaN  0.564121E-002            NaN            NaN   1.47724       0.328059                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        98.2304                 NaN            NaN  0.539107E-002            NaN            NaN   1.43959       0.324636                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        98.2677                 NaN            NaN  0.515756E-002            NaN            NaN  0.321900        1.40526                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        98.3025                 NaN            NaN  0.492591E-002            NaN            NaN   1.37956       0.313030                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.3411                 NaN            NaN  0.466063E-002            NaN            NaN   1.35526       0.298949                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.3780                 NaN            NaN  0.444724E-002            NaN            NaN  0.300726        1.31687                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.4095                 NaN            NaN  0.423532E-002            NaN            NaN   1.29128       0.294989                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.4422                 NaN            NaN  0.402267E-002            NaN            NaN   1.26257       0.291197                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.4731                 NaN            NaN  0.382892E-002            NaN            NaN   1.23739       0.285690                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.5016                 NaN            NaN  0.363163E-002            NaN            NaN  0.280329        1.21443                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.5312                 NaN            NaN  0.344799E-002            NaN            NaN  0.277363        1.18796                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.5595                 NaN            NaN  0.327133E-002            NaN            NaN  0.275903        1.16134                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.5885                 NaN            NaN  0.308219E-002            NaN            NaN  0.268607        1.13984                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.6112                 NaN            NaN  0.291756E-002            NaN            NaN  0.264524        1.12134                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.6391                 NaN            NaN  0.275039E-002            NaN            NaN  0.261639        1.09653                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.6623                 NaN            NaN  0.259117E-002            NaN            NaN  0.257178        1.07798                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.6846                 NaN            NaN  0.244994E-002            NaN            NaN   1.05805       0.254882                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.7037                 NaN            NaN  0.229460E-002            NaN            NaN  0.252112        1.04187                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.7357                 NaN            NaN  0.213953E-002            NaN            NaN   1.01447       0.247712                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.7524                 NaN            NaN  0.201109E-002            NaN            NaN  0.244500        1.00107                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.7733                 NaN            NaN  0.187229E-002            NaN            NaN  0.982230       0.242586                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.7930                 NaN            NaN  0.173900E-002            NaN            NaN  0.966133       0.239158                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.8122                 NaN            NaN  0.161384E-002            NaN            NaN  0.949536       0.236623                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        98.8307                 NaN            NaN  0.149618E-002            NaN            NaN  0.234010       0.933838                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        98.8489                 NaN            NaN  0.137418E-002            NaN            NaN  0.231057       0.918671                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        98.8663                 NaN            NaN  0.125708E-002            NaN            NaN  0.228666       0.903782                 NaN            NaN            NaN            NaN            NaN            NaN
  1421.05        500.000        98.8845                 NaN            NaN  0.115027E-002            NaN            NaN  0.887769       0.226630                 NaN            NaN            NaN            NaN            NaN            NaN
  1418.55        500.000        98.9002                 NaN            NaN  0.103774E-002            NaN            NaN  0.223086       0.875723                 NaN            NaN            NaN            NaN            NaN            NaN
  1416.04        500.000        98.9162                 NaN            NaN  0.931094E-003            NaN            NaN  0.221269       0.861562                 NaN            NaN            NaN            NaN            NaN            NaN
  1413.53        500.000        98.9317                 NaN            NaN  0.834436E-003            NaN            NaN  0.219038       0.848415                 NaN            NaN            NaN            NaN            NaN            NaN
  1411.03        500.000        98.9473                 NaN            NaN  0.734036E-003            NaN            NaN  0.835575       0.216351                 NaN            NaN            NaN            NaN            NaN            NaN
  1408.52        500.000        98.9616                 NaN            NaN  0.637245E-003            NaN            NaN  0.214108       0.823656                 NaN            NaN            NaN            NaN            NaN            NaN
  1406.02        500.000        98.9761                 NaN            NaN  0.542780E-003            NaN            NaN  0.212438       0.810938                 NaN            NaN            NaN            NaN            NaN            NaN
  1403.51        500.000        98.9892                 NaN            NaN  0.456638E-003            NaN            NaN  0.800485       0.209874                 NaN            NaN            NaN            NaN            NaN            NaN
  1401.00        500.000        99.0030                 NaN            NaN  0.368036E-003            NaN            NaN  0.787878       0.208756                 NaN            NaN            NaN            NaN            NaN            NaN
  1398.50        500.000        99.0165                 NaN            NaN  0.282501E-003            NaN            NaN  0.206104       0.777108                 NaN            NaN            NaN            NaN            NaN            NaN
  1395.99        500.000        97.9920                 NaN            NaN  0.926835E-004            NaN            NaN  0.823473       0.641148                 NaN  0.543318                 NaN            NaN            NaN            NaN
  1393.48        500.000        97.3780                 NaN            NaN            NaN            NaN            NaN  0.839009       0.905009                 NaN  0.878023                 NaN            NaN            NaN            NaN
  1390.98        500.000        97.4534                 NaN            NaN            NaN            NaN            NaN  0.818450       0.875174                 NaN  0.852961                 NaN            NaN            NaN            NaN
  1388.47        500.000        97.5274                 NaN            NaN            NaN            NaN            NaN  0.848247       0.796184                 NaN  0.828188                 NaN            NaN            NaN            NaN
  1385.96        500.000        97.5950                 NaN            NaN            NaN            NaN            NaN  0.779146       0.820560                 NaN  0.805334                 NaN            NaN            NaN            NaN
  1383.46        500.000        97.6581                 NaN            NaN            NaN            NaN            NaN  0.761854       0.796006                 NaN  0.784018                 NaN            NaN            NaN            NaN
  1380.95        500.000        97.7211                 NaN            NaN            NaN            NaN            NaN  0.744613       0.771904                 NaN  0.762431                 NaN            NaN            NaN            NaN
  1378.45        500.000        97.7802                 NaN            NaN            NaN            NaN            NaN  0.749496       0.727968                 NaN  0.742355                 NaN            NaN            NaN            NaN
  1375.94        500.000        97.8365                 NaN            NaN            NaN            NaN            NaN  0.728894       0.711591                 NaN  0.723053                 NaN            NaN            NaN            NaN
  1373.43        500.000        97.8885                 NaN            NaN            NaN            NaN            NaN  0.698582       0.708147                 NaN  0.704766                 NaN            NaN            NaN            NaN
  1370.93        500.000        97.9391                 NaN            NaN            NaN            NaN            NaN  0.689351       0.684186                 NaN  0.687358                 NaN            NaN            NaN            NaN
  1368.42        500.000        97.9911                 NaN            NaN            NaN            NaN            NaN  0.671211       0.668226                 NaN  0.669457                 NaN            NaN            NaN            NaN
  1365.91        500.000        15.5848        77.2248                 NaN            NaN            NaN            NaN   1.91684        2.79248                 NaN   2.48111                 NaN            NaN            NaN            NaN
  1363.41        500.000        28.9718        65.4931                 NaN            NaN            NaN            NaN   2.19326        1.44210                 NaN   1.89981                 NaN            NaN            NaN            NaN
  1360.90        500.000        37.8000        58.6696                 NaN            NaN            NaN            NaN   1.40206       0.925607                 NaN   1.20279                 NaN            NaN            NaN            NaN
  1358.40        500.000        44.6213        52.6275                 NaN            NaN            NaN            NaN   1.11286       0.713710                 NaN  0.924637                 NaN            NaN            NaN            NaN
  1355.89        500.000        50.8569        46.7506                 NaN            NaN            NaN            NaN  0.590765        1.00871                 NaN  0.793077                 NaN            NaN            NaN            NaN
  1353.38        500.000        55.8026        42.3196                 NaN            NaN            NaN            NaN  0.820565       0.438250                 NaN  0.618997                 NaN            NaN            NaN            NaN
  1350.88        500.000        59.6858        38.7930                 NaN            NaN            NaN            NaN  0.647938       0.375014                 NaN  0.498261                 NaN            NaN            NaN            NaN
  1348.37        500.000        68.4167        28.6643                 NaN            NaN            NaN            NaN   1.64681                 NaN            NaN   1.10721       0.164994                 NaN            NaN            NaN
  1345.86        500.000        74.2058        24.2861                 NaN            NaN            NaN            NaN  0.858855                 NaN            NaN  0.566740       0.825030E-001            NaN            NaN            NaN
  1343.36        500.000        77.4340        21.6255                 NaN            NaN  0.409191E-002            NaN  0.540125                 NaN            NaN  0.349185       0.470504E-001            NaN            NaN            NaN
  1340.85        500.000        99.3448                 NaN            NaN            NaN  0.854073E-001            NaN  0.312496                 NaN            NaN  0.242947       0.143353E-001            NaN            NaN            NaN
  1338.35        500.000        99.4826                 NaN            NaN            NaN  0.873280E-001            NaN  0.235162                 NaN            NaN  0.189506       0.542165E-002            NaN            NaN            NaN
  1335.84        500.000        99.5687                 NaN            NaN            NaN  0.879329E-001            NaN  0.187394                 NaN            NaN  0.155992                 NaN            NaN            NaN            NaN
  1333.33        500.000        82.9358        16.5305                 NaN            NaN  0.103237                 NaN  0.238281                 NaN            NaN  0.192154                 NaN            NaN            NaN            NaN
  1330.83        500.000        84.6904        14.5723                 NaN            NaN  0.134064                 NaN  0.339049                 NaN            NaN  0.264168                 NaN            NaN            NaN            NaN
  1328.32        500.000        86.2226        13.2177                 NaN            NaN  0.976236E-001            NaN  0.263327                 NaN            NaN  0.198772                 NaN            NaN            NaN            NaN
  1325.81        500.000        88.3424        10.9439                 NaN            NaN  0.148461                 NaN  0.291476                 NaN            NaN  0.273760                 NaN            NaN            NaN            NaN
  1323.31        500.000        88.6498        11.0835                 NaN            NaN  0.113935E-001            NaN  0.185058                 NaN            NaN  0.703393E-001            NaN            NaN            NaN            NaN
  1320.80        500.000        91.1554        8.40642                 NaN  0.186594E-002  0.160221                 NaN  0.560323E-001            NaN            NaN  0.220103                 NaN            NaN            NaN            NaN
  1318.30        500.000        88.9790        10.5758                 NaN            NaN            NaN            NaN  0.304986                 NaN            NaN  0.140263                 NaN            NaN            NaN            NaN
  1315.79        500.000        89.1361        10.8116                 NaN  0.291528E-003            NaN            NaN  0.223515E-001            NaN            NaN  0.296120E-001            NaN            NaN            NaN            NaN
  1313.28        500.000        99.4596       0.386330                 NaN            NaN  0.523153E-001            NaN            NaN            NaN            NaN  0.101763                 NaN            NaN            NaN            NaN
  1310.78        500.000        97.7619        2.15477                 NaN            NaN            NaN            NaN  0.833699E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1308.27        500.000        99.8724                 NaN            NaN            NaN  0.127621                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1305.76        500.000        94.3601        5.56991                 NaN            NaN            NaN            NaN  0.661438E-001            NaN            NaN  0.387826E-002            NaN            NaN            NaN            NaN
  1303.26        500.000        94.0349        5.93788                 NaN            NaN            NaN            NaN  0.180615E-001            NaN            NaN  0.918662E-002            NaN            NaN            NaN            NaN
  1300.75        500.000        99.8601                 NaN            NaN  0.705996E-003            NaN            NaN  0.996872E-001            NaN            NaN  0.395130E-001            NaN            NaN            NaN            NaN
  1298.25        500.000        99.7072                 NaN            NaN            NaN  0.557431E-001            NaN  0.116149                 NaN            NaN  0.120914                 NaN            NaN            NaN            NaN
  1295.74        500.000        99.9117                 NaN            NaN            NaN            NaN            NaN  0.883299E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1293.23        500.000        99.8760                 NaN            NaN            NaN            NaN            NaN  0.999143E-001            NaN            NaN  0.241036E-001            NaN            NaN            NaN            NaN
  1290.73        500.000        99.8355                 NaN            NaN            NaN            NaN            NaN  0.120690                 NaN            NaN  0.438168E-001            NaN            NaN            NaN            NaN
  1288.22        500.000        99.7966                 NaN            NaN            NaN            NaN            NaN  0.145574                 NaN            NaN  0.540257E-001            NaN  0.378067E-002            NaN            NaN
  1285.71        500.000        99.7107                 NaN            NaN            NaN            NaN            NaN  0.199973                 NaN            NaN  0.772943E-001            NaN  0.120495E-001            NaN            NaN
  1283.21        500.000        99.6142                 NaN            NaN            NaN            NaN            NaN  0.267260                 NaN            NaN  0.104178                 NaN  0.143765E-001            NaN            NaN
  1280.70        500.000        99.4695                 NaN            NaN            NaN            NaN            NaN  0.366151                 NaN            NaN  0.145552                 NaN  0.187874E-001            NaN            NaN
  1278.20        500.000        83.2400        15.9371                 NaN            NaN            NaN            NaN  0.564831                 NaN            NaN  0.227970                 NaN  0.301184E-001            NaN            NaN
  1275.69        500.000        73.6659        23.8904                 NaN            NaN            NaN            NaN   1.65896                 NaN            NaN  0.688221                 NaN  0.965621E-001            NaN            NaN
  1273.18        500.000        62.5406        34.8616                 NaN            NaN            NaN            NaN   1.75711                 NaN            NaN  0.753158                 NaN  0.874839E-001            NaN            NaN
  1270.68        500.000        89.9640                 NaN            NaN            NaN            NaN            NaN   6.91798                 NaN            NaN   2.87321                 NaN  0.244856                 NaN            NaN
  1268.17        500.000        99.1248                 NaN            NaN            NaN            NaN            NaN  0.572163                 NaN            NaN  0.271851                 NaN  0.311833E-001            NaN            NaN
  1265.66        500.000        99.1408                 NaN            NaN            NaN            NaN            NaN  0.562085                 NaN            NaN  0.268392                 NaN  0.287390E-001            NaN            NaN
  1263.16        500.000        99.1566                 NaN            NaN            NaN            NaN            NaN  0.552645                 NaN            NaN  0.263932                 NaN  0.268540E-001            NaN            NaN
  1260.65        500.000        99.1770                 NaN            NaN            NaN            NaN            NaN  0.540775                 NaN            NaN  0.256304                 NaN  0.259068E-001            NaN            NaN
  1258.15        500.000        99.1943                 NaN            NaN            NaN            NaN            NaN  0.530161                 NaN            NaN  0.251195                 NaN  0.243286E-001            NaN            NaN
  1255.64        500.000        99.2138                 NaN            NaN            NaN            NaN            NaN  0.519104                 NaN            NaN  0.243339                 NaN  0.237571E-001            NaN            NaN
  1253.13        500.000        99.2295                 NaN            NaN            NaN            NaN            NaN  0.509078                 NaN            NaN  0.239551                 NaN  0.218395E-001            NaN            NaN
  1250.63        500.000        99.2468                 NaN            NaN            NaN            NaN            NaN  0.499301                 NaN            NaN  0.232866                 NaN  0.210294E-001            NaN            NaN
  1248.12        500.000        99.2651                 NaN            NaN            NaN            NaN            NaN  0.488292                 NaN            NaN  0.226461                 NaN  0.201208E-001            NaN            NaN
  1245.61        500.000        99.2790                 NaN            NaN            NaN            NaN            NaN  0.479664                 NaN            NaN  0.222722                 NaN  0.186369E-001            NaN            NaN
  1243.11        500.000        99.2949                 NaN            NaN            NaN            NaN            NaN  0.469721                 NaN            NaN  0.217897                 NaN  0.174808E-001            NaN            NaN
  1240.60        500.000        98.2963                 NaN            NaN            NaN            NaN            NaN  0.616857                 NaN            NaN  0.303726                 NaN  0.304290E-001  0.752710                 NaN
  1238.10        500.000        96.5165                 NaN            NaN            NaN            NaN            NaN  0.877307                 NaN            NaN  0.454028                 NaN  0.531836E-001   2.09901                 NaN
  1235.59        500.000        96.7090                 NaN            NaN            NaN            NaN            NaN  0.829879                 NaN            NaN  0.426468                 NaN  0.489099E-001   1.98570                 NaN
  1233.08        500.000        96.8795                 NaN            NaN            NaN            NaN            NaN  0.788702                 NaN            NaN  0.401646                 NaN  0.450843E-001   1.88511                 NaN
  1230.58        500.000        97.0391                 NaN            NaN            NaN            NaN            NaN  0.750331                 NaN            NaN  0.379287                 NaN  0.413002E-001   1.79002                 NaN
  1228.07        500.000        97.1867                 NaN            NaN            NaN            NaN            NaN  0.713737                 NaN            NaN  0.356183                 NaN  0.384629E-001   1.70489                 NaN
  1225.56        500.000        97.3269                 NaN            NaN            NaN            NaN            NaN  0.678262                 NaN            NaN  0.335075                 NaN  0.356576E-001   1.62413                 NaN
  1223.06        500.000        97.4532                 NaN            NaN            NaN            NaN            NaN  0.647583                 NaN            NaN  0.317022                 NaN  0.327679E-001   1.54942                 NaN
  1220.55        500.000        78.0488                 NaN            NaN            NaN            NaN            NaN   2.72631                 NaN            NaN   1.87050                 NaN  0.115478        9.02828        8.21064     
  1218.05        500.000        39.3201                 NaN            NaN            NaN            NaN            NaN   7.18420                 NaN            NaN   5.00456                 NaN  0.254366        23.6833        24.5535     
  1215.54        500.000        53.9273                 NaN            NaN            NaN            NaN            NaN   5.55163                 NaN            NaN   3.81472                 NaN  0.180219        17.9062        18.6200     
  1213.03        500.000        64.9697                 NaN            NaN            NaN            NaN            NaN   4.23184                 NaN            NaN   2.90091                 NaN  0.131645        13.6081        14.1578     
  1210.53        500.000        72.3876                 NaN            NaN            NaN            NaN            NaN   3.31283                 NaN            NaN   2.28539                 NaN  0.100887        10.7470        11.1663     
  1208.02        500.000        77.1238                 NaN            NaN            NaN  0.185249                 NaN   2.36059       0.157399E-005            NaN   1.82425                 NaN  0.101808        9.02658        9.37773     
  1205.51        500.000        79.4951                 NaN            NaN            NaN  0.145060                 NaN   2.21302       0.138220E-005            NaN   1.65351                 NaN  0.789966E-001   8.04919        8.36507     
  1203.01        500.000        81.7214                 NaN            NaN            NaN            NaN            NaN   1.80904       0.353913                 NaN   1.49027                 NaN  0.624750E-001   7.17664        7.38628     
  1200.50        500.000        67.7265                 NaN            NaN            NaN   1.03208                 NaN   1.02476                 NaN            NaN   2.52907                 NaN  0.164725        13.0024        14.5205     
  1197.99        500.000        82.7313                 NaN            NaN            NaN  0.389967                 NaN   1.42269                 NaN            NaN   1.25799                 NaN  0.862792E-001   7.26674        6.84505     
  1195.49        500.000        91.2600                 NaN            NaN            NaN  0.250661                 NaN  0.575737                 NaN            NaN  0.649957                 NaN  0.470475E-001   3.72739        3.48925     
  1192.98        500.000        93.3365                 NaN            NaN            NaN            NaN            NaN   1.66189                 NaN            NaN  0.402745                 NaN  0.317298E-001   3.08212        1.48507     
  1190.48        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.82298       0.136316                 NaN   7.09747                 NaN  0.313857        42.7316        40.8978     
  1187.97        500.000                 NaN            NaN            NaN            NaN  0.850132                 NaN   2.54440        4.87571                 NaN   6.91739                 NaN  0.380012        43.2044        41.2280     
  1185.46        500.000                 NaN            NaN            NaN            NaN  0.906441                 NaN   2.36646        4.96291                 NaN   6.90965                 NaN  0.383625        43.2155        41.2555     
  1182.96        500.000                 NaN            NaN            NaN            NaN  0.893442                 NaN   2.40065        4.95171                 NaN   6.91411                 NaN  0.381729        43.2073        41.2511     
  1180.45        500.000                 NaN            NaN            NaN            NaN  0.924215                 NaN   2.24785        5.06687                 NaN   6.92006                 NaN  0.380337        43.1913        41.2694     
  1177.94        500.000                 NaN            NaN            NaN            NaN   2.05077                 NaN   5.27606       0.574740E-002            NaN   6.68126                 NaN  0.467643        43.8101        41.7084     
  1175.44        500.000                 NaN            NaN            NaN            NaN  0.981837                 NaN   2.29838        4.91537                 NaN   6.91555                 NaN  0.383192        43.2101        41.2955     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.91616        1.09600                 NaN   7.08362                 NaN  0.307458        42.6618        40.9349     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.38222        2.61187                 NaN   7.12779                 NaN  0.305539        42.6528        40.9198     
  1167.92        500.000                 NaN            NaN            NaN            NaN   1.40875                 NaN   3.32018        3.13528                 NaN   6.82961                 NaN  0.414450        43.4220        41.4697     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.01563                 NaN            NaN   7.14301                 NaN  0.300670        42.6116        40.9291     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.01940                 NaN            NaN   7.15033                 NaN  0.299349        42.6000        40.9309     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.02552                 NaN            NaN   7.15565                 NaN  0.297858        42.5868        40.9342     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.03183                 NaN            NaN   7.16108                 NaN  0.296362        42.5733        40.9374     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.02737                 NaN            NaN   7.15978                 NaN  0.297409        42.5774        40.9380     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.197747        8.82584                 NaN   7.15851                 NaN  0.298240        42.5808        40.9389     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.545541        8.48079                 NaN   7.16114                 NaN  0.297475        42.5739        40.9412     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.35609        2.68007                 NaN   7.16935                 NaN  0.294854        42.5546        40.9450     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.93239        6.09903                 NaN   7.16769                 NaN  0.295911        42.5594        40.9456     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.49573        7.55252                 NaN   7.18178                 NaN  0.291232        42.5281        40.9506     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.07297        7.98083                 NaN   7.18696                 NaN  0.289816        42.5159        40.9535     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.832994        8.22092                 NaN   7.18852                 NaN  0.289726        42.5126        40.9552     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.762300        8.28601                 NaN   7.18620                 NaN  0.291028        42.5189        40.9556     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.786023       0.306047        7.95781        7.18820                 NaN  0.290546        42.5138        40.9576     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.833071       0.651442        7.56845        7.19120                 NaN  0.289687        42.5062        40.9600     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.07926                 NaN            NaN   7.21125                 NaN  0.283134        42.4589        40.9674     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.930191        1.37469        6.75428        7.19728                 NaN  0.287951        42.4909        40.9647     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.235678        8.83656                 NaN   7.20825                 NaN  0.284662        42.4660        40.9689     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.02969        2.05240        5.98359        7.20380                 NaN  0.286122        42.4749        40.9695     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.09482                 NaN            NaN   7.22731                 NaN  0.278733        42.4219        40.9772     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.09892                 NaN            NaN   7.23119                 NaN  0.277680        42.4125        40.9797     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.10501                 NaN            NaN   7.23682                 NaN  0.276118        42.3993        40.9828     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.02631        4.07959                 NaN   7.23765                 NaN  0.275927        42.3958        40.9847     
  1107.77        500.000                 NaN            NaN            NaN            NaN   1.06098                 NaN   7.27183                 NaN            NaN   6.95725                 NaN  0.356011        42.9230        41.4310     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.62253        5.49315                 NaN   7.24770                 NaN  0.273140        42.3734        40.9901     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.09999        4.02060                 NaN   7.25231                 NaN  0.271822        42.3626        40.9927     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.524340        3.68230        4.91039        7.25165                 NaN  0.272257        42.3657        40.9934     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.73796        5.39119                 NaN   7.26065                 NaN  0.269447        42.3430        40.9978     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.42010       0.707140                 NaN   7.26087                 NaN  0.269603        42.3434        40.9989     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.67727        4.44190                 NaN   7.25417                 NaN  0.271846        42.3556        40.9993     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.13859                 NaN            NaN   7.27100                 NaN  0.266861        42.3190        41.0046     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.13258                 NaN            NaN   7.26738                 NaN  0.268260        42.3268        41.0050     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.86951        2.27423                 NaN   7.27943                 NaN  0.265441        42.3024        41.0090     
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.00174        6.11648                 NaN   7.25951                 NaN  0.271223        42.3446        41.0065     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.88035        6.24402                 NaN   7.26507                 NaN  0.269580        42.3316        41.0094     
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.72384        6.40689                 NaN   7.27218                 NaN  0.267832        42.3171        41.0122     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.24037        2.91665                 NaN   7.28921                 NaN  0.261672        42.2735        41.0186     
  1072.68        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.08252        1.32149        3.76714        7.30070                 NaN  0.258044        42.2471        41.0230     
