|6.6.6
Archiving\03_Data\Dfrac/QFM_m4.5/YM20/YM20_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1536.34        2500.00        99.0123                 NaN            NaN            NaN  0.874160E-001            NaN  0.900289                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.0226                 NaN            NaN            NaN  0.851654E-001            NaN  0.892267                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.0330                 NaN            NaN            NaN  0.821942E-001            NaN  0.884757                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.0427                 NaN            NaN            NaN  0.811773E-001            NaN  0.876107                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.0513                 NaN            NaN            NaN  0.747588E-001            NaN  0.873940                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.8492                 NaN            NaN            NaN  0.269600E-001            NaN  0.770088E-001   1.04685                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.8374                 NaN            NaN            NaN  0.212276E-002            NaN  0.112185        1.04829                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.8369                 NaN            NaN            NaN            NaN            NaN            NaN   1.16314                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.8381                 NaN            NaN            NaN  0.116777E-002            NaN            NaN   1.16074                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.8375                 NaN            NaN            NaN            NaN            NaN            NaN   1.16248                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.8379                 NaN            NaN            NaN            NaN            NaN            NaN   1.16212                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.8380                 NaN            NaN            NaN            NaN            NaN            NaN   1.16197                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.8328                 NaN            NaN            NaN            NaN            NaN            NaN   1.16719                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.8260                 NaN            NaN            NaN            NaN            NaN            NaN   1.17404                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.8147                 NaN            NaN            NaN            NaN            NaN            NaN   1.18534                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.8103                 NaN            NaN            NaN            NaN            NaN            NaN   1.18975                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.7901                 NaN            NaN            NaN            NaN            NaN            NaN   1.20994                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.7740                 NaN            NaN            NaN            NaN            NaN            NaN   1.22600                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.7360                 NaN            NaN            NaN            NaN            NaN            NaN   1.26402                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.5350                 NaN            NaN            NaN            NaN            NaN            NaN  0.375369        1.08967                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.1184                 NaN            NaN            NaN            NaN            NaN            NaN   1.36532       0.516324                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.1428                 NaN            NaN            NaN            NaN            NaN            NaN   1.35009       0.507075                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.1663                 NaN            NaN            NaN            NaN            NaN            NaN   1.33484       0.498844                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.1905                 NaN            NaN            NaN            NaN            NaN            NaN   1.31756       0.491905                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.2108                 NaN            NaN            NaN            NaN            NaN            NaN   1.30507       0.484106                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.2346                 NaN            NaN            NaN            NaN            NaN            NaN   1.28560       0.479794                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.2536                 NaN            NaN            NaN            NaN            NaN            NaN  0.471528        1.27487                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.2726                 NaN            NaN            NaN            NaN            NaN            NaN   1.26340       0.464031                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.2920                 NaN            NaN            NaN            NaN            NaN            NaN   1.24959       0.458391                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.3098                 NaN            NaN            NaN            NaN            NaN            NaN  0.450529        1.23970                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.3248                 NaN            NaN            NaN            NaN            NaN            NaN   1.23171       0.443484                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.3459                 NaN            NaN            NaN            NaN            NaN            NaN  0.435549        1.21853                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.3429                 NaN            NaN            NaN            NaN            NaN            NaN  0.438205        1.21243                 NaN  0.646909E-002            NaN            NaN            NaN
  1453.63        2500.00        95.0044                 NaN            NaN            NaN  0.178988E-002            NaN            NaN   1.48448        2.06011                 NaN   1.44925                 NaN            NaN            NaN
  1451.13        2500.00        94.8930                 NaN            NaN            NaN  0.618780                 NaN            NaN   1.14191        1.77395                 NaN   1.57235                 NaN            NaN            NaN
  1448.62        2500.00        95.0671                 NaN            NaN            NaN  0.632349                 NaN            NaN   1.74233        1.03578                 NaN   1.52240                 NaN            NaN            NaN
  1446.12        2500.00        95.2361                 NaN            NaN            NaN  0.627326                 NaN            NaN   1.70641       0.959458                 NaN   1.47074                 NaN            NaN            NaN
  1443.61        2500.00        95.3378                 NaN            NaN            NaN  0.633586                 NaN            NaN   1.70490       0.879774                 NaN   1.44389                 NaN            NaN            NaN
  1441.10        2500.00        95.6093                 NaN            NaN            NaN  0.609448                 NaN            NaN   1.60972       0.815834                 NaN   1.35573                 NaN            NaN            NaN
  1438.60        2500.00        95.6856                 NaN            NaN            NaN  0.617909                 NaN            NaN   1.61455       0.747431                 NaN   1.33455                 NaN            NaN            NaN
  1436.09        2500.00        95.8165                 NaN            NaN            NaN  0.616100                 NaN            NaN   1.58972       0.682813                 NaN   1.29490                 NaN            NaN            NaN
  1433.58        2500.00        95.9399                 NaN            NaN            NaN  0.613639                 NaN            NaN   1.56904       0.620462                 NaN   1.25691                 NaN            NaN            NaN
  1431.08        2500.00        96.0589                 NaN            NaN            NaN  0.611495                 NaN            NaN  0.559955        1.54881                 NaN   1.22085                 NaN            NaN            NaN
  1428.57        2500.00        96.1523                 NaN            NaN            NaN  0.612925                 NaN            NaN  0.491358        1.54668                 NaN   1.19675                 NaN            NaN            NaN
  1426.07        2500.00        96.3124                 NaN            NaN            NaN  0.602778                 NaN            NaN  0.440046        1.50261                 NaN   1.14216                 NaN            NaN            NaN
  1423.56        2500.00        96.3794                 NaN            NaN            NaN  0.606337                 NaN            NaN  0.388311        1.50355                 NaN   1.12241                 NaN            NaN            NaN
  1421.05        2500.00        96.4726                 NaN            NaN            NaN  0.605243                 NaN            NaN  0.334430        1.49384                 NaN   1.09393                 NaN            NaN            NaN
  1418.55        2500.00        96.5667                 NaN            NaN            NaN  0.603332                 NaN            NaN   1.48173       0.283614                 NaN   1.06460                 NaN            NaN            NaN
  1416.04        2500.00        96.6553                 NaN            NaN            NaN  0.602015                 NaN            NaN   1.47175       0.233611                 NaN   1.03735                 NaN            NaN            NaN
  1413.53        2500.00        96.7377                 NaN            NaN            NaN  0.600027                 NaN            NaN   1.47345       0.176945                 NaN   1.01189                 NaN            NaN            NaN
  1411.03        2500.00        96.8182                 NaN            NaN            NaN  0.598403                 NaN            NaN   1.46665       0.129939                 NaN  0.986841                 NaN            NaN            NaN
  1408.52        2500.00        96.8753                 NaN            NaN            NaN  0.600130                 NaN            NaN   1.48424       0.718037E-001            NaN  0.968506                 NaN            NaN            NaN
  1406.02        2500.00        96.9740                 NaN            NaN            NaN  0.590716                 NaN            NaN   1.46104       0.370935E-001            NaN  0.937135                 NaN            NaN            NaN
  1403.51        2500.00        97.0306                 NaN            NaN            NaN  0.579686                 NaN            NaN  0.374332E-001   1.43385                 NaN  0.918394                 NaN            NaN            NaN
  1401.00        2500.00        97.1007                 NaN            NaN            NaN  0.574876                 NaN            NaN   1.42795                 NaN            NaN  0.896432                 NaN            NaN            NaN
  1398.50        2500.00        97.1681                 NaN            NaN            NaN  0.573912                 NaN            NaN   1.38203                 NaN            NaN  0.875998                 NaN            NaN            NaN
  1395.99        2500.00        97.2314                 NaN            NaN            NaN  0.564870                 NaN            NaN   1.34928                 NaN            NaN  0.854489                 NaN            NaN            NaN
  1393.48        2500.00        97.2803                 NaN            NaN            NaN  0.541691                 NaN            NaN   1.34198                 NaN            NaN  0.836001                 NaN            NaN            NaN
  1390.98        2500.00        97.3379                 NaN            NaN            NaN  0.539986                 NaN            NaN   1.30440                 NaN            NaN  0.817688                 NaN            NaN            NaN
  1388.47        2500.00        97.3901                 NaN            NaN            NaN  0.531056                 NaN            NaN   1.27872                 NaN            NaN  0.800116                 NaN            NaN            NaN
  1385.96        2500.00        97.4511                 NaN            NaN            NaN  0.532145                 NaN            NaN   1.23530                 NaN            NaN  0.781464                 NaN            NaN            NaN
  1383.46        2500.00        97.5002                 NaN            NaN            NaN  0.519665                 NaN            NaN   1.21602                 NaN            NaN  0.764081                 NaN            NaN            NaN
  1380.95        2500.00        97.5476                 NaN            NaN            NaN  0.510332                 NaN            NaN   1.19406                 NaN            NaN  0.748042                 NaN            NaN            NaN
  1378.45        2500.00        97.5436                 NaN            NaN            NaN  0.504410                 NaN            NaN   1.20363                 NaN            NaN  0.748350                 NaN            NaN            NaN
  1375.94        2500.00        97.6857                 NaN            NaN            NaN  0.486894                 NaN            NaN   1.12674                 NaN            NaN  0.700644                 NaN            NaN            NaN
  1373.43        2500.00        97.6812                 NaN            NaN            NaN  0.489614                 NaN            NaN   1.12714                 NaN            NaN  0.702083                 NaN            NaN            NaN
  1370.93        2500.00        97.6972                 NaN            NaN            NaN  0.490941                 NaN            NaN   1.11221                 NaN            NaN  0.699674                 NaN            NaN            NaN
  1368.42        2500.00        97.7964                 NaN            NaN            NaN  0.469602                 NaN            NaN   1.07306                 NaN            NaN  0.660938                 NaN            NaN            NaN
  1365.91        2500.00        97.8128                 NaN            NaN            NaN  0.470176                 NaN            NaN   1.05892                 NaN            NaN  0.658067                 NaN            NaN            NaN
  1363.41        2500.00        97.8507                 NaN            NaN            NaN  0.464461                 NaN            NaN   1.03973                 NaN            NaN  0.645117                 NaN            NaN            NaN
  1360.90        2500.00        97.8915                 NaN            NaN            NaN  0.449267                 NaN            NaN   1.02914                 NaN            NaN  0.630060                 NaN            NaN            NaN
  1358.40        2500.00        97.9250                 NaN            NaN            NaN  0.440328                 NaN            NaN   1.01635                 NaN            NaN  0.618345                 NaN            NaN            NaN
  1355.89        2500.00        97.9625                 NaN            NaN            NaN  0.444579                 NaN            NaN  0.985202                 NaN            NaN  0.607725                 NaN            NaN            NaN
  1353.38        2500.00        97.9967                 NaN            NaN            NaN  0.426387                 NaN            NaN  0.983224                 NaN            NaN  0.593669                 NaN            NaN            NaN
  1350.88        2500.00        98.0425                 NaN            NaN            NaN  0.412764                 NaN            NaN  0.967814                 NaN            NaN  0.576926                 NaN            NaN            NaN
  1348.37        2500.00        98.0641                 NaN            NaN            NaN  0.409490                 NaN            NaN  0.956496                 NaN            NaN  0.569883                 NaN            NaN            NaN
  1345.86        2500.00        97.7455                 NaN            NaN            NaN  0.571697                 NaN            NaN  0.965540                 NaN            NaN  0.717254                 NaN            NaN            NaN
  1343.36        2500.00        98.4849                 NaN            NaN            NaN  0.215954                 NaN            NaN  0.912993                 NaN            NaN  0.386154                 NaN            NaN            NaN
  1340.85        2500.00        98.1575                 NaN            NaN            NaN  0.370588                 NaN            NaN  0.936582                 NaN            NaN  0.535293                 NaN            NaN            NaN
  1338.35        2500.00        98.1884                 NaN            NaN            NaN  0.372595                 NaN            NaN  0.913533                 NaN            NaN  0.525438                 NaN            NaN            NaN
  1335.84        2500.00        98.2178                 NaN            NaN            NaN  0.364567                 NaN            NaN  0.902198                 NaN            NaN  0.515413                 NaN            NaN            NaN
  1333.33        2500.00        98.2428                 NaN            NaN            NaN  0.353088                 NaN            NaN  0.898329                 NaN            NaN  0.505755                 NaN            NaN            NaN
  1330.83        2500.00        98.2693                 NaN            NaN            NaN  0.343207                 NaN            NaN  0.891314                 NaN            NaN  0.496153                 NaN            NaN            NaN
  1328.32        2500.00        98.2956                 NaN            NaN            NaN  0.334977                 NaN            NaN  0.882659                 NaN            NaN  0.486797                 NaN            NaN            NaN
  1325.81        2500.00        98.3215                 NaN            NaN            NaN  0.318924                 NaN            NaN  0.881726                 NaN            NaN  0.477865                 NaN            NaN            NaN
  1323.31        2500.00        98.3492                 NaN            NaN            NaN  0.312589                 NaN            NaN  0.870921                 NaN            NaN  0.467325                 NaN            NaN            NaN
  1320.80        2500.00        98.3697                 NaN            NaN            NaN  0.305429                 NaN            NaN  0.864797                 NaN            NaN  0.460074                 NaN            NaN            NaN
  1318.30        2500.00        98.3931                 NaN            NaN            NaN  0.294092                 NaN            NaN  0.861164                 NaN            NaN  0.451611                 NaN            NaN            NaN
  1315.79        2500.00        98.4163                 NaN            NaN            NaN  0.282968                 NaN            NaN  0.857438                 NaN            NaN  0.443326                 NaN            NaN            NaN
  1313.28        2500.00        98.4384                 NaN            NaN            NaN  0.273417                 NaN            NaN  0.851918                 NaN            NaN  0.436293                 NaN            NaN            NaN
  1310.78        2500.00        98.4599                 NaN            NaN            NaN  0.257119                 NaN            NaN  0.856331                 NaN            NaN  0.426697                 NaN            NaN            NaN
  1308.27        2500.00        98.4784                 NaN            NaN            NaN  0.246710                 NaN            NaN  0.854303                 NaN            NaN  0.420595                 NaN            NaN            NaN
  1305.76        2500.00        98.4973                 NaN            NaN            NaN  0.239330                 NaN            NaN  0.849660                 NaN            NaN  0.413753                 NaN            NaN            NaN
  1303.26        2500.00        98.2279                 NaN            NaN            NaN  0.239112                 NaN            NaN  0.922905                 NaN            NaN  0.442228       0.167830                 NaN            NaN
  1300.75        2500.00        81.2298                 NaN            NaN            NaN   1.02338                 NaN            NaN   5.26276                 NaN            NaN   2.53042        9.95365                 NaN            NaN
  1298.25        2500.00        82.7370                 NaN            NaN            NaN  0.723891                 NaN            NaN   5.20255                 NaN            NaN   2.34475        8.99183                 NaN            NaN
  1295.74        2500.00        77.7069                 NaN            NaN            NaN  0.775184                 NaN            NaN   6.51674                 NaN            NaN   3.01069        11.5206       0.469926                 NaN
  1293.23        2500.00        77.3360                 NaN            NaN            NaN  0.706140                 NaN            NaN   6.65708                 NaN            NaN   3.05762        11.6013       0.641844                 NaN
  1290.73        2500.00        80.3136                 NaN            NaN            NaN  0.555313                 NaN            NaN   5.95692                 NaN            NaN   2.66434        9.96850       0.541354                 NaN
  1288.22        2500.00        82.7167                 NaN            NaN            NaN  0.424802                 NaN            NaN   5.38443                 NaN            NaN   2.34665        8.66514       0.462293                 NaN
  1285.71        2500.00        84.6547                 NaN            NaN            NaN  0.226254                 NaN            NaN   5.02424                 NaN            NaN   2.08934        7.61158       0.393847                 NaN
  1283.21        2500.00        78.3834                 NaN            NaN            NaN            NaN            NaN            NaN   7.29325                 NaN            NaN   2.90894        10.8360       0.578341                 NaN
  1280.70        2500.00        81.9416                 NaN            NaN            NaN   2.53716                 NaN            NaN   1.83076                 NaN            NaN   2.90672        10.1675       0.616303                 NaN
  1278.20        2500.00        87.2012                 NaN            NaN            NaN            NaN            NaN            NaN   3.85934                 NaN            NaN   1.86447        6.74704       0.327949                 NaN
  1275.69        2500.00        93.7030                 NaN            NaN            NaN            NaN            NaN            NaN   1.69216                 NaN            NaN  0.938160        3.48151       0.185192                 NaN
  1273.18        2500.00        96.5191                 NaN            NaN            NaN            NaN            NaN            NaN  0.920723                 NaN            NaN  0.520914        1.93680       0.102450                 NaN
  1270.68        2500.00        98.4451                 NaN            NaN            NaN            NaN            NaN            NaN  0.569271                 NaN            NaN  0.224875       0.730731       0.300176E-001            NaN
  1268.17        2500.00        97.6391                 NaN            NaN            NaN            NaN            NaN            NaN  0.187614       0.548077                 NaN  0.357110        1.20574       0.623737E-001            NaN
  1265.66        2500.00        98.7937                 NaN            NaN            NaN            NaN            NaN            NaN  0.460074                 NaN            NaN  0.139789       0.576772       0.296991E-001            NaN
  1263.16        2500.00        98.1574                 NaN            NaN            NaN            NaN            NaN            NaN  0.284197       0.134745                 NaN  0.300138        1.06590       0.576346E-001            NaN
  1260.65        2500.00        99.0247                 NaN            NaN            NaN            NaN            NaN            NaN  0.591458                 NaN            NaN  0.563547E-001  0.325643       0.185391E-002            NaN
  1258.15        2500.00        96.4367                 NaN            NaN            NaN            NaN            NaN            NaN   1.94791                 NaN            NaN  0.430254        1.15499       0.301442E-001            NaN
  1255.64        2500.00        70.0087        12.4827        13.8129                 NaN            NaN            NaN            NaN   1.21979                 NaN            NaN  0.518384        1.86956       0.879308E-001            NaN
  1253.13        2500.00        74.7894                 NaN            NaN            NaN            NaN            NaN            NaN   2.21918        11.2556                 NaN   2.80353        8.68308       0.249258                 NaN
  1250.63        2500.00        95.1093                 NaN            NaN            NaN            NaN            NaN            NaN   1.67919                 NaN            NaN  0.608191        2.46881       0.134557                 NaN
  1248.12        2500.00        95.5086                 NaN            NaN            NaN            NaN            NaN            NaN   1.13961       0.362095                 NaN  0.568377        2.30147       0.119873                 NaN
  1245.61        2500.00        95.4807                 NaN            NaN            NaN            NaN            NaN            NaN   1.58184                 NaN            NaN  0.589658        2.24591       0.101857                 NaN
  1243.11        2500.00        95.1149                 NaN            NaN            NaN            NaN            NaN            NaN   1.63116                 NaN            NaN  0.652420        2.45176       0.149785                 NaN
  1240.60        2500.00        95.1715                 NaN            NaN            NaN            NaN            NaN            NaN  0.343417        1.21029                 NaN  0.622042        2.59426       0.584814E-001            NaN
  1238.10        2500.00        98.1027                 NaN            NaN            NaN            NaN            NaN            NaN  0.178774       0.567946                 NaN  0.231565       0.865286       0.537259E-001            NaN
  1235.59        2500.00        96.9036                 NaN            NaN            NaN            NaN            NaN            NaN  0.587640                 NaN            NaN  0.304367        2.03471       0.169713                 NaN
  1233.08        2500.00        83.7664                 NaN            NaN            NaN            NaN            NaN            NaN   3.45847                 NaN            NaN   1.58176        6.57102       0.118581        4.50380     
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.40536        8.13615       0.870219E-004   8.43946        43.3587        1.06494        31.5954     
  1228.07        2500.00                 NaN            NaN            NaN            NaN   4.65837                 NaN            NaN  0.286383E-005   8.40008                 NaN   8.08202        44.6960        1.40506        32.7584     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.81876        11.6924                 NaN   8.38646        43.4214        1.08458        31.5964     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.30205        8.29781       0.461950E-005   8.45735        43.2659        1.06532        31.6116     
  1220.55        2500.00                 NaN            NaN            NaN            NaN   4.75052                 NaN            NaN   8.28220                 NaN            NaN   8.07756        44.6984        1.40516        32.7861     
  1218.05        2500.00                 NaN            NaN            NaN            NaN   4.76039                 NaN            NaN   8.26892                 NaN            NaN   8.07791        44.6984        1.40528        32.7891     
  1215.54        2500.00                 NaN            NaN            NaN            NaN   4.77208                 NaN            NaN   8.25187                 NaN            NaN   8.07783        44.7004        1.40569        32.7921     
  1213.03        2500.00                 NaN            NaN            NaN            NaN   4.77996                 NaN            NaN   8.24248                 NaN            NaN   8.07790        44.6992        1.40570        32.7948     
  1210.53        2500.00                 NaN            NaN            NaN            NaN   4.78868                 NaN            NaN   8.23109                 NaN            NaN   8.07832        44.6987        1.40577        32.7974     
  1208.02        2500.00                 NaN            NaN            NaN            NaN   4.79920                 NaN            NaN   8.21806                 NaN            NaN   8.08246        44.6934        1.40579        32.8011     
  1205.51        2500.00                 NaN            NaN            NaN            NaN   4.80953                 NaN            NaN   8.20340                 NaN            NaN   8.08194        44.6954        1.40604        32.8037     
  1203.01        2500.00                 NaN            NaN            NaN            NaN   4.81741                 NaN            NaN   8.19309                 NaN            NaN   8.07819        44.6990        1.40635        32.8060     
  1200.50        2500.00                 NaN            NaN            NaN            NaN   4.82360                 NaN            NaN   8.18791                 NaN            NaN   8.08196        44.6920        1.40566        32.8089     
  1197.99        2500.00                 NaN            NaN            NaN            NaN   4.83376                 NaN            NaN   8.17316                 NaN            NaN   8.08041        44.6941        1.40685        32.8117     
  1195.49        2500.00                 NaN            NaN            NaN            NaN   4.84262                 NaN            NaN   8.16066                 NaN            NaN   8.07900        44.6973        1.40668        32.8137     
  1192.98        2500.00                 NaN            NaN            NaN            NaN   4.85528                 NaN            NaN   8.14135                 NaN            NaN   8.08013        44.6990        1.40727        32.8170     
  1190.48        2500.00                 NaN            NaN            NaN            NaN   4.85788                 NaN            NaN   8.14185                 NaN            NaN   8.08172        44.6932        1.40643        32.8189     
  1187.97        2500.00                 NaN            NaN            NaN            NaN   4.87167                 NaN            NaN   8.12119                 NaN            NaN   8.07901        44.6985        1.40731        32.8224     
  1185.46        2500.00                 NaN            NaN            NaN            NaN   4.88056                 NaN            NaN   8.10966                 NaN            NaN   8.07910        44.6984        1.40737        32.8250     
  1182.96        2500.00                 NaN            NaN            NaN            NaN   4.88633                 NaN            NaN   8.10324                 NaN            NaN   8.08145        44.6948        1.40696        32.8272     
  1180.45        2500.00                 NaN            NaN            NaN            NaN   4.89786                 NaN            NaN   8.08723                 NaN            NaN   8.07929        44.6977        1.40760        32.8303     
  1177.94        2500.00                 NaN            NaN            NaN            NaN   4.90723                 NaN            NaN   8.07402                 NaN            NaN   8.08017        44.6977        1.40792        32.8330     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.56280        11.9061       0.111540E-005   8.50898        43.3827        1.06252        31.5769     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.53583        11.9374                 NaN   8.51610        43.3726        1.06063        31.5775     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.51799        13.0630                 NaN   8.54996        43.2101        1.05429        31.6047     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.76232        12.7979                 NaN   8.54343        43.2351        1.06044        31.6008     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.64200        12.9138                 NaN   8.53468        43.2460        1.06370        31.5998     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.61736        12.9439                 NaN   8.54017        43.2375        1.06052        31.6005     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.63578        12.9465                 NaN   8.56671        43.2003        1.04675        31.6040     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.50380        13.0996                 NaN   8.56876        43.1769        1.04353        31.6073     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.9338        3.77015                 NaN   8.60940        43.0380        1.02193        31.6267     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.7363        3.97027       0.284825E-005   8.61783        43.0304        1.01847        31.6267     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.7724        3.93219                 NaN   8.62165        43.0317        1.01652        31.6256     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.7878        3.92484                 NaN   8.62648        43.0203        1.01374        31.6269     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.6486        4.04869                 NaN   8.61345        43.0432        1.02148        31.6246     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.5476        4.17550                 NaN   8.63162        43.0026        1.01185        31.6308     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.3732        4.34955       0.135691E-005   8.63431        43.0016        1.01072        31.6306     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.61597        13.0117                 NaN   8.59171        43.1358        1.03261        31.6123     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.62996        12.9942                 NaN   8.57929        43.1462        1.03815        31.6122     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.61930        13.0111                 NaN   8.58414        43.1370        1.03540        31.6131     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.61113        13.0255                 NaN   8.58905        43.1277        1.03264        31.6141     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.11291        13.6163                 NaN   8.63186        42.9975        1.00704        31.6344     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.12119        13.6104                 NaN   8.63443        42.9940        1.00551        31.6345     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.05153        13.6769                 NaN   8.63032        43.0012        1.00670        31.6334     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.03026        13.7058                 NaN   8.63178        42.9911        1.00581        31.6352     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.52471        13.1570                 NaN   8.63254        43.0571        1.00859        31.6201     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.0059        3.80473                 NaN   8.69775        42.8676       0.976971        31.6470     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.6455        4.13986                 NaN   8.67480        42.9110       0.988609        31.6403     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.9157        3.87722                 NaN   8.67941        42.8967       0.986826        31.6441     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.56298        13.1441                 NaN   8.65224        43.0172       0.998487        31.6250     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.59947        13.1061                 NaN   8.64079        43.0228        1.00468        31.6262     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.2148        3.60820                 NaN   8.71680        42.8444       0.966792        31.6490     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.1726        3.65236                 NaN   8.70978        42.8460       0.970030        31.6492     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.8687        4.87810                 NaN   8.75999        42.8949       0.972638        31.6256     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.6047        4.13268       0.652820E-005   8.75806        42.9157       0.966422        31.6224     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   12.1220        3.72603       0.562308E-005   8.72569        42.8104       0.962033        31.6539     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.34743        11.4969       0.294138E-005   8.71368        42.8229       0.968117        31.6510     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.120553E-001   12.0140        3.83348        8.73210        42.8002       0.955957        31.6521     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.1923        4.60065                 NaN   8.80843        42.8086       0.953507        31.6365     
  1082.71        2500.00                 NaN            NaN            NaN            NaN   5.12655                 NaN            NaN  0.286378E-005   7.80153                 NaN   8.08961        44.6683        1.40872        32.9053     
