|6.6.6
Archiving\03_Data\frac/QFM_m0.25/TAY13/TAY13_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       O(HP)          mang           Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1471.18        2500.00        99.3336       0.534437E-001            NaN            NaN            NaN  0.612907                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        99.3450       0.523395E-001            NaN            NaN            NaN  0.602681                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        99.3452       0.473398E-001            NaN            NaN            NaN  0.607414                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        99.3505       0.455619E-001            NaN            NaN            NaN  0.603916                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        99.3532       0.470485E-001            NaN            NaN            NaN  0.599774                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        99.3619       0.413371E-001            NaN            NaN            NaN  0.596807                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        99.3639       0.416208E-001            NaN            NaN            NaN  0.594494                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        99.3661       0.361103E-001            NaN            NaN            NaN  0.597755                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        99.2651       0.165525E-001            NaN            NaN            NaN  0.234281       0.484116                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        99.2576       0.148250E-001            NaN            NaN            NaN  0.189254       0.538343                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.9048       0.336549E-001            NaN            NaN            NaN            NaN  0.549950       0.511550                 NaN            NaN            NaN            NaN
  1443.61        2500.00        98.7745       0.122980                 NaN            NaN            NaN  0.300177E-001  0.948483       0.124032                 NaN            NaN            NaN            NaN
  1441.10        2500.00        98.7869       0.120337                 NaN            NaN            NaN  0.168319E-001  0.142535       0.933383                 NaN            NaN            NaN            NaN
  1438.60        2500.00        97.2778       0.200163                 NaN            NaN            NaN  0.328248        2.19380                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        99.1666       0.895064E-001            NaN            NaN            NaN  0.531764E-001  0.554160E-001  0.635324                 NaN            NaN            NaN            NaN
  1431.08        2500.00        98.8449       0.114879                 NaN            NaN            NaN  0.116518       0.923695                 NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.8522       0.106321                 NaN            NaN            NaN  0.131472       0.909972                 NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.8587       0.995050E-001            NaN            NaN            NaN  0.890981E-001  0.881890       0.708316E-001            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.8660       0.944093E-001            NaN            NaN            NaN  0.629399E-001  0.115698       0.860992                 NaN            NaN            NaN            NaN
  1421.05        2500.00        98.8753       0.927359E-001            NaN            NaN            NaN  0.494531E-001  0.134359       0.848172                 NaN            NaN            NaN            NaN
  1418.55        2500.00        98.8849       0.891866E-001            NaN            NaN            NaN  0.487125E-001  0.139525       0.837631                 NaN            NaN            NaN            NaN
  1416.04        2500.00        98.8931       0.860681E-001            NaN            NaN            NaN  0.506647E-001  0.139670       0.830479                 NaN            NaN            NaN            NaN
  1413.53        2500.00        98.9014       0.843435E-001            NaN            NaN            NaN  0.379532E-001  0.157888       0.818376                 NaN            NaN            NaN            NaN
  1411.03        2500.00        98.9092       0.812930E-001            NaN            NaN            NaN  0.385460E-001  0.160221       0.810738                 NaN            NaN            NaN            NaN
  1408.52        2500.00        98.9166       0.781626E-001            NaN            NaN            NaN  0.399807E-001  0.803243       0.161985                 NaN            NaN            NaN            NaN
  1406.02        2500.00        98.9236       0.757175E-001            NaN            NaN            NaN  0.355254E-001  0.794847       0.170287                 NaN            NaN            NaN            NaN
  1403.51        2500.00        98.9302       0.730462E-001            NaN            NaN            NaN  0.331305E-001  0.786977       0.176668                 NaN            NaN            NaN            NaN
  1401.00        2500.00        98.9369       0.702445E-001            NaN            NaN            NaN  0.323452E-001  0.180642       0.779886                 NaN            NaN            NaN            NaN
  1398.50        2500.00        98.9418       0.685854E-001            NaN            NaN            NaN  0.213546E-001  0.771692       0.196535                 NaN            NaN            NaN            NaN
  1395.99        2500.00        97.9818       0.332768                 NaN            NaN            NaN            NaN  0.295332       0.798268       0.591867                 NaN            NaN            NaN
  1393.48        2500.00        97.5619       0.460241                 NaN            NaN            NaN            NaN  0.809896       0.307725       0.860258                 NaN            NaN            NaN
  1390.98        2500.00        97.6441       0.452929                 NaN            NaN            NaN            NaN  0.287908       0.784399       0.830658                 NaN            NaN            NaN
  1388.47        2500.00        97.6819       0.457017                 NaN            NaN            NaN            NaN  0.778884       0.262948       0.819248                 NaN            NaN            NaN
  1385.96        2500.00        97.7333       0.456311                 NaN            NaN            NaN            NaN  0.242962       0.765647       0.801790                 NaN            NaN            NaN
  1383.46        2500.00        97.7802       0.456407                 NaN            NaN            NaN            NaN  0.221526       0.755924       0.785906                 NaN            NaN            NaN
  1380.95        2500.00        97.8273       0.455834                 NaN            NaN            NaN            NaN  0.744834       0.201951       0.770057                 NaN            NaN            NaN
  1378.45        2500.00        97.8723       0.455331                 NaN            NaN            NaN            NaN  0.734318       0.183278       0.754741                 NaN            NaN            NaN
  1375.94        2500.00        97.9164       0.454768                 NaN            NaN            NaN            NaN  0.724090       0.165107       0.739683                 NaN            NaN            NaN
  1373.43        2500.00        97.9591       0.453353                 NaN            NaN            NaN            NaN  0.714455       0.147928       0.725186                 NaN            NaN            NaN
  1370.93        2500.00        97.9964       0.452671                 NaN            NaN            NaN            NaN  0.132649       0.706330       0.711942                 NaN            NaN            NaN
  1368.42        2500.00        98.0398       0.450536                 NaN            NaN            NaN            NaN  0.117979       0.694687       0.696970                 NaN            NaN            NaN
  1365.91        2500.00        98.0795       0.449068                 NaN            NaN            NaN            NaN  0.101753       0.686316       0.683375                 NaN            NaN            NaN
  1363.41        2500.00        98.1169       0.447218                 NaN            NaN            NaN            NaN  0.676655       0.888288E-001  0.670361                 NaN            NaN            NaN
  1360.90        2500.00        98.1509       0.445069                 NaN            NaN            NaN            NaN  0.668563       0.773442E-001  0.658126                 NaN            NaN            NaN
  1358.40        2500.00        98.1890       0.442457                 NaN            NaN            NaN            NaN  0.659050       0.644825E-001  0.644961                 NaN            NaN            NaN
  1355.89        2500.00        98.2219       0.439511                 NaN            NaN            NaN            NaN  0.548932E-001  0.650664       0.633018                 NaN            NaN            NaN
  1353.38        2500.00        98.2552       0.436584                 NaN            NaN            NaN            NaN  0.642532       0.445268E-001  0.621206                 NaN            NaN            NaN
  1350.88        2500.00        98.2882       0.432878                 NaN            NaN            NaN            NaN  0.632972       0.368086E-001  0.609169                 NaN            NaN            NaN
  1348.37        2500.00        98.3203       0.429508                 NaN            NaN            NaN            NaN  0.624368       0.280856E-001  0.597761                 NaN            NaN            NaN
  1345.86        2500.00        98.3510       0.425181                 NaN            NaN            NaN            NaN  0.615787       0.217053E-001  0.586368                 NaN            NaN            NaN
  1343.36        2500.00        98.3830       0.427252                 NaN            NaN            NaN            NaN  0.613754                 NaN  0.575972                 NaN            NaN            NaN
  1340.85        2500.00        98.4057       0.409554                 NaN            NaN            NaN            NaN  0.592864       0.274254E-001  0.564485                 NaN            NaN            NaN
  1338.35        2500.00        98.4375       0.410406                 NaN            NaN            NaN            NaN  0.785931E-002  0.590322       0.553891                 NaN            NaN            NaN
  1335.84        2500.00        98.4646       0.405158                 NaN            NaN            NaN            NaN  0.503731E-002  0.581526       0.543707                 NaN            NaN            NaN
  1333.33        2500.00        98.4908       0.399210                 NaN            NaN            NaN            NaN  0.573271       0.318161E-002  0.533575                 NaN            NaN            NaN
  1330.83        2500.00        98.5160       0.393721                 NaN            NaN            NaN            NaN  0.565161       0.112383E-002  0.523992                 NaN            NaN            NaN
  1328.32        2500.00        98.5396       0.387940                 NaN            NaN            NaN            NaN  0.893327E-003  0.556658       0.514897                 NaN            NaN            NaN
  1325.81        2500.00        98.5717       0.378194                 NaN            NaN            NaN            NaN  0.545540       0.260104E-002  0.501973                 NaN            NaN            NaN
  1323.31        2500.00        98.5905       0.372612                 NaN            NaN            NaN            NaN  0.383264E-002  0.538381       0.494654                 NaN            NaN            NaN
  1320.80        2500.00        98.6154       0.365335                 NaN            NaN            NaN            NaN  0.493706E-002  0.529289       0.485055                 NaN            NaN            NaN
  1318.30        2500.00        98.6340       0.359680                 NaN            NaN            NaN            NaN  0.790837E-002  0.519889       0.478539                 NaN            NaN            NaN
  1315.79        2500.00        98.5078       0.997799E-001            NaN  0.105479                 NaN            NaN  0.308573       0.517401       0.460925                 NaN            NaN            NaN
  1313.28        2500.00        98.3790                 NaN            NaN  0.207626                 NaN            NaN  0.585618       0.347377       0.480369                 NaN            NaN            NaN
  1310.78        2500.00        98.4260                 NaN            NaN  0.200827                 NaN            NaN  0.566627       0.338508       0.468051                 NaN            NaN            NaN
  1308.27        2500.00        98.4726                 NaN            NaN  0.194241                 NaN            NaN  0.548310       0.329145       0.455717                 NaN            NaN            NaN
  1305.76        2500.00        98.5175                 NaN            NaN  0.187635                 NaN            NaN  0.529889       0.321054       0.443918                 NaN            NaN            NaN
  1303.26        2500.00        98.5601                 NaN            NaN  0.181052                 NaN            NaN  0.313976       0.512380       0.432494                 NaN            NaN            NaN
  1300.75        2500.00        98.6012                 NaN            NaN  0.174970                 NaN            NaN  0.495692       0.306579       0.421534                 NaN            NaN            NaN
  1298.25        2500.00        98.6411                 NaN            NaN  0.168707                 NaN            NaN  0.300396       0.478926       0.410881                 NaN            NaN            NaN
  1295.74        2500.00        98.6800                 NaN            NaN  0.162748                 NaN            NaN  0.294139       0.462794       0.400289                 NaN            NaN            NaN
  1293.23        2500.00        85.7476                 NaN            NaN  0.665293                 NaN            NaN   1.68158        1.96891        2.03791        7.89869                 NaN            NaN
  1290.73        2500.00        77.0963                 NaN            NaN  0.934331                 NaN            NaN   2.33758        3.22825        3.12277        13.2807                 NaN            NaN
  1288.22        2500.00        81.9185                 NaN            NaN  0.722714                 NaN            NaN   1.80748        2.61975        2.49754        10.4340                 NaN            NaN
  1285.71        2500.00        85.0891                 NaN            NaN  0.589049                 NaN            NaN   2.20228        1.46779        2.08314        8.56860                 NaN            NaN
  1283.21        2500.00        87.3295                 NaN            NaN  0.497984                 NaN            NaN   1.23372        1.89542        1.78811        7.25527                 NaN            NaN
  1280.70        2500.00        88.9944                 NaN            NaN  0.433154                 NaN            NaN   1.65670        1.06536        1.56664        6.28372                 NaN            NaN
  1278.20        2500.00        87.5699                 NaN            NaN  0.398648                 NaN            NaN   1.20670        1.88329        1.76302        7.17841                 NaN            NaN
  1275.69        2500.00        94.0705                 NaN            NaN  0.373212                 NaN            NaN  0.583906       0.795658       0.880397        3.29633                 NaN            NaN
  1273.18        2500.00        91.9985                 NaN            NaN  0.317829                 NaN            NaN  0.775888        1.19500        1.16454        4.54827                 NaN            NaN
  1270.68        2500.00        85.5663                 NaN            NaN  0.600205                 NaN            NaN   1.54251        1.80213        2.11627        8.37257                 NaN            NaN
  1268.17        2500.00        99.7643                 NaN            NaN  0.313148E-001            NaN            NaN  0.192245                 NaN  0.120908E-001            NaN            NaN            NaN
  1265.66        2500.00        95.9605                 NaN            NaN  0.201658                 NaN            NaN  0.467032       0.533589       0.584055        2.25315                 NaN            NaN
  1263.16        2500.00        94.3119                 NaN            NaN  0.247933                 NaN            NaN  0.577388       0.790500       0.840490        3.23178                 NaN            NaN
  1260.65        2500.00        94.8448                 NaN            NaN  0.224206                 NaN            NaN  0.723429       0.518880       0.760536        2.92812                 NaN            NaN
  1258.15        2500.00        95.0372                 NaN            NaN  0.217869                 NaN            NaN  0.504348       0.682775       0.733503        2.82432                 NaN            NaN
  1255.64        2500.00        95.3400                 NaN            NaN  0.206722                 NaN            NaN  0.634141       0.470489       0.689609        2.65903                 NaN            NaN
  1253.13        2500.00        95.7545                 NaN            NaN  0.195048                 NaN            NaN  0.450430       0.548171       0.626288        2.42556                 NaN            NaN
  1250.63        2500.00        95.6494                 NaN            NaN  0.197092                 NaN            NaN  0.570662       0.435567       0.644643        2.50268                 NaN            NaN
  1248.12        2500.00        95.7958                 NaN            NaN  0.218802                 NaN            NaN  0.315168       0.565348       0.611051        2.49386                 NaN            NaN
  1245.61        2500.00        96.9788                 NaN            NaN  0.108696                 NaN            NaN  0.206620       0.597442       0.446090        1.66234                 NaN            NaN
  1243.11        2500.00        96.4710                 NaN            NaN  0.153403                 NaN            NaN  0.330255       0.489410       0.520291        2.03564                 NaN            NaN
  1240.60        2500.00        94.0075                 NaN            NaN  0.289649       0.139401E-002            NaN  0.443873                 NaN  0.634043        2.83603        1.77919       0.828960E-002
  1238.10        2500.00        93.9198                 NaN            NaN  0.136817                 NaN            NaN  0.633778       0.897321       0.860349        3.50198                 NaN  0.499356E-001
  1235.59        2500.00        94.3754                 NaN            NaN  0.297334                 NaN            NaN  0.540543                 NaN  0.594364        2.66567        1.52672                 NaN
  1233.08        2500.00        82.4411                 NaN            NaN  0.621591                 NaN            NaN   1.57579       0.268103        1.70433        7.67526        5.71386                 NaN
  1230.58        2500.00        87.9044                 NaN            NaN  0.177642       0.331606                 NaN  0.898765                 NaN   1.15033        5.26337        4.27391                 NaN
  1228.07        2500.00        73.5070                 NaN            NaN  0.966859                 NaN            NaN   2.08498       0.193470        2.45373        12.0272        8.76677                 NaN
  1225.56        2500.00        71.6483                 NaN            NaN   1.05897                 NaN            NaN   2.02613                 NaN   2.50247        13.0929        9.67131                 NaN
  1223.06        2500.00                 NaN            NaN            NaN   3.45906                 NaN            NaN   6.44678                 NaN   8.21988        47.3262        34.5481                 NaN
  1220.55        2500.00                 NaN            NaN            NaN   3.47749                 NaN            NaN   6.41316                 NaN   8.21356        47.3198        34.5760                 NaN
  1218.05        2500.00                 NaN            NaN            NaN   3.46237                 NaN            NaN   6.44607                 NaN   8.22447        47.3059        34.5612                 NaN
  1215.54        2500.00                 NaN            NaN            NaN   3.51920                 NaN            NaN   6.34011                 NaN   8.30504        47.1624        34.6733                 NaN
  1213.03        2500.00                 NaN            NaN            NaN   3.47406                 NaN            NaN   6.42298                 NaN   8.22826        47.2908        34.5839                 NaN
  1210.53        2500.00                 NaN            NaN            NaN   3.47592                 NaN            NaN   6.40822                 NaN   8.23616        47.2932        34.5865                 NaN
  1208.02        2500.00                 NaN            NaN            NaN   3.47662                 NaN            NaN   6.40689                 NaN   8.24179        47.2830        34.5917                 NaN
  1205.51        2500.00                 NaN            NaN            NaN   3.54239                 NaN            NaN   6.30290                 NaN   8.33872        47.0859        34.7301                 NaN
  1203.01        2500.00                 NaN            NaN            NaN   3.48001                 NaN            NaN   6.40524                 NaN   8.24414        47.2670        34.6037                 NaN
  1200.50        2500.00                 NaN            NaN            NaN   3.47914                 NaN            NaN   6.39907                 NaN   8.25305        47.2644        34.6044                 NaN
  1197.99        2500.00                 NaN            NaN            NaN   3.48773                 NaN            NaN   6.38511                 NaN   8.25224        47.2547        34.6202                 NaN
  1195.49        2500.00                 NaN            NaN            NaN   3.48306                 NaN            NaN   6.38745                 NaN   8.26151        47.2522        34.6158                 NaN
  1192.98        2500.00                 NaN            NaN            NaN   3.48938                 NaN            NaN   6.37987                 NaN   8.25979        47.2425        34.6285                 NaN
  1190.48        2500.00                 NaN            NaN            NaN   3.49342                 NaN            NaN   6.37567                 NaN   8.25762        47.2369        34.6364                 NaN
  1187.97        2500.00                 NaN            NaN            NaN   3.49609                 NaN            NaN   6.36888                 NaN   8.26152        47.2302        34.6433                 NaN
  1185.46        2500.00                 NaN            NaN            NaN   3.49641                 NaN            NaN   6.36070                 NaN   8.27102        47.2250        34.6468                 NaN
  1182.96        2500.00                 NaN            NaN            NaN   3.49968                 NaN            NaN   6.35243                 NaN   8.27497        47.2183        34.6546                 NaN
  1180.45        2500.00                 NaN            NaN            NaN   3.50263                 NaN            NaN   6.34448                 NaN   8.27932        47.2117        34.6619                 NaN
  1177.94        2500.00                 NaN            NaN            NaN   3.50472                 NaN            NaN   6.33885                 NaN   8.28334        47.2051        34.6680                 NaN
  1175.44        2500.00                 NaN            NaN            NaN   3.50725                 NaN            NaN   6.33194                 NaN   8.28758        47.1984        34.6748                 NaN
  1172.93        2500.00                 NaN            NaN            NaN   3.51576                 NaN            NaN   6.30727                 NaN   8.29499        47.1921        34.6899                 NaN
  1170.43        2500.00                 NaN            NaN            NaN   3.51842                 NaN            NaN   6.29933                 NaN   8.29967        47.1858        34.6968                 NaN
  1167.92        2500.00                 NaN            NaN            NaN   3.51457                 NaN            NaN   6.30834                 NaN   8.30269        47.1799        34.6945                 NaN
  1165.41        2500.00                 NaN            NaN            NaN   3.50103                 NaN            NaN   6.31867                 NaN   8.30664        47.1724        34.6922       0.904987E-002
  1162.91        2500.00                 NaN            NaN            NaN   3.51710                 NaN            NaN   6.30578                 NaN   8.30791        47.1639        34.7053                 NaN
  1160.40        2500.00                 NaN            NaN            NaN   3.51970                 NaN            NaN   6.29790                 NaN   8.31284        47.1573        34.7122                 NaN
  1157.89        2500.00                 NaN            NaN            NaN   3.51979                 NaN            NaN   6.29670                 NaN   8.31557        47.1504        34.7168       0.774282E-003
  1155.39        2500.00                 NaN            NaN            NaN   3.51516                 NaN            NaN   6.29342                 NaN   8.34366        47.0966        34.7404       0.107567E-001
  1152.88        2500.00                 NaN            NaN            NaN   3.50131                 NaN            NaN   6.29349                 NaN   8.34481        47.0944        34.7422       0.238323E-001
  1150.38        2500.00                 NaN            NaN            NaN   3.48734                 NaN            NaN   6.29343                 NaN   8.34599        47.0924        34.7439       0.370314E-001
  1147.87        2500.00                 NaN            NaN            NaN   3.47342                 NaN            NaN   6.29339                 NaN   8.34719        47.0903        34.7455       0.501670E-001
  1145.36        2500.00                 NaN            NaN            NaN   3.44477                 NaN            NaN   6.26894                 NaN   8.35991        47.0711        34.7670       0.882953E-001
  1142.86        2500.00                 NaN            NaN            NaN   3.35396                 NaN            NaN   6.16952       0.294835        8.35416        47.0884        34.6476       0.915538E-001
  1140.35        2500.00                 NaN            NaN            NaN   3.34560                 NaN            NaN   6.18101       0.275797        8.35650        47.0830        34.6550       0.103037     
  1137.84        2500.00                 NaN            NaN            NaN   3.32248                 NaN            NaN  0.308610        6.16964        8.36218        47.0733        34.6472       0.116588     
  1135.34        2500.00                 NaN            NaN            NaN   3.26165                 NaN            NaN  0.477281        6.09481        8.37650        47.0537        34.6003       0.135804     
  1132.83        2500.00                 NaN            NaN            NaN   3.19788                 NaN            NaN   6.01656       0.658290        8.39157        47.0311        34.5495       0.155082     
  1130.33        2500.00                 NaN            NaN            NaN   3.13185                 NaN            NaN  0.844466        5.93657        8.40740        47.0096        34.4959       0.174191     
  1127.82        2500.00                 NaN            NaN            NaN   3.09106                 NaN            NaN  0.935840        5.89977        8.41865        46.9957        34.4697       0.189374     
  1125.31        2500.00                 NaN            NaN            NaN   3.00241                 NaN            NaN   5.78727        1.20224        8.43886        46.9688        34.3897       0.210731     
  1122.81        2500.00                 NaN            NaN            NaN   2.93387                 NaN            NaN   5.70952        1.39438        8.45579        46.9460        34.3316       0.228842     
  1120.30        2500.00                 NaN            NaN            NaN   2.98999                 NaN            NaN   5.73303        1.24224        8.46086        46.9296        34.4146       0.229673     
  1117.79        2500.00                 NaN            NaN            NaN   2.81800                 NaN            NaN   1.70175        5.59056        8.48636        46.9048        34.2375       0.261037     
  1115.29        2500.00                 NaN            NaN            NaN   2.74382                 NaN            NaN   1.91134        5.50987        8.50513        46.8798        34.1715       0.278503     
  1112.78        2500.00                 NaN            NaN            NaN   2.66818                 NaN            NaN   2.12652        5.42782        8.52450        46.8543        34.1031       0.295587     
  1110.28        2500.00                 NaN            NaN            NaN   2.59098                 NaN            NaN   2.34635        5.34541        8.54445        46.8281        34.0324       0.312371     
  1107.77        2500.00                 NaN            NaN            NaN   2.51216                 NaN            NaN   5.26256        2.57109        8.56498        46.8012        33.9591       0.328843     
  1105.26        2500.00                 NaN            NaN            NaN   2.43382                 NaN            NaN   2.79457        5.18129        8.58564        46.7743        33.8857       0.344704     
  1102.76        2500.00                 NaN            NaN            NaN   2.35370                 NaN            NaN   3.02474        5.09832        8.60700        46.7466        33.8094       0.360184     
  1100.25        2500.00                 NaN            NaN            NaN   2.23757                 NaN            NaN   3.37608        4.96955        8.63750        46.7081        33.6925       0.378755     
  1097.74        2500.00                 NaN            NaN            NaN   2.08757                 NaN            NaN   4.79561        3.84561        8.67586        46.6598        33.5357       0.399906     
  1095.24        2500.00                 NaN            NaN            NaN   2.01626                 NaN            NaN   4.73779        4.03682        8.69534        46.6343        33.4668       0.412761     
  1092.73        2500.00                 NaN            NaN            NaN   1.91199                 NaN            NaN   4.33948        4.63905        8.72323        46.5981        33.3601       0.428031     
  1090.23        2500.00                 NaN            NaN            NaN   1.80463                 NaN            NaN   4.53847        4.65172        8.75219        46.5608        33.2492       0.442981     
  1087.72        2500.00                 NaN            NaN            NaN   1.68302                 NaN            NaN   4.42613        5.00797        8.78471        46.5187        33.1211       0.458350     
  1085.21        2500.00                 NaN            NaN            NaN   1.55981                 NaN            NaN   4.30824        5.37422        8.81828        46.4762        32.9901       0.473172     
  1082.71        2500.00                 NaN            NaN            NaN   1.42555                 NaN            NaN   4.17660        5.77900        8.85531        46.4300        32.8454       0.488186     
  1080.20        2500.00                 NaN            NaN            NaN   1.29169                 NaN            NaN   4.05517        6.17511        8.89162        46.3838        32.7002       0.502415     
  1077.69        2500.00                 NaN            NaN            NaN   1.17286                 NaN            NaN   3.95643        6.51811        8.92420        46.3429        32.5708       0.514717     
  1075.19        2500.00                 NaN            NaN            NaN   1.02084                 NaN            NaN   3.81858        6.97260        8.96584        46.2908        32.4025       0.528838     
  1072.68        2500.00                 NaN            NaN            NaN  0.860283                 NaN            NaN   3.67352        7.45502        9.00998        46.2359        32.2228       0.542491     
  1070.18        2500.00                 NaN            NaN            NaN  0.633098                 NaN            NaN   3.44632        8.16689        9.07281        46.1580        31.9640       0.558887     
  1067.67        2500.00                 NaN            NaN            NaN  0.438610                 NaN            NaN   3.26975        8.75928        9.12653        46.0914        31.7419       0.572580     
  1065.16        2500.00                 NaN            NaN            NaN  0.212687                 NaN            NaN   3.06010        9.45533        9.18901        46.0146        31.4813       0.586999     
  1062.66        2500.00                 NaN            NaN            NaN  0.416068E-001            NaN            NaN   2.90492        9.98043        9.24005        45.9532        31.2827       0.597130     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.92126        10.0508        9.24989        45.9404        31.2371       0.600597     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.94007        10.0306        9.25805        45.9312        31.2392       0.600795     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.0258        2.94483        9.26493        45.9230        31.2409       0.600562     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.0716        2.91180        9.27948        45.8957        31.2443       0.597147     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.97258        9.99741        9.28176        45.9023        31.2455       0.600461     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.98731        2.98352        9.28973        45.8915        31.2478       0.600141     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.97962        2.99254        9.29792        45.8800        31.2502       0.599692     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.99689        9.97698        9.30454        45.8704        31.2521       0.599078     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.98461        2.99422        9.31229        45.8566        31.2546       0.597670     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.0695        2.91108        9.30896        45.8627        31.2519       0.595790     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.0694        2.90668        9.31007        45.8656        31.2520       0.596334     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.0670        2.90452        9.31108        45.8684        31.2520       0.596950     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.95723        10.0509        9.35512        45.7801        31.2671       0.589613     
  1027.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.96904        10.0401        9.36257        45.7694        31.2696       0.589292     
  1025.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.98118        3.01809        9.36327        45.7749        31.2706       0.591927     
  1022.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.99854        10.0107        9.37664        45.7503        31.2746       0.589200     
  1020.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.99336        2.99184        9.34694        45.8050        31.2681       0.594797     
  1017.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.99820        10.0262        9.39469        45.7145        31.2810       0.585351     
  1015.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.0020        3.01963        9.40117        45.7075        31.2835       0.586079     
  1012.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.97806        3.02441        9.39115        45.7370        31.2798       0.589667     
  1010.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.96143        3.05629        9.41436        45.6932        31.2877       0.586993     
  1007.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.03356        10.0006        9.42668        45.6638        31.2925       0.582883     
  1005.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.96442        10.0450        9.41166        45.7098        31.2825       0.586622     
  1002.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.0379        2.97781        9.41684        45.6951        31.2869       0.585405     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.0229        2.99583        9.42344        45.6831        31.2907       0.583981     
