|6.6.6
Archiving\03_Data\frac/QFM_m3.5/ALH/ALH_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       mang           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q              hed           
  1531.33        2500.00        98.9858                 NaN  0.100317E-004            NaN  0.663377E-001  0.947865                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.9929                 NaN            NaN            NaN  0.570560E-001  0.950015                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.9962                 NaN            NaN            NaN  0.517167E-001  0.952060                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.0020                 NaN            NaN            NaN  0.448432E-001  0.953193                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.0060                 NaN            NaN            NaN  0.402044E-001  0.953776                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.0164                 NaN  0.241834E-001            NaN  0.325666E-001  0.926866                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.0168                 NaN            NaN            NaN  0.241067E-001  0.959076                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.0179                 NaN            NaN            NaN  0.192680E-001  0.962813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.0150                 NaN            NaN  0.203789E-002            NaN  0.982949                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.0062                 NaN            NaN  0.716808E-002            NaN  0.986624                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.0080                 NaN            NaN  0.705656E-002            NaN  0.984939                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.0109                 NaN            NaN  0.693805E-002            NaN  0.982130                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.0120                 NaN            NaN  0.680896E-002            NaN  0.981148                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.0121                 NaN            NaN  0.670574E-002            NaN  0.981236                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.0112                 NaN            NaN  0.658444E-002            NaN  0.982171                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.0088                 NaN            NaN  0.646033E-002            NaN  0.984784                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.0044                 NaN            NaN  0.631804E-002            NaN  0.989315                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.9993                 NaN            NaN  0.620160E-002            NaN  0.994514                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.9915                 NaN            NaN  0.607017E-002            NaN   1.00246                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.9817                 NaN            NaN  0.592759E-002            NaN   1.01233                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.9692                 NaN            NaN  0.578151E-002            NaN   1.02499                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.9453                 NaN            NaN  0.559223E-002            NaN   1.04916                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.9222                 NaN            NaN  0.541786E-002            NaN   1.07238                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.8700                 NaN            NaN  0.507830E-002            NaN   1.12496                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.5983                 NaN            NaN  0.261391E-002            NaN  0.915534       0.483528                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.5487                 NaN            NaN  0.186071E-002            NaN  0.308826        1.14059                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.5666                 NaN            NaN  0.172450E-002            NaN   1.12205       0.309602                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.5844                 NaN            NaN  0.156998E-002            NaN  0.309391        1.10460                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.6016                 NaN            NaN  0.144298E-002            NaN  0.308235        1.08868                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.6181                 NaN            NaN  0.130835E-002            NaN  0.307549        1.07302                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.6337                 NaN            NaN  0.118579E-002            NaN  0.306324        1.05874                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.6488                 NaN            NaN  0.105135E-002            NaN   1.04282       0.307340                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.6645                 NaN            NaN  0.943263E-003            NaN  0.305615        1.02891                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.6783                 NaN            NaN  0.810750E-003            NaN   1.01607       0.304860                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.6919                 NaN            NaN  0.710843E-003            NaN   1.00325       0.304123                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.7051                 NaN            NaN  0.584609E-003            NaN  0.992257       0.302018                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.7171                 NaN            NaN  0.488607E-003            NaN  0.982081       0.300322                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.7266                 NaN            NaN  0.349808E-003            NaN  0.975112       0.297946                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.7436                 NaN            NaN  0.268840E-003            NaN  0.959171       0.296917                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.7524                 NaN            NaN  0.186030E-003            NaN  0.950865       0.296570                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.7621                 NaN            NaN  0.869446E-004            NaN  0.294773       0.943035                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.7726                 NaN            NaN  0.199931E-003            NaN  0.933503       0.293716                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.7809                 NaN            NaN            NaN            NaN  0.290094       0.929010                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.7999                 NaN            NaN  0.205638E-002            NaN  0.295584       0.902507                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.7975                 NaN            NaN            NaN            NaN  0.911459       0.291035                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.8080                 NaN            NaN            NaN            NaN  0.907799       0.284206                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.8153                 NaN            NaN            NaN            NaN  0.904291       0.280396                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        98.8226                 NaN            NaN            NaN            NaN  0.899454       0.277943                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1411.03        2500.00        97.3232                 NaN            NaN            NaN            NaN   1.02263       0.845364                 NaN            NaN  0.808850                 NaN            NaN            NaN            NaN
  1408.52        2500.00        97.1579                 NaN  0.966094E-001            NaN            NaN  0.902728       0.914158                 NaN            NaN  0.928614                 NaN            NaN            NaN            NaN
  1406.02        2500.00        97.0954                 NaN  0.518670                 NaN            NaN   1.30588       0.321586E-001            NaN            NaN   1.04784                 NaN            NaN            NaN            NaN
  1403.51        2500.00        97.1509                 NaN  0.485932                 NaN            NaN   1.23248       0.108616                 NaN            NaN   1.02210                 NaN            NaN            NaN            NaN
  1401.00        2500.00        97.2245                 NaN  0.502774                 NaN            NaN   1.27241                 NaN            NaN            NaN   1.00030                 NaN            NaN            NaN            NaN
  1398.50        2500.00        97.2860                 NaN  0.496095                 NaN            NaN   1.23990                 NaN            NaN            NaN  0.978025                 NaN            NaN            NaN            NaN
  1395.99        2500.00        97.3428                 NaN  0.482684                 NaN            NaN   1.21900                 NaN            NaN            NaN  0.955485                 NaN            NaN            NaN            NaN
  1393.48        2500.00        97.4010                 NaN  0.475005                 NaN            NaN   1.19012                 NaN            NaN            NaN  0.933897                 NaN            NaN            NaN            NaN
  1390.98        2500.00        97.4597                 NaN  0.462736                 NaN            NaN   1.16624                 NaN            NaN            NaN  0.911295                 NaN            NaN            NaN            NaN
  1388.47        2500.00        97.5072                 NaN  0.460199                 NaN            NaN   1.13864                 NaN            NaN            NaN  0.893990                 NaN            NaN            NaN            NaN
  1385.96        2500.00        97.5608                 NaN  0.446377                 NaN            NaN   1.12015                 NaN            NaN            NaN  0.872660                 NaN            NaN            NaN            NaN
  1383.46        2500.00        97.5970                 NaN  0.428993                 NaN            NaN   1.11724                 NaN            NaN            NaN  0.856796                 NaN            NaN            NaN            NaN
  1380.95        2500.00        97.6674                 NaN  0.431005                 NaN            NaN   1.06871                 NaN            NaN            NaN  0.832881                 NaN            NaN            NaN            NaN
  1378.45        2500.00        97.7081                 NaN  0.426992                 NaN            NaN   1.04940                 NaN            NaN            NaN  0.815525                 NaN            NaN            NaN            NaN
  1375.94        2500.00        97.7439                 NaN  0.414144                 NaN            NaN   1.04117                 NaN            NaN            NaN  0.800814                 NaN            NaN            NaN            NaN
  1373.43        2500.00        97.7917                 NaN  0.409846                 NaN            NaN   1.01507                 NaN            NaN            NaN  0.783333                 NaN            NaN            NaN            NaN
  1370.93        2500.00        97.8367                 NaN  0.407529                 NaN            NaN  0.988617                 NaN            NaN            NaN  0.767181                 NaN            NaN            NaN            NaN
  1368.42        2500.00        97.8739                 NaN  0.394066                 NaN            NaN  0.981376                 NaN            NaN            NaN  0.750670                 NaN            NaN            NaN            NaN
  1365.91        2500.00        97.9155                 NaN  0.388936                 NaN            NaN  0.960432                 NaN            NaN            NaN  0.735089                 NaN            NaN            NaN            NaN
  1363.41        2500.00        97.9471                 NaN  0.390162                 NaN            NaN  0.938143                 NaN            NaN            NaN  0.724579                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.0026                 NaN  0.375779                 NaN            NaN  0.920275                 NaN            NaN            NaN  0.701331                 NaN            NaN            NaN            NaN
  1358.40        2500.00        98.0117                 NaN  0.355616                 NaN            NaN  0.938006                 NaN            NaN            NaN  0.694632                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.0646                 NaN  0.350295                 NaN            NaN  0.912382                 NaN            NaN            NaN  0.672681                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.0804                 NaN  0.345565                 NaN            NaN  0.907938                 NaN            NaN            NaN  0.666075                 NaN            NaN            NaN            NaN
  1350.88        2500.00        97.8366                 NaN  0.452809                 NaN            NaN  0.930966                 NaN            NaN            NaN  0.779598                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.4769                 NaN  0.230855                 NaN            NaN  0.790044                 NaN            NaN            NaN  0.502191                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.1715                 NaN  0.317214                 NaN            NaN  0.883282                 NaN            NaN            NaN  0.627971                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.2171                 NaN  0.313657                 NaN            NaN  0.857970                 NaN            NaN            NaN  0.611322                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.2394                 NaN  0.300244                 NaN            NaN  0.860514                 NaN            NaN            NaN  0.599796                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.1602                 NaN  0.290281                 NaN            NaN  0.892569                 NaN            NaN            NaN  0.619655       0.373295E-001            NaN            NaN            NaN
  1335.84        2500.00        98.0752                 NaN  0.288788                 NaN            NaN  0.910524                 NaN            NaN            NaN  0.647278       0.781763E-001            NaN            NaN            NaN
  1333.33        2500.00        98.1372                 NaN  0.260185                 NaN            NaN  0.915812                 NaN            NaN            NaN  0.613272       0.735510E-001            NaN            NaN            NaN
  1330.83        2500.00        98.1727                 NaN  0.263225                 NaN            NaN  0.884995                 NaN            NaN            NaN  0.607264       0.718040E-001            NaN            NaN            NaN
  1328.32        2500.00        98.2136                 NaN  0.258823                 NaN            NaN  0.864800                 NaN            NaN            NaN  0.593408       0.693539E-001            NaN            NaN            NaN
  1325.81        2500.00        98.2538                 NaN  0.248410                 NaN            NaN  0.852436                 NaN            NaN            NaN  0.578716       0.666385E-001            NaN            NaN            NaN
  1323.31        2500.00        98.2932                 NaN  0.243091                 NaN            NaN  0.834118                 NaN            NaN            NaN  0.565304       0.643021E-001            NaN            NaN            NaN
  1320.80        2500.00        98.3292                 NaN  0.232332                 NaN            NaN  0.823761                 NaN            NaN            NaN  0.552780       0.619151E-001            NaN            NaN            NaN
  1318.30        2500.00        98.3731                 NaN  0.227510                 NaN            NaN  0.803156                 NaN            NaN            NaN  0.536793       0.593939E-001            NaN            NaN            NaN
  1315.79        2500.00        98.4049                 NaN  0.221524                 NaN            NaN  0.790213                 NaN            NaN            NaN  0.525975       0.573850E-001            NaN            NaN            NaN
  1313.28        2500.00        98.4399                 NaN  0.213505                 NaN            NaN  0.777857                 NaN            NaN            NaN  0.513612       0.551577E-001            NaN            NaN            NaN
  1310.78        2500.00        98.4745                 NaN  0.206777                 NaN            NaN  0.764168                 NaN            NaN            NaN  0.501503       0.530534E-001            NaN            NaN            NaN
  1308.27        2500.00        98.5070                 NaN  0.199051                 NaN            NaN  0.753074                 NaN            NaN            NaN  0.489900       0.509622E-001            NaN            NaN            NaN
  1305.76        2500.00        98.5394                 NaN  0.192076                 NaN            NaN  0.741079                 NaN            NaN            NaN  0.478528       0.489458E-001            NaN            NaN            NaN
  1303.26        2500.00        98.5702                 NaN  0.184817                 NaN            NaN  0.730444                 NaN            NaN            NaN  0.467535       0.469870E-001            NaN            NaN            NaN
  1300.75        2500.00        98.6010                 NaN  0.177668                 NaN            NaN  0.719569                 NaN            NaN            NaN  0.456713       0.450592E-001            NaN            NaN            NaN
  1298.25        2500.00        89.8569                 NaN  0.545278                 NaN            NaN   2.35624                 NaN            NaN            NaN   1.62446       0.212741        5.40441                 NaN            NaN
  1295.74        2500.00        69.1787                 NaN   1.38805                 NaN            NaN   6.34542                 NaN            NaN            NaN   4.38061       0.591230        18.1160                 NaN            NaN
  1293.23        2500.00        75.5899                 NaN   1.03472                 NaN            NaN   5.28602                 NaN            NaN            NaN   3.49135       0.451723        14.1463                 NaN            NaN
  1290.73        2500.00        79.5342                 NaN  0.812347                 NaN            NaN   4.58347                 NaN            NaN            NaN   2.95098       0.369213        11.7498                 NaN            NaN
  1288.22        2500.00        82.6997                 NaN  0.612285                 NaN            NaN   4.04512                 NaN            NaN            NaN   2.50940       0.303508        9.82998                 NaN            NaN
  1285.71        2500.00        85.0309                 NaN  0.450030                 NaN            NaN   3.66328                 NaN            NaN            NaN   2.18210       0.254731        8.41898                 NaN            NaN
  1283.21        2500.00        86.8092                 NaN  0.296561                 NaN            NaN   3.40707                 NaN            NaN            NaN   1.92997       0.216115        7.34104                 NaN            NaN
  1280.70        2500.00        88.1095                 NaN  0.153715                 NaN            NaN   3.26672                 NaN            NaN            NaN   1.74305       0.185622        6.54138                 NaN            NaN
  1278.20        2500.00        89.0779                 NaN  0.278454E-001            NaN            NaN   3.19353                 NaN            NaN            NaN   1.61051       0.158334        5.93187                 NaN            NaN
  1275.69        2500.00        90.1400                 NaN            NaN            NaN            NaN   2.93480                 NaN            NaN            NaN   1.46083       0.138438        5.32598                 NaN            NaN
  1273.18        2500.00        91.1037                 NaN            NaN            NaN            NaN   2.61001                 NaN            NaN            NaN   1.32389       0.125355        4.83703                 NaN            NaN
  1270.68        2500.00        87.9156                 NaN  0.137040E-005            NaN            NaN  0.337049        2.90549                 NaN            NaN   1.81094       0.190602        6.84030                 NaN            NaN
  1268.17        2500.00        95.1461                 NaN            NaN            NaN            NaN   1.32567                 NaN            NaN            NaN  0.543768       0.103561        2.88090                 NaN            NaN
  1265.66        2500.00        94.7846                 NaN            NaN            NaN            NaN   2.17140                 NaN            NaN            NaN  0.946555       0.459958E-002   2.09290                 NaN            NaN
  1263.16        2500.00        88.4466                 NaN            NaN            NaN            NaN  0.916162        2.21550                 NaN            NaN   1.70387       0.200727        6.51717                 NaN            NaN
  1260.65        2500.00        96.3477                 NaN            NaN            NaN            NaN   1.30698                 NaN            NaN            NaN  0.668568       0.389825E-001   1.63776                 NaN            NaN
  1258.15        2500.00        93.9160                 NaN            NaN            NaN            NaN   1.55029       0.625050E-001            NaN            NaN  0.756302       0.102226        3.61268                 NaN            NaN
  1255.64        2500.00        97.5631                 NaN            NaN            NaN            NaN  0.119148       0.769153                 NaN            NaN  0.355155       0.137101E-001   1.17971                 NaN            NaN
  1253.13        2500.00        96.2566                 NaN            NaN            NaN            NaN  0.556496       0.492537                 NaN            NaN  0.535979       0.380804E-001   2.12026                 NaN            NaN
  1250.63        2500.00        95.9405                 NaN            NaN            NaN            NaN   1.07608                 NaN            NaN            NaN  0.575721       0.359761E-001   2.37173                 NaN            NaN
  1248.12        2500.00        97.2570                 NaN            NaN            NaN            NaN  0.909136                 NaN            NaN            NaN  0.405539       0.272214E-001   1.40115                 NaN            NaN
  1245.61        2500.00        95.9256                 NaN            NaN            NaN            NaN   1.02018                 NaN            NaN            NaN  0.516184       0.674366E-001   2.47064                 NaN            NaN
  1243.11        2500.00        95.6035                 NaN            NaN            NaN            NaN   1.27122                 NaN            NaN            NaN  0.754769       0.364357E-001   2.33411                 NaN            NaN
  1240.60        2500.00        97.4155                 NaN            NaN            NaN            NaN  0.731149                 NaN            NaN            NaN  0.357981       0.365400E-001   1.45885                 NaN            NaN
  1238.10        2500.00        86.2488                 NaN            NaN            NaN            NaN   2.06649                 NaN            NaN            NaN   1.37899       0.748889E-001   5.84928        4.38156                 NaN
  1235.59        2500.00        85.6835                 NaN            NaN            NaN            NaN   2.24966                 NaN            NaN            NaN   1.37429       0.944162E-001   6.30912        4.28902                 NaN
  1233.08        2500.00        76.7891                 NaN            NaN            NaN            NaN   1.88974        1.23234                 NaN            NaN   2.08628       0.156123        10.2603        7.58613                 NaN
  1230.58        2500.00        39.0538                 NaN            NaN            NaN            NaN   2.16713        4.76096       0.432938                 NaN   5.33018       0.356460        27.8377        20.0609                 NaN
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN   3.36481        7.95360       0.613960E-005            NaN   7.99382       0.666184        46.7627        33.2589                 NaN
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN   4.18927        3.63219        3.61998       0.365931E-004   8.07997       0.648311        46.5487        33.2815                 NaN
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN   4.99553        6.43522       0.129412E-003            NaN   8.03114       0.652210        46.6094        33.2764                 NaN
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN   11.4038       0.957718E-001            NaN            NaN   8.18692       0.626345        46.3903        33.2969                 NaN
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN  0.378724        11.1210                 NaN            NaN   8.18645       0.626328        46.3895        33.2979                 NaN
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN   5.13936        6.29076       0.844644E-005            NaN   8.03957       0.653630        46.5942        33.2825                 NaN
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN  0.193902        11.3132                 NaN            NaN   8.20144       0.623991        46.3647        33.3027                 NaN
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN   3.29669        8.17939                 NaN            NaN   8.14483       0.633366        46.4593        33.2865                 NaN
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN  0.162595E-003   6.07377        5.38243                 NaN   8.10390       0.631902        46.5112        33.2966                 NaN
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN  0.849325E-006   4.99484        6.42946                 NaN   8.13041       0.642467        46.5114        33.2914                 NaN
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN  0.954887E-006   4.99511        6.43224                 NaN   8.13648       0.641387        46.5011        33.2937                 NaN
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN   6.21929        5.15220       0.869801E-004            NaN   8.12050       0.652405        46.5760        33.2795                 NaN
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN  0.394571E-004   6.35944        5.01611                 NaN   8.13363       0.651756        46.5556        33.2834                 NaN
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN  0.242973E-004   5.99908        5.42033                 NaN   8.12245       0.642392        46.5194        33.2964                 NaN
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN   11.5306                 NaN            NaN            NaN   8.25825       0.617140        46.2736        33.3204                 NaN
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN   1.31180        10.1184       0.112485E-004            NaN   8.20009       0.646332        46.4152        33.3081                 NaN
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN   6.25051        5.15396       0.143342E-004            NaN   8.13168       0.645783        46.5285        33.2896                 NaN
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN  0.226709E-003   6.62201        4.78965                 NaN   8.16733       0.644043        46.4754        33.3013                 NaN
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN  0.295002E-003   6.56744        4.85047                 NaN   8.17324       0.642364        46.4640        33.3022                 NaN
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN  0.187802E-005   5.76752        5.68714                 NaN   8.19527       0.631760        46.4037        33.3146                 NaN
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN  0.659492E-003   6.18999        5.24917                 NaN   8.16336       0.637260        46.4469        33.3127                 NaN
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN   1.04224        10.5156                 NaN            NaN   8.29291       0.609513        46.2025        33.3373                 NaN
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN   3.63239        7.70297       0.219867E-004            NaN   8.10951       0.649092        46.6131        33.2929                 NaN
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN   3.24513        8.12471       0.973473E-003            NaN   8.12530       0.656056        46.5372        33.3107                 NaN
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN   3.25093        8.12200       0.927201E-003            NaN   8.12802       0.655114        46.5301        33.3130                 NaN
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN   7.03951        4.45887       0.370222E-005            NaN   8.21165       0.628852        46.3340        33.3271                 NaN
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN   3.26281        8.11639       0.853575E-003            NaN   8.13365       0.653189        46.5156        33.3175                 NaN
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN   3.26875        8.11430       0.335741E-003            NaN   8.13668       0.652168        46.5080        33.3198                 NaN
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN   3.27468        8.11167       0.334881E-003            NaN   8.13973       0.651148        46.5004        33.3220                 NaN
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN   10.6152       0.979178                 NaN            NaN   8.33983       0.598199        46.1110        33.3566                 NaN
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN   3.15964        8.41610       0.182096E-005            NaN   8.31158       0.607618        46.1469        33.3582                 NaN
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN   3.89780        7.71072                 NaN            NaN   8.32545       0.602632        46.0935        33.3699                 NaN
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN   7.30674        4.19499       0.137892E-003            NaN   8.23471       0.631466        46.2800        33.3520                 NaN
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN   3.09122        8.50134                 NaN            NaN   8.32373       0.604449        46.1128        33.3665                 NaN
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN  0.106354        9.05922                 NaN            NaN   8.02139       0.671850        47.0245        33.1959        1.92076     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN   3.23373        8.36577                 NaN            NaN   8.33203       0.602268        46.0950        33.3712                 NaN
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN   6.83207        4.69420       0.505417E-005            NaN   8.25359       0.617739        46.2551        33.3473                 NaN
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN  0.106338        9.03274                 NaN            NaN   8.03140       0.668357        47.0142        33.1989        1.94807     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN   2.56381        9.05624                 NaN            NaN   8.35927       0.595276        46.0462        33.3792                 NaN
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN   2.46030        9.16584                 NaN            NaN   8.36673       0.593328        46.0319        33.3819                 NaN
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN  0.106320        9.02516                 NaN            NaN   8.04264       0.664447        46.9935        33.2045        1.96337     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN   6.79260        4.70917       0.426373E-004            NaN   8.28371       0.618134        46.2343        33.3621                 NaN
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN   6.31115        5.24850       0.334547E-005            NaN   8.30239       0.604469        46.1680        33.3655                 NaN
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN   5.80614        5.84535                 NaN            NaN   8.41083       0.582165        45.9642        33.3913                 NaN
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN   6.30666        5.23398       0.266259E-004            NaN   8.29161       0.608370        46.2010        33.3584                 NaN
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN   6.80674        4.80952       0.473834E-005            NaN   8.29980       0.602120        46.0927        33.3891                 NaN
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN   2.83231        8.82551                 NaN            NaN   8.39491       0.585359        45.9615        33.4004                 NaN
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN   6.38914        5.19973       0.302091E-004            NaN   8.31582       0.597172        46.1150        33.3831                 NaN
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN   3.32177        8.34136                 NaN            NaN   8.39997       0.584573        45.9463        33.4060                 NaN
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN   3.67738        7.71075                 NaN            NaN   8.23078       0.629332        46.4074        33.3444                 NaN
  1102.76        2500.00                 NaN            NaN   2.66278                 NaN            NaN   6.69387       0.509522E-003            NaN            NaN   7.69756       0.824305        47.6915        34.4295                 NaN
  1100.25        2500.00                 NaN            NaN   2.83944                 NaN            NaN   6.51620                 NaN            NaN            NaN   7.69422       0.822674        47.6149        34.5125                 NaN
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN   7.90382        3.74800                 NaN            NaN   8.35315       0.589840        45.9864        33.4188                 NaN
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN   7.81438        3.82335       0.116119E-005            NaN   8.32940       0.595350        46.0211        33.4164                 NaN
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN   7.95073        3.71286       0.134739E-005            NaN   8.34215       0.593787        45.9725        33.4280                 NaN
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN   7.95476        3.71018       0.124047E-005            NaN   8.35811       0.588548        45.9595        33.4289                 NaN
  1087.72        2500.00                 NaN            NaN   3.42651                 NaN            NaN  0.105871                 NaN            NaN            NaN   7.27499       0.931169        49.3534        34.4178        4.49020     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN   6.70710        4.90909                 NaN            NaN   8.38165       0.590997        45.9983        33.4129                 NaN
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN   3.18400        8.35509                 NaN            NaN   8.28612       0.608742        46.1732        33.3929                 NaN
