|6.6.6
Archiving\03_Data\frac/QFM_m3.5/ALH/ALH_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       mang           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q              hed           
  1531.33        2500.00        98.8461                 NaN  0.121528E-004            NaN  0.758574E-001   1.07804                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.8536                 NaN            NaN            NaN  0.652844E-001   1.08115                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.8566                 NaN            NaN            NaN  0.592143E-001   1.08419                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.8625                 NaN            NaN            NaN  0.513735E-001   1.08609                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.8664                 NaN            NaN            NaN  0.460929E-001   1.08753                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.8756                 NaN  0.294097E-001            NaN  0.373627E-001   1.05760                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.8771                 NaN            NaN            NaN  0.276789E-001   1.09519                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.8777                 NaN            NaN            NaN  0.221381E-001   1.10012                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.8730                 NaN            NaN  0.315204E-002            NaN   1.12383                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.8601                 NaN            NaN  0.110863E-001            NaN   1.12883                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.8614                 NaN            NaN  0.109122E-001            NaN   1.12768                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.8639                 NaN            NaN  0.107271E-001            NaN   1.12534                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.8645                 NaN            NaN  0.105273E-001            NaN   1.12494                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.8638                 NaN            NaN  0.103655E-001            NaN   1.12586                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.8623                 NaN            NaN  0.101756E-001            NaN   1.12752                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.8586                 NaN            NaN  0.998397E-002            NaN   1.13145                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.8528                 NaN            NaN  0.976352E-002            NaN   1.13744                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.8462                 NaN            NaN  0.958163E-002            NaN   1.14426                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.8365                 NaN            NaN  0.937707E-002            NaN   1.15410                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.8245                 NaN            NaN  0.915590E-002            NaN   1.16631                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.8093                 NaN            NaN  0.892867E-002            NaN   1.18173                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.7813                 NaN            NaN  0.863434E-002            NaN   1.21007                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.7541                 NaN            NaN  0.836190E-002            NaN   1.23755                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.6939                 NaN            NaN  0.783714E-002            NaN   1.29827                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.3912                 NaN            NaN  0.402942E-002            NaN   1.04641       0.558342                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.3356                 NaN            NaN  0.286597E-002            NaN  0.356950        1.30459                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.3547                 NaN            NaN  0.265405E-002            NaN   1.28438       0.358219                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.3738                 NaN            NaN  0.241435E-002            NaN  0.358344        1.26544                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.3922                 NaN            NaN  0.221725E-002            NaN  0.357389        1.24824                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.4097                 NaN            NaN  0.200898E-002            NaN  0.356966        1.23129                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.4262                 NaN            NaN  0.181937E-002            NaN  0.355947        1.21602                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.4422                 NaN            NaN  0.161165E-002            NaN   1.19868       0.357504                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.4589                 NaN            NaN  0.144481E-002            NaN  0.355891        1.18377                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.4733                 NaN            NaN  0.124084E-002            NaN   1.17004       0.355407                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.4877                 NaN            NaN  0.108696E-002            NaN   1.15625       0.354920                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.5015                 NaN            NaN  0.893158E-003            NaN   1.14473       0.352887                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.5139                 NaN            NaN  0.745900E-003            NaN   1.13408       0.351307                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.5235                 NaN            NaN  0.533487E-003            NaN   1.12707       0.348905                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.5416                 NaN            NaN  0.409760E-003            NaN   1.10981       0.348137                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.5504                 NaN            NaN  0.283274E-003            NaN   1.10119       0.348113                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.5602                 NaN            NaN  0.132272E-003            NaN  0.346424        1.09327                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.5708                 NaN            NaN  0.303880E-003            NaN   1.08329       0.345580                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.5790                 NaN            NaN            NaN            NaN  0.341748        1.07928                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.5990                 NaN            NaN  0.311907E-002            NaN  0.348507        1.04942                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.5953                 NaN            NaN            NaN            NaN   1.06108       0.343668                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.6058                 NaN            NaN            NaN            NaN   1.05816       0.336047                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.6128                 NaN            NaN            NaN            NaN   1.05522       0.331934                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        98.6198                 NaN            NaN            NaN            NaN   1.05081       0.329432                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1411.03        2500.00        97.0403                 NaN            NaN            NaN            NaN   1.21280       0.988306                 NaN            NaN  0.758639                 NaN            NaN            NaN            NaN
  1408.52        2500.00        96.8600                 NaN  0.126443                 NaN            NaN   1.05681        1.08561                 NaN            NaN  0.871161                 NaN            NaN            NaN            NaN
  1406.02        2500.00        96.7653                 NaN  0.681160                 NaN            NaN   1.53161       0.382569E-001            NaN            NaN  0.983697                 NaN            NaN            NaN            NaN
  1403.51        2500.00        96.8208                 NaN  0.640533                 NaN            NaN   1.44864       0.129487                 NaN            NaN  0.960543                 NaN            NaN            NaN            NaN
  1401.00        2500.00        96.8944                 NaN  0.665490                 NaN            NaN   1.49900                 NaN            NaN            NaN  0.941111                 NaN            NaN            NaN            NaN
  1398.50        2500.00        96.9559                 NaN  0.659263                 NaN            NaN   1.46361                 NaN            NaN            NaN  0.921229                 NaN            NaN            NaN            NaN
  1395.99        2500.00        97.0126                 NaN  0.643924                 NaN            NaN   1.44235                 NaN            NaN            NaN  0.901081                 NaN            NaN            NaN            NaN
  1393.48        2500.00        97.0709                 NaN  0.636073                 NaN            NaN   1.41124                 NaN            NaN            NaN  0.881820                 NaN            NaN            NaN            NaN
  1390.98        2500.00        97.1303                 NaN  0.622004                 NaN            NaN   1.38614                 NaN            NaN            NaN  0.861581                 NaN            NaN            NaN            NaN
  1388.47        2500.00        97.1764                 NaN  0.621086                 NaN            NaN   1.35614                 NaN            NaN            NaN  0.846329                 NaN            NaN            NaN            NaN
  1385.96        2500.00        97.2306                 NaN  0.604653                 NaN            NaN   1.33745                 NaN            NaN            NaN  0.827258                 NaN            NaN            NaN            NaN
  1383.46        2500.00        97.2653                 NaN  0.583138                 NaN            NaN   1.33826                 NaN            NaN            NaN  0.813330                 NaN            NaN            NaN            NaN
  1380.95        2500.00        97.3383                 NaN  0.588306                 NaN            NaN   1.28162                 NaN            NaN            NaN  0.791768                 NaN            NaN            NaN            NaN
  1378.45        2500.00        97.3773                 NaN  0.585154                 NaN            NaN   1.26112                 NaN            NaN            NaN  0.776384                 NaN            NaN            NaN            NaN
  1375.94        2500.00        97.4119                 NaN  0.569703                 NaN            NaN   1.25494                 NaN            NaN            NaN  0.763504                 NaN            NaN            NaN            NaN
  1373.43        2500.00        97.4602                 NaN  0.565884                 NaN            NaN   1.22599                 NaN            NaN            NaN  0.747974                 NaN            NaN            NaN            NaN
  1370.93        2500.00        97.5050                 NaN  0.564845                 NaN            NaN   1.19647                 NaN            NaN            NaN  0.733688                 NaN            NaN            NaN            NaN
  1368.42        2500.00        97.5419                 NaN  0.548218                 NaN            NaN   1.19088                 NaN            NaN            NaN  0.719026                 NaN            NaN            NaN            NaN
  1365.91        2500.00        97.5835                 NaN  0.543164                 NaN            NaN   1.16808                 NaN            NaN            NaN  0.705230                 NaN            NaN            NaN            NaN
  1363.41        2500.00        97.6141                 NaN  0.546773                 NaN            NaN   1.14283                 NaN            NaN            NaN  0.696279                 NaN            NaN            NaN            NaN
  1360.90        2500.00        97.6719                 NaN  0.528671                 NaN            NaN   1.12441                 NaN            NaN            NaN  0.675066                 NaN            NaN            NaN            NaN
  1358.40        2500.00        97.6781                 NaN  0.502098                 NaN            NaN   1.15012                 NaN            NaN            NaN  0.669712                 NaN            NaN            NaN            NaN
  1355.89        2500.00        97.7327                 NaN  0.496507                 NaN            NaN   1.12113                 NaN            NaN            NaN  0.649654                 NaN            NaN            NaN            NaN
  1353.38        2500.00        97.7456                 NaN  0.491598                 NaN            NaN   1.11849                 NaN            NaN            NaN  0.644363                 NaN            NaN            NaN            NaN
  1350.88        2500.00        97.4512                 NaN  0.645683                 NaN            NaN   1.14768                 NaN            NaN            NaN  0.755384                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.2024                 NaN  0.331005                 NaN            NaN  0.978803                 NaN            NaN            NaN  0.487815                 NaN            NaN            NaN            NaN
  1345.86        2500.00        97.8361                 NaN  0.456115                 NaN            NaN   1.09707                 NaN            NaN            NaN  0.610690                 NaN            NaN            NaN            NaN
  1343.36        2500.00        97.8843                 NaN  0.452573                 NaN            NaN   1.06755                 NaN            NaN            NaN  0.595575                 NaN            NaN            NaN            NaN
  1340.85        2500.00        97.9060                 NaN  0.434847                 NaN            NaN   1.07381                 NaN            NaN            NaN  0.585388                 NaN            NaN            NaN            NaN
  1338.35        2500.00        97.7935                 NaN  0.421865                 NaN            NaN   1.11641                 NaN            NaN            NaN  0.605824       0.624367E-001            NaN            NaN            NaN
  1335.84        2500.00        97.6718                 NaN  0.421542                 NaN            NaN   1.14148                 NaN            NaN            NaN  0.634128       0.131029                 NaN            NaN            NaN
  1333.33        2500.00        97.7414                 NaN  0.381043                 NaN            NaN   1.15174                 NaN            NaN            NaN  0.602282       0.123582                 NaN            NaN            NaN
  1330.83        2500.00        97.7780                 NaN  0.387032                 NaN            NaN   1.11620                 NaN            NaN            NaN  0.597815       0.120941                 NaN            NaN            NaN
  1328.32        2500.00        97.8214                 NaN  0.382062                 NaN            NaN   1.09388                 NaN            NaN            NaN  0.585589       0.117101                 NaN            NaN            NaN
  1325.81        2500.00        97.8649                 NaN  0.368128                 NaN            NaN   1.08171                 NaN            NaN            NaN  0.572472       0.112792                 NaN            NaN            NaN
  1323.31        2500.00        97.9072                 NaN  0.361635                 NaN            NaN   1.06150                 NaN            NaN            NaN  0.560554       0.109104                 NaN            NaN            NaN
  1320.80        2500.00        97.9466                 NaN  0.346869                 NaN            NaN   1.05172                 NaN            NaN            NaN  0.549453       0.105310                 NaN            NaN            NaN
  1318.30        2500.00        97.9948                 NaN  0.340989                 NaN            NaN   1.02815                 NaN            NaN            NaN  0.534844       0.101267                 NaN            NaN            NaN
  1315.79        2500.00        98.0288                 NaN  0.333261                 NaN            NaN   1.01456                 NaN            NaN            NaN  0.525311       0.980780E-001            NaN            NaN            NaN
  1313.28        2500.00        98.0672                 NaN  0.322365                 NaN            NaN   1.00175                 NaN            NaN            NaN  0.514182       0.944984E-001            NaN            NaN            NaN
  1310.78        2500.00        98.1053                 NaN  0.313339                 NaN            NaN  0.986959                 NaN            NaN            NaN  0.503247       0.911112E-001            NaN            NaN            NaN
  1308.27        2500.00        98.1412                 NaN  0.302713                 NaN            NaN  0.975565                 NaN            NaN            NaN  0.492758       0.877282E-001            NaN            NaN            NaN
  1305.76        2500.00        98.1772                 NaN  0.293124                 NaN            NaN  0.962822                 NaN            NaN            NaN  0.482444       0.844566E-001            NaN            NaN            NaN
  1303.26        2500.00        98.2115                 NaN  0.283034                 NaN            NaN  0.951784                 NaN            NaN            NaN  0.472452       0.812672E-001            NaN            NaN            NaN
  1300.75        2500.00        98.2460                 NaN  0.273008                 NaN            NaN  0.940342                 NaN            NaN            NaN  0.462578       0.781149E-001            NaN            NaN            NaN
  1298.25        2500.00        89.0144                 NaN  0.836766                 NaN            NaN   3.07046                 NaN            NaN            NaN   1.63860       0.367314        5.07250                 NaN            NaN
  1295.74        2500.00        67.5611                 NaN   2.11410                 NaN            NaN   8.17912                 NaN            NaN            NaN   4.36055        1.00740        16.7778                 NaN            NaN
  1293.23        2500.00        74.0889                 NaN   1.59253                 NaN            NaN   6.87936                 NaN            NaN            NaN   3.49423       0.773896        13.1711                 NaN            NaN
  1290.73        2500.00        78.1361                 NaN   1.26054                 NaN            NaN   6.01102                 NaN            NaN            NaN   2.96717       0.635504        10.9897                 NaN            NaN
  1288.22        2500.00        81.4025                 NaN  0.957133                 NaN            NaN   5.34551                 NaN            NaN            NaN   2.53476       0.524827        9.23531                 NaN            NaN
  1285.71        2500.00        83.8160                 NaN  0.708160                 NaN            NaN   4.87665                 NaN            NaN            NaN   2.21370       0.442406        7.94310                 NaN            NaN
  1283.21        2500.00        85.6638                 NaN  0.469499                 NaN            NaN   4.56951                 NaN            NaN            NaN   1.96608       0.376917        6.95422                 NaN            NaN
  1280.70        2500.00        87.0128                 NaN  0.244723                 NaN            NaN   4.41433                 NaN            NaN            NaN   1.78267       0.325022        6.22048                 NaN            NaN
  1278.20        2500.00        88.0100                 NaN  0.445711E-001            NaN            NaN   4.35165                 NaN            NaN            NaN   1.65346       0.278319        5.66204                 NaN            NaN
  1275.69        2500.00        89.1221                 NaN            NaN            NaN            NaN   4.02281                 NaN            NaN            NaN   1.50613       0.244382        5.10457                 NaN            NaN
  1273.18        2500.00        90.1521                 NaN            NaN            NaN            NaN   3.59910                 NaN            NaN            NaN   1.37090       0.222260        4.65564                 NaN            NaN
  1270.68        2500.00        86.7168                 NaN  0.221630E-005            NaN            NaN  0.473061        4.00175                 NaN            NaN   1.87768       0.338397        6.59236                 NaN            NaN
  1268.17        2500.00        94.5948                 NaN            NaN            NaN            NaN   1.84734                 NaN            NaN            NaN  0.569422       0.185700        2.80275                 NaN            NaN
  1265.66        2500.00        93.9244                 NaN            NaN            NaN            NaN   3.03574                 NaN            NaN            NaN  0.992467       0.825845E-002   2.03910                 NaN            NaN
  1263.16        2500.00        87.1239                 NaN            NaN            NaN            NaN   1.26531        3.11358                 NaN            NaN   1.78714       0.360539        6.34955                 NaN            NaN
  1260.65        2500.00        95.7577                 NaN            NaN            NaN            NaN   1.84634                 NaN            NaN            NaN  0.709797       0.708756E-001   1.61528                 NaN            NaN
  1258.15        2500.00        93.1905                 NaN            NaN            NaN            NaN   2.16276       0.899685E-001            NaN            NaN  0.804103       0.186136        3.56650                 NaN            NaN
  1255.64        2500.00        97.1431                 NaN            NaN            NaN            NaN  0.172549        1.10774                 NaN            NaN  0.379779       0.251086E-001   1.17175                 NaN            NaN
  1253.13        2500.00        95.7354                 NaN            NaN            NaN            NaN  0.805076       0.706767                 NaN            NaN  0.574022       0.698496E-001   2.10885                 NaN            NaN
  1250.63        2500.00        95.3978                 NaN            NaN            NaN            NaN   1.55310                 NaN            NaN            NaN  0.618119       0.661560E-001   2.36482                 NaN            NaN
  1248.12        2500.00        96.7958                 NaN            NaN            NaN            NaN   1.31524                 NaN            NaN            NaN  0.436942       0.502356E-001   1.40175                 NaN            NaN
  1245.61        2500.00        95.3597                 NaN            NaN            NaN            NaN   1.48191                 NaN            NaN            NaN  0.557131       0.124673        2.47655                 NaN            NaN
  1243.11        2500.00        94.9233                 NaN            NaN            NaN            NaN   1.84668                 NaN            NaN            NaN  0.816817       0.675421E-001   2.34563                 NaN            NaN
  1240.60        2500.00        97.0072                 NaN            NaN            NaN            NaN   1.06215                 NaN            NaN            NaN  0.389435       0.680919E-001   1.47307                 NaN            NaN
  1238.10        2500.00        85.0997                 NaN            NaN            NaN            NaN   2.99080                 NaN            NaN            NaN   1.48901       0.138523        5.85952        4.42246                 NaN
  1235.59        2500.00        84.4717                 NaN            NaN            NaN            NaN   3.21068                 NaN            NaN            NaN   1.48570       0.174856        6.32309        4.33397                 NaN
  1233.08        2500.00        75.1982                 NaN            NaN            NaN            NaN   2.69686        1.73735                 NaN            NaN   2.24344       0.287610        10.2120        7.62453                 NaN
  1230.58        2500.00        37.1255                 NaN            NaN            NaN            NaN   2.95980        6.63140       0.599673                 NaN   5.57496       0.638733        26.8599        19.6100                 NaN
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN   4.39127        10.8283       0.811429E-005            NaN   8.13564        1.16159        43.8494        31.6338                 NaN
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN   5.70446        4.82500        4.82919       0.491438E-004   8.22180        1.13026        43.6414        31.6479                 NaN
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN   6.80216        8.54775       0.173779E-003            NaN   8.17214        1.13710        43.6992        31.6414                 NaN
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN   15.2978       0.127357                 NaN            NaN   8.33051        1.09202        43.4936        31.6587                 NaN
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN  0.502674        14.9232                 NaN            NaN   8.33007        1.09203        43.4939        31.6582                 NaN
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN   6.99653        8.35284       0.113410E-004            NaN   8.18078        1.13969        43.6876        31.6425                 NaN
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN  0.257305        15.1771                 NaN            NaN   8.34538        1.08803        43.4725        31.6597                 NaN
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN   4.48690        10.9165                 NaN            NaN   8.28778        1.10442        43.5618        31.6426                 NaN
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN  0.219062E-003   8.27104        7.11751                 NaN   8.24629        1.10192        43.6118        31.6512                 NaN
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN  0.114485E-005   6.80948        8.53175                 NaN   8.27398        1.12048        43.6169        31.6474                 NaN
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN  0.128710E-005   6.80999        8.53505                 NaN   8.28017        1.11863        43.6082        31.6480                 NaN
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN   8.46854        6.80892       0.116476E-003            NaN   8.26472        1.13800        43.6837        31.6360                 NaN
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN  0.529939E-004   8.65812        6.62378                 NaN   8.27806        1.13690        43.6651        31.6380                 NaN
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN  0.327027E-004   8.17776        7.16006                 NaN   8.26614        1.12053        43.6289        31.6466                 NaN
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN   15.4610                 NaN            NaN            NaN   8.40347        1.07640        43.3946        31.6645                 NaN
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN   1.72241        13.6309       0.148497E-004            NaN   8.34395        1.12731        43.5255        31.6499                 NaN
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN   8.50251        6.81710       0.191817E-004            NaN   8.27584        1.12659        43.6416        31.6364                 NaN
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN  0.305353E-003   9.00663        6.31725                 NaN   8.31228        1.12362        43.5934        31.6465                 NaN
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN  0.397415E-003   8.93108        6.39932                 NaN   8.31838        1.12074        43.5840        31.6461                 NaN
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN  0.252578E-005   7.84860        7.53021                 NaN   8.34022        1.10219        43.5248        31.6540                 NaN
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN  0.888506E-003   8.43213        6.92701                 NaN   8.30808        1.11187        43.5682        31.6519                 NaN
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN   1.38007        14.1135                 NaN            NaN   8.43892        1.06336        43.3343        31.6698                 NaN
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN   4.77217        10.4808       0.291004E-004            NaN   8.25389        1.13267        43.7282        31.6322                 NaN
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN   4.26319        11.0236       0.128594E-002            NaN   8.26917        1.14475        43.6535        31.6444                 NaN
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN   4.27102        11.0198       0.122472E-002            NaN   8.27197        1.14315        43.6478        31.6451                 NaN
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN   9.55029        5.87943       0.493499E-005            NaN   8.35647        1.09728        43.4619        31.6546                 NaN
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN   4.28706        11.0118       0.112724E-002            NaN   8.27774        1.13987        43.6360        31.6464                 NaN
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN   4.29508        11.0087       0.443663E-003            NaN   8.28085        1.13813        43.6298        31.6470                 NaN
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN   4.30310        11.0048       0.442462E-003            NaN   8.28399        1.13639        43.6236        31.6477                 NaN
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN   14.2333        1.30484                 NaN            NaN   8.48680        1.04391        43.2554        31.6757                 NaN
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN   4.28589        11.2305       0.245028E-005            NaN   8.45802        1.06038        43.2897        31.6755                 NaN
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN   5.27626        10.2773                 NaN            NaN   8.47185        1.05168        43.2389        31.6840                 NaN
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN   9.90947        5.52086       0.183707E-003            NaN   8.38029        1.10213        43.4187        31.6684                 NaN
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN   4.19235        11.3433                 NaN            NaN   8.47041        1.05495        43.2602        31.6787                 NaN
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN  0.139846        12.2925                 NaN            NaN   8.16656        1.17318        44.1370        31.5299        2.56091     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN   4.38615        11.1582                 NaN            NaN   8.47891        1.05122        43.2454        31.6802                 NaN
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN   9.26842        6.19175       0.674321E-005            NaN   8.40007        1.07839        43.4018        31.6596                 NaN
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN  0.139847        12.2591                 NaN            NaN   8.17694        1.16722        44.1306        31.5287        2.59759     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN   3.47800        12.0907                 NaN            NaN   8.50669        1.03912        43.2022        31.6833                 NaN
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN   3.33765        12.2383                 NaN            NaN   8.51430        1.03576        43.1897        31.6843                 NaN
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN  0.139845        12.2493                 NaN            NaN   8.18846        1.16051        44.1141        31.5296        2.61823     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN   9.24412        6.19232       0.568355E-004            NaN   8.43094        1.07928        43.3868        31.6665                 NaN
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN   8.58500        6.92181       0.447179E-005            NaN   8.44938        1.05538        43.3224        31.6660                 NaN
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN   7.72977        7.87628                 NaN            NaN   8.55940        1.01643        43.1305        31.6876                 NaN
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN   8.57824        6.90571       0.355137E-004            NaN   8.43882        1.06231        43.3573        31.6576                 NaN
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN   9.23380        6.33897       0.631271E-005            NaN   8.44588        1.05127        43.2496        31.6804                 NaN
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN   3.84490        11.7687                 NaN            NaN   8.54311        1.02209        43.1300        31.6912                 NaN
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN   8.68439        6.86136       0.402967E-004            NaN   8.46277        1.04277        43.2749        31.6737                 NaN
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN   4.50945        11.1112                 NaN            NaN   8.54823        1.02078        43.1171        31.6932                 NaN
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN   4.83795        10.4826                 NaN            NaN   8.37817        1.09925        43.5608        31.6412                 NaN
  1102.76        2500.00                 NaN            NaN   4.27292                 NaN            NaN   8.82609       0.698474E-003            NaN            NaN   7.85253        1.44301        44.8641        32.7406                 NaN
  1100.25        2500.00                 NaN            NaN   4.55686                 NaN            NaN   8.53656                 NaN            NaN            NaN   7.84961        1.44029        44.7967        32.8200                 NaN
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN   10.6876        4.92607                 NaN            NaN   8.50049        1.03010        43.1571        31.6987                 NaN
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN   10.5676        5.02994       0.154023E-005            NaN   8.47642        1.03977        43.1911        31.6952                 NaN
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN   10.7464        4.87683       0.178586E-005            NaN   8.48932        1.03706        43.1460        31.7044                 NaN
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN   10.7555        4.87363       0.164335E-005            NaN   8.50549        1.02794        43.1340        31.7034                 NaN
  1087.72        2500.00                 NaN            NaN   5.50822                 NaN            NaN  0.139848                 NaN            NaN            NaN   7.43284        1.63289        46.5048        32.7700        6.01141     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN   9.10097        6.46411                 NaN            NaN   8.53100        1.03247        43.1806        31.6908                 NaN
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN   4.15648        11.3275                 NaN            NaN   8.43407        1.06354        43.3469        31.6714                 NaN
