|6.6.6
Archiving\03_Data\frac/QFM_m4.75/GRV/GRV_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       pxmn           iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1536.34        2500.00        96.9023                 NaN  0.155812       0.904191E-002            NaN            NaN   2.93283                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        96.9824                 NaN  0.149239       0.866942E-002            NaN            NaN   2.85523       0.448297E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        97.0493                 NaN  0.140922       0.861480E-002            NaN            NaN   2.61755       0.183621                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        97.1267                 NaN  0.135450       0.818296E-002            NaN            NaN  0.209437        2.52018                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        97.1984                 NaN  0.131302       0.776491E-002            NaN            NaN   2.41506       0.247490                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        97.2685                 NaN  0.126675       0.732951E-002            NaN            NaN  0.267908        2.32961                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        97.3340                 NaN  0.122431       0.691615E-002            NaN            NaN   2.24868       0.287924                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        97.3975                 NaN  0.118261       0.651323E-002            NaN            NaN   2.17163       0.306097                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        97.4581                 NaN  0.114381       0.610816E-002            NaN            NaN   2.10160       0.319828                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        97.5147                 NaN  0.110537       0.575915E-002            NaN            NaN   2.03346       0.335553                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        97.5606                 NaN  0.108329       0.538605E-002            NaN            NaN  0.346061        1.97962                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        97.6343                 NaN  0.102555       0.502925E-002            NaN            NaN   1.89861       0.359455                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        97.6744                 NaN  0.100120       0.469693E-002            NaN            NaN  0.365764        1.85506                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        97.7228                 NaN  0.967878E-001  0.437682E-002            NaN            NaN   1.80212       0.373885                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        97.7690                 NaN  0.937515E-001  0.405996E-002            NaN            NaN   1.75323       0.379961                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        97.8131                 NaN  0.909213E-001  0.376051E-002            NaN            NaN  0.385480        1.70670                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        97.8568                 NaN  0.878732E-001  0.347769E-002            NaN            NaN  0.391836        1.66004                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        97.8971                 NaN  0.852212E-001  0.319659E-002            NaN            NaN   1.61984       0.394602                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        97.9375                 NaN  0.824526E-001  0.292522E-002            NaN            NaN   1.57927       0.397814                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        97.9753                 NaN  0.797080E-001  0.266439E-002            NaN            NaN   1.54246       0.399888                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.0121                 NaN  0.770440E-001  0.241021E-002            NaN            NaN  0.399736        1.50876                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.0472                 NaN  0.746502E-001  0.216840E-002            NaN            NaN   1.47354       0.402416                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.0809                 NaN  0.724266E-001  0.194787E-002            NaN            NaN   1.44035       0.404349                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.1136                 NaN  0.701120E-001  0.172386E-002            NaN            NaN   1.40997       0.404592                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.1452                 NaN  0.677010E-001  0.150894E-002            NaN            NaN  0.404969        1.38062                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.1755                 NaN  0.654912E-001  0.130104E-002            NaN            NaN   1.35347       0.404202                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.2044                 NaN  0.633943E-001  0.110154E-002            NaN            NaN   1.32738       0.403764                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.2331                 NaN  0.613395E-001  0.918338E-003            NaN            NaN  0.402927        1.30175                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.2587                 NaN  0.594753E-001  0.738452E-003            NaN            NaN   1.27786       0.403175                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.2858                 NaN  0.575622E-001  0.567712E-003            NaN            NaN  0.401818        1.25424                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.3123                 NaN  0.553477E-001  0.396258E-003            NaN            NaN   1.23268       0.399260                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.3357                 NaN  0.534687E-001  0.232103E-003            NaN            NaN   1.21324       0.397352                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.3591                 NaN  0.516684E-001  0.794569E-004            NaN            NaN   1.19311       0.396070                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.3819                 NaN  0.497927E-001  0.882243E-004            NaN            NaN   1.17407       0.394112                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.4040                 NaN  0.480219E-001            NaN            NaN            NaN   1.15572       0.392301                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.4252                 NaN  0.463021E-001            NaN            NaN            NaN  0.389935        1.13859                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.4449                 NaN  0.445143E-001            NaN            NaN            NaN  0.388180        1.12240                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.4655                 NaN  0.428609E-001  0.541601E-004            NaN            NaN  0.386214        1.10539                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.4841                 NaN  0.411139E-001  0.776746E-004            NaN            NaN  0.384868        1.08987                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.5023                 NaN  0.395591E-001            NaN            NaN            NaN   1.07673       0.381420                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        96.6346                 NaN  0.167130                 NaN            NaN            NaN   1.00005        1.41533                 NaN            NaN  0.782930                 NaN            NaN            NaN
  1433.58        2500.00        95.0902                 NaN  0.272764                 NaN            NaN            NaN   1.66849        1.51352                 NaN            NaN   1.45505                 NaN            NaN            NaN
  1431.08        2500.00        95.3447                 NaN  0.255988                 NaN            NaN            NaN   1.43391        1.58524                 NaN            NaN   1.38011                 NaN            NaN            NaN
  1428.57        2500.00        95.5768                 NaN  0.240598                 NaN            NaN            NaN   1.51043        1.36077                 NaN            NaN   1.31138                 NaN            NaN            NaN
  1426.07        2500.00        95.7873                 NaN  0.226111                 NaN            NaN            NaN   1.44156        1.29603                 NaN            NaN   1.24903                 NaN            NaN            NaN
  1423.56        2500.00        95.9789                 NaN  0.212923                 NaN            NaN            NaN   1.23833        1.37759                 NaN            NaN   1.19226                 NaN            NaN            NaN
  1421.05        2500.00        96.1584                 NaN  0.200815                 NaN            NaN            NaN   1.31992        1.18226                 NaN            NaN   1.13861                 NaN            NaN            NaN
  1418.55        2500.00        96.3203                 NaN  0.189935                 NaN            NaN            NaN   1.13363        1.26578                 NaN            NaN   1.09037                 NaN            NaN            NaN
  1416.04        2500.00        96.4690                 NaN  0.179813                 NaN            NaN            NaN   1.08768        1.21738                 NaN            NaN   1.04613                 NaN            NaN            NaN
  1413.53        2500.00        96.6115                 NaN  0.169602                 NaN            NaN            NaN   1.16796        1.04759                 NaN            NaN   1.00331                 NaN            NaN            NaN
  1411.03        2500.00        96.7413                 NaN  0.160671                 NaN            NaN            NaN   1.00959        1.12388                 NaN            NaN  0.964540                 NaN            NaN            NaN
  1408.52        2500.00        96.8612                 NaN  0.151925                 NaN            NaN            NaN   1.08285       0.975585                 NaN            NaN  0.928479                 NaN            NaN            NaN
  1406.02        2500.00        96.9757                 NaN  0.143902                 NaN            NaN            NaN   1.04156       0.944807                 NaN            NaN  0.893993                 NaN            NaN            NaN
  1403.51        2500.00        97.0807                 NaN  0.136442                 NaN            NaN            NaN  0.914177        1.00633                 NaN            NaN  0.862303                 NaN            NaN            NaN
  1401.00        2500.00        97.1811                 NaN  0.129566                 NaN            NaN            NaN  0.971918       0.885523                 NaN            NaN  0.831902                 NaN            NaN            NaN
  1398.50        2500.00        97.2734                 NaN  0.122439                 NaN            NaN            NaN  0.861768       0.938544                 NaN            NaN  0.803872                 NaN            NaN            NaN
  1395.99        2500.00        97.3612                 NaN  0.116178                 NaN            NaN            NaN  0.907220       0.838107                 NaN            NaN  0.777256                 NaN            NaN            NaN
  1393.48        2500.00        97.4425                 NaN  0.110026                 NaN            NaN            NaN  0.878277       0.816848                 NaN            NaN  0.752357                 NaN            NaN            NaN
  1390.98        2500.00        97.5214                 NaN  0.104077                 NaN            NaN            NaN  0.849848       0.796304                 NaN            NaN  0.728395                 NaN            NaN            NaN
  1388.47        2500.00        97.5953                 NaN  0.984935E-001            NaN            NaN            NaN  0.821537       0.778883                 NaN            NaN  0.705740                 NaN            NaN            NaN
  1385.96        2500.00        97.6634                 NaN  0.933695E-001            NaN            NaN            NaN  0.762384       0.795786                 NaN            NaN  0.685106                 NaN            NaN            NaN
  1383.46        2500.00        97.7319                 NaN  0.877707E-001            NaN            NaN            NaN  0.769959       0.746737                 NaN            NaN  0.663668                 NaN            NaN            NaN
  1380.95        2500.00        97.7924                 NaN  0.829106E-001            NaN            NaN            NaN  0.746669       0.732883                 NaN            NaN  0.645093                 NaN            NaN            NaN
  1378.45        2500.00        97.8513                 NaN  0.782167E-001            NaN            NaN            NaN  0.724229       0.719233                 NaN            NaN  0.627012                 NaN            NaN            NaN
  1375.94        2500.00        97.9070                 NaN  0.734341E-001            NaN            NaN            NaN  0.708074       0.701841                 NaN            NaN  0.609678                 NaN            NaN            NaN
  1373.43        2500.00        97.9607                 NaN  0.689419E-001            NaN            NaN            NaN  0.680185       0.697135                 NaN            NaN  0.593041                 NaN            NaN            NaN
  1370.93        2500.00        98.0104                 NaN  0.646613E-001            NaN            NaN            NaN  0.659274       0.688076                 NaN            NaN  0.577595                 NaN            NaN            NaN
  1368.42        2500.00        98.0597                 NaN  0.605147E-001            NaN            NaN            NaN  0.639665       0.678159                 NaN            NaN  0.562004                 NaN            NaN            NaN
  1365.91        2500.00        98.1045                 NaN  0.563329E-001            NaN            NaN            NaN  0.671044       0.620102                 NaN            NaN  0.548033                 NaN            NaN            NaN
  1363.41        2500.00        98.1479                 NaN  0.524701E-001            NaN            NaN            NaN  0.663668       0.601594                 NaN            NaN  0.534388                 NaN            NaN            NaN
  1360.90        2500.00        98.1897                 NaN  0.485396E-001            NaN            NaN            NaN  0.582455       0.658048                 NaN            NaN  0.521271                 NaN            NaN            NaN
  1358.40        2500.00        98.2289                 NaN  0.448249E-001            NaN            NaN            NaN  0.653274       0.564123                 NaN            NaN  0.508897                 NaN            NaN            NaN
  1355.89        2500.00        98.2659                 NaN  0.409036E-001            NaN            NaN            NaN  0.650585       0.545505                 NaN            NaN  0.497080                 NaN            NaN            NaN
  1353.38        2500.00        98.3019                 NaN  0.373789E-001            NaN            NaN            NaN  0.647298       0.527751                 NaN            NaN  0.485718                 NaN            NaN            NaN
  1350.88        2500.00        98.3353                 NaN  0.336093E-001            NaN            NaN            NaN  0.509689       0.646494                 NaN            NaN  0.474876                 NaN            NaN            NaN
  1348.37        2500.00        98.3675                 NaN  0.300860E-001            NaN            NaN            NaN  0.646656       0.491167                 NaN            NaN  0.464627                 NaN            NaN            NaN
  1345.86        2500.00        98.3988                 NaN  0.267346E-001            NaN            NaN            NaN  0.647195       0.472647                 NaN            NaN  0.454649                 NaN            NaN            NaN
  1343.36        2500.00        98.4272                 NaN  0.233180E-001            NaN            NaN            NaN  0.649358       0.454601                 NaN            NaN  0.445497                 NaN            NaN            NaN
  1340.85        2500.00        98.4551                 NaN  0.196940E-001            NaN            NaN            NaN  0.433915       0.654992                 NaN            NaN  0.436345                 NaN            NaN            NaN
  1338.35        2500.00        98.4809                 NaN  0.165578E-001            NaN            NaN            NaN  0.660106       0.414382                 NaN            NaN  0.428019                 NaN            NaN            NaN
  1335.84        2500.00        98.5061                 NaN  0.130582E-001            NaN            NaN            NaN  0.391755       0.669282                 NaN            NaN  0.419767                 NaN            NaN            NaN
  1333.33        2500.00        98.5296                 NaN  0.971427E-002            NaN            NaN            NaN  0.366580       0.681984                 NaN            NaN  0.412077                 NaN            NaN            NaN
  1330.83        2500.00        98.5511                 NaN  0.616034E-002            NaN            NaN            NaN  0.700166       0.337564                 NaN            NaN  0.404967                 NaN            NaN            NaN
  1328.32        2500.00        98.5731                 NaN  0.301512E-002            NaN            NaN            NaN  0.718542       0.307485                 NaN            NaN  0.397818                 NaN            NaN            NaN
  1325.81        2500.00        98.5910                 NaN  0.214285E-002            NaN            NaN            NaN  0.736360       0.278015                 NaN            NaN  0.392470                 NaN            NaN            NaN
  1323.31        2500.00        98.6083                 NaN            NaN            NaN            NaN            NaN  0.778887       0.226078                 NaN            NaN  0.386710                 NaN            NaN            NaN
  1320.80        2500.00        98.6241                 NaN            NaN            NaN            NaN            NaN  0.823231       0.170409                 NaN            NaN  0.382279                 NaN            NaN            NaN
  1318.30        2500.00        98.6373                 NaN            NaN            NaN            NaN            NaN  0.926559       0.576371E-001            NaN            NaN  0.378543                 NaN            NaN            NaN
  1315.79        2500.00        98.6554                 NaN            NaN            NaN            NaN            NaN  0.971558                 NaN            NaN            NaN  0.373030                 NaN            NaN            NaN
  1313.28        2500.00        98.6737                 NaN            NaN            NaN            NaN            NaN  0.958558                 NaN            NaN            NaN  0.367722                 NaN            NaN            NaN
  1310.78        2500.00        98.6903                 NaN            NaN            NaN            NaN            NaN  0.947518                 NaN            NaN            NaN  0.362171                 NaN            NaN            NaN
  1308.27        2500.00        87.6305                 NaN  0.857710E-001            NaN            NaN            NaN   4.02051                 NaN            NaN            NaN   1.70138        6.56187                 NaN            NaN
  1305.76        2500.00        82.9250                 NaN  0.187809                 NaN            NaN            NaN   5.22729                 NaN            NaN            NaN   2.28226        9.37767                 NaN            NaN
  1303.26        2500.00        79.5948                 NaN  0.105297                 NaN            NaN            NaN   5.98901                 NaN            NaN            NaN   2.68478        11.1560       0.470057                 NaN
  1300.75        2500.00        78.2091                 NaN  0.156788E-001            NaN            NaN            NaN   6.25863                 NaN            NaN            NaN   2.83715        11.8441       0.835352                 NaN
  1298.25        2500.00        82.3856                 NaN            NaN            NaN            NaN            NaN   5.13020                 NaN            NaN            NaN   2.30797        9.50491       0.671363                 NaN
  1295.74        2500.00        85.2483                 NaN            NaN            NaN            NaN            NaN   4.33647                 NaN            NaN            NaN   1.94970        7.90883       0.556729                 NaN
  1293.23        2500.00        87.3117                 NaN            NaN            NaN            NaN            NaN   3.76000                 NaN            NaN            NaN   1.68858        6.76457       0.475160                 NaN
  1290.73        2500.00        88.8762                 NaN            NaN            NaN            NaN            NaN   3.31955                 NaN            NaN            NaN   1.49094        5.90096       0.412372                 NaN
  1288.22        2500.00        90.0997                 NaN            NaN            NaN            NaN            NaN   2.97033                 NaN            NaN            NaN   1.33084        5.23301       0.366073                 NaN
  1285.71        2500.00        91.0841                 NaN            NaN            NaN            NaN            NaN   2.69098                 NaN            NaN            NaN   1.20643        4.69365       0.324885                 NaN
  1283.21        2500.00        91.8942                 NaN            NaN            NaN            NaN            NaN   2.45694                 NaN            NaN            NaN   1.09841        4.25646       0.294037                 NaN
  1280.70        2500.00        90.7817                 NaN            NaN            NaN            NaN            NaN  0.843492        1.81215                 NaN            NaN   1.24488        4.98332       0.334426                 NaN
  1278.20        2500.00        93.6580                 NaN            NaN            NaN            NaN            NaN   1.52807       0.743597E-001            NaN            NaN  0.884720        3.51762       0.337239                 NaN
  1275.69        2500.00        93.3223                 NaN            NaN            NaN            NaN            NaN   2.39557                 NaN            NaN            NaN  0.897539        3.27252       0.112044                 NaN
  1273.18        2500.00        95.0295                 NaN            NaN            NaN            NaN            NaN   1.73265                 NaN            NaN            NaN  0.702946        2.38507       0.149813                 NaN
  1270.68        2500.00        94.8137                 NaN            NaN            NaN            NaN            NaN  0.791458       0.170975       0.252520       0.649104E-005  0.611265        3.10699       0.253072                 NaN
  1268.17        2500.00        91.5013                 NaN            NaN            NaN            NaN            NaN   2.51032       0.204119                 NaN            NaN   1.15853        4.36332       0.262403                 NaN
  1265.66        2500.00        98.1801                 NaN            NaN            NaN            NaN            NaN  0.981706                 NaN            NaN            NaN  0.346511       0.489348       0.230253E-002            NaN
  1263.16        2500.00        95.5468                 NaN            NaN            NaN            NaN            NaN   1.01314                 NaN            NaN            NaN  0.602500        2.64618       0.191404                 NaN
  1260.65        2500.00        94.8473                 NaN            NaN            NaN            NaN            NaN  0.139285        1.57904                 NaN            NaN  0.673048        2.62851       0.132776                 NaN
  1258.15        2500.00        97.1161                 NaN            NaN            NaN            NaN            NaN  0.697362                 NaN            NaN            NaN  0.251647        1.76779       0.167065                 NaN
  1255.64        2500.00        96.1227                 NaN            NaN            NaN            NaN            NaN   1.26792                 NaN            NaN            NaN  0.543382        1.95729       0.108689                 NaN
  1253.13        2500.00        96.3998                 NaN            NaN            NaN            NaN            NaN   1.46942                 NaN            NaN            NaN  0.577470        1.50446       0.488014E-001            NaN
  1250.63        2500.00        78.7019                 NaN            NaN            NaN            NaN            NaN   3.92126                 NaN            NaN            NaN   2.06470        8.70796       0.322474        6.28172     
  1248.12        2500.00        76.1272                 NaN            NaN            NaN            NaN            NaN   4.37603                 NaN            NaN            NaN   2.27130        9.61077       0.335293        7.27944     
  1245.61        2500.00        80.8529                 NaN            NaN            NaN            NaN            NaN   2.05804        1.32522                 NaN            NaN   1.80469        7.79020       0.273470        5.89546     
  1243.11        2500.00        75.9471                 NaN            NaN            NaN            NaN            NaN   4.79359                 NaN            NaN            NaN   2.31813        9.46429       0.276023        7.20090     
  1240.60        2500.00        80.8534                 NaN            NaN            NaN            NaN            NaN   3.61881                 NaN            NaN            NaN   1.85405        7.65662       0.212117        5.80502     
  1238.10        2500.00        81.1894                 NaN            NaN            NaN            NaN            NaN   1.28768        2.20641                 NaN            NaN   1.77706        7.58038       0.216323        5.74272     
  1235.59        2500.00        78.6963                 NaN            NaN            NaN            NaN            NaN   3.95795                 NaN            NaN            NaN   1.97841        8.63149       0.233428        6.50240     
  1233.08        2500.00        63.9155                 NaN            NaN            NaN            NaN            NaN   5.17286                 NaN            NaN            NaN   3.04447        15.6043       0.477224        11.7856     
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.572095        16.1709       0.109410E-003            NaN   8.77187        42.5716       0.890526        31.0228     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.53250        11.9937       0.281356E-005            NaN   8.58823        42.9411       0.959144        30.9854     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.49380        12.0352       0.278571E-005            NaN   8.59637        42.9314       0.957586        30.9857     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.19347        11.3539       0.221096E-005            NaN   8.58529        42.9194       0.957658        30.9903     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.26409        7.38163       0.178275E-005            NaN   8.70496        42.7226       0.921367        31.0054     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.34699        7.30124                 NaN            NaN   8.71161        42.7145       0.920002        31.0057     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.43260        7.21849                 NaN            NaN   8.71805        42.7063       0.918527        31.0060     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.55079        7.10326                 NaN            NaN   8.72980        42.6934       0.916419        31.0064     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.60019        7.05589                 NaN            NaN   8.73182        42.6894       0.915893        31.0068     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.69465        6.96432                 NaN            NaN   8.73869        42.6808       0.914341        31.0072     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.77907        6.88248                 NaN            NaN   8.74582        42.6723       0.912866        31.0075     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.84955        6.81642                 NaN            NaN   8.75338        42.6610       0.911357        31.0083     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.835840E-003   9.91960        6.74970                 NaN   8.76057        42.6505       0.909652        31.0091     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.99211        6.67963                 NaN            NaN   8.76702        42.6442       0.907966        31.0091     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.0815        6.59298                 NaN            NaN   8.77362        42.6361       0.906412        31.0094     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.1595        6.51900                 NaN            NaN   8.78133        42.6259       0.904350        31.0099     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2410        6.44143                 NaN            NaN   8.78679        42.6171       0.903037        31.0106     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.3051        6.38048                 NaN            NaN   8.79280        42.6094       0.901234        31.0110     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.9457        4.78068                 NaN            NaN   8.79328        42.5378       0.917559        31.0250     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.4547        6.23797                 NaN            NaN   8.80606        42.5916       0.897660        31.0121     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.5093        6.18474                 NaN            NaN   8.81364        42.5836       0.896774        31.0119     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6035        6.09737                 NaN            NaN   8.82074        42.5708       0.894088        31.0135     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.6697        6.03189                 NaN            NaN   8.83039        42.5627       0.892510        31.0128     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.0514        4.69026                 NaN            NaN   8.82729        42.4991       0.904810        31.0271     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.0816        4.66387                 NaN            NaN   8.82994        42.4934       0.903550        31.0277     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.1392        4.61183                 NaN            NaN   8.83399        42.4850       0.901216        31.0288     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.9016        5.81725       0.177929E-005            NaN   8.85474        42.5251       0.885199        31.0161     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.9685        5.75681       0.541308E-005            NaN   8.86094        42.5139       0.882697        31.0172     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.0442        5.68545                 NaN            NaN   8.86959        42.5031       0.880126        31.0176     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.0907        5.64256                 NaN            NaN   8.87529        42.4938       0.879183        31.0185     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.1583        5.58074                 NaN            NaN   8.88303        42.4821       0.876556        31.0192     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.1886        5.55480                 NaN            NaN   8.88972        42.4725       0.874482        31.0198     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.2774        5.47061                 NaN            NaN   8.89618        42.4624       0.872522        31.0210     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.3251        5.42599                 NaN            NaN   8.90488        42.4520       0.870797        31.0213     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.3538        5.40366                 NaN            NaN   8.90854        42.4431       0.868520        31.0224     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.4184        5.34299                 NaN            NaN   8.91652        42.4325       0.866532        31.0230     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.4608        5.30587                 NaN            NaN   8.92452        42.4207       0.864274        31.0239     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.5119        5.26023                 NaN            NaN   8.93125        42.4099       0.861985        31.0248     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.5277        4.31162                 NaN            NaN   8.88586        42.3567       0.872408        31.0457     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.6339        4.22561                 NaN            NaN   8.90647        42.3245       0.861180        31.0483     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.6637        4.20249                 NaN            NaN   8.91203        42.3131       0.858680        31.0499     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.6490        4.22316                 NaN            NaN   8.91592        42.3053       0.856120        31.0505     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.7294        5.06856                 NaN            NaN   8.96297        42.3595       0.850654        31.0289     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.7113        5.08917                 NaN            NaN   8.97334        42.3469       0.849595        31.0298     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.7651        5.04230       0.110795E-005            NaN   8.97870        42.3360       0.847042        31.0309     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.7078        4.17840       0.282774E-005            NaN   8.92177        42.2855       0.852891        31.0537     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.7938        4.11175                 NaN            NaN   8.93036        42.2602       0.847013        31.0569     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.8649        4.95991       0.322719E-005            NaN   8.99909        42.3025       0.839703        31.0338     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.8018        4.11341                 NaN            NaN   8.93970        42.2440       0.842467        31.0587     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.7844        4.13761                 NaN            NaN   8.94418        42.2335       0.840231        31.0600     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.9625        4.88103       0.294580E-005            NaN   9.01912        42.2683       0.832037        31.0370     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.7925        4.14136       0.268348E-005            NaN   8.95620        42.2125       0.835208        31.0622     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.8029        4.13778       0.262501E-005            NaN   8.96133        42.2021       0.832467        31.0634     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.0188        4.84334       0.262492E-005            NaN   9.03654        42.2394       0.823290        31.0386     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.439920E-003   12.0490        4.81799       0.262106E-005   9.04395        42.2253       0.822320        31.0411     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.8965        4.07345                 NaN            NaN   8.98495        42.1575       0.818960        31.0686     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.602760E-002   12.1007        4.77187       0.245450E-005   9.05889        42.2029       0.816828        31.0427     
