|6.6.6
Archiving\03_Data\frac/QFM_m0.5/ALH/ALH_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       mang           O(HP)          O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1508.77        2500.00        99.1010                 NaN  0.122629                 NaN            NaN  0.776393                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.2956                 NaN  0.633719E-001            NaN            NaN  0.641010                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.2103                 NaN  0.890648E-001            NaN            NaN  0.700682                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.2164                 NaN  0.864568E-001            NaN            NaN  0.697180                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.2229                 NaN  0.838859E-001            NaN            NaN  0.693205                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.0960                 NaN  0.209691E-001            NaN            NaN  0.170637       0.712421                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.0266                 NaN            NaN            NaN            NaN            NaN  0.973393                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.0261                 NaN            NaN            NaN            NaN            NaN  0.973921                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        97.9262                 NaN  0.265949E-001  0.827150E-002            NaN            NaN   2.03890                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00       100.0000                 NaN  0.109855E-005            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.1683                 NaN            NaN            NaN            NaN            NaN  0.831720                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.0145                 NaN            NaN            NaN            NaN            NaN  0.985460                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.0078                 NaN            NaN            NaN            NaN            NaN  0.992187                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.9978                 NaN            NaN            NaN            NaN            NaN   1.00219                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.9830                 NaN            NaN            NaN            NaN            NaN   1.01700                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.9678                 NaN            NaN            NaN            NaN            NaN   1.03221                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.9406                 NaN            NaN            NaN            NaN            NaN   1.05941                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.8245                 NaN            NaN            NaN            NaN            NaN  0.220290       0.955246                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.4967                 NaN            NaN            NaN            NaN            NaN  0.439746        1.06355                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.5144                 NaN            NaN            NaN            NaN            NaN   1.04903       0.436607                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.5304                 NaN            NaN            NaN            NaN            NaN  0.433667        1.03590                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.5455                 NaN            NaN            NaN            NaN            NaN  0.433575        1.02091                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.5625                 NaN  0.179728E-001            NaN            NaN            NaN   1.01952       0.399980                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.5923                 NaN  0.136799                 NaN            NaN            NaN  0.190943        1.07998                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.6085                 NaN  0.132786                 NaN            NaN            NaN  0.198509        1.06025                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.6215                 NaN  0.129456                 NaN            NaN            NaN   1.04587       0.203212                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.6338                 NaN  0.126258                 NaN            NaN            NaN   1.03225       0.207707                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.6477                 NaN  0.122581                 NaN            NaN            NaN   1.01423       0.215521                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.6600                 NaN  0.119359                 NaN            NaN            NaN   1.00223       0.218433                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.6714                 NaN  0.116336                 NaN            NaN            NaN  0.221632       0.990659                 NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.6795                 NaN  0.114528                 NaN            NaN            NaN  0.228176       0.977808                 NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.6976                 NaN  0.108237                 NaN            NaN            NaN  0.959524       0.234679                 NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.7001                 NaN  0.107612                 NaN            NaN            NaN  0.236676       0.955646                 NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.7178                 NaN  0.103076                 NaN            NaN            NaN  0.240169       0.939003                 NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.7226                 NaN  0.101334                 NaN            NaN            NaN  0.244815       0.931284                 NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.7325                 NaN  0.978572E-001            NaN            NaN            NaN  0.921471       0.248157                 NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.7391                 NaN  0.955757E-001            NaN            NaN            NaN  0.912538       0.252757                 NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.7479                 NaN  0.924532E-001            NaN            NaN            NaN  0.256437       0.903171                 NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        98.7546                 NaN  0.898954E-001            NaN            NaN            NaN  0.894370       0.261130                 NaN            NaN            NaN            NaN            NaN
  1411.03        2500.00        98.7620                 NaN  0.870106E-001            NaN            NaN            NaN  0.886600       0.264425                 NaN            NaN            NaN            NaN            NaN
  1408.52        2500.00        98.7682                 NaN  0.842685E-001            NaN            NaN            NaN  0.878917       0.268618                 NaN            NaN            NaN            NaN            NaN
  1406.02        2500.00        98.7603                 NaN  0.805206E-001            NaN            NaN            NaN  0.901701       0.257439                 NaN            NaN            NaN            NaN            NaN
  1403.51        2500.00        98.7872                 NaN  0.789444E-001            NaN            NaN            NaN  0.273467       0.860433                 NaN            NaN            NaN            NaN            NaN
  1401.00        2500.00        98.7864                 NaN  0.752458E-001            NaN            NaN            NaN  0.857468       0.280926                 NaN            NaN            NaN            NaN            NaN
  1398.50        2500.00        98.7881                 NaN  0.734730E-001            NaN            NaN            NaN  0.284754       0.853706                 NaN            NaN            NaN            NaN            NaN
  1395.99        2500.00        98.7924                 NaN  0.710093E-001            NaN            NaN            NaN  0.846765       0.289856                 NaN            NaN            NaN            NaN            NaN
  1393.48        2500.00        97.8196                 NaN  0.395346                 NaN            NaN            NaN  0.232743       0.942428                 NaN  0.609912                 NaN            NaN            NaN
  1390.98        2500.00        97.3191                 NaN  0.578116                 NaN            NaN            NaN  0.988731       0.178447                 NaN  0.935567                 NaN            NaN            NaN
  1388.47        2500.00        97.3706                 NaN  0.578810                 NaN            NaN            NaN  0.153723       0.978431                 NaN  0.918415                 NaN            NaN            NaN
  1385.96        2500.00        97.4197                 NaN  0.579528                 NaN            NaN            NaN  0.968769       0.130121                 NaN  0.901878                 NaN            NaN            NaN
  1383.46        2500.00        97.4703                 NaN  0.578667                 NaN            NaN            NaN  0.107075       0.959350                 NaN  0.884572                 NaN            NaN            NaN
  1380.95        2500.00        97.5149                 NaN  0.578916                 NaN            NaN            NaN  0.949867       0.869748E-001            NaN  0.869315                 NaN            NaN            NaN
  1378.45        2500.00        97.5599                 NaN  0.579285                 NaN            NaN            NaN  0.941769       0.642728E-001            NaN  0.854767                 NaN            NaN            NaN
  1375.94        2500.00        97.6084                 NaN  0.575734                 NaN            NaN            NaN  0.472947E-001  0.931742                 NaN  0.836829                 NaN            NaN            NaN
  1373.43        2500.00        97.6465                 NaN  0.575804                 NaN            NaN            NaN  0.287011E-001  0.924936                 NaN  0.824095                 NaN            NaN            NaN
  1370.93        2500.00        97.6886                 NaN  0.573207                 NaN            NaN            NaN  0.916521       0.128295E-001            NaN  0.808867                 NaN            NaN            NaN
  1368.42        2500.00        97.7274                 NaN  0.570342                 NaN            NaN            NaN  0.907442                 NaN            NaN  0.794823                 NaN            NaN            NaN
  1365.91        2500.00        97.6808                 NaN  0.517434                 NaN  0.411925E-001            NaN  0.921646       0.460523E-001            NaN  0.792844                 NaN            NaN            NaN
  1363.41        2500.00        97.4250                 NaN  0.347639                 NaN  0.171912                 NaN  0.215106        1.02419                 NaN  0.816207                 NaN            NaN            NaN
  1360.90        2500.00        97.3287                 NaN  0.264472                 NaN  0.229567                 NaN  0.274484        1.08546                 NaN  0.817279                 NaN            NaN            NaN
  1358.40        2500.00        97.2820                 NaN  0.211414                 NaN  0.266676                 NaN  0.295952        1.13007                 NaN  0.813877                 NaN            NaN            NaN
  1355.89        2500.00        97.2992                 NaN  0.162935                 NaN  0.285641                 NaN   1.13179       0.325572                 NaN  0.794847                 NaN            NaN            NaN
  1353.38        2500.00        97.2864                 NaN  0.150019                 NaN  0.291767                 NaN   1.13871       0.334877                 NaN  0.798271                 NaN            NaN            NaN
  1350.88        2500.00        97.4431                 NaN  0.987208E-001            NaN  0.286833                 NaN   1.06897       0.363208                 NaN  0.739222                 NaN            NaN            NaN
  1348.37        2500.00        97.4698                 NaN  0.147627                 NaN  0.279725                 NaN  0.273322        1.08369                 NaN  0.745839                 NaN            NaN            NaN
  1345.86        2500.00        97.5312                 NaN  0.112548                 NaN  0.277944                 NaN  0.309729        1.04668                 NaN  0.721928                 NaN            NaN            NaN
  1343.36        2500.00        97.5995                 NaN  0.103806                 NaN  0.271547                 NaN  0.308047        1.01473                 NaN  0.702395                 NaN            NaN            NaN
  1340.85        2500.00        97.6663                 NaN  0.978388E-001            NaN  0.264641                 NaN  0.302806       0.984565                 NaN  0.683833                 NaN            NaN            NaN
  1338.35        2500.00        97.7305                 NaN  0.898834E-001            NaN  0.258226                 NaN  0.953977       0.301935                 NaN  0.665463                 NaN            NaN            NaN
  1335.84        2500.00        97.7935                 NaN  0.830093E-001            NaN  0.251860                 NaN  0.299594       0.924336                 NaN  0.647722                 NaN            NaN            NaN
  1333.33        2500.00        97.8544                 NaN  0.759455E-001            NaN  0.245523                 NaN  0.894744       0.298922                 NaN  0.630504                 NaN            NaN            NaN
  1330.83        2500.00        97.9121                 NaN  0.676768E-001            NaN  0.239348                 NaN  0.301445       0.865707                 NaN  0.613724                 NaN            NaN            NaN
  1328.32        2500.00        97.9703                 NaN  0.609585E-001            NaN  0.233186                 NaN  0.835872       0.302311                 NaN  0.597356                 NaN            NaN            NaN
  1325.81        2500.00        98.0252                 NaN  0.535880E-001            NaN  0.227207                 NaN  0.807169       0.305181                 NaN  0.581674                 NaN            NaN            NaN
  1323.31        2500.00        98.0787                 NaN  0.465498E-001            NaN  0.221581                 NaN  0.779940       0.306899                 NaN  0.566311                 NaN            NaN            NaN
  1320.80        2500.00        98.1301                 NaN  0.390019E-001            NaN  0.215910                 NaN  0.311741       0.751665                 NaN  0.551560                 NaN            NaN            NaN
  1318.30        2500.00        98.1791                 NaN  0.314928E-001            NaN  0.210825                 NaN  0.726383       0.315015                 NaN  0.537165                 NaN            NaN            NaN
  1315.79        2500.00        98.2277                 NaN  0.244704E-001            NaN  0.205518                 NaN  0.319002       0.700081                 NaN  0.523180                 NaN            NaN            NaN
  1313.28        2500.00        98.2727                 NaN  0.158588E-001            NaN  0.200698                 NaN  0.674432       0.326499                 NaN  0.509821                 NaN            NaN            NaN
  1310.78        2500.00        98.3175                 NaN  0.862110E-002            NaN  0.195882                 NaN  0.332036       0.649278                 NaN  0.496656                 NaN            NaN            NaN
  1308.27        2500.00        98.3605                 NaN  0.154691E-002            NaN  0.191143                 NaN  0.337121       0.625585                 NaN  0.484137                 NaN            NaN            NaN
  1305.76        2500.00        98.4058                 NaN  0.749445E-002            NaN  0.184184                 NaN  0.321560       0.607678                 NaN  0.473270                 NaN            NaN            NaN
  1303.26        2500.00        98.4469                 NaN            NaN            NaN  0.179866                 NaN  0.584446       0.327676                 NaN  0.461133                 NaN            NaN            NaN
  1300.75        2500.00        98.4874                 NaN            NaN            NaN  0.174293                 NaN  0.322235       0.565728                 NaN  0.450336                 NaN            NaN            NaN
  1298.25        2500.00        98.5277                 NaN  0.880452E-005            NaN  0.168531                 NaN  0.546413       0.317723                 NaN  0.439642                 NaN            NaN            NaN
  1295.74        2500.00        98.5663                 NaN            NaN            NaN  0.163178                 NaN  0.312773       0.528324                 NaN  0.429405                 NaN            NaN            NaN
  1293.23        2500.00        98.6037                 NaN            NaN            NaN  0.157830                 NaN  0.308855       0.510251                 NaN  0.419325                 NaN            NaN            NaN
  1290.73        2500.00        92.2567                 NaN            NaN            NaN  0.414173                 NaN   1.13816        1.10478                 NaN   1.23232        3.85383                 NaN            NaN
  1288.22        2500.00        79.0985                 NaN            NaN            NaN  0.873720                 NaN   2.24345        2.99347                 NaN   2.91651        11.8744                 NaN            NaN
  1285.71        2500.00        83.1297                 NaN            NaN            NaN  0.681588                 NaN   2.54570        1.73893                 NaN   2.38515        9.51898                 NaN            NaN
  1283.21        2500.00        85.8526                 NaN            NaN            NaN  0.556115                 NaN   1.40602        2.22728                 NaN   2.02288        7.93510                 NaN            NaN
  1280.70        2500.00        87.8092                 NaN            NaN            NaN  0.467940                 NaN   1.99275        1.16809                 NaN   1.76030        6.80170                 NaN            NaN
  1278.20        2500.00        83.1998                 NaN            NaN            NaN  0.622869                 NaN   2.79158        1.77213                 NaN   2.60524        9.00836                 NaN            NaN
  1275.69        2500.00        96.7766                 NaN            NaN            NaN  0.982406E-001            NaN  0.587895       0.115010                 NaN  0.296844        2.12543                 NaN            NaN
  1273.18        2500.00        91.2834                 NaN            NaN            NaN  0.312430                 NaN   1.57114       0.744750                 NaN   1.28704        4.80126                 NaN            NaN
  1270.68        2500.00        92.2663                 NaN            NaN            NaN  0.286801                 NaN  0.712302        1.33186                 NaN   1.14726        4.25552                 NaN            NaN
  1268.17        2500.00        91.8760                 NaN            NaN            NaN  0.312763                 NaN  0.769481        1.35595                 NaN   1.24096        4.44485                 NaN            NaN
  1265.66        2500.00        94.3701                 NaN            NaN            NaN  0.195734                 NaN  0.545839       0.989358                 NaN  0.818090        3.08083                 NaN            NaN
  1263.16        2500.00        93.8745                 NaN            NaN            NaN  0.218047                 NaN  0.507426        1.12500                 NaN  0.918944        3.35610                 NaN            NaN
  1260.65        2500.00        94.1984                 NaN            NaN            NaN  0.203397                 NaN   1.10310       0.447517                 NaN  0.871454        3.17608                 NaN            NaN
  1258.15        2500.00        94.7727                 NaN            NaN            NaN  0.181643                 NaN  0.994774       0.383697                 NaN  0.786074        2.88106                 NaN            NaN
  1255.64        2500.00        94.9984                 NaN            NaN            NaN  0.169803                 NaN   1.00001       0.367130                 NaN  0.751267        2.71336                 NaN            NaN
  1253.13        2500.00        94.2970                 NaN            NaN            NaN  0.285715                 NaN  0.518153       0.903416                 NaN  0.888621        3.10713                 NaN            NaN
  1250.63        2500.00        94.9872                 NaN            NaN            NaN  0.111581                 NaN  0.348834       0.897013                 NaN  0.709702        2.94571                 NaN            NaN
  1248.12        2500.00        97.5137                 NaN            NaN            NaN  0.528165E-001            NaN  0.790903       0.716843E-001            NaN  0.374955        1.19597                 NaN            NaN
  1245.61        2500.00        95.5558                 NaN            NaN            NaN  0.132492                 NaN   1.08648       0.833627E-001            NaN  0.703396        2.43842                 NaN            NaN
  1243.11        2500.00        96.7226                 NaN            NaN            NaN  0.128975                 NaN  0.637506       0.231225                 NaN  0.440923        1.83879                 NaN            NaN
  1240.60        2500.00        96.7586                 NaN            NaN            NaN            NaN            NaN  0.820767       0.129171       0.349083E-005  0.458759        1.68643       0.123083       0.231647E-001
  1238.10        2500.00        82.1517                 NaN            NaN            NaN  0.521934                 NaN   1.50122       0.915003                 NaN   1.85807        7.89237        5.15967                 NaN
  1235.59        2500.00        79.5855                 NaN            NaN            NaN  0.567240                 NaN   1.23470        1.24363                 NaN   2.04028        8.76711        6.56154                 NaN
  1233.08        2500.00        81.5882                 NaN            NaN            NaN  0.367629                 NaN   2.02721       0.529030                 NaN   1.87611        7.85307        5.75878                 NaN
  1230.58        2500.00        81.0993                 NaN            NaN            NaN  0.583881                 NaN   2.11913       0.683905E-001            NaN   1.81421        8.16161        6.15350                 NaN
  1228.07        2500.00        77.3171                 NaN            NaN            NaN  0.651784                 NaN  0.207721        2.18446                 NaN   2.14424        9.96798        7.52668                 NaN
  1225.56        2500.00        84.7725                 NaN            NaN            NaN  0.227996                 NaN   1.91624       0.331614                 NaN   1.49589        6.66261        4.59311                 NaN
  1223.06        2500.00        20.9783                 NaN            NaN            NaN   1.67317                 NaN   4.98883        3.19810                 NaN   6.90320        36.4089        25.8496                 NaN
  1220.55        2500.00                 NaN            NaN            NaN            NaN   2.10231                 NaN   5.53947        4.23283                 NaN   8.48544        46.6112        33.0288                 NaN
  1218.05        2500.00                 NaN            NaN            NaN            NaN   2.20140                 NaN   5.10049        4.46251                 NaN   8.46268        46.6146        33.1583                 NaN
  1215.54        2500.00                 NaN            NaN            NaN            NaN   2.11672                 NaN   5.46301        4.27404                 NaN   8.49654        46.5961        33.0536                 NaN
  1213.03        2500.00                 NaN            NaN            NaN            NaN   2.12407                 NaN   5.42655        4.29251                 NaN   8.50210        46.5885        33.0662                 NaN
  1210.53        2500.00                 NaN            NaN            NaN            NaN   2.13164                 NaN   5.39016        4.31059                 NaN   8.50757        46.5808        33.0792                 NaN
  1208.02        2500.00                 NaN            NaN            NaN            NaN   2.09776                 NaN   5.75138        4.03603                 NaN   8.52401        46.5393        33.0516                 NaN
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.78981       0.214278        11.0055        8.72411        46.3948        31.2193       0.652239     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.0397        1.07586                 NaN   8.79657        46.2348        31.2296       0.623379     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.8854        1.22973                 NaN   8.80287        46.2274        31.2316       0.623045     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.1312        1.92015                 NaN   8.74650        46.3317        31.2305       0.639970     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.5243       0.665363                 NaN   8.85228        46.1133        31.2432       0.601634     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.751848        12.4374                 NaN   8.86014        46.1049        31.2445       0.601271     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.3604       0.828600                 NaN   8.86815        46.0958        31.2461       0.600999     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.8388        2.22829                 NaN   8.78093        46.2851        31.2341       0.632735     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.8639        2.20765                 NaN   8.79167        46.2702        31.2359       0.630686     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.8836        2.19254                 NaN   8.80252        46.2550        31.2378       0.628564     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.9006        2.18024                 NaN   8.81340        46.2398        31.2396       0.626439     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.9151        2.17050                 NaN   8.82431        46.2244        31.2414       0.624291     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.9284        2.16210                 NaN   8.83530        46.2088        31.2433       0.622119     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.9428        2.15263                 NaN   8.84642        46.1931        31.2451       0.619916     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.9558        2.14472                 NaN   8.85759        46.1772        31.2470       0.617691     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.9509        2.15481                 NaN   8.86811        46.1616        31.2491       0.615533     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.9783        2.13268                 NaN   8.88003        46.1450        31.2508       0.613183     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.9882        2.12803                 NaN   8.89130        46.1288        31.2527       0.610913     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.9976        2.12400                 NaN   8.90257        46.1125        31.2546       0.608646     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.0062        2.12085                 NaN   8.91390        46.0961        31.2566       0.606349     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.0206        2.10965                 NaN   8.92416        46.0824        31.2583       0.604872     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.0380        2.09393                 NaN   8.93359        46.0708        31.2597       0.604000     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.6168        1.57331                 NaN   8.99683        45.9499        31.2695       0.593583     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.59687        11.5946                 NaN   9.00492        45.9397        31.2710       0.592944     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.5710        1.62068                 NaN   9.01355        45.9297        31.2727       0.592403     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.65599        11.5359                 NaN   9.02123        45.9205        31.2744       0.591955     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.4991        1.69309                 NaN   9.02874        45.9114        31.2762       0.591539     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.72830        11.4639                 NaN   9.03653        45.9023        31.2780       0.591004     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.4357        1.75734                 NaN   9.04411        45.8926        31.2797       0.590597     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.79190        11.4016                 NaN   9.05091        45.8842        31.2813       0.590171     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.3772        1.81686                 NaN   9.05949        45.8736        31.2833       0.589629     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.3501        1.84454                 NaN   9.06717        45.8640        31.2851       0.589127     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.1340        2.01888                 NaN   9.03577        45.9404        31.2771       0.593958     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.1368        2.01820                 NaN   9.04490        45.9283        31.2788       0.593023     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.1389        2.01827                 NaN   9.05400        45.9162        31.2806       0.592088     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.2509        1.94668                 NaN   9.09802        45.8248        31.2925       0.587022     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.1411        2.02048                 NaN   9.07211        45.8919        31.2841       0.590214     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.1413        2.02254                 NaN   9.08113        45.8797        31.2860       0.589278     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.1410        2.02521                 NaN   9.09013        45.8675        31.2878       0.588343     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.1400        2.02843                 NaN   9.09911        45.8553        31.2897       0.587409     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.1386        2.03220                 NaN   9.10808        45.8430        31.2916       0.586477     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.1367        2.03648                 NaN   9.11702        45.8307        31.2935       0.585549     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.1343        2.04126                 NaN   9.12595        45.8184        31.2955       0.584625     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.1314        2.04650                 NaN   9.13488        45.8061        31.2974       0.583706     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.15108        11.0552                 NaN   9.16617        45.7348        31.3106       0.582159     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.0367        2.17079                 NaN   9.17374        45.7245        31.3127       0.581586     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.0187        2.19005                 NaN   9.18127        45.7142        31.3148       0.581008     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.0012        2.20884                 NaN   9.18882        45.7038        31.3169       0.580424     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.1107        2.07922                 NaN   9.17951        45.7438        31.3076       0.579231     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.1052        2.08694                 NaN   9.18848        45.7313        31.3097       0.578372     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.0014        2.19422                 NaN   9.21557        45.6931        31.3148       0.580919     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.9307        2.26024                 NaN   9.21833        45.6913        31.3172       0.582229     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.9711        2.22766                 NaN   9.23073        45.6717        31.3192       0.579627     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.9668        2.23418                 NaN   9.23922        45.6599        31.3212       0.578757     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.0717        2.13179                 NaN   9.23400        45.6677        31.3204       0.574411     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.0636        2.14199                 NaN   9.24334        45.6548        31.3225       0.573713     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.0549        2.15264                 NaN   9.25279        45.6419        31.3247       0.573060     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.0456        2.16377                 NaN   9.26238        45.6290        31.3269       0.572458     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.0356        2.17542                 NaN   9.27213        45.6159        31.3290       0.571917     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.0752        2.14975                 NaN   9.26015        45.6098        31.3338       0.571355     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.9419        2.27968                 NaN   9.29916        45.5703        31.3372       0.571768     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.0009        2.21386                 NaN   9.30272        45.5763        31.3354       0.570761     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.9874        2.22806                 NaN   9.31349        45.5630        31.3375       0.570576     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.9598        2.25575                 NaN   9.32365        45.5506        31.3395       0.570715     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.9125        2.31884                 NaN   9.33267        45.5216        31.3461       0.568283     
  1042.61        2500.00                 NaN            NaN   1.58786                 NaN            NaN            NaN   7.01601        3.44629                 NaN   9.13103        46.0966        32.0390       0.683202     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.7797        2.46998                 NaN   9.33596        45.4860        31.3618       0.566593     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.7664        2.48506                 NaN   9.34342        45.4750        31.3642       0.565933     
  1035.09        2500.00                 NaN            NaN   2.91708                 NaN            NaN            NaN   3.82049        4.35503                 NaN   8.98074        46.5225        32.6311       0.773110     
  1032.58        2500.00                 NaN            NaN   3.44010                 NaN            NaN            NaN   2.64746        4.63943                 NaN   8.91908        46.6807        32.8667       0.806583     
