|6.6.6
Archiving\03_Data\Dfrac/QFM_m2.25/WD94/WD94_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q              hed           
  1496.24        2500.00        98.8871       0.320398E-005            NaN            NaN   1.11291                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.8828                 NaN            NaN            NaN   1.11723                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.8795                 NaN            NaN            NaN   1.12054                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.8738                 NaN            NaN            NaN   1.12617                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.8634                 NaN            NaN            NaN   1.13660                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.8551                 NaN            NaN            NaN   1.14488                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.8395                 NaN            NaN            NaN   1.16050                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.8237                 NaN            NaN            NaN   1.17627                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.7938                 NaN            NaN            NaN   1.20616                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.7560                 NaN            NaN            NaN   1.24402                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.6958                 NaN            NaN            NaN   1.30422                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.3781                 NaN            NaN            NaN  0.607792        1.01413                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.2553                 NaN            NaN            NaN   1.47500       0.269663                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.2745                 NaN            NaN            NaN   1.46574       0.259799                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.2890                 NaN            NaN            NaN  0.260222        1.45079                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.3094                 NaN            NaN            NaN  0.257794        1.43284                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.3241       0.663002E-004            NaN            NaN  0.251973        1.42384                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.3398                 NaN            NaN            NaN   1.40534       0.254863                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.3533                 NaN            NaN            NaN  0.251189        1.39547                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.3682                 NaN            NaN            NaN   1.38443       0.247347                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.3796                 NaN            NaN            NaN   1.37348       0.246930                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.3773       0.125731                 NaN            NaN  0.207998E-001   1.47619                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.4330       0.186080E-004            NaN            NaN  0.193730        1.37326                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.4243       0.858204E-001            NaN            NaN  0.611671E-001   1.42876                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.4196       0.394823E-002            NaN            NaN   1.36306       0.213364                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.2540       0.137331                 NaN            NaN   1.45411       0.649735E-001            NaN            NaN  0.895547E-001            NaN            NaN            NaN            NaN
  1431.08        2500.00        95.4954       0.794480                 NaN            NaN   1.91224       0.415204                 NaN            NaN   1.38268                 NaN            NaN            NaN            NaN
  1428.57        2500.00        95.6155       0.796751                 NaN            NaN  0.335389        1.90681                 NaN            NaN   1.34557                 NaN            NaN            NaN            NaN
  1426.07        2500.00        95.7280       0.799537                 NaN            NaN  0.249515        1.91164                 NaN            NaN   1.31127                 NaN            NaN            NaN            NaN
  1423.56        2500.00        95.7946       0.812766                 NaN            NaN   1.94431       0.157769                 NaN            NaN   1.29054                 NaN            NaN            NaN            NaN
  1421.05        2500.00        95.9619       0.795677                 NaN            NaN  0.922906E-001   1.91257                 NaN            NaN   1.23752                 NaN            NaN            NaN            NaN
  1418.55        2500.00        96.0268       0.807598                 NaN            NaN   1.94711                 NaN            NaN            NaN   1.21854                 NaN            NaN            NaN            NaN
  1416.04        2500.00        96.1108       0.788231                 NaN            NaN  0.170639E-001   1.89358                 NaN            NaN   1.19034                 NaN            NaN            NaN            NaN
  1413.53        2500.00        96.2126       0.778747                 NaN            NaN   1.85076                 NaN            NaN            NaN   1.15785                 NaN            NaN            NaN            NaN
  1411.03        2500.00        96.2938       0.786320                 NaN            NaN   1.78636                 NaN            NaN            NaN   1.13349                 NaN            NaN            NaN            NaN
  1408.52        2500.00        96.3707       0.779342                 NaN            NaN   1.74102                 NaN            NaN            NaN   1.10892                 NaN            NaN            NaN            NaN
  1406.02        2500.00        96.4540       0.770726                 NaN            NaN   1.69461                 NaN            NaN            NaN   1.08069                 NaN            NaN            NaN            NaN
  1403.51        2500.00        96.5274       0.775421                 NaN            NaN   1.63703                 NaN            NaN            NaN   1.06012                 NaN            NaN            NaN            NaN
  1401.00        2500.00        96.5945       0.759459                 NaN            NaN   1.61178                 NaN            NaN            NaN   1.03428                 NaN            NaN            NaN            NaN
  1398.50        2500.00        96.6629       0.753358                 NaN            NaN   1.57095                 NaN            NaN            NaN   1.01278                 NaN            NaN            NaN            NaN
  1395.99        2500.00        96.7281       0.750488                 NaN            NaN   1.53058                 NaN            NaN            NaN  0.990882                 NaN            NaN            NaN            NaN
  1393.48        2500.00        96.7918       0.742011                 NaN            NaN   1.49648                 NaN            NaN            NaN  0.969739                 NaN            NaN            NaN            NaN
  1390.98        2500.00        96.8513       0.741494                 NaN            NaN   1.45739                 NaN            NaN            NaN  0.949845                 NaN            NaN            NaN            NaN
  1388.47        2500.00        96.9110       0.737974                 NaN            NaN   1.42100                 NaN            NaN            NaN  0.930018                 NaN            NaN            NaN            NaN
  1385.96        2500.00        96.9727       0.728420                 NaN            NaN   1.38813                 NaN            NaN            NaN  0.910780                 NaN            NaN            NaN            NaN
  1383.46        2500.00        97.0262       0.719342                 NaN            NaN   1.36487                 NaN            NaN            NaN  0.889539                 NaN            NaN            NaN            NaN
  1380.95        2500.00        97.0725       0.720640                 NaN            NaN   1.33252                 NaN            NaN            NaN  0.874350                 NaN            NaN            NaN            NaN
  1378.45        2500.00        97.1235       0.708163                 NaN            NaN   1.31231                 NaN            NaN            NaN  0.856072                 NaN            NaN            NaN            NaN
  1375.94        2500.00        97.1735       0.691603                 NaN            NaN   1.29634                 NaN            NaN            NaN  0.838523                 NaN            NaN            NaN            NaN
  1373.43        2500.00        97.2180       0.690975                 NaN            NaN   1.26911                 NaN            NaN            NaN  0.821932                 NaN            NaN            NaN            NaN
  1370.93        2500.00        97.2530       0.686569                 NaN            NaN   1.25060                 NaN            NaN            NaN  0.809857                 NaN            NaN            NaN            NaN
  1368.42        2500.00        97.3171       0.668617                 NaN            NaN   1.22761                 NaN            NaN            NaN  0.786645                 NaN            NaN            NaN            NaN
  1365.91        2500.00        97.3549       0.662004                 NaN            NaN   1.20940                 NaN            NaN            NaN  0.773678                 NaN            NaN            NaN            NaN
  1363.41        2500.00        97.3961       0.659423                 NaN            NaN   1.18539                 NaN            NaN            NaN  0.759076                 NaN            NaN            NaN            NaN
  1360.90        2500.00        97.4264       0.653216                 NaN            NaN   1.17308                 NaN            NaN            NaN  0.747341                 NaN            NaN            NaN            NaN
  1358.40        2500.00        97.4780       0.640516                 NaN            NaN   1.15225                 NaN            NaN            NaN  0.729242                 NaN            NaN            NaN            NaN
  1355.89        2500.00        97.5147       0.626262                 NaN            NaN   1.14334                 NaN            NaN            NaN  0.715650                 NaN            NaN            NaN            NaN
  1353.38        2500.00        97.5544       0.619010                 NaN            NaN   1.12483                 NaN            NaN            NaN  0.701737                 NaN            NaN            NaN            NaN
  1350.88        2500.00        97.5897       0.609888                 NaN            NaN   1.11163                 NaN            NaN            NaN  0.688777                 NaN            NaN            NaN            NaN
  1348.37        2500.00        97.6260       0.598998                 NaN            NaN   1.09933                 NaN            NaN            NaN  0.675637                 NaN            NaN            NaN            NaN
  1345.86        2500.00        97.6620       0.587282                 NaN            NaN   1.08818                 NaN            NaN            NaN  0.662583                 NaN            NaN            NaN            NaN
  1343.36        2500.00        97.6948       0.575593                 NaN            NaN   1.07933                 NaN            NaN            NaN  0.650307                 NaN            NaN            NaN            NaN
  1340.85        2500.00        97.7241       0.564980                 NaN            NaN   1.07222                 NaN            NaN            NaN  0.638741                 NaN            NaN            NaN            NaN
  1338.35        2500.00        97.7632       0.553839                 NaN            NaN   1.05735                 NaN            NaN            NaN  0.625591                 NaN            NaN            NaN            NaN
  1335.84        2500.00        97.7951       0.541766                 NaN            NaN   1.04891                 NaN            NaN            NaN  0.614211                 NaN            NaN            NaN            NaN
  1333.33        2500.00        97.8283       0.528386                 NaN            NaN   1.04131                 NaN            NaN            NaN  0.602040                 NaN            NaN            NaN            NaN
  1330.83        2500.00        97.8568       0.513066                 NaN            NaN   1.03889                 NaN            NaN            NaN  0.591228                 NaN            NaN            NaN            NaN
  1328.32        2500.00        97.8979       0.501926                 NaN            NaN   1.02175                 NaN            NaN            NaN  0.578445                 NaN            NaN            NaN            NaN
  1325.81        2500.00        97.9247       0.489763                 NaN            NaN   1.01694                 NaN            NaN            NaN  0.568625                 NaN            NaN            NaN            NaN
  1323.31        2500.00        97.9545       0.477995                 NaN            NaN   1.01013                 NaN            NaN            NaN  0.557415                 NaN            NaN            NaN            NaN
  1320.80        2500.00        97.9812       0.466381                 NaN            NaN   1.00441                 NaN            NaN            NaN  0.548044                 NaN            NaN            NaN            NaN
  1318.30        2500.00        98.0111       0.449231                 NaN            NaN   1.00205                 NaN            NaN            NaN  0.537620                 NaN            NaN            NaN            NaN
  1315.79        2500.00        98.0419       0.439647                 NaN            NaN  0.991278                 NaN            NaN            NaN  0.527195                 NaN            NaN            NaN            NaN
  1313.28        2500.00        98.0697       0.423181                 NaN            NaN  0.989600                 NaN            NaN            NaN  0.517519                 NaN            NaN            NaN            NaN
  1310.78        2500.00        98.0968       0.410368                 NaN            NaN  0.984632                 NaN            NaN            NaN  0.508225                 NaN            NaN            NaN            NaN
  1308.27        2500.00        98.1241       0.394123                 NaN            NaN  0.982964                 NaN            NaN            NaN  0.498825                 NaN            NaN            NaN            NaN
  1305.76        2500.00        98.1523       0.381076                 NaN            NaN  0.977001                 NaN            NaN            NaN  0.489615                 NaN            NaN            NaN            NaN
  1303.26        2500.00        98.1769       0.364135                 NaN            NaN  0.978065                 NaN            NaN            NaN  0.480855                 NaN            NaN            NaN            NaN
  1300.75        2500.00        98.2031       0.351223                 NaN            NaN  0.973348                 NaN            NaN            NaN  0.472347                 NaN            NaN            NaN            NaN
  1298.25        2500.00        98.2276       0.330091                 NaN            NaN  0.978495                 NaN            NaN            NaN  0.463818                 NaN            NaN            NaN            NaN
  1295.74        2500.00        98.2519       0.315407                 NaN            NaN  0.976932                 NaN            NaN            NaN  0.455799                 NaN            NaN            NaN            NaN
  1293.23        2500.00        98.2746       0.296460                 NaN            NaN  0.980872                 NaN            NaN            NaN  0.448089                 NaN            NaN            NaN            NaN
  1290.73        2500.00        98.2538       0.271301                 NaN            NaN  0.994817                 NaN            NaN            NaN  0.450235       0.298731E-001            NaN            NaN            NaN
  1288.22        2500.00        90.3816       0.685427                 NaN            NaN   2.91907                 NaN            NaN            NaN   1.44438       0.301788        4.26778                 NaN            NaN
  1285.71        2500.00        82.8045       0.916109                 NaN            NaN   4.99626                 NaN            NaN            NaN   2.37596       0.503550        8.40366                 NaN            NaN
  1283.21        2500.00        84.8194       0.605479                 NaN            NaN   4.73596                 NaN            NaN            NaN   2.10171       0.424092        7.31332                 NaN            NaN
  1280.70        2500.00        86.2695       0.287061                 NaN            NaN   4.67278                 NaN            NaN            NaN   1.89902       0.359969        6.51162                 NaN            NaN
  1278.20        2500.00        87.3655                 NaN            NaN            NaN   4.68625                 NaN            NaN            NaN   1.74238       0.307417        5.89850                 NaN            NaN
  1275.69        2500.00        88.2568                 NaN            NaN            NaN   4.30562                 NaN            NaN            NaN   1.62857       0.289706        5.51929                 NaN            NaN
  1273.18        2500.00        87.1170                 NaN            NaN            NaN   4.72598                 NaN            NaN            NaN   1.77215       0.340556        6.04436                 NaN            NaN
  1270.68        2500.00        91.8580                 NaN            NaN            NaN   3.06457                 NaN            NaN            NaN   1.14889       0.156148        3.77240                 NaN            NaN
  1268.17        2500.00        91.3152       0.422311E-002            NaN            NaN  0.550691        2.19337                 NaN            NaN   1.06125       0.291182        4.58411                 NaN            NaN
  1265.66        2500.00        93.2539                 NaN            NaN            NaN   2.81771       0.480327                 NaN            NaN   1.17519       0.101444E-001   2.26275                 NaN            NaN
  1263.16        2500.00        93.7715                 NaN            NaN            NaN   2.38126                 NaN            NaN            NaN  0.834189       0.149518        2.86358                 NaN            NaN
  1260.65        2500.00        92.6716                 NaN            NaN            NaN   1.94849       0.817294                 NaN            NaN   1.00533       0.187075        3.37022                 NaN            NaN
  1258.15        2500.00        92.1984                 NaN            NaN            NaN   2.88725                 NaN            NaN            NaN   1.09909       0.142826        3.67240                 NaN            NaN
  1255.64        2500.00        95.1307                 NaN            NaN            NaN   1.94352                 NaN            NaN            NaN  0.670896       0.123440        2.13146                 NaN            NaN
  1253.13        2500.00        94.1873                 NaN            NaN            NaN   2.04965                 NaN            NaN            NaN  0.754645       0.130379        2.87800                 NaN            NaN
  1250.63        2500.00        95.5085                 NaN            NaN            NaN   1.81778                 NaN            NaN            NaN  0.668249       0.733071E-001   1.93213                 NaN            NaN
  1248.12        2500.00        93.1726                 NaN            NaN            NaN   2.20406                 NaN            NaN            NaN  0.881894       0.258668        3.48279                 NaN            NaN
  1245.61        2500.00        97.8409                 NaN            NaN            NaN  0.942177                 NaN            NaN            NaN  0.265004       0.563135E-001  0.895628                 NaN            NaN
  1243.11        2500.00        95.1138                 NaN            NaN            NaN   1.72892                 NaN            NaN            NaN  0.606268       0.419099E-001   2.50911                 NaN            NaN
  1240.60        2500.00        57.6655                 NaN            NaN            NaN   8.10203       0.772449                 NaN            NaN   4.45238       0.386033        15.9181        12.7035                 NaN
  1238.10        2500.00        98.5142                 NaN            NaN            NaN  0.503901       0.507652E-001            NaN            NaN            NaN  0.186453E-001  0.616896       0.295549                 NaN
  1235.59        2500.00        92.6692                 NaN            NaN            NaN  0.820833       0.841983       0.745337E-005            NaN  0.821856       0.778949E-001   3.43103        1.33715                 NaN
  1233.08        2500.00        80.4469                 NaN            NaN            NaN   2.28064        1.45308                 NaN            NaN   1.77975       0.257830        7.92025        5.86159                 NaN
  1230.58        2500.00                 NaN   6.82433                 NaN            NaN  0.822034E-001            NaN            NaN            NaN   7.95428        1.64564        45.6786        32.1257        5.68916     
  1228.07        2500.00                 NaN            NaN            NaN            NaN   12.7653        4.03064                 NaN            NaN   8.78843        1.12201        42.6074        30.6863                 NaN
  1225.56        2500.00                 NaN            NaN            NaN            NaN   2.28833        14.4331       0.268977E-001            NaN   8.77479        1.13410        42.6573        30.6855                 NaN
  1223.06        2500.00                 NaN            NaN            NaN            NaN   13.0904        3.72944       0.224301E-003            NaN   8.81658        1.10846        42.5641        30.6908                 NaN
  1220.55        2500.00                 NaN            NaN            NaN            NaN   13.3559        3.46900       0.806275E-002            NaN   8.83328        1.10260        42.5385        30.6926                 NaN
  1218.05        2500.00                 NaN            NaN            NaN            NaN   13.2409        3.59106                 NaN            NaN   8.82376        1.10396        42.5476        30.6926                 NaN
  1215.54        2500.00                 NaN            NaN            NaN            NaN   2.27670        14.4468       0.240068E-001            NaN   8.77984        1.12716        42.6665        30.6790                 NaN
  1213.03        2500.00                 NaN            NaN            NaN            NaN   13.5220        3.30822       0.165847E-005            NaN   8.83410        1.09775        42.5473        30.6906                 NaN
  1210.53        2500.00                 NaN            NaN            NaN            NaN   2.04002        14.7503       0.149017E-005            NaN   8.96918        1.11518        42.4321        30.6932                 NaN
  1208.02        2500.00                 NaN            NaN            NaN            NaN   13.3043        3.53351                 NaN            NaN   8.83200        1.09920        42.5396        30.6915                 NaN
  1205.51        2500.00                 NaN            NaN            NaN            NaN   13.6627        3.18872                 NaN            NaN   8.99862        1.08455        42.3683        30.6971                 NaN
  1203.01        2500.00                 NaN            NaN            NaN            NaN   13.1508        3.69506                 NaN            NaN   8.84882        1.09563        42.5167        30.6930                 NaN
  1200.50        2500.00                 NaN            NaN            NaN            NaN   13.8739        2.98529       0.314517E-003            NaN   9.00663        1.08168        42.3547        30.6975                 NaN
  1197.99        2500.00                 NaN            NaN            NaN            NaN   13.2044        3.65145                 NaN            NaN   8.85509        1.09186        42.5030        30.6942                 NaN
  1195.49        2500.00                 NaN            NaN            NaN            NaN   14.2038        2.67049       0.201601E-003            NaN   9.01046        1.08200        42.3319        30.7011                 NaN
  1192.98        2500.00                 NaN            NaN            NaN            NaN   13.1920        3.67749                 NaN            NaN   8.85985        1.08634        42.4881        30.6962                 NaN
  1190.48        2500.00                 NaN            NaN            NaN            NaN   13.1725        3.75806       0.102274E-003            NaN   8.90913        1.06877        42.3770        30.7145                 NaN
  1187.97        2500.00                 NaN            NaN            NaN            NaN   13.3010        3.58103                 NaN            NaN   8.86516        1.08305        42.4712        30.6986                 NaN
  1185.46        2500.00                 NaN            NaN            NaN            NaN   14.2816        2.60724       0.470130E-003            NaN   9.02064        1.07842        42.3095        30.7022                 NaN
  1182.96        2500.00                 NaN            NaN            NaN            NaN   13.3481        3.54531                 NaN            NaN   8.87367        1.07851        42.4541        30.7003                 NaN
  1180.45        2500.00                 NaN            NaN            NaN            NaN   14.3557        2.56689       0.100146E-003            NaN   9.05429        1.05329        42.2640        30.7057                 NaN
  1177.94        2500.00                 NaN            NaN            NaN            NaN   13.5379        3.39952                 NaN            NaN   8.91692        1.05906        42.3759        30.7107                 NaN
  1175.44        2500.00                 NaN            NaN            NaN            NaN   14.3914        2.54377       0.321984E-005            NaN   9.05976        1.04878        42.2484        30.7078                 NaN
  1172.93        2500.00                 NaN            NaN            NaN            NaN   13.6810        3.24167                 NaN            NaN   8.88802        1.06973        42.4132        30.7064                 NaN
  1170.43        2500.00                 NaN            NaN            NaN            NaN   6.13232        10.8317                 NaN            NaN   9.02999        1.02490        42.2814        30.6996                 NaN
  1167.92        2500.00                 NaN            NaN            NaN            NaN   13.6767        3.25600                 NaN            NaN   8.89620        1.06551        42.3980        30.7076                 NaN
  1165.41        2500.00                 NaN            NaN            NaN            NaN   13.9529        3.06307       0.747231E-005            NaN   8.96600        1.03410        42.2602        30.7237                 NaN
  1162.91        2500.00                 NaN            NaN            NaN            NaN   13.6541        3.28836                 NaN            NaN   8.90469        1.06119        42.3828        30.7088                 NaN
  1160.40        2500.00                 NaN            NaN            NaN            NaN   13.7917        3.16533       0.623115E-005            NaN   9.06374        1.04284        42.2222        30.7142                 NaN
  1157.89        2500.00                 NaN            NaN            NaN            NaN   14.2531        2.72042       0.162267E-005            NaN   9.14487        1.01337        42.1612        30.7070                 NaN
  1155.39        2500.00                 NaN            NaN            NaN            NaN   14.3924        2.59338                 NaN            NaN   9.11178        1.02133        42.1714        30.7097                 NaN
  1152.88        2500.00                 NaN            NaN            NaN            NaN   13.8205        3.13882       0.301312E-003            NaN   8.92345        1.04889        42.3594        30.7087                 NaN
  1150.38        2500.00                 NaN            NaN            NaN            NaN   4.01455        13.0125                 NaN            NaN   9.01382        1.01417        42.2206        30.7244                 NaN
  1147.87        2500.00                 NaN            NaN            NaN            NaN   15.4748        1.53605       0.336615E-003            NaN   9.04283        1.03520        42.1919        30.7189                 NaN
  1145.36        2500.00                 NaN            NaN            NaN            NaN   8.38464        8.67168                 NaN            NaN   9.09628        1.00483        42.1233        30.7193                 NaN
  1142.86        2500.00                 NaN            NaN            NaN            NaN   14.9053        2.07199                 NaN            NaN   9.02880        1.03875        42.2522        30.7029                 NaN
  1140.35        2500.00                 NaN            NaN            NaN            NaN   13.4635        3.54720       0.142487E-004            NaN   9.05473        1.03100        42.1781        30.7254                 NaN
  1137.84        2500.00                 NaN            NaN            NaN            NaN   15.6396        1.47933                 NaN            NaN   9.12788       0.973848        42.0578        30.7215                 NaN
  1135.34        2500.00                 NaN            NaN            NaN            NaN   10.4236        1.92201        4.69911                 NaN   9.09636        1.01149        42.1240        30.7234                 NaN
  1132.83        2500.00                 NaN            NaN            NaN            NaN   14.5916        2.42602                 NaN            NaN   9.07067        1.01358        42.1884        30.7097                 NaN
  1130.33        2500.00                 NaN  0.514494E-005            NaN            NaN   13.8614        3.27517       0.848243E-003            NaN   9.15412       0.972262        42.0055        30.7307                 NaN
  1127.82        2500.00                 NaN            NaN            NaN            NaN   16.5329       0.715876       0.430087E-004            NaN   9.16969       0.944375        41.8897        30.7475                 NaN
  1125.31        2500.00                 NaN            NaN            NaN            NaN   13.5583        3.48087                 NaN            NaN   9.09430        1.01937        42.1172        30.7300                 NaN
  1122.81        2500.00                 NaN            NaN            NaN            NaN   16.7136       0.515892                 NaN            NaN   9.16842       0.941300        41.9239        30.7369                 NaN
  1120.30        2500.00                 NaN            NaN            NaN            NaN   13.8894        3.09429       0.735462E-001  0.125795E-005   9.12156        1.01116        42.0786        30.7315                 NaN
  1117.79        2500.00                 NaN            NaN            NaN            NaN   16.9525       0.272928                 NaN            NaN   9.16727       0.935475        41.9438        30.7280                 NaN
  1115.29        2500.00                 NaN            NaN            NaN            NaN   4.02426        13.0967                 NaN            NaN   9.19210       0.966222        41.9980        30.7227                 NaN
  1112.78        2500.00                 NaN            NaN            NaN            NaN   15.3958        1.80538                 NaN            NaN   9.13199       0.983464        41.9284        30.7550                 NaN
  1110.28        2500.00                 NaN            NaN            NaN            NaN   13.6266        2.74895       0.703803                 NaN   9.14975        1.00131        42.0355        30.7341                 NaN
  1107.77        2500.00                 NaN            NaN            NaN            NaN   16.9764       0.304938                 NaN            NaN   9.21490       0.914320        41.8467        30.7427                 NaN
  1105.26        2500.00                 NaN            NaN            NaN            NaN   14.0490        3.03806       0.201432E-003            NaN   9.16196       0.997605        42.0167        30.7365                 NaN
  1102.76        2500.00                 NaN            NaN            NaN            NaN  0.970879E-005   1.02247        16.2011                 NaN   9.21021       0.930880        41.8958        30.7395                 NaN
  1100.25        2500.00                 NaN   6.82433                 NaN            NaN  0.822030E-001            NaN            NaN            NaN   7.95428        1.64564        45.6786        32.1257        5.68916     
  1097.74        2500.00                 NaN            NaN            NaN            NaN   16.1293        1.17121                 NaN            NaN   9.24590       0.907430        41.7943        30.7519                 NaN
  1095.24        2500.00                 NaN   6.82433                 NaN            NaN  0.822029E-001            NaN            NaN            NaN   7.95428        1.64564        45.6786        32.1257        5.68916     
  1092.73        2500.00                 NaN            NaN            NaN            NaN   14.3480        2.74567       0.190665E-005            NaN   9.13674       0.991087        42.0489        30.7296                 NaN
  1090.23        2500.00                 NaN            NaN            NaN            NaN   13.7866        3.32262                 NaN            NaN   9.20048       0.986616        41.9628        30.7408                 NaN
  1087.72        2500.00                 NaN            NaN            NaN            NaN   14.7939        2.35190                 NaN            NaN   9.17171       0.963234        41.9889        30.7304                 NaN
  1085.21        2500.00                 NaN            NaN            NaN            NaN   13.8884        3.23319                 NaN            NaN   9.20771       0.982551        41.9451        30.7430                 NaN
  1082.71        2500.00                 NaN            NaN            NaN            NaN   14.9122        2.26591       0.178153E-005            NaN   9.18151       0.954368        41.9520        30.7341                 NaN
  1080.20        2500.00                 NaN            NaN            NaN            NaN   13.7353        3.38606       0.911839E-003            NaN   9.22235       0.979556        41.9316        30.7442                 NaN
  1077.69        2500.00                 NaN            NaN            NaN            NaN   14.4336        2.70377       0.439614E-005            NaN   9.16337       0.974822        41.9880        30.7364                 NaN
  1075.19        2500.00                 NaN            NaN            NaN            NaN  0.544347        16.8929       0.361480E-005            NaN   9.51561       0.852116        41.4145        30.7806                 NaN
  1072.68        2500.00                 NaN            NaN            NaN            NaN   14.6046        2.55147       0.344642E-005            NaN   9.19229       0.958502        41.9553        30.7378                 NaN
  1070.18        2500.00                 NaN            NaN            NaN            NaN   11.7163        5.50939                 NaN            NaN   9.27704       0.953177        41.7855        30.7586                 NaN
  1067.67        2500.00                 NaN            NaN            NaN            NaN   14.3264        2.81274       0.285762E-001            NaN   9.18647       0.964363        41.9376        30.7439                 NaN
  1065.16        2500.00                 NaN            NaN            NaN            NaN   12.6623        4.54765                 NaN            NaN   9.26523       0.963008        41.8002        30.7617                 NaN
  1062.66        2500.00                 NaN            NaN            NaN            NaN   14.1966        2.95341       0.262377E-001            NaN   9.19826       0.959620        41.9214        30.7444                 NaN
  1060.15        2500.00                 NaN   6.82433                 NaN            NaN  0.822022E-001            NaN            NaN            NaN   7.95428        1.64564        45.6786        32.1257        5.68916     
  1057.64        2500.00                 NaN            NaN            NaN            NaN   2.96575        14.3188                 NaN            NaN   9.31552       0.897869        41.7388        30.7633                 NaN
  1055.14        2500.00                 NaN            NaN            NaN            NaN   12.3156        4.90655                 NaN            NaN   9.28392       0.952731        41.7808        30.7604                 NaN
  1052.63        2500.00                 NaN            NaN            NaN            NaN   3.94937        13.1287                 NaN            NaN   9.28253       0.960068        41.9520        30.7273                 NaN
  1050.13        2500.00                 NaN            NaN            NaN            NaN   12.3151        4.92906                 NaN            NaN   9.30267       0.944644        41.7445        30.7640                 NaN
  1047.62        2500.00                 NaN            NaN            NaN            NaN   11.9474        5.20620                 NaN            NaN   9.32422       0.933749        41.8573        30.7311                 NaN
  1045.11        2500.00                 NaN            NaN            NaN            NaN   14.2923        2.96154                 NaN            NaN   9.38909       0.897921        41.7138        30.7453                 NaN
  1042.61        2500.00                 NaN            NaN            NaN            NaN   5.25085        11.8980                 NaN            NaN   9.32699       0.935034        41.8577        30.7314                 NaN
  1040.10        2500.00                 NaN            NaN            NaN            NaN   12.9946        4.25039                 NaN            NaN   9.31394       0.944470        41.7294        30.7672                 NaN
  1037.59        2500.00                 NaN            NaN            NaN            NaN   4.82284        12.3088                 NaN            NaN   9.31188       0.947418        41.8756        30.7335                 NaN
  1035.09        2500.00                 NaN            NaN            NaN            NaN   12.6293        4.63152                 NaN            NaN   9.32904       0.938466        41.6997        30.7720                 NaN
  1032.58        2500.00                 NaN            NaN            NaN            NaN   5.04506        12.1251                 NaN            NaN   9.34418       0.929133        41.8198        30.7368                 NaN
  1030.08        2500.00                 NaN            NaN            NaN            NaN   12.5509        4.72086                 NaN            NaN   9.33916       0.934805        41.6801        30.7742                 NaN
  1027.57        2500.00                 NaN            NaN            NaN            NaN   4.80155        12.3788                 NaN            NaN   9.35432       0.929801        41.7903        30.7452                 NaN
  1025.06        2500.00                 NaN            NaN            NaN            NaN   12.5778        4.61483                 NaN            NaN   9.34604       0.934058        41.7779        30.7494                 NaN
  1022.56        2500.00                 NaN            NaN            NaN            NaN   12.5596        4.61928                 NaN            NaN   9.36120       0.928718        41.7864        30.7449                 NaN
  1020.05        2500.00                 NaN            NaN            NaN            NaN   12.3830        4.81805                 NaN            NaN   9.35455       0.931155        41.7610        30.7522                 NaN
  1017.54        2500.00                 NaN            NaN            NaN            NaN   4.81880        12.3805                 NaN            NaN   9.37826       0.920924        41.7522        30.7493                 NaN
