|6.6.6
Archiving\03_Data\Dfrac/QFM_m2.25/WD94/WD94_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q              hed           
  1496.24        2500.00        99.0218       0.263740E-005            NaN            NaN  0.978155                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.0186                 NaN            NaN            NaN  0.981362                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.0164                 NaN            NaN            NaN  0.983588                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.0120                 NaN            NaN            NaN  0.988017                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.0034                 NaN            NaN            NaN  0.996574                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.9969                 NaN            NaN            NaN   1.00315                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.9839                 NaN            NaN            NaN   1.01605                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.9706                 NaN            NaN            NaN   1.02945                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.9447                 NaN            NaN            NaN   1.05533                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.9118                 NaN            NaN            NaN   1.08815                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.8593                 NaN            NaN            NaN   1.14074                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.5734                 NaN            NaN            NaN  0.531472       0.895104                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.4631                 NaN            NaN            NaN   1.30134       0.235605                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.4810                 NaN            NaN            NaN   1.29222       0.226777                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.4950                 NaN            NaN            NaN  0.226931        1.27811                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.5139                 NaN            NaN            NaN  0.224625        1.26144                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.5281       0.534273E-004            NaN            NaN  0.219360        1.25253                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.5429                 NaN            NaN            NaN   1.23539       0.221672                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.5560                 NaN            NaN            NaN  0.218269        1.22574                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.5702                 NaN            NaN            NaN   1.21505       0.214732                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.5813                 NaN            NaN            NaN   1.20450       0.214161                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.5887       0.100477                 NaN            NaN  0.180221E-001   1.29280                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.6305       0.148489E-004            NaN            NaN  0.167644        1.20186                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.6295       0.683643E-001            NaN            NaN  0.528829E-001   1.24929                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.6219       0.314014E-002            NaN            NaN   1.19068       0.184257                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.4691       0.109003                 NaN            NaN   1.26911       0.560546E-001            NaN            NaN  0.967620E-001            NaN            NaN            NaN            NaN
  1431.08        2500.00        95.8484       0.629195                 NaN            NaN   1.66857       0.358127                 NaN            NaN   1.49574                 NaN            NaN            NaN            NaN
  1428.57        2500.00        95.9671       0.628477                 NaN            NaN  0.288733        1.66064                 NaN            NaN   1.45501                 NaN            NaN            NaN            NaN
  1426.07        2500.00        96.0786       0.628159                 NaN            NaN  0.214385        1.66163                 NaN            NaN   1.41723                 NaN            NaN            NaN            NaN
  1423.56        2500.00        96.1485       0.636077                 NaN            NaN   1.68608       0.135262                 NaN            NaN   1.39408                 NaN            NaN            NaN            NaN
  1421.05        2500.00        96.3096       0.620062                 NaN            NaN  0.789877E-001   1.65546                 NaN            NaN   1.33589                 NaN            NaN            NaN            NaN
  1418.55        2500.00        96.3769       0.626768                 NaN            NaN   1.68179                 NaN            NaN            NaN   1.31452                 NaN            NaN            NaN            NaN
  1416.04        2500.00        96.4610       0.609442                 NaN            NaN  0.145432E-001   1.63194                 NaN            NaN   1.28313                 NaN            NaN            NaN            NaN
  1413.53        2500.00        96.5616       0.599609                 NaN            NaN   1.59177                 NaN            NaN            NaN   1.24706                 NaN            NaN            NaN            NaN
  1411.03        2500.00        96.6433       0.603020                 NaN            NaN   1.53390                 NaN            NaN            NaN   1.21974                 NaN            NaN            NaN            NaN
  1408.52        2500.00        96.7208       0.595359                 NaN            NaN   1.49170                 NaN            NaN            NaN   1.19217                 NaN            NaN            NaN            NaN
  1406.02        2500.00        96.8040       0.586300                 NaN            NaN   1.44903                 NaN            NaN            NaN   1.16063                 NaN            NaN            NaN            NaN
  1403.51        2500.00        96.8781       0.587335                 NaN            NaN   1.39727                 NaN            NaN            NaN   1.13732                 NaN            NaN            NaN            NaN
  1401.00        2500.00        96.9461       0.573047                 NaN            NaN   1.37249                 NaN            NaN            NaN   1.10835                 NaN            NaN            NaN            NaN
  1398.50        2500.00        97.0152       0.566179                 NaN            NaN   1.33460                 NaN            NaN            NaN   1.08403                 NaN            NaN            NaN            NaN
  1395.99        2500.00        97.0815       0.561707                 NaN            NaN   1.29753                 NaN            NaN            NaN   1.05927                 NaN            NaN            NaN            NaN
  1393.48        2500.00        97.1457       0.553179                 NaN            NaN   1.26578                 NaN            NaN            NaN   1.03532                 NaN            NaN            NaN            NaN
  1390.98        2500.00        97.2067       0.550476                 NaN            NaN   1.23005                 NaN            NaN            NaN   1.01272                 NaN            NaN            NaN            NaN
  1388.47        2500.00        97.2674       0.545632                 NaN            NaN   1.19678                 NaN            NaN            NaN  0.990186                 NaN            NaN            NaN            NaN
  1385.96        2500.00        97.3286       0.536515                 NaN            NaN   1.16660                 NaN            NaN            NaN  0.968287                 NaN            NaN            NaN            NaN
  1383.46        2500.00        97.3842       0.527529                 NaN            NaN   1.14396                 NaN            NaN            NaN  0.944298                 NaN            NaN            NaN            NaN
  1380.95        2500.00        97.4325       0.526343                 NaN            NaN   1.11439                 NaN            NaN            NaN  0.926740                 NaN            NaN            NaN            NaN
  1378.45        2500.00        97.4843       0.515187                 NaN            NaN   1.09456                 NaN            NaN            NaN  0.905917                 NaN            NaN            NaN            NaN
  1375.94        2500.00        97.5348       0.501085                 NaN            NaN   1.07825                 NaN            NaN            NaN  0.885894                 NaN            NaN            NaN            NaN
  1373.43        2500.00        97.5813       0.498661                 NaN            NaN   1.05316                 NaN            NaN            NaN  0.866914                 NaN            NaN            NaN            NaN
  1370.93        2500.00        97.6189       0.493364                 NaN            NaN   1.03502                 NaN            NaN            NaN  0.852712                 NaN            NaN            NaN            NaN
  1368.42        2500.00        97.6810       0.478733                 NaN            NaN   1.01344                 NaN            NaN            NaN  0.826794                 NaN            NaN            NaN            NaN
  1365.91        2500.00        97.7203       0.472085                 NaN            NaN  0.995872                 NaN            NaN            NaN  0.811712                 NaN            NaN            NaN            NaN
  1363.41        2500.00        97.7631       0.468345                 NaN            NaN  0.973652                 NaN            NaN            NaN  0.794933                 NaN            NaN            NaN            NaN
  1360.90        2500.00        97.7960       0.462037                 NaN            NaN  0.960734                 NaN            NaN            NaN  0.781183                 NaN            NaN            NaN            NaN
  1358.40        2500.00        97.8465       0.451341                 NaN            NaN  0.941351                 NaN            NaN            NaN  0.760796                 NaN            NaN            NaN            NaN
  1355.89        2500.00        97.8839       0.439593                 NaN            NaN  0.931320                 NaN            NaN            NaN  0.745172                 NaN            NaN            NaN            NaN
  1353.38        2500.00        97.9241       0.432845                 NaN            NaN  0.913846                 NaN            NaN            NaN  0.729247                 NaN            NaN            NaN            NaN
  1350.88        2500.00        97.9602       0.424781                 NaN            NaN  0.900660                 NaN            NaN            NaN  0.714352                 NaN            NaN            NaN            NaN
  1348.37        2500.00        97.9969       0.415604                 NaN            NaN  0.888176                 NaN            NaN            NaN  0.699306                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.0330       0.405930                 NaN            NaN  0.876647                 NaN            NaN            NaN  0.684390                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.0664       0.396328                 NaN            NaN  0.866930                 NaN            NaN            NaN  0.670321                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.0968       0.387453                 NaN            NaN  0.858735                 NaN            NaN            NaN  0.657022                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.1349       0.378453                 NaN            NaN  0.844492                 NaN            NaN            NaN  0.642128                 NaN            NaN            NaN            NaN
  1335.84        2500.00        98.1668       0.368829                 NaN            NaN  0.835277                 NaN            NaN            NaN  0.629103                 NaN            NaN            NaN            NaN
  1333.33        2500.00        98.1995       0.358392                 NaN            NaN  0.826822                 NaN            NaN            NaN  0.615311                 NaN            NaN            NaN            NaN
  1330.83        2500.00        98.2281       0.346679                 NaN            NaN  0.822257                 NaN            NaN            NaN  0.602955                 NaN            NaN            NaN            NaN
  1328.32        2500.00        98.2667       0.338074                 NaN            NaN  0.806630                 NaN            NaN            NaN  0.588628                 NaN            NaN            NaN            NaN
  1325.81        2500.00        98.2936       0.328657                 NaN            NaN  0.800386                 NaN            NaN            NaN  0.577377                 NaN            NaN            NaN            NaN
  1323.31        2500.00        98.3230       0.319565                 NaN            NaN  0.792672                 NaN            NaN            NaN  0.564755                 NaN            NaN            NaN            NaN
  1320.80        2500.00        98.3495       0.310669                 NaN            NaN  0.785810                 NaN            NaN            NaN  0.554037                 NaN            NaN            NaN            NaN
  1318.30        2500.00        98.3780       0.298258                 NaN            NaN  0.781493                 NaN            NaN            NaN  0.542296                 NaN            NaN            NaN            NaN
  1315.79        2500.00        98.4076       0.290844                 NaN            NaN  0.770989                 NaN            NaN            NaN  0.530600                 NaN            NaN            NaN            NaN
  1313.28        2500.00        98.4340       0.278995                 NaN            NaN  0.767270                 NaN            NaN            NaN  0.519707                 NaN            NaN            NaN            NaN
  1310.78        2500.00        98.4600       0.269617                 NaN            NaN  0.761148                 NaN            NaN            NaN  0.509240                 NaN            NaN            NaN            NaN
  1308.27        2500.00        98.4857       0.258083                 NaN            NaN  0.757500                 NaN            NaN            NaN  0.498711                 NaN            NaN            NaN            NaN
  1305.76        2500.00        98.5121       0.248730                 NaN            NaN  0.750703                 NaN            NaN            NaN  0.488417                 NaN            NaN            NaN            NaN
  1303.26        2500.00        98.5354       0.236873                 NaN            NaN  0.749152                 NaN            NaN            NaN  0.478617                 NaN            NaN            NaN            NaN
  1300.75        2500.00        98.5598       0.227722                 NaN            NaN  0.743347                 NaN            NaN            NaN  0.469110                 NaN            NaN            NaN            NaN
  1298.25        2500.00        98.5822       0.213357                 NaN            NaN  0.744836                 NaN            NaN            NaN  0.459625                 NaN            NaN            NaN            NaN
  1295.74        2500.00        98.6047       0.203200                 NaN            NaN  0.741407                 NaN            NaN            NaN  0.450689                 NaN            NaN            NaN            NaN
  1293.23        2500.00        98.6255       0.190393                 NaN            NaN  0.742036                 NaN            NaN            NaN  0.442099                 NaN            NaN            NaN            NaN
  1290.73        2500.00        98.6156       0.173701                 NaN            NaN  0.750246                 NaN            NaN            NaN  0.443255       0.171803E-001            NaN            NaN            NaN
  1288.22        2500.00        91.2253       0.439331                 NaN            NaN   2.20460                 NaN            NaN            NaN   1.42649       0.174104        4.53013                 NaN            NaN
  1285.71        2500.00        84.0518       0.587152                 NaN            NaN   3.76946                 NaN            NaN            NaN   2.35337       0.291340        8.94685                 NaN            NaN
  1283.21        2500.00        85.9984       0.385518                 NaN            NaN   3.54366                 NaN            NaN            NaN   2.07327       0.244362        7.75483                 NaN            NaN
  1280.70        2500.00        87.4000       0.181684                 NaN            NaN   3.46684                 NaN            NaN            NaN   1.86616       0.206614        6.87875                 NaN            NaN
  1278.20        2500.00        88.4612                 NaN            NaN            NaN   3.44868                 NaN            NaN            NaN   1.70588       0.175791        6.20840                 NaN            NaN
  1275.69        2500.00        89.3085                 NaN            NaN            NaN   3.15146                 NaN            NaN            NaN   1.58823       0.165010        5.78676                 NaN            NaN
  1273.18        2500.00        88.3050                 NaN            NaN            NaN   3.45575                 NaN            NaN            NaN   1.72404       0.193495        6.32172                 NaN            NaN
  1270.68        2500.00        92.6816                 NaN            NaN            NaN   2.20522                 NaN            NaN            NaN   1.10907       0.880310E-001   3.91611                 NaN            NaN
  1268.17        2500.00        92.1175       0.261567E-002            NaN            NaN  0.387524        1.56128                 NaN            NaN   1.02217       0.163786        4.74518                 NaN            NaN
  1265.66        2500.00        94.1826                 NaN            NaN            NaN   2.00602       0.345771                 NaN            NaN   1.12670       0.567962E-002   2.33327                 NaN            NaN
  1263.16        2500.00        94.4788                 NaN            NaN            NaN   1.70582                 NaN            NaN            NaN  0.795449       0.832564E-001   2.93671                 NaN            NaN
  1260.65        2500.00        93.5120                 NaN            NaN            NaN   1.39934       0.579244                 NaN            NaN  0.956446       0.103927        3.44902                 NaN            NaN
  1258.15        2500.00        93.1001                 NaN            NaN            NaN   2.03536                 NaN            NaN            NaN   1.04178       0.790492E-001   3.74370                 NaN            NaN
  1255.64        2500.00        95.7697                 NaN            NaN            NaN   1.37070                 NaN            NaN            NaN  0.631937       0.678902E-001   2.15982                 NaN            NaN
  1253.13        2500.00        94.8716                 NaN            NaN            NaN   1.43970                 NaN            NaN            NaN  0.708871       0.715074E-001   2.90829                 NaN            NaN
  1250.63        2500.00        96.1285                 NaN            NaN            NaN   1.26205                 NaN            NaN            NaN  0.625102       0.400372E-001   1.94435                 NaN            NaN
  1248.12        2500.00        93.9685                 NaN            NaN            NaN   1.56814                 NaN            NaN            NaN  0.823500       0.141020        3.49881                 NaN            NaN
  1245.61        2500.00        98.1871                 NaN            NaN            NaN  0.643403                 NaN            NaN            NaN  0.245696       0.304814E-001  0.893283                 NaN            NaN
  1243.11        2500.00        95.7198                 NaN            NaN            NaN   1.19356                 NaN            NaN            NaN  0.561973       0.226793E-001   2.50199                 NaN            NaN
  1240.60        2500.00        59.9347                 NaN            NaN            NaN   5.75877       0.563473                 NaN            NaN   4.24359       0.214790        16.3324        12.9523                 NaN
  1238.10        2500.00        98.7096                 NaN            NaN            NaN  0.345042       0.346334E-001            NaN            NaN            NaN  0.999436E-002  0.610389       0.290325                 NaN
  1235.59        2500.00        93.3220                 NaN            NaN            NaN  0.563995       0.590118       0.516365E-005            NaN  0.757136       0.418897E-001   3.40694        1.31791                 NaN
  1233.08        2500.00        81.8042                 NaN            NaN            NaN   1.61925        1.01319                 NaN            NaN   1.65380       0.139851        7.94211        5.82760                 NaN
  1230.58        2500.00                 NaN   4.28028                 NaN            NaN  0.603479E-001            NaN            NaN            NaN   7.83180       0.945771        48.7563        33.8442        4.28130     
  1228.07        2500.00                 NaN            NaN            NaN            NaN   9.44320        3.06772                 NaN            NaN   8.69158       0.647683        45.6766        32.4732                 NaN
  1225.56        2500.00                 NaN            NaN            NaN            NaN   1.76135        10.6717       0.204733E-001            NaN   8.67890       0.654698        45.7358        32.4771                 NaN
  1223.06        2500.00                 NaN            NaN            NaN            NaN   9.69256        2.84032       0.168529E-003            NaN   8.71924       0.639805        45.6272        32.4807                 NaN
  1220.55        2500.00                 NaN            NaN            NaN            NaN   9.88825        2.64270       0.606307E-002            NaN   8.73643       0.636450        45.6033        32.4868                 NaN
  1218.05        2500.00                 NaN            NaN            NaN            NaN   9.80661        2.73625                 NaN            NaN   8.72635       0.637167        45.6076        32.4861                 NaN
  1215.54        2500.00                 NaN            NaN            NaN            NaN   1.75323        10.6790       0.182811E-001            NaN   8.68352       0.650581        45.7398        32.4756                 NaN
  1213.03        2500.00                 NaN            NaN            NaN            NaN   10.0095        2.52199       0.124742E-005            NaN   8.73703       0.633572        45.6090        32.4890                 NaN
  1210.53        2500.00                 NaN            NaN            NaN            NaN   1.57117        10.9160       0.113452E-005            NaN   8.87238       0.643739        45.4968        32.4999                 NaN
  1208.02        2500.00                 NaN            NaN            NaN            NaN   9.85228        2.69274                 NaN            NaN   8.73442       0.634330        45.5950        32.4913                 NaN
  1205.51        2500.00                 NaN            NaN            NaN            NaN   10.1124        2.43036                 NaN            NaN   8.90117       0.625995        45.4240        32.5062                 NaN
  1203.01        2500.00                 NaN            NaN            NaN            NaN   9.73517        2.81526                 NaN            NaN   8.75117       0.632236        45.5695        32.4967                 NaN
  1200.50        2500.00                 NaN            NaN            NaN            NaN   10.2704        2.27623       0.235805E-003            NaN   8.90930       0.624311        45.4090        32.5106                 NaN
  1197.99        2500.00                 NaN            NaN            NaN            NaN   9.77551        2.78295                 NaN            NaN   8.75737       0.630020        45.5528        32.5013                 NaN
  1195.49        2500.00                 NaN            NaN            NaN            NaN   10.5241        2.03612       0.151171E-003            NaN   8.91327       0.624467        45.3835        32.5184                 NaN
  1192.98        2500.00                 NaN            NaN            NaN            NaN   9.76619        2.80352                 NaN            NaN   8.76205       0.626790        45.5348        32.5067                 NaN
  1190.48        2500.00                 NaN            NaN            NaN            NaN   9.73392        2.86732       0.767715E-004            NaN   8.81334       0.616814        45.4314        32.5371                 NaN
  1187.97        2500.00                 NaN            NaN            NaN            NaN   9.84971        2.73096                 NaN            NaN   8.76731       0.624854        45.5147        32.5125                 NaN
  1185.46        2500.00                 NaN            NaN            NaN            NaN   10.5818        1.98906       0.352605E-003            NaN   8.92344       0.622329        45.3564        32.5267                 NaN
  1182.96        2500.00                 NaN            NaN            NaN            NaN   9.88535        2.70459                 NaN            NaN   8.77572       0.622196        45.4944        32.5177                 NaN
  1180.45        2500.00                 NaN            NaN            NaN            NaN   10.6374        1.96006       0.752505E-004            NaN   8.95657       0.607775        45.3049        32.5332                 NaN
  1177.94        2500.00                 NaN            NaN            NaN            NaN   10.0381        2.59448                 NaN            NaN   8.81828       0.610922        45.4070        32.5313                 NaN
  1175.44        2500.00                 NaN            NaN            NaN            NaN   10.6646        1.94308       0.242382E-005            NaN   8.96199       0.605135        45.2864        32.5388                 NaN
  1172.93        2500.00                 NaN            NaN            NaN            NaN   10.1405        2.47484                 NaN            NaN   8.78994       0.617054        45.4468        32.5309                 NaN
  1170.43        2500.00                 NaN            NaN            NaN            NaN   4.54300        8.10872                 NaN            NaN   8.93000       0.591152        45.3030        32.5241                 NaN
  1167.92        2500.00                 NaN            NaN            NaN            NaN   10.1368        2.48653                 NaN            NaN   8.79802       0.614575        45.4286        32.5355                 NaN
  1165.41        2500.00                 NaN            NaN            NaN            NaN   10.3473        2.33858       0.563407E-005            NaN   8.86855       0.596544        45.2893        32.5597                 NaN
  1162.91        2500.00                 NaN            NaN            NaN            NaN   10.1190        2.51198                 NaN            NaN   8.80641       0.612046        45.4105        32.5400                 NaN
  1160.40        2500.00                 NaN            NaN            NaN            NaN   10.2078        2.41855       0.468215E-005            NaN   8.96573       0.601577        45.2514        32.5549                 NaN
  1157.89        2500.00                 NaN            NaN            NaN            NaN   10.5905        2.07980       0.122456E-005            NaN   9.04285       0.584357        45.1650        32.5375                 NaN
  1155.39        2500.00                 NaN            NaN            NaN            NaN   10.6602        1.98239                 NaN            NaN   9.01382       0.589171        45.1991        32.5554                 NaN
  1152.88        2500.00                 NaN            NaN            NaN            NaN   10.2416        2.40037       0.227748E-003            NaN   8.82493       0.604870        45.3816        32.5464                 NaN
  1150.38        2500.00                 NaN            NaN            NaN            NaN   2.96951        9.71468                 NaN            NaN   8.91608       0.584948        45.2436        32.5712                 NaN
  1147.87        2500.00                 NaN            NaN            NaN            NaN   11.5216        1.17544       0.255303E-003            NaN   8.94325       0.596956        45.2010        32.5614                 NaN
  1145.36        2500.00                 NaN            NaN            NaN            NaN   6.20302        6.51379                 NaN            NaN   8.99765       0.579524        45.1369        32.5691                 NaN
  1142.86        2500.00                 NaN            NaN            NaN            NaN   11.0835        1.58556                 NaN            NaN   8.92852       0.598907        45.2588        32.5447                 NaN
  1140.35        2500.00                 NaN            NaN            NaN            NaN   9.95377        2.71463       0.106887E-004            NaN   8.95718       0.594621        45.1986        32.5812                 NaN
  1137.84        2500.00                 NaN            NaN            NaN            NaN   11.6471        1.13348                 NaN            NaN   9.02793       0.561539        45.0571        32.5729                 NaN
  1135.34        2500.00                 NaN            NaN            NaN            NaN   7.70706        1.47141        3.52484                 NaN   8.99784       0.583296        45.1351        32.5805                 NaN
  1132.83        2500.00                 NaN            NaN            NaN            NaN   10.8458        1.85753                 NaN            NaN   8.96967       0.584301        45.1851        32.5576                 NaN
  1130.33        2500.00                 NaN  0.322733E-005            NaN            NaN   10.3094        2.48607       0.636761E-003            NaN   9.05423       0.560592        45.0003        32.5888                 NaN
  1127.82        2500.00                 NaN            NaN            NaN            NaN   12.3445       0.548931       0.326500E-004            NaN   9.07060       0.544553        44.8796        32.6117                 NaN
  1125.31        2500.00                 NaN            NaN            NaN            NaN   10.0264        2.66678                 NaN            NaN   8.99625       0.587794        45.1272        32.5956                 NaN
  1122.81        2500.00                 NaN            NaN            NaN            NaN   12.4854       0.395708                 NaN            NaN   9.06827       0.542682        44.9080        32.5999                 NaN
  1120.30        2500.00                 NaN            NaN            NaN            NaN   10.2800        2.37202       0.558974E-001  0.946063E-006   9.02335       0.583031        45.0847        32.6010                 NaN
  1117.79        2500.00                 NaN            NaN            NaN            NaN   12.6725       0.209406                 NaN            NaN   9.06626       0.539237        44.9220        32.5906                 NaN
  1115.29        2500.00                 NaN            NaN            NaN            NaN   2.97803        9.80150                 NaN            NaN   9.09127       0.556971        44.9840        32.5882                 NaN
  1112.78        2500.00                 NaN            NaN            NaN            NaN   11.4834        1.38459                 NaN            NaN   9.03214       0.566911        44.9077        32.6253                 NaN
  1110.28        2500.00                 NaN            NaN            NaN            NaN   10.0859        2.10911       0.532914                 NaN   9.05112       0.577272        45.0339        32.6098                 NaN
  1107.77        2500.00                 NaN            NaN            NaN            NaN   12.6957       0.234129                 NaN            NaN   9.11366       0.526992        44.8158        32.6138                 NaN
  1105.26        2500.00                 NaN            NaN            NaN            NaN   10.4019        2.33173       0.150778E-003            NaN   9.06322       0.575099        45.0122        32.6157                 NaN
  1102.76        2500.00                 NaN            NaN            NaN            NaN  0.748802E-005  0.790688        12.0903                 NaN   9.10833       0.536462        44.8630        32.6112                 NaN
  1100.25        2500.00                 NaN   4.27043                 NaN            NaN  0.601850E-001            NaN            NaN            NaN   7.83001       0.943968        48.6947        33.9262        4.27444     
  1097.74        2500.00                 NaN            NaN            NaN            NaN   12.0510       0.899202                 NaN            NaN   9.14403       0.522938        44.7538        32.6290                 NaN
  1095.24        2500.00                 NaN   4.27006                 NaN            NaN  0.601788E-001            NaN            NaN            NaN   7.82995       0.943901        48.6924        33.9294        4.27418     
  1092.73        2500.00                 NaN            NaN            NaN            NaN   10.6555        2.10913       0.145397E-005            NaN   9.03539       0.571069        45.0228        32.6061                 NaN
  1090.23        2500.00                 NaN            NaN            NaN            NaN   10.2021        2.55280                 NaN            NaN   9.10098       0.568634        44.9466        32.6288                 NaN
  1087.72        2500.00                 NaN            NaN            NaN            NaN   10.9990        1.80722                 NaN            NaN   9.07018       0.554997        44.9577        32.6109                 NaN
  1085.21        2500.00                 NaN            NaN            NaN            NaN   10.2806        2.48174                 NaN            NaN   9.10842       0.566273        44.9277        32.6354                 NaN
  1082.71        2500.00                 NaN            NaN            NaN            NaN   11.0936        1.74181       0.136089E-005            NaN   9.07996       0.549859        44.9163        32.6184                 NaN
  1080.20        2500.00                 NaN            NaN            NaN            NaN   10.1633        2.59963       0.695716E-003            NaN   9.12269       0.564498        44.9101        32.6392                 NaN
  1077.69        2500.00                 NaN            NaN            NaN            NaN   10.7221        2.07941       0.335996E-005            NaN   9.06177       0.561593        44.9519        32.6231                 NaN
  1075.19        2500.00                 NaN            NaN            NaN            NaN  0.421688        12.6069       0.278395E-005            NaN   9.41609       0.491199        44.3716        32.6925                 NaN
  1072.68        2500.00                 NaN            NaN            NaN            NaN   10.8483        1.96317       0.263624E-005            NaN   9.09062       0.552171        44.9169        32.6288                 NaN
  1070.18        2500.00                 NaN            NaN            NaN            NaN   8.67012        4.17969                 NaN            NaN   9.17816       0.549309        44.7570        32.6657                 NaN
  1067.67        2500.00                 NaN            NaN            NaN            NaN   10.6406        2.16432       0.218690E-001            NaN   9.08476       0.555506        44.8949        32.6381                 NaN
  1065.16        2500.00                 NaN            NaN            NaN            NaN   9.36949        3.46796                 NaN            NaN   9.16629       0.554928        44.7698        32.6715                 NaN
  1062.66        2500.00                 NaN            NaN            NaN            NaN   10.5458        2.27348       0.200920E-001            NaN   9.09588       0.552706        44.8721        32.6399                 NaN
  1060.15        2500.00                 NaN   4.26745                 NaN            NaN  0.601352E-001            NaN            NaN            NaN   7.82954       0.943433        48.6760        33.9511        4.27234     
  1057.64        2500.00                 NaN            NaN            NaN            NaN   2.28352        10.6441                 NaN            NaN   9.21236       0.517137        44.6778        32.6650                 NaN
  1055.14        2500.00                 NaN            NaN            NaN            NaN   9.10566        3.74057                 NaN            NaN   9.18459       0.548925        44.7443        32.6759                 NaN
  1052.63        2500.00                 NaN            NaN            NaN            NaN   3.04199        9.71238                 NaN            NaN   9.17753       0.552793        44.8931        32.6222                 NaN
  1050.13        2500.00                 NaN            NaN            NaN            NaN   9.10707        3.76067                 NaN            NaN   9.20301       0.544224        44.7025        32.6825                 NaN
  1047.62        2500.00                 NaN            NaN            NaN            NaN   8.83754        3.98118                 NaN            NaN   9.21936       0.537640        44.7927        32.6316                 NaN
  1045.11        2500.00                 NaN            NaN            NaN            NaN   10.6348        2.27266                 NaN            NaN   9.28413       0.517031        44.6408        32.6505                 NaN
  1042.61        2500.00                 NaN            NaN            NaN            NaN   4.01422        8.79999                 NaN            NaN   9.22201       0.538340        44.7907        32.6347                 NaN
  1040.10        2500.00                 NaN            NaN            NaN            NaN   9.61366        3.25656                 NaN            NaN   9.21385       0.544036        44.6807        32.6912                 NaN
  1037.59        2500.00                 NaN            NaN            NaN            NaN   3.69825        9.10398                 NaN            NaN   9.20680       0.545421        44.8063        32.6392                 NaN
  1035.09        2500.00                 NaN            NaN            NaN            NaN   9.33737        3.54760                 NaN            NaN   9.22872       0.540541        44.6465        32.6992                 NaN
  1032.58        2500.00                 NaN            NaN            NaN            NaN   3.86668        8.96871                 NaN            NaN   9.23881       0.534865        44.7448        32.6461                 NaN
  1030.08        2500.00                 NaN            NaN            NaN            NaN   9.27927        3.61632                 NaN            NaN   9.23864       0.538392        44.6230        32.7044                 NaN
  1027.57        2500.00                 NaN            NaN            NaN            NaN   3.68796        9.15720                 NaN            NaN   9.24896       0.535223        44.7120        32.6587                 NaN
  1025.06        2500.00                 NaN            NaN            NaN            NaN   9.29667        3.55155                 NaN            NaN   9.24179       0.537715        44.7040        32.6683                 NaN
  1022.56        2500.00                 NaN            NaN            NaN            NaN   9.29330        3.55189                 NaN            NaN   9.25548       0.534550        44.7043        32.6605                 NaN
  1020.05        2500.00                 NaN            NaN            NaN            NaN   9.14775        3.70880                 NaN            NaN   9.25009       0.536004        44.6833        32.6740                 NaN
  1017.54        2500.00                 NaN            NaN            NaN            NaN   3.70606        9.15669                 NaN            NaN   9.27243       0.530035        44.6662        32.6686                 NaN
