|6.6.6
Archiving\03_Data\frac/QFM_m0.5/KHA22/KHA22_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       O(HP)          mang           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1506.27        2500.00        99.1579                 NaN  0.426448E-001            NaN            NaN  0.799435                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.1689                 NaN  0.424064E-001            NaN            NaN  0.788738                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.1746                 NaN  0.218254E-001            NaN            NaN  0.803589                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.1884                 NaN  0.607038E-001            NaN            NaN  0.750924                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.1910                 NaN  0.356919E-001            NaN            NaN  0.773270                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.1979                 NaN  0.320272E-001            NaN            NaN  0.770105                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.2030                 NaN  0.279919E-001            NaN            NaN  0.768983                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.2120                 NaN  0.301274E-001            NaN            NaN  0.757873                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.2139                 NaN  0.231597E-001            NaN            NaN  0.762960                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.2254                 NaN  0.222841E-001            NaN            NaN  0.752276                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.2285                 NaN  0.198087E-001            NaN            NaN  0.751732                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.7992                 NaN  0.348959E-001            NaN            NaN   1.16586                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.6038                 NaN  0.119184E-002            NaN            NaN  0.295820E-001  0.365377                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.0334                 NaN            NaN            NaN            NaN            NaN  0.966594                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        99.0301                 NaN            NaN            NaN            NaN            NaN  0.969915                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        99.0217                 NaN            NaN            NaN            NaN            NaN  0.978311                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        99.0122                 NaN            NaN            NaN            NaN            NaN  0.987802                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.6108                 NaN            NaN            NaN            NaN            NaN  0.781014       0.608220                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.5682                 NaN            NaN            NaN            NaN            NaN  0.552841       0.878971                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.5962                 NaN            NaN            NaN            NaN            NaN  0.861990       0.541860                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.6080                 NaN            NaN            NaN            NaN            NaN  0.537047       0.854920                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.6230                 NaN  0.700204E-003            NaN            NaN            NaN  0.530005       0.846258                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.6414                 NaN  0.649728E-002            NaN            NaN            NaN  0.513852       0.838265                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.6636                 NaN  0.625278E-001            NaN            NaN            NaN  0.847329       0.426501                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.6785                 NaN  0.593671E-001            NaN            NaN            NaN  0.836904       0.425241                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.6938                 NaN  0.501866E-001            NaN            NaN  0.848141E-001  0.335186       0.836003                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.7074                 NaN  0.518148E-001            NaN            NaN  0.172899E-001  0.404396       0.819137                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.7196                 NaN  0.451627E-001            NaN            NaN  0.676983E-001  0.815448       0.352118                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.7304                 NaN  0.398406E-001            NaN            NaN  0.102207       0.315867       0.811703                 NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.7470                 NaN  0.365782E-001            NaN            NaN  0.953133E-001  0.322309       0.798843                 NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.7561                 NaN  0.341758E-001            NaN            NaN  0.935413E-001  0.792156       0.324067                 NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.7688                 NaN  0.308153E-001            NaN            NaN  0.958096E-001  0.321051       0.783522                 NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.7784                 NaN  0.286553E-001            NaN            NaN  0.897783E-001  0.327310       0.775817                 NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.7910                 NaN  0.250215E-001            NaN            NaN  0.958255E-001  0.320104       0.768068                 NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.8003                 NaN  0.228624E-001            NaN            NaN  0.915853E-001  0.324004       0.761203                 NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.8092                 NaN  0.193068E-001            NaN            NaN  0.975337E-001  0.755451       0.318468                 NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.8180                 NaN  0.182061E-001            NaN            NaN  0.878054E-001  0.327980       0.747976                 NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        98.3818                 NaN  0.119732                 NaN            NaN  0.329877E-001  0.470999       0.752943                 NaN  0.241530                 NaN            NaN            NaN
  1411.03        2500.00        97.4224                 NaN  0.345384                 NaN            NaN            NaN  0.775397       0.687493                 NaN  0.769324                 NaN            NaN            NaN
  1408.52        2500.00        97.4869                 NaN  0.343054                 NaN            NaN            NaN  0.662545       0.757597                 NaN  0.749904                 NaN            NaN            NaN
  1406.02        2500.00        97.5465                 NaN  0.341477                 NaN            NaN            NaN  0.638336       0.741496                 NaN  0.732200                 NaN            NaN            NaN
  1403.51        2500.00        97.6065                 NaN  0.339483                 NaN            NaN            NaN  0.614922       0.724619                 NaN  0.714457                 NaN            NaN            NaN
  1401.00        2500.00        97.6623                 NaN  0.337902                 NaN            NaN            NaN  0.709543       0.592621                 NaN  0.697676                 NaN            NaN            NaN
  1398.50        2500.00        97.7142                 NaN  0.337364                 NaN            NaN            NaN  0.570267       0.695747                 NaN  0.682375                 NaN            NaN            NaN
  1395.99        2500.00        97.7702                 NaN  0.333715                 NaN            NaN            NaN  0.679463       0.551358                 NaN  0.665252                 NaN            NaN            NaN
  1393.48        2500.00        97.8185                 NaN  0.333238                 NaN            NaN            NaN  0.530965       0.666296                 NaN  0.650956                 NaN            NaN            NaN
  1390.98        2500.00        97.8661                 NaN  0.331415                 NaN            NaN            NaN  0.653337       0.512691                 NaN  0.636448                 NaN            NaN            NaN
  1388.47        2500.00        97.9119                 NaN  0.329967                 NaN            NaN            NaN  0.494798       0.640548                 NaN  0.622768                 NaN            NaN            NaN
  1385.96        2500.00        97.9571                 NaN  0.328459                 NaN            NaN            NaN  0.477088       0.628317                 NaN  0.609033                 NaN            NaN            NaN
  1383.46        2500.00        97.9984                 NaN  0.328009                 NaN            NaN            NaN  0.458258       0.618576                 NaN  0.596738                 NaN            NaN            NaN
  1380.95        2500.00        98.0426                 NaN  0.324438                 NaN            NaN            NaN  0.604021       0.446020                 NaN  0.582934                 NaN            NaN            NaN
  1378.45        2500.00        98.0769                 NaN  0.324448                 NaN            NaN            NaN  0.595708       0.430440                 NaN  0.572484                 NaN            NaN            NaN
  1375.94        2500.00        98.1209                 NaN  0.322349                 NaN            NaN            NaN  0.584121       0.413578                 NaN  0.559038                 NaN            NaN            NaN
  1373.43        2500.00        98.2558                 NaN  0.291078                 NaN            NaN            NaN  0.540912       0.392713                 NaN  0.519529                 NaN            NaN            NaN
  1370.93        2500.00        98.0755                 NaN  0.351275                 NaN            NaN            NaN  0.606456       0.395797                 NaN  0.570943                 NaN            NaN            NaN
  1368.42        2500.00        98.2276                 NaN  0.315887                 NaN            NaN            NaN  0.554018       0.376413                 NaN  0.526045                 NaN            NaN            NaN
  1365.91        2500.00        98.2599                 NaN  0.315471                 NaN            NaN            NaN  0.544347       0.363829                 NaN  0.516419                 NaN            NaN            NaN
  1363.41        2500.00        98.2910                 NaN  0.308747                 NaN            NaN            NaN  0.535009       0.358859                 NaN  0.506389                 NaN            NaN            NaN
  1360.90        2500.00        98.3262                 NaN  0.316561                 NaN            NaN            NaN  0.528201       0.332458                 NaN  0.496619                 NaN            NaN            NaN
  1358.40        2500.00        98.3545                 NaN  0.310794                 NaN            NaN            NaN  0.328410       0.518774                 NaN  0.487515                 NaN            NaN            NaN
  1355.89        2500.00        98.3842                 NaN  0.306586                 NaN            NaN            NaN  0.510316       0.321331                 NaN  0.477522                 NaN            NaN            NaN
  1353.38        2500.00        98.4108                 NaN  0.306253                 NaN            NaN            NaN  0.503317       0.309858                 NaN  0.469802                 NaN            NaN            NaN
  1350.88        2500.00        98.4395                 NaN  0.304598                 NaN            NaN            NaN  0.299329       0.495956                 NaN  0.460585                 NaN            NaN            NaN
  1348.37        2500.00        98.4680                 NaN  0.298120                 NaN            NaN            NaN  0.485825       0.297092                 NaN  0.450944                 NaN            NaN            NaN
  1345.86        2500.00        98.4922                 NaN  0.298120                 NaN            NaN            NaN  0.480435       0.285569                 NaN  0.443721                 NaN            NaN            NaN
  1343.36        2500.00        98.5182                 NaN  0.295142                 NaN            NaN            NaN  0.278358       0.472912                 NaN  0.435392                 NaN            NaN            NaN
  1340.85        2500.00        98.5424                 NaN  0.292420                 NaN            NaN            NaN  0.466396       0.271039                 NaN  0.427769                 NaN            NaN            NaN
  1338.35        2500.00        98.5666                 NaN  0.289255                 NaN            NaN            NaN  0.264734       0.459376                 NaN  0.419993                 NaN            NaN            NaN
  1335.84        2500.00        98.5895                 NaN  0.286199                 NaN            NaN            NaN  0.259564       0.452332                 NaN  0.412412                 NaN            NaN            NaN
  1333.33        2500.00        98.6107                 NaN  0.282627                 NaN            NaN            NaN  0.255444       0.445804                 NaN  0.405402                 NaN            NaN            NaN
  1330.83        2500.00        98.6327                 NaN  0.280759                 NaN            NaN            NaN  0.247193       0.440715                 NaN  0.398680                 NaN            NaN            NaN
  1328.32        2500.00        98.6550                 NaN  0.274269                 NaN            NaN            NaN  0.247788       0.432111                 NaN  0.390867                 NaN            NaN            NaN
  1325.81        2500.00        98.6744                 NaN  0.271739                 NaN            NaN            NaN  0.426946       0.242306                 NaN  0.384652                 NaN            NaN            NaN
  1323.31        2500.00        98.6944                 NaN  0.267769                 NaN            NaN            NaN  0.239173       0.420608                 NaN  0.378067                 NaN            NaN            NaN
  1320.80        2500.00        98.7144                 NaN  0.263777                 NaN            NaN            NaN  0.414569       0.235727                 NaN  0.371523                 NaN            NaN            NaN
  1318.30        2500.00        98.7332                 NaN  0.259562                 NaN            NaN            NaN  0.408246       0.233683                 NaN  0.365314                 NaN            NaN            NaN
  1315.79        2500.00        98.7507                 NaN  0.254713                 NaN            NaN            NaN  0.232453       0.402898                 NaN  0.359208                 NaN            NaN            NaN
  1313.28        2500.00        98.7673                 NaN  0.250856                 NaN            NaN            NaN  0.397133       0.231094                 NaN  0.353629                 NaN            NaN            NaN
  1310.78        2500.00        98.7861                 NaN  0.245066                 NaN            NaN            NaN  0.390732       0.230770                 NaN  0.347353                 NaN            NaN            NaN
  1308.27        2500.00        98.8025                 NaN  0.240189                 NaN            NaN            NaN  0.230408       0.385253                 NaN  0.341673                 NaN            NaN            NaN
  1305.76        2500.00        97.5335                 NaN  0.400317                 NaN            NaN            NaN  0.251125       0.540740                 NaN  0.495632       0.778718                 NaN            NaN
  1303.26        2500.00        75.7881                 NaN   3.16489                 NaN            NaN            NaN   3.32401       0.634952                 NaN   3.17492        13.9131                 NaN            NaN
  1300.75        2500.00        78.9271                 NaN   2.85249                 NaN            NaN            NaN   3.03206       0.376231                 NaN   2.78924        12.0229                 NaN            NaN
  1298.25        2500.00        81.4087                 NaN   2.59850                 NaN            NaN            NaN   2.80232       0.174412                 NaN   2.48236        10.5337                 NaN            NaN
  1295.74        2500.00        83.3981                 NaN   2.39051                 NaN            NaN            NaN   2.61970       0.131245E-001            NaN   2.23514        9.34345                 NaN            NaN
  1293.23        2500.00        58.2340                 NaN  0.930793                 NaN   3.34257                 NaN   6.82834        3.05599                 NaN   5.03132        22.5770                 NaN            NaN
  1290.73        2500.00        57.6586                 NaN            NaN            NaN   3.84483                 NaN   6.75047        3.99128                 NaN   5.00678        22.7481                 NaN            NaN
  1288.22        2500.00        64.8291                 NaN            NaN            NaN   3.14021                 NaN   5.49090        3.42895                 NaN   4.16436        18.9465                 NaN            NaN
  1285.71        2500.00        68.2288                 NaN            NaN            NaN   2.79931                 NaN   3.14946        4.83162                 NaN   3.75027        17.2406                 NaN            NaN
  1283.21        2500.00        69.7226                 NaN            NaN            NaN   2.62179                 NaN   3.05769        4.49731                 NaN   3.55114        16.5494                 NaN            NaN
  1280.70        2500.00        65.9026                 NaN            NaN            NaN   2.80264                 NaN   3.69379        4.73173                 NaN   3.98170        18.8875                 NaN            NaN
  1278.20        2500.00        36.2003                 NaN            NaN            NaN   4.82135                 NaN   7.68381        7.76932                 NaN   7.35284        36.1724                 NaN            NaN
  1275.69        2500.00        37.0152                 NaN            NaN            NaN   4.23146                 NaN   9.16132        6.49269                 NaN   7.34591        35.7534                 NaN            NaN
  1273.18        2500.00        62.7379                 NaN            NaN            NaN   2.20754                 NaN   4.01397        5.31499                 NaN   4.36500        21.3606                 NaN            NaN
  1270.68        2500.00        76.0951                 NaN            NaN            NaN   2.01931                 NaN   4.50093        1.50678                 NaN   2.97289        12.9050                 NaN            NaN
  1268.17        2500.00        81.6967                 NaN            NaN            NaN   1.20941                 NaN   1.73608        2.88373                 NaN   2.23936        10.2347                 NaN            NaN
  1265.66        2500.00        88.0754                 NaN            NaN            NaN   1.37023                 NaN  0.615783       0.971568                 NaN   1.51496        7.45202                 NaN            NaN
  1263.16        2500.00        81.7503                 NaN            NaN            NaN            NaN            NaN   2.08324        4.11266                 NaN   2.16883        9.25252       0.632460                 NaN
  1260.65        2500.00        87.8733                 NaN            NaN            NaN            NaN            NaN   2.86833       0.571695                 NaN   1.48958        6.73064       0.466469                 NaN
  1258.15        2500.00        89.7423                 NaN            NaN            NaN            NaN            NaN  0.824465        2.03792                 NaN   1.24783        5.73676       0.410764                 NaN
  1255.64        2500.00        90.0353                 NaN            NaN            NaN  0.584592                 NaN   1.97563                 NaN            NaN   1.18886        5.93475       0.280851                 NaN
  1253.13        2500.00        91.0716                 NaN            NaN            NaN            NaN            NaN   3.30344                 NaN            NaN   1.17607        4.24137       0.207488                 NaN
  1250.63        2500.00        84.4379                 NaN            NaN            NaN   1.39801                 NaN            NaN            NaN            NaN   1.67428        12.0211       0.468733                 NaN
  1248.12        2500.00        93.6195                 NaN            NaN            NaN            NaN            NaN   2.61759        2.66763                 NaN   1.09530                 NaN            NaN            NaN
  1245.61        2500.00        95.0379                 NaN            NaN            NaN            NaN            NaN  0.784020       0.528896                 NaN  0.363169        3.16863       0.117424                 NaN
  1243.11        2500.00        98.9576                 NaN            NaN            NaN            NaN            NaN  0.699276                 NaN            NaN  0.343162                 NaN            NaN            NaN
  1240.60        2500.00        97.0944                 NaN            NaN            NaN            NaN            NaN  0.645099                 NaN            NaN  0.425694        1.75133       0.835072E-001            NaN
  1238.10        2500.00        95.6790                 NaN            NaN            NaN            NaN            NaN  0.166395        1.49029                 NaN  0.681920        1.83675       0.145616                 NaN
  1235.59        2500.00        93.7072                 NaN            NaN            NaN            NaN            NaN   1.77289                 NaN            NaN  0.647050        3.74790       0.124919                 NaN
  1233.08        2500.00        95.5517                 NaN            NaN            NaN            NaN            NaN   1.28428                 NaN            NaN  0.564288        2.45806       0.141667                 NaN
  1230.58        2500.00        96.6378                 NaN            NaN            NaN            NaN            NaN  0.623875                 NaN            NaN  0.536391        2.02890       0.172991                 NaN
  1228.07        2500.00        95.1046                 NaN            NaN            NaN            NaN            NaN   1.70652       0.196975                 NaN  0.618296        2.25763       0.115967                 NaN
  1225.56        2500.00        96.2061                 NaN            NaN            NaN            NaN            NaN  0.964656                 NaN            NaN  0.307011        2.42220       0.100022                 NaN
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   14.9396        1.50539                 NaN   8.70948        43.8189        1.29198        29.7347     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.153629        12.9429        3.16739        8.63325        44.0188        1.35994        29.7241     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.200109        12.9510        3.11433        8.64184        44.0113        1.35770        29.7238     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.246010        12.9586        3.06252        8.65029        44.0036        1.35541        29.7236     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.239950        12.9123        3.11618        8.65774        43.9962        1.35398        29.7237     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.72519        14.3437       0.208171        8.70060        43.9781        1.32987        29.7144     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.202358        12.8012        3.26760        8.67199        43.9812        1.35147        29.7242     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.180007        12.7473        3.34534        8.67925        43.9733        1.35021        29.7245     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.90943        14.2738       0.952914E-001   8.72524        43.9587        1.32392        29.7137     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.66266        10.2374        1.50137        8.77819        43.7974        1.29963        29.7234     
  1197.99        2500.00                 NaN            NaN            NaN            NaN   5.17167                 NaN   5.91849        3.41021       0.252485E-004   8.29934        44.9139       0.210709E-002   32.2843     
  1195.49        2500.00                 NaN            NaN            NaN            NaN   5.17123                 NaN   5.91597        3.40147       0.296073E-004   8.30242        44.9107       0.895146E-002   32.2893     
  1192.98        2500.00                 NaN            NaN            NaN            NaN   5.17065                 NaN   5.91348        3.39272       0.347724E-004   8.30549        44.9074       0.159169E-001   32.2943     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.34222        13.6987        1.25523        8.75682        43.9123        1.31766        29.7171     
  1187.97        2500.00                 NaN            NaN            NaN            NaN   5.16910                 NaN   5.90864        3.37525                 NaN   8.31164        44.9009       0.302212E-001   32.3042     
  1185.46        2500.00                 NaN            NaN            NaN            NaN   5.16817                 NaN   5.90630        3.36641                 NaN   8.31472        44.8977       0.375486E-001   32.3092     
  1182.96        2500.00                 NaN            NaN            NaN            NaN   5.16706                 NaN   5.90399        3.35763                 NaN   8.31779        44.8943       0.450115E-001   32.3142     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.964853        13.1738        2.15900        8.77524        43.8869        1.31909        29.7212     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.2257        3.15363                 NaN   8.82240        43.7683        1.30010        29.7298     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.967145        13.0889        2.23968        8.78764        43.8766        1.31861        29.7214     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.4136        2.97767                 NaN   8.84554        43.7394        1.29436        29.7295     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.667239        12.8112        2.82229        8.79667        43.8587        1.31918        29.7246     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.5666        2.83645                 NaN   8.86909        43.7101        1.28853        29.7293     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.152689        12.4419        3.71933        8.80584        43.8302        1.31965        29.7304     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.147699        12.4144        3.75168        8.81188        43.8244        1.31932        29.7307     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.213582E-001   12.3097        3.98385        8.81688        43.8170        1.31948        29.7317     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.5223        2.92716                 NaN   8.91179        43.6309        1.27152        29.7364     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.4796        2.96916                 NaN   8.91875        43.6246        1.27114        29.7367     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.4536        2.99636                 NaN   8.92614        43.6167        1.27013        29.7371     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.6303        2.82306                 NaN   8.94169        43.6028        1.26714        29.7350     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.685212E-001   12.2337        4.01037        8.84909        43.7882        1.31734        29.7327     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.141367        12.2579        3.91160        8.85649        43.7838        1.31659        29.7323     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.214734        12.2813        3.81302        8.86388        43.7794        1.31587        29.7318     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.276628        12.2952        3.73673        8.86903        43.7754        1.31513        29.7319     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.361452        12.3270        3.61725        8.87834        43.7706        1.31430        29.7310     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.4175        3.04731                 NaN   8.98307        43.5523        1.26017        29.7397     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.2654        4.10241                 NaN   8.92489        43.6712        1.29749        29.7387     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.2166        4.14920                 NaN   8.92951        43.6678        1.29779        29.7391     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.1829        4.18166                 NaN   8.93485        43.6632        1.29786        29.7396     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.1564        4.20728                 NaN   8.94042        43.6581        1.29776        29.7401     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.2113        3.25454                 NaN   9.01498        43.5183        1.25765        29.7433     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.1167        4.24557                 NaN   8.95233        43.6472        1.29728        29.7409     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.0981        4.26388                 NaN   8.95814        43.6413        1.29705        29.7415     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.0853        4.27655                 NaN   8.96447        43.6350        1.29665        29.7420     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.0709        4.29078                 NaN   8.97078        43.6288        1.29623        29.7425     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.0591        4.30258                 NaN   8.97770        43.6220        1.29568        29.7430     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.1199        3.35418                 NaN   9.06019        43.4669        1.25154        29.7473     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.1018        3.37332                 NaN   9.06720        43.4591        1.25068        29.7479     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   13.0850        3.39091                 NaN   9.07361        43.4522        1.24990        29.7484     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.2639        4.12375                 NaN   9.02388        43.5577        1.28390        29.7468     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.9712        3.49270                 NaN   9.08437        43.4494        1.25336        29.7490     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.21135        12.1865                 NaN   9.04235        43.5365        1.27833        29.7450     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.24445        12.1503                 NaN   9.04610        43.5342        1.27913        29.7458     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.27856        12.1131                 NaN   9.04991        43.5317        1.28000        29.7467     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.31284        12.0760                 NaN   9.05355        43.5294        1.28077        29.7474     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.33179        12.0561                 NaN   9.05878        43.5242        1.28075        29.7483     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.36811        12.0155                 NaN   9.06214        43.5230        1.28210        29.7491     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.34955        12.0376                 NaN   9.06986        43.5118        1.28083        29.7503     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.33354        12.0558                 NaN   9.07791        43.5020        1.27976        29.7510     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.57043        12.9219                 NaN   9.15289        43.3581        1.23908        29.7575     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.58154        12.9129                 NaN   9.16027        43.3489        1.23790        29.7585     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.28999        12.1081                 NaN   9.10075        43.4708        1.27623        29.7542     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.27756        12.1236                 NaN   9.10845        43.4602        1.27496        29.7552     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.26634        12.1378                 NaN   9.11621        43.4496        1.27373        29.7563     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.25616        12.1514                 NaN   9.12392        43.4387        1.27241        29.7574     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.73453        12.7463                 NaN   9.18835        43.3301        1.24060        29.7601     
  1057.64        2500.00                 NaN            NaN   6.79531                 NaN            NaN            NaN   5.94416       0.199071E-005            NaN   8.56926        45.3934        1.79679        31.5011     
  1055.14        2500.00                 NaN            NaN   6.79794                 NaN            NaN            NaN   5.94121       0.200141E-005            NaN   8.57040        45.3911        1.79678        31.5026     
  1052.63        2500.00                 NaN            NaN   6.80054                 NaN            NaN            NaN   5.93830       0.201218E-005            NaN   8.57154        45.3888        1.79678        31.5040     
  1050.13        2500.00                 NaN            NaN   6.80313                 NaN            NaN            NaN   5.93543       0.202302E-005            NaN   8.57269        45.3865        1.79677        31.5055     
  1047.62        2500.00                 NaN            NaN   6.80569                 NaN            NaN            NaN   5.93259       0.203388E-005            NaN   8.57385        45.3842        1.79677        31.5069     
  1045.11        2500.00                 NaN            NaN   6.80823                 NaN            NaN            NaN   5.92981       0.204483E-005            NaN   8.57502        45.3818        1.79676        31.5084     
  1042.61        2500.00                 NaN            NaN   6.81074                 NaN            NaN            NaN   5.92706       0.205624E-005            NaN   8.57620        45.3794        1.79675        31.5098     
  1040.10        2500.00                 NaN            NaN   6.81323                 NaN            NaN            NaN   5.92435                 NaN            NaN   8.57740        45.3770        1.79674        31.5113     
  1037.59        2500.00                 NaN            NaN   6.81571                 NaN            NaN            NaN   5.92167                 NaN            NaN   8.57860        45.3746        1.79672        31.5127     
  1035.09        2500.00                 NaN            NaN   6.81816                 NaN            NaN            NaN   5.91904                 NaN            NaN   8.57981        45.3721        1.79671        31.5142     
  1032.58        2500.00                 NaN            NaN   4.64925                 NaN            NaN            NaN   2.88818        6.59843                 NaN   8.86353        44.3567        1.60258        31.0414     
