|6.6.6
Archiving\03_Data\frac/QFM_m0.5/KHA22/KHA22_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       O(HP)          mang           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1508.77        2500.00        99.2725                 NaN  0.402072E-001            NaN            NaN  0.687319                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.2767                 NaN  0.354103E-001            NaN            NaN  0.687867                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.2867                 NaN  0.351808E-001            NaN            NaN  0.678166                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.2913                 NaN  0.180901E-001            NaN            NaN  0.690615                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.3047                 NaN  0.502854E-001            NaN            NaN  0.644967                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.3067                 NaN  0.295350E-001            NaN            NaN  0.663769                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.3127                 NaN  0.264885E-001            NaN            NaN  0.660790                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.3174                 NaN  0.231280E-001            NaN            NaN  0.659439                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.3256                 NaN  0.248719E-001            NaN            NaN  0.649487                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.3274                 NaN  0.190927E-001            NaN            NaN  0.653469                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.3377                 NaN  0.183639E-001            NaN            NaN  0.643918                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.3405                 NaN  0.163096E-001            NaN            NaN  0.643144                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.9739                 NaN  0.287039E-001            NaN            NaN  0.997407                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.6599                 NaN  0.978994E-003            NaN            NaN  0.252672E-001  0.313901                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        99.1695                 NaN            NaN            NaN            NaN            NaN  0.830464                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        99.1672                 NaN            NaN            NaN            NaN            NaN  0.832761                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        99.1607                 NaN            NaN            NaN            NaN            NaN  0.839312                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        99.1532                 NaN            NaN            NaN            NaN            NaN  0.846797                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.8048                 NaN            NaN            NaN            NaN            NaN  0.673951       0.521232                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.7687                 NaN            NaN            NaN            NaN            NaN  0.473369       0.757955                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.7939                 NaN            NaN            NaN            NaN            NaN  0.742622       0.463432                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.8052                 NaN            NaN            NaN            NaN            NaN  0.458884       0.735966                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.8191                 NaN  0.569825E-003            NaN            NaN            NaN  0.452425       0.727932                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.8361                 NaN  0.528065E-002            NaN            NaN            NaN  0.438171       0.720401                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.8584                 NaN  0.507543E-001            NaN            NaN            NaN  0.727551       0.363294                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.8720                 NaN  0.481142E-001            NaN            NaN            NaN  0.718010       0.361828                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.8864                 NaN  0.406063E-001            NaN            NaN  0.716444E-001  0.284872       0.716511                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.8988                 NaN  0.418619E-001            NaN            NaN  0.145883E-001  0.343323       0.701432                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.9103                 NaN  0.364339E-001            NaN            NaN  0.570575E-001  0.697623       0.298601                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.9205                 NaN  0.320938E-001            NaN            NaN  0.860511E-001  0.267567       0.693787                 NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.9356                 NaN  0.294198E-001            NaN            NaN  0.801474E-001  0.272711       0.682150                 NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.9443                 NaN  0.274457E-001            NaN            NaN  0.785660E-001  0.675798       0.273883                 NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.9561                 NaN  0.247078E-001            NaN            NaN  0.803805E-001  0.271036       0.667821                 NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.9652                 NaN  0.229416E-001            NaN            NaN  0.752311E-001  0.276001       0.660618                 NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.9768                 NaN  0.200017E-001            NaN            NaN  0.802025E-001  0.269608       0.653380                 NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.9857                 NaN  0.182483E-001            NaN            NaN  0.765630E-001  0.272585       0.646899                 NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.9942                 NaN  0.153859E-001            NaN            NaN  0.814358E-001  0.641388       0.267601                 NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        99.0026                 NaN  0.144755E-001            NaN            NaN  0.732220E-001  0.275267       0.634408                 NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        98.5965                 NaN  0.951165E-001            NaN            NaN  0.274803E-001  0.394894       0.638091                 NaN  0.247898                 NaN            NaN            NaN
  1411.03        2500.00        97.7046                 NaN  0.273750                 NaN            NaN            NaN  0.656488       0.575733                 NaN  0.789382                 NaN            NaN            NaN
  1408.52        2500.00        97.7663                 NaN  0.270972                 NaN            NaN            NaN  0.553711       0.640341                 NaN  0.768650                 NaN            NaN            NaN
  1406.02        2500.00        97.8234                 NaN  0.268912                 NaN            NaN            NaN  0.532389       0.625637                 NaN  0.749704                 NaN            NaN            NaN
  1403.51        2500.00        97.8805                 NaN  0.266527                 NaN            NaN            NaN  0.511886       0.610369                 NaN  0.730744                 NaN            NaN            NaN
  1401.00        2500.00        97.9338                 NaN  0.264437                 NaN            NaN            NaN  0.596616       0.492305                 NaN  0.712798                 NaN            NaN            NaN
  1398.50        2500.00        97.9836                 NaN  0.263136                 NaN            NaN            NaN  0.472789       0.584054                 NaN  0.696390                 NaN            NaN            NaN
  1395.99        2500.00        98.0368                 NaN  0.259544                 NaN            NaN            NaN  0.569299       0.456189                 NaN  0.678147                 NaN            NaN            NaN
  1393.48        2500.00        98.0831                 NaN  0.258312                 NaN            NaN            NaN  0.438445       0.557343                 NaN  0.662818                 NaN            NaN            NaN
  1390.98        2500.00        98.1286                 NaN  0.256110                 NaN            NaN            NaN  0.545501       0.422476                 NaN  0.647297                 NaN            NaN            NaN
  1388.47        2500.00        98.1724                 NaN  0.254185                 NaN            NaN            NaN  0.406888       0.533877                 NaN  0.632644                 NaN            NaN            NaN
  1385.96        2500.00        98.2155                 NaN  0.252224                 NaN            NaN            NaN  0.391546       0.522731                 NaN  0.617959                 NaN            NaN            NaN
  1383.46        2500.00        98.2551                 NaN  0.251099                 NaN            NaN            NaN  0.375342       0.513724                 NaN  0.604762                 NaN            NaN            NaN
  1380.95        2500.00        98.2971                 NaN  0.247559                 NaN            NaN            NaN  0.500730       0.364562                 NaN  0.590059                 NaN            NaN            NaN
  1378.45        2500.00        98.3305                 NaN  0.246721                 NaN            NaN            NaN  0.492918       0.351094                 NaN  0.578780                 NaN            NaN            NaN
  1375.94        2500.00        98.3720                 NaN  0.244404                 NaN            NaN            NaN  0.482453       0.336647                 NaN  0.564488                 NaN            NaN            NaN
  1373.43        2500.00        98.4925                 NaN  0.219572                 NaN            NaN            NaN  0.445230       0.318792                 NaN  0.523914                 NaN            NaN            NaN
  1370.93        2500.00        98.3400                 NaN  0.264751                 NaN            NaN            NaN  0.499162       0.320874                 NaN  0.575163                 NaN            NaN            NaN
  1368.42        2500.00        98.4741                 NaN  0.237208                 NaN            NaN            NaN  0.455048       0.304505                 NaN  0.529178                 NaN            NaN            NaN
  1365.91        2500.00        98.5050                 NaN  0.236145                 NaN            NaN            NaN  0.446301       0.293710                 NaN  0.518837                 NaN            NaN            NaN
  1363.41        2500.00        98.5346                 NaN  0.230402                 NaN            NaN            NaN  0.437803       0.289100                 NaN  0.508114                 NaN            NaN            NaN
  1360.90        2500.00        98.5680                 NaN  0.235553                 NaN            NaN            NaN  0.431466       0.267308                 NaN  0.497669                 NaN            NaN            NaN
  1358.40        2500.00        98.5950                 NaN  0.230460                 NaN            NaN            NaN  0.263529       0.423057                 NaN  0.487917                 NaN            NaN            NaN
  1355.89        2500.00        98.6235                 NaN  0.226640                 NaN            NaN            NaN  0.415284       0.257284                 NaN  0.477298                 NaN            NaN            NaN
  1353.38        2500.00        98.6489                 NaN  0.225678                 NaN            NaN            NaN  0.408861       0.247599                 NaN  0.468970                 NaN            NaN            NaN
  1350.88        2500.00        98.6763                 NaN  0.223753                 NaN            NaN            NaN  0.238689       0.402089                 NaN  0.459168                 NaN            NaN            NaN
  1348.37        2500.00        98.7032                 NaN  0.218318                 NaN            NaN            NaN  0.393141       0.236425                 NaN  0.448966                 NaN            NaN            NaN
  1345.86        2500.00        98.7263                 NaN  0.217656                 NaN            NaN            NaN  0.388045       0.226778                 NaN  0.441193                 NaN            NaN            NaN
  1343.36        2500.00        98.7509                 NaN  0.214824                 NaN            NaN            NaN  0.220616       0.381273                 NaN  0.432338                 NaN            NaN            NaN
  1340.85        2500.00        98.7739                 NaN  0.212222                 NaN            NaN            NaN  0.375286       0.214361                 NaN  0.424206                 NaN            NaN            NaN
  1338.35        2500.00        98.7968                 NaN  0.209333                 NaN            NaN            NaN  0.208968       0.368925                 NaN  0.415941                 NaN            NaN            NaN
  1335.84        2500.00        98.8186                 NaN  0.206420                 NaN            NaN            NaN  0.204475       0.362631                 NaN  0.407889                 NaN            NaN            NaN
  1333.33        2500.00        98.8389                 NaN  0.203180                 NaN            NaN            NaN  0.200797       0.356696                 NaN  0.400422                 NaN            NaN            NaN
  1330.83        2500.00        98.8595                 NaN  0.201249                 NaN            NaN            NaN  0.193950       0.352013                 NaN  0.393256                 NaN            NaN            NaN
  1328.32        2500.00        98.8805                 NaN  0.195997                 NaN            NaN            NaN  0.194004       0.344469                 NaN  0.385033                 NaN            NaN            NaN
  1325.81        2500.00        98.8989                 NaN  0.193607                 NaN            NaN            NaN  0.339704       0.189337                 NaN  0.378404                 NaN            NaN            NaN
  1323.31        2500.00        98.9178                 NaN  0.190197                 NaN            NaN            NaN  0.186518       0.334032                 NaN  0.371427                 NaN            NaN            NaN
  1320.80        2500.00        98.9366                 NaN  0.186830                 NaN            NaN            NaN  0.328634       0.183476                 NaN  0.364510                 NaN            NaN            NaN
  1318.30        2500.00        98.9542                 NaN  0.183290                 NaN            NaN            NaN  0.323028       0.181534                 NaN  0.357938                 NaN            NaN            NaN
  1315.79        2500.00        98.9708                 NaN  0.179324                 NaN            NaN            NaN  0.180208       0.318178                 NaN  0.351485                 NaN            NaN            NaN
  1313.28        2500.00        98.9865                 NaN  0.176023                 NaN            NaN            NaN  0.313075       0.178803                 NaN  0.345564                 NaN            NaN            NaN
  1310.78        2500.00        99.0039                 NaN  0.171532                 NaN            NaN            NaN  0.307407       0.178222                 NaN  0.338977                 NaN            NaN            NaN
  1308.27        2500.00        99.0193                 NaN  0.167623                 NaN            NaN            NaN  0.177584       0.302545                 NaN  0.332989                 NaN            NaN            NaN
  1305.76        2500.00        97.8058                 NaN  0.278841                 NaN            NaN            NaN  0.193261       0.424078                 NaN  0.482788       0.815246                 NaN            NaN
  1303.26        2500.00        76.7689                 NaN   2.21408                 NaN            NaN            NaN   2.63445       0.493555                 NaN   3.13291        14.7561                 NaN            NaN
  1300.75        2500.00        79.8070                 NaN   1.98336                 NaN            NaN            NaN   2.39969       0.291902                 NaN   2.75475        12.7633                 NaN            NaN
  1298.25        2500.00        82.2021                 NaN   1.79766                 NaN            NaN            NaN   2.21563       0.135158                 NaN   2.45430        11.1951                 NaN            NaN
  1295.74        2500.00        84.1180                 NaN   1.64668                 NaN            NaN            NaN   2.06996       0.101633E-001            NaN   2.21253        9.94264                 NaN            NaN
  1293.23        2500.00        59.9062                 NaN  0.651540                 NaN   1.95858                 NaN   5.49932        2.41131                 NaN   5.07668        24.4964                 NaN            NaN
  1290.73        2500.00        59.4197                 NaN            NaN            NaN   2.24932                 NaN   5.44049        3.15023                 NaN   5.05101        24.6892                 NaN            NaN
  1288.22        2500.00        66.4833                 NaN            NaN            NaN   1.82248                 NaN   4.39945        2.68949                 NaN   4.17219        20.4331                 NaN            NaN
  1285.71        2500.00        69.7977                 NaN            NaN            NaN   1.61735                 NaN   2.46236        3.85892                 NaN   3.74049        18.5231                 NaN            NaN
  1283.21        2500.00        71.2473                 NaN            NaN            NaN   1.50704                 NaN   2.38591        3.58775                 NaN   3.53062        17.7414                 NaN            NaN
  1280.70        2500.00        67.4914                 NaN            NaN            NaN   1.61134                 NaN   2.88198        3.77625                 NaN   3.95923        20.2798                 NaN            NaN
  1278.20        2500.00        37.7678                 NaN            NaN            NaN   2.81826                 NaN   6.09376        6.30378                 NaN   7.43301        39.5834                 NaN            NaN
  1275.69        2500.00        38.6127                 NaN            NaN            NaN   2.47004                 NaN   7.21200        5.23128                 NaN   7.40589        39.0681                 NaN            NaN
  1273.18        2500.00        64.2407                 NaN            NaN            NaN   1.26372                 NaN   3.09041        4.17021                 NaN   4.31864        22.9163                 NaN            NaN
  1270.68        2500.00        77.6253                 NaN            NaN            NaN   1.14895                 NaN   3.42658        1.17322                 NaN   2.91352        13.7124                 NaN            NaN
  1268.17        2500.00        82.8497                 NaN            NaN            NaN  0.684222                 NaN   1.33655        2.17322                 NaN   2.17541        10.7809                 NaN            NaN
  1265.66        2500.00        88.7930                 NaN            NaN            NaN  0.758801                 NaN  0.456774       0.744419                 NaN   1.45995        7.78707                 NaN            NaN
  1263.16        2500.00        83.1651                 NaN            NaN            NaN            NaN            NaN   1.59191        3.07486                 NaN   2.09921        9.71148       0.357470                 NaN
  1260.65        2500.00        88.7596                 NaN            NaN            NaN            NaN            NaN   2.12043       0.431893                 NaN   1.42829        6.99860       0.261178                 NaN
  1258.15        2500.00        90.5195                 NaN            NaN            NaN            NaN            NaN  0.620380        1.49253                 NaN   1.19230        5.94616       0.229177                 NaN
  1255.64        2500.00        90.7763                 NaN            NaN            NaN  0.322613                 NaN   1.48130                 NaN            NaN   1.13268        6.13090       0.156238                 NaN
  1253.13        2500.00        92.0016                 NaN            NaN            NaN            NaN            NaN   2.39530                 NaN            NaN   1.11791        4.36999       0.115156                 NaN
  1250.63        2500.00        85.0350                 NaN            NaN            NaN  0.763409                 NaN            NaN            NaN            NaN   1.58625        12.3561       0.259284                 NaN
  1248.12        2500.00        95.1092                 NaN            NaN            NaN            NaN            NaN   1.87566        1.97914                 NaN   1.03599                 NaN            NaN            NaN
  1245.61        2500.00        95.4312                 NaN            NaN            NaN            NaN            NaN  0.578494       0.378230                 NaN  0.339227        3.20883       0.640347E-001            NaN
  1243.11        2500.00        99.1876                 NaN            NaN            NaN            NaN            NaN  0.492990                 NaN            NaN  0.319421                 NaN            NaN            NaN
  1240.60        2500.00        97.3419                 NaN            NaN            NaN            NaN            NaN  0.450559                 NaN            NaN  0.395999        1.76624       0.453491E-001            NaN
  1238.10        2500.00        96.2660                 NaN            NaN            NaN            NaN            NaN  0.120727        1.04956                 NaN  0.634517        1.85009       0.790956E-001            NaN
  1235.59        2500.00        94.3126                 NaN            NaN            NaN            NaN            NaN   1.24640                 NaN            NaN  0.600689        3.77257       0.676955E-001            NaN
  1233.08        2500.00        96.0373                 NaN            NaN            NaN            NaN            NaN  0.899725                 NaN            NaN  0.521888        2.46462       0.764802E-001            NaN
  1230.58        2500.00        96.9545                 NaN            NaN            NaN            NaN            NaN  0.432637                 NaN            NaN  0.494494        2.02529       0.930883E-001            NaN
  1228.07        2500.00        95.7921                 NaN            NaN            NaN            NaN            NaN   1.17729       0.141164                 NaN  0.569907        2.25720       0.623904E-001            NaN
  1225.56        2500.00        96.5680                 NaN            NaN            NaN            NaN            NaN  0.687472                 NaN            NaN  0.281595        2.40936       0.535463E-001            NaN
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.0884        1.14820                 NaN   8.60338        46.9827       0.744870        31.4325     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.119192        9.52733        2.43609        8.52674        47.1888       0.783903        31.4180     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.155266        9.53280        2.39572        8.53515        47.1794       0.782579        31.4191     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.190897        9.53792        2.35628        8.54344        47.1700       0.781229        31.4202     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.186209        9.50204        2.39792        8.55074        47.1609       0.780377        31.4218     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.33903        10.5917       0.160372        8.59259        47.1381       0.766412        31.4118     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.157061        9.41630        2.51515        8.56472        47.1427       0.778868        31.4252     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.139724        9.37476        2.57536        8.57184        47.1332       0.778111        31.4270     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.48237        10.5361       0.734441E-001   8.61667        47.1135       0.762884        31.4150     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.42801        7.62222        1.15074        8.67040        46.9476       0.748989        31.4321     
  1197.99        2500.00                 NaN            NaN            NaN            NaN   2.90454                 NaN   4.57355        2.48557       0.185616E-004   8.15687        47.9051       0.120829E-002   33.9731     
  1195.49        2500.00                 NaN            NaN            NaN            NaN   2.90357                 NaN   4.57195        2.47928       0.217523E-004   8.15982        47.9005       0.513290E-002   33.9798     
  1192.98        2500.00                 NaN            NaN            NaN            NaN   2.90252                 NaN   4.57038        2.47299       0.255319E-004   8.16277        47.8957       0.912663E-002   33.9864     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.04230        10.0971       0.967996        8.64779        47.0592       0.759151        31.4265     
  1187.97        2500.00                 NaN            NaN            NaN            NaN   2.90017                 NaN   4.56733        2.46045                 NaN   8.16867        47.8863       0.173271E-001   33.9998     
  1185.46        2500.00                 NaN            NaN            NaN            NaN   2.89891                 NaN   4.56587        2.45410                 NaN   8.17161        47.8815       0.215273E-001   34.0065     
  1182.96        2500.00                 NaN            NaN            NaN            NaN   2.89754                 NaN   4.56443        2.44780                 NaN   8.17456        47.8767       0.258049E-001   34.0132     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.749502        9.69428        1.66558        8.66587        47.0280       0.759862        31.4369     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.75855        2.42380                 NaN   8.71328        46.9048       0.748974        31.4506     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.751400        9.62817        1.72835        8.67798        47.0147       0.759525        31.4398     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.90347        2.28942                 NaN   8.73611        46.8720       0.745615        31.4534     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.518485        9.41597        2.17835        8.68691        46.9940       0.759810        31.4465     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.0218        2.18168                 NaN   8.75934        46.8387       0.742208        31.4563     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.118632        9.13525        2.87120        8.69610        46.9625       0.760039        31.4563     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.114764        9.11362        2.89666        8.70202        46.9551       0.759822        31.4580     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.165969E-001   9.03349        3.07628        8.70693        46.9462       0.759887        31.4606     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.99144        2.25266                 NaN   8.80164        46.7513       0.732327        31.4707     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.95813        2.28560                 NaN   8.80845        46.7434       0.732080        31.4724     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.93762        2.30725                 NaN   8.81570        46.7337       0.731471        31.4742     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.0732        2.17478                 NaN   8.83101        46.7178       0.729717        31.4735     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.531856E-001   8.97215        3.09958        8.73844        46.9096       0.758506        31.4686     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.109737        8.98985        3.02386        8.74565        46.9035       0.758041        31.4694     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.166701        9.00694        2.94827        8.75286        46.8974       0.757598        31.4702     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.214767        9.01683        2.88988        8.75787        46.8919       0.757138        31.4716     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.280644        9.04040        2.79806        8.76697        46.8854       0.756627        31.4719     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.90682        2.35188                 NaN   8.87160        46.6572       0.725544        31.4869     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.01040        3.16444                 NaN   8.81342        46.7799       0.746943        31.4849     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.97185        3.20134                 NaN   8.81793        46.7751       0.747086        31.4867     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.94502        3.22722                 NaN   8.82313        46.7689       0.747098        31.4886     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.92378        3.24784                 NaN   8.82858        46.7623       0.747013        31.4905     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.74575        2.51481                 NaN   8.90282        46.6150       0.723955        31.4977     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.89162        3.27914                 NaN   8.84021        46.7483       0.746676        31.4941     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.87648        3.29417                 NaN   8.84589        46.7409       0.746519        31.4961     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.86592        3.30483                 NaN   8.85208        46.7330       0.746256        31.4979     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.85406        3.31671                 NaN   8.85825        46.7251       0.745988        31.4998     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.84423        3.32671                 NaN   8.86503        46.7166       0.745643        31.5017     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.67331        2.59573                 NaN   8.94716        46.5532       0.720274        31.5103     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.65886        2.61127                 NaN   8.95403        46.5437       0.719749        31.5123     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.64510        2.62588                 NaN   8.96030        46.5353       0.719271        31.5142     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.00398        3.19075                 NaN   8.91056        46.6441       0.738766        31.5118     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.55614        2.70525                 NaN   8.97072        46.5295       0.721205        31.5172     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.25365        8.94980                 NaN   8.92875        46.6194       0.735507        31.5129     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.28043        8.92061                 NaN   8.93237        46.6156       0.735940        31.5150     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.30791        8.89065                 NaN   8.93605        46.6117       0.736408        31.5172     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.33555        8.86072                 NaN   8.93958        46.6080       0.736819        31.5193     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.35137        8.84443                 NaN   8.94466        46.6012       0.736780        31.5216     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.38062        8.81163                 NaN   8.94790        46.5986       0.737526        31.5237     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.36737        8.82828                 NaN   8.95550        46.5857       0.736769        31.5264     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.35608        8.84178                 NaN   8.96341        46.5741       0.736128        31.5285     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.77224        9.51575                 NaN   9.03802        46.4221       0.712755        31.5391     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.78157        9.50851                 NaN   9.04526        46.4112       0.712048        31.5415     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.32549        8.88080                 NaN   8.98586        46.5375       0.734018        31.5363     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.31687        8.89250                 NaN   8.99343        46.5251       0.733265        31.5388     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.30922        8.90306                 NaN   9.00106        46.5128       0.732532        31.5414     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.30234        8.91319                 NaN   9.00864        46.5001       0.731745        31.5440     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.90138        9.37844                 NaN   9.07259        46.3846       0.713458        31.5495     
  1057.64        2500.00                 NaN            NaN   4.24574                 NaN            NaN            NaN   4.62817       0.145530E-005            NaN   8.42815        48.4027        1.02923        33.2660     
  1055.14        2500.00                 NaN            NaN   4.24719                 NaN            NaN            NaN   4.62631       0.146319E-005            NaN   8.42921        48.3991        1.02919        33.2690     
  1052.63        2500.00                 NaN            NaN   4.24862                 NaN            NaN            NaN   4.62449       0.147113E-005            NaN   8.43029        48.3955        1.02915        33.2720     
  1050.13        2500.00                 NaN            NaN   4.25004                 NaN            NaN            NaN   4.62269       0.147913E-005            NaN   8.43137        48.3918        1.02911        33.2749     
  1047.62        2500.00                 NaN            NaN   4.25145                 NaN            NaN            NaN   4.62092       0.148714E-005            NaN   8.43246        48.3882        1.02907        33.2779     
  1045.11        2500.00                 NaN            NaN   4.25284                 NaN            NaN            NaN   4.61919       0.149522E-005            NaN   8.43357        48.3845        1.02902        33.2809     
  1042.61        2500.00                 NaN            NaN   4.25422                 NaN            NaN            NaN   4.61749       0.150360E-005            NaN   8.43468        48.3808        1.02898        33.2838     
  1040.10        2500.00                 NaN            NaN   4.25558                 NaN            NaN            NaN   4.61583                 NaN            NaN   8.43581        48.3770        1.02893        33.2868     
  1037.59        2500.00                 NaN            NaN   4.25693                 NaN            NaN            NaN   4.61420                 NaN            NaN   8.43694        48.3733        1.02889        33.2898     
  1035.09        2500.00                 NaN            NaN   4.25826                 NaN            NaN            NaN   4.61260                 NaN            NaN   8.43808        48.3694        1.02884        33.2928     
