|6.6.6
Archiving\03_Data\DfracLP/QFM_m0.75/K22/K22_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       melt(TH)       O(HP)          Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1528.82        500.000        98.8707                 NaN            NaN            NaN  0.480463E-002            NaN            NaN   1.12448                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.8863                 NaN            NaN            NaN  0.401554E-002            NaN            NaN   1.10965                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.9013                 NaN            NaN            NaN  0.306002E-002            NaN            NaN   1.09561                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.9046                 NaN            NaN            NaN  0.263549E-002            NaN            NaN   1.09275                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.9295                 NaN            NaN            NaN  0.136355E-001            NaN            NaN   1.05684                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        98.9360                 NaN            NaN            NaN  0.923248E-002            NaN            NaN   1.05474                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        98.9466                 NaN            NaN            NaN            NaN            NaN            NaN   1.05341                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        98.9569                 NaN            NaN            NaN            NaN            NaN            NaN   1.04309                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        98.9741                 NaN            NaN            NaN            NaN            NaN            NaN   1.02594                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        98.9844                 NaN            NaN            NaN            NaN            NaN            NaN   1.01563                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        98.9936                 NaN            NaN            NaN            NaN            NaN            NaN   1.00641                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.0024                 NaN            NaN            NaN            NaN            NaN            NaN  0.997608                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.0150                 NaN            NaN            NaN            NaN            NaN            NaN  0.984962                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.0217                 NaN            NaN            NaN  0.137694E-005            NaN            NaN  0.978293                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.0322                 NaN            NaN            NaN            NaN            NaN            NaN  0.967767                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.0409                 NaN            NaN            NaN            NaN            NaN            NaN  0.959079                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.0513                 NaN            NaN            NaN            NaN            NaN            NaN  0.948734                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        98.9174                 NaN            NaN            NaN            NaN            NaN            NaN   1.08264                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.2114                 NaN            NaN            NaN            NaN            NaN            NaN  0.788576                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.0771                 NaN            NaN            NaN            NaN            NaN            NaN  0.922938                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.0847                 NaN            NaN            NaN            NaN            NaN            NaN  0.915266                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.0916                 NaN            NaN            NaN            NaN            NaN            NaN  0.908393                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.0987                 NaN            NaN            NaN            NaN            NaN            NaN  0.901313                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.9058                 NaN            NaN            NaN            NaN            NaN            NaN  0.829215E-002   1.08591                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.8630                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.13702                 NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.8569                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.14309                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.8476                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.15240                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.8282                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.17184                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.3473                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.834656       0.818001                 NaN            NaN            NaN            NaN
  1456.14        500.000        98.1825                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.13359       0.683882                 NaN            NaN            NaN            NaN
  1453.63        500.000        98.2111                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.11495       0.673925                 NaN            NaN            NaN            NaN
  1451.13        500.000        98.2372                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.10080       0.661991                 NaN            NaN            NaN            NaN
  1448.62        500.000        98.2595                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.653334        1.08714                 NaN            NaN            NaN            NaN
  1446.12        500.000        98.2927                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.06785       0.639473                 NaN            NaN            NaN            NaN
  1443.61        500.000        98.3138                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.05619       0.630030                 NaN            NaN            NaN            NaN
  1441.10        500.000        98.3376                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.04094       0.621495                 NaN            NaN            NaN            NaN
  1438.60        500.000        98.3598                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.611946        1.02829                 NaN            NaN            NaN            NaN
  1436.09        500.000        98.3824                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.01479       0.602767                 NaN            NaN            NaN            NaN
  1433.58        500.000        98.4040                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.00163       0.594362                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.4248                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.989304       0.585912                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.4466                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.577179       0.976231                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.4633                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.966889       0.569781                 NaN            NaN            NaN            NaN
  1423.56        500.000        98.4836                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.955367       0.561069                 NaN            NaN            NaN            NaN
  1421.05        500.000        98.5022                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.552982       0.944800                 NaN            NaN            NaN            NaN
  1418.55        500.000        97.4004                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.06231        1.05440       0.482845                 NaN            NaN            NaN
  1416.04        500.000        96.0417                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.17882        1.69370        1.08582                 NaN            NaN            NaN
  1413.53        500.000        96.1676                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.64086        1.14083        1.05071                 NaN            NaN            NaN
  1411.03        500.000        96.2829                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.10647        1.59231        1.01832                 NaN            NaN            NaN
  1408.52        500.000        96.3892                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.07503        1.54765       0.988106                 NaN            NaN            NaN
  1406.02        500.000        96.5053                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.03979        1.49911       0.955846                 NaN            NaN            NaN
  1403.51        500.000        96.5969                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.45960        1.01429       0.929240                 NaN            NaN            NaN
  1401.00        500.000        96.6932                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.42120       0.983428       0.902213                 NaN            NaN            NaN
  1398.50        500.000        96.7796                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.38499       0.957954       0.877439                 NaN            NaN            NaN
  1395.99        500.000        96.8650                 NaN            NaN            NaN  0.154783E-005            NaN            NaN            NaN   1.35041       0.931311       0.853325                 NaN            NaN            NaN
  1393.48        500.000        96.9472                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.31806       0.905004       0.829689                 NaN            NaN            NaN
  1390.98        500.000        97.0232                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.28672       0.882122       0.808000                 NaN            NaN            NaN
  1388.47        500.000        97.0943                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.860278        1.25815       0.787323                 NaN            NaN            NaN
  1385.96        500.000        97.1677                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.22748       0.838421       0.766399                 NaN            NaN            NaN
  1383.46        500.000        97.2333                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.20244       0.816978       0.747310                 NaN            NaN            NaN
  1380.95        500.000        97.2965                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.796944        1.17745       0.729110                 NaN            NaN            NaN
  1378.45        500.000        97.3502                 NaN            NaN            NaN  0.306206                 NaN            NaN            NaN  0.706181       0.885155       0.752216                 NaN            NaN            NaN
  1375.94        500.000        97.4086                 NaN            NaN            NaN  0.401497                 NaN            NaN            NaN  0.539404       0.903234       0.747252                 NaN            NaN            NaN
  1373.43        500.000        97.4678                 NaN            NaN            NaN  0.407263                 NaN            NaN            NaN  0.505343       0.888738       0.730820                 NaN            NaN            NaN
  1370.93        500.000        97.5212                 NaN            NaN            NaN  0.414434                 NaN            NaN            NaN  0.879673       0.468196       0.716508                 NaN            NaN            NaN
  1368.42        500.000        97.5827                 NaN            NaN            NaN  0.416304                 NaN            NaN            NaN  0.442601       0.860255       0.698183                 NaN            NaN            NaN
  1365.91        500.000        97.6325                 NaN            NaN            NaN  0.423928                 NaN            NaN            NaN  0.850330       0.408611       0.684649                 NaN            NaN            NaN
  1363.41        500.000        97.6804                 NaN            NaN            NaN  0.428243                 NaN            NaN            NaN  0.380947       0.839414       0.670979                 NaN            NaN            NaN
  1360.90        500.000        97.7311                 NaN            NaN            NaN  0.432991                 NaN            NaN            NaN  0.827986       0.351080       0.656843                 NaN            NaN            NaN
  1358.40        500.000        97.7790                 NaN            NaN            NaN  0.436956                 NaN            NaN            NaN  0.324513       0.816234       0.643268                 NaN            NaN            NaN
  1355.89        500.000        97.8036                 NaN            NaN            NaN  0.449170                 NaN            NaN            NaN  0.812806       0.296686       0.637714                 NaN            NaN            NaN
  1353.38        500.000        97.8884                 NaN            NaN            NaN  0.436320                 NaN            NaN            NaN  0.277491       0.787379       0.610421                 NaN            NaN            NaN
  1350.88        500.000        97.9099                 NaN            NaN            NaN  0.447024                 NaN            NaN            NaN  0.786231       0.251276       0.605532                 NaN            NaN            NaN
  1348.37        500.000        97.9510                 NaN            NaN            NaN  0.449387                 NaN            NaN            NaN  0.776786       0.229157       0.593651                 NaN            NaN            NaN
  1345.86        500.000        97.9885                 NaN            NaN            NaN  0.450982                 NaN            NaN            NaN  0.210218       0.767994       0.582330                 NaN            NaN            NaN
  1343.36        500.000        98.0294                 NaN            NaN            NaN  0.452408                 NaN            NaN            NaN  0.189455       0.758173       0.570514                 NaN            NaN            NaN
  1340.85        500.000        98.0679                 NaN            NaN            NaN  0.453885                 NaN            NaN            NaN  0.748476       0.170426       0.559283                 NaN            NaN            NaN
  1338.35        500.000        98.1022                 NaN            NaN            NaN  0.453876                 NaN            NaN            NaN  0.154582       0.740522       0.548781                 NaN            NaN            NaN
  1335.84        500.000        98.1380                 NaN            NaN            NaN  0.453805                 NaN            NaN            NaN  0.139497       0.730634       0.538015                 NaN            NaN            NaN
  1333.33        500.000        98.1733                 NaN            NaN            NaN  0.453044                 NaN            NaN            NaN  0.720893       0.125307       0.527488                 NaN            NaN            NaN
  1330.83        500.000        98.2060                 NaN            NaN            NaN  0.451325                 NaN            NaN            NaN  0.712674       0.112633       0.517350                 NaN            NaN            NaN
  1328.32        500.000        98.2371                 NaN            NaN            NaN  0.449316                 NaN            NaN            NaN  0.102449       0.703513       0.507620                 NaN            NaN            NaN
  1325.81        500.000        98.2700                 NaN            NaN            NaN  0.447082                 NaN            NaN            NaN  0.694679       0.905919E-001  0.497641                 NaN            NaN            NaN
  1323.31        500.000        98.3004                 NaN            NaN            NaN  0.443879                 NaN            NaN            NaN  0.820035E-001  0.685653       0.488076                 NaN            NaN            NaN
  1320.80        500.000        98.3298                 NaN            NaN            NaN  0.440117                 NaN            NaN            NaN  0.676598       0.747030E-001  0.478752                 NaN            NaN            NaN
  1318.30        500.000        98.3586                 NaN            NaN            NaN  0.435447                 NaN            NaN            NaN  0.689719E-001  0.667501       0.469505                 NaN            NaN            NaN
  1315.79        500.000        98.3837                 NaN            NaN            NaN  0.430582                 NaN            NaN            NaN  0.657669       0.665258E-001  0.461519                 NaN            NaN            NaN
  1313.28        500.000        98.3414                 NaN            NaN            NaN  0.243228                 NaN            NaN            NaN  0.492477       0.467474       0.455383                 NaN            NaN            NaN
  1310.78        500.000        98.4678                 NaN            NaN            NaN  0.437879                 NaN            NaN            NaN  0.659063                 NaN  0.435231                 NaN            NaN            NaN
  1308.27        500.000        98.4752                 NaN            NaN            NaN  0.440785                 NaN            NaN            NaN  0.649042                 NaN  0.434998                 NaN            NaN            NaN
  1305.76        500.000        98.5005                 NaN            NaN            NaN  0.433485                 NaN            NaN            NaN  0.639432                 NaN  0.426607                 NaN            NaN            NaN
  1303.26        500.000        98.5247                 NaN            NaN            NaN  0.425590                 NaN            NaN            NaN  0.631299                 NaN  0.418403                 NaN            NaN            NaN
  1300.75        500.000        98.5500                 NaN            NaN            NaN  0.418710                 NaN            NaN            NaN  0.621064                 NaN  0.410269                 NaN            NaN            NaN
  1298.25        500.000        98.5714                 NaN            NaN            NaN  0.405769                 NaN            NaN            NaN  0.610066       0.101564E-001  0.402642                 NaN            NaN            NaN
  1295.74        500.000        98.5986                 NaN            NaN            NaN  0.402477                 NaN            NaN            NaN  0.604799                 NaN  0.394102                 NaN            NaN            NaN
  1293.23        500.000        98.6092                 NaN            NaN            NaN  0.361868                 NaN            NaN            NaN  0.568643       0.734443E-001  0.386804                 NaN            NaN            NaN
  1290.73        500.000        98.6290                 NaN            NaN            NaN  0.350704                 NaN            NaN            NaN  0.556772       0.836750E-001  0.379839                 NaN            NaN            NaN
  1288.22        500.000        98.6492                 NaN            NaN            NaN  0.339391                 NaN            NaN            NaN  0.925696E-001  0.546225       0.372612                 NaN            NaN            NaN
  1285.71        500.000        98.6702                 NaN            NaN            NaN  0.329501                 NaN            NaN            NaN  0.988237E-001  0.535807       0.365639                 NaN            NaN            NaN
  1283.21        500.000        98.6916                 NaN            NaN            NaN  0.320436                 NaN            NaN            NaN  0.104184       0.525057       0.358700                 NaN            NaN            NaN
  1280.70        500.000        98.7079                 NaN            NaN            NaN  0.305852                 NaN            NaN            NaN  0.512062       0.121843       0.352347                 NaN            NaN            NaN
  1278.20        500.000        96.9860                 NaN            NaN            NaN   2.11107                 NaN            NaN            NaN            NaN            NaN  0.902902                 NaN            NaN            NaN
  1275.69        500.000        99.2028                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.572813                 NaN  0.224415                 NaN            NaN            NaN
  1273.18        500.000        99.1630                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.622146                 NaN  0.214827                 NaN            NaN            NaN
  1270.68        500.000        99.1604                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.625953                 NaN  0.213617                 NaN            NaN            NaN
  1268.17        500.000        99.1504                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.635148                 NaN  0.214488                 NaN            NaN            NaN
  1265.66        500.000        99.0554                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.150214       0.556833       0.237567                 NaN            NaN            NaN
  1263.16        500.000        98.8012                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.616606       0.278571       0.303639                 NaN            NaN            NaN
  1260.65        500.000        98.8135                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.271409       0.614551       0.300532                 NaN            NaN            NaN
  1258.15        500.000        98.8346                 NaN            NaN            NaN  0.483306E-001            NaN            NaN            NaN  0.297923       0.521319       0.297805                 NaN            NaN            NaN
  1255.64        500.000        98.8724                 NaN            NaN            NaN  0.185234                 NaN            NaN            NaN  0.387731       0.257956       0.296717                 NaN            NaN            NaN
  1253.13        500.000        98.8872                 NaN            NaN            NaN  0.173348                 NaN            NaN            NaN  0.374096       0.273319       0.292012                 NaN            NaN            NaN
  1250.63        500.000        92.8863                 NaN            NaN            NaN  0.360767E-001            NaN            NaN            NaN  0.546341        1.91256       0.916197        3.70256                 NaN            NaN
  1248.12        500.000        91.4668                 NaN            NaN            NaN  0.124050E-004            NaN            NaN            NaN  0.528048        2.35939        1.06292        4.58285                 NaN            NaN
  1245.61        500.000        90.9398                 NaN            NaN            NaN            NaN  0.270308                 NaN            NaN   1.97206       0.831514        1.12258        4.86371                 NaN            NaN
  1243.11        500.000        90.5742                 NaN            NaN            NaN            NaN  0.524001                 NaN            NaN   1.11991        1.54386        1.15942        5.07864                 NaN            NaN
  1240.60        500.000        91.1947                 NaN            NaN            NaN            NaN  0.489879                 NaN            NaN   1.04335        1.42932        1.08178        4.76102                 NaN            NaN
  1238.10        500.000        91.7648                 NaN            NaN            NaN            NaN  0.458854                 NaN            NaN  0.962771        1.33384        1.01022        4.46948                 NaN            NaN
  1235.59        500.000        92.2995                 NaN            NaN            NaN            NaN  0.430427                 NaN            NaN  0.891640        1.24005       0.942670        4.19570                 NaN            NaN
  1233.08        500.000        92.8009                 NaN            NaN            NaN            NaN  0.403077                 NaN            NaN   1.15271       0.826388       0.879068        3.93785                 NaN            NaN
  1230.58        500.000        93.2764                 NaN            NaN            NaN            NaN  0.377156                 NaN            NaN  0.766567        1.07036       0.818875        3.69061                 NaN            NaN
  1228.07        500.000        93.7179                 NaN            NaN            NaN            NaN  0.353159                 NaN            NaN  0.712329       0.991999       0.762789        3.46178                 NaN            NaN
  1225.56        500.000        94.0877                 NaN            NaN            NaN            NaN  0.275721                 NaN            NaN  0.996575       0.626558       0.714849        3.26941       0.291574E-001            NaN
  1223.06        500.000        94.2593                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.30999       0.399448       0.690337        3.17783       0.163084                 NaN
  1220.55        500.000        94.5802                 NaN            NaN            NaN            NaN  0.105999E-001            NaN            NaN  0.374052        1.23990       0.649774        3.00013       0.145341                 NaN
  1218.05        500.000        94.9204                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.18884       0.329543       0.607364        2.81663       0.137212                 NaN
  1215.54        500.000        95.2037                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.14135       0.297830       0.572189        2.65923       0.125705                 NaN
  1213.03        500.000        95.4638                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.268155        1.09758       0.539498        2.51570       0.115232                 NaN
  1210.53        500.000        95.4259                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.450968       0.813645       0.532339        2.65442       0.122721                 NaN
  1208.02        500.000        96.8967                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.801134       0.270335       0.403614        1.53076       0.974426E-001            NaN
  1205.51        500.000        96.2997                 NaN            NaN            NaN  0.335789                 NaN            NaN            NaN  0.747881                 NaN  0.497713        1.98039       0.138509                 NaN
  1203.01        500.000        95.7504                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.21180                 NaN  0.390334        2.61169       0.357356E-001            NaN
  1200.50        500.000        96.5421                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.951636       0.914677E-001  0.405144        1.93702       0.726124E-001            NaN
  1197.99        500.000        96.5123                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.832768       0.207476       0.411454        1.95418       0.818209E-001            NaN
  1195.49        500.000        97.2642                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.501187       0.328918       0.333009        1.49502       0.776841E-001            NaN
  1192.98        500.000        97.4755                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.574457       0.177121       0.277635        1.44355       0.517231E-001            NaN
  1190.48        500.000        96.9992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.368117       0.508545       0.287464        1.78699       0.497327E-001            NaN
  1187.97        500.000        97.3895                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.852498       0.132590       0.379136        1.17993       0.663549E-001            NaN
  1185.46        500.000        89.4058                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.52088       0.977759E-001  0.830474        5.03235       0.667562E-001   3.04593     
  1182.96        500.000                 NaN            NaN            NaN            NaN   3.90236                 NaN            NaN            NaN   6.93787                 NaN   7.42024        41.5425       0.900842        39.2962     
  1180.45        500.000                 NaN            NaN            NaN            NaN   3.94023                 NaN            NaN            NaN   6.88159                 NaN   7.41984        41.5475       0.903444        39.3074     
  1177.94        500.000                 NaN            NaN            NaN            NaN   3.97525                 NaN            NaN            NaN   6.82963                 NaN   7.41958        41.5519       0.905821        39.3178     
  1175.44        500.000                 NaN            NaN            NaN            NaN   4.00786                 NaN            NaN            NaN   6.78135                 NaN   7.41945        41.5558       0.908008        39.3275     
  1172.93        500.000                 NaN            NaN            NaN            NaN   4.03838                 NaN            NaN            NaN   6.73625                 NaN   7.41942        41.5592       0.910031        39.3367     
  1170.43        500.000                 NaN            NaN            NaN            NaN   4.06708                 NaN            NaN            NaN   6.69391                 NaN   7.41948        41.5623       0.911910        39.3454     
  1167.92        500.000                 NaN            NaN            NaN            NaN   4.09418                 NaN            NaN            NaN   6.65403                 NaN   7.41962        41.5649       0.913664        39.3536     
  1165.41        500.000                 NaN            NaN            NaN            NaN   4.11984                 NaN            NaN            NaN   6.61632                 NaN   7.41983        41.5673       0.915306        39.3614     
  1162.91        500.000                 NaN            NaN            NaN            NaN   4.14423                 NaN            NaN            NaN   6.58055                 NaN   7.42012        41.5693       0.916857        39.3689     
  1160.40        500.000                 NaN            NaN            NaN            NaN   4.16744                 NaN            NaN            NaN   6.54656                 NaN   7.42052        41.5709       0.918330        39.3762     
  1157.89        500.000                 NaN            NaN            NaN            NaN   4.19041                 NaN            NaN            NaN   6.51276                 NaN   7.42156        41.5721       0.919790        39.3833     
  1155.39        500.000                 NaN            NaN            NaN            NaN   4.22137                 NaN            NaN            NaN   6.46372                 NaN   7.42006        41.5793       0.922888        39.3927     
  1152.88        500.000                 NaN            NaN            NaN            NaN   4.24328                 NaN            NaN            NaN   6.43067                 NaN   7.42028        41.5817       0.924577        39.3995     
  1150.38        500.000                 NaN            NaN            NaN            NaN   4.25073                 NaN            NaN            NaN   6.42539                 NaN   7.42219        41.5763       0.923350        39.4020     
  1147.87        500.000                 NaN            NaN            NaN            NaN   4.26948                 NaN            NaN            NaN   6.39828                 NaN   7.42273        41.5771       0.924450        39.4080     
  1145.36        500.000                 NaN            NaN            NaN            NaN   4.28751                 NaN            NaN            NaN   6.37226                 NaN   7.42331        41.5777       0.925493        39.4137     
  1142.86        500.000                 NaN            NaN            NaN            NaN   4.30399                 NaN            NaN            NaN   6.34849                 NaN   7.42426        41.5773       0.926482        39.4195     
  1140.35        500.000                 NaN            NaN            NaN            NaN   4.32169                 NaN            NaN            NaN   6.32310                 NaN   7.42456        41.5786       0.927434        39.4247     
  1137.84        500.000                 NaN            NaN            NaN            NaN   4.33792                 NaN            NaN            NaN   6.29984                 NaN   7.42523        41.5788       0.928337        39.4299     
  1135.34        500.000                 NaN            NaN            NaN            NaN   4.36000                 NaN            NaN            NaN   6.26695                 NaN   7.42561        41.5805       0.929914        39.4371     
  1132.83        500.000                 NaN            NaN            NaN            NaN   4.37776                 NaN            NaN            NaN   6.24104                 NaN   7.42624        41.5810       0.931038        39.4429     
  1130.33        500.000                 NaN            NaN            NaN            NaN   4.37962                 NaN            NaN            NaN   6.24073                 NaN   7.42816        41.5764       0.930562        39.4445     
  1127.82        500.000                 NaN            NaN            NaN            NaN   4.39439                 NaN            NaN            NaN   6.21970                 NaN   7.42888        41.5763       0.931355        39.4494     
  1125.31        500.000                 NaN            NaN            NaN            NaN   4.41376                 NaN            NaN            NaN   6.19097                 NaN   7.42929        41.5776       0.932688        39.4557     
  1122.81        500.000                 NaN            NaN            NaN            NaN   4.44050                 NaN            NaN            NaN   6.15010                 NaN   7.42917        41.5814       0.934874        39.4640     
  1120.30        500.000                 NaN            NaN            NaN            NaN   4.43823                 NaN            NaN            NaN   6.15721                 NaN   7.43155        41.5747       0.933826        39.4645     
  1117.79        500.000                 NaN            NaN            NaN            NaN   4.45380                 NaN            NaN            NaN   6.13492                 NaN   7.43184        41.5747       0.934746        39.4700     
  1115.29        500.000                 NaN            NaN            NaN            NaN   4.46596                 NaN            NaN            NaN   6.11765                 NaN   7.43167        41.5751       0.935460        39.4741     
  1112.78        500.000                 NaN            NaN            NaN            NaN   4.49339                 NaN            NaN            NaN   6.07535                 NaN   7.43326        41.5774       0.937802        39.4827     
  1110.28        500.000                 NaN            NaN            NaN            NaN   4.50489                 NaN            NaN            NaN   6.05943                 NaN   7.43445        41.5758       0.938378        39.4870     
  1107.77        500.000                 NaN            NaN            NaN            NaN   4.51098                 NaN            NaN            NaN   6.05243                 NaN   7.43535        41.5741       0.938221        39.4889     
  1105.26        500.000                 NaN            NaN            NaN            NaN   4.52618                 NaN            NaN            NaN   6.03034                 NaN   7.43701        41.5719       0.939376        39.4952     
  1102.76        500.000                 NaN            NaN            NaN            NaN   4.52525                 NaN            NaN            NaN   6.03522                 NaN   7.43805        41.5685       0.938215        39.4948     
  1100.25        500.000                 NaN            NaN            NaN            NaN   4.53649                 NaN            NaN            NaN   6.01958                 NaN   7.43910        41.5672       0.938770        39.4988     
  1097.74        500.000                 NaN            NaN            NaN            NaN   4.54623                 NaN            NaN            NaN   6.00640                 NaN   7.43997        41.5661       0.939127        39.5021     
  1095.24        500.000                 NaN            NaN            NaN            NaN   4.56521                 NaN            NaN            NaN   5.97765                 NaN   7.44043        41.5676       0.940601        39.5085     
  1092.73        500.000                 NaN            NaN            NaN            NaN   4.57555                 NaN            NaN            NaN   5.96350                 NaN   7.44156        41.5660       0.941066        39.5124     
  1090.23        500.000                 NaN            NaN            NaN            NaN   4.58558                 NaN            NaN            NaN   5.94984                 NaN   7.44270        41.5643       0.941501        39.5161     
  1087.72        500.000                 NaN            NaN            NaN            NaN   4.60070                 NaN            NaN            NaN   5.92964                 NaN   7.44250        41.5634       0.942133        39.5217     
  1085.21        500.000                 NaN            NaN            NaN            NaN   4.59802                 NaN            NaN            NaN   5.93568                 NaN   7.44583        41.5574       0.941447        39.5216     
  1082.71        500.000                 NaN            NaN            NaN            NaN   4.61450                 NaN            NaN            NaN   5.91052                 NaN   7.44617        41.5591       0.942738        39.5270     
  1080.20        500.000                 NaN            NaN            NaN            NaN   4.61737                 NaN            NaN            NaN   5.90944                 NaN   7.44832        41.5535       0.942292        39.5291     
  1077.69        500.000                 NaN            NaN            NaN            NaN   4.63244                 NaN            NaN            NaN   5.88703                 NaN   7.44709        41.5561       0.943341        39.5340     
  1075.19        500.000                 NaN            NaN            NaN            NaN   4.64163                 NaN            NaN            NaN   5.87414                 NaN   7.44965        41.5535       0.943792        39.5373     
  1072.68        500.000                 NaN            NaN            NaN            NaN   4.65040                 NaN            NaN            NaN   5.86248                 NaN   7.45097        41.5512       0.944129        39.5408     
  1070.18        500.000                 NaN            NaN            NaN            NaN   4.65619                 NaN            NaN            NaN   5.85629                 NaN   7.45305        41.5464       0.944098        39.5440     
  1067.67        500.000                 NaN            NaN            NaN            NaN   4.66728                 NaN            NaN            NaN   5.84033                 NaN   7.45370        41.5463       0.944731        39.5476     
  1065.16        500.000                 NaN            NaN            NaN            NaN   4.67549                 NaN            NaN            NaN   5.82958                 NaN   7.45507        41.5438       0.945017        39.5510     
