|6.6.6
Archiving\03_Data\frac/QFM_m4.75/EETA/EETA_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       pxmn           Ni             iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1541.35        2500.00        98.9644                 NaN            NaN            NaN            NaN  0.808775E-001  0.913341       0.413414E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        98.7356                 NaN            NaN            NaN            NaN  0.217937E-001            NaN   1.24258                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        98.2887                 NaN            NaN            NaN            NaN            NaN            NaN   1.71131                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.2136                 NaN            NaN            NaN            NaN            NaN            NaN  0.786435                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        98.7487                 NaN            NaN            NaN            NaN            NaN            NaN   1.25126                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.7481                 NaN            NaN            NaN            NaN            NaN  0.236662E-002   1.24952                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.7467                 NaN            NaN            NaN            NaN            NaN            NaN   1.25332                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.7456                 NaN            NaN            NaN            NaN            NaN            NaN   1.25436                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.7426                 NaN            NaN            NaN            NaN            NaN            NaN   1.25740                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.7369                 NaN            NaN            NaN            NaN            NaN            NaN   1.26313                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.7308                 NaN            NaN            NaN            NaN            NaN            NaN   1.26918                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.7136                 NaN            NaN            NaN            NaN            NaN            NaN   1.28641                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.7013                 NaN            NaN            NaN            NaN            NaN            NaN   1.29870                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.6762                 NaN            NaN            NaN            NaN            NaN            NaN   1.32379                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.6469                 NaN            NaN            NaN            NaN            NaN            NaN   1.35311                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.5901                 NaN            NaN            NaN  0.105450E-001            NaN            NaN   1.39934                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.3253                 NaN            NaN            NaN  0.944213E-002            NaN            NaN  0.564205        1.10101                 NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        97.8748                 NaN            NaN  0.569631E-001  0.485923E-002            NaN            NaN  0.476876        1.58646                 NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        97.8351                 NaN            NaN  0.894321E-001  0.364927E-002            NaN            NaN   1.64645       0.425329                 NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        97.8769                 NaN            NaN  0.866857E-001  0.336204E-002            NaN            NaN   1.60409       0.428971                 NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        97.9167                 NaN            NaN  0.839539E-001  0.308503E-002            NaN            NaN   1.56542       0.430877                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        97.9537                 NaN            NaN  0.812116E-001  0.281796E-002            NaN            NaN  0.432935        1.52934                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        97.9866                 NaN            NaN  0.794033E-001  0.259276E-002            NaN            NaN   1.49126       0.440142                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.0300                 NaN            NaN  0.760137E-001  0.230752E-002            NaN            NaN  0.433828        1.45789                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.0604                 NaN            NaN  0.738536E-001  0.207323E-002            NaN            NaN  0.434692        1.42894                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.0925                 NaN            NaN  0.713851E-001  0.184074E-002            NaN            NaN   1.39921       0.435016                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.1221                 NaN            NaN  0.695696E-001  0.163361E-002            NaN            NaN  0.436491        1.37025                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.1578                 NaN            NaN  0.668785E-001  0.140823E-002            NaN            NaN   1.34078       0.433088                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.1846                 NaN            NaN  0.648691E-001  0.119884E-002            NaN            NaN  0.431311        1.31805                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.2126                 NaN            NaN  0.628423E-001  0.100528E-002            NaN            NaN  0.430143        1.29344                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.2398                 NaN            NaN  0.609036E-001  0.819502E-003            NaN            NaN  0.428677        1.26983                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.2662                 NaN            NaN  0.587834E-001  0.633384E-003            NaN            NaN   1.24755       0.426813                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.2917                 NaN            NaN  0.569209E-001  0.462842E-003            NaN            NaN  0.425064        1.22588                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.3162                 NaN            NaN  0.550834E-001  0.297515E-003            NaN            NaN  0.422423        1.20596                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.3398                 NaN            NaN  0.531116E-001  0.132203E-003            NaN            NaN   1.18701       0.419915                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.3634                 NaN            NaN  0.511381E-001  0.489293E-003            NaN            NaN   1.16564       0.419285                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.3852                 NaN            NaN  0.491417E-001  0.100324E-002            NaN            NaN   1.14645       0.418246                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.4083                 NaN            NaN  0.469402E-001  0.165006E-002            NaN            NaN  0.416968        1.12613                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.4266                 NaN            NaN  0.458864E-001            NaN            NaN            NaN  0.410182        1.11733                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.4453                 NaN            NaN  0.443291E-001            NaN            NaN            NaN  0.407958        1.10240                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.4656                 NaN            NaN  0.426504E-001            NaN            NaN            NaN  0.405193        1.08657                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.4850                 NaN            NaN  0.401209E-001  0.173589E-002            NaN            NaN  0.407542        1.06561                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        96.8321                 NaN            NaN  0.153928                 NaN            NaN            NaN  0.938411        1.38334                 NaN  0.692199                 NaN            NaN            NaN
  1433.58        2500.00        95.0912                 NaN            NaN  0.273497                 NaN            NaN            NaN   1.68655        1.50476                 NaN   1.44402                 NaN            NaN            NaN
  1431.08        2500.00        95.3429                 NaN            NaN  0.256574                 NaN            NaN            NaN   1.42475        1.60558                 NaN   1.37016                 NaN            NaN            NaN
  1428.57        2500.00        95.5739                 NaN            NaN  0.240897                 NaN            NaN            NaN   1.52959        1.35330                 NaN   1.30231                 NaN            NaN            NaN
  1426.07        2500.00        95.7834                 NaN            NaN  0.226755                 NaN            NaN            NaN   1.28799        1.46129                 NaN   1.24054                 NaN            NaN            NaN
  1423.56        2500.00        95.9747                 NaN            NaN  0.213527                 NaN            NaN            NaN   1.39803        1.22962                 NaN   1.18410                 NaN            NaN            NaN
  1421.05        2500.00        96.1530                 NaN            NaN  0.201871                 NaN            NaN            NaN   1.17516        1.33838                 NaN   1.13163                 NaN            NaN            NaN
  1418.55        2500.00        96.3159                 NaN            NaN  0.190194                 NaN            NaN            NaN   1.28293        1.12793                 NaN   1.08301                 NaN            NaN            NaN
  1416.04        2500.00        96.4665                 NaN            NaN  0.179853                 NaN            NaN            NaN   1.08295        1.23222                 NaN   1.03851                 NaN            NaN            NaN
  1413.53        2500.00        96.6053                 NaN            NaN  0.170002                 NaN            NaN            NaN   1.04220        1.18524                 NaN  0.997282                 NaN            NaN            NaN
  1411.03        2500.00        96.7349                 NaN            NaN  0.161302                 NaN            NaN            NaN   1.14169        1.00360                 NaN  0.958517                 NaN            NaN            NaN
  1408.52        2500.00        96.8557                 NaN            NaN  0.152599                 NaN            NaN            NaN  0.969484        1.09972                 NaN  0.922485                 NaN            NaN            NaN
  1406.02        2500.00        96.9692                 NaN            NaN  0.144384                 NaN            NaN            NaN   1.05868       0.939114                 NaN  0.888586                 NaN            NaN            NaN
  1403.51        2500.00        97.0744                 NaN            NaN  0.136918                 NaN            NaN            NaN   1.02323       0.908361                 NaN  0.857042                 NaN            NaN            NaN
  1401.00        2500.00        97.1720                 NaN            NaN  0.129832                 NaN            NaN            NaN  0.881444       0.989183                 NaN  0.827522                 NaN            NaN            NaN
  1398.50        2500.00        97.2665                 NaN            NaN  0.123004                 NaN            NaN            NaN  0.954443       0.856765                 NaN  0.799271                 NaN            NaN            NaN
  1395.99        2500.00        97.3495                 NaN            NaN  0.116688                 NaN            NaN            NaN  0.922609       0.837010                 NaN  0.774182                 NaN            NaN            NaN
  1393.48        2500.00        97.4401                 NaN            NaN  0.110044                 NaN            NaN            NaN  0.811667       0.891498                 NaN  0.746695                 NaN            NaN            NaN
  1390.98        2500.00        97.5128                 NaN            NaN  0.104527                 NaN            NaN            NaN  0.865116       0.792728                 NaN  0.724791                 NaN            NaN            NaN
  1388.47        2500.00        97.5740                 NaN            NaN  0.990580E-001            NaN            NaN            NaN  0.841520       0.778200                 NaN  0.707181                 NaN            NaN            NaN
  1385.96        2500.00        97.6662                 NaN            NaN  0.927433E-001            NaN            NaN            NaN  0.755440       0.808008                 NaN  0.677591                 NaN            NaN            NaN
  1383.46        2500.00        97.7196                 NaN            NaN  0.882757E-001            NaN            NaN            NaN  0.742798       0.787660                 NaN  0.661627                 NaN            NaN            NaN
  1380.95        2500.00        97.7818                 NaN            NaN  0.833027E-001            NaN            NaN            NaN  0.728404       0.763921                 NaN  0.642614                 NaN            NaN            NaN
  1378.45        2500.00        97.8405                 NaN            NaN  0.788041E-001            NaN            NaN            NaN  0.714852       0.741089                 NaN  0.624787                 NaN            NaN            NaN
  1375.94        2500.00        97.8964                 NaN            NaN  0.736580E-001            NaN            NaN            NaN  0.718651       0.703948                 NaN  0.607393                 NaN            NaN            NaN
  1373.43        2500.00        97.9482                 NaN            NaN  0.695530E-001            NaN            NaN            NaN  0.692386       0.698430                 NaN  0.591387                 NaN            NaN            NaN
  1370.93        2500.00        97.9973                 NaN            NaN  0.649011E-001            NaN            NaN            NaN  0.677021       0.684549                 NaN  0.576243                 NaN            NaN            NaN
  1368.42        2500.00        98.0479                 NaN            NaN  0.607269E-001            NaN            NaN            NaN  0.674239       0.656783                 NaN  0.560374                 NaN            NaN            NaN
  1365.91        2500.00        98.0916                 NaN            NaN  0.564907E-001            NaN            NaN            NaN  0.668412       0.636534                 NaN  0.546918                 NaN            NaN            NaN
  1363.41        2500.00        98.1344                 NaN            NaN  0.526931E-001            NaN            NaN            NaN  0.662111       0.617274                 NaN  0.533521                 NaN            NaN            NaN
  1360.90        2500.00        98.1761                 NaN            NaN  0.487747E-001            NaN            NaN            NaN  0.599368       0.655267                 NaN  0.520476                 NaN            NaN            NaN
  1358.40        2500.00        98.2135                 NaN            NaN  0.448786E-001            NaN            NaN            NaN  0.653016       0.579695                 NaN  0.508919                 NaN            NaN            NaN
  1355.89        2500.00        98.2523                 NaN            NaN  0.410923E-001            NaN            NaN            NaN  0.563478       0.646815                 NaN  0.496286                 NaN            NaN            NaN
  1353.38        2500.00        98.2856                 NaN            NaN  0.370952E-001            NaN            NaN            NaN  0.647922       0.543654                 NaN  0.485711                 NaN            NaN            NaN
  1350.88        2500.00        98.3193                 NaN            NaN  0.336064E-001            NaN            NaN            NaN  0.645287       0.526648                 NaN  0.475183                 NaN            NaN            NaN
  1348.37        2500.00        98.3512                 NaN            NaN  0.301635E-001            NaN            NaN            NaN  0.645322       0.508290                 NaN  0.465045                 NaN            NaN            NaN
  1345.86        2500.00        98.3814                 NaN            NaN  0.266082E-001            NaN            NaN            NaN  0.647185       0.489335                 NaN  0.455455                 NaN            NaN            NaN
  1343.36        2500.00        98.4088                 NaN            NaN  0.227002E-001            NaN            NaN            NaN  0.468434       0.653730                 NaN  0.446372                 NaN            NaN            NaN
  1340.85        2500.00        98.4361                 NaN            NaN  0.193108E-001            NaN            NaN            NaN  0.449407       0.657473                 NaN  0.437732                 NaN            NaN            NaN
  1338.35        2500.00        98.4623                 NaN            NaN  0.162265E-001            NaN            NaN            NaN  0.662129       0.429965                 NaN  0.429364                 NaN            NaN            NaN
  1335.84        2500.00        98.4854                 NaN            NaN  0.124698E-001            NaN            NaN            NaN  0.678353       0.402243                 NaN  0.421538                 NaN            NaN            NaN
  1333.33        2500.00        98.5095                 NaN            NaN  0.933620E-002            NaN            NaN            NaN  0.685991       0.381308                 NaN  0.413874                 NaN            NaN            NaN
  1330.83        2500.00        98.5278                 NaN            NaN  0.524662E-002            NaN            NaN            NaN  0.719459       0.339913                 NaN  0.407592                 NaN            NaN            NaN
  1328.32        2500.00        98.5496                 NaN            NaN  0.259217E-002            NaN            NaN            NaN  0.737682       0.309153                 NaN  0.400924                 NaN            NaN            NaN
  1325.81        2500.00        98.5686                 NaN            NaN            NaN            NaN            NaN            NaN  0.754899       0.281708                 NaN  0.394782                 NaN            NaN            NaN
  1323.31        2500.00        98.5792                 NaN            NaN  0.678982E-002            NaN            NaN            NaN  0.648630       0.372167                 NaN  0.393263                 NaN            NaN            NaN
  1320.80        2500.00        98.6007                 NaN            NaN            NaN            NaN            NaN            NaN  0.679706       0.333779                 NaN  0.385839                 NaN            NaN            NaN
  1318.30        2500.00        98.6123                 NaN            NaN            NaN            NaN            NaN            NaN   1.00495                 NaN            NaN  0.382728                 NaN            NaN            NaN
  1315.79        2500.00        98.6308                 NaN            NaN            NaN            NaN            NaN            NaN  0.992472                 NaN            NaN  0.376686                 NaN            NaN            NaN
  1313.28        2500.00        98.6473                 NaN            NaN            NaN            NaN            NaN            NaN  0.980603                 NaN            NaN  0.372089                 NaN            NaN            NaN
  1310.78        2500.00        98.6616                 NaN            NaN            NaN            NaN            NaN            NaN  0.970437                 NaN            NaN  0.367916                 NaN            NaN            NaN
  1308.27        2500.00        98.6752                 NaN            NaN            NaN            NaN            NaN            NaN  0.960107                 NaN            NaN  0.364679                 NaN            NaN            NaN
  1305.76        2500.00        91.1341                 NaN            NaN            NaN            NaN            NaN            NaN   3.08995                 NaN            NaN   1.24968        4.52631                 NaN            NaN
  1303.26        2500.00        72.3283                 NaN            NaN  0.147330                 NaN            NaN            NaN   7.74799                 NaN            NaN   3.58930        15.2473       0.939731                 NaN
  1300.75        2500.00        76.4275                 NaN            NaN  0.693416E-001            NaN            NaN            NaN   6.63743                 NaN            NaN   3.05059        12.9088       0.906308                 NaN
  1298.25        2500.00        81.1246                 NaN            NaN  0.426991E-002            NaN            NaN            NaN   5.44011                 NaN            NaN   2.45408        10.2567       0.720192                 NaN
  1295.74        2500.00        84.2078                 NaN            NaN            NaN            NaN            NaN            NaN   4.60104                 NaN            NaN   2.06868        8.52629       0.596188                 NaN
  1293.23        2500.00        86.4390                 NaN            NaN            NaN            NaN            NaN            NaN   3.98774                 NaN            NaN   1.79135        7.27664       0.505241                 NaN
  1290.73        2500.00        88.1509                 NaN            NaN            NaN            NaN            NaN            NaN   3.50749                 NaN            NaN   1.57589        6.32828       0.437456                 NaN
  1288.22        2500.00        89.4637                 NaN            NaN            NaN            NaN            NaN            NaN   3.14095                 NaN            NaN   1.41002        5.60060       0.384746                 NaN
  1285.71        2500.00        90.5249                 NaN            NaN            NaN            NaN            NaN            NaN   2.83922                 NaN            NaN   1.27149        5.01990       0.344497                 NaN
  1283.21        2500.00        91.4032                 NaN            NaN            NaN            NaN            NaN            NaN   2.58949                 NaN            NaN   1.16085        4.53838       0.308068                 NaN
  1280.70        2500.00        92.1408                 NaN            NaN            NaN            NaN            NaN            NaN   2.37477                 NaN            NaN   1.06248        4.14151       0.280477                 NaN
  1278.20        2500.00        92.7636                 NaN            NaN            NaN            NaN            NaN            NaN   2.19557                 NaN            NaN  0.980297        3.80479       0.255749                 NaN
  1275.69        2500.00        93.2893                 NaN            NaN            NaN            NaN            NaN            NaN   2.04117                 NaN            NaN  0.915349        3.52197       0.232219                 NaN
  1273.18        2500.00        93.7614                 NaN            NaN            NaN            NaN            NaN            NaN   1.90523                 NaN            NaN  0.843791        3.27238       0.217158                 NaN
  1270.68        2500.00        94.1770                 NaN            NaN            NaN            NaN            NaN            NaN   1.78221                 NaN            NaN  0.787726        3.05291       0.200182                 NaN
  1268.17        2500.00        92.8755                 NaN            NaN            NaN            NaN            NaN            NaN   1.86475                 NaN            NaN  0.910300        4.03805       0.311435                 NaN
  1265.66        2500.00        96.8039                 NaN            NaN            NaN            NaN            NaN            NaN  0.779509                 NaN            NaN  0.366117        1.89429       0.156199                 NaN
  1263.16        2500.00        94.8776                 NaN            NaN            NaN            NaN            NaN            NaN   1.00126       0.997013                 NaN  0.795245        2.26274       0.661820E-001            NaN
  1260.65        2500.00        92.5189                 NaN            NaN            NaN            NaN            NaN            NaN   1.09391       0.394434                 NaN  0.922387        4.71496       0.355456                 NaN
  1258.15        2500.00        98.2703                 NaN            NaN            NaN            NaN            NaN            NaN   1.39905                 NaN            NaN  0.276898       0.537427E-001            NaN            NaN
  1255.64        2500.00        96.1178                 NaN            NaN            NaN            NaN            NaN            NaN   1.38427                 NaN            NaN  0.439777        2.02751       0.306320E-001            NaN
  1253.13        2500.00        96.3374                 NaN            NaN            NaN            NaN            NaN            NaN  0.882418                 NaN            NaN  0.589898        2.03366       0.156635                 NaN
  1250.63        2500.00        96.3996                 NaN            NaN            NaN            NaN            NaN            NaN  0.414633                 NaN            NaN  0.569089        2.49532       0.121409                 NaN
  1248.12        2500.00        96.8680                 NaN            NaN            NaN            NaN            NaN            NaN   1.30503       0.490620                 NaN  0.302789       0.972963       0.605616E-001            NaN
  1245.61        2500.00        95.2354                 NaN            NaN            NaN            NaN            NaN            NaN  0.726239                 NaN            NaN  0.508630        2.53715       0.147062       0.845475     
  1243.11        2500.00        81.4280                 NaN            NaN            NaN            NaN            NaN            NaN   1.51523        2.41796       0.133575E-001   1.81624        7.29226       0.210580        5.30634     
  1240.60        2500.00        81.0602                 NaN            NaN            NaN            NaN            NaN            NaN   2.44116       0.538679       0.188572        1.71358        7.83741       0.282859        5.93749     
  1238.10        2500.00        81.7233                 NaN            NaN            NaN            NaN            NaN            NaN   3.52217                 NaN            NaN   1.75848        7.34147       0.196228        5.45835     
  1235.59        2500.00        77.6373                 NaN            NaN            NaN            NaN            NaN            NaN   1.94905       0.504509       0.119339E-005   1.74104        10.0491       0.414093        7.70488     
  1233.08        2500.00        78.2695                 NaN            NaN            NaN            NaN            NaN            NaN   3.20173        2.28059                 NaN   2.30060        8.12018       0.707299E-001   5.75665     
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.53338        7.56639       0.323966E-005   8.35333        43.7151        1.06787        31.7639     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.819171E-001   15.0784                 NaN   8.48844        43.5269        1.04941        31.7749     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.19375        13.9612                 NaN   8.48781        43.5331        1.05046        31.7738     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.74743        7.36422       0.297095E-005   8.36943        43.6913        1.06211        31.7656     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.77387        7.34072       0.293509E-005   8.37521        43.6835        1.06074        31.7660     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.80026        7.31723       0.289973E-005   8.38104        43.6757        1.05936        31.7664     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.82762        7.29281       0.286298E-005   8.38694        43.6678        1.05797        31.7669     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.85407        7.26936       0.282967E-005   8.39279        43.6599        1.05655        31.7673     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.88117        7.24534       0.279448E-005   8.39863        43.6520        1.05511        31.7678     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.90800        7.22160       0.276190E-005   8.40448        43.6440        1.05367        31.7683     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.93425        7.19849       0.272996E-005   8.41037        43.6360        1.05220        31.7687     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.96065        7.17517       0.269741E-005   8.41622        43.6280        1.05077        31.7692     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.98754        7.15161       0.266658E-005   8.42206        43.6198        1.04925        31.7697     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.01444        7.12799       0.263585E-005   8.42786        43.6117        1.04774        31.7702     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.50848        9.69734                 NaN   8.47921        43.5132        1.02189        31.7798     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.51689        9.69291                 NaN   8.48517        43.5045        1.02011        31.7804     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.51792        9.69596                 NaN   8.49120        43.4956        1.01830        31.7811     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.51863        9.69939                 NaN   8.49722        43.4866        1.01647        31.7817     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.610882        14.6656                 NaN   8.50554        43.4321       0.994572        31.7913     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.616378        14.6646                 NaN   8.51181        43.4226       0.992600        31.7920     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.640454        14.6448                 NaN   8.51805        43.4133       0.990702        31.7927     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.52601        9.70919                 NaN   8.52136        43.4500        1.00895        31.7844     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.52865        9.71101                 NaN   8.52738        43.4408        1.00702        31.7852     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.53120        9.71299                 NaN   8.53341        43.4315        1.00506        31.7859     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.53373        9.71504                 NaN   8.53945        43.4221        1.00308        31.7866     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.53793        9.71549                 NaN   8.54547        43.4126        1.00109        31.7874     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.570892        14.7437                 NaN   8.55507        43.3550       0.977979        31.7973     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.54357        9.71935                 NaN   8.55759        43.3936       0.997010        31.7889     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.629106        14.6950                 NaN   8.56795        43.3353       0.973806        31.7989     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.662102        14.6667                 NaN   8.57413        43.3257       0.971755        31.7996     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.55268        9.72506                 NaN   8.57570        43.3645       0.990706        31.7913     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.709160        14.6296                 NaN   8.58656        43.3059       0.967498        31.8013     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.732013        14.6119                 NaN   8.59289        43.2959       0.965273        31.8020     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.56358        9.72958                 NaN   8.59385        43.3349       0.984194        31.7939     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.406985        14.9519                 NaN   8.60497        43.2724       0.959188        31.8045     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.93232        8.02563        4.24075        8.57655        43.4040        1.03563        31.7851     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.491811        14.8773                 NaN   8.61780        43.2522       0.954716        31.8062     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.57538        9.73939                 NaN   8.61807        43.2946       0.975146        31.7974     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.57805        9.74231                 NaN   8.62412        43.2843       0.972821        31.7984     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.58103        9.74497                 NaN   8.63018        43.2740       0.970473        31.7993     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.58309        9.74859                 NaN   8.63622        43.2637       0.968099        31.8003     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.58452        9.75274                 NaN   8.64246        43.2533       0.965790        31.8012     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.58693        9.75558                 NaN   8.64895        43.2428       0.963618        31.8021     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.58668        9.76118                 NaN   8.65547        43.2323       0.961409        31.8030     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.58756        9.76568                 NaN   8.66197        43.2217       0.959191        31.8039     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.58630        9.77243                 NaN   8.66852        43.2110       0.956937        31.8048     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.58444        9.77983                 NaN   8.67506        43.2002       0.954663        31.8058     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.57778        9.79188                 NaN   8.68200        43.1892       0.952423        31.8067     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.57907        9.79647                 NaN   8.68818        43.1785       0.950054        31.8077     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.57412        9.80718                 NaN   8.69475        43.1676       0.947708        31.8087     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.57762        9.80983                 NaN   8.70066        43.1569       0.945263        31.8097     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.56166        9.83132                 NaN   8.70793        43.1455       0.942955        31.8106     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.0070        5.30387       0.131341E-005   8.64547        43.2733       0.972922        31.7975     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.0268        5.28924       0.128464E-005   8.65099        43.2637       0.970773        31.7984     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.5555        4.77431                 NaN   8.67521        43.2317       0.963441        31.7998     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.3284        4.99493       0.116817E-005   8.66609        43.2442       0.966899        31.7994     
