|6.6.6
Archiving\03_Data\fracLP/QFM_m0.25/TAY13/TAY13_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          20
T(K)           P(bar)         melt(TH)       melt(TH)       O(HP)          O(HP)          mang           Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             pxmn           trd            San(TH)        q              ilm           
  1614.04        500.000        99.2742                 NaN  0.713720                 NaN            NaN  0.120571E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        500.000        99.2747                 NaN  0.713306                 NaN            NaN  0.120377E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        500.000        99.2743                 NaN  0.713651                 NaN            NaN  0.120459E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        500.000        99.2300                 NaN  0.757199                 NaN            NaN  0.127672E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        500.000        99.3297                 NaN  0.659235                 NaN            NaN  0.110848E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        500.000        99.2840                 NaN  0.704135                 NaN            NaN  0.118349E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        500.000        99.2843                 NaN  0.703878                 NaN            NaN  0.118281E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        500.000        99.2848                 NaN  0.703424                 NaN            NaN  0.117945E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        500.000        99.2885                 NaN  0.699799                 NaN            NaN  0.117445E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        500.000        99.2872                 NaN  0.701101                 NaN            NaN  0.117370E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        500.000        99.2961                 NaN  0.692328                 NaN            NaN  0.116186E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        500.000        99.2991                 NaN  0.689320                 NaN            NaN  0.115623E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        500.000        99.2979                 NaN  0.690474                 NaN            NaN  0.115844E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        500.000        99.3061                 NaN  0.682478                 NaN            NaN  0.114587E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        500.000        99.3072                 NaN  0.681317                 NaN            NaN  0.114537E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        99.3089                 NaN  0.679700                 NaN            NaN  0.114440E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        99.3158                 NaN  0.672842                 NaN            NaN  0.113485E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        99.3205                 NaN  0.668210                 NaN            NaN  0.112419E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        99.3219                 NaN  0.666846                 NaN            NaN  0.112249E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        99.3046                 NaN  0.642588                 NaN            NaN  0.103984E-001            NaN  0.423789E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        98.6929                 NaN  0.108867                 NaN            NaN            NaN            NaN   1.19826                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.7139                 NaN  0.105844                 NaN            NaN            NaN            NaN   1.18028                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.7348                 NaN  0.105152                 NaN            NaN            NaN            NaN   1.16001                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        98.7545                 NaN  0.100770                 NaN            NaN            NaN            NaN   1.14476                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        98.7717                 NaN  0.100250                 NaN            NaN            NaN            NaN   1.12805                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        98.7839                 NaN  0.881305E-001            NaN            NaN            NaN            NaN   1.12801                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        98.8122                 NaN  0.929338E-001            NaN            NaN            NaN            NaN   1.09487                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        98.8255                 NaN  0.890508E-001            NaN            NaN            NaN            NaN   1.08545                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        98.8379                 NaN  0.845249E-001            NaN            NaN            NaN            NaN   1.07754                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        98.8595                 NaN  0.821688E-001            NaN            NaN            NaN            NaN   1.05828                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        98.8725                 NaN  0.826924E-001            NaN            NaN            NaN            NaN   1.04480                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        98.8890                 NaN  0.776986E-001            NaN            NaN            NaN            NaN   1.03329                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        98.9036                 NaN  0.756452E-001            NaN            NaN            NaN            NaN   1.02077                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        98.9176                 NaN  0.732838E-001            NaN            NaN            NaN            NaN   1.00907                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        98.9317                 NaN  0.696913E-001            NaN            NaN            NaN            NaN  0.998580                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        98.9449                 NaN  0.672329E-001            NaN            NaN            NaN            NaN  0.987915                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        98.9550                 NaN  0.620881E-001            NaN            NaN            NaN            NaN  0.982952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        98.9718                 NaN  0.606346E-001            NaN            NaN            NaN            NaN  0.967547                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        98.9843                 NaN  0.592881E-001            NaN            NaN            NaN            NaN  0.956370                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        98.9945                 NaN  0.561738E-001            NaN            NaN            NaN            NaN  0.949286                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.0107                 NaN  0.566798E-001            NaN            NaN            NaN            NaN  0.932606                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.0180                 NaN  0.528222E-001            NaN            NaN            NaN            NaN  0.929134                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.0336                 NaN  0.483499E-001            NaN            NaN            NaN            NaN  0.918082                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        98.7622                 NaN  0.514667E-001            NaN            NaN            NaN            NaN   1.18632                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.3284                 NaN  0.341624E-001            NaN            NaN            NaN            NaN  0.637462                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.0642                 NaN  0.421467E-001            NaN            NaN            NaN            NaN  0.893654                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.0699                 NaN  0.364115E-001            NaN            NaN            NaN            NaN  0.893689                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.0840                 NaN  0.342058E-001            NaN            NaN            NaN            NaN  0.881772                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.0931                 NaN  0.343610E-001            NaN            NaN            NaN            NaN  0.872563                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.1049                 NaN  0.377362E-001            NaN            NaN            NaN            NaN  0.857333                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.1101                 NaN  0.244965E-001            NaN            NaN            NaN            NaN  0.865389                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.1196                 NaN  0.252510E-001            NaN            NaN            NaN            NaN  0.855185                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.1318                 NaN  0.265969E-001            NaN            NaN            NaN            NaN  0.841570                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.1368                 NaN  0.273769E-001            NaN            NaN            NaN            NaN  0.835827                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.1483                 NaN  0.153808E-001            NaN            NaN            NaN            NaN  0.836339                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.1509                 NaN  0.131336E-001            NaN            NaN            NaN            NaN  0.835992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.1607                 NaN  0.139802E-001            NaN            NaN            NaN            NaN  0.825279                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.1649                 NaN  0.534693E-002            NaN            NaN            NaN            NaN  0.829795                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.1740                 NaN  0.689403E-002            NaN            NaN            NaN            NaN  0.819063                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.8614                 NaN  0.393199E-001            NaN            NaN            NaN            NaN   1.09926                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.5261                 NaN  0.150141E-002            NaN            NaN            NaN            NaN  0.472384                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.1988                 NaN  0.360949E-001            NaN            NaN            NaN            NaN  0.765091                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.2013                 NaN            NaN            NaN            NaN            NaN            NaN  0.798715                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.2118                 NaN  0.304492E-001            NaN            NaN            NaN            NaN  0.757719                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.2141                 NaN            NaN            NaN            NaN            NaN            NaN  0.785876                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.2207                 NaN            NaN            NaN            NaN            NaN            NaN  0.779312                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.2261                 NaN            NaN            NaN            NaN            NaN            NaN  0.773857                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.2343                 NaN            NaN            NaN            NaN            NaN            NaN  0.765681                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.2391                 NaN            NaN            NaN            NaN            NaN            NaN  0.760877                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        99.2427                 NaN            NaN            NaN            NaN            NaN            NaN  0.757338                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        99.2505                 NaN            NaN            NaN            NaN            NaN            NaN  0.749485                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        99.2529                 NaN            NaN            NaN            NaN            NaN            NaN  0.747083                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        99.2572                 NaN            NaN            NaN            NaN            NaN            NaN  0.742785                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        99.2632                 NaN            NaN            NaN            NaN            NaN            NaN  0.736794                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        99.2684                 NaN            NaN            NaN            NaN            NaN            NaN  0.731608                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        99.2722                 NaN            NaN            NaN            NaN            NaN            NaN  0.727802                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        99.2758                 NaN            NaN            NaN            NaN            NaN            NaN  0.724176                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1421.05        500.000        99.2793                 NaN            NaN            NaN            NaN            NaN            NaN  0.720725                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1418.55        500.000        99.1664                 NaN            NaN            NaN            NaN            NaN            NaN  0.136627       0.696978                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1416.04        500.000        99.0542                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.945798                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1413.53        500.000        98.9356                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.836574       0.227791                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1411.03        500.000        98.6284                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.900897       0.470678                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1408.52        500.000        98.6432                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.891145       0.465689                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1406.02        500.000        98.6585                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.880774       0.460748                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1403.51        500.000        98.6725                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.457165       0.870365                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1401.00        500.000        98.6864                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.452964       0.860646                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1398.50        500.000        98.6987                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.448773       0.852517                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1395.99        500.000        98.7118                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.842983       0.445185                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1393.48        500.000        98.7240                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.441488       0.834558                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1390.98        500.000        98.7358                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.826268       0.437955                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1388.47        500.000        98.7477                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.434034       0.818236                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1385.96        500.000        98.7592                 NaN            NaN            NaN            NaN            NaN            NaN  0.131236E-001  0.812340       0.415321                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1383.46        500.000        98.0012                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.812632       0.820725                 NaN            NaN  0.365421                 NaN            NaN            NaN            NaN            NaN
  1380.95        500.000        97.2233                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.804019        1.22591                 NaN            NaN  0.746776                 NaN            NaN            NaN            NaN            NaN
  1378.45        500.000        97.2841                 NaN  0.132652E-005            NaN            NaN            NaN            NaN            NaN  0.785767        1.20131                 NaN            NaN  0.728857                 NaN            NaN            NaN            NaN            NaN
  1375.94        500.000        97.3266                 NaN  0.410485                 NaN            NaN            NaN            NaN            NaN  0.589568       0.907760                 NaN            NaN  0.765563                 NaN            NaN            NaN            NaN            NaN
  1373.43        500.000        97.3856                 NaN  0.456518                 NaN            NaN            NaN            NaN            NaN  0.495902       0.908249                 NaN            NaN  0.753749                 NaN            NaN            NaN            NaN            NaN
  1370.93        500.000        87.6563                 NaN  0.914784        1.55574                 NaN            NaN            NaN            NaN  0.273334        2.31137        2.59002       0.971685        3.46320      -0.112235E-015  0.263517                 NaN            NaN            NaN
  1368.42        500.000       100.0000                 NaN  0.116469E-004            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1365.91        500.000       100.0000       0.342637E-005            NaN            NaN            NaN            NaN            NaN            NaN  0.595097E-005  0.181491E-004            NaN            NaN  0.142072E-004            NaN            NaN            NaN            NaN            NaN
  1363.41        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1360.90        500.000       100.0000                 NaN  0.226146E-005            NaN            NaN            NaN            NaN  0.286842E-005  0.334758E-005            NaN            NaN            NaN  0.388435E-005            NaN            NaN            NaN            NaN            NaN
  1358.40        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1355.89        500.000        93.4543                 NaN   1.35162                 NaN            NaN            NaN            NaN            NaN  0.961808        2.34549                 NaN            NaN   1.88683                 NaN            NaN            NaN            NaN            NaN
  1353.38        500.000        97.9207                 NaN  0.471816                 NaN            NaN            NaN            NaN            NaN  0.766345       0.238325                 NaN            NaN  0.602809                 NaN            NaN            NaN            NaN            NaN
  1350.88        500.000        97.7608                 NaN  0.525097                 NaN            NaN            NaN            NaN            NaN  0.831949       0.232311                 NaN            NaN  0.649818                 NaN            NaN            NaN            NaN            NaN
  1348.37        500.000        97.9024                 NaN  0.513079                 NaN            NaN            NaN            NaN            NaN  0.786619       0.187640                 NaN            NaN  0.610284                 NaN            NaN            NaN            NaN            NaN
  1345.86        500.000        97.9374                 NaN  0.508969                 NaN            NaN            NaN            NaN            NaN  0.176144       0.778679                 NaN            NaN  0.598784                 NaN            NaN            NaN            NaN            NaN
  1343.36        500.000        97.9996                 NaN  0.512723                 NaN            NaN            NaN            NaN            NaN  0.142868       0.764128                 NaN            NaN  0.580634                 NaN            NaN            NaN            NaN            NaN
  1340.85        500.000        98.0219                 NaN  0.519030                 NaN            NaN            NaN            NaN            NaN  0.123988       0.760308                 NaN            NaN  0.574725                 NaN            NaN            NaN            NaN            NaN
  1338.35        500.000        98.0606                 NaN  0.522585                 NaN            NaN            NaN            NaN            NaN  0.751269       0.101778                 NaN            NaN  0.563786                 NaN            NaN            NaN            NaN            NaN
  1335.84        500.000        98.0957                 NaN  0.524415                 NaN            NaN            NaN            NaN            NaN  0.743078       0.834590E-001            NaN            NaN  0.553341                 NaN            NaN            NaN            NaN            NaN
  1333.33        500.000        98.1306                 NaN  0.526859                 NaN            NaN            NaN            NaN            NaN  0.735437       0.638896E-001            NaN            NaN  0.543182                 NaN            NaN            NaN            NaN            NaN
  1330.83        500.000        98.1655                 NaN  0.528321                 NaN            NaN            NaN            NaN            NaN  0.726402       0.468095E-001            NaN            NaN  0.532963                 NaN            NaN            NaN            NaN            NaN
  1328.32        500.000        98.1981                 NaN  0.528972                 NaN            NaN            NaN            NaN            NaN  0.718581       0.311611E-001            NaN            NaN  0.523205                 NaN            NaN            NaN            NaN            NaN
  1325.81        500.000        98.2309                 NaN  0.529070                 NaN            NaN            NaN            NaN            NaN  0.159584E-001  0.710615                 NaN            NaN  0.513483                 NaN            NaN            NaN            NaN            NaN
  1323.31        500.000        98.2615                 NaN  0.528006                 NaN            NaN            NaN            NaN            NaN  0.419252E-002  0.702181                 NaN            NaN  0.504095                 NaN            NaN            NaN            NaN            NaN
  1320.80        500.000        98.2909                 NaN  0.523310                 NaN            NaN            NaN            NaN            NaN  0.691039                 NaN            NaN            NaN  0.494780                 NaN            NaN            NaN            NaN            NaN
  1318.30        500.000        98.2173                 NaN  0.247385                 NaN            NaN            NaN            NaN            NaN  0.505012       0.545445                 NaN            NaN  0.484835                 NaN            NaN            NaN            NaN            NaN
  1315.79        500.000        98.3602                 NaN  0.506215                 NaN            NaN            NaN            NaN            NaN  0.662365                 NaN            NaN            NaN  0.471239                 NaN            NaN            NaN            NaN            NaN
  1313.28        500.000        98.3722                 NaN  0.503899                 NaN            NaN            NaN            NaN            NaN  0.656003                 NaN            NaN            NaN  0.467891                 NaN            NaN            NaN            NaN            NaN
  1310.78        500.000        98.3982                 NaN  0.497610                 NaN            NaN            NaN            NaN            NaN  0.644876                 NaN            NaN            NaN  0.459300                 NaN            NaN            NaN            NaN            NaN
  1308.27        500.000        98.4226                 NaN  0.491457                 NaN            NaN            NaN            NaN            NaN  0.634833                 NaN            NaN            NaN  0.451136                 NaN            NaN            NaN            NaN            NaN
  1305.76        500.000        98.4472                 NaN  0.480561                 NaN            NaN            NaN            NaN            NaN  0.629261                 NaN            NaN            NaN  0.442958                 NaN            NaN            NaN            NaN            NaN
  1303.26        500.000        98.4768                 NaN  0.475233                 NaN            NaN            NaN            NaN            NaN  0.614779                 NaN            NaN            NaN  0.433148                 NaN            NaN            NaN            NaN            NaN
  1300.75        500.000        98.4990                 NaN  0.469287                 NaN            NaN            NaN            NaN            NaN  0.605616                 NaN            NaN            NaN  0.426117                 NaN            NaN            NaN            NaN            NaN
  1298.25        500.000        98.5076                 NaN  0.472019                 NaN            NaN            NaN            NaN            NaN  0.594565                 NaN            NaN            NaN  0.425859                 NaN            NaN            NaN            NaN            NaN
  1295.74        500.000        98.5680                 NaN  0.447615                 NaN            NaN            NaN            NaN            NaN  0.582177                 NaN            NaN            NaN  0.402164                 NaN            NaN            NaN            NaN            NaN
  1293.23        500.000        98.5730                 NaN  0.446296                 NaN            NaN            NaN            NaN            NaN  0.578564                 NaN            NaN            NaN  0.402143                 NaN            NaN            NaN            NaN            NaN
  1290.73        500.000        98.5953                 NaN  0.440140                 NaN            NaN            NaN            NaN            NaN  0.569683                 NaN            NaN            NaN  0.394860                 NaN            NaN            NaN            NaN            NaN
  1288.22        500.000        98.6177                 NaN  0.433662                 NaN            NaN            NaN            NaN            NaN  0.561031                 NaN            NaN            NaN  0.387566                 NaN            NaN            NaN            NaN            NaN
  1285.71        500.000        98.6392                 NaN  0.427408                 NaN            NaN            NaN            NaN            NaN  0.552481                 NaN            NaN            NaN  0.380942                 NaN            NaN            NaN            NaN            NaN
  1283.21        500.000        98.6647                 NaN  0.417909                 NaN            NaN            NaN            NaN            NaN  0.545010                 NaN            NaN            NaN  0.372411                 NaN            NaN            NaN            NaN            NaN
  1280.70        500.000        98.6838                 NaN  0.410915                 NaN            NaN            NaN            NaN            NaN  0.539004                 NaN            NaN            NaN  0.366263                 NaN            NaN            NaN            NaN            NaN
  1278.20        500.000        98.7076                 NaN  0.404230                 NaN            NaN            NaN            NaN            NaN  0.529385                 NaN            NaN            NaN  0.358806                 NaN            NaN            NaN            NaN            NaN
  1275.69        500.000        98.7296                 NaN  0.396366                 NaN            NaN            NaN            NaN            NaN  0.521965                 NaN            NaN            NaN  0.352052                 NaN            NaN            NaN            NaN            NaN
  1273.18        500.000        98.7505                 NaN  0.389327                 NaN            NaN            NaN            NaN            NaN  0.514769                 NaN            NaN            NaN  0.345371                 NaN            NaN            NaN            NaN            NaN
  1270.68        500.000        98.7714                 NaN  0.382331                 NaN            NaN            NaN            NaN            NaN  0.507381                 NaN            NaN            NaN  0.338862                 NaN            NaN            NaN            NaN            NaN
  1268.17        500.000        98.7933                 NaN  0.374204                 NaN            NaN            NaN            NaN            NaN  0.500362                 NaN            NaN            NaN  0.332121                 NaN            NaN            NaN            NaN            NaN
  1265.66        500.000        98.8131                 NaN  0.367415                 NaN            NaN            NaN            NaN            NaN  0.493573                 NaN            NaN            NaN  0.325948                 NaN            NaN            NaN            NaN            NaN
  1263.16        500.000        95.6923                 NaN  0.267245                 NaN            NaN  0.324842                 NaN            NaN   1.01449       0.229649                 NaN            NaN  0.652790                 NaN            NaN   1.81869                 NaN            NaN
  1260.65        500.000        88.5815                 NaN            NaN            NaN            NaN  0.750776                 NaN            NaN   1.79727        1.56271                 NaN            NaN   1.42499                 NaN            NaN   5.88277                 NaN            NaN
  1258.15        500.000        89.9246                 NaN            NaN            NaN            NaN  0.678357                 NaN            NaN   1.40376        1.54685                 NaN            NaN   1.26481                 NaN            NaN   5.18158                 NaN            NaN
  1255.64        500.000        90.9890                 NaN            NaN            NaN            NaN  0.621781                 NaN            NaN   1.34416        1.27795                 NaN            NaN   1.13660                 NaN            NaN   4.63048                 NaN            NaN
  1253.13        500.000        91.8527                 NaN            NaN            NaN            NaN  0.576270                 NaN            NaN   1.17674        1.17692                 NaN            NaN   1.03153                 NaN            NaN   4.18587                 NaN            NaN
  1250.63        500.000        92.5669                 NaN            NaN            NaN            NaN  0.537937                 NaN            NaN   1.09241        1.03799                 NaN            NaN  0.943536                 NaN            NaN   3.82119                 NaN            NaN
  1248.12        500.000        93.1710                 NaN            NaN            NaN            NaN  0.505800                 NaN            NaN  0.918732        1.02119                 NaN            NaN  0.868288                 NaN            NaN   3.51495                 NaN            NaN
  1245.61        500.000        93.6898                 NaN            NaN            NaN            NaN  0.477400                 NaN            NaN  0.816147       0.959333                 NaN            NaN  0.802892                 NaN            NaN   3.25446                 NaN            NaN
  1243.11        500.000        94.1408                 NaN            NaN            NaN            NaN  0.451550                 NaN            NaN  0.903707       0.728997                 NaN            NaN  0.745336                 NaN            NaN   3.02966                 NaN            NaN
  1240.60        500.000        94.5395                 NaN            NaN            NaN            NaN  0.427747                 NaN            NaN  0.853501       0.653405                 NaN            NaN  0.693820                 NaN            NaN   2.83198                 NaN            NaN
  1238.10        500.000        94.8941                 NaN            NaN            NaN            NaN  0.406098                 NaN            NaN  0.807857       0.587169                 NaN            NaN  0.647658                 NaN            NaN   2.65708                 NaN            NaN
  1235.59        500.000        95.2145                 NaN            NaN            NaN            NaN  0.384987                 NaN            NaN  0.529135       0.764876                 NaN            NaN  0.605244                 NaN            NaN   2.50124                 NaN            NaN
  1233.08        500.000        95.5040                 NaN            NaN            NaN            NaN  0.366639                 NaN            NaN  0.726115       0.476035                 NaN            NaN  0.566591                 NaN            NaN   2.36061                 NaN            NaN
