|6.6.6
Archiving\03_Data\frac/QFM_m2.75/GRV/GRV_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q              hed           
  1508.77        2500.00        98.0837                 NaN  0.433152E-002  0.202137                 NaN   1.70983                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.1248                 NaN  0.405711E-002  0.205209                 NaN   1.66592                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.1580                 NaN  0.384609E-002  0.198810                 NaN   1.63930                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.1897                 NaN  0.361943E-002  0.197014                 NaN   1.60967                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.2261                 NaN  0.338991E-002  0.194010                 NaN   1.57646                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.2464                 NaN  0.330565E-002  0.174464                 NaN   1.57586                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.2800                 NaN  0.304059E-002  0.178488                 NaN   1.53850                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.3172                 NaN  0.278984E-002  0.185047                 NaN   1.49498                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.3440                 NaN  0.260695E-002  0.179343                 NaN   1.47406                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.3681                 NaN  0.244268E-002  0.175179                 NaN   1.45425                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.3956                 NaN  0.227246E-002  0.171473                 NaN   1.43062                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.4196                 NaN  0.208933E-002  0.170321                 NaN   1.40794                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.4427                 NaN  0.194641E-002  0.164857                 NaN   1.39052                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.4671                 NaN  0.176220E-002  0.165312                 NaN   1.36579                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.4874                 NaN  0.162563E-002  0.159976                 NaN   1.35098                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.5076                 NaN  0.149448E-002  0.155017                 NaN   1.33586                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.5286                 NaN  0.133488E-002  0.154603                 NaN   1.31546                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.5475                 NaN  0.121182E-002  0.149649                 NaN   1.30163                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.5646                 NaN  0.109008E-002  0.145155                 NaN   1.28919                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.6073                 NaN  0.102292E-002  0.199362                 NaN   1.19236                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.6058                 NaN  0.665507E-003  0.120714                 NaN   1.27279                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.6129                 NaN  0.752565E-003  0.132095                 NaN   1.25424                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.6311                 NaN  0.618993E-003  0.131608                 NaN   1.23665                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.6459                 NaN  0.493589E-003  0.130408                 NaN   1.22316                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.6501                 NaN  0.513017E-003  0.105655                 NaN  0.437917E-001   1.19991                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.6761                 NaN  0.263618E-003  0.126713                 NaN   1.19688                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.6848                 NaN  0.215119E-003  0.116320                 NaN   1.19862                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.6988                 NaN  0.957153E-004  0.116472                 NaN   1.18460                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.6947                 NaN  0.122367E-003  0.912694E-001            NaN   1.13453       0.793738E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.6903                 NaN            NaN  0.972426E-001            NaN   1.16478       0.476556E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.7393                 NaN  0.535743E-004  0.688084E-001            NaN   1.03650       0.155295                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.7272                 NaN            NaN  0.784626E-001            NaN   1.08432       0.110003                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.7375                 NaN  0.647577E-004  0.758287E-001            NaN  0.117668        1.06893                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.7466                 NaN            NaN  0.730349E-001            NaN  0.121707        1.05861                 NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.7459                 NaN  0.155920E-002  0.527649E-001            NaN  0.195307        1.00448                 NaN            NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.7746                 NaN            NaN  0.839838E-001            NaN   1.07741       0.639818E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.7732                 NaN  0.119137E-002  0.668036E-001            NaN  0.133272        1.02556                 NaN            NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.7866                 NaN            NaN  0.851906E-001            NaN   1.04358       0.846111E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        96.8298                 NaN            NaN  0.522921                 NaN   1.37120       0.162449                 NaN   1.11366                 NaN            NaN            NaN            NaN
  1411.03        2500.00        96.8002                 NaN            NaN  0.575369                 NaN  0.623091E-001   1.40836                 NaN   1.15372                 NaN            NaN            NaN            NaN
  1408.52        2500.00        96.8792                 NaN            NaN  0.573553                 NaN   1.40755       0.128726E-001            NaN   1.12680                 NaN            NaN            NaN            NaN
  1406.02        2500.00        96.9451                 NaN            NaN  0.558956                 NaN  0.168587E-001   1.37773                 NaN   1.10137                 NaN            NaN            NaN            NaN
  1403.51        2500.00        97.0167                 NaN            NaN  0.551283                 NaN   1.35722                 NaN            NaN   1.07480                 NaN            NaN            NaN            NaN
  1401.00        2500.00        97.0783                 NaN            NaN  0.546031                 NaN   1.32288                 NaN            NaN   1.05282                 NaN            NaN            NaN            NaN
  1398.50        2500.00        97.1428                 NaN            NaN  0.533938                 NaN   1.29529                 NaN            NaN   1.02795                 NaN            NaN            NaN            NaN
  1395.99        2500.00        97.2040                 NaN            NaN  0.523315                 NaN   1.26775                 NaN            NaN   1.00495                 NaN            NaN            NaN            NaN
  1393.48        2500.00        97.2646                 NaN            NaN  0.518043                 NaN   1.23478                 NaN            NaN  0.982535                 NaN            NaN            NaN            NaN
  1390.98        2500.00        97.3216                 NaN            NaN  0.510527                 NaN   1.20662                 NaN            NaN  0.961261                 NaN            NaN            NaN            NaN
  1388.47        2500.00        97.3790                 NaN            NaN  0.505555                 NaN   1.17527                 NaN            NaN  0.940203                 NaN            NaN            NaN            NaN
  1385.96        2500.00        97.4289                 NaN            NaN  0.490547                 NaN   1.16109                 NaN            NaN  0.919449                 NaN            NaN            NaN            NaN
  1383.46        2500.00        97.4851                 NaN            NaN  0.495736                 NaN   1.11806                 NaN            NaN  0.901093                 NaN            NaN            NaN            NaN
  1380.95        2500.00        97.5313                 NaN            NaN  0.477901                 NaN   1.11053                 NaN            NaN  0.880260                 NaN            NaN            NaN            NaN
  1378.45        2500.00        97.5850                 NaN            NaN  0.469228                 NaN   1.08411                 NaN            NaN  0.861687                 NaN            NaN            NaN            NaN
  1375.94        2500.00        97.6321                 NaN            NaN  0.466219                 NaN   1.05951                 NaN            NaN  0.842121                 NaN            NaN            NaN            NaN
  1373.43        2500.00        97.6698                 NaN            NaN  0.456135                 NaN   1.04772                 NaN            NaN  0.826318                 NaN            NaN            NaN            NaN
  1370.93        2500.00        97.7132                 NaN            NaN  0.447616                 NaN   1.03009                 NaN            NaN  0.809113                 NaN            NaN            NaN            NaN
  1368.42        2500.00        97.7515                 NaN            NaN  0.437811                 NaN   1.01786                 NaN            NaN  0.792871                 NaN            NaN            NaN            NaN
  1365.91        2500.00        97.7965                 NaN            NaN  0.429595                 NaN  0.998647                 NaN            NaN  0.775296                 NaN            NaN            NaN            NaN
  1363.41        2500.00        97.8355                 NaN            NaN  0.424004                 NaN  0.980294                 NaN            NaN  0.760206                 NaN            NaN            NaN            NaN
  1360.90        2500.00        97.8699                 NaN            NaN  0.416043                 NaN  0.968528                 NaN            NaN  0.745575                 NaN            NaN            NaN            NaN
  1358.40        2500.00        97.9082                 NaN            NaN  0.408604                 NaN  0.952934                 NaN            NaN  0.730270                 NaN            NaN            NaN            NaN
  1355.89        2500.00        97.9451                 NaN            NaN  0.399326                 NaN  0.940605                 NaN            NaN  0.715005                 NaN            NaN            NaN            NaN
  1353.38        2500.00        97.9814                 NaN            NaN  0.392548                 NaN  0.924790                 NaN            NaN  0.701252                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.0108                 NaN            NaN  0.382464                 NaN  0.919006                 NaN            NaN  0.687685                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.0451                 NaN            NaN  0.372364                 NaN  0.909150                 NaN            NaN  0.673391                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.0754                 NaN            NaN  0.363295                 NaN  0.900687                 NaN            NaN  0.660590                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.1075                 NaN            NaN  0.354108                 NaN  0.890941                 NaN            NaN  0.647402                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.1382                 NaN            NaN  0.345523                 NaN  0.881430                 NaN            NaN  0.634843                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.1630                 NaN            NaN  0.334866                 NaN  0.879082                 NaN            NaN  0.623099                 NaN            NaN            NaN            NaN
  1335.84        2500.00        98.0382                 NaN            NaN  0.322788                 NaN  0.931241                 NaN            NaN  0.654803       0.529643E-001            NaN            NaN            NaN
  1333.33        2500.00        97.9974                 NaN            NaN  0.311970                 NaN  0.948485                 NaN            NaN  0.663004       0.791775E-001            NaN            NaN            NaN
  1330.83        2500.00        98.0433                 NaN            NaN  0.304078                 NaN  0.929060                 NaN            NaN  0.647135       0.763946E-001            NaN            NaN            NaN
  1328.32        2500.00        98.0871                 NaN            NaN  0.298432                 NaN  0.908515                 NaN            NaN  0.632149       0.738364E-001            NaN            NaN            NaN
  1325.81        2500.00        98.1329                 NaN            NaN  0.292699                 NaN  0.886222                 NaN            NaN  0.617008       0.711824E-001            NaN            NaN            NaN
  1323.31        2500.00        98.1782                 NaN            NaN  0.281792                 NaN  0.870814                 NaN            NaN  0.600817       0.684123E-001            NaN            NaN            NaN
  1320.80        2500.00        98.2168                 NaN            NaN  0.274762                 NaN  0.854961                 NaN            NaN  0.587479       0.660392E-001            NaN            NaN            NaN
  1318.30        2500.00        98.2583                 NaN            NaN  0.266922                 NaN  0.838123                 NaN            NaN  0.573115       0.635833E-001            NaN            NaN            NaN
  1315.79        2500.00        98.2965                 NaN            NaN  0.258643                 NaN  0.824061                 NaN            NaN  0.559624       0.612115E-001            NaN            NaN            NaN
  1313.28        2500.00        98.3344                 NaN            NaN  0.250118                 NaN  0.810290                 NaN            NaN  0.546299       0.588791E-001            NaN            NaN            NaN
  1310.78        2500.00        98.3732                 NaN            NaN  0.241779                 NaN  0.795515                 NaN            NaN  0.532945       0.566076E-001            NaN            NaN            NaN
  1308.27        2500.00        98.4101                 NaN            NaN  0.233947                 NaN  0.781361                 NaN            NaN  0.520119       0.544494E-001            NaN            NaN            NaN
  1305.76        2500.00        98.4450                 NaN            NaN  0.226433                 NaN  0.768341                 NaN            NaN  0.507891       0.523404E-001            NaN            NaN            NaN
  1303.26        2500.00        98.4815                 NaN            NaN  0.218226                 NaN  0.754710                 NaN            NaN  0.495300       0.502681E-001            NaN            NaN            NaN
  1300.75        2500.00        98.5136                 NaN            NaN  0.209826                 NaN  0.744501                 NaN            NaN  0.483832       0.482028E-001            NaN            NaN            NaN
  1298.25        2500.00        98.5509                 NaN            NaN  0.201263                 NaN  0.730182                 NaN            NaN  0.471433       0.462270E-001            NaN            NaN            NaN
  1295.74        2500.00        86.1811                 NaN            NaN  0.776899                 NaN   3.06521                 NaN            NaN   2.14515       0.282760        7.54893                 NaN            NaN
  1293.23        2500.00        73.9393                 NaN            NaN   1.24683                 NaN   5.55264                 NaN            NaN   3.78085       0.498330        14.9821                 NaN            NaN
  1290.73        2500.00        79.1304                 NaN            NaN  0.906860                 NaN   4.67792                 NaN            NaN   3.05355       0.387832        11.8434                 NaN            NaN
  1288.22        2500.00        82.6521                 NaN            NaN  0.648924                 NaN   4.10965                 NaN            NaN   2.55579       0.312326        9.72116                 NaN            NaN
  1285.71        2500.00        85.0787                 NaN            NaN  0.425424                 NaN   3.77937                 NaN            NaN   2.20855       0.257569        8.25039                 NaN            NaN
  1283.21        2500.00        83.3426                 NaN            NaN  0.216410                 NaN   4.62813                 NaN            NaN   2.46431       0.264703        9.08381                 NaN            NaN
  1280.70        2500.00        90.9353                 NaN            NaN            NaN            NaN   2.79792                 NaN            NaN   1.33678       0.138352        4.79165                 NaN            NaN
  1278.20        2500.00        88.5900                 NaN            NaN            NaN            NaN   1.45494        1.97404                 NaN   1.72001       0.160472        6.10060                 NaN            NaN
  1275.69        2500.00        92.5488                 NaN            NaN            NaN            NaN  0.356631        1.50736                 NaN   1.24717       0.177310        4.16272                 NaN            NaN
  1273.18        2500.00        90.9868                 NaN            NaN            NaN            NaN   2.03281        1.01454                 NaN   1.22487       0.630750E-001   4.67790                 NaN            NaN
  1270.68        2500.00        88.2043                 NaN            NaN            NaN            NaN   3.05976       0.416388                 NaN   1.79727       0.154146        6.36810                 NaN            NaN
  1268.17        2500.00        96.7544                 NaN            NaN            NaN            NaN   1.19782                 NaN            NaN  0.443072       0.571506E-001   1.54752                 NaN            NaN
  1265.66        2500.00        92.8240                 NaN            NaN            NaN            NaN  0.433788       0.570931E-001   1.44956        1.06332       0.115123        4.05715                 NaN            NaN
  1263.16        2500.00        94.4755                 NaN            NaN            NaN            NaN   1.94061                 NaN            NaN  0.832341       0.699172E-001   2.68160                 NaN            NaN
  1260.65        2500.00        94.0947                 NaN            NaN            NaN            NaN   1.71131                 NaN            NaN  0.845441       0.963074E-001   3.25226                 NaN            NaN
  1258.15        2500.00        87.2694                 NaN            NaN  0.565970                 NaN   2.74413                 NaN            NaN   2.02603       0.191309        7.20318                 NaN            NaN
  1255.64        2500.00        99.9089                 NaN            NaN            NaN            NaN  0.145060E-001            NaN            NaN            NaN  0.742160E-003  0.758623E-001            NaN            NaN
  1253.13        2500.00        99.6531                 NaN            NaN            NaN            NaN  0.338359                 NaN            NaN            NaN            NaN  0.850163E-002            NaN            NaN
  1250.63        2500.00        96.6683                 NaN            NaN            NaN            NaN   1.18466                 NaN            NaN  0.519756       0.281613E-001   1.59915                 NaN            NaN
  1248.12        2500.00        94.5660                 NaN            NaN            NaN            NaN  0.163985                 NaN            NaN  0.362432       0.960085E-001   2.92886        1.88275                 NaN
  1245.61        2500.00        60.7012                 NaN            NaN            NaN            NaN   7.19178                 NaN            NaN   4.23147       0.215902        16.0718        11.5878                 NaN
  1243.11        2500.00        76.4723                 NaN            NaN            NaN            NaN   3.28713       0.162914E-005            NaN   2.14721       0.195378        10.1991        7.69885                 NaN
  1240.60        2500.00        78.6328                 NaN            NaN            NaN            NaN  0.387434        3.34298                 NaN   2.30780       0.954194E-001   8.70161        6.53199                 NaN
  1238.10        2500.00        80.3877                 NaN            NaN            NaN            NaN   2.97768                 NaN            NaN   1.91840       0.126920        8.34553        6.24381                 NaN
  1235.59        2500.00        79.7439                 NaN            NaN            NaN            NaN   1.57140        1.35064                 NaN   1.98703       0.122781        8.70248        6.52180                 NaN
  1233.08        2500.00        77.7345                 NaN            NaN            NaN            NaN   3.21187                 NaN            NaN   2.05437       0.145609        9.71567        7.13801                 NaN
  1230.58        2500.00        70.2275                 NaN            NaN            NaN            NaN   1.97047        1.91853                 NaN   2.66805       0.182345        13.4194        9.61370                 NaN
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN   4.25938        7.45503                 NaN   8.44049       0.601538        46.2744        32.9692                 NaN
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN   3.66533        8.05393                 NaN   8.44926       0.600214        46.2594        32.9718                 NaN
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN   3.53293        8.18878                 NaN   8.45679       0.599252        46.2486        32.9736                 NaN
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN   3.16689        8.55874                 NaN   8.46271       0.598619        46.2360        32.9771                 NaN
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN   3.40134        8.32622                 NaN   8.47418       0.596738        46.2240        32.9775                 NaN
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN   2.86355        8.86882                 NaN   8.47944       0.596281        46.2119        32.9800                 NaN
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN   11.7364                 NaN            NaN   8.48861       0.594464        46.1990        32.9815                 NaN
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN   2.78248        8.95688                 NaN   8.49683       0.593473        46.1869        32.9835                 NaN
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN   2.25078        9.49174                 NaN   8.50460       0.592338        46.1752        32.9853                 NaN
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN   1.99979        9.74527                 NaN   8.51300       0.591200        46.1637        32.9870                 NaN
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN   1.76984        9.97864                 NaN   8.51977       0.590140        46.1526        32.9890                 NaN
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN   1.65877        10.0932                 NaN   8.52676       0.589089        46.1412        32.9910                 NaN
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN   1.75802        9.99704                 NaN   8.53327       0.587675        46.1303        32.9937                 NaN
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN   1.54198        10.2158                 NaN   8.54186       0.586897        46.1187        32.9947                 NaN
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN   11.7598                 NaN            NaN   8.57518       0.585295        46.0848        32.9949                 NaN
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN   11.7814                 NaN            NaN   8.55295       0.581904        46.0811        33.0026                 NaN
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN  0.508641        11.2627                 NaN   8.56760       0.582589        46.0769        33.0015                 NaN
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN  0.337964        11.4369                 NaN   8.57510       0.581383        46.0651        33.0035                 NaN
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN   11.7764                 NaN            NaN   8.58995       0.581956        46.0462        33.0055                 NaN
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN   11.7835                 NaN            NaN   8.59259       0.580200        46.0344        33.0093                 NaN
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN  0.461830        11.3220                 NaN   8.59490       0.578104        46.0334        33.0098                 NaN
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN   11.7917                 NaN            NaN   8.60671       0.576610        46.0127        33.0123                 NaN
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN   11.7958                 NaN            NaN   8.61366       0.575728        46.0000        33.0149                 NaN
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN   11.7999                 NaN            NaN   8.62066       0.574809        45.9874        33.0173                 NaN
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN   11.8030                 NaN            NaN   8.62704       0.573692        45.9770        33.0193                 NaN
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN   11.8072                 NaN            NaN   8.63372       0.572794        45.9645        33.0218                 NaN
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN   11.8063                 NaN            NaN   8.63818       0.570986        45.9625        33.0221                 NaN
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN   11.8154                 NaN            NaN   8.64582       0.571172        45.9408        33.0268                 NaN
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN   11.7952                 NaN            NaN   8.64621       0.572650        45.9639        33.0221                 NaN
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN   11.8225                 NaN            NaN   8.65680       0.569412        45.9199        33.0314                 NaN
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN   11.8256                 NaN            NaN   8.66246       0.568358        45.9101        33.0335                 NaN
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN   11.8288                 NaN            NaN   8.66804       0.567319        45.9001        33.0357                 NaN
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN   11.8319                 NaN            NaN   8.67587       0.565445        45.8897        33.0371                 NaN
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN   11.8339                 NaN            NaN   8.68775       0.562108        45.8790        33.0373                 NaN
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN   11.8381                 NaN            NaN   8.69456       0.560806        45.8669        33.0396                 NaN
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN   11.8415                 NaN            NaN   8.69438       0.562230        45.8588        33.0431                 NaN
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN   11.8271                 NaN            NaN   8.69737       0.563552        45.8716        33.0403                 NaN
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN   11.8504                 NaN            NaN   8.70430       0.559752        45.8373        33.0483                 NaN
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN   11.8363                 NaN            NaN   8.70656       0.561188        45.8507        33.0452                 NaN
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN   11.8590                 NaN            NaN   8.72472       0.554838        45.8097        33.0517                 NaN
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN   11.8511                 NaN            NaN   8.72870       0.555818        45.8144        33.0501                 NaN
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN   11.8639                 NaN            NaN   8.73662       0.554301        45.7894        33.0558                 NaN
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN   11.8546                 NaN            NaN   8.73875       0.554028        45.7997        33.0529                 NaN
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN   11.8794                 NaN            NaN   8.75770       0.548256        45.7540        33.0607                 NaN
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN   11.8834                 NaN            NaN   8.76399       0.546923        45.7428        33.0629                 NaN
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN   11.9206                 NaN            NaN   8.76984       0.542733        45.6909        33.0759                 NaN
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN   9.19425        2.76920                 NaN   8.74583       0.542873        45.6525        33.0953                 NaN
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN   9.27445        2.69098                 NaN   8.74417       0.543326        45.6489        33.0981                 NaN
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN   9.23976        2.72584                 NaN   8.74608       0.542805        45.6460        33.0995                 NaN
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN   9.29600        2.67313                 NaN   8.74767       0.541300        45.6402        33.1016                 NaN
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN   2.67356        9.28788                 NaN   8.74436       0.543304        45.6473        33.1036                 NaN
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN   9.42617        2.54510                 NaN   8.74820       0.541469        45.6325        33.1066                 NaN
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN   2.67361        9.28670                 NaN   8.74431       0.543268        45.6454        33.1067                 NaN
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN   11.9538                 NaN            NaN   8.79128       0.535821        45.6282        33.0908                 NaN
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN   11.9554                 NaN            NaN   8.79727       0.534769        45.6202        33.0923                 NaN
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN   11.9573                 NaN            NaN   8.80354       0.533641        45.6117        33.0939                 NaN
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN   11.9599                 NaN            NaN   8.80920       0.532470        45.6026        33.0958                 NaN
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN  0.718280        10.6319                 NaN   8.67726       0.553882        45.8515        33.0697       0.497459     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN   11.9636       0.106887E-005            NaN   8.82504       0.529735        45.5831        33.0986                 NaN
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN   9.80540        2.16905                 NaN   8.75059       0.540834        45.6115        33.1226                 NaN
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN   9.82804        2.14696                 NaN   8.75154       0.540514        45.6085        33.1245                 NaN
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN   11.9716                 NaN            NaN   8.86357       0.522918        45.5401        33.1017                 NaN
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN   11.9758                 NaN            NaN   8.87537       0.520868        45.5249        33.1031                 NaN
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN   11.9686                 NaN            NaN   8.88792       0.520022        45.5218        33.1017                 NaN
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN   11.9847                 NaN            NaN   8.90097       0.516116        45.4914        33.1068                 NaN
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN   2.12412       0.847188        8.85521        8.78544       0.552202        45.7493        33.0865                 NaN
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN   2.06603        1.08513        8.69117        8.80510       0.547946        45.7139        33.0907                 NaN
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN   4.51015        7.35228                 NaN   8.80975       0.544537        45.6882        33.0951                 NaN
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN   4.50994        7.35193                 NaN   8.80973       0.544518        45.6872        33.0967                 NaN
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN  0.232121        11.7991                 NaN   8.94809       0.503867        45.3900        33.1268                 NaN
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN   12.0257                 NaN            NaN   8.94596       0.505333        45.3945        33.1286                 NaN
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN  0.826203        11.2131                 NaN   8.95721       0.502238        45.3659        33.1354                 NaN
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN  0.504675        11.5436                 NaN   8.96831       0.499032        45.3477        33.1367                 NaN
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN   8.67833        3.24197                 NaN   8.86391       0.532093        45.5640        33.1197                 NaN
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN   8.62107        3.31696                 NaN   8.88427       0.527571        45.5254        33.1247                 NaN
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN   8.65303        3.28556                 NaN   8.88502       0.527416        45.5223        33.1267                 NaN
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN   11.1854       0.884001                 NaN   8.98791       0.494747        45.2966        33.1513                 NaN
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN   1.30315        10.7615                 NaN   8.98533       0.495505        45.3038        33.1507                 NaN
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN   8.74248        3.19775                 NaN   8.88722       0.526965        45.5129        33.1327                 NaN
