|6.6.6
Archiving\03_Data\DfracLP/QFM/T13/T13_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       O(HP)          O(HP)          Sp(TH)         Sp(TH)         Opx(TH)        pxmn           Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1496.24        500.000        98.9951       0.384710E-001            NaN            NaN            NaN  0.966427                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.0007       0.316697E-001            NaN            NaN            NaN  0.967638                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.0134       0.330958E-001            NaN            NaN            NaN  0.953540                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.0196       0.271260E-001            NaN            NaN            NaN  0.953314                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.0296       0.271957E-001            NaN            NaN            NaN  0.943232                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.2058       0.219170E-001            NaN            NaN            NaN  0.772325                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        98.8746       0.186693E-001            NaN            NaN            NaN   1.10673                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.0546       0.152574E-001            NaN            NaN            NaN  0.930099                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.0619       0.149205E-001            NaN            NaN            NaN  0.923223                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.3905       0.948381E-002            NaN            NaN            NaN  0.600060                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.7131       0.304564E-001            NaN            NaN            NaN  0.256460                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.1250       0.124700E-001            NaN            NaN            NaN   1.86258                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.0939       0.298207E-001            NaN            NaN            NaN  0.876275                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.0942                 NaN            NaN            NaN            NaN  0.905804                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.0163       0.246468                 NaN            NaN            NaN  0.737206                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.2332                 NaN            NaN            NaN            NaN  0.766848                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.1147       0.472400E-005            NaN            NaN            NaN  0.885280                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.1188                 NaN            NaN            NaN            NaN  0.881230                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.1226                 NaN            NaN            NaN            NaN  0.877377                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.1288                 NaN            NaN            NaN            NaN  0.871222                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.1332                 NaN            NaN            NaN            NaN  0.866834                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.1400                 NaN            NaN            NaN            NaN  0.860005                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        99.1413                 NaN            NaN            NaN            NaN  0.858734                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        99.1470                 NaN            NaN            NaN            NaN  0.853023                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        99.1502                 NaN            NaN            NaN            NaN  0.849819                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        99.1523                 NaN            NaN            NaN            NaN  0.847665                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        99.0322                 NaN            NaN            NaN            NaN  0.787275                 NaN  0.180522                 NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        98.3016                 NaN            NaN            NaN            NaN  0.432228                 NaN   1.26622                 NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        98.3217                 NaN            NaN            NaN            NaN  0.425230                 NaN   1.25304                 NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        98.3403                 NaN            NaN            NaN            NaN  0.418888                 NaN   1.24084                 NaN            NaN            NaN            NaN            NaN
  1421.05        500.000        98.3568                 NaN            NaN            NaN            NaN  0.411627                 NaN   1.23159                 NaN            NaN            NaN            NaN            NaN
  1418.55        500.000        98.3755                 NaN            NaN            NaN            NaN  0.407213                 NaN   1.21728                 NaN            NaN            NaN            NaN            NaN
  1416.04        500.000        98.3877                 NaN            NaN            NaN            NaN  0.400448                 NaN   1.21186                 NaN            NaN            NaN            NaN            NaN
  1413.53        500.000        98.4093                 NaN            NaN            NaN            NaN  0.392118                 NaN   1.19863                 NaN            NaN            NaN            NaN            NaN
  1411.03        500.000        98.4202                 NaN            NaN            NaN            NaN  0.388919                 NaN   1.19089                 NaN            NaN            NaN            NaN            NaN
  1408.52        500.000        98.4346                 NaN            NaN            NaN            NaN  0.383347                 NaN   1.18204                 NaN            NaN            NaN            NaN            NaN
  1406.02        500.000        98.4464       0.457652E-005            NaN            NaN            NaN  0.378310                 NaN   1.17530                 NaN            NaN            NaN            NaN            NaN
  1403.51        500.000        98.4604       0.103135E-001            NaN            NaN            NaN  0.360766                 NaN   1.16848                 NaN            NaN            NaN            NaN            NaN
  1401.00        500.000        98.4608       0.139676E-001            NaN            NaN            NaN  0.220342                 NaN  0.179520        1.12533                 NaN            NaN            NaN            NaN
  1398.50        500.000        98.4545       0.237436E-001            NaN            NaN            NaN            NaN            NaN  0.466834        1.05491                 NaN            NaN            NaN            NaN
  1395.99        500.000        98.4630       0.231159E-001            NaN            NaN            NaN            NaN            NaN  0.465436        1.04848                 NaN            NaN            NaN            NaN
  1393.48        500.000        97.7586       0.212923                 NaN            NaN            NaN            NaN            NaN  0.555041        1.13282       0.340583                 NaN            NaN            NaN
  1390.98        500.000        96.3417       0.616330                 NaN            NaN            NaN            NaN            NaN  0.705702        1.30728        1.02894                 NaN            NaN            NaN
  1388.47        500.000        96.4273       0.633379                 NaN            NaN            NaN            NaN            NaN   1.29035       0.642647        1.00629                 NaN            NaN            NaN
  1385.96        500.000        96.4610       0.660741                 NaN            NaN            NaN            NaN            NaN   1.29790       0.580424       0.999966                 NaN            NaN            NaN
  1383.46        500.000        96.6243       0.655369                 NaN            NaN            NaN            NaN            NaN  0.524933        1.24463       0.950805                 NaN            NaN            NaN
  1380.95        500.000        96.6382       0.685127                 NaN            NaN            NaN            NaN            NaN   1.25694       0.470416       0.949356                 NaN            NaN            NaN
  1378.45        500.000        96.7179       0.699539                 NaN            NaN            NaN            NaN            NaN   1.24118       0.414260       0.927122                 NaN            NaN            NaN
  1375.94        500.000        96.7703       0.719747                 NaN            NaN            NaN            NaN            NaN  0.360752        1.23564       0.913545                 NaN            NaN            NaN
  1373.43        500.000        96.8444       0.732457                 NaN            NaN            NaN            NaN            NaN   1.22238       0.308217       0.892573                 NaN            NaN            NaN
  1370.93        500.000        96.8977       0.750608                 NaN            NaN            NaN            NaN            NaN  0.257729        1.21557       0.878433                 NaN            NaN            NaN
  1368.42        500.000        96.9533       0.766054                 NaN            NaN            NaN            NaN            NaN  0.209051        1.20859       0.863003                 NaN            NaN            NaN
  1365.91        500.000        97.0050       0.782039                 NaN            NaN            NaN            NaN            NaN   1.20407       0.159920       0.848997                 NaN            NaN            NaN
  1363.41        500.000        97.0590       0.795299                 NaN            NaN            NaN            NaN            NaN  0.117194        1.19484       0.833657                 NaN            NaN            NaN
  1360.90        500.000        97.1162       0.808721                 NaN            NaN            NaN            NaN            NaN   1.18573       0.712553E-001  0.818049                 NaN            NaN            NaN
  1358.40        500.000        97.1619       0.822542                 NaN            NaN            NaN            NaN            NaN  0.307806E-001   1.17985       0.804956                 NaN            NaN            NaN
  1355.89        500.000        97.2126       0.829246                 NaN            NaN            NaN            NaN            NaN   1.16751                 NaN  0.790688                 NaN            NaN            NaN
  1353.38        500.000        97.2476       0.824141                 NaN            NaN            NaN            NaN            NaN   1.15032                 NaN  0.777923                 NaN            NaN            NaN
  1350.88        500.000        97.2936       0.816525                 NaN            NaN            NaN            NaN            NaN   1.12712                 NaN  0.762787                 NaN            NaN            NaN
  1348.37        500.000        97.1757       0.722916                 NaN  0.107859                 NaN            NaN            NaN   1.22531                 NaN  0.768249                 NaN            NaN            NaN
  1345.86        500.000        96.0075                 NaN            NaN  0.785006                 NaN            NaN            NaN  0.652253        1.64080       0.914483                 NaN            NaN            NaN
  1343.36        500.000        96.1519                 NaN            NaN  0.762669                 NaN            NaN            NaN  0.617196        1.58353       0.884715                 NaN            NaN            NaN
  1340.85        500.000        96.2935                 NaN            NaN  0.741690                 NaN            NaN            NaN   1.53468       0.574906       0.855233                 NaN            NaN            NaN
  1338.35        500.000        96.4310                 NaN            NaN  0.720465                 NaN            NaN            NaN   1.48613       0.535866       0.826516                 NaN            NaN            NaN
  1335.84        500.000        96.5620                 NaN            NaN  0.699735                 NaN            NaN            NaN   1.43894       0.500243       0.799117                 NaN            NaN            NaN
  1333.33        500.000        96.6868                 NaN            NaN  0.679796                 NaN            NaN            NaN   1.39331       0.467172       0.772908                 NaN            NaN            NaN
  1330.83        500.000        96.8057                 NaN            NaN  0.660640                 NaN            NaN            NaN   1.34977       0.435953       0.747894                 NaN            NaN            NaN
  1328.32        500.000        96.9182                 NaN            NaN  0.642530                 NaN            NaN            NaN   1.30811       0.407058       0.724082                 NaN            NaN            NaN
  1325.81        500.000        97.0250                 NaN            NaN  0.624518                 NaN            NaN            NaN  0.380644        1.26845       0.701400                 NaN            NaN            NaN
  1323.31        500.000        97.1269                 NaN            NaN  0.608255                 NaN            NaN            NaN  0.354380        1.23067       0.679769                 NaN            NaN            NaN
  1320.80        500.000        97.2282                 NaN            NaN  0.591441                 NaN            NaN            NaN   1.19173       0.330647       0.657944                 NaN            NaN            NaN
  1318.30        500.000        97.3201                 NaN            NaN  0.575103                 NaN            NaN            NaN   1.15598       0.310638       0.638222                 NaN            NaN            NaN
  1315.79        500.000        97.4100                 NaN            NaN  0.560108                 NaN            NaN            NaN  0.289830        1.12129       0.618789                 NaN            NaN            NaN
  1313.28        500.000        97.4959                 NaN            NaN  0.545175                 NaN            NaN            NaN  0.271422        1.08739       0.600087                 NaN            NaN            NaN
  1310.78        500.000        97.5780                 NaN            NaN  0.530284                 NaN            NaN            NaN  0.254505        1.05507       0.582150                 NaN            NaN            NaN
  1308.27        500.000        97.6564                 NaN            NaN  0.515248                 NaN            NaN            NaN  0.239343        1.02419       0.564793                 NaN            NaN            NaN
  1305.76        500.000        97.7349                 NaN            NaN  0.502948                 NaN            NaN            NaN  0.992541       0.221960       0.547651                 NaN            NaN            NaN
  1303.26        500.000        97.8092                 NaN            NaN  0.488738                 NaN            NaN            NaN  0.208735       0.962231       0.531073                 NaN            NaN            NaN
  1300.75        500.000        97.3887                 NaN            NaN  0.658565                 NaN            NaN            NaN   1.26515       0.146069E-001  0.673002                 NaN            NaN            NaN
  1298.25        500.000        98.4499                 NaN            NaN  0.288156                 NaN            NaN            NaN  0.573796       0.349561       0.338541                 NaN            NaN            NaN
  1295.74        500.000        98.0158                 NaN            NaN  0.449170                 NaN            NaN            NaN  0.173548       0.876719       0.484811                 NaN            NaN            NaN
  1293.23        500.000        98.0801                 NaN            NaN  0.436603                 NaN            NaN            NaN  0.849433       0.163539       0.470276                 NaN            NaN            NaN
  1290.73        500.000        98.1410                 NaN            NaN  0.423361                 NaN            NaN            NaN  0.823056       0.156396       0.456235                 NaN            NaN            NaN
  1288.22        500.000        98.2026                 NaN            NaN  0.411823                 NaN            NaN            NaN  0.796629       0.146714       0.442203                 NaN            NaN            NaN
  1285.71        500.000        98.2444                 NaN            NaN  0.402115                 NaN            NaN            NaN  0.776803       0.142945       0.433705                 NaN            NaN            NaN
  1283.21        500.000        98.3335                 NaN            NaN  0.384677                 NaN            NaN            NaN  0.739768       0.131162       0.410879                 NaN            NaN            NaN
  1280.70        500.000        98.3718                 NaN            NaN  0.376211                 NaN            NaN            NaN  0.722598       0.126319       0.403086                 NaN            NaN            NaN
  1278.20        500.000        98.4252                 NaN            NaN  0.364552                 NaN            NaN            NaN  0.699145       0.120509       0.390610                 NaN            NaN            NaN
  1275.69        500.000        98.4766                 NaN            NaN  0.353230                 NaN            NaN            NaN  0.676166       0.115432       0.378600                 NaN            NaN            NaN
  1273.18        500.000        98.5259                 NaN            NaN  0.342244                 NaN            NaN            NaN  0.653503       0.111319       0.367016                 NaN            NaN            NaN
  1270.68        500.000        98.5744                 NaN            NaN  0.331152                 NaN            NaN            NaN  0.632021       0.106910       0.355536                 NaN            NaN            NaN
  1268.17        500.000        98.6213                 NaN            NaN  0.320346                 NaN            NaN            NaN  0.610386       0.103658       0.344352                 NaN            NaN            NaN
  1265.66        500.000        98.6666                 NaN            NaN  0.310176                 NaN            NaN            NaN  0.590218       0.994058E-001  0.333594                 NaN            NaN            NaN
  1263.16        500.000        98.7096                 NaN            NaN  0.299711                 NaN            NaN            NaN  0.569810       0.974825E-001  0.323425                 NaN            NaN            NaN
  1260.65        500.000        98.7525                 NaN            NaN  0.289319                 NaN            NaN            NaN  0.550209       0.950646E-001  0.312929                 NaN            NaN            NaN
  1258.15        500.000        98.7936                 NaN            NaN  0.279634                 NaN            NaN            NaN  0.530887       0.925869E-001  0.303285                 NaN            NaN            NaN
  1255.64        500.000        98.8322                 NaN            NaN  0.269891                 NaN            NaN            NaN  0.512851       0.912346E-001  0.293773                 NaN            NaN            NaN
  1253.13        500.000        98.8704                 NaN            NaN  0.260403                 NaN            NaN            NaN  0.896195E-001  0.494956       0.284577                 NaN            NaN            NaN
  1250.63        500.000        98.9086                 NaN            NaN  0.251417                 NaN            NaN            NaN  0.869597E-001  0.477796       0.275220                 NaN            NaN            NaN
  1248.12        500.000        98.9431                 NaN            NaN  0.242529                 NaN            NaN            NaN  0.461070       0.863157E-001  0.266967                 NaN            NaN            NaN
  1245.61        500.000        98.9779                 NaN            NaN  0.233888                 NaN            NaN            NaN  0.444542       0.851708E-001  0.258542                 NaN            NaN            NaN
  1243.11        500.000        99.0109                 NaN            NaN  0.224987                 NaN            NaN            NaN  0.843685E-001  0.429405       0.250338                 NaN            NaN            NaN
  1240.60        500.000        99.0426                 NaN            NaN  0.217080                 NaN            NaN            NaN  0.835192E-001  0.414185       0.242589                 NaN            NaN            NaN
  1238.10        500.000        99.0742                 NaN            NaN  0.208912                 NaN            NaN            NaN  0.825402E-001  0.399452       0.234927                 NaN            NaN            NaN
  1235.59        500.000        96.8863                 NaN            NaN  0.291687                 NaN            NaN            NaN  0.347329       0.556584       0.430636        1.48744                 NaN            NaN
  1233.08        500.000        95.9208                 NaN            NaN  0.326343                 NaN            NaN            NaN  0.617389       0.447385       0.508742        2.17935                 NaN            NaN
  1230.58        500.000        96.1544                 NaN            NaN  0.314332                 NaN            NaN            NaN  0.398860       0.588889       0.477272        2.06620                 NaN            NaN
  1228.07        500.000        96.1058                 NaN            NaN  0.339336                 NaN            NaN            NaN  0.355145       0.599856       0.482604        2.11730                 NaN            NaN
  1225.56        500.000        96.5391                 NaN            NaN  0.283481                 NaN            NaN            NaN  0.329980       0.542951       0.424383        1.88013                 NaN            NaN
  1223.06        500.000        96.9944                 NaN            NaN  0.267045                 NaN            NaN            NaN  0.254026       0.482505       0.363192        1.63886                 NaN            NaN
  1220.55        500.000        96.8620                 NaN            NaN  0.275097                 NaN            NaN            NaN  0.241369       0.508825       0.379727        1.73298                 NaN            NaN
  1218.05        500.000        96.2624                 NaN            NaN  0.693928E-002            NaN            NaN            NaN  0.267038E-001   1.26127       0.469291        1.97340                 NaN            NaN
  1215.54        500.000        97.7266                 NaN            NaN  0.276121                 NaN            NaN            NaN  0.398703                 NaN  0.268344        1.33022                 NaN            NaN
  1213.03        500.000        74.2926                 NaN            NaN   1.50086                 NaN            NaN            NaN   2.33969                 NaN   2.15864        10.0120        9.69621                 NaN
  1210.53        500.000        64.3480                 NaN            NaN   1.97319                 NaN            NaN            NaN   2.96580                 NaN   2.94034        13.6375        14.1352                 NaN
  1208.02        500.000        71.9029                 NaN            NaN   1.55571                 NaN            NaN            NaN   2.26603                 NaN   2.30823        10.7811        11.1861                 NaN
  1205.51        500.000        75.2819                 NaN            NaN   1.32365                 NaN            NaN            NaN   2.11407                 NaN   2.02458        9.45400        9.80178                 NaN
  1203.01        500.000        77.3569                 NaN            NaN  0.344091       0.859819                 NaN            NaN   1.81583                 NaN   1.84837        8.68252        9.09247                 NaN
  1200.50        500.000        74.7317                 NaN            NaN  0.995609E-001   1.28135                 NaN            NaN   1.76535                 NaN   2.09149        10.0332        9.99734                 NaN
  1197.99        500.000        91.8795                 NaN            NaN  0.380616                 NaN            NaN            NaN   1.02334                 NaN  0.591430        2.80127        3.32381                 NaN
  1195.49        500.000        84.8673                 NaN            NaN  0.755865                 NaN            NaN            NaN   1.24639                 NaN   1.21314        5.89676        6.02056                 NaN
  1192.98        500.000        83.3174                 NaN            NaN  0.803132                 NaN            NaN            NaN   1.33034                 NaN   1.32263        6.53307        6.69343                 NaN
  1190.48        500.000        82.7470                 NaN            NaN  0.803390                 NaN            NaN            NaN   1.34341                 NaN   1.34578        6.84801        6.91243                 NaN
  1187.97        500.000        75.3593                 NaN            NaN   1.08472                 NaN            NaN            NaN   1.74733                 NaN   1.86130        10.0173        9.93009                 NaN
  1185.46        500.000                 NaN            NaN            NaN   3.97070                 NaN            NaN            NaN   6.23210                 NaN   7.15252        42.0459        40.5988                 NaN
  1182.96        500.000                 NaN            NaN            NaN   3.96799                 NaN            NaN            NaN   6.23382                 NaN   7.16210        42.0368        40.5993                 NaN
  1180.45        500.000                 NaN            NaN            NaN   3.95450                 NaN            NaN            NaN   6.22406                 NaN   7.15931        42.0291        40.6088       0.242533E-001
  1177.94        500.000                 NaN            NaN            NaN   3.94670                 NaN            NaN            NaN   6.22734                 NaN   7.15993        42.0281        40.6081       0.297953E-001
  1175.44        500.000                 NaN            NaN            NaN   3.94478                 NaN            NaN            NaN   6.20581                 NaN   7.17227        42.0238        40.6138       0.395505E-001
  1172.93        500.000                 NaN            NaN            NaN   3.93177                 NaN            NaN            NaN   6.20663                 NaN   7.17480        42.0190        40.6148       0.530061E-001
  1170.43        500.000                 NaN            NaN            NaN   3.91549                 NaN            NaN            NaN   6.22129                 NaN   7.17718        42.0107        40.6118       0.636107E-001
  1167.92        500.000                 NaN            NaN            NaN   3.90595                 NaN            NaN            NaN   6.20803                 NaN   7.18018        42.0094        40.6168       0.796676E-001
  1165.41        500.000                 NaN            NaN            NaN   3.89136                 NaN            NaN            NaN   6.20942                 NaN   7.18230        42.0043        40.6178       0.947692E-001
  1162.91        500.000                 NaN            NaN            NaN   3.87862                 NaN            NaN            NaN   6.20975                 NaN   7.18554        41.9994        40.6188       0.107825     
  1160.40        500.000                 NaN            NaN            NaN   3.86463                 NaN            NaN            NaN   6.21173                 NaN   7.18875        41.9938        40.6196       0.121559     
  1157.89        500.000                 NaN            NaN            NaN   3.85241                 NaN            NaN            NaN   6.21132                 NaN   7.19093        41.9895        40.6210       0.134922     
  1155.39        500.000                 NaN            NaN            NaN   3.83883                 NaN            NaN            NaN   6.21272                 NaN   7.19322        41.9842        40.6221       0.148954     
  1152.88        500.000                 NaN            NaN            NaN   3.82627                 NaN            NaN            NaN   6.21241                 NaN   7.19661        41.9795        40.6232       0.162050     
  1150.38        500.000                 NaN            NaN            NaN   3.81547                 NaN            NaN            NaN   6.20988                 NaN   7.19794        41.9769        40.6248       0.174998     
  1147.87        500.000                 NaN            NaN            NaN   3.80503                 NaN            NaN            NaN   6.20689                 NaN   7.19902        41.9748        40.6265       0.187825     
  1145.36        500.000                 NaN            NaN            NaN   3.81247                 NaN            NaN            NaN   6.17794                 NaN   7.18594        41.9975        40.6303       0.195888     
  1142.86        500.000                 NaN            NaN            NaN   3.80075                 NaN            NaN            NaN   6.17679                 NaN   7.18835        41.9934        40.6318       0.208942     
  1140.35        500.000                 NaN            NaN            NaN   3.78829                 NaN            NaN            NaN   6.17604                 NaN   7.19048        41.9894        40.6332       0.222642     
  1137.84        500.000                 NaN            NaN            NaN   3.75891                 NaN            NaN            NaN   6.20026                 NaN   7.20679        41.9609        40.6326       0.240512     
  1135.34        500.000                 NaN            NaN            NaN   3.76499                 NaN            NaN            NaN   6.17373                 NaN   7.19523        41.9809        40.6364       0.248759     
  1132.83        500.000                 NaN            NaN            NaN   3.73754                 NaN            NaN            NaN   6.19710                 NaN   7.21067        41.9534        40.6360       0.265292     
  1130.33        500.000                 NaN            NaN            NaN   3.72621                 NaN            NaN            NaN   6.19472                 NaN   7.21246        41.9504        40.6376       0.278619     
  1127.82        500.000                 NaN            NaN            NaN   3.71630                 NaN            NaN            NaN   6.19377                 NaN   7.21411        41.9465        40.6393       0.290038     
  1125.31        500.000                 NaN            NaN            NaN   3.82411                 NaN            NaN            NaN   1.31326        4.45468        7.16351        42.1681        40.7118       0.364561     
  1122.81        500.000                 NaN            NaN            NaN   3.69507                 NaN            NaN            NaN   6.19085                 NaN   7.21804        41.9395        40.6422       0.314331     
  1120.30        500.000                 NaN            NaN            NaN   3.68637                 NaN            NaN            NaN   6.18631                 NaN   7.21903        41.9374        40.6446       0.326219     
  1117.79        500.000                 NaN            NaN            NaN   3.67641                 NaN            NaN            NaN   6.18371                 NaN   7.22113        41.9347        40.6461       0.337938     
  1115.29        500.000                 NaN            NaN            NaN   3.67171                 NaN            NaN            NaN   6.18221                 NaN   7.21502        41.9378        40.6469       0.346388     
  1112.78        500.000                 NaN            NaN            NaN   3.65848                 NaN            NaN            NaN   6.17532                 NaN   7.22331        41.9305        40.6505       0.361905     
  1110.28        500.000                 NaN            NaN            NaN   3.65005                 NaN            NaN            NaN   6.17072                 NaN   7.22380        41.9291        40.6527       0.373649     
  1107.77        500.000                 NaN            NaN            NaN   3.64105                 NaN            NaN            NaN   6.16925                 NaN   7.22663        41.9250        40.6543       0.383810     
  1105.26        500.000                 NaN            NaN            NaN   3.63296                 NaN            NaN            NaN   6.16442                 NaN   7.22684        41.9240        40.6564       0.395395     
  1102.76        500.000                 NaN            NaN            NaN   3.62499                 NaN            NaN            NaN   6.16119                 NaN   7.22760        41.9215        40.6586       0.406110     
  1100.25        500.000                 NaN            NaN            NaN   3.61679                 NaN            NaN            NaN   6.15809                 NaN   7.23036        41.9180        40.6606       0.416181     
  1097.74        500.000                 NaN            NaN            NaN   3.60725                 NaN            NaN            NaN   6.15743                 NaN   7.23350        41.9127        40.6624       0.426721     
  1095.24        500.000                 NaN            NaN            NaN   3.60136                 NaN            NaN            NaN   6.15844                 NaN   7.23410        41.9068        40.6651       0.434246     
  1092.73        500.000                 NaN            NaN            NaN   3.58782                 NaN            NaN            NaN   6.15611                 NaN   7.23878        41.9026        40.6661       0.448641     
  1090.23        500.000                 NaN            NaN            NaN   3.57825                 NaN            NaN            NaN   6.15515                 NaN   7.24188        41.8976        40.6678       0.459301     
  1087.72        500.000                 NaN            NaN            NaN   3.57618                 NaN            NaN            NaN   6.15423                 NaN   7.24197        41.8917        40.6718       0.464136     
  1085.21        500.000                 NaN            NaN            NaN   3.56201                 NaN            NaN            NaN   6.15489                 NaN   7.24613        41.8867        40.6721       0.478165     
  1082.71        500.000                 NaN            NaN            NaN   3.55027                 NaN            NaN            NaN   6.15629                 NaN   7.24744        41.8827        40.6732       0.490107     
  1080.20        500.000                 NaN            NaN            NaN   3.64906                 NaN            NaN            NaN   1.36558        4.38539        7.19635        42.1227        40.7274       0.553470     
  1077.69        500.000                 NaN            NaN            NaN   3.52938                 NaN            NaN            NaN   6.17404                 NaN   7.25779        41.8587        40.6747       0.505384     
  1075.19        500.000                 NaN            NaN            NaN   3.52625                 NaN            NaN            NaN   6.14997                 NaN   7.25907        41.8662        40.6797       0.518799     
  1072.68        500.000                 NaN            NaN            NaN   3.52073                 NaN            NaN            NaN   6.14959                 NaN   7.26185        41.8611        40.6816       0.525147     
  1070.18        500.000                 NaN            NaN            NaN   3.51654                 NaN            NaN            NaN   6.14948                 NaN   7.26282        41.8543        40.6853       0.531566     
  1067.67        500.000                 NaN            NaN            NaN   3.50406                 NaN            NaN            NaN   6.14937                 NaN   7.26775        41.8484        40.6861       0.544340     
  1065.16        500.000                 NaN            NaN            NaN   3.50172                 NaN            NaN            NaN   6.14674                 NaN   7.26901        41.8433        40.6898       0.549386     
  1062.66        500.000                 NaN            NaN            NaN   3.49044                 NaN            NaN            NaN   6.15366                 NaN   7.27353        41.8331        40.6907       0.558600     
  1060.15        500.000                 NaN            NaN            NaN   3.48818                 NaN            NaN            NaN   6.14306                 NaN   7.27566        41.8315        40.6953       0.566378     
  1057.64        500.000                 NaN            NaN            NaN   3.48034                 NaN            NaN            NaN   6.14221                 NaN   7.27696        41.8285        40.6966       0.575454     
  1055.14        500.000                 NaN            NaN            NaN   3.47282                 NaN            NaN            NaN   6.14300                 NaN   7.28133        41.8208        40.6986       0.583410     
  1052.63        500.000                 NaN            NaN            NaN   3.46639                 NaN            NaN            NaN   6.14156                 NaN   7.28451        41.8150        40.7011       0.591421     
  1050.13        500.000                 NaN            NaN            NaN   3.45991                 NaN            NaN            NaN   6.13924                 NaN   7.28763        41.8104        40.7034       0.599419     
  1047.62        500.000                 NaN            NaN            NaN   3.44213                 NaN            NaN            NaN   6.16336                 NaN   7.29544        41.7896        40.7015       0.607963     
  1045.11        500.000                 NaN            NaN            NaN   3.44202                 NaN            NaN            NaN   6.13948                 NaN   7.29563        41.7979        40.7065       0.618454     
  1042.61        500.000                 NaN            NaN            NaN   3.44022                 NaN            NaN            NaN   6.13798                 NaN   7.29768        41.7911        40.7104       0.622626     
  1040.10        500.000                 NaN            NaN            NaN   3.43426                 NaN            NaN            NaN   6.13635                 NaN   7.30087        41.7856        40.7128       0.630045     
  1037.59        500.000                 NaN            NaN            NaN   3.41845                 NaN            NaN            NaN   6.15717                 NaN   7.30823        41.7669        40.7114       0.637817     
  1035.09        500.000                 NaN            NaN            NaN   3.41780                 NaN            NaN            NaN   6.13632                 NaN   7.30804        41.7737        40.7161       0.647969     
  1032.58        500.000                 NaN            NaN            NaN   3.41221                 NaN            NaN            NaN   6.13471                 NaN   7.31190        41.7676        40.7186       0.654921     
  1030.08        500.000                 NaN            NaN            NaN   3.40628                 NaN            NaN            NaN   6.13285                 NaN   7.31548        41.7623        40.7210       0.662093     
  1027.57        500.000                 NaN            NaN            NaN   3.40260                 NaN            NaN            NaN   6.13059                 NaN   7.31992        41.7559        40.7237       0.667316     
  1025.06        500.000                 NaN            NaN            NaN   3.39652                 NaN            NaN            NaN   6.12917                 NaN   7.32340        41.7508        40.7257       0.674352     
  1022.56        500.000                 NaN            NaN            NaN   3.39507                 NaN            NaN            NaN   6.12929                 NaN   7.32416        41.7426        40.7303       0.678659     
  1020.05        500.000                 NaN            NaN            NaN   3.38985                 NaN            NaN            NaN   6.12861                 NaN   7.32824        41.7353        40.7330       0.685014     
  1017.54        500.000                 NaN            NaN            NaN   3.38435                 NaN            NaN            NaN   6.12867                 NaN   7.33167        41.7291        40.7349       0.691265     
  1015.04        500.000                 NaN            NaN            NaN   3.37266                 NaN            NaN            NaN   6.14415                 NaN   7.33867        41.7114        40.7355       0.697563     
  1012.53        500.000                 NaN            NaN            NaN   3.36808                 NaN            NaN            NaN   6.14320                 NaN   7.34232        41.7044        40.7384       0.703574     
  1010.03        500.000                 NaN            NaN            NaN   3.37059                 NaN            NaN            NaN   6.12422                 NaN   7.34212        41.7097        40.7435       0.709796     
